,Fadeaway Msde,Fadeaway/G,Fadeaway FG%,FGA,GP
2016Rasual Butler,4,0.086956522,0.8,5,46
2016Ryan Kelly,4,0.111111111,0.571428571,7,36
2016Terrence Ross,4,0.054794521,0.8,5,73
2016Trey Lyles,4,0.05,0.8,5,80
2017Alex Len,4,0.051948052,1,4,77
2017Al-Farouq Aminu,4,0.06557377,0.571428571,7,61
2017David West,4,0.058823529,1,4,68
2017DeAndre' Bembry,4,0.105263158,0.666666667,6,38
2017Dirk Nowitzki,4,0.074074074,0.333333333,12,54
2017Georgios Papagiannis,4,0.181818182,0.8,5,22
2017Jamal Crawford,4,0.048780488,0.235294118,17,82
2017James Ennis III,4,0.0625,1,4,64
2017JJ Redick,4,0.051282051,0.4,10,78
2017Josh McRoberts,4,0.181818182,0.5,8,22
2017KJ McDaniels,4,0.081632653,0.307692308,13,49
2017Lance Thomas,4,0.086956522,0.571428571,7,46
2017Marreese Speights,4,0.048780488,0.8,5,82
2017Mirza Teletovic,4,0.057142857,0.307692308,13,70
2017Nemanja Bjelica,4,0.061538462,1,4,65
2017Randy Foye,4,0.057971014,0.307692308,13,69
2017Roy Hibbert,4,0.083333333,0.666666667,6,48
2017Tiago Splitter,4,0.5,0.363636364,11,8
2017Wesley Johnson,4,0.058823529,1,4,68
2017Yogi Ferrell,4,0.086956522,0.25,16,46
2018CJ Miles,4,0.057142857,1,4,70
2018Damyean Dotson,4,0.090909091,0.8,5,44
2018D'Angelo Russell,4,0.083333333,0.4,10,48
2018Delon Wright,4,0.057971014,0.8,5,69
2018Dion Waiters,4,0.133333333,0.571428571,7,30
2018Doug McDermott,4,0.049382716,0.8,5,81
2018Jeff Teague,4,0.057142857,0.333333333,12,70
2018Justise Winslow,4,0.058823529,0.666666667,6,68
2018Lonzo Ball,4,0.076923077,0.8,5,52
2018Mario Hezonja,4,0.053333333,0.8,5,75
2018Milton Doyle,4,0.4,0.19047619,21,10
2018Quinn Cook,4,0.121212121,0.666666667,6,33
2018Raul Neto,4,0.097560976,0.5,8,41
2018Shabazz Muhammad,4,0.093023256,0.666666667,6,43
2018Shaquille Harrison,4,0.173913043,0.8,5,23
2018Taurean Prince,4,0.048780488,0.8,5,82
2018Tomas Satoransky,4,0.054794521,0.444444444,9,73
2018Trey Burke,4,0.111111111,0.666666667,6,36
2018Tyler Ulis,4,0.056338028,0.666666667,6,71
2018Zach LaVine,4,0.166666667,0.363636364,11,24
2018Zaza Pachulia,4,0.057971014,1,4,69
2019Ante Zizic,4,0.06779661,1,4,59
2019Antonio Blakeney,4,0.070175439,0.363636364,11,57
2019Doug McDermott,4,0.051948052,0.666666667,6,77
2019Dwyane Wade,4,0.055555556,1,4,72
2019Evan Turner,4,0.054794521,1,4,73
2019Gerald Green,4,0.054794521,0.8,5,73
2019Isaac Humphries,4,0.8,0.285714286,14,5
2019Jae Crowder,4,0.05,1,4,80
2019James Ennis III,4,0.068965517,0.571428571,7,58
2019Justin Holiday,4,0.048780488,1,4,82
2019Kawhi Leonard,4,0.066666667,1,4,60
2019Kevin Knox II,4,0.053333333,0.666666667,6,75
2019Kosta Koufos,4,0.095238095,0.666666667,6,42
2019Lonzo Ball,4,0.085106383,0.8,5,47
2019Luke Kornet,4,0.086956522,0.666666667,6,46
2019Malik Beasley,4,0.049382716,0.8,5,81
2019Marc Gasol,4,0.050632911,0.666666667,6,79
2019Sam Dekker,4,0.085106383,0.666666667,6,47
2019Trevor Ariza,4,0.057971014,1,4,69
2020Brad Wanamaker,4,0.056338028,1,4,71
2020Bradley Beal,4,0.070175439,0.8,5,57
2020Cam Reddish,4,0.068965517,0.5,8,58
2020Cameron Payne,4,0.5,1,4,8
2020Carmelo Anthony,4,0.068965517,0.666666667,6,58
2020Cheick Diallo,4,0.085106383,1,4,47
2020Dante Exum,4,0.114285714,0.8,5,35
2020Delon Wright,4,0.054794521,0.571428571,7,73
2020Derrick Rose,4,0.08,0.5,8,50
2020Harrison Barnes,4,0.055555556,0.666666667,6,72
2020Isaiah Hartenstein,4,0.173913043,0.571428571,7,23
2020Jeff Green,4,0.083333333,0.666666667,6,48
2020Josh Jackson,4,0.181818182,1,4,22
2020Justin Holiday,4,0.054794521,1,4,73
2020Kentavious Caldwell-Pope,4,0.057971014,0.444444444,9,69
2020Kevin Knox II,4,0.061538462,0.5,8,65
2020Langston Galloway,4,0.060606061,0.444444444,9,66
2020Luka Samanic,4,1.333333333,0.444444444,9,3
2020Mikal Bridges,4,0.054794521,1,4,73
2020Nicolo Melli,4,0.066666667,0.8,5,60
2020Pascal Siakam,4,0.066666667,1,4,60
2020Patrick Patterson,4,0.06779661,0.666666667,6,59
2020Paul Watson,4,0.4,0.444444444,9,10
2020RJ Barrett,4,0.071428571,0.8,5,56
2020Rodney McGruder,4,0.071428571,0.8,5,56
2020Rudy Gay,4,0.059701493,0.4,10,67
2020Shai Gilgeous-Alexander,4,0.057142857,1,4,70
2020Sterling Brown,4,0.076923077,0.666666667,6,52
2020Tyler Johnson,4,0.102564103,1,4,39
2020Vincent Poirier,4,0.181818182,1,4,22
2021Al Horford,4,0.142857143,0.444444444,9,28
2021Elfrid Payton,4,0.063492063,0.5,8,63
2021Glenn Robinson III,4,0.173913043,1,4,23
2021Gorgui Dieng,4,0.105263158,0.571428571,7,38
2021Hamidou Diallo,4,0.076923077,0.5,8,52
2021Josh Jackson,4,0.064516129,1,4,62
2021Justise Winslow,4,0.153846154,0.666666667,6,26
2021Luguentz Dort,4,0.076923077,0.5,8,52
2021Malik Monk,4,0.095238095,0.333333333,12,42
2021Marcus Smart,4,0.083333333,0.363636364,11,48
2021Mike Conley,4,0.078431373,0.444444444,9,51
2021Nikola Jokic,4,0.055555556,0.8,5,72
2021Patty Mills,4,0.058823529,0.666666667,6,68
2021Paul Reed,4,0.153846154,0.571428571,7,26
2021Tacko Fall,4,0.210526316,1,4,19
2022Aaron Nesmith,4,0.076923077,0.8,5,52
2022Avery Bradley,4,0.064516129,0.666666667,6,62
2022Boban Marjanovic,4,0.173913043,0.5,8,23
2022Brandon Williams,4,0.166666667,0.666666667,6,24
2022Bruno Fernando,4,0.133333333,1,4,30
2022Caleb Martin,4,0.066666667,0.4,10,60
2022Cody Martin,4,0.056338028,0.8,5,71
2022Cole Anthony,4,0.061538462,0.333333333,12,65
2022DeAndre' Bembry,4,0.071428571,0.444444444,9,56
2022Donovan Mitchell,4,0.059701493,0.666666667,6,67
2022Eric Paschall,4,0.068965517,0.571428571,7,58
2022Garrett Temple,4,0.06779661,0.666666667,6,59
2022Ignas Brazdeikis,4,0.095238095,0.8,5,42
2022Kelan Martin,4,0.133333333,0.666666667,6,30
2022Lonzo Ball,4,0.114285714,0.8,5,35
2022Luguentz Dort,4,0.078431373,0.666666667,6,51
2022Malik Fitts,4,0.266666667,0.5,8,15
2022Maurice Harkless,4,0.085106383,0.5,8,47
2022Mike Muscala,4,0.093023256,0.5,8,43
2022Naz Reid,4,0.051948052,0.571428571,7,77
2022Nemanja Bjelica,4,0.056338028,1,4,71
2022Nerlens Noel,4,0.16,0.8,5,25
2022Nikola Jokic,4,0.054054054,1,4,74
2022Romeo Langford,4,0.083333333,0.666666667,6,48
2022Rui Hachimura,4,0.095238095,1,4,42
2022Saben Lee,4,0.108108108,1,4,37
2022Sam Merrill,4,0.666666667,0.266666667,15,6
2022Shai Gilgeous-Alexander,4,0.071428571,1,4,56
2022Svi Mykhailiuk,4,0.071428571,0.333333333,12,56
2022Thanasis Antetokounmpo,4,0.083333333,0.8,5,48
2022Tomas Satoransky,4,0.072727273,0.5,8,55
2023Caleb Houstan,4,0.078431373,0.571428571,7,51
2023Dominick Barlow,4,0.142857143,1,4,28
2023Haywood Highsmith,4,0.074074074,0.444444444,9,54
2023Herbert Jones,4,0.060606061,0.25,16,66
2023Jae Crowder,4,0.222222222,0.444444444,9,18
2023JT Thor,4,0.057971014,0.307692308,13,69
2023Micah Potter,4,0.571428571,1,4,7
2023Oshae Brissett,4,0.061538462,0.363636364,11,65
2023Paolo Banchero,4,0.055555556,0.666666667,6,72
2023Paul Reed,4,0.057971014,1,4,69
2023Theo Pinson,4,0.1,0.571428571,7,40
2023Xavier Tillman,4,0.06557377,0.444444444,9,61
2014Alec Burks,3,0.038461538,1,3,78
2014Andrea Bargnani,3,0.071428571,0.6,5,42
2014Andrei Kirilenko,3,0.066666667,1,3,45
2014Boris Diaw,3,0.037974684,0.75,4,79
2014Byron Mullens,3,0.066666667,0.75,4,45
2014Channing Frye,3,0.036585366,0.6,5,82
2014Chris Copeland,3,0.073170732,0.75,4,41
2014Chris Wright,3,0.375,1,3,8
2014Corey Brewer,3,0.037037037,0.6,5,81
2014Damian Lillard,3,0.036585366,1,3,82
2014Dewayne Dedmon,3,0.096774194,0.75,4,31
2014Diante Garrett,3,0.042253521,0.375,8,71
2014Elliot Williams,3,0.044776119,1,3,67
2014E'Twaun Moore,3,0.037974684,0.75,4,79
2014Jeff Ayres,3,0.04109589,0.75,4,73
2014Kyle O'Quinn,3,0.043478261,0.5,6,69
2014Mario Chalmers,3,0.04109589,1,3,73
2014Marreese Speights,3,0.037974684,0.6,5,79
2014Mike James,3,0.272727273,0.214285714,14,11
2014Nikola Vucevic,3,0.052631579,1,3,57
2014Patrick Beverley,3,0.053571429,0.5,6,56
2014Phil Pressey,3,0.04,0.428571429,7,75
2014Randy Foye,3,0.037037037,0.375,8,81
2014Rashard Lewis,3,0.05,1,3,60
2014Ronnie Price,3,0.096774194,1,3,31
2014Steven Adams,3,0.037037037,0.75,4,81
2014Thabo Sefolosha,3,0.049180328,0.6,5,61
2014Travis Outlaw,3,0.047619048,1,3,63
2014Tyreke Evans,3,0.041666667,0.6,5,72
2014Tyshawn Taylor,3,0.130434783,1,3,23
2014Xavier Henry,3,0.069767442,0.6,5,43
2015Alexis Ajinca,3,0.044117647,0.75,4,68
2015Anderson Varejao,3,0.115384615,0.6,5,26
2015Andre Miller,3,0.037037037,0.75,4,81
2015Andrea Bargnani,3,0.103448276,0.75,4,29
2015Archie Goodwin,3,0.073170732,0.428571429,7,41
2015Brandon Davies,3,0.111111111,1,3,27
2015Brendan Haywood,3,0.136363636,0.272727273,11,22
2015Carl Landry,3,0.042857143,1,3,70
2015CJ Miles,3,0.042857143,0.5,6,70
2015Danny Green,3,0.037037037,0.6,5,81
2015Darren Collison,3,0.066666667,1,3,45
2015Dion Waiters,3,0.0375,0.75,4,80
2015E'Twaun Moore,3,0.053571429,1,3,56
2015Gigi Datome,3,0.142857143,0.375,8,21
2015Henry Sims,3,0.04109589,0.75,4,73
2015Jabari Parker,3,0.12,0.5,6,25
2015Jared Sullinger,3,0.051724138,0.375,8,58
2015Jerome Jordan,3,0.068181818,1,3,44
2015Joe Ingles,3,0.037974684,0.75,4,79
2015Kenyon Martin,3,0.272727273,0.333333333,9,11
2015Michael Kidd-Gilchrist,3,0.054545455,0.6,5,55
2015Perry Jones III,3,0.069767442,0.6,5,43
2015Reggie Williams,3,0.15,0.130434783,23,20
2015Shawn Marion,3,0.052631579,0.75,4,57
2015Spencer Dinwiddie,3,0.088235294,0.5,6,34
2015Terrence Jones,3,0.090909091,1,3,33
2015Tiago Splitter,3,0.057692308,0.6,5,52
2015Tobias Harris,3,0.044117647,0.75,4,68
2015Tony Allen,3,0.047619048,0.6,5,63
2016Aaron Harrison,3,0.142857143,0.2,15,21
2016Alec Burks,3,0.096774194,1,3,31
2016Anthony Morrow,3,0.044117647,0.333333333,9,68
2016Archie Goodwin,3,0.052631579,1,3,57
2016Danny Green,3,0.037974684,0.5,6,79
2016Elton Brand,3,0.176470588,1,3,17
2016Goran Dragic,3,0.041666667,0.75,4,72
2016JaKarr Sampson,3,0.04109589,0.75,4,73
2016JJ Hickson,3,0.085714286,1,3,35
2016Kelly Olynyk,3,0.043478261,1,3,69
2016Montrezl Harrell,3,0.076923077,1,3,39
2016Rodney Hood,3,0.037974684,0.6,5,79
2016Sergey Karasev,3,0.075,0.428571429,7,40
2016Tibor Pleiss,3,0.25,0.5,6,12
2017Archie Goodwin,3,0.2,1,3,15
2017Brandon Knight,3,0.055555556,0.5,6,54
2017Brandon Rush,3,0.063829787,1,3,47
2017Dejounte Murray,3,0.078947368,0.333333333,9,38
2017Iman Shumpert,3,0.039473684,0.214285714,14,76
2017Jarell Eddie,3,0.6,0.214285714,14,5
2017Jarell Martin,3,0.071428571,0.75,4,42
2017Jeff Withey,3,0.058823529,0.75,4,51
2017Nicolas Batum,3,0.038961039,0.75,4,77
2017Patrick Patterson,3,0.046153846,0.272727273,11,65
2017Pau Gasol,3,0.046875,1,3,64
2017Quincy Acy,3,0.078947368,0.214285714,14,38
2017Rakeem Christmas,3,0.103448276,0.428571429,7,29
2017Rodney Stuckey,3,0.076923077,0.272727273,11,39
2017Thomas Robinson,3,0.0625,0.6,5,48
2018Alec Burks,3,0.046875,0.375,8,64
2018Andre Iguodala,3,0.046875,0.6,5,64
2018Antonio Blakeney,3,0.157894737,0.75,4,19
2018Buddy Hield,3,0.0375,1,3,80
2018Chris McCullough,3,0.157894737,0.6,5,19
2018Damian Jones,3,0.2,0.75,4,15
2018Danilo Gallinari,3,0.142857143,0.333333333,9,21
2018Dillon Brooks,3,0.036585366,1,3,82
2018Dragan Bender,3,0.036585366,0.75,4,82
2018Evan Fournier,3,0.052631579,0.272727273,11,57
2018Evan Turner,3,0.037974684,1,3,79
2018Greg Monroe,3,0.058823529,0.75,4,51
2018Jabari Bird,3,0.230769231,0.428571429,7,13
2018Jamal Crawford,3,0.0375,0.3,10,80
2018Jamal Murray,3,0.037037037,0.75,4,81
2018Jeremy Lamb,3,0.0375,0.6,5,80
2018Joe Harris,3,0.038461538,0.375,8,78
2018Jonathan Isaac,3,0.111111111,0.75,4,27
2018Josh Richardson,3,0.037037037,0.75,4,81
2018Justin Anderson,3,0.078947368,0.75,4,38
2018Justin Holiday,3,0.041666667,1,3,72
2018Kentavious Caldwell-Pope,3,0.040540541,1,3,74
2018Luke Kennard,3,0.04109589,0.6,5,73
2018Marcus Smart,3,0.055555556,1,3,54
2018Markelle Fultz,3,0.214285714,0.75,4,14
2018Michael Carter-Williams,3,0.057692308,0.5,6,52
2018Nick Collison,3,0.2,1,3,15
2018Nikola Jokic,3,0.04,0.75,4,75
2018Norman Powell,3,0.042857143,1,3,70
2018Ryan Anderson,3,0.045454545,1,3,66
2018Stanley Johnson,3,0.043478261,0.75,4,69
2018Sterling Brown,3,0.055555556,0.5,6,54
2018Terrance Ferguson,3,0.049180328,0.6,5,61
2018Terry Rozier,3,0.0375,0.3,10,80
2018Tyler Johnson,3,0.041666667,0.75,4,72
2019Alex Caruso,3,0.12,0.5,6,25
2019Chimezie Metu,3,0.103448276,1,3,29
2019Corey Brewer,3,0.096774194,0.75,4,31
2019Dwayne Bacon,3,0.069767442,0.5,6,43
2019Iman Shumpert,3,0.048387097,0.272727273,11,62
2019Jamal Murray,3,0.04,1,3,75
2019Jerian Grant,3,0.05,0.75,4,60
2019Joakim Noah,3,0.071428571,1,3,42
2019Johnathan Williams,3,0.125,1,3,24
2019Juancho Hernangomez,3,0.042857143,0.75,4,70
2019Justise Winslow,3,0.045454545,1,3,66
2019Kent Bazemore,3,0.044776119,1,3,67
2019Luc Mbah a Moute,3,0.75,0.428571429,7,4
2019Michael Beasley,3,0.115384615,0.375,8,26
2019Nik Stauskas,3,0.044117647,0.25,12,68
2019Nikola Mirotic,3,0.065217391,1,3,46
2019Norman Powell,3,0.05,1,3,60
2019Raul Neto,3,0.081081081,0.5,6,37
2019Ray Spalding,3,0.214285714,0.5,6,14
2019Rondae Hollis-Jefferson,3,0.050847458,0.75,4,59
2019Tim Frazier,3,0.050847458,0.75,4,59
2019Tomas Satoransky,3,0.0375,0.6,5,80
2019Tyler Lydon,3,0.12,0.428571429,7,25
2019Tyler Zeller,3,0.5,0.6,5,6
2019Zaza Pachulia,3,0.044117647,1,3,68
2020Alec Burks,3,0.045454545,1,3,66
2020Andre Roberson,3,0.428571429,0.230769231,13,7
2020Anfernee Simons,3,0.042857143,1,3,70
2020Damion Lee,3,0.06122449,0.6,5,49
2020Ed Davis,3,0.107142857,0.75,4,28
2020Frank Kaminsky,3,0.076923077,0.75,4,39
2020Gary Clark,3,0.071428571,1,3,42
2020Jamal Murray,3,0.050847458,0.75,4,59
2020James Johnson,3,0.09375,0.5,6,32
2020Jeff Teague,3,0.050847458,0.6,5,59
2020John Konchar,3,0.157894737,0.75,4,19
2020Jrue Holiday,3,0.049180328,1,3,61
2020Juan Toscano-Anderson,3,0.230769231,0.5,6,13
2020Justin Jackson,3,0.046153846,0.6,5,65
2020Justin James,3,0.083333333,1,3,36
2020Jusuf Nurkic,3,0.375,0.75,4,8
2020Kendrick Nunn,3,0.044776119,0.6,5,67
2020Kevin Huerter,3,0.053571429,0.75,4,56
2020Ky Bowman,3,0.066666667,0.428571429,7,45
2020Lonnie Walker IV,3,0.049180328,0.6,5,61
2020Marvin Williams,3,0.051724138,0.5,6,58
2020Matisse Thybulle,3,0.046153846,0.5,6,65
2020Mfiondu Kabengele,3,0.25,1,3,12
2020Nemanja Bjelica,3,0.041666667,1,3,72
2020Quinn Cook,3,0.068181818,0.428571429,7,44
2020Robin Lopez,3,0.045454545,0.75,4,66
2020Royce O'Neale,3,0.042253521,1,3,71
2020Shabazz Napier,3,0.053571429,0.75,4,56
2020Solomon Hill,3,0.050847458,1,3,59
2020Svi Mykhailiuk,3,0.053571429,0.6,5,56
2020Thanasis Antetokounmpo,3,0.15,0.75,4,20
2021Alex Caruso,3,0.051724138,0.75,4,58
2021Cam Reynolds,3,0.6,0.3,10,5
2021Carmelo Anthony,3,0.043478261,0.75,4,69
2021Chris Silva,3,0.2,1,3,15
2021DeAndre' Bembry,3,0.058823529,0.75,4,51
2021Derrick Rose,3,0.06,1,3,50
2021Devontae Cacok,3,0.15,1,3,20
2021Enes Freedom,3,0.041666667,1,3,72
2021Eric Paschall,3,0.075,1,3,40
2021George Hill,3,0.1,0.75,4,30
2021Georges Niang,3,0.041666667,0.428571429,7,72
2021Isaiah Thomas,3,1,0.428571429,7,3
2021Jalen McDaniels,3,0.063829787,1,3,47
2021Jalen Smith,3,0.111111111,0.75,4,27
2021Javonte Green,3,0.073170732,1,3,41
2021Jeff Green,3,0.044117647,0.6,5,68
2021Josh Okogie,3,0.050847458,0.75,4,59
2021Juan Toscano-Anderson,3,0.056603774,1,3,53
2021Justin Holiday,3,0.041666667,0.428571429,7,72
2021Kent Bazemore,3,0.044776119,0.230769231,13,67
2021Kevin Durant,3,0.085714286,1,3,35
2021Kyle Kuzma,3,0.044117647,0.6,5,68
2021Lonnie Walker IV,3,0.05,0.75,4,60
2021Luke Kornet,3,0.096774194,1,3,31
2021Matisse Thybulle,3,0.046153846,0.75,4,65
2021Michael Carter-Williams,3,0.096774194,0.6,5,31
2021Monte Morris,3,0.063829787,0.428571429,7,47
2021Nathan Knight,3,0.090909091,0.6,5,33
2021Nemanja Bjelica,3,0.081081081,0.6,5,37
2021Saddiq Bey,3,0.042857143,0.3,10,70
2021Seth Curry,3,0.052631579,0.428571429,7,57
2021Shai Gilgeous-Alexander,3,0.085714286,0.428571429,7,35
2021Theo Maledon,3,0.046153846,0.5,6,65
2021Tre Jones,3,0.081081081,1,3,37
2021Ty Jerome,3,0.090909091,0.428571429,7,33
2021Zach LaVine,3,0.051724138,1,3,58
2022Andre Iguodala,3,0.096774194,1,3,31
2022Brandon Knight,3,0.6,0.272727273,11,5
2022Bryn Forbes,3,0.04,0.428571429,7,75
2022Dean Wade,3,0.058823529,0.6,5,51
2022Deni Avdija,3,0.036585366,0.6,5,82
2022Devontae Cacok,3,0.2,1,3,15
2022Doug McDermott,3,0.058823529,0.428571429,7,51
2022Gabriel Lundberg,3,0.75,0.333333333,9,4
2022Herbert Jones,3,0.038461538,0.6,5,78
2022Isaac Okoro,3,0.044776119,1,3,67
2022Jahmi'us Ramsey,3,0.157894737,1,3,19
2022Jalen Suggs,3,0.0625,0.75,4,48
2022James Johnson,3,0.048387097,0.75,4,62
2022Jaylen Hoard,3,0.428571429,0.6,5,7
2022JT Thor,3,0.090909091,1,3,33
2022Keon Johnson,3,0.081081081,1,3,37
2022Lamar Stevens,3,0.047619048,1,3,63
2022Max Strus,3,0.044117647,0.5,6,68
2022Naji Marshall,3,0.054545455,0.6,5,55
2022Nathan Knight,3,0.081081081,1,3,37
2022Olivier Sarr,3,0.136363636,0.6,5,22
2022Paul Millsap,3,0.090909091,0.333333333,9,33
2022Robert Covington,3,0.042253521,1,3,71
2022Thaddeus Young,3,0.057692308,0.75,4,52
2022Timothe Luwawu-Cabarrot,3,0.057692308,0.5,6,52
2022Ty Jerome,3,0.0625,0.375,8,48
2022Wenyen Gabriel,3,0.115384615,1,3,26
2023Aaron Wiggins,3,0.042857143,0.5,6,70
2023Cade Cunningham,3,0.25,0.75,4,12
2023Carlik Jones,3,0.428571429,0.6,5,7
2023Cole Anthony,3,0.05,0.75,4,60
2023Devin Vassell,3,0.078947368,1,3,38
2023Dyson Daniels,3,0.050847458,0.375,8,59
2023Jarrett Culver,3,0.3,0.1875,16,10
2023Jayson Tatum,3,0.040540541,0.6,5,74
2023Keita Bates-Diop,3,0.044776119,1,3,67
2023Lamar Stevens,3,0.048387097,1,3,62
2023Moses Moody,3,0.047619048,1,3,63
2023Olivier Sarr,3,0.333333333,1,3,9
2023Tari Eason,3,0.036585366,0.214285714,14,82
2023Tobias Harris,3,0.040540541,1,3,74
2023Trendon Watford,3,0.048387097,0.75,4,62
2023Wesley Matthews,3,0.057692308,1,3,52
2023Xavier Cooks,3,0.3,0.75,4,10
2014Alexey Shved,2,0.031746032,0.4,5,63
2014Andre Roberson,2,0.05,0.666666667,3,40
2014Andrew Nicholson,2,0.026315789,1,2,76
2014Anthony Bennett,2,0.038461538,1,2,52
2014Anthony Randolph,2,0.046511628,1,2,43
2014Brandon Davies,2,0.039215686,1,2,51
2014Brandon Knight,2,0.027777778,1,2,72
2014Dorell Wright,2,0.029411765,0.666666667,3,68
2014Dwight Buycks,2,0.142857143,1,2,14
2014Earl Clark,2,0.037037037,1,2,54
2014Earl Watson,2,0.083333333,0.222222222,9,24
2014Ersan Ilyasova,2,0.036363636,0.285714286,7,55
2014Gigi Datome,2,0.058823529,0.666666667,3,34
2014Greg Monroe,2,0.024390244,0.666666667,3,82
2014Greg Oden,2,0.086956522,1,2,23
2014Jason Smith,2,0.064516129,0.666666667,3,31
2014Jeff Withey,2,0.034482759,1,2,58
2014Kent Bazemore,2,0.029850746,0.666666667,3,67
2014Kevin Seraphin,2,0.037735849,1,2,53
2014Kris Humphries,2,0.028985507,0.5,4,69
2014Kyle Korver,2,0.028169014,0.5,4,71
2014Landry Fields,2,0.066666667,1,2,30
2014Lorenzo Brown,2,0.076923077,0.5,4,26
2014Marquis Teague,2,0.05,1,2,40
2014Mirza Teletovic,2,0.027777778,0.666666667,3,72
2014Quincy Acy,2,0.031746032,0.666666667,3,63
2014Reggie Evans,2,0.037037037,0.666666667,3,54
2014Ronny Turiaf,2,0.064516129,1,2,31
2014Rudy Gobert,2,0.044444444,0.666666667,3,45
2014Ryan Anderson,2,0.090909091,0.5,4,22
2014Udonis Haslem,2,0.043478261,0.666666667,3,46
2014Wayne Ellington,2,0.044444444,0.666666667,3,45
2014Zach Randolph,2,0.025316456,0.666666667,3,79
2015Alan Anderson,2,0.027027027,1,2,74
2015Arinze Onuaku,2,0.333333333,0.666666667,3,6
2015Bruno Caboclo,2,0.25,0.5,4,8
2015Charlie Villanueva,2,0.03125,1,2,64
2015Chris Bosh,2,0.045454545,1,2,44
2015Cleanthony Early,2,0.051282051,0.5,4,39
2015Cole Aldrich,2,0.032786885,1,2,61
2015Derrick Rose,2,0.039215686,0.333333333,6,51
2015Donatas Motiejunas,2,0.028169014,0.666666667,3,71
2015Dwight Powell,2,0.068965517,1,2,29
2015Elijah Millsap,2,0.042553191,0.666666667,3,47
2015Enes Freedom,2,0.026666667,0.666666667,3,75
2015Furkan Aldemir,2,0.048780488,0.666666667,3,41
2015Glen Davis,2,0.027027027,0.666666667,3,74
2015Greg Monroe,2,0.028985507,0.666666667,3,69
2015Jason Maxiell,2,0.032786885,1,2,61
2015Jason Terry,2,0.025974026,0.5,4,77
2015Johnny O'Bryant III,2,0.058823529,0.5,4,34
2015Jonas Jerebko,2,0.026666667,0.5,4,75
2015Kendall Marshall,2,0.071428571,0.4,5,28
2015Kent Bazemore,2,0.026666667,0.666666667,3,75
2015Kentavious Caldwell-Pope,2,0.024390244,0.666666667,3,82
2015Lou Amundson,2,0.037735849,1,2,53
2015Marcus Smart,2,0.029850746,1,2,67
2015Mario Chalmers,2,0.025,0.666666667,3,80
2015Michael Beasley,2,0.083333333,1,2,24
2015Omer Asik,2,0.026315789,1,2,76
2015Pablo Prigioni,2,0.029850746,1,2,67
2015Quincy Pondexter,2,0.026666667,1,2,75
2015Rajon Rondo,2,0.029411765,1,2,68
2015Richard Jefferson,2,0.027027027,1,2,74
2015Rodney Stuckey,2,0.028169014,0.666666667,3,71
2015Sergey Karasev,2,0.060606061,0.4,5,33
2015Shawne Williams,2,0.031746032,1,2,63
2015Solomon Hill,2,0.024390244,1,2,82
2015Trevor Ariza,2,0.024390244,1,2,82
2015Tyler Hansbrough,2,0.027027027,0.666666667,3,74
2015Tyler Zeller,2,0.024390244,1,2,82
2015Tyreke Evans,2,0.025316456,1,2,79
2015Wayne Ellington,2,0.030769231,1,2,65
2015Xavier Henry,2,0.222222222,0.285714286,7,9
2016Alex Stepheson,2,0.25,0.5,4,8
2016Andrew Goudelock,2,0.25,0.333333333,6,8
2016Anthony Brown,2,0.068965517,0.666666667,3,29
2016Carl Landry,2,0.055555556,0.5,4,36
2016Chris Kaman,2,0.125,0.666666667,3,16
2016Cory Jefferson,2,0.25,0.2,10,8
2016Delon Wright,2,0.074074074,1,2,27
2016Eric Bledsoe,2,0.064516129,0.5,4,31
2016Evan Turner,2,0.024691358,0.666666667,3,81
2016Garrett Temple,2,0.025,0.666666667,3,80
2016Greg Smith,2,0.111111111,1,2,18
2016Isaiah Canaan,2,0.025974026,1,2,77
2016Jae Crowder,2,0.02739726,1,2,73
2016Jamal Crawford,2,0.025316456,0.111111111,18,79
2016James Michael McAdoo,2,0.048780488,0.666666667,3,41
2016Joel Anthony,2,0.105263158,0.5,4,19
2016Johnny O'Bryant III,2,0.03030303,0.666666667,3,66
2016Jordan Hamilton,2,0.181818182,1,2,11
2016KJ McDaniels,2,0.054054054,0.5,4,37
2016Kosta Koufos,2,0.025641026,0.666666667,3,78
2016Lou Williams,2,0.029850746,0.666666667,3,67
2016Matthew Dellavedova,2,0.026315789,0.666666667,3,76
2016Mike Scott,2,0.026666667,0.333333333,6,75
2016Nick Collison,2,0.033898305,0.666666667,3,59
2016PJ Hairston,2,0.03030303,0.5,4,66
2016Ramon Sessions,2,0.024390244,1,2,82
2016Reggie Jackson,2,0.025316456,0.666666667,3,79
2016Tayshaun Prince,2,0.025974026,1,2,77
2017Adreian Payne,2,0.111111111,1,2,18
2017AJ Hammons,2,0.090909091,1,2,22
2017Beno Udrih,2,0.051282051,0.181818182,11,39
2017Chasson Randle,2,0.076923077,0.5,4,26
2017Cheick Diallo,2,0.117647059,1,2,17
2017Corey Brewer,2,0.024390244,0.5,4,82
2017David Nwaba,2,0.1,0.666666667,3,20
2017Delon Wright,2,0.074074074,0.666666667,3,27
2017Denzel Valentine,2,0.035087719,0.25,8,57
2017Deron Williams,2,0.03125,1,2,64
2017Deyonta Davis,2,0.055555556,0.666666667,3,36
2017Evan Turner,2,0.030769231,1,2,65
2017George Hill,2,0.040816327,0.666666667,3,49
2017Isaiah Whitehead,2,0.02739726,0.666666667,3,73
