,Fadeaway Msde,Fadeaway/G,Fadeaway FG%,FGA,GP
2017Toney Douglas,0,0,0,0,24
2017Tony Parker,0,0,0,3,63
2017Treveon Graham,0,0,0,0,27
2017Troy Daniels,0,0,0,0,67
2017Tyler Ennis,0,0,0,1,53
2017Tyus Jones,0,0,0,0,60
2017Udonis Haslem,0,0,0,0,16
2017Wade Baldwin IV,0,0,0,1,33
2017Wayne Ellington,0,0,0,1,62
2018Aaron Brooks,0,0,0,2,32
2018Aaron Harrison,0,0,0,0,9
2018Adreian Payne,0,0,0,0,5
2018Al Jefferson,0,0,0,0,36
2018Alan Williams,0,0,0,0,5
2018Alec Peters,0,0,0,0,20
2018Alex Caruso,0,0,0,0,37
2018Alex Poythress,0,0,0,0,25
2018Alfonzo McKinnie,0,0,0,0,14
2018Andre Ingram,0,0,0,0,2
2018Andrew Bogut,0,0,0,0,24
2018Andrew Harrison,0,0,0,0,56
2018Andrew White III,0,0,0,0,15
2018Bobby Brown,0,0,0,0,20
2018Brandon Jennings,0,0,0,0,14
2018Briante Weber,0,0,0,1,18
2018Bruno Caboclo,0,0,0,0,12
2018Bryn Forbes,0,0,0,0,80
2018Caleb Swanigan,0,0,0,1,27
2018Cedi Osman,0,0,0,0,61
2018Chris Paul,0,0,0,0,58
2018Cory Joseph,0,0,0,0,82
2018Dakari Johnson,0,0,0,1,31
2018Damien Wilkins,0,0,0,0,19
2018Damion Lee,0,0,0,0,15
2018Danny Green,0,0,0,1,70
2018Dante Exum,0,0,0,0,14
2018Darren Collison,0,0,0,0,69
2018Darrun Hilliard,0,0,0,0,14
2018De'Aaron Fox,0,0,0,13,73
2018DeAndre Liggins,0,0,0,0,58
2018Demetrius Jackson,0,0,0,0,15
2018Dennis Schroder,0,0,0,0,67
2018Derrick Rose,0,0,0,0,25
2018Derrick White,0,0,0,0,17
2018Devin Harris,0,0,0,0,71
2018Dirk Nowitzki,0,0,0,1,77
2018Dwayne Bacon,0,0,0,0,53
2018Ekpe Udoh,0,0,0,1,63
2018Ersan Ilyasova,0,0,0,0,69
2018Frank Mason III,0,0,0,0,52
2018Gary Payton II,0,0,0,2,23
2018Gian Clavell,0,0,0,1,7
2018Goran Dragic,0,0,0,0,75
2018Guerschon Yabusele,0,0,0,0,33
2018Ian Clark,0,0,0,0,74
2018Ike Anigbogu,0,0,0,0,11
2018Iman Shumpert,0,0,0,0,14
2018Isaiah Canaan,0,0,0,1,20
2018Isaiah Hicks,0,0,0,1,18
2018Jahlil Okafor,0,0,0,0,28
2018Jake Layman,0,0,0,0,35
2018Jalen Jones,0,0,0,1,16
2018James Young,0,0,0,0,6
2018Jamil Wilson,0,0,0,0,15
2018Jarrett Jack,0,0,0,0,62
2018Jason Smith,0,0,0,2,33
2018Jawun Evans,0,0,0,2,48
2018Jaylen Morris,0,0,0,0,6
2018Jeff Withey,0,0,0,0,9
2018Jerian Grant,0,0,0,0,74
2018JJ Redick,0,0,0,0,70
2018Jodie Meeks,0,0,0,1,77
2018Joe Young,0,0,0,0,53
2018Joel Bolomboy,0,0,0,1,6
2018John Holland,0,0,0,2,24
2018Jordan Crawford,0,0,0,0,5
2018Josh Gray,0,0,0,0,5
2018Josh Magette,0,0,0,2,18
2018Juancho Hernangomez,0,0,0,0,25
2018Julyan Stone,0,0,0,0,23
2018Kadeem Allen,0,0,0,0,18
2018Kemba Walker,0,0,0,1,80
2018Kobi Simmons,0,0,0,1,32
2018Kris Dunn,0,0,0,0,52
2018Kyle Lowry,0,0,0,0,78
2018Kyle Singler,0,0,0,1,12
2018Kyrie Irving,0,0,0,0,60
2018Lance Thomas,0,0,0,0,73
2018Langston Galloway,0,0,0,0,58
2018London Perrantes,0,0,0,0,14
2018Lorenzo Brown,0,0,0,1,14
2018Luke Babbitt,0,0,0,0,50
2018Malachi Richardson,0,0,0,0,26
2018Malcolm Miller,0,0,0,0,15
2018Mario Chalmers,0,0,0,0,66
2018Markel Brown,0,0,0,3,4
2018Marquis Teague,0,0,0,0,3
2018Marreese Speights,0,0,0,0,52
2018Marshall Plumlee,0,0,0,2,8
2018Mirza Teletovic,0,0,0,0,10
2018Nick Young,0,0,0,0,80
2018Nigel Hayes,0,0,0,1,9
2018Nik Stauskas,0,0,0,1,41
2018Omari Johnson,0,0,0,0,4
2018Patrick Beverley,0,0,0,0,11
2018Patrick Patterson,0,0,0,0,82
2018Patty Mills,0,0,0,0,82
2018Rajon Rondo,0,0,0,4,65
2018Rashad Vaughn,0,0,0,0,28
2018Raymond Felton,0,0,0,0,82
2018Reggie Jackson,0,0,0,4,45
2018Ricky Rubio,0,0,0,0,77
2018Rodney Purvis,0,0,0,0,16
2018Ron Baker,0,0,0,0,29
2018Ryan Arcidiacono,0,0,0,0,24
2018Sean Kilpatrick,0,0,0,0,52
2018Shabazz Napier,0,0,0,0,74
2018Shelvin Mack,0,0,0,0,69
2018Solomon Hill,0,0,0,0,12
2018Stephen Curry,0,0,0,0,51
2018Tony Allen,0,0,0,1,22
2018Treveon Graham,0,0,0,0,63
2018Tyus Jones,0,0,0,1,82
2018Udonis Haslem,0,0,0,0,14
2018Wade Baldwin IV,0,0,0,0,7
2018Wayne Ellington,0,0,0,0,77
2018Wesley Matthews,0,0,0,0,63
2018Xavier Rathan-Mayes,0,0,0,0,5
2018Yogi Ferrell,0,0,0,0,82
2018Zach Randolph,0,0,0,0,59
2018Zhou Qi,0,0,0,0,18
2019Aaron Holiday,0,0,0,0,50
2019Abdel Nader,0,0,0,2,61
2019Alec Burks,0,0,0,0,64
2019Alex Abrines,0,0,0,0,31
2019Alize Johnson,0,0,0,1,14
2019Allen Crabbe,0,0,0,1,43
2019Andrew Harrison,0,0,0,0,17
2019Anfernee Simons,0,0,0,0,20
2019Billy Garrett,0,0,0,0,4
2019Bogdan Bogdanovic,0,0,0,0,70
2019Brad Wanamaker,0,0,0,0,36
2019Brandon Goodwin,0,0,0,0,16
2019Brandon Knight,0,0,0,0,39
2019Cam Reynolds,0,0,0,0,19
2019Carmelo Anthony,0,0,0,0,10
2019Cedi Osman,0,0,0,0,76
2019Channing Frye,0,0,0,0,36
2019Chasson Randle,0,0,0,0,49
2019Cheick Diallo,0,0,0,2,64
2019CJ McCollum,0,0,0,0,70
2019Cory Joseph,0,0,0,0,82
2019Dairis Bertans,0,0,0,0,12
2019Damyean Dotson,0,0,0,2,73
2019Daniel Hamilton,0,0,0,0,19
2019Danny Green,0,0,0,0,80
2019Dante Exum,0,0,0,2,42
2019Darren Collison,0,0,0,0,76
2019David Nwaba,0,0,0,2,51
2019DeMarre Carroll,0,0,0,0,67
2019Demetrius Jackson,0,0,0,0,6
2019Deng Adel,0,0,0,0,19
2019Derrick Rose,0,0,0,0,51
2019Devin Harris,0,0,0,0,68
2019Devonte' Graham,0,0,0,0,46
2019Dillon Brooks,0,0,0,1,18
2019Dzanan Musa,0,0,0,4,9
2019Ersan Ilyasova,0,0,0,0,67
2019Evan Fournier,0,0,0,0,81
2019Frank Ntilikina,0,0,0,0,43
2019Fred VanVleet,0,0,0,0,64
2019Furkan Korkmaz,0,0,0,3,48
2019Greg Monroe,0,0,0,0,43
2019Haywood Highsmith,0,0,0,0,5
2019Isaiah Briscoe,0,0,0,0,39
2019Isaiah Hartenstein,0,0,0,1,28
2019Isaiah Thomas,0,0,0,0,12
2019Ish Smith,0,0,0,0,56
2019Jacob Evans,0,0,0,0,30
2019JaKarr Sampson,0,0,0,2,4
2019Jalen Brunson,0,0,0,0,73
2019Jalen Jones,0,0,0,0,16
2019Jamal Crawford,0,0,0,0,64
2019James Harden,0,0,0,0,78
2019James Nunnally,0,0,0,0,15
2019Jared Dudley,0,0,0,0,59
2019Jared Terrell,0,0,0,0,14
2019Jarred Vanderbilt,0,0,0,2,17
2019Jawun Evans,0,0,0,0,8
2019Jaylen Adams,0,0,0,1,34
2019Jevon Carter,0,0,0,0,39
2019Jimmer Fredette,0,0,0,0,6
2019JJ Redick,0,0,0,0,76
2019Jodie Meeks,0,0,0,0,8
2019Joe Harris,0,0,0,0,76
2019Joe Ingles,0,0,0,0,82
2019John Jenkins,0,0,0,0,26
2019Jonathon Simmons,0,0,0,1,56
2019Jordan McRae,0,0,0,0,27
2019Jose Calderon,0,0,0,0,49
2019JR Smith,0,0,0,0,11
2019Julian Washburn,0,0,0,0,18
2019Kemba Walker,0,0,0,0,82
2019Kentavious Caldwell-Pope,0,0,0,0,82
2019Khyri Thomas,0,0,0,2,26
2019Kyle Anderson,0,0,0,0,43
2019Kyle Korver,0,0,0,0,70
2019Kyle Lowry,0,0,0,0,65
2019Kyle O'Quinn,0,0,0,1,45
2019Langston Galloway,0,0,0,0,80
2019Luke Kennard,0,0,0,0,63
2019Luol Deng,0,0,0,0,22
2019Malachi Richardson,0,0,0,0,22
2019Malcolm Brogdon,0,0,0,0,64
2019Marco Belinelli,0,0,0,0,79
2019Marcus Derrickson,0,0,0,1,11
2019Matthew Dellavedova,0,0,0,0,48
2019Michael Carter-Williams,0,0,0,0,28
2019Mikal Bridges,0,0,0,0,82
2019Mike Conley,0,0,0,0,70
2019Milos Teodosic,0,0,0,1,15
2019Mitchell Creek,0,0,0,0,5
2019Moritz Wagner,0,0,0,2,43
2019Naz Mitrou-Long,0,0,0,0,14
2019Nene,0,0,0,2,42
2019Nick Young,0,0,0,0,4
2019Patty Mills,0,0,0,0,82
2019Pau Gasol,0,0,0,1,30
2019Quincy Acy,0,0,0,0,10
2019Quincy Pondexter,0,0,0,0,53
2019Quinn Cook,0,0,0,0,74
2019Rawle Alkins,0,0,0,0,10
2019Raymond Felton,0,0,0,0,33
2019Reggie Bullock,0,0,0,0,63
2019Reggie Jackson,0,0,0,0,82
2019Ricky Rubio,0,0,0,0,68
2019Ron Baker,0,0,0,0,15
2019Ryan Anderson,0,0,0,0,25
2019Ryan Arcidiacono,0,0,0,0,81
2019Ryan Broekhoff,0,0,0,0,42
2019Seth Curry,0,0,0,0,74
2019Shabazz Napier,0,0,0,0,56
2019Shake Milton,0,0,0,0,20
2019Shelvin Mack,0,0,0,0,57
2019Sindarius Thornwell,0,0,0,1,64
2019Spencer Dinwiddie,0,0,0,0,68
2019Stephen Curry,0,0,0,1,69
2019Thabo Sefolosha,0,0,0,0,50
2019Thomas Welsh,0,0,0,1,11
2019Trae Young,0,0,0,0,81
2019Trey Burke,0,0,0,0,58
2019Tyler Cavanaugh,0,0,0,0,11
2019Tyler Dorsey,0,0,0,0,48
2019Tyler Johnson,0,0,0,0,57
2019Tyus Jones,0,0,0,0,68
2019Udonis Haslem,0,0,0,0,10
2019Wade Baldwin IV,0,0,0,2,16
2019Wesley Matthews,0,0,0,0,69
2019Wilson Chandler,0,0,0,0,51
2019Yogi Ferrell,0,0,0,0,71
2019Yuta Watanabe,0,0,0,1,15
2019Zhaire Smith,0,0,0,0,6
2020Aaron Holiday,0,0,0,0,66
2020Admiral Schofield,0,0,0,1,33
2020Alen Smailagic,0,0,0,0,14
2020Alex Caruso,0,0,0,2,64
2020Al-Farouq Aminu,0,0,0,0,18
2020Alize Johnson,0,0,0,0,17
2020Allen Crabbe,0,0,0,0,37
2020Allonzo Trier,0,0,0,0,24
2020Amile Jefferson,0,0,0,2,18
2020Amir Coffey,0,0,0,2,18
2020Andre Iguodala,0,0,0,1,21
2020Ante Zizic,0,0,0,1,22
2020Anthony Tolliver,0,0,0,0,55
2020Antonius Cleveland,0,0,0,4,11
2020Avery Bradley,0,0,0,0,49
2020BJ Johnson,0,0,0,0,10
2020Bol Bol,0,0,0,0,7
2020Brandon Goodwin,0,0,0,0,34
2020Brandon Knight,0,0,0,0,25
2020Bryn Forbes,0,0,0,0,63
2020Cameron Johnson,0,0,0,0,57
2020Caris LeVert,0,0,0,0,45
2020Cedi Osman,0,0,0,0,65
2020Chandler Parsons,0,0,0,1,5
2020Chasson Randle,0,0,0,0,3
2020Chris Paul,0,0,0,0,70
2020CJ McCollum,0,0,0,0,70
2020CJ Miles,0,0,0,0,10
2020Collin Sexton,0,0,0,0,65
2020Corey Brewer,0,0,0,1,5
2020Cory Joseph,0,0,0,0,72
2020Courtney Lee,0,0,0,0,24
2020Damian Lillard,0,0,0,0,66
2020D'Angelo Russell,0,0,0,0,45
2020Danny Green,0,0,0,0,68
2020Darius Garland,0,0,0,0,59
2020De'Anthony Melton,0,0,0,0,60
2020DeMar DeRozan,0,0,0,2,68
2020DeMarre Carroll,0,0,0,0,24
2020Dennis Schroder,0,0,0,0,65
2020Denzel Valentine,0,0,0,0,36
2020Devin Booker,0,0,0,0,70
2020Devon Hall,0,0,0,2,11
2020Dewan Hernandez,0,0,0,0,6
2020Dillon Brooks,0,0,0,1,73
2020Dion Waiters,0,0,0,2,10
2020Duncan Robinson,0,0,0,0,73
2020Dwayne Bacon,0,0,0,0,39
2020Dzanan Musa,0,0,0,0,40
2020Emmanuel Mudiay,0,0,0,1,54
2020Eric Bledsoe,0,0,0,0,61
2020Ersan Ilyasova,0,0,0,0,63
2020E'Twaun Moore,0,0,0,1,56
2020Evan Fournier,0,0,0,0,66
2020Evan Turner,0,0,0,0,19
2020Frank Jackson,0,0,0,0,59
2020Frank Ntilikina,0,0,0,0,57
2020Fred VanVleet,0,0,0,0,54
2020Gabe Vincent,0,0,0,1,9
2020Garrett Temple,0,0,0,0,62
2020Garrison Mathews,0,0,0,1,18
2020Georges Niang,0,0,0,2,66
2020Goran Dragic,0,0,0,0,59
2020Ignas Brazdeikis,0,0,0,0,9
2020Iman Shumpert,0,0,0,0,13
2020Ish Smith,0,0,0,0,68
2020Jalen Brunson,0,0,0,0,57
2020Jared Dudley,0,0,0,0,45
2020Jarred Vanderbilt,0,0,0,0,11
2020Jarrell Brantley,0,0,0,0,9
2020Jarrod Uthoff,0,0,0,0,7
2020Jaylen Hoard,0,0,0,2,13
2020Jaylen Nowell,0,0,0,1,15
2020Jerian Grant,0,0,0,0,6
2020Jevon Carter,0,0,0,2,58
2020Jimmy Butler,0,0,0,0,58
2020JJ Redick,0,0,0,0,60
2020Joe Chealey,0,0,0,0,4
2020Joe Ingles,0,0,0,0,72
2020Johnathan Motley,0,0,0,1,13
2020Johnathan Williams,0,0,0,0,15
2020Jordan McLaughlin,0,0,0,1,30
2020Jordan Poole,0,0,0,0,57
2020Josh Hart,0,0,0,0,65
2020JR Smith,0,0,0,0,6
2020Juancho Hernangomez,0,0,0,3,48
2020Justin Anderson,0,0,0,0,10
2020Justin Wright-Foreman,0,0,0,0,4
2020Juwan Morgan,0,0,0,1,21
2020Kadeem Allen,0,0,0,0,10
2020Kelan Martin,0,0,0,0,31
2020Kelly Olynyk,0,0,0,0,67
2020Kemba Walker,0,0,0,0,56
2020Kevin Love,0,0,0,0,56
2020Kevon Looney,0,0,0,0,20
2020Khyri Thomas,0,0,0,4,8
2020Kyle Korver,0,0,0,1,58
2020Kyle Lowry,0,0,0,0,58
2020Lance Thomas,0,0,0,0,7
2020Landry Shamet,0,0,0,0,53
2020Louis King,0,0,0,0,10
2020Malcolm Miller,0,0,0,0,28
2020Marco Belinelli,0,0,0,0,57
2020Markelle Fultz,0,0,0,0,72
2020Marko Guduric,0,0,0,1,44
2020Matt Thomas,0,0,0,1,41
2020Matthew Dellavedova,0,0,0,0,57
2020Mike Conley,0,0,0,0,47
2020Mike Scott,0,0,0,0,68
2020Miye Oni,0,0,0,0,10
2020Monte Morris,0,0,0,0,73
2020Mychal Mulder,0,0,0,0,7
2020Nickeil Alexander-Walker,0,0,0,0,47
2020Nicolas Batum,0,0,0,0,22
2020Patrick Beverley,0,0,0,0,51
2020Paul George,0,0,0,0,48
2020Quinndary Weatherspoon,0,0,0,0,11
2020Rajon Rondo,0,0,0,0,48
2020Raul Neto,0,0,0,0,54
2020Reggie Bullock,0,0,0,0,29
2020Ricky Rubio,0,0,0,0,65
2020Seth Curry,0,0,0,0,64
2020Shake Milton,0,0,0,0,40
2020Shaquille Harrison,0,0,0,0,43
2020Sindarius Thornwell,0,0,0,0,2
2020Spencer Dinwiddie,0,0,0,0,64
2020Stanley Johnson,0,0,0,1,25
2020Stephen Curry,0,0,0,1,5
2020Talen Horton-Tucker,0,0,0,0,6
2020Tim Frazier,0,0,0,0,27
2020Timothe Luwawu-Cabarrot,0,0,0,0,47
2020Trae Young,0,0,0,0,60
2020Tremont Waters,0,0,0,1,11
2020Treveon Graham,0,0,0,0,55
2020Trevor Ariza,0,0,0,0,53
2020Trey Burke,0,0,0,0,33
2020Ty Jerome,0,0,0,0,31
2020Tyler Cook,0,0,0,1,13
2020Tyler Herro,0,0,0,0,55
2020Tyrone Wallace,0,0,0,0,14
2020Vlatko Cancar,0,0,0,1,14
2020Wenyen Gabriel,0,0,0,0,30
2020Wes Iwundu,0,0,0,1,52
2020Wesley Matthews,0,0,0,0,67
2020Wilson Chandler,0,0,0,1,35
2020Yogi Ferrell,0,0,0,0,50
2020Yuta Watanabe,0,0,0,0,18
2020Zach Collins,0,0,0,1,11
2020Zhaire Smith,0,0,0,3,7
2020Zylan Cheatham,0,0,0,0,4
2021Aaron Nesmith,0,0,0,0,46
2021Adam Mokoka,0,0,0,1,14
2021Alec Burks,0,0,0,0,49
2021Alen Smailagic,0,0,0,0,15
2021Al-Farouq Aminu,0,0,0,0,23
2021Alize Johnson,0,0,0,0,18
2021Amir Coffey,0,0,0,3,44
2021Anfernee Simons,0,0,0,1,64
2021Anthony Gill,0,0,0,0,26
2021Anthony Tolliver,0,0,0,0,11
2021Armoni Brooks,0,0,0,0,20
2021Aron Baynes,0,0,0,0,53
2021Austin Rivers,0,0,0,0,36
2021Axel Toupane,0,0,0,0,8
2021Bojan Bogdanovic,0,0,0,0,72
2021Brandon Goodwin,0,0,0,1,47
2021Brian Bowen II,0,0,0,0,6
2021Bryn Forbes,0,0,0,0,70
2021Buddy Hield,0,0,0,1,71
2021Caris LeVert,0,0,0,0,47
2021Carsen Edwards,0,0,0,0,31
2021Chris Chiozza,0,0,0,0,22
2021Chris Paul,0,0,0,0,70
2021CJ Elleby,0,0,0,1,30
2021Coby White,0,0,0,0,69
2021Cody Martin,0,0,0,0,52
2021Collin Sexton,0,0,0,1,60
2021Cristiano Felicio,0,0,0,0,18
2021Dakota Mathias,0,0,0,0,8
2021Damian Lillard,0,0,0,0,67
2021Damion Lee,0,0,0,0,57
2021D'Angelo Russell,0,0,0,0,42
2021Danny Green,0,0,0,0,69
2021Dante Exum,0,0,0,0,6
2021Darius Garland,0,0,0,0,54
2021Darius Miller,0,0,0,0,18
2021Deividas Sirvydis,0,0,0,0,20
2021Delon Wright,0,0,0,0,63
2021Denzel Valentine,0,0,0,0,62
2021Devin Cannady,0,0,0,0,8
2021Devon Dotson,0,0,0,0,11
2021Devonte' Graham,0,0,0,0,55
2021Didi Louzada,0,0,0,1,3
2021Ed Davis,0,0,0,0,23
2021Elijah Hughes,0,0,0,2,18
2021Eric Bledsoe,0,0,0,0,71
2021Ersan Ilyasova,0,0,0,0,17
2021E'Twaun Moore,0,0,0,0,27
2021Evan Fournier,0,0,0,0,42
2021Facundo Campazzo,0,0,0,0,65
2021Frank Ntilikina,0,0,0,0,33
2021Freddie Gillespie,0,0,0,3,20
2021Grayson Allen,0,0,0,0,50
2021Immanuel Quickley,0,0,0,0,64
2021Isaac Bonga,0,0,0,0,40
2021Isaiah Joe,0,0,0,0,41
2021Ish Smith,0,0,0,0,44
2021Jae Crowder,0,0,0,0,60
2021Jahmi'us Ramsey,0,0,0,1,13
2021JaKarr Sampson,0,0,0,0,29
2021Jalen Brunson,0,0,0,0,68
2021James Ennis III,0,0,0,0,41
2021James Harden,0,0,0,0,44
2021James Nunnally,0,0,0,0,9
2021Jared Dudley,0,0,0,0,12
2021Jarrell Brantley,0,0,0,2,28
2021Jay Scrubb,0,0,0,0,4
2021Jeff Teague,0,0,0,4,55
2021Jeremy Lamb,0,0,0,0,36
2021Joe Harris,0,0,0,0,69
2021Joe Ingles,0,0,0,1,67
2021Jordan Bell,0,0,0,0,6
2021Jordan Bone,0,0,0,0,14
2021Jordan McLaughlin,0,0,0,0,51
2021Jordan Nwora,0,0,0,0,30
2021Jordan Poole,0,0,0,0,51
2021Juancho Hernangomez,0,0,0,0,52
2021Justin Jackson,0,0,0,0,34
2021Justin James,0,0,0,1,36
2021Justin Patton,0,0,0,2,13
2021Justin Robinson,0,0,0,0,9
2021Juwan Morgan,0,0,0,0,29
2021Karim Mane,0,0,0,1,10
2021Keita Bates-Diop,0,0,0,0,30
2021Kelan Martin,0,0,0,0,35
2021Keljin Blevins,0,0,0,1,17
2021Kentavious Caldwell-Pope,0,0,0,0,67
2021Kevin Love,0,0,0,0,25
2021Killian Hayes,0,0,0,1,26
2021Killian Tillie,0,0,0,1,18
2021Kostas Antetokounmpo,0,0,0,0,15
2021Kris Dunn,0,0,0,1,4
2021Kyle Lowry,0,0,0,0,46
2021Kyrie Irving,0,0,0,0,54
2021KZ Okpala,0,0,0,0,37
2021Landry Shamet,0,0,0,0,61
2021Langston Galloway,0,0,0,0,40
2021Lou Williams,0,0,0,0,66
2021Louis King,0,0,0,0,6
2021Malachi Flynn,0,0,0,2,47
2021Markus Howard,0,0,0,0,37
2021Matt Thomas,0,0,0,0,45
2021Matthew Dellavedova,0,0,0,0,13
2021Maurice Harkless,0,0,0,0,37
2021Max Strus,0,0,0,0,39
2021Mike Muscala,0,0,0,0,35
2021Mike Scott,0,0,0,0,51
2021Miye Oni,0,0,0,0,54
2021Nico Mannion,0,0,0,0,30
2021Nicolas Batum,0,0,0,1,67
2021Norvel Pelle,0,0,0,1,13
2021Oshae Brissett,0,0,0,0,21
2021Pat Connaughton,0,0,0,1,69
2021Patrick Beverley,0,0,0,0,37
2021Quinn Cook,0,0,0,0,23
2021Rajon Rondo,0,0,0,0,45
2021Raul Neto,0,0,0,0,64
2021Reggie Jackson,0,0,0,0,67
2021Robert Woodard II,0,0,0,0,13
2021Rodions Kurucs,0,0,0,0,21
2021Royce O'Neale,0,0,0,0,71
2021Ryan Arcidiacono,0,0,0,0,44
2021Saben Lee,0,0,0,1,48
2021Sam Merrill,0,0,0,0,30
2021Sean McDermott,0,0,0,1,18
2021Semi Ojeleye,0,0,0,1,56
2021Shaquille Harrison,0,0,0,0,34
2021Sindarius Thornwell,0,0,0,0,21
2021Skylar Mays,0,0,0,0,33
2021Spencer Dinwiddie,0,0,0,0,3
2021Terrance Ferguson,0,0,0,1,13
2021Terry Rozier,0,0,0,0,69
2021Tim Frazier,0,0,0,0,5
2021Timothe Luwawu-Cabarrot,0,0,0,0,58
2021Tomas Satoransky,0,0,0,0,58
2021Trae Young,0,0,0,0,63
2021Tremont Waters,0,0,0,0,26
2021Trey Burke,0,0,0,2,62
2021Tyler Johnson,0,0,0,0,39
2021Tyrell Terry,0,0,0,0,11
2021Tyrese Maxey,0,0,0,0,61
2021Ty-Shon Alexander,0,0,0,0,15
2021Tyus Jones,0,0,0,0,70
2021Udoka Azubuike,0,0,0,1,15
2021Vlatko Cancar,0,0,0,0,41
2021Wayne Ellington,0,0,0,0,46
2021Wes Iwundu,0,0,0,1,41
2021Wesley Matthews,0,0,0,0,58
2021Will Barton,0,0,0,0,56
2021Yogi Ferrell,0,0,0,0,10
2021Yuta Watanabe,0,0,0,0,50
2022Aaron Holiday,0,0,0,0,63
2022Aaron Wiggins,0,0,0,1,50
2022Abdel Nader,0,0,0,1,14
2022Admiral Schofield,0,0,0,0,38
2022Aleem Ford,0,0,0,0,5
2022Anthony Gill,0,0,0,1,44
2022Armoni Brooks,0,0,0,0,54
2022Austin Reaves,0,0,0,0,61
2022Austin Rivers,0,0,0,0,67
2022Ayo Dosunmu,0,0,0,0,77
2022Bogdan Bogdanovic,0,0,0,0,63
2022Bones Hyland,0,0,0,0,69
2022Brandon Goodwin,0,0,0,0,36
2022Brodric Thomas,0,0,0,1,12
2022Buddy Hield,0,0,0,0,81
2022Cade Cunningham,0,0,0,0,64
2022Cameron Oliver,0,0,0,0,2
2022Cameron Payne,0,0,0,0,58
2022Carlik Jones,0,0,0,3,5
2022Cassius Winston,0,0,0,0,7
2022Chris Chiozza,0,0,0,2,34
2022Chris Paul,0,0,0,0,65
2022CJ McCollum,0,0,0,0,62
2022Cody Zeller,0,0,0,0,27
2022Cory Joseph,0,0,0,0,65
2022Daishen Nix,0,0,0,0,24
2022Dalano Banton,0,0,0,1,64
2022Damian Lillard,0,0,0,0,29
2022Damion Lee,0,0,0,0,63
2022D'Angelo Russell,0,0,0,0,65
2022Darius Garland,0,0,0,0,68
2022Darren Collison,0,0,0,2,3
2022Davion Mitchell,0,0,0,0,75
2022Davon Reed,0,0,0,0,48
2022De'Aaron Fox,0,0,0,0,59
2022Delon Wright,0,0,0,0,77
2022Derrick Rose,0,0,0,0,26
2022Derrick White,0,0,0,0,75
2022Desmond Bane,0,0,0,0,76
2022Devon Dotson,0,0,0,0,11
2022Devonte' Graham,0,0,0,0,76
2022Didi Louzada,0,0,0,0,9
2022Donte DiVincenzo,0,0,0,0,42
2022Draymond Green,0,0,0,0,46
2022Duncan Robinson,0,0,0,0,79
2022Elfrid Payton,0,0,0,0,50
2022Eric Bledsoe,0,0,0,0,54
2022Eric Gordon,0,0,0,0,57
2022Facundo Campazzo,0,0,0,0,65
2022Frank Jackson,0,0,0,0,53
2022Frank Kaminsky,0,0,0,1,9
2022Fred VanVleet,0,0,0,0,65
2022Freddie Gillespie,0,0,0,1,9
2022Furkan Korkmaz,0,0,0,1,67
2022Gary Clark,0,0,0,1,38
2022George Hill,0,0,0,0,54
2022Georges Niang,0,0,0,0,76
2022Georgios Kalaitzakis,0,0,0,0,13
2022Goran Dragic,0,0,0,0,21
2022Grayson Allen,0,0,0,0,66
2022Greg Monroe,0,0,0,1,14
2022Hassani Gravett,0,0,0,0,8
2022Haywood Highsmith,0,0,0,0,19
2022Immanuel Quickley,0,0,0,0,78
2022Isaac Bonga,0,0,0,0,15
2022Isaiah Joe,0,0,0,0,55
2022Isaiah Livers,0,0,0,1,19
2022Isaiah Todd,0,0,0,0,12
2022Ish Smith,0,0,0,0,65
2022Jae Crowder,0,0,0,0,67
2022James Ennis III,0,0,0,0,7
2022Jared Harper,0,0,0,0,5
2022Javonte Smart,0,0,0,2,17
2022Jaylen Nowell,0,0,0,0,62
2022Jevon Carter,0,0,0,0,66
2022Joe Harris,0,0,0,1,14
2022Joe Wieskamp,0,0,0,0,29
2022Jordan McLaughlin,0,0,0,0,62
2022Joshua Primo,0,0,0,0,50
2022Jrue Holiday,0,0,0,0,67
2022Juancho Hernangomez,0,0,0,3,40
2022Justin Anderson,0,0,0,0,16
2022Justin Robinson,0,0,0,0,25
2022Keifer Sykes,0,0,0,1,32
2022Keljin Blevins,0,0,0,0,31
2022Kelly Olynyk,0,0,0,2,40
2022Kevin Huerter,0,0,0,0,74
2022Kevin Pangos,0,0,0,0,24
2022Khris Middleton,0,0,0,1,66
2022Klay Thompson,0,0,0,0,32
2022Kyle Guy,0,0,0,0,19
2022Kyrie Irving,0,0,0,0,29
2022Lance Stephenson,0,0,0,0,46
2022Landry Shamet,0,0,0,0,69
2022Langston Galloway,0,0,0,1,7
2022Leandro Bolmaro,0,0,0,1,35
2022Lindell Wigginton,0,0,0,0,19
2022Lou Williams,0,0,0,0,56
2022Louis King,0,0,0,1,10
2022Luke Kennard,0,0,0,0,70
2022Mac McClung,0,0,0,0,2
2022Malachi Flynn,0,0,0,1,44
2022Malcolm Brogdon,0,0,0,0,36
2022Malcolm Hill,0,0,0,0,19
2022Malik Beasley,0,0,0,0,79
2022Marcus Garrett,0,0,0,0,12
2022Markus Howard,0,0,0,0,31
2022Mason Jones,0,0,0,1,4
2022Matt Thomas,0,0,0,2,40
2022Mike Conley,0,0,0,0,72
2022Miles McBride,0,0,0,0,40
