RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,LEBRON,O-LEBRON,D-LEBRON,LEBRON WAR,LEBRON Box Impact,LEBRON Vs Role Average,Multi-Year LEBRON,O-LEBRON Box Impact,LEBRON Offensive Points Added,O-LEBRON Vs Role Average,LEBRON_percentile,O-LEBRON_percentile,D-LEBRON_percentile,LEBRON WAR_percentile,LEBRON Box Impact_percentile,LEBRON Vs Role Average_percentile,Multi-Year LEBRON_percentile,O-LEBRON Box Impact_percentile,LEBRON Offensive Points Added_percentile,O-LEBRON Vs Role Average_percentile,Multi-Year O-LEBRON,Predictive O-LEBRON,D-LEBRON Box Impact,LEBRON Defensive Points Saved,D-LEBRON Vs Role Average,Multi-Year D-LEBRON,Predictive D-LEBRON,Multi-Year O-LEBRON_percentile,Predictive O-LEBRON_percentile,D-LEBRON Box Impact_percentile,LEBRON Defensive Points Saved_percentile,D-LEBRON Vs Role Average_percentile,Multi-Year D-LEBRON_percentile,Predictive D-LEBRON_percentile
4027,2017-18,Nicolas Batum,29,CHO,1981,Starter,Off Screen Shooter,Low Activity,-0.08,0.04,-0.13,2.95,0.81,0.81,1.63,0.6,1.82,0.12,57.38,74.09,47.85,79.38,86.8,76.51,77.17,85.02,75.85,58.07,1.1,0.57,0.22,-5.08,0.69,0.54,0.2,78.94,88.68,67.59,31.69,82.7,59.72,72.51
4028,2018-19,Nicolas Batum,30,CHO,2354,Starter,Movement Shooter,Wing Stopper,-0.76,-0.87,0.12,2.46,-0.71,-0.07,0.49,-0.92,-41.94,-0.06,37.96,35.31,61.44,74.9,39.7,49.97,51.51,32.87,8.46,48.39,0.19,-0.06,0.22,5.68,-0.01,0.3,-0.28,55.63,79.34,67.59,71.82,50.66,45.97,48.09
4029,2019-20,Nicolas Batum,31,CHO,505,Key Rotation,Movement Shooter,Wing Stopper,-1.13,-1.57,0.44,0.41,-1.03,-0.43,0.17,-1.8,-15.64,-0.59,27.2,13.79,73.43,41.03,29.05,36.98,39.53,8.43,31.01,25.61,-0.75,-0.69,0.77,4.44,0.16,0.92,0.07,16.86,54.8,84.44,70.35,59.83,75.11,67.08
4030,2015-16,George Hill,29,IND,2524,Starter,Primary Ball Handler,Point of Attack,0.86,-0.14,1,5.38,0.1,1.3,,-0.13,-6.94,-0.22,85.74,67.59,86.54,91.82,76.89,85.16,,69.25,43.74,40.84,,,0.24,50.49,1.52,,,,,68.58,94.33,96.26,,
4031,2022-23,George Hill,36,MIL/IND,833,Rotation,Secondary Ball Handler,Point of Attack,-1.57,-1.28,-0.29,0.46,-1.39,-0.77,0.09,-1.25,-21.94,-0.63,17.14,21.53,39.12,42.64,19.16,26.47,36.58,21.46,23.04,24.39,-0.27,-0.7,-0.14,-5.01,-0.14,0.35,-0.22,37.5,54.23,47.7,31.77,42.96,48.6,52.26
4032,2018-19,George Hill,32,CLE/MIL,1302,Rotation,Secondary Ball Handler,Point of Attack,0.06,-0.09,0.15,2.06,-0.78,1.24,1.52,-0.61,-2.46,0.77,74.55,69.92,62.86,70.92,37.41,84.14,75.53,45.51,54.43,81.69,1,0,-0.17,4.09,0.47,0.52,-0.06,77.12,80.73,45.68,69.67,74.56,58.56,61.43
4033,2019-20,George Hill,33,MIL,1271,Key Rotation,Primary Ball Handler,Point of Attack,1.56,1.34,0.22,3.26,1.08,1.72,2.74,0.71,36.26,1.16,91.9,91.69,65.5,81.74,89.08,90.4,90.35,86.36,89.15,88.51,2.13,-0.13,0.37,5.99,0.56,0.61,0.02,91.75,77.67,73.63,72.21,77.93,63.84,64.93
4034,2021-22,George Hill,35,MIL,1253,Key Rotation,Primary Ball Handler,Point of Attack,-0.63,-1.1,0.46,1.42,-1.43,-0.38,0.35,-1.23,-28.3,-1.02,42.08,27.52,74.04,62.73,18,39,46.56,22.16,16.99,14.88,-0.18,-0.69,-0.21,11.88,0.64,0.53,-0.35,41.38,54.8,42.87,78.15,81.06,59.19,43.87
4035,2020-21,George Hill,34,OKC/PHI,672,Rotation,Secondary Ball Handler,Chaser,-1.08,-0.26,-0.82,0.57,-1.17,0.22,0.79,-0.67,-3.49,0.52,28.43,62.34,16.81,45.57,25.21,60.66,60.07,42.94,51.57,75.58,0.91,-0.15,-0.5,-11.11,-0.29,-0.12,-0.23,75.42,76.99,26.95,23.38,34.7,23.2,51.49
4036,2016-17,George Hill,30,UTA,1544,Star,Primary Ball Handler,Point of Attack,3.13,2.43,0.71,5.56,1.98,3.27,3.47,1.94,70.36,2.14,97.32,96.34,80.31,92.32,94.43,97.88,94.27,94.74,93.81,96.39,2.77,1.05,0.04,20.58,1.13,0.7,0.21,94.64,91.9,58.65,84.24,92.01,67.32,72.86
4037,2017-18,George Hill,31,SAC/CLE,1812,Starter,Primary Ball Handler,Point of Attack,-0.09,-0.03,-0.06,2.69,-0.49,0.1,1.17,-0.4,-1.09,-0.24,57.27,72.04,51.59,77.34,47.48,56.55,68.89,55.53,59.82,39.71,1,0.32,-0.09,-2.07,0.34,0.17,0.12,77.12,86.05,50.71,38.25,68.62,38.6,69.11
4038,2015-16,Darrell Arthur,27,DEN,1516,Key Rotation,Athletic Finisher,Helper,-1.42,-1.6,0.19,0.88,-1.18,-0.33,,-1.41,-48.4,-0.36,19.9,13.22,64.35,53.08,24.84,40.71,,16.89,5.87,34.65,,,0.23,5.7,0.03,,,,,68.11,71.85,52.96,,
4039,2016-17,Darrell Arthur,28,DEN,638,Rotation,Stationary Shooter,Mobile Big,-0.54,-0.97,0.43,0.76,-0.48,0.29,0.95,-0.8,-12.45,0.18,44.77,31.69,73.02,50.25,47.79,63,64.25,37.36,35.16,61.54,-0.06,-1.33,0.31,5.56,0.11,1.01,0.29,45.78,6,71.48,71.68,57.35,77.72,75.55
4040,2017-18,Darrell Arthur,29,DEN,141,Garbage Time,Stretch Big,Mobile Big,-2.15,-1.71,-0.44,0.02,-1.75,-1.87,-0.06,-1.35,-5.04,-0.97,8,11.12,31.67,10.21,11.58,7.57,31.22,18.48,47.9,16.11,-0.88,-0.79,-0.39,-1.27,-0.91,0.81,0.4,13,49.04,32.28,41.06,11.87,71.3,78.77
4041,2015-16,Nikola Pekovic,30,MIN,156,Garbage Time,Post Scorer,Anchor Big,-1.46,-0.95,-0.51,0.09,-1.51,-1.67,,-1.03,-2.74,-0.24,19.13,32.36,28.33,22.24,16.14,9.92,,28.96,53.61,39.71,,,-0.48,-1.48,-1.42,,,,,27.95,40.12,3.54,,
4042,2017-18,Mario Chalmers,31,MEM,1421,Key Rotation,Primary Ball Handler,Point of Attack,-0.19,-0.69,0.5,2.01,-1.4,-0.01,0.67,-1.26,-19.72,-0.9,55.13,42.5,75.27,70.36,18.89,52,57,21.06,25.71,17.5,0.04,-0.57,-0.14,14.15,0.89,0.63,-0.22,49.74,61.87,47.7,80.04,87.9,64.8,52.26
4043,2015-16,Mario Chalmers,29,MIA/MEM,1373,Key Rotation,Primary Ball Handler,Point of Attack,1.17,1.08,0.09,3.21,1.05,1.6,,0.99,29.27,1,88.75,89.44,60.02,81.5,88.88,89.22,,89.12,87.22,86.09,,,0.07,2.36,0.6,,,,,60.34,66.74,79.52,,
4044,2015-16,DeAndre Jordan,27,LAC,2598,Star,Roll + Cut Big,Anchor Big,4.53,1.38,3.15,11.81,3.97,4.55,,0.77,71.19,2.31,98.97,92.06,99.71,99.32,98.76,99.32,,87.02,93.94,96.95,,,3.2,163.11,2.24,,,,,99.83,99.92,99.17,,
4045,2016-17,DeAndre Jordan,28,LAC,2571,Star,Roll + Cut Big,Anchor Big,2.99,0.82,2.17,9.01,3.64,3.12,4.26,1.03,41.92,1.81,97.02,87,97.88,98.04,98.45,97.56,96.85,89.4,90.18,94.62,1.45,0.51,2.61,110.93,1.31,2.81,2.08,85.6,87.78,99.22,99.41,94.35,98.53,99.36
4046,2017-18,DeAndre Jordan,29,LAC,2424,Key Rotation,Roll + Cut Big,Anchor Big,0.92,0.4,0.52,5.22,1.94,1.19,2.97,0.67,19.4,1.44,86.33,81.16,75.8,91.44,94.23,83.48,92.12,85.9,84.5,91.72,1.25,0.18,1.27,25.62,-0.25,1.71,1.91,81.57,84.02,92.64,86.54,36.59,91.22,98.88
4047,2025-26,DeAndre Jordan,37,NOP,199,Rotation,Roll + Cut Big,Anchor Big,-0.02,-0.96,0.94,0.3,0.04,-0.37,1.04,-0.92,-6.03,-0.19,58.41,32.04,85.44,37.05,75.79,39.32,66.2,32.87,45.67,42.1,-0.27,-1.28,0.96,2.05,-0.18,1.31,0.32,37.5,7.57,88.15,65.96,40.5,84.5,76.44
4048,2018-19,DeAndre Jordan,30,DAL/NYK,2047,Starter,Post Scorer,Anchor Big,-0.81,-2.11,1.3,2.07,1.52,-1.49,1.11,-0.54,-88.65,-1.95,36.36,5.6,91.27,71.01,92,12.09,67.56,48.49,0.54,3.11,-0.64,-0.61,2.06,54.44,0.46,1.75,1.23,21.85,59.92,98.04,95.18,73.97,91.77,95.03
4049,2021-22,DeAndre Jordan,33,LAL/PHI,622,Rotation,Athletic Finisher,Anchor Big,-1.02,-1.52,0.5,0.55,-0.04,-0.78,0.42,-1.42,-19.35,-0.4,30.14,15.1,75.27,45.14,60.01,26.17,48.91,16.6,26.02,32.84,-0.95,-1.57,1.38,6.44,-0.38,1.37,0.85,10.6,1.77,93.94,72.82,30.45,85.38,89.84
4050,2019-20,DeAndre Jordan,31,BRK,1234,Key Rotation,Roll + Cut Big,Anchor Big,0.42,-1.17,1.59,2.24,1.18,0.39,2.01,-0.57,-30.28,-0.31,80.33,25.05,94.57,72.75,89.96,65.76,82.75,47.29,15.35,36.88,-0.01,-1.03,1.75,41.38,0.7,2.02,1.23,47.44,17.47,96.73,91.91,82.9,95.03,95.03
4051,2020-21,DeAndre Jordan,32,BRK,1246,Rotation,Roll + Cut Big,Anchor Big,0.08,-0.95,1.03,1.98,0.56,0.19,1.64,-0.76,-24.29,-0.05,75,32.36,87.07,70.11,84.03,59.58,77.3,38.88,20.62,49.02,-0.09,-0.86,1.32,26.4,0.25,1.73,1.16,44.48,44.94,93.3,86.98,64.3,91.57,94.37
4052,2022-23,DeAndre Jordan,34,DEN,586,Garbage Time,Roll + Cut Big,Anchor Big,-2.38,-2.89,0.51,0.03,-1.24,-2.21,-0.81,-2.41,-33.9,-1.93,5.94,0.83,75.49,11.87,23.17,4.45,9.39,1.96,12.8,3.2,-2.01,-1.79,1.16,6.04,-0.28,1.2,0.59,0.35,0.48,90.93,72.31,35.16,82.03,84.55
4053,2023-24,DeAndre Jordan,35,DEN,396,Garbage Time,Athletic Finisher,Anchor Big,-1.31,-1.44,0.13,0.28,-0.8,-0.54,-0.38,-1.44,-11.18,0.08,22.18,16.96,62.05,36.09,36.63,33.38,20.27,16.16,36.88,56.04,-1.2,-1.78,0.63,1,-0.62,0.82,0.34,5.76,0.55,80.79,63.35,20.85,71.63,77.01
4054,2024-25,DeAndre Jordan,36,DEN,691,Rotation,Roll + Cut Big,Mobile Big,-0.24,-1.65,1.41,0.96,-0.02,0.01,-0.13,-1.6,-22.98,-0.63,53.77,12.15,92.48,54.59,60.42,52.84,28.17,12.42,21.9,24.39,-1.32,-1.73,1.58,19.9,0.64,1.19,0.29,4.25,0.77,95.51,83.7,81.06,81.85,75.55
4055,2015-16,Omer Asik,29,NOP,1178,Rotation,Roll + Cut Big,Anchor Big,-0.68,-1.81,1.13,1.27,-0.68,-0.66,,-1.81,-42.19,-0.88,40.61,9.17,88.56,60.41,40.68,29.38,,8.31,8.33,18.09,,,1.13,26.25,0.22,,,,,90.35,86.92,63.07,,
4056,2016-17,Omer Asik,30,NOP,482,Rotation,Athletic Finisher,Anchor Big,-0.97,-2.39,1.42,0.43,-1.35,-0.57,-0.46,-2.27,-23.19,-1.12,31.61,2.89,92.62,41.57,20.03,32.33,17.77,2.86,21.67,12.81,-2.11,-1.95,0.92,13.88,0.56,1.65,0.98,0.31,0.13,87.46,79.87,77.93,90.11,91.84
4057,2017-18,Omer Asik,31,NOP/CHI,182,Garbage Time,Roll + Cut Big,Anchor Big,-1.57,-1.69,0.12,0.09,-1.21,-1.3,-0.67,-1.28,-6.22,-0.64,17.14,11.44,61.44,22.24,23.96,14.95,12.09,20.5,45.29,24.1,-1.77,-1.99,0.07,0.46,-0.66,1.1,0.68,0.7,0.07,60.34,61.32,19.45,80.19,86.75
4058,2017-18,Luc Mbah a Moute,31,HOU,1564,Key Rotation,Stationary Shooter,Chaser,-1.37,-1.81,0.43,0.98,-0.83,0.34,0.14,-1.29,-56.7,-0.55,20.97,9.17,73.02,55.11,35.62,64.2,38.46,20.29,3.59,26.98,-0.93,-1.75,0.46,13.55,0.88,1.07,0.51,10.97,0.7,76.42,79.65,87.71,79.44,82.46
4059,2019-20,Luc Mbah a Moute,33,HOU,25,Too Few Games,Low Minute,Helper,-0.79,-0.25,-0.54,0.03,-0.8,-0.4,-0.02,-0.2,-0.15,0.15,36.83,62.69,27.01,11.87,36.63,38.13,32.7,66.2,68.58,59.95,-0.43,-1.24,-0.6,-0.33,-0.55,0.41,0.06,30.85,8.87,22.11,48.75,23.19,52.82,66.61
4060,2015-16,Luc Mbah a Moute,29,LAC,1274,Rotation,Athletic Finisher,Wing Stopper,-1.32,-2.19,0.87,0.82,-2.26,-0.14,,-2.32,-53.98,-0.95,22.02,4.65,83.77,51.86,4.74,47.26,,2.56,4.28,16.47,,,0.06,22.22,0.82,,,,,59.73,84.95,86.17,,
4061,2016-17,Luc Mbah a Moute,30,LAC,1787,Key Rotation,Athletic Finisher,Wing Stopper,-1.07,-2.27,1.2,1.48,-0.78,0.13,-0.46,-1.53,-80.13,-1.01,28.68,3.88,89.64,63.57,37.41,57.55,17.77,14.17,0.91,15.01,-1.76,-1.87,0.76,43.14,1.14,1.29,0.45,0.77,0.26,84.22,92.47,92.18,83.95,80.61
4062,2018-19,Luc Mbah a Moute,32,LAC,61,Too Few Games,Low Minute,Wing Stopper,-0.82,-0.58,-0.24,0.06,-0.96,-0.61,0.18,-0.55,-0.78,-0.24,36.12,47.65,41.89,17.33,31.09,30.96,39.93,48.02,61.9,39.71,-0.48,-1.42,-0.41,-0.33,-0.37,0.66,0.43,28.87,4.16,31.38,48.75,30.87,66.07,79.84
4063,2015-16,Sonny Weems,29,PHO/PHI,498,Rotation,Stationary Shooter,Chaser,-1.7,-1.79,0.09,0.19,-2.57,-0.25,,-2.24,-18.58,-0.98,14.53,9.55,60.02,31.19,2.63,43.28,,3.22,27.13,15.96,,,-0.34,0.98,0.73,,,,,35.17,63.34,83.62,,
4064,2015-16,Goran Dragic,29,MIA,2363,Starter,Slasher,Point of Attack,0.62,1.32,-0.7,4.64,0.15,1.15,,0.4,60.96,1.33,83.27,91.52,20.62,89.35,77.61,82.82,,82.35,92.81,90.62,,,-0.25,-32.31,-0.18,,,,,40.3,10.26,40.5,,
4065,2016-17,Goran Dragic,30,MIA,2460,Star,Slasher,Point of Attack,0.79,1.78,-1,5.08,0.92,1.56,2.24,1.41,86.86,2.13,85.02,94.08,12.76,91.01,87.75,88.78,85.64,92.03,95.24,96.33,2.8,1.71,-0.49,-48.55,-0.57,-0.56,-0.88,94.7,94.81,27.44,5.45,22.58,9.19,6.48
4066,2017-18,Goran Dragic,31,MIA,2378,Starter,Slasher,Point of Attack,0.12,0.73,-0.61,3.85,0.24,1.39,1.61,0.62,34.42,1.6,75.79,85.93,23.98,85.55,79.07,86.43,76.75,85.38,88.76,93.11,2.02,1.55,-0.38,-28.68,-0.21,-0.42,-0.83,91.18,94.13,32.8,11.68,38.66,11.82,7.68
4067,2018-19,Goran Dragic,32,MIA,991,Starter,Primary Ball Handler,Point of Attack,0.18,0.56,-0.37,1.65,-0.52,0.39,1.08,0.19,11.53,0.44,76.62,83.62,34.99,66.22,46.64,65.76,66.83,78.59,81.67,72.95,1.31,0.68,-0.72,-7.7,-0.05,-0.23,-0.75,82.71,89.6,17.59,27.67,48.56,18.13,9.02
4068,2019-20,Goran Dragic,33,MIA,1663,Key Rotation,Primary Ball Handler,Low Activity,-0.55,0.96,-1.51,1.96,0.06,0.07,1.24,1.36,32.84,0.78,44.48,88.22,4.62,69.87,76.21,55.25,70.4,91.59,88.39,81.84,1.84,0.6,-1.3,-51.13,-0.71,-0.6,-0.67,89.62,89.05,4.79,4.84,17.74,8.54,11.23
4069,2020-21,Goran Dragic,34,MIA,1337,Key Rotation,Primary Ball Handler,Chaser,-1.6,-0.34,-1.26,0.68,-1.07,-1.33,0.34,-0.04,-9.16,-0.6,16.38,58.6,7.9,48.49,27.94,14.51,46.19,72.58,40.03,25.25,1.01,0.63,-1.03,-33.85,-0.73,-0.67,-1.04,77.47,89.25,9.28,9.63,17.1,7.16,4.33
4070,2022-23,Goran Dragic,36,CHI/MIL,870,Rotation,Primary Ball Handler,Low Activity,-2.47,-0.91,-1.55,0,-2.06,-1.74,-0.75,-0.76,-16.62,-1.11,5.03,33.78,4.21,6.65,6.81,9.06,10.68,38.88,29.74,13.1,-0.05,-0.67,-1.29,-28.17,-0.63,-0.7,-0.75,46.15,56.04,4.89,11.92,20.28,6.72,9.02
4071,2021-22,Goran Dragic,35,TOR/BRK,497,Key Rotation,Primary Ball Handler,Chaser,-1.52,-1.2,-0.32,0.28,-1.57,-0.92,-0.72,-0.99,-12.45,-1.13,18.21,23.92,37.76,36.09,15.04,22.92,11.27,30.33,35.16,12.54,-0.62,-0.67,-0.58,-3.24,0.2,-0.1,-1.01,22.31,56.04,23,35.41,62.02,24.02,4.66
4072,2015-16,Sasha Kaun,30,CLE,95,Garbage Time,Low Minute,Helper,-1.23,-1.35,0.12,0.07,-1.05,-0.95,,-1,-2.74,-0.91,24.14,19.53,61.44,18.92,28.58,22.12,,29.86,53.61,17.33,,,-0.06,0.22,-0.04,,,,,52.42,59.99,49.05,,
4073,2015-16,Anthony Morrow,30,OKC,926,Rotation,Movement Shooter,Low Activity,-3.07,-0.91,-2.16,-0.49,-1.64,-1.58,,0,-16.86,-0.16,1.63,33.78,1,1.62,13.68,10.88,,73.93,29.37,43.74,,,-1.64,-39.88,-1.42,,,,,2,7.65,3.54,,
4074,2016-17,Anthony Morrow,31,OKC/CHI,714,Rotation,Stationary Shooter,Low Activity,-1.91,-0.1,-1.82,0.2,-1.56,0.06,-0.56,-0.48,-1.4,1.05,11.15,69.48,2.49,31.96,15.26,54.77,15.15,51.47,58.04,86.78,0.63,-0.35,-1.08,-25.9,-1,-1.19,-1.71,69.64,71.8,8.41,12.98,9.8,2.26,0.41
4075,2016-17,Bobby Brown,32,HOU,123,Garbage Time,Secondary Ball Handler,Chaser,-2.19,-0.65,-1.55,0.01,-1.55,-1.07,-0.25,-0.56,-1.74,-0.09,7.64,44.23,4.21,7.8,15.39,19.47,24.25,47.65,56.84,47.16,0.2,-0.54,-0.99,-4.08,-0.99,-0.46,-0.23,55.91,63.48,9.94,33.48,10.09,10.86,51.49
4076,2017-18,Bobby Brown,33,HOU,115,Garbage Time,Shot Creator,Chaser,-2.27,-0.78,-1.5,0,-1.46,-2.79,-0.95,-0.31,-1.87,-1.74,6.84,38.78,4.77,6.65,17.17,1.74,7.05,60.31,56.45,4.57,-0.4,-0.65,-1.15,-3.6,-1.05,-0.55,-0.9,32.01,57.44,6.96,34.5,8.6,9.32,6.24
4077,2015-16,Blake Griffin,26,LAC,1170,Starter,Shot Creator,Helper,1.24,0.83,0.4,2.79,1.33,0.37,,1.47,19.72,0.12,89.5,87.1,72.14,78.22,90.98,65.03,,92.33,84.58,58.07,,,-0.14,9.45,0.24,,,,,47.7,75.95,63.86,,
4078,2016-17,Blake Griffin,27,LAC,2076,Star,Shot Creator,Helper,2.33,2.33,0,6.4,2.53,1.44,3.41,2.51,96.65,1.64,95.24,95.97,55.06,94.41,96.23,86.95,94.04,96.48,95.67,93.33,3.05,1.81,0.02,0.09,-0.2,0.35,0.22,95.58,95.16,57.53,58.73,39.37,48.6,73.14
4079,2022-23,Blake Griffin,33,BOS,569,Rotation,Stretch Big,Helper,0.19,-0.91,1.11,0.95,-0.45,1.17,1.6,-0.82,-10.62,0,76.78,33.78,88.25,54.37,48.85,83.16,76.6,36.58,37.86,51.78,0.3,-0.28,0.37,12.77,1.17,1.3,0.18,59.09,73.8,73.63,78.71,92.52,84.26,71.69
4080,2020-21,Blake Griffin,31,DET/BRK,1187,Rotation,Shot Creator,Helper,1.12,0.75,0.36,2.68,0.22,-0.41,1.82,0.31,17.91,-0.78,88.47,86.17,70.67,77.17,78.8,37.78,80.1,80.87,84.09,20.5,1.45,0.97,-0.09,8.69,0.37,0.38,-0.3,85.6,91.51,50.71,75.25,69.89,50.9,46.59
4081,2021-22,Blake Griffin,32,BRK,958,Rotation,Stretch Big,Mobile Big,-0.12,-0.36,0.24,1.4,0.09,0.01,1.36,0.24,-7.14,0.26,56.78,57.65,66.13,62.46,76.73,52.84,72.44,79.55,43.36,65.64,0.84,0.11,-0.15,4.7,-0.25,0.52,0.02,74.12,82.64,47.07,70.7,36.59,58.56,64.93
4082,2017-18,Blake Griffin,28,LAC/DET,1970,Star,Shot Creator,Helper,0.72,1.62,-0.89,3.98,1.85,-0.28,2.14,2.35,64.14,0.65,84.3,93.28,15.17,86.34,93.74,42.25,84.35,95.97,93.11,79.1,2.56,1.58,-0.49,-35.48,-0.93,-0.42,0.1,93.72,94.31,27.44,9.11,11.41,11.82,68.24
4083,2018-19,Blake Griffin,29,DET,2622,Star,Shot Creator,Helper,1.81,1.47,0.34,7.15,1.84,0.99,3.12,2.14,78.18,0.64,93.29,92.45,69.97,95.73,93.68,79.94,92.78,95.45,94.58,78.79,2.74,1.75,-0.29,18.21,0.35,0.39,-0.01,94.44,94.94,38.02,82.75,68.97,51.4,63.72
4084,2019-20,Blake Griffin,30,DET,512,Starter,Shot Creator,Helper,0.89,1.89,-1.01,1.09,0.51,-0.38,1.39,1.43,19.48,0.64,86.06,94.35,12.47,57.21,83.38,39,72.96,92.16,84.55,78.79,2,1.98,-0.92,-10.42,-1.02,-0.61,-0.02,91.11,95.67,11.31,24.19,9.33,8.08,63.38
4085,2015-16,James Harden,26,HOU,3125,Star,Shot Creator,Chaser,2.97,4.56,-1.59,11.06,3.18,2.88,,4.12,288.68,3.84,96.96,99.14,3.88,99.02,97.66,96.89,,98.95,99.71,99.2,,,-0.93,-100.69,-0.96,,,,,11.15,0.47,10.49,,
4086,2016-17,James Harden,27,HOU,2947,Star,Shot Creator,Chaser,5.51,6.21,-0.7,14.93,5.73,5.38,6.51,5.89,381.56,5.52,99.54,99.9,20.62,99.93,99.7,99.71,99.39,99.9,99.98,99.9,6.99,5.55,-0.16,-42.94,-0.14,-0.48,-0.96,99.91,99.96,46.46,6.86,42.96,10.31,5.47
4087,2017-18,James Harden,28,HOU,2551,Star,Shot Creator,Chaser,6.41,6.4,0.01,14.25,6.9,5.89,6.99,6.65,328.39,5.43,99.8,99.95,55.89,99.78,99.96,99.85,99.61,99.97,99.85,99.88,6.99,5.79,0.24,0.57,0.46,0,-0.65,99.91,100,68.58,61.8,73.97,30.32,11.86
4088,2018-19,James Harden,29,HOU,2867,Star,Shot Creator,Helper,5.47,6.42,-0.95,14.33,6.3,4.65,6.59,6.91,371.15,5.6,99.51,99.97,13.74,99.85,99.86,99.39,99.41,100,99.97,99.92,6.99,5.37,-0.61,-54.83,-0.94,-0.4,-0.37,99.91,99.93,21.6,4.23,11.1,12.92,42.8
4089,2019-20,James Harden,30,HOU,2483,Star,Shot Creator,Helper,6.05,6.9,-0.85,13.21,5.77,4.78,6.78,6.11,363.17,5.64,99.67,99.98,16.05,99.63,99.73,99.48,99.5,99.95,99.93,99.93,6.99,5.46,-0.34,-44.76,-0.86,-0.21,-0.19,99.91,99.94,35.17,6.3,13.15,19,53.79
4090,2023-24,James Harden,34,LAC,2470,Star,Shot Creator,Helper,3.48,3.13,0.35,9.14,3.23,2.34,4.71,2.77,154.05,1.86,97.95,97.36,70.4,98.16,97.76,94.65,97.79,97.07,97.8,94.91,4.27,3.22,0.46,17.03,0.48,0.44,-0.23,97.77,97.81,76.42,81.82,74.93,54.44,51.49
4091,2024-25,James Harden,35,LAC,2789,Star,Shot Creator,Helper,3.62,2.97,0.65,10.6,3.42,2.28,5,2.71,168.43,1.71,98.21,97.05,78.86,98.82,98.05,94.35,98.09,96.95,98.16,93.87,4.45,3.12,0.7,36.86,0.57,0.56,-0.09,98.25,97.66,82.57,90.5,78.32,60.7,59.68
4092,2025-26,James Harden,36,LAC/CLE,2438,Star,Shot Creator,Helper,2.62,3.29,-0.66,7.76,2.87,1.48,4.5,3.45,162.86,2.24,96.2,97.65,22.09,96.72,96.93,87.63,97.29,98.34,98.02,96.8,4.39,3.08,-0.58,-59.07,-0.76,0.11,0.14,98.18,97.57,23,3.62,16.03,34.87,69.88
4093,2021-22,James Harden,32,BRK/PHI,2420,Star,Shot Creator,Helper,2.52,3.12,-0.6,7.64,3.15,1.57,3.78,3.08,153,2.08,95.85,97.31,24.46,96.53,97.56,88.86,95.45,97.73,97.78,95.97,3.99,3.6,0.07,-29.53,-0.51,-0.22,-0.39,97.22,98.4,60.34,11.34,24.81,18.59,41.57
4094,2022-23,James Harden,33,PHI,2135,Star,Shot Creator,Helper,3.48,3.51,-0.03,7.91,4.19,2.23,4.62,3.86,147.66,2.19,97.95,98.14,53.03,96.82,98.94,94.18,97.57,98.76,97.6,96.61,4.38,3.94,0.33,-1.26,0.04,0.24,-0.27,98.05,98.9,72.16,41.2,53.67,43.26,48.78
4095,2020-21,James Harden,31,HOU/BRK,1609,Star,Shot Creator,Helper,3.82,4.6,-0.78,6.37,4.76,2.29,5.39,4.53,151.07,3.07,98.45,99.2,18.04,94.31,99.28,94.4,98.56,99.36,97.73,98.32,5.47,4.74,0.23,-25.56,-0.77,-0.08,-0.25,99.34,99.71,68.11,13.1,15.59,25.29,50.22
4096,2018-19,Tyreke Evans,29,IND,1402,Key Rotation,Shot Creator,Chaser,-0.69,-0.18,-0.51,1.53,-1.29,-1.08,0.56,-0.74,-5.04,-1,40.23,65.83,28.33,64.44,21.63,19.23,53.66,39.93,47.9,15.27,0.67,0.44,-0.55,-14.58,-0.07,-0.11,-0.61,70.53,87.19,24.34,20.35,47.17,23.73,12.91
4097,2017-18,Tyreke Evans,28,MEM,1607,Star,Shot Creator,Low Activity,1.12,2.21,-1.1,3.67,1.01,0.97,2.39,2.16,69.12,1.25,88.47,95.68,10.75,84.17,88.5,79.57,87.5,95.5,93.65,89.68,2.94,1.02,-1.15,-34.22,-0.28,-0.55,-0.45,95.31,91.77,6.96,9.46,35.16,9.32,38.37
4098,2015-16,Tyreke Evans,26,NOP,765,Starter,Shot Creator,Chaser,1.78,1.7,0.08,2.1,1.86,1.69,,1.53,25.19,0.99,93.1,93.65,59.55,71.33,93.8,89.95,,92.6,86.26,85.88,,,0.33,1.14,0.71,,,,,72.16,63.76,83.09,,
4099,2016-17,Tyreke Evans,27,NOP/SAC,788,Rotation,Shot Creator,Low Activity,-0.15,0.31,-0.46,1.14,0.44,-0.01,1.56,0.72,4.89,-0.37,56.1,79.81,30.43,58.23,82.43,52,75.99,86.49,77.96,34.19,1.43,1.27,-0.29,-7.23,0.36,0.12,-0.48,85.27,92.91,38.02,28.3,69.31,35.36,36.71
4100,2021-22,Ricky Rubio,31,CLE,970,Key Rotation,Primary Ball Handler,Point of Attack,1.03,0.35,0.68,2.14,0.37,1.28,2.32,0.39,6.93,0.43,87.49,80.4,79.59,71.78,81.42,84.8,86.49,82.16,79.27,72.63,1.14,-0.2,-0.02,13.52,0.85,1.18,0.28,79.68,76.03,54.96,79.6,87,81.65,75.17
