RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Post Up Shot Making,Post Up Impact Per 75 Possessions,Stable Post Up PPP,Post Up Shot Making Efficiency,Post Up Shooting Talent,Post Up Shot Quality,Post Up Shot Making_percentile,Post Up Impact Per 75 Possessions_percentile,Stable Post Up PPP_percentile,Post Up Shot Making Efficiency_percentile,Post Up Shooting Talent_percentile,Post Up Shot Quality_percentile
4430,2021-22,Kyrie Irving,29,BRK,1091,Star,Shot Creator,Chaser,1.51,0.16,0.96,1.25,1.3,-1.7,97.39,95.7,95.46,97.45,96.58,1.67
4431,2015-16,Kyrie Irving,23,CLE,1667,Star,Shot Creator,Point of Attack,-0.21,-0.03,0.85,-0.66,-0.57,-1.02,22.96,11.02,6.22,32.31,55.79,8.76
4432,2016-17,Kyrie Irving,24,CLE,2525,Star,Shot Creator,Point of Attack,0.46,0.05,0.92,0.48,0.23,-0.56,90.2,91.77,91.55,92.5,90.15,21.45
4433,2022-23,Kyrie Irving,30,BRK/DAL,2240,Star,Shot Creator,Point of Attack,-0.28,0,0.89,-0.78,-0.6,-0.72,15.72,12.81,87.87,23.21,52.79,16.28
4434,2023-24,Kyrie Irving,31,DAL,2030,Star,Shot Creator,Chaser,-0.23,0.11,0.98,-0.82,-0.56,-0.28,20.35,94.19,96.72,20.72,56.89,34.08
4435,2024-25,Kyrie Irving,32,DAL,1804,Star,Shot Creator,Chaser,-0.09,0.09,0.98,-0.65,-0.13,-0.73,44.79,93.36,96.72,32.82,84.39,15.81
4436,2017-18,Derrick Williams,26,LAL,9,Too Few Games,Low Minute,Helper,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
4437,2015-16,Derrick Williams,24,NYK,1435,Rotation,Shot Creator,Low Activity,-0.37,0.12,0.9,-1.12,-0.44,2.92,10.77,94.56,89.24,8.16,68.09,99.43
4438,2016-17,Derrick Williams,25,MIA/CLE,804,Rotation,Stationary Shooter,Helper,0.1,0,0.87,-0.11,-0.23,0.83,77.92,12.81,8.43,78.27,81.26,83.5
4439,2019-20,Enes Freedom,27,BOS,983,Rotation,Post Scorer,Anchor Big,-0.28,0.41,0.97,-0.64,0.87,2.14,15.72,98.86,96.14,33.61,94.94,97.67
4440,2021-22,Enes Freedom,29,BOS,411,Rotation,Post Scorer,Anchor Big,0.06,0.36,0.94,-0.12,0.21,1.27,74.2,98.52,93.75,77.95,89.96,90.99
4441,2017-18,Enes Freedom,25,NYK,1830,Starter,Post Scorer,Anchor Big,1.92,0.32,0.94,1.69,2.79,1.68,98.55,98.24,93.75,98.83,98.95,95.12
4442,2015-16,Enes Freedom,23,OKC,1721,Rotation,Post Scorer,Anchor Big,0.63,0.08,0.88,0.73,0.93,0.2,92.47,92.99,86.29,94.77,95.24,61.13
4443,2016-17,Enes Freedom,24,OKC,1533,Starter,Post Scorer,Mobile Big,2.58,0.91,1,2.33,3.67,1.5,99.18,99.71,97.86,99.75,99.53,93.7
4444,2018-19,Enes Freedom,26,NYK/POR,1640,Key Rotation,Post Scorer,Anchor Big,-0.09,0.05,0.93,-0.34,1.13,1.36,44.79,91.77,92.81,62.61,95.9,92.09
4445,2020-21,Enes Freedom,28,POR,1758,Key Rotation,Post Scorer,Anchor Big,0.1,0.17,0.97,-0.21,0.54,2.34,77.92,96.07,96.14,72.47,93.04,98.39
4446,2020-21,Tristan Thompson,29,BOS,1287,Key Rotation,Post Scorer,Anchor Big,-0.02,0.11,0.94,-0.37,0.1,1.69,59.91,94.19,93.75,60.35,88.64,95.24
4447,2021-22,Tristan Thompson,30,SAC/IND/CHI,896,Rotation,Roll + Cut Big,Mobile Big,0.26,0.06,0.91,0.33,0.2,2.23,85.83,92.22,90.24,90.17,89.78,97.98
4448,2015-16,Tristan Thompson,24,CLE,2269,Starter,Roll + Cut Big,Anchor Big,-0.24,-0.03,0.85,-0.76,-0.55,0.12,19.31,11.02,6.22,24.57,57.82,57.48
4449,2016-17,Tristan Thompson,25,CLE,2337,Star,Roll + Cut Big,Helper,-0.3,0,0.87,-0.88,-0.67,0.55,14.24,12.81,8.43,16.88,49,75.12
4450,2017-18,Tristan Thompson,26,CLE,1072,Rotation,Roll + Cut Big,Helper,-0.09,-0.09,0.84,-0.42,-0.38,1.95,44.79,7.77,5.34,56.28,73.53,97.01
4451,2018-19,Tristan Thompson,27,CLE,1198,Starter,Post Scorer,Anchor Big,-0.86,-0.62,0.75,-1.31,-0.64,0.62,2.11,0.59,0.56,4.69,50.15,77.39
4452,2019-20,Tristan Thompson,28,CLE,1722,Starter,Roll + Cut Big,Anchor Big,-0.92,-0.32,0.8,-1.4,-0.67,1.49,1.83,2.17,2.21,3.5,49,93.48
4453,2023-24,Tristan Thompson,32,CLE,549,Rotation,Roll + Cut Big,Mobile Big,-0.03,0,0.87,-0.58,-0.33,-0.88,58.02,12.81,8.43,39.37,76.79,11.43
4454,2024-25,Tristan Thompson,33,CLE,328,Garbage Time,Roll + Cut Big,Mobile Big,-0.02,0,0.87,-0.6,-0.43,0.3,59.91,12.81,8.43,37.23,68.94,64.94
4455,2018-19,Jonas Valanciunas,26,TOR/MEM,1091,Rotation,Post Scorer,Anchor Big,1.97,0.99,1.05,1.78,2.9,-1.7,98.61,99.83,99.44,99.18,99.09,1.67
4456,2019-20,Jonas Valanciunas,27,MEM,1845,Star,Post Scorer,Anchor Big,1.78,0.19,0.95,1.42,3.08,-0.33,98.2,96.47,94.68,98.08,99.22,31.12
4457,2020-21,Jonas Valanciunas,28,MEM,1755,Star,Post Scorer,Anchor Big,2.37,0.4,1,1.69,3.45,0.41,98.96,98.76,97.86,98.83,99.44,69.57
4458,2021-22,Jonas Valanciunas,29,NOP,2240,Star,Post Scorer,Anchor Big,2.42,0.16,0.97,1.53,4,-0.26,98.99,95.7,96.14,98.43,99.61,35.31
4459,2022-23,Jonas Valanciunas,30,NOP,1968,Key Rotation,Post Scorer,Mobile Big,1.16,-0.05,0.97,0.51,2.75,0.06,95.87,9.86,96.14,92.88,98.88,54.27
4460,2023-24,Jonas Valanciunas,31,NOP,1925,Key Rotation,Post Scorer,Mobile Big,1.99,0.31,1.03,1.55,3.07,-0.25,98.65,98.08,99.02,98.52,99.19,35.91
4461,2024-25,Jonas Valanciunas,32,WAS/SAC,1524,Key Rotation,Post Scorer,Anchor Big,1.63,0.37,1.04,1.59,2.67,0.11,97.67,98.6,99.26,98.65,98.78,56.85
4462,2015-16,Jonas Valanciunas,23,TOR,1557,Starter,Post Scorer,Anchor Big,0.78,0,0.87,0.47,1.54,0.67,93.86,12.81,8.43,92.25,97.31,78.96
4463,2016-17,Jonas Valanciunas,24,TOR,2066,Star,Post Scorer,Anchor Big,0.46,0.01,0.89,0.1,1.16,0.4,90.2,89.98,87.87,86.17,96.02,69.23
4464,2017-18,Jonas Valanciunas,25,TOR,1727,Star,Post Scorer,Anchor Big,1.2,0.65,1.03,1.39,1.72,-0.48,96.03,99.45,99.02,98.02,97.7,24.66
4465,2025-26,Jonas Valanciunas,33,DEN,820,Rotation,Post Scorer,Anchor Big,0.94,0,0.87,0.95,2.85,0.34,94.99,12.81,8.43,96.25,99.05,66.43
4466,2023-24,Bismack Biyombo,31,MEM/OKC,792,Key Rotation,Athletic Finisher,Mobile Big,0.06,0,0.87,-0.43,-0.25,1.05,74.2,12.81,8.43,55.34,80.6,87.62
4467,2016-17,Bismack Biyombo,24,ORL,1793,Rotation,Roll + Cut Big,Anchor Big,-0.18,-0.02,0.87,-0.65,-0.44,0.54,27.5,11.6,8.43,32.82,68.09,74.96
4468,2017-18,Bismack Biyombo,25,ORL,1495,Rotation,Roll + Cut Big,Anchor Big,-0.01,-0.22,0.77,-0.21,-0.31,0.86,61.83,3.62,1.03,72.47,77.88,84.16
4469,2021-22,Bismack Biyombo,29,PHO,506,Rotation,Athletic Finisher,Anchor Big,0.33,-0.07,0.88,0.39,0.34,1.13,87.84,8.65,86.29,91.18,91.57,88.69
4470,2022-23,Bismack Biyombo,30,PHO,874,Rotation,Post Scorer,Anchor Big,-0.5,-0.66,0.77,-1.38,-0.21,0.73,6.74,0.49,1.03,3.69,82.08,80.79
4471,2024-25,Bismack Biyombo,32,SAS,528,Rotation,Roll + Cut Big,Mobile Big,-0.1,0,0.87,-0.75,-0.22,-0.32,42.8,12.81,8.43,25.39,81.65,31.81
4472,2025-26,Bismack Biyombo,33,SAS,136,Garbage Time,Athletic Finisher,Anchor Big,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
4473,2015-16,Bismack Biyombo,23,TOR,1808,Rotation,Roll + Cut Big,Anchor Big,-0.01,-0.06,0.83,-0.22,-0.4,-0.38,61.83,9.21,4.15,71.78,71.75,29.32
4474,2018-19,Bismack Biyombo,26,CHO,783,Rotation,Roll + Cut Big,Anchor Big,-0.04,0,0.87,-0.31,-0.44,0.11,55.59,12.81,8.43,65.07,68.09,56.85
4475,2019-20,Bismack Biyombo,27,CHO,1029,Rotation,Roll + Cut Big,Mobile Big,0,0.05,0.9,-0.21,-0.18,1.56,64.13,91.77,89.24,72.47,82.87,94.39
4476,2020-21,Bismack Biyombo,28,CHO,1349,Rotation,Athletic Finisher,Helper,-0.29,-0.23,0.78,-0.98,-0.57,2.27,14.9,3.41,1.24,12.72,55.79,98.24
4477,2015-16,Brandon Knight,24,PHO,1870,Starter,Primary Ball Handler,Chaser,-0.21,0,0.87,-0.65,-0.64,-0.83,22.96,12.81,8.43,32.82,50.15,12.85
4478,2016-17,Brandon Knight,25,PHO,1140,Rotation,Slasher,Chaser,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
4479,2018-19,Brandon Knight,27,HOU/CLE,737,Key Rotation,Primary Ball Handler,Chaser,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
4480,2021-22,Brandon Knight,30,DAL,65,Too Few Games,Low Minute,Chaser,,0,0.87,,-0.77,,,12.81,8.43,,16.32,
4481,2019-20,Brandon Knight,28,CLE/DET,462,Garbage Time,Primary Ball Handler,Point of Attack,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
4482,2019-20,Kemba Walker,29,BOS,1742,Star,Primary Ball Handler,Point of Attack,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
4483,2021-22,Kemba Walker,31,NYK,948,Key Rotation,Primary Ball Handler,Point of Attack,,0,0.87,,-0.77,,,12.81,8.43,,16.32,
4484,2020-21,Kemba Walker,30,BOS,1369,Star,Primary Ball Handler,Point of Attack,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
4485,2015-16,Kemba Walker,25,CHO,2885,Star,Primary Ball Handler,Point of Attack,,0,0.87,,-0.84,,,12.81,8.43,,0.73,
4486,2016-17,Kemba Walker,26,CHO,2739,Star,Primary Ball Handler,Point of Attack,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
4487,2017-18,Kemba Walker,27,CHO,2736,Star,Primary Ball Handler,Point of Attack,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
4488,2018-19,Kemba Walker,28,CHO,2863,Star,Primary Ball Handler,Point of Attack,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
4489,2022-23,Kemba Walker,32,DAL,144,Garbage Time,Secondary Ball Handler,Chaser,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
4490,2018-19,Jimmer Fredette,29,PHO,65,Too Few Games,Low Minute,Chaser,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
4491,2015-16,Jimmer Fredette,26,NOP/NYK,18,Too Few Games,Low Minute,Chaser,,0,0.87,,-0.84,,,12.81,8.43,,0.73,
4492,2015-16,Klay Thompson,25,GSW,2666,Starter,Off Screen Shooter,Chaser,0.33,-0.06,0.83,0.3,0.12,-0.94,87.84,9.21,4.15,89.73,88.85,10.11
4493,2016-17,Klay Thompson,26,GSW,2649,Star,Off Screen Shooter,Chaser,-0.35,-0.08,0.82,-0.94,-0.66,-1.42,11.5,8.3,3.43,14.27,49.42,3.87
4494,2017-18,Klay Thompson,27,GSW,2504,Starter,Off Screen Shooter,Wing Stopper,0.47,-0.06,0.84,0.61,0.23,-0.7,90.46,9.21,5.34,94.08,90.15,16.85
4495,2018-19,Klay Thompson,28,GSW,2652,Starter,Off Screen Shooter,Wing Stopper,0.59,0.13,0.98,0.76,0.43,-1.28,92.06,94.78,96.72,95.15,92.25,5.23
4496,2021-22,Klay Thompson,31,GSW,941,Starter,Off Screen Shooter,Helper,-0.04,-0.07,0.88,-0.32,-0.03,-1.52,55.59,8.65,86.29,64.09,86.53,3.06
4497,2022-23,Klay Thompson,32,GSW,2279,Starter,Off Screen Shooter,Wing Stopper,0.23,-0.03,0.88,0.07,-0.12,-0.81,84.79,11.02,86.29,85.1,84.58,13.35
4498,2023-24,Klay Thompson,33,GSW,2284,Starter,Off Screen Shooter,Helper,-0.16,-0.03,0.87,-0.67,-0.44,-0.54,31.12,11.02,8.43,31.37,68.09,22.17
4499,2024-25,Klay Thompson,34,DAL,1965,Key Rotation,Off Screen Shooter,Chaser,-0.05,-0.06,0.86,-0.51,-0.33,-1.31,53.13,9.21,7.29,47.43,76.79,5.01
4500,2025-26,Klay Thompson,35,DAL,1487,Rotation,Off Screen Shooter,Helper,-0.22,0,0.87,-0.78,-0.57,-0.42,21.42,12.81,8.43,23.21,55.79,27.62
4501,2024-25,Alec Burks,33,MIA,863,Rotation,Movement Shooter,Chaser,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
4502,2020-21,Alec Burks,29,NYK,1255,Key Rotation,Secondary Ball Handler,Chaser,-0.06,0,0.87,-0.43,-0.44,-0.23,51.56,12.81,8.43,55.34,68.09,36.91
4503,2021-22,Alec Burks,30,NYK,2318,Starter,Primary Ball Handler,Point of Attack,0.08,-0.05,0.84,0.01,-0.3,-0.81,76.25,9.86,5.34,83.34,78.44,13.35
4504,2023-24,Alec Burks,32,DET/NYK,1211,Key Rotation,Secondary Ball Handler,Chaser,-0.23,0,0.87,-0.93,-0.61,0.07,20.35,12.81,8.43,14.74,52.06,54.96
4505,2019-20,Alec Burks,28,GSW/PHI,1754,Starter,Primary Ball Handler,Chaser,0.21,0.01,0.89,0.19,0.06,-1.89,83.91,89.98,87.87,88,88.05,0.72
4506,2018-19,Alec Burks,27,UTA/CLE/SAC,1375,Starter,Secondary Ball Handler,Chaser,-0.02,-0.01,0.88,-0.23,-0.35,-1.17,59.91,12.25,86.29,70.93,75.44,6.61
4507,2015-16,Alec Burks,24,UTA,797,Key Rotation,Slasher,Chaser,,0,0.87,,-0.84,,,12.81,8.43,,0.73,
4508,2016-17,Alec Burks,25,UTA,653,Rotation,Secondary Ball Handler,Chaser,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
4509,2017-18,Alec Burks,26,UTA,1059,Garbage Time,Secondary Ball Handler,Low Activity,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
4510,2022-23,Alec Burks,31,DET,1122,Key Rotation,Secondary Ball Handler,Chaser,0.11,-0.03,0.88,-0.19,-0.21,-1.1,78.61,11.02,86.29,73.61,82.08,7.5
4511,2019-20,Markieff Morris,30,DET/LAL,1188,Key Rotation,Versatile Big,Helper,0.23,-0.19,0.86,0.11,0.8,-0.58,84.79,4.32,7.29,86.39,94.7,20.88
4512,2020-21,Markieff Morris,31,LAL,1200,Rotation,Versatile Big,Helper,0.02,-0.35,0.81,-0.29,0.15,-0.86,68.09,1.92,2.78,66.96,89.17,11.91
4513,2024-25,Markieff Morris,35,DAL/LAL,164,Too Few Games,Stationary Shooter,Helper,0.17,0,0.87,-0.31,0.06,-0.35,82.58,12.81,8.43,65.07,88.05,30.27
4514,2021-22,Markieff Morris,32,MIA,298,Garbage Time,Versatile Big,Helper,0.92,0.18,0.91,0.88,1.76,-1.16,94.8,96.3,90.24,96.09,97.78,6.68
4515,2018-19,Markieff Morris,29,WAS/OKC,1271,Key Rotation,Versatile Big,Mobile Big,0.32,0.19,0.95,0.15,0.94,-0.47,87.5,96.47,94.68,87.31,95.31,25.07
4516,2015-16,Markieff Morris,26,PHO/WAS,1629,Starter,Post Scorer,Helper,-0.33,-0.47,0.78,-0.74,0.23,-0.29,12.66,1.07,1.24,26.11,90.15,33.7
4517,2016-17,Markieff Morris,27,WAS,2374,Starter,Post Scorer,Helper,0.49,-0.06,0.87,0.11,0.94,-1.43,91.02,9.21,8.43,86.39,95.31,3.84
4518,2017-18,Markieff Morris,28,WAS,1968,Starter,Versatile Big,Helper,1.7,-0.04,0.88,1.81,2.15,-0.95,97.95,10.51,86.29,99.28,98.38,9.92
4519,2022-23,Markieff Morris,33,BRK/DAL,355,Garbage Time,Stationary Shooter,Mobile Big,0.04,0,0.87,-0.32,-0.31,-0.55,71.5,12.81,8.43,64.09,77.88,21.83
4520,2023-24,Markieff Morris,34,DAL,216,Garbage Time,Stationary Shooter,Helper,-0.11,0,0.87,-0.94,-0.45,-0.89,40.79,12.81,8.43,14.27,67.21,11.21
4521,2019-20,Marcus Morris Sr.,30,NYK/LAC,1936,Starter,Shot Creator,Wing Stopper,0.15,-0.1,0.87,-0.03,0.42,-0.92,81.51,7.4,8.43,81.83,92.16,10.55
4522,2020-21,Marcus Morris Sr.,31,LAC,1502,Starter,Shot Creator,Helper,1.39,0.27,0.99,1.39,1.84,-1.26,97.04,97.72,97.37,98.02,98.04,5.48
4523,2021-22,Marcus Morris Sr.,32,LAC,1564,Starter,Shot Creator,Helper,0.44,0.09,0.95,0.15,1.33,-1.76,90.02,93.36,94.68,87.31,96.65,1.39
4524,2022-23,Marcus Morris Sr.,33,LAC,1825,Starter,Shot Creator,Helper,0.53,-0.21,0.87,0.2,0.95,-1.19,91.53,3.88,8.43,88.25,95.36,6.43
4525,2017-18,Marcus Morris Sr.,28,BOS,1442,Key Rotation,Shot Creator,Helper,-0.29,0.14,0.92,-0.65,-0.06,-1.02,14.9,95.14,91.55,32.82,86.17,8.76
4526,2018-19,Marcus Morris Sr.,29,BOS,2091,Starter,Shot Creator,Helper,0.08,0.11,0.95,-0.08,0.13,0.75,76.25,94.19,94.68,79.65,88.98,81.26
4527,2023-24,Marcus Morris Sr.,34,PHI/CLE,817,Rotation,Movement Shooter,Helper,0.1,0.05,0.92,-0.34,0.26,-0.66,77.92,91.77,91.55,62.61,90.54,18.02
4528,2015-16,Marcus Morris Sr.,26,DET,2856,Starter,Shot Creator,Wing Stopper,1.28,0.27,0.96,1.18,1.4,-1.82,96.54,97.72,95.46,97.23,96.82,1.01
4529,2016-17,Marcus Morris Sr.,27,DET,2565,Starter,Shot Creator,Wing Stopper,-0.48,-0.15,0.82,-1.03,-0.39,-1.12,7.28,5.55,3.43,10.65,72.71,7.15
4530,2019-20,Kawhi Leonard,28,LAC,1848,Star,Shot Creator,Wing Stopper,-0.08,0.25,0.97,-0.31,0.57,-0.98,47.31,97.47,96.14,65.07,93.28,9.51
4531,2020-21,Kawhi Leonard,29,LAC,1773,Star,Shot Creator,Wing Stopper,1.45,0.56,1.05,1.02,1.98,-0.54,97.2,99.31,99.44,96.82,98.22,22.17
4532,2022-23,Kawhi Leonard,31,LAC,1748,Star,Shot Creator,Helper,0.9,0.04,0.96,0.47,1.18,-1.32,94.65,91.32,95.46,92.25,96.11,4.91
4533,2023-24,Kawhi Leonard,32,LAC,2330,Star,Shot Creator,Wing Stopper,0.62,0.13,1,0.26,0.73,-0.48,92.31,94.78,97.86,89.07,94.3,24.66
4534,2024-25,Kawhi Leonard,33,LAC,1180,Star,Shot Creator,Helper,1.3,0.24,1.01,0.71,1.44,-1.01,96.69,97.25,98.31,94.71,96.9,8.94
4535,2025-26,Kawhi Leonard,34,LAC,2047,Star,Shot Creator,Helper,0.91,0,0.87,0.59,1.18,-0.05,94.71,12.81,8.43,93.73,96.11,47.65
4536,2015-16,Kawhi Leonard,24,SAS,2380,Star,Shot Creator,Wing Stopper,0.26,0.42,0.98,-0.01,0.47,-0.34,85.83,98.93,96.72,82.49,92.52,30.61
4537,2016-17,Kawhi Leonard,25,SAS,2475,Star,Shot Creator,Wing Stopper,0.85,0.2,0.95,0.81,0.87,-0.78,94.36,96.63,94.68,95.53,94.94,14.11
4538,2017-18,Kawhi Leonard,26,SAS,210,Key Rotation,Shot Creator,Helper,-0.35,0.21,0.89,-0.75,-0.45,-0.08,11.5,96.76,87.87,25.39,67.21,45.89
4539,2018-19,Kawhi Leonard,27,TOR,2040,Star,Shot Creator,Wing Stopper,0.11,0.07,0.94,-0.11,0.32,-0.4,78.61,92.64,93.75,78.27,91.33,28.38
4540,2015-16,Nikola Vucevic,25,ORL,2037,Starter,Post Scorer,Helper,2.53,0.4,0.92,1.32,3.81,-0.07,99.15,98.76,91.55,97.7,99.56,46.33
4541,2016-17,Nikola Vucevic,26,ORL,2163,Starter,Post Scorer,Anchor Big,0.08,-0.46,0.81,-0.39,1.11,-0.33,76.25,1.16,2.78,58.8,95.75,31.12
4542,2017-18,Nikola Vucevic,27,ORL,1683,Star,Post Scorer,Anchor Big,-0.41,-0.59,0.77,-0.69,0.3,0.49,9.23,0.71,1.03,29.95,91,73.2
4543,2018-19,Nikola Vucevic,28,ORL,2510,Star,Post Scorer,Anchor Big,1.18,-0.06,0.92,0.45,2.76,-0.21,95.97,9.21,91.55,92,98.9,38.24
4544,2019-20,Nikola Vucevic,29,ORL,1998,Star,Post Scorer,Anchor Big,-1.05,-0.44,0.83,-1.04,0.29,-0.48,1.17,1.29,4.15,10.2,90.88,24.66
4545,2020-21,Nikola Vucevic,30,ORL/CHI,2348,Star,Versatile Big,Anchor Big,2.33,-0.09,0.93,1.06,3.92,-0.9,98.9,7.77,92.81,96.88,99.59,11.15
4546,2021-22,Nikola Vucevic,31,CHI,2418,Star,Post Scorer,Anchor Big,0.35,-0.3,0.87,0,1.51,0.24,88.22,2.37,8.43,82.96,97.16,62.71
4547,2022-23,Nikola Vucevic,32,CHI,2746,Star,Versatile Big,Mobile Big,1.68,0.23,1.02,0.78,2.78,0.08,97.86,97.08,98.7,95.34,98.92,55.5
4548,2023-24,Nikola Vucevic,33,CHI,2610,Star,Post Scorer,Mobile Big,0.83,-0.33,0.9,0.13,1.71,-0.45,94.17,2.05,89.24,87.06,97.65,26.11
4549,2024-25,Nikola Vucevic,34,CHI,2278,Star,Versatile Big,Mobile Big,0.92,0.07,0.99,0.32,1.6,0.6,94.8,92.64,97.37,90.08,97.43,76.69
4550,2025-26,Nikola Vucevic,35,CHI/BOS,1799,Starter,Versatile Big,Mobile Big,-0.7,0,0.87,-1.18,0.36,0.09,3.34,12.81,8.43,7.06,91.71,55.97
4551,2018-19,Iman Shumpert,28,SAC/HOU,1481,Key Rotation,Movement Shooter,Wing Stopper,-0.18,0,0.87,-0.57,-0.54,-0.25,27.5,12.81,8.43,40.38,58.78,35.91
4552,2017-18,Iman Shumpert,27,CLE,276,Garbage Time,Shot Creator,Point of Attack,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
4553,2019-20,Iman Shumpert,29,BRK,241,Garbage Time,Secondary Ball Handler,Chaser,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
4554,2020-21,Iman Shumpert,30,BRK,11,Too Few Games,Low Minute,Helper,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
4555,2015-16,Iman Shumpert,25,CLE,1316,Key Rotation,Stationary Shooter,Wing Stopper,-0.11,0,0.87,-0.5,-0.56,-1.02,40.79,12.81,8.43,48.44,56.89,8.76
4556,2016-17,Iman Shumpert,26,CLE,1937,Key Rotation,Secondary Ball Handler,Wing Stopper,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
4557,2017-18,Tobias Harris,25,DET/LAC,2668,Starter,Shot Creator,Helper,0.02,0.09,0.92,-0.22,0.05,-0.47,68.09,93.36,91.55,71.78,87.88,25.07
4558,2018-19,Tobias Harris,26,LAC/PHI,2848,Starter,Shot Creator,Wing Stopper,1.17,0.16,0.98,1.32,1.19,-1.4,95.91,95.7,96.72,97.7,96.14,4.13
4559,2019-20,Tobias Harris,27,PHI,2469,Star,Shot Creator,Helper,0.03,0.08,0.94,-0.19,0.52,0.25,70.05,92.99,93.75,73.61,92.94,63.09
4560,2020-21,Tobias Harris,28,PHI,2014,Star,Shot Creator,Helper,1.12,0.23,0.99,0.76,1.64,-0.64,95.56,97.08,97.37,95.15,97.55,18.68
4561,2021-22,Tobias Harris,29,PHI,2543,Star,Shot Creator,Wing Stopper,0.48,0.17,0.99,0.27,0.91,0.45,90.74,96.07,97.37,89.26,95.19,71.5
4562,2022-23,Tobias Harris,30,PHI,2436,Starter,Shot Creator,Helper,0.42,0.18,1.02,0.08,0.73,0.36,89.61,96.3,98.7,85.61,94.3,67.69
4563,2023-24,Tobias Harris,31,PHI,2368,Starter,Shot Creator,Wing Stopper,1.25,0.13,1,0.78,1.6,-0.4,96.25,94.78,97.86,95.34,97.43,28.38
4564,2015-16,Tobias Harris,23,ORL/DET,2513,Starter,Shot Creator,Wing Stopper,0.4,0.1,0.91,0.35,0.26,0.2,89.23,93.74,90.24,90.39,90.54,61.13
4565,2016-17,Tobias Harris,24,DET,2566,Starter,Shot Creator,Helper,0.25,0.22,0.97,0.03,0.3,0.09,85.48,96.91,96.14,83.84,91,55.97
4566,2024-25,Tobias Harris,32,DET,2306,Starter,Shot Creator,Helper,1.05,0.09,1,0.46,1.71,-0.57,95.34,93.36,97.86,92.22,97.65,21.13
4567,2025-26,Tobias Harris,33,DET,1699,Starter,Shot Creator,Wing Stopper,2.28,0,0.87,1.66,3.17,-0.85,98.83,12.81,8.43,98.77,99.31,12.16
4568,2015-16,Donatas Motiejunas,25,HOU,547,Rotation,Post Scorer,Helper,0.16,0,0.87,-0.09,0.64,0.33,81.95,12.81,8.43,79.21,93.75,66.02
4569,2016-17,Donatas Motiejunas,26,NOP,479,Rotation,Stretch Big,Helper,0.3,0.25,0.92,0.19,0.26,-0.1,86.96,97.47,91.55,88,90.54,44.72
4570,2018-19,Donatas Motiejunas,28,SAS,13,Too Few Games,Low Minute,Mobile Big,-0.03,0,0.87,-0.46,-0.73,-0.13,58.02,12.81,8.43,52.35,47.88,43.06
4571,2018-19,Kenneth Faried,29,BRK/HOU,728,Key Rotation,Roll + Cut Big,Mobile Big,0.1,0,0.87,-0.07,-0.19,1.67,77.92,12.81,8.43,80.19,82.63,95.02
4572,2015-16,Kenneth Faried,26,DEN,1695,Key Rotation,Roll + Cut Big,Anchor Big,0.01,0.15,0.91,-0.28,0.04,1.41,66.49,95.46,90.24,67.75,87.69,92.63
4573,2016-17,Kenneth Faried,27,DEN,1296,Key Rotation,Roll + Cut Big,Anchor Big,-0.64,-0.21,0.82,-1.53,-0.68,0.93,4.13,3.88,3.43,2.39,48.71,85.48
4574,2017-18,Kenneth Faried,28,DEN,461,Rotation,Post Scorer,Mobile Big,-0.31,-0.53,0.79,-0.91,-0.2,0.08,13.7,0.85,1.59,15.59,82.33,55.5
4575,2018-19,Nikola Mirotic,27,NOP/MIL,1245,Star,Movement Shooter,Helper,1.17,0.7,1.11,1.28,1.15,-0.42,95.91,99.49,99.86,97.64,95.95,27.62
4576,2017-18,Nikola Mirotic,26,CHI/NOP,1494,Star,Versatile Big,Helper,-0.3,-0.27,0.82,-0.66,-0.08,-0.83,14.24,2.82,3.43,32.31,85.73,12.85
4577,2015-16,Nikola Mirotic,24,CHI,1646,Starter,Movement Shooter,Helper,-1.25,-0.07,0.85,-2.35,-1.18,1.01,0.54,8.65,6.22,0.06,0.12,87.09
4578,2016-17,Nikola Mirotic,25,CHI,1679,Key Rotation,Movement Shooter,Helper,-0.49,-0.29,0.76,-1.26,-0.63,-0.14,7.06,2.56,0.77,5.45,50.46,42.71
4579,2019-20,Reggie Jackson,29,DET/LAC,743,Key Rotation,Primary Ball Handler,Point of Attack,-0.11,0,0.87,-0.42,-0.53,-0.26,40.79,12.81,8.43,56.28,59.94,35.31
