RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,On-Ball Action Share,P&R Creation Rate,Overall Shot Creation,Guarded On-Ball %,Average Dribbles Per Touch,Dribbles Per Second on Offense,Pull-Up Shot Creation,Isolation Shooting Talent,PnR Ball Handler Shot Making Efficiency,One on One Shooting Talent,On-Ball Action Share_percentile,P&R Creation Rate_percentile,Overall Shot Creation_percentile,Guarded On-Ball %_percentile,Average Dribbles Per Touch_percentile,Dribbles Per Second on Offense_percentile,Pull-Up Shot Creation_percentile,Isolation Shooting Talent_percentile,PnR Ball Handler Shot Making Efficiency_percentile,One on One Shooting Talent_percentile,Self-Created Shot Making,Midrange Pull Up Shot Creation,On-Ball Gravity,Stable Isolation PPP,Self-Created Shot Making Efficiency,Guarded by Perimeter Isolation Defense,Self-Created Openness Rating,Overall Shot Making Efficiency,Transition Shot Creation,Transition Frequency Impact,Self-Created Shot Making_percentile,Midrange Pull Up Shot Creation_percentile,On-Ball Gravity_percentile,Stable Isolation PPP_percentile,Self-Created Shot Making Efficiency_percentile,Guarded by Perimeter Isolation Defense_percentile,Self-Created Openness Rating_percentile,Overall Shot Making Efficiency_percentile,Transition Shot Creation_percentile,Transition Frequency Impact_percentile,Offensive Transition Frequency Impact,Movement Speed Rating,Passing Efficiency,Passing Creation Quality,Potential Assists Per 100 Passes,Role-Adjusted Potential Assists Per 100 Passes,Turnovers Per 100 Touches,Offensive eFG% Impact on Teammates,Offense Impact on Teammate Shot Quality,Stable Bad Pass Turnovers Per 75,Offensive Transition Frequency Impact_percentile,Movement Speed Rating_percentile,Passing Efficiency_percentile,Passing Creation Quality_percentile,Potential Assists Per 100 Passes_percentile,Role-Adjusted Potential Assists Per 100 Passes_percentile,Turnovers Per 100 Touches_percentile,Offensive eFG% Impact on Teammates_percentile,Offense Impact on Teammate Shot Quality_percentile,Stable Bad Pass Turnovers Per 75_percentile,High Value Assists Per 75 Possessions,Stable At Rim Assists Per 75,Passing Versatility,Passing Creation Volume,Box Creation,Assists Per 75 Possessions,Stable Assists Per 75,High Value Assists Per 75 Possessions_percentile,Stable At Rim Assists Per 75_percentile,Passing Versatility_percentile,Passing Creation Volume_percentile,Box Creation_percentile,Assists Per 75 Possessions_percentile,Stable Assists Per 75_percentile
2931,2024-25,Tyson Etienne,25,BRK,151,Too Few Games,Movement Shooter,Point of Attack,19.91,-0.33,-1.42,19.6,3.37,0.19,-1.04,-1.01,-0.65,-0.64,67.5,65.62,6.99,72.51,79.09,78.93,33.11,7.14,35.75,21.38,-0.11,-1.02,-0.18,0.85,-0.65,-0.36,-0.05,-0.87,-0.44,-0.01,46.07,30.98,47.21,16.27,40.58,24.6,47.19,26.3,55.41,43.14,0.23,0.5,0.03,-0.47,15.85,2.32,3.15,-0.12,-0.03,0.61,75.52,96.07,57.09,26.21,65.19,77.11,44.22,43.88,48.35,48.68,2.8,0.58,0.24,-0.21,1.96,2.8,2.98,64.95,23.79,63.38,69.33,53.83,58.16,51.57
2932,2025-26,Tyson Etienne,26,BRK,311,Rotation,Movement Shooter,Point of Attack,19.69,0.13,-0.95,20.8,2.09,0.17,-0.78,-0.24,-0.19,-0.2,67.23,76.27,27.92,78.3,64.93,76.8,44.18,70.8,74.45,71.51,0.3,-0.72,0.01,0.85,0.55,-0.35,0.16,0.04,-0.79,-0.06,84.48,44.17,74.34,16.27,88.66,25.37,82,73.26,38.53,38.16,-0.14,0.33,0.44,-0.38,15.38,2.04,33.33,-0.11,-0.18,0.4,34.99,88.53,76.05,30.87,62.31,75.23,0.07,44.56,36.48,74.23,3.6,1.8,-0.03,-0.53,5.76,3.95,3.96,75.73,81.32,50.55,57.28,87.51,73.74,69.71
2933,2021-22,Feron Hunt,22,NYK,8,Too Few Games,Low Minute,Wing Stopper,,-0.92,-1.25,12.78,0.5,0.02,,-1.02,,-1.07,,25.83,13.03,18.01,16.45,18.39,,4.87,,2.83,,,-0.02,0.85,,-0.03,,-0.37,-1.1,-0.05,,,68.92,16.27,,64.12,,54.78,21.33,39.09,0,0.44,0.09,-0.22,25,10.25,8.33,-0.06,-0.08,0.72,52.72,94.16,60.14,42.17,95.76,97.45,1.36,47.44,43.45,34.9,0,1.28,0.13,-1.2,0,4.69,3.97,0,63.86,58.57,13.51,1.45,80.43,69.9
2934,2023-24,Dalano Banton,24,BOS/POR,1047,Starter,Primary Ball Handler,Low Activity,35.88,0.67,0.74,17.18,3.35,0.26,0.76,-0.45,-1.86,-0.78,82.5,85.36,86.17,56.75,78.88,85.6,90.08,52.01,1.14,11.44,-0.8,0.7,0.58,0.67,-1.73,-0.04,-0.13,-1.38,1.38,0.42,3.15,89.31,88.95,0.13,3.62,62.95,34.39,9.61,96.33,83.36,0.53,0.14,-0.69,-1.9,16.18,-3.43,3.61,-0.74,0.6,1.03,88.91,69.24,24.78,1.31,67.04,22.59,30.07,19.03,83.35,12.62,3.96,1.57,0.22,0.07,5.29,4.53,4.51,79.49,75.07,62.38,76.46,85.48,79.09,76.32
2935,2024-25,Dalano Banton,25,POR,1120,Rotation,Secondary Ball Handler,Low Activity,34.88,0.67,0.53,15.97,2.94,0.23,0.47,0.07,-1.62,-0.07,81.55,85.36,82.1,47.75,74.45,82.73,84.54,83.23,2.69,77.52,-0.54,0.62,0.06,0.88,-1.27,-0.19,-0.15,-0.91,0.6,-1,8.8,87.72,77.34,85.21,11.63,44.41,31.7,24.43,86.51,3.12,-0.13,0,-0.77,0.47,17.83,1.56,3.4,1.23,0.78,1.15,36.09,48.07,22.29,86.2,75.57,71.71,35.94,90.84,87.5,8.99,5.09,2.32,0.61,0.26,5.67,5.19,5.16,88.33,90.53,77.78,80.13,87.27,84.24,82.48
2936,2021-22,Dalano Banton,22,TOR,696,Garbage Time,Secondary Ball Handler,Chaser,29.78,0.58,0.1,20,2.95,0.22,-0.34,0.03,-1.29,-0.11,76.61,84.21,71.69,74.68,74.53,81.95,60.84,82.21,6.39,76.03,-0.21,-0.32,-0.61,0.91,-0.84,-0.21,-0.07,-1.09,0.16,0.4,32.22,59.44,0.56,89.93,29.14,42.01,43.97,17.47,76.35,82.76,0.53,0.38,0.24,-0.49,16.99,0.21,3.44,0.03,0.26,0.84,88.91,91.63,67.98,25.28,71.55,61.39,34.92,52.8,71.19,23.66,5.11,2.02,0.9,-0.17,3.13,5.27,5.21,88.42,85.8,85.98,70.35,69.62,84.8,82.95
2937,2022-23,Dalano Banton,23,TOR,279,Garbage Time,Secondary Ball Handler,Point of Attack,28.03,-0.21,0.02,17.91,2.86,0.22,0.18,-0.29,-0.94,-0.28,75.12,68.86,69.45,62.24,73.52,81.95,77.05,67.25,15.89,66.74,-0.25,0.23,-0.17,0.85,-1.19,-0.22,-0.07,-0.83,0.45,0.21,27.71,78.07,48.46,16.27,14.01,40.62,43.97,28.45,83.71,75.04,0.29,0.18,0.32,0.25,12.47,-5.71,2.82,-0.65,0.15,0.59,78.89,74.09,71.41,79.87,46.04,10.48,54.95,21.92,64.83,51.21,3.95,1.88,0.27,-0.77,5.05,4.74,4.66,79.33,82.99,64.86,43.14,84.32,80.84,77.87
2938,2021-22,Jose Alvarado,23,NOP,834,Rotation,Primary Ball Handler,Point of Attack,41.33,1.07,0.37,22.28,4.36,0.33,0.31,-0.31,-0.05,-0.23,87.29,90.52,78.9,84.55,90.68,92.32,80.94,66.05,79.93,69.85,-0.1,0.4,0.16,0.87,-0.39,-0.25,0.01,-0.71,0.6,0.42,47.59,82.49,80.52,83.76,56.77,36.58,58.98,34.86,86.51,83.36,0.35,0.09,1.33,-0.16,20.27,0.32,2.17,0.53,0.49,0.78,82.16,62.29,94.97,47.93,85.47,62.46,71.68,74.66,80.05,28.13,6.22,2.99,1.05,0.46,5.11,6.66,6.57,93.88,95.75,89.72,83.21,84.67,92.57,92.04
2939,2022-23,Jose Alvarado,24,NOP,1310,Key Rotation,Primary Ball Handler,Chaser,36.03,0.91,-0.11,23.3,4.17,0.3,-0.04,-0.53,-0.58,-0.49,82.64,88.85,65.09,88.1,88.28,89.49,70.47,40.81,42.38,43.62,-0.26,0.31,-0.25,0.8,-0.69,0.09,-0.17,-0.96,-0.42,-0.09,26.84,80.15,38.59,7.69,38.13,74.59,28.69,22.39,56.22,35.75,0.26,0.03,-0.22,-0.21,16.1,-3.63,2.88,1.15,0.73,0.97,77.37,53.27,44.05,43.05,66.62,21.21,52.99,89.23,86.48,15.4,4.44,2.18,1.09,0.35,4.7,5.16,5.13,83.62,88.52,90.53,81.67,82.37,83.9,82.22
2940,2023-24,Jose Alvarado,25,NOP,1028,Rotation,Movement Shooter,Point of Attack,21.59,-0.11,-0.5,24.9,3.46,0.25,-0.12,-0.28,-1.73,-0.4,69.64,71.43,49.66,92.09,79.95,84.57,68.02,68.06,1.82,55.59,-0.24,-0.01,-0.29,0.93,-0.69,-0.03,0.24,-0.75,0.07,0.23,28.93,70.4,33.82,92.47,38.13,64.12,89.68,32.56,73.85,76.2,0.08,-0.05,0.86,-0.34,11.97,-1.01,2.08,1.13,-0.09,0.53,63.57,40.15,87.88,33.4,43.02,42.78,73.41,88.64,42.47,58.74,3.71,1.72,1.04,-0.4,3.6,4.22,4.21,76.89,79.07,89.41,62.58,74.16,76.36,72.9
2941,2024-25,Jose Alvarado,26,NOP,1366,Key Rotation,Primary Ball Handler,Point of Attack,41.01,1.69,0.27,21.9,4.47,0.32,0.57,-0.11,-0.39,0.3,86.98,95.85,76.61,83.02,92.02,91.34,86.73,77.69,60.55,86.97,-0.35,0.27,0.63,1.01,-0.8,0.03,0.32,-0.63,0.16,-0.91,19.11,79.03,89.61,98.06,31.46,69.82,94.31,38.75,76.35,4.27,0.17,-0.08,0.15,0.34,19.68,-0.34,2.9,0.36,0.3,1.17,71.19,36.21,63.26,82.44,83.15,49.26,52.34,68.38,73.12,8.58,6.1,3.07,1.61,1.02,6.63,6.96,6.9,93.41,96.21,97.43,90.3,90.66,93.91,93.55
2942,2025-26,Jose Alvarado,27,NOP/NYK,1318,Key Rotation,Primary Ball Handler,Chaser,40.48,1.39,-0.01,24.87,4.47,0.37,0.28,-0.34,-0.95,-0.26,86.56,93.84,68.39,91.99,92.02,95.56,79.71,63.69,15.43,67.94,-0.28,0.23,1.45,0.85,-0.71,0,0.38,-0.5,-0.7,-0.01,25,78.07,95.35,16.27,36.82,67.06,96.4,47.09,43.37,43.14,-0.16,-0.09,0.67,-0.23,15.79,-2.93,3.26,-0.02,0.2,0.91,33.37,34.53,83.34,41.25,64.79,26.39,40.35,50.09,67.78,19.18,5.66,3.17,1.07,0.41,5.43,6.31,6.26,91.57,96.57,90.28,82.48,86.12,90.82,90.32
2943,2022-23,Carlik Jones,25,CHI,56,Too Few Games,Low Minute,Chaser,31.78,1.1,-0.28,16.29,3.87,0.22,-0.6,-0.68,-0.58,-0.62,78.86,90.94,58.44,50.38,84.73,81.95,51.37,18.94,42.38,23.88,-0.05,-0.64,0.02,0.85,-0.72,-0.5,0.09,-0.39,-1.23,0.05,55.7,47.49,75.05,16.27,36.25,15.39,72.38,53.66,14.52,63.82,0,-0.24,0.39,0.09,21.88,6.79,2.33,0.09,0.4,0.5,52.72,17.09,74.16,73.33,90.2,93.67,68.32,56.15,77.02,62.98,4.45,2.29,1.31,-0.69,3.14,3.81,3.82,83.72,90.11,94.34,48.6,69.73,72.08,67.46
2944,2021-22,Carlik Jones,24,DAL/DEN,23,Too Few Games,Low Minute,Chaser,53.33,0.72,0.36,16.37,4.72,0.3,-0.38,-0.48,-0.87,-0.37,95.86,86.39,78.58,51.11,94.33,89.49,59.64,48.36,19.35,58.48,-0.07,-0.28,0.06,0.85,-0.79,-0.04,-0.02,-0.57,,0.06,52.21,60.82,77.34,16.27,32.08,62.95,53.39,42.29,,64.66,0.03,-0.14,-0.47,0.02,24.14,9.39,7.14,-0.07,0.13,1.08,57.41,27.92,32.91,68.51,94.75,96.99,2.05,46.71,63.54,10.89,7.21,2.27,0.46,-1.07,0,7.21,5.43,97.14,89.89,72.34,21.67,1.45,94.72,84.85
2945,2024-25,A.J. Lawson,24,TOR,486,Rotation,Movement Shooter,Point of Attack,9.64,-0.51,-1.07,18.56,1.34,0.08,-1.19,-0.49,-0.67,-0.45,48.93,59.65,21.71,66.71,50.24,61.49,26.32,47.09,33.41,49.37,-0.18,-1.02,-0.34,0.85,-0.68,-0.35,-0.11,-1.36,-0.34,0,35.39,30.98,27.17,16.27,38.92,25.37,37.3,10,59.1,44.09,0.27,0.38,0.55,-0.24,12.52,-1.01,1.86,-0.32,0,0.57,77.99,91.63,80.02,40.49,46.61,42.78,76.57,34.18,52.17,53.65,2.03,0.81,0.67,-0.68,2.35,2.25,2.34,49.4,38.03,79.72,49.29,60.1,46.23,33.99
2946,2025-26,A.J. Lawson,25,TOR,193,Garbage Time,Movement Shooter,Chaser,2.82,-0.95,-1.43,19.59,0.76,0.05,-1.68,-1.05,-0.4,-1.08,17.98,16.82,6.72,72.39,30.99,46.61,9.61,2.98,59.89,2.35,-0.2,-1.67,-0.18,0.85,-1.06,-0.36,-0.33,-0.36,-0.73,-0.16,33.18,9.42,47.21,16.27,18.92,24.6,11.58,55.32,41.74,30.5,-0.14,0.21,-0.21,-0.17,15.22,1.87,4.2,-0.28,0.28,0.55,34.99,77.47,44.53,46.72,61.56,73.94,17.06,36.09,72.15,56.05,1.36,0.8,0.01,-1.21,1.85,1.16,1.52,30.3,37.37,52.26,12.9,51.6,21.49,8.53
2947,2022-23,A.J. Lawson,22,MIN/DAL,108,Garbage Time,Movement Shooter,Helper,0.6,-0.95,-0.75,14.68,0.75,0.03,-1.45,-0.66,,-0.62,1.75,16.82,37.94,36.56,30.63,28.85,16.17,21.17,,23.88,-0.06,-1.41,-0.14,0.85,-0.64,-0.3,-0.21,-0.22,-0.04,0.28,53.93,16.11,51.39,16.27,41.08,30.32,23.93,62.52,70.46,78.5,0.21,0.24,-0.31,-0.04,8.51,-4.54,2.04,-0.9,-0.33,0.68,74.08,80.6,39.91,63.27,23.22,15.72,74.06,14.61,27.76,39.91,0.64,0.73,-0.58,-1.32,0.97,0.64,1.25,18.83,32.94,30.05,7.36,36.36,17.96,3.45
2948,2023-24,A.J. Lawson,23,DAL,311,Garbage Time,Stationary Shooter,Chaser,5.28,-0.75,-0.79,18.46,1.11,0.06,-0.88,-0.56,-0.55,-0.56,32.62,47.09,35.66,65.96,43.32,53.09,40.06,36.07,44.88,31.99,-0.11,-0.97,-0.19,0.85,-0.56,-0.33,-0.17,-1.48,0.2,0.52,46.07,32.99,45.99,16.27,46.23,27.21,28.69,7.76,77.55,86.59,0.81,0.22,-0.72,-0.02,10.07,-2.53,3.34,0.2,,0.52,94.8,78.61,23.84,65.37,31.83,29.82,37.82,61.81,,60.35,1.96,0.88,-1.53,-1.34,1.81,2.18,2.32,47.48,42.34,8.4,6.7,50.74,44.45,33.23
2949,2021-22,MJ Walker,23,PHO,8,Too Few Games,Low Minute,Helper,25,0.06,-0.67,20.57,1.44,0.09,-0.69,-0.77,,-0.7,72.29,74.95,41.88,77.21,52.94,64.64,48.04,13.59,,15.59,-0.02,-0.65,0.04,0.85,-0.49,-0.57,-0.04,-0.44,-0.54,-0.01,61.96,46.99,76.46,16.27,50.6,12.21,49.26,50.71,51.19,43.14,0.05,0.35,0.24,-0.01,8.33,-6.42,0,-0.17,0.06,0.71,60.34,89.95,67.98,66.24,21.97,8.24,82.24,41.24,58.1,36.25,3.75,1.75,0.43,-1.3,0,3.75,3.76,77.32,80.01,71.12,8.33,1.45,71.37,66.55
2950,2023-24,Ibou Badji,21,POR,226,Garbage Time,Athletic Finisher,Anchor Big,,-0.98,-1.31,14.21,0.22,0.01,-1.48,-1.01,,-1.05,,6.01,10.5,32.5,0.89,14.9,15.25,7.14,,6.35,-0.12,-1.47,-0.27,0.85,-0.78,-0.38,-0.01,-0.7,-1.03,-0.3,44.35,14.38,36.27,16.27,32.67,23.1,55.32,35.47,25.16,22.62,-0.39,-0.25,0.12,0.09,6.38,-5.66,6.47,-1.35,,0.37,16.86,16.2,61.66,73.33,13.84,10.85,2.75,6.77,,77.15,1.77,1.34,-1.58,-1.38,0,2.09,2.3,41.87,66.41,7.64,5.09,1.45,42.18,32.67
2951,2025-26,Jay Huff,27,IND,1671,Key Rotation,Stretch Big,Mobile Big,2.51,-0.92,-1.47,13.9,0.4,0.02,-1.33,-0.57,,-0.44,15.8,25.83,5.55,29.2,8.83,18.39,20.45,34.48,,50.66,-0.15,-0.99,-0.33,0.85,-0.26,-0.33,-0.31,-1.07,-1.71,0.57,39.89,32.24,28.5,16.27,64.18,27.21,13.51,18.24,1.28,88.11,0.23,0.02,-0.99,-0.32,10.45,0.05,3.96,-0.84,-0.81,0.44,75.52,51.5,15.79,34.66,34.13,60.01,21.74,16.39,11.47,69.99,2,0.78,-1.21,-0.92,2.56,2.49,2.52,48.69,36.07,13.71,32.79,62.94,52.1,39.68
2952,2021-22,Jay Huff,23,LAL,20,Too Few Games,Low Minute,Helper,2.56,-0.92,-1.09,14.07,0.61,0.03,-1.08,-1.02,,-1.07,16.14,25.83,20.62,31.04,23.35,28.85,31.12,4.87,,2.83,-0.01,-1,0.17,0.85,-0.45,-0.67,-0.07,-0.38,,0.07,64.2,31.7,80.89,16.27,53.08,8.77,43.97,54.27,,65.58,0,-0.26,-0.03,-0.14,38.1,23.34,3.85,-0.14,0.03,0.66,52.72,15.27,53.81,50.41,99.74,99.75,24.31,42.8,55.31,42.62,1.7,1.07,0.45,-0.92,0,1.7,2.85,39.83,53.33,71.9,32.79,1.45,31.34,48.54
2953,2024-25,Jay Huff,26,MEM,748,Rotation,Movement Shooter,Mobile Big,2.58,-0.98,-1.58,12.85,0.56,0.03,-1.2,-0.5,-0.4,-0.43,16.35,6.01,3.18,18.55,20.19,28.85,25.75,45.48,59.89,52.03,-0.01,-0.83,-0.43,0.85,0.2,-0.18,-0.24,0.38,-1.8,-0.37,64.2,39.23,14.91,16.27,81.36,45.86,20.59,82.26,0.57,19.06,0.17,0.25,0.4,-0.05,11.61,-1.92,3.41,-0.47,0.12,0.31,71.19,81.69,74.55,62.42,40.95,34.63,35.69,28.37,63,81.81,1.57,0.66,-1.45,-1.19,2.75,1.76,1.83,35.97,28.43,9.59,14.18,65.44,33.07,16.54
2954,2022-23,Jay Huff,24,WAS,95,Too Few Games,Low Minute,Anchor Big,2.6,-0.95,-1.14,12.39,0.42,0.02,-1.28,-0.51,,-0.52,16.44,16.82,18.29,14.87,10.36,18.39,22.32,44.06,,38.57,-0.05,-1.25,-0.1,0.85,-0.63,-0.34,0.08,-0.14,-0.74,0.19,55.7,21.61,56.19,16.27,41.76,26.32,71.04,66.18,41.28,73.87,0.15,-0.31,-0.42,-0.13,13.19,-1.89,4,0.05,0.23,0.56,69.63,11.9,35.05,51.64,50.31,34.81,20.84,53.6,69.44,54.92,2.88,0.79,-0.59,-0.87,4.9,3.61,3.65,66.13,36.7,29.67,36.05,83.6,69.83,64.84
2955,2023-24,Jay Huff,25,DEN,49,Garbage Time,Low Minute,Mobile Big,,-0.98,-1.32,13.26,0.63,0.03,-1.27,-1.01,,-1.05,,6.01,10.11,22.34,24.47,28.85,22.86,7.14,,6.35,-0.02,-1.19,-0.04,0.85,-0.61,-0.51,-0.01,-0.47,,-0.13,61.96,24.15,65.05,16.27,42.9,14.87,55.32,48.84,,32.48,-0.12,-0.53,-0.1,-0.15,16.36,2.18,1.39,-0.21,-0.02,0.52,37.07,3.02,50.59,49.24,68.05,76.24,80.38,39.39,49.69,60.35,1.35,0.82,0.2,-1.43,1.22,1.35,2.25,30.04,38.71,61.59,3.54,40.48,24.34,31.03
2956,2021-22,Mac McClung,23,CHI/LAL,24,Too Few Games,Low Minute,Chaser,22.58,-0.17,-0.72,14.41,3.12,0.18,-0.92,-1.02,,-1.07,70.63,69.96,39.57,34.44,76.44,77.96,38.06,4.87,,2.83,-0.04,-1.03,-0.03,0.85,-0.47,-1.2,0.01,-0.21,-0.69,0.05,57.98,30.54,67.08,16.27,51.86,0.23,58.98,62.96,43.79,63.82,0.05,0.34,-0.83,-0.07,18.18,3.43,6.98,0.19,-0.06,1.08,60.34,89.23,20.5,59.68,77.15,83.15,2.27,61.4,45.44,10.89,4.33,1.44,0.14,-0.52,1.23,1.44,2.64,82.66,70.6,59.05,57.82,40.68,25.89,43.17
2957,2024-25,Mac McClung,26,ORL,10,Too Few Games,Low Minute,Helper,40,0.35,-0.89,14.5,5.32,0.34,-0.93,-0.76,-0.67,-0.61,86.25,80.26,30.76,35.02,97.99,93.03,37.67,14,33.41,25.14,-0.02,-0.88,0.02,0.85,-0.66,-0.07,-0.02,-0.55,,-0.06,61.96,36.92,75.05,16.27,39.94,59.86,53.39,43.38,,38.16,-0.07,0.22,0.25,-0.16,26.32,11.71,0,0.27,-0.1,0.72,42.95,78.61,68.34,47.93,97.38,98.31,82.24,64.86,41.55,34.9,7.5,1.26,0.32,-0.86,0,11.25,5.93,97.63,62.92,67.26,36.93,1.45,99.84,88.27
2958,2025-26,Mac McClung,27,IND/CHI,107,Too Few Games,Shot Creator,Chaser,23.48,-0.33,-0.49,21.06,2.96,0.17,-0.93,-0.51,0.02,-0.24,71.35,65.62,50.12,79.38,74.64,76.8,37.67,44.06,82.31,69.35,0.05,-1.06,-0.07,0.85,-0.28,-0.19,-0.08,-1.02,-0.1,0.07,73.47,29.29,60.19,16.27,63.13,44.41,42.3,19.84,68.17,65.58,0.05,0.47,-1.22,-0.33,11.43,-8.29,7,-0.18,0.05,1.01,60.34,95.33,11.1,33.99,39.73,4.86,2.24,40.71,57.21,13.41,2.61,1.78,0.54,-0.82,3.82,2.93,3.15,61.61,80.84,75.48,39.96,76.07,60.45,55.39
2959,2022-23,Mac McClung,24,PHI,41,Too Few Games,Low Minute,Chaser,25.27,-0.95,-0.24,17.71,3.44,0.19,-0.61,-0.72,-0.86,-0.62,72.65,16.82,60.12,60.95,79.7,78.93,50.97,15.78,19.83,23.88,-0.13,-0.8,-0.06,0.85,-0.78,-0.58,0.26,-0.52,-0.51,-0.32,42.9,40.82,61.63,16.27,32.67,11.79,91.09,45.44,52.45,21.49,-0.03,-0.05,-0.26,0.2,20.83,5.75,4,0.24,-0.2,0.74,48.26,40.15,42.03,78,87.3,91.66,20.84,63.81,35.21,32.52,7.5,2.24,0.3,-0.01,9.41,7.5,6.09,97.63,89.4,66.12,74.51,96.27,95.57,89.42
2960,2023-24,Eugene Omoruyi,26,WAS,393,Garbage Time,Athletic Finisher,Mobile Big,4.32,-0.98,-0.22,15.81,0.96,0.07,-1.1,-0.51,-0.71,-0.46,27.59,6.01,60.77,46.14,38.6,57.72,30.3,44.06,29.88,47.99,-0.22,-1.36,-0.34,0.85,-0.95,-0.45,-0.06,-1.12,0.48,0.76,30.91,17.61,27.17,16.27,23.4,17.93,45.74,16.42,84.33,92.41,0.85,0.15,-0.28,0.33,12.53,0.49,3.36,-1.31,0.11,0.64,95.51,70.47,41.09,82.26,46.65,63.82,37.21,7.36,62.26,45.02,2.28,1.57,-0.92,-1.11,3.27,3.07,3.13,55.52,75.07,20.22,18.92,71.27,62.63,55.05
2961,2021-22,Eugene Omoruyi,24,DAL,18,Too Few Games,Low Minute,Helper,3.7,-0.92,-0.56,13.75,1.21,0.08,-0.85,-0.74,,-0.68,23.93,25.83,46.99,27.78,46.55,61.49,41.28,14.81,,17.35,-0.02,-0.77,-0.03,0.85,-0.47,-0.66,0.02,-0.21,,0.04,61.96,41.97,67.08,16.27,51.86,9.06,60.98,62.96,,62.95,-0.04,-0.19,0.18,-0.04,16,1.25,0,0.09,0.06,0.66,46.74,22.06,65.12,63.27,66.09,69.65,82.24,56.15,58.1,42.62,5.63,1.99,0.11,-1.19,2.8,3.75,3.76,91.4,85.21,57.66,14.18,66.03,71.37,66.55
2962,2022-23,Eugene Omoruyi,25,OKC/DET,645,Garbage Time,Stationary Shooter,Helper,1.96,-0.95,-0.67,14.25,0.76,0.03,-1.02,-0.58,-0.7,-0.55,12.09,16.82,41.88,32.95,30.99,28.85,33.91,32.89,30.34,33.62,-0.45,-0.82,-0.39,0.85,-1.46,-0.17,-0.35,-1.65,-0.32,-0.05,12.84,39.66,20.36,16.27,7.44,47.09,10.2,4.68,59.84,39.09,-0.31,-0.01,-0.34,0.87,6.82,-5.52,4.18,0.14,-0.29,0.6,21.7,46.32,38.34,92.44,15.43,11.4,17.47,58.9,29.76,49.83,1.27,0.87,-0.71,-1.21,1.73,1.62,1.71,27.9,41.82,25.57,12.9,49.54,29.46,13.02
2963,2021-22,Jordan Schakel,23,WAS,30,Too Few Games,Low Minute,Point of Attack,12.12,-0.92,-1,15.77,1.14,0.06,-1.5,-0.72,,-0.66,54.9,25.83,24.97,45.84,44.43,53.09,14.65,15.78,,19.18,-0.06,-1.49,-0.03,0.85,-0.61,-0.53,-0.13,-0.73,-0.7,0.04,53.93,13.77,67.08,16.27,42.9,13.87,34.39,33.67,43.37,62.95,0.02,0.48,-0.28,-0.06,3.57,-11.18,2.38,0.07,-0.1,0.84,55.85,95.68,41.09,60.94,9.43,2,67.13,54.97,41.55,23.66,0,0.98,0.46,-1.28,-0.62,0,1.79,0,48.32,72.34,9.38,0.29,0,15.35
2964,2022-23,Jordan Schakel,24,WAS,6,Too Few Games,Low Minute,Mobile Big,28.57,0.54,-0.44,11.58,3,0.17,-0.86,-1.04,,-1.07,75.69,83.53,52.23,11.09,75.23,76.8,40.88,3.74,,2.83,0,,0.02,0.85,-0.55,-0.48,0.04,-0.39,-0.56,0.03,66.49,,75.05,16.27,46.81,16.23,64.75,53.66,50.25,61.92,-0.03,0.89,-0.1,-0.11,28.57,13.49,0,0.06,-0.06,0.68,48.26,99.36,50.59,54.04,98.44,98.93,82.24,54.24,45.44,39.91,6.25,1.36,0.17,-1.29,12.58,6.25,4.25,93.96,67.19,60.4,8.84,98.73,90.46,73.32
2965,2024-25,Stanley Umude,25,MIL,86,Garbage Time,Low Minute,Chaser,5.15,-0.54,-0.73,13.16,1.08,0.04,-0.88,-1.01,-0.76,-1.03,31.98,58.53,38.91,21.41,42.42,39.22,40.06,7.14,25.74,7.26,-0.11,-0.82,-0.07,0.85,-1.15,-0.44,-0.05,-1.36,-1.04,0.1,46.07,39.66,60.19,16.27,15.32,18.52,47.19,10,24.82,67.94,0.04,-0.24,0.53,-0.11,14.93,0.32,3,-0.01,-0.09,0.62,58.88,17.09,79.16,54.04,60.01,62.46,49.1,50.62,42.47,47.3,0.78,0.82,0.46,-1.42,-0.13,1.56,2.11,19.99,38.71,72.34,3.93,0.87,28.08,26.51
2966,2025-26,Stanley Umude,26,SAS,7,Too Few Games,Low Minute,Helper,20,-0.95,-0.84,12.49,1,0.04,-0.88,-1.05,-0.31,-0.63,67.56,16.82,33.34,15.56,39.69,39.22,40.06,2.98,67.29,22.7,0.01,-0.84,-0.01,0.85,-0.49,-0.47,0.05,-0.42,,-0.03,68.49,38.74,70.43,16.27,50.6,16.62,66.39,52.09,,40.97,-0.03,-0.47,,,0,-13.06,0,-0.03,0.05,0.74,48.26,4.32,,,0,1.39,82.24,49.5,57.21,32.52,5.36,1.86,,-1.73,0,5.36,4.3,89.83,82.57,,0.36,1.45,85.47,73.9
2967,2022-23,Stanley Umude,23,DET,2,Too Few Games,Low Minute,Helper,,-0.95,-1.11,12.97,1,0.07,,-1.04,,-1.07,,16.82,19.48,19.69,39.69,57.72,,3.74,,2.83,,,0,0.85,,-0.81,,-0.53,,0.03,,,72.39,16.27,,5.36,,44.68,,61.92,0.01,2.27,,,0,-15.08,0,0.11,0.01,0.7,54.19,99.91,,,0,0.04,82.24,57.2,53.08,37.5,0,1.44,,-1.71,0,0,3.56,0,70.6,,0.98,1.45,0,63.55
