RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,On-Ball Action Share,P&R Creation Rate,Overall Shot Creation,Guarded On-Ball %,Average Dribbles Per Touch,Dribbles Per Second on Offense,Pull-Up Shot Creation,Isolation Shooting Talent,PnR Ball Handler Shot Making Efficiency,One on One Shooting Talent,On-Ball Action Share_percentile,P&R Creation Rate_percentile,Overall Shot Creation_percentile,Guarded On-Ball %_percentile,Average Dribbles Per Touch_percentile,Dribbles Per Second on Offense_percentile,Pull-Up Shot Creation_percentile,Isolation Shooting Talent_percentile,PnR Ball Handler Shot Making Efficiency_percentile,One on One Shooting Talent_percentile,Self-Created Shot Making,Midrange Pull Up Shot Creation,On-Ball Gravity,Stable Isolation PPP,Self-Created Shot Making Efficiency,Guarded by Perimeter Isolation Defense,Self-Created Openness Rating,Overall Shot Making Efficiency,Transition Shot Creation,Transition Frequency Impact,Self-Created Shot Making_percentile,Midrange Pull Up Shot Creation_percentile,On-Ball Gravity_percentile,Stable Isolation PPP_percentile,Self-Created Shot Making Efficiency_percentile,Guarded by Perimeter Isolation Defense_percentile,Self-Created Openness Rating_percentile,Overall Shot Making Efficiency_percentile,Transition Shot Creation_percentile,Transition Frequency Impact_percentile,Offensive Transition Frequency Impact,Movement Speed Rating,Passing Efficiency,Passing Creation Quality,Potential Assists Per 100 Passes,Role-Adjusted Potential Assists Per 100 Passes,Turnovers Per 100 Touches,Offensive eFG% Impact on Teammates,Offense Impact on Teammate Shot Quality,Stable Bad Pass Turnovers Per 75,Offensive Transition Frequency Impact_percentile,Movement Speed Rating_percentile,Passing Efficiency_percentile,Passing Creation Quality_percentile,Potential Assists Per 100 Passes_percentile,Role-Adjusted Potential Assists Per 100 Passes_percentile,Turnovers Per 100 Touches_percentile,Offensive eFG% Impact on Teammates_percentile,Offense Impact on Teammate Shot Quality_percentile,Stable Bad Pass Turnovers Per 75_percentile,High Value Assists Per 75 Possessions,Stable At Rim Assists Per 75,Passing Versatility,Passing Creation Volume,Box Creation,Assists Per 75 Possessions,Stable Assists Per 75,High Value Assists Per 75 Possessions_percentile,Stable At Rim Assists Per 75_percentile,Passing Versatility_percentile,Passing Creation Volume_percentile,Box Creation_percentile,Assists Per 75 Possessions_percentile,Stable Assists Per 75_percentile
2968,2023-24,Stanley Umude,24,DET,307,Rotation,Stationary Shooter,Wing Stopper,2.13,-0.82,-1.32,18.32,0.74,0.02,-1.49,-0.44,-0.68,-0.39,13.3,41.23,10.11,65.06,30.08,18.39,14.98,53.4,32.31,56.47,-0.04,-1.56,-0.14,0.85,-0.4,-0.26,0.13,-0.07,-0.84,0.44,57.98,12.07,51.39,16.27,56.24,35.19,78.34,69.22,35.73,84.08,0.18,-0.07,-0.74,0.15,12.75,0.14,5.51,-0.16,0.79,0.79,71.95,37.61,23.21,76.29,47.94,60.67,5.42,41.7,87.68,27.27,1.18,0.85,0.11,-1.29,1.23,1.3,1.52,25.77,40.52,57.66,8.84,40.68,23.44,8.53
2969,2023-24,Colin Castleton,23,LAL,59,Garbage Time,Low Minute,Anchor Big,3.42,-0.98,-0.86,14.54,0.97,0.05,-1.13,-0.57,,-0.56,21.92,6.01,32.37,35.4,38.96,46.61,29.15,34.48,,31.99,-0.05,-1.05,-0.08,0.85,-0.89,-0.51,-0.04,-0.72,-0.9,0.16,55.7,29.65,58.89,16.27,26.71,14.87,49.26,34.13,32.34,71.92,0,-0.33,-0.8,-0.04,11.11,-3.07,3.53,-0.88,-0.27,0.86,52.72,10.69,21.36,63.27,38.03,25.19,32.26,15.15,30.98,22.27,1.21,1.08,-0.65,-1.4,0,1.81,2.51,26.64,53.74,27.69,4.59,1.45,34.49,39.28
2970,2024-25,Colin Castleton,24,MEM/TOR/PHI,432,Key Rotation,Roll + Cut Big,Mobile Big,1.58,-0.98,-0.7,13.08,0.68,0.03,-1.31,-0.62,,-0.52,9.05,6.01,40.42,20.79,27.09,28.85,21.14,27.08,,38.57,-0.42,-1.32,-0.35,0.85,-1.34,-0.51,-0.39,-1.2,-0.85,0.01,14.58,19.01,25.64,16.27,9.73,14.87,7.51,13.85,35.12,59.84,0.16,-0.04,-0.32,-1.04,16.24,4.7,4.01,-1.61,-0.41,0.51,70.37,41.71,39.53,8.85,67.38,88.56,20.56,4.01,24.13,61.66,1.93,0.48,-0.04,-0.61,1.02,2.35,2.44,46.67,19.36,50.22,53.25,37.25,48.78,37.18
2971,2021-22,Terry Taylor,22,IND,714,Rotation,Athletic Finisher,Helper,1.99,-0.92,-0.55,14.32,0.73,0.03,-1.46,-0.39,,-0.36,12.31,25.83,47.29,33.52,29.66,28.85,15.83,58.75,,59.78,0.34,-1.55,-0.33,0.85,0.51,-0.06,-0.42,0.82,-0.59,-0.3,85.6,12.32,28.5,16.27,87.96,60.79,5.7,90.75,48.95,22.62,-0.3,0.19,-1.61,-0.55,11.9,-0.4,2.68,-0.71,-0.81,0.5,22.46,75.09,4.97,22.95,42.75,48.46,59.29,19.98,11.47,62.98,1.97,0.77,-1.36,-0.86,1.92,2.07,2.13,47.75,35.47,11.26,36.93,53,41.52,27.19
2972,2024-25,Terry Taylor,25,SAC,6,Too Few Games,Low Minute,Helper,,-0.98,-0.74,8.71,0.43,0.02,-0.87,-1.01,,-1.03,,6.01,38.4,0.35,11.11,18.39,40.41,7.14,,7.26,-0.01,-0.83,-0.01,0.85,-0.63,-0.92,-0.02,-0.48,,0.03,64.2,39.23,70.43,16.27,41.76,3.03,53.39,48.32,,61.92,-0.01,-0.85,0.17,-0.12,16.67,2.06,0,0.23,0.04,0.74,51.19,0.62,64.62,52.74,69.56,75.33,82.24,63.43,56.12,32.52,11.54,1.85,0.09,-1.47,0,11.54,5.44,99.91,82.36,56.6,2.69,1.45,99.87,84.93
2973,2022-23,Terry Taylor,23,IND/CHI,263,Garbage Time,Athletic Finisher,Helper,2.47,-0.95,-0.2,14.77,0.67,0.03,-0.92,-0.35,,-0.38,15.59,16.82,61.48,37.25,26.52,28.85,38.06,62.63,,57.46,-0.05,-0.8,-0.23,0.85,-0.36,-0.2,-0.3,-0.54,-0.18,0.35,55.7,40.82,41.18,16.27,58.67,43.24,14.52,44.11,65.64,81.23,0.21,0.24,-0.46,-0.11,10.43,-2.29,2.97,-0.84,-0.01,0.33,74.08,80.6,33.36,54.04,34.01,31.6,49.92,16.39,50.89,80.26,1.34,0.5,0.06,-1.27,0.71,1.34,1.56,29.73,20.04,55.17,9.75,33.06,24.18,9.56
2974,2023-24,Terry Taylor,24,CHI,188,Garbage Time,Athletic Finisher,Helper,0.53,-0.98,-0.7,15.94,0.67,0.03,-1.46,-0.62,,-0.58,1.37,6.01,40.42,47.49,26.52,28.85,15.83,27.08,,29.13,-0.06,-1.29,-0.19,0.85,-0.5,-0.29,-0.32,-0.53,-1.58,0.56,53.93,20.02,45.99,16.27,49.91,31.45,12.53,44.68,3.09,87.78,0.33,0.2,-0.26,-0.17,12,-0.04,3.57,-0.2,-0.15,0.42,81.11,76.39,42.03,46.72,43.17,52,31.27,39.78,38.36,72.31,1.76,0.68,-0.41,-1.35,0.59,1.96,2.22,41.58,29.78,35.78,6.21,32.02,38.79,30.17
2975,2025-26,Ethan Thompson,26,IND,584,Key Rotation,Movement Shooter,Chaser,9.91,-0.45,-0.75,21.28,1.58,0.09,-0.85,-0.64,-0.65,-0.57,49.45,62.09,37.94,80.47,56.01,64.64,41.28,24.05,35.75,30.37,-0.24,-0.45,-0.11,0.85,-0.74,-0.27,0.05,-1.38,-0.36,0.84,28.93,54.71,54.99,16.27,35.08,34.07,66.39,9.61,58.21,93.58,0.05,0.65,0.13,1.19,12.47,-0.88,3.46,0.15,-0.26,0.55,60.34,98.4,62.21,95.36,46.04,44.09,34.24,59.49,31.49,56.05,2.55,1.49,0.45,-0.55,2.26,2.99,3.03,60.62,72.7,71.9,56.55,58.74,61.3,52.67
2976,2021-22,Georgios Kalaitzakis,23,MIL/OKC,213,Garbage Time,Secondary Ball Handler,Low Activity,14.66,-0.33,-0.4,12.89,2.04,0.09,-0.48,0,-0.78,-0.13,59.89,65.62,53.95,18.81,64.25,64.64,55.82,81.28,24.45,75.12,-0.23,-0.59,-0.06,0.85,-0.81,-0.49,0.66,-0.39,-0.27,-0.53,29.82,49.34,61.63,16.27,30.82,15.74,99.71,53.66,61.99,13.1,-0.21,-0.11,-2.04,-0.19,11.41,-5.37,6.67,-0.68,-0.25,1.24,29.08,31.86,2.45,44.63,39.62,12.08,2.52,20.84,32.03,6.81,1.74,1.13,0.37,-0.91,2.33,2.08,2.27,41.07,56.41,69.14,33.5,59.77,41.85,31.71
2977,2021-22,Ish Wainright,27,PHO,359,Garbage Time,Stationary Shooter,Low Activity,1.26,-0.92,-1.28,13,0.63,0.02,-1.46,-0.52,,-0.49,6.28,25.83,11.84,20.08,24.47,18.39,15.83,42.42,,43.62,-0.13,-1.52,-0.24,0.85,-0.75,-0.38,-0.15,-1.22,-1.37,0.15,42.9,12.98,39.81,16.27,34.48,23.1,31.7,13.25,8.69,71.21,-0.01,0.13,-1.02,-0.38,11.97,0.24,3.1,-0.45,-0.2,0.57,51.19,67.95,15.03,30.87,43.02,61.66,45.84,29.15,35.21,53.65,1.2,0.55,-0.91,-1.23,0.6,1.5,1.65,26.32,22.34,20.45,11.7,32.09,27.07,11.46
2978,2022-23,Ish Wainright,28,PHO,915,Rotation,Movement Shooter,Helper,1.49,-0.87,-1.48,15.29,0.72,0.02,-1.42,-0.71,,-0.75,8.1,35.61,5.34,41.54,29.18,18.39,17.13,16.5,,12.78,-0.43,-1.17,-0.4,0.85,-1.63,-0.39,-0.24,-1.58,-1.02,0.1,14.04,24.88,19.25,16.27,4.79,22.31,20.59,5.82,25.82,67.94,-0.26,-0.01,0.16,-0.77,14.16,1.1,2.33,0.33,-0.03,0.34,25.14,46.32,63.84,15.03,55.66,68.34,68.32,67.19,48.35,79.6,1.76,0.62,0.4,-0.96,0.77,2.12,2.17,41.58,25.76,70.12,30.08,33.67,42.96,28.56
2979,2023-24,Ish Wainright,29,POR/PHO,62,Too Few Games,Low Minute,Helper,5.56,-0.98,-1.55,14.12,0.92,0.06,-1.34,-0.67,,-0.62,34.21,6.01,3.86,31.65,37.3,53.09,20.05,19.96,,23.88,-0.07,-1.48,-0.1,0.85,-0.98,-0.33,-0.02,-0.91,-0.98,0.04,52.21,14.08,56.19,16.27,22.07,27.21,53.39,24.43,28.1,62.95,0.21,0.3,-0.81,-0.08,7.35,-6.83,2.04,-0.78,-0.15,0.66,74.08,86.55,21.07,58.42,17.69,7.19,74.06,18.13,38.36,42.62,0,0.74,-0.16,-1.37,0.16,0.54,1.55,0,33.64,45.4,5.43,28.49,17.66,9.31
2980,2021-22,Jamorko Pickett,24,DET,176,Garbage Time,Movement Shooter,Helper,1.92,-0.68,-1.69,12.61,0.54,0.02,-1.54,-1.02,-0.5,-0.38,11.67,51.76,1.58,16.39,18.97,18.39,13.33,4.87,50.09,57.46,-0.02,-1.55,-0.22,0.85,-0.34,-0.5,0.05,-0.54,-1.49,-0.18,61.96,12.32,42.48,16.27,59.89,15.39,66.39,44.11,5.14,29.24,-0.08,-0.16,-0.67,-0.13,8.02,-5.93,2.25,0.33,0.15,0.45,41.73,25.62,25.6,51.64,20.29,9.82,70.05,67.19,64.83,68.98,1.22,0.37,-1.08,-1.13,0.38,1.42,1.73,26.91,15.97,16.24,17.64,29.91,25.47,13.75
2981,2024-25,Jordan Goodwin,26,LAL,543,Rotation,Stationary Shooter,Chaser,8.99,-0.36,-0.45,18.94,1.92,0.09,-0.59,-0.61,-0.55,-0.56,47.15,64.93,51.75,68.89,62.66,64.64,51.67,28.64,44.88,31.99,-0.29,-0.53,-0.12,0.85,-0.93,-0.2,-0.05,-0.82,-0.77,-1,24.02,51.76,53.94,16.27,24.47,43.24,47.19,28.75,39.45,3.12,-0.88,-0.04,-0.6,-0.32,11.94,-0.95,3.05,-0.49,-0.2,0.76,2.23,41.71,27.91,34.66,42.91,43.36,47.56,27.63,35.21,30.34,2.76,1.02,-0.2,-0.59,1.78,2.9,2.95,64.24,50.61,43.88,54.57,50.37,59.97,50.91
2982,2023-24,Jordan Goodwin,25,PHO/MEM,1056,Rotation,Primary Ball Handler,Point of Attack,27.23,0.63,0.4,22.75,3.64,0.28,0.14,-0.35,-1.42,-0.67,74.44,84.87,79.6,86.46,81.96,87.45,75.85,62.63,4.6,18.31,-0.72,0.41,-0.08,0.91,-1.77,-0.05,-0.15,-1.98,0.17,-0.86,4.29,82.75,58.89,89.93,3.27,61.89,31.7,1.7,76.61,4.92,-0.71,-0.11,-0.6,-1.19,15.98,-3.64,2.5,-1.1,-0.25,0.93,4.94,31.86,27.91,6.61,65.99,21.11,64.09,10.78,32.03,18.02,4.47,1.76,0.76,0.19,3.97,5.5,5.47,83.82,80.32,82.16,78.79,77.41,86.38,85.19
2983,2025-26,Jordan Goodwin,27,PHO,1572,Key Rotation,Movement Shooter,Chaser,10.13,-0.41,-0.18,22.78,2.13,0.13,-0.35,-0.4,-0.94,-0.39,50.2,63.3,62.37,86.55,65.52,72.25,60.56,57.67,15.89,56.47,-0.57,-0.1,-0.04,0.85,-1.3,-0.11,-0.15,-0.77,0.27,-0.41,7.87,67.31,65.05,16.27,10.84,55.2,31.7,31.61,79.27,17.45,-0.48,-0.01,0.84,-0.28,13.75,0.4,3.14,-0.27,-0.41,0.63,12.05,46.32,87.41,37.32,53.64,63.14,44.53,36.62,24.13,46.13,3.1,1.47,0.8,-0.28,3.08,3.55,3.56,69.63,71.71,83.33,67.03,69.07,69.14,63.55
2984,2021-22,Jordan Goodwin,23,WAS,6,Too Few Games,Low Minute,Point of Attack,45.45,-0.92,-0.48,26.13,3.22,0.25,-0.82,-0.78,-0.63,-0.6,91.05,25.83,50.66,93.98,77.43,84.57,42.51,13.32,37.54,26.37,-0.02,-0.8,-0.01,0.85,-0.62,-0.56,-0.03,-0.44,,0.02,61.96,40.82,70.43,16.27,42.3,12.67,51.53,50.71,,60.95,-0.01,0.9,,,0,-14.75,0,-0.08,-0.05,0.73,51.19,99.38,,,0,0.23,82.24,46.17,46.49,33.71,0,1.34,,-1.71,0,0,3.24,0,66.41,,0.98,1.45,0,57.39
2985,2022-23,Jordan Goodwin,24,WAS,1105,Rotation,Primary Ball Handler,Point of Attack,34.13,0.51,0.5,21.39,3.87,0.27,0.25,-0.21,-0.98,-0.27,80.84,82.87,81.46,80.98,84.73,86.48,78.89,72.94,14.45,67.38,-0.21,0.39,-0.12,0.83,-0.62,-0.07,-0.02,-0.63,-0.07,-0.05,32.22,82.18,53.94,12.64,42.3,59.86,53.39,38.75,69.33,39.09,-0.23,0.12,0.32,-0.99,17.42,-2.3,2.43,-0.56,0.07,0.9,27.61,66.77,71.41,9.61,73.69,31.48,65.87,24.99,58.77,19.68,4.54,1.85,1.63,0.33,4.18,5.52,5.48,84.44,82.36,97.59,81.5,78.99,86.54,85.25
2986,2025-26,Micah Potter,27,IND,850,Rotation,Stretch Big,Mobile Big,3.3,-0.95,-1.41,13.99,0.38,0.02,-1.07,-0.5,-0.35,-0.16,21.17,16.82,7.28,30.07,7.59,18.39,31.65,45.48,64.25,73.56,-0.04,-1.13,-0.29,0.85,-0.09,-0.29,-0.34,0.32,-1.54,0.51,57.98,26.56,33.82,16.27,72.26,31.45,10.73,80.83,3.81,86.26,0.26,0.17,-0.6,0.03,9.02,-1.38,4.4,-0.55,-0.41,0.53,77.37,72.95,27.91,69.32,25.71,39.46,14.16,25.28,24.13,58.74,2.35,1.02,-0.52,-0.95,3.63,2.76,2.8,56.99,50.61,31.93,30.69,74.4,57.54,47.5
2987,2022-23,Micah Potter,24,UTA,52,Too Few Games,Low Minute,Helper,2.11,-0.95,-0.79,13.28,0.42,0.02,-0.96,-1.04,-0.74,-1.07,13.2,16.82,35.66,22.69,10.36,18.39,36.55,3.74,27.28,2.83,-0.01,-0.87,-0.07,0.85,-0.53,-0.42,0.02,-0.1,-1.28,-0.29,64.2,37.46,60.19,16.27,47.97,19.94,60.98,67.98,12.13,23.05,-0.04,0.32,-0.33,0.05,5.71,-9.37,2.27,-0.87,0.06,0.69,46.74,88.02,38.91,70.67,12.06,3.47,69.66,15.54,58.1,38.77,1.92,1.39,-0.71,-1.26,2.79,2.56,2.97,46.28,68.56,25.57,10.19,65.9,53.83,51.36
2988,2023-24,Micah Potter,25,UTA,186,Garbage Time,Stationary Shooter,Mobile Big,1.68,-0.98,-1.08,14.52,0.37,0.02,-1.29,-1.01,,-0.52,9.76,6.01,21.11,35.25,6.89,18.39,21.87,7.14,,38.57,-0.24,-1.18,-0.17,0.85,-1.28,-0.21,-0.18,-0.5,-1.2,-0.17,28.93,24.5,48.46,16.27,11.35,42.01,27.41,47.09,16.05,29.82,-0.22,-0.13,-0.85,-0.3,10,-2.61,2.38,-0.51,,0.65,28.39,29.26,19.79,35.82,31.31,29.01,67.13,26.82,,43.88,0.4,0.39,-1,-1.16,0.23,1.2,1.57,17.86,16.37,18.03,15.94,28.98,21.98,9.77
2989,2024-25,Micah Potter,26,UTA,705,Rotation,Stationary Shooter,Helper,0.57,-0.98,-1.78,14.41,0.38,0.02,-1.96,-0.6,,-0.59,1.56,6.01,0.88,34.44,7.59,18.39,4.9,30.08,,27.84,-0.13,-1.45,-0.42,0.85,-0.46,-0.28,-0.18,-1.02,-1.28,-0.55,42.9,14.99,16.2,16.27,52.53,32.71,27.41,19.84,12.13,12.55,0.03,-0.1,0.68,-0.41,10.73,-2.16,3.51,0.14,-0.51,0.34,57.41,33.28,83.69,29.3,35.92,32.7,32.86,58.9,19.97,79.6,1.34,0.4,-0.16,-0.93,0.27,1.59,1.68,29.73,16.69,45.4,32.08,29.3,28.79,12.29
2990,2021-22,Micah Potter,23,DET,31,Too Few Games,Low Minute,Helper,2.67,-0.92,-0.38,13.03,0.21,0.01,,-1.02,,-0.46,16.96,25.83,54.87,20.41,0.86,14.9,,4.87,,47.99,0.03,,-0.06,0.85,-0.29,-0.25,-0.05,-0.38,-0.63,-0.17,71.42,,61.63,16.27,62.68,36.58,47.19,54.27,46.91,29.82,0.08,0.12,0.25,-0.1,7.69,-7.06,2.7,-0.65,-0.18,0.61,63.57,66.77,68.34,55.56,18.86,6.78,58.66,21.92,36.48,48.68,1.09,0.94,-0.04,-1.12,0,0,1.68,24.02,45.99,50.22,18.28,1.45,0,12.29
2991,2023-24,Dru Smith,26,MIA,131,Garbage Time,Stationary Shooter,Point of Attack,20.95,0.94,-0.6,23.12,3.66,0.24,-0.42,-0.58,-0.87,-0.54,68.72,89.22,45.13,87.65,82.32,83.62,58.04,32.89,19.35,35.1,-0.2,-0.59,0.06,0.85,-1.1,-0.17,0.14,-0.72,-0.07,-0.03,33.18,49.34,77.34,16.27,17.13,47.09,79.62,34.13,69.33,40.97,-0.22,0.04,-0.87,-0.19,21.28,8.67,2.11,-1.42,-0.75,1.05,28.39,54.72,19.17,44.63,88.49,96.3,72.99,5.98,12.76,11.87,3.93,1.82,1.59,0.1,2.49,3.93,3.95,79.12,81.65,97.34,77.05,61.81,73.49,69.49
2992,2024-25,Dru Smith,27,MIA,268,Garbage Time,Secondary Ball Handler,Point of Attack,18.43,0.35,-0.54,20.74,3.19,0.17,-0.69,-0.62,-0.59,-0.48,65.77,80.26,47.79,78.07,77.16,76.8,48.04,27.08,41.53,45.01,-0.16,-0.87,-0.16,0.85,-0.71,-0.17,-0.2,0.08,-1.06,0.52,38.4,37.46,49.42,16.27,36.82,47.09,25.09,74.38,23.62,86.59,0.21,-0.08,0.58,-0.34,18.45,2.18,3.95,-0.98,0.05,0.71,74.08,36.21,80.81,33.4,78.51,76.24,21.92,13.15,57.21,36.25,2.99,1.27,0.19,-0.02,2.6,3.13,3.21,67.85,63.36,61.07,74.27,63.38,63.51,56.76
2993,2025-26,Dru Smith,28,MIA,1141,Rotation,Shot Creator,Point of Attack,16.79,-0.52,-0.16,24.58,2.84,0.23,-0.32,-0.01,-0.57,-0.31,63.08,59.17,63.12,91.41,73.31,82.73,61.43,81.04,43.21,64.25,-0.04,-0.21,-0.2,0.85,-0.09,-0.23,-0.13,-1.01,-0.09,0.12,57.98,63.13,44.84,16.27,72.26,39.24,34.39,20.16,68.65,69.24,0.29,0.7,0.77,-1.34,16.23,-3.48,2.68,-1.24,-0.37,0.57,78.89,98.82,85.79,4.93,67.29,22.31,59.29,8.72,25.75,53.65,4.45,2.01,-0.44,-0.02,3.53,5.49,5.46,83.72,85.65,34.74,74.27,73.41,86.26,85.14
2994,2022-23,Dru Smith,25,MIA/BRK,158,Garbage Time,Secondary Ball Handler,Point of Attack,28.2,0.41,-0.08,19.16,4.25,0.26,-0.26,-0.6,-0.9,-0.64,75.33,81.36,66.14,70.18,89.28,85.6,63.55,30.08,17.82,21.38,-0.2,-0.27,-0.16,0.85,-1.1,-0.26,0,-0.95,-0.02,0.01,33.18,61.24,49.42,16.27,17.13,35.19,57.37,22.83,71.03,59.84,0.11,-0.18,0.86,-0.05,13.7,-4.48,1.07,-0.47,0.37,0.46,66.16,23.31,87.88,62.42,53.17,16.05,81.58,28.37,75.94,67.98,3.92,1.91,0.06,-0.71,2.34,5.08,4.89,79.03,83.63,55.17,47.41,59.93,83.5,80.31
2995,2021-22,Kevin Pangos,29,CLE,166,Garbage Time,Secondary Ball Handler,Point of Attack,47.95,1.08,0.21,20.88,5.15,0.36,0.27,-0.56,0.1,-0.2,92.77,90.66,74.86,78.67,97.24,94.74,79.38,36.07,84.52,71.51,-0.01,-0.07,0.08,0.85,-0.27,-0.08,0.27,-0.8,-1.4,-0.56,64.2,68.46,78.05,16.27,63.58,58.6,91.66,29.79,7.59,12.13,-0.43,0.11,0.44,-0.79,19.87,3.09,1.83,0.57,-0.47,0.71,14.76,65.21,76.05,14.53,83.88,81.4,76.98,76.15,21.5,36.25,6.42,2.32,1.31,-0.46,2.83,6.64,6.23,94.66,90.53,94.34,60.34,66.38,92.51,90.25
2996,2022-23,MarJon Beauchamp,22,MIL,700,Rotation,Movement Shooter,Chaser,8.7,-0.72,-0.55,17.32,1.67,0.06,-0.58,-0.14,-1.05,-0.3,46.28,49.31,47.29,57.81,58.02,53.09,52.17,76.12,11.84,65.03,-0.26,-0.56,-0.39,0.89,-0.89,-0.13,0.22,-1.27,-0.74,-1.03,26.84,50.18,20.36,87.09,26.71,52.69,88.03,11.89,41.28,2.82,-0.7,-0.12,-0.94,-0.19,16.67,3.61,5.81,-0.29,0.11,0.59,5.23,30.69,17.17,44.63,69.56,84.22,4.34,35.62,62.26,51.21,1.74,0.64,0.48,-0.99,1.52,1.79,1.87,41.07,27.09,73.28,27.81,45.68,33.87,18.01
2997,2023-24,MarJon Beauchamp,23,MIL,608,Rotation,Movement Shooter,Point of Attack,6.47,-0.81,-0.48,22.9,1.86,0.07,-1.17,-0.6,-0.57,-0.54,38.17,42.21,50.66,86.93,61.68,57.72,27.19,30.08,43.21,35.1,-0.1,-1,-0.36,0.85,-0.33,-0.32,0.09,-0.2,0.55,-0.18,47.59,31.7,24.34,16.27,60.42,28.25,72.38,63.46,85.6,29.24,0.13,-0.02,0.48,0.32,17.19,4.2,4.42,0.38,-0.17,0.51,67.82,45.05,77.52,81.99,72.45,86.78,13.96,69.31,37.05,61.66,1.58,0.94,0.59,-1.08,1.17,1.81,1.9,36.28,45.99,77.22,20.87,39.6,34.49,19.25
2998,2024-25,MarJon Beauchamp,24,MIL/LAC/NYK,156,Garbage Time,Movement Shooter,Chaser,16.27,-0.35,0.11,16.54,2.17,0.11,-0.72,-0.34,-0.26,-0.22,62.35,65.08,71.9,52.35,66.01,68.69,46.86,63.69,70.34,70.45,-0.01,-0.93,-0.12,0.85,-0.19,-0.6,0.11,-0.54,0.07,0.23,64.2,34.79,53.94,16.27,67.95,11.06,75.33,44.11,73.85,76.2,-0.02,-0.17,-0.53,-0.02,21.28,7.75,6.36,-0.69,0.26,0.95,49.57,24.45,30.6,65.37,88.49,95.24,2.95,20.6,71.19,16.75,3.09,1.52,0.29,-1.24,3.08,2.43,2.65,69.47,73.61,65.71,11.22,69.07,50.72,43.36
2999,2025-26,MarJon Beauchamp,25,PHI,194,Rotation,Movement Shooter,Chaser,12.65,-0.66,-0.35,21.51,1.55,0.1,-0.28,-0.5,-0.64,-0.6,56.04,52.98,55.87,81.5,55.37,66.88,62.72,45.48,36.78,26.37,0.06,-0.87,-0.18,0.85,-0.24,-0.28,0.31,-0.61,0.73,0.55,74.45,37.46,47.21,16.27,65.32,32.71,93.76,40,88.94,87.46,0.38,0.59,0.13,0,26.67,13.32,26.53,0.12,0.28,0.53,83.7,97.88,62.21,67.15,97.69,98.86,0.14,57.88,72.15,58.74,2.74,1.05,-0.36,-0.86,3.16,2.74,2.9,63.92,52.28,37.48,36.93,69.88,57.12,49.57
3000,2024-25,Dyson Daniels,21,ATL,2571,Star,Primary Ball Handler,Point of Attack,19.64,-0.03,0.24,23.89,2.28,0.15,0.06,-0.14,-0.72,-0.33,67.18,72.97,75.83,89.85,67.52,74.59,73.56,76.12,28.94,62.53,-0.59,0.2,-0.26,0.85,-1,0,-0.14,-0.77,1.15,1.31,7.2,76.99,37.64,16.27,21.28,67.06,32.91,31.61,94.49,97.8,0.93,0.28,0.38,0.29,18.98,-1.04,3.29,0.49,0.74,0.99,96.22,84.92,73.64,81.18,80.81,42.53,39.42,73.22,86.7,14.43,3.88,1.64,0.6,0.71,3.97,4.55,4.55,78.64,77.02,77.41,86.59,77.41,79.2,76.74
3001,2025-26,Dyson Daniels,22,ATL,2490,Starter,Athletic Finisher,Point of Attack,18.81,-0.24,0.09,26.58,2.88,0.22,-0.3,-0.84,-0.24,-1.13,66.27,68.23,71.23,94.47,73.77,81.95,62.07,12.42,71.5,2.2,-0.35,-0.35,-0.43,0.85,-0.71,0,-0.29,-1.6,1.2,2.01,19.11,58.33,14.91,16.27,36.82,67.06,15.58,5.44,94.93,99.75,1.31,0.4,0.81,-0.11,19.54,6.41,3.39,2.07,0.33,0.93,98.58,92.43,86.76,54.04,82.72,92.96,36.25,97.8,74.32,18.02,5.35,2.2,0.31,1.09,3.36,6.26,6.24,89.79,88.82,66.67,91.16,72.06,90.6,90.28
3002,2022-23,Dyson Daniels,19,NOP,1042,Rotation,Stationary Shooter,Point of Attack,17.44,0.14,-0.39,20.94,2.58,0.14,-0.43,-0.73,-0.71,-0.69,64.09,76.51,54.46,78.92,70.84,73.33,57.78,15.37,29.88,16.5,-0.45,-0.44,-0.38,0.74,-1.39,-0.27,-0.02,-1.34,-0.02,0.29,12.84,54.95,21.72,2.01,8.75,34.07,53.39,10.43,71.03,78.89,0.39,0.1,-1.47,0.24,17.55,5.21,3.32,0.51,0.4,1.03,84.17,63.82,6.43,79.57,74.39,90.28,38.55,73.95,77.02,12.62,4.41,2.12,1.34,-0.06,1.96,4.65,4.63,83.4,87.69,94.72,73.24,53.83,80.06,77.54
3003,2023-24,Dyson Daniels,20,NOP,1358,Key Rotation,Stationary Shooter,Point of Attack,16.66,0.04,-0.64,24.62,2.39,0.17,-0.63,-0.63,-0.9,-0.56,62.91,74.54,43.52,91.52,68.87,76.8,50.16,25.44,17.82,31.99,-0.37,-0.73,-0.55,0.85,-0.99,-0.07,0.13,-1.24,0.51,1.03,17.61,43.89,2.27,16.27,21.62,59.86,78.34,12.74,85.04,95.75,0.76,0.14,0.61,-0.5,14.26,1.66,2.46,0.85,0.17,0.64,94.02,69.24,81.72,24.95,56.15,72.39,65.25,83.44,65.88,45.02,3.74,1.66,1.71,-0.04,2.25,4.47,4.46,77.24,77.48,98.03,73.8,58.5,78.57,75.76
