RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Midrange Talent,Midrange Shot Making,Midrange Shot Creation,Midrange Pull Up Talent,Midrange Pull Up Shot Making,Midrange Pull Up Shot Making Efficiency,Stable Long Midrange FG%,Stable Short Midrange FG%,Midrange FGM Per 75,Midrange Pull Up FGM Per 75,Midrange Talent_percentile,Midrange Shot Making_percentile,Midrange Shot Creation_percentile,Midrange Pull Up Talent_percentile,Midrange Pull Up Shot Making_percentile,Midrange Pull Up Shot Making Efficiency_percentile,Stable Long Midrange FG%_percentile,Stable Short Midrange FG%_percentile,Midrange FGM Per 75_percentile,Midrange Pull Up FGM Per 75_percentile,Midrange Shot Making Efficiency,Midrange Pull Up FG%,Midrange Shot Making Efficiency_percentile,Midrange Pull Up FG%_percentile
3369,2023-24,Bilal Coulibaly,19,WAS,1715,Starter,Stationary Shooter,Wing Stopper,-1.1,-0.87,-0.43,-0.99,-0.76,-1.94,40.06,36.41,0.43,0.14,4.64,2.58,47.26,7.36,3.63,1.87,39.12,18.08,23.33,41.39,-2.16,24.14,0.97,26.04
3370,2024-25,Bilal Coulibaly,20,WAS,1948,Starter,Secondary Ball Handler,Point of Attack,-0.72,-0.84,0.34,-0.7,-0.87,-1.47,37.14,36.78,1.11,0.42,24.46,2.92,76.4,27.05,2.2,7.53,16.49,19.2,46.38,59.71,-1.38,26.44,9.61,28.89
3371,2025-26,Bilal Coulibaly,21,WAS,1445,Key Rotation,Secondary Ball Handler,Wing Stopper,-0.81,-0.93,0.29,-0.76,-0.93,-1.84,39.96,34.61,0.92,0.15,16.5,2.14,75.01,20.8,1.73,2.85,36.7,15.03,39.7,42.24,-1.81,30,2.94,33.22
3372,2023-24,Colby Jones,21,SAC,192,Garbage Time,Movement Shooter,Chaser,-0.08,0.08,-0.23,-0.12,0.11,0.37,42.29,46.18,3.27,1.35,73.1,74.13,55.35,72.11,76.71,85.95,86.35,93.13,92.13,86.32,0.2,58.33,81.2,94.78
3373,2024-25,Colby Jones,22,SAC/WAS,515,Garbage Time,Movement Shooter,Chaser,-0.29,-0.15,0.2,-0.22,-0.11,-0.52,40.93,44.76,1.58,0.72,62.58,40.93,71.93,67.25,46.92,50.38,59.58,86.58,61.92,70.83,-0.59,41.67,44.39,65.51
3374,2025-26,Nick Smith Jr.,21,LAL,344,Rotation,Shot Creator,Point of Attack,0.28,0.05,0.95,0.34,0.07,-0.15,41.01,44.85,2.89,2.04,83.68,71.73,92.17,84.7,74.33,70.37,61.85,87.09,88.69,94.77,-0.18,43.18,67.25,70.67
3375,2023-24,Nick Smith Jr.,19,CHO,729,Rotation,Secondary Ball Handler,Point of Attack,-0.4,-0.62,0.49,-0.36,-0.6,-1.79,36.97,43.4,1.97,1.29,55.3,6.85,80.81,59.41,7.11,3.3,16.02,74.55,72,85.32,-1.81,30.12,2.94,34.01
3376,2024-25,Nick Smith Jr.,20,CHO,1369,Key Rotation,Secondary Ball Handler,Chaser,0.24,0.02,0.74,0.38,0.15,-0.09,41.62,43.13,2.46,1.79,82.77,68.68,87.41,85.53,78.65,72.81,75.04,71.86,82.65,92.64,-0.22,43.23,65.66,70.85
3377,2023-24,Emoni Bates,20,CLE,133,Garbage Time,Secondary Ball Handler,Chaser,-0.49,-0.19,-0.22,-0.43,-0.12,-1.02,41.71,43.44,0.85,0.57,47.87,36.17,55.68,54.65,45.31,21.11,76.57,74.84,37.09,65.48,-1.25,28.57,12.48,30.96
3378,2024-25,Emoni Bates,21,CLE,75,Garbage Time,Low Minute,Chaser,-0.65,-0.1,-1.17,-0.61,-0.05,-0.69,40.43,43.81,,0,31.62,48.33,18.73,37.39,57.52,39.54,48.03,78.26,,0,-0.8,0,31.51,0
3379,2023-24,Amari Bailey,19,CHO,65,Garbage Time,Low Minute,Helper,-0.33,-0.13,0.11,-0.36,-0.13,-1.33,41.89,43.04,1.15,0.57,59.85,43.56,68.58,59.41,43.63,10.5,79.32,71.14,47.81,65.48,-1.28,20,11.81,22.49
