RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Transition Shot Creation,Avg Speed Offense,Avg Speed Defense,Movement Speed Rating,Offensive Transition Frequency Impact,Transition Frequency Impact,Perimeter Isolation Defense,Stable And 1s Per 75,Post Defense,Screen Assists Per 75 Possessions,Transition Shot Creation_percentile,Avg Speed Offense_percentile,Avg Speed Defense_percentile,Movement Speed Rating_percentile,Offensive Transition Frequency Impact_percentile,Transition Frequency Impact_percentile,Perimeter Isolation Defense_percentile,Stable And 1s Per 75_percentile,Post Defense_percentile,Screen Assists Per 75 Possessions_percentile,Finishing Talent,Screening Talent,Usage Rate,True Usage,Stable True Usage%,Defensive Playmaking,Finishing Talent_percentile,Screening Talent_percentile,Usage Rate_percentile,True Usage_percentile,Stable True Usage%_percentile,Defensive Playmaking_percentile
3558,2024-25,KJ Simpson,22,CHO,842,Key Rotation,Primary Ball Handler,Point of Attack,0.25,4.53,4.15,-0.14,-0.35,-0.29,-0.39,0.29,-1.16,0.8,78.87,43.77,80.06,27.86,19.37,23.05,51.01,49.24,8.05,72.09,-0.28,0.85,19.1,35.38,31.75,3.73,59.8,88.89,59.75,79.44,65.35,83.44
3559,2025-26,KJ Simpson,23,CHO/DEN,258,Rotation,Secondary Ball Handler,Point of Attack,-0.27,4.74,4.32,0.11,-0.25,-0.23,-0.45,0.26,-0.42,0,61.99,72.92,93.69,65.14,25.94,26.51,47.7,41.45,46.27,0,-0.2,0.5,21.8,38.5,34.05,2.43,63.88,80.71,75.12,85.09,73.19,34.37
3560,2024-25,Bronny James,20,LAL,181,Garbage Time,Secondary Ball Handler,Point of Attack,-0.13,4.48,3.9,-0.15,-0.5,-0.63,-0.94,0.29,-0.65,0,67.29,36.46,37.29,26.64,11.09,9.85,21.29,49.24,30.64,0,-0.51,0.32,20.9,32.92,29.7,3.62,44.62,74.51,70.94,73.29,57.02,81.08
3561,2025-26,Bronny James,21,LAL,375,Garbage Time,Secondary Ball Handler,Point of Attack,-0.19,4.48,3.88,-0.15,-0.13,-0.21,-1.12,0.17,-0.82,0,65.09,36.46,33.94,26.64,36.09,27.53,14.09,22.04,21.32,0,-0.85,-0.63,16.7,27.53,28.52,2.22,18.96,27.08,41.06,56.57,51.56,28.43
3562,2024-25,AJ Johnson,20,MIL/WAS,638,Key Rotation,Primary Ball Handler,Low Activity,-0.19,4.91,4.08,0.24,-0.19,-0.5,-1.03,0.23,-0.97,0.11,65.09,88.41,69.77,80.57,30.64,14.04,17.49,33.81,14.31,38.63,-0.47,-0.91,17.4,32.16,29.47,2.09,47.55,17.07,47.14,71.27,56.31,25.12
3563,2025-26,AJ Johnson,21,WAS/DAL,453,Garbage Time,Shot Creator,Chaser,0.94,5.1,4.02,0.64,0.28,0.45,-1.2,0.34,-0.82,0,91.99,96.7,60.36,98.29,78.45,84.38,11.55,63.4,21.32,0,-0.46,-1.38,20.6,30.7,30.64,1.47,48.26,6.42,69.25,67.1,61.04,15.73
3564,2024-25,Pacome Dadiet,19,NYK,111,Garbage Time,Movement Shooter,Helper,-1.42,4.84,4.28,0.2,-0.5,-0.53,-0.97,0.42,-0.54,0,7.02,82.85,91.85,76.33,11.09,13.1,20.05,80.3,37.98,0,-1.06,-0.57,14.7,18.7,18.22,2.98,8.82,29.97,25.29,22.4,4.91,56.2
3565,2025-26,Pacome Dadiet,20,NYK,136,Garbage Time,Movement Shooter,Helper,-1.36,4.96,4.19,0.32,-0.06,0.1,-0.82,0.34,,0,9.08,91.45,84.36,87.99,44.18,67.94,27.03,63.4,,0,-0.89,-0.73,17.6,25.03,26.86,1.72,16.27,22.93,48.78,46.74,43.69,18.18
3566,2025-26,Nique Clifford,23,SAC,1882,Key Rotation,Movement Shooter,Chaser,0.27,4.8,4.32,0.16,0.06,0.53,-0.18,0.15,-0.97,0,79.27,79.4,93.69,71.7,61.69,86.9,61.1,19.23,14.31,0,-0.31,-0.26,17,25.09,25.34,1.94,58.12,45.65,43.57,47.03,35.61,22.04
3567,2025-26,Jamir Watkins,24,WAS,1032,Key Rotation,Movement Shooter,Point of Attack,0.24,4.55,4.27,-0.09,0.05,-0.76,1,0.19,0.31,0,78.48,47.02,91.12,34.56,60.34,6.71,89.96,25.48,79.47,0,0.19,-0.65,15.1,19.7,20.66,2.85,79.21,26.26,28.32,24.82,12.03,50.2
3568,2024-25,Quinten Post,24,GSW,686,Rotation,Stretch Big,Mobile Big,-1.91,4.63,4.25,0.09,-0.53,-0.63,-0.88,0.22,-0.35,1.89,0.23,58.01,89.87,62.17,9.95,9.85,24.18,31.29,50.97,81.62,-1.34,-0.65,19.6,30.88,28.42,3.06,4.13,26.26,63.37,67.79,51.15,60.09
3569,2025-26,Quinten Post,25,GSW,1159,Rotation,Stretch Big,Mobile Big,-1.53,4.73,4.24,0.19,-0.4,-1.16,-0.91,0.15,1.05,0,4.1,71.77,89,75.04,16.34,1.85,22.67,19.23,92.08,0,-0.64,-0.05,18.8,28.06,26.51,2.01,35.41,56.96,57.74,58.47,42.18,23.34
3570,2024-25,Jonathan Mogbo,23,TOR,1286,Key Rotation,Athletic Finisher,Helper,-0.21,4.4,4.2,-0.16,0.53,-0.1,-0.77,0.34,-0.44,1.62,64.08,26.94,85.37,25.46,88.91,34.77,29.38,63.4,44.86,80.12,-1.46,0.01,15,27.22,24.66,4.52,3.49,60.57,27.49,55.5,32.09,94.95
3571,2025-26,Jonathan Mogbo,24,TOR,249,Garbage Time,Roll + Cut Big,Helper,-1.11,4.62,4.27,0.15,-0.05,-0.01,-0.33,0.33,0.29,0,20.82,56.78,91.12,70.4,45.69,43.14,53.85,60.87,78.97,0,-0.46,1.09,11.1,16.24,18.58,2.54,48.26,92.36,5.86,17.87,5.72,37.96
3572,2025-26,N'Faly Dante,24,ATL,15,Too Few Games,Low Minute,Helper,-1.14,4.49,4.34,-0.05,0,0,-0.18,0.34,,0,19.4,37.96,94.61,40.17,52.72,44.09,61.1,63.4,,0,-0.59,-0.25,15.1,18.13,22.3,2.28,38.71,46.18,28.32,21.07,19.57,29.93
3573,2024-25,N'Faly Dante,23,HOU,51,Too Few Games,Low Minute,Mobile Big,,4.82,4.22,0.28,-0.06,-0.04,-0.24,0.39,0.1,4.77,,81.38,87.41,84.89,44.18,39.97,58.42,75.56,72.75,93.72,-0.17,-0.35,13.9,17.45,19.26,3.57,65.4,40.56,19.75,19.51,7.48,79.77
3574,2024-25,Jaylen Wells,21,MEM,2043,Starter,Stationary Shooter,Wing Stopper,-1.12,4.54,4.55,-0.01,0.1,-0.52,2.84,0.27,-0.39,0.21,20.32,45.7,98.5,46.28,65.48,13.32,99.71,44.06,48.19,44.6,-1.07,0.19,15.9,23.78,21.92,2.29,8.55,69.5,34.44,41.21,17.57,30.28
3575,2025-26,Jaylen Wells,22,MEM,1821,Starter,Movement Shooter,Point of Attack,-0.65,4.36,4.47,-0.28,0.14,-0.18,2.57,0.29,-0.58,0,45.89,22.51,97.41,13.82,68.88,29.24,99.32,49.24,35.43,0,-0.84,0.05,19.3,27.95,25.95,2.15,19.89,62.94,61.14,58.15,39.23,26.55
3576,2024-25,Branden Carlson,25,OKC,246,Garbage Time,Stretch Big,Anchor Big,-0.9,4.71,4.07,0.17,-0.39,-0.52,-1.4,0.32,-0.73,2.88,32.34,69.32,68.12,72.87,16.86,13.32,6.36,58,26.15,85.8,-0.7,0.51,19.3,25.37,24.86,4.02,30.84,81.1,61.14,48.19,33.29,89.08
3577,2025-26,Branden Carlson,26,OKC,488,Rotation,Stretch Big,Anchor Big,-1.75,4.66,4.14,0.12,-0.32,-0.48,-1.9,0.23,0.21,0,0.96,62.34,78.81,66.7,21.21,14.82,0.68,33.81,76.67,0,-0.34,-0.11,18.9,24.14,23.76,2.49,56.38,53.94,58.18,43.02,27.86,36.23
3578,2025-26,Walter Clayton Jr.,22,UTA/MEM,1411,Rotation,Primary Ball Handler,Point of Attack,0.32,4.82,4.05,0.15,0.85,1.17,-0.86,0.29,-0.31,0,80.46,81.38,65,70.4,95.51,96.96,25.17,49.24,53.31,0,-1.02,-0.65,18.5,34.04,35.16,2.06,10.17,26.26,55.59,76.3,76.44,24.38
3579,2025-26,Isaiah Crawford,24,HOU,92,Garbage Time,Low Minute,Helper,-0.7,4.19,4.03,-0.35,0.03,0.04,-0.45,0.28,,0,43.37,9.83,62.01,9.49,57.41,62.95,47.7,46.45,,0,-0.67,-0.62,14,18.03,20.7,2.24,33.24,27.63,20.36,20.72,12.19,28.98
3580,2024-25,Isaiah Crawford,23,SAC,46,Garbage Time,Low Minute,Helper,-0.37,4.5,3.91,-0.04,0.02,0.04,-0.45,0.3,-0.34,0.77,57.85,39.16,38.92,41.59,55.85,62.95,47.7,51.93,51.54,71.37,-0.59,0.19,12.9,18.12,20.26,3.6,38.71,69.5,13.52,21.06,10.56,80.55
3581,2024-25,Cui Yongxi,21,BRK,10,Too Few Games,Low Minute,Chaser,-0.34,5.09,4.36,0.55,0.09,0.05,-0.49,0.33,-0.04,0,59.1,96.45,95.15,97.38,64.6,63.82,45.34,60.87,67.66,0,-0.55,0.22,34.4,31.52,31.21,3.33,41.93,70.63,98.97,69.52,63.34,71.95
3582,2024-25,Zyon Pullin,23,MEM,3,Too Few Games,Low Minute,Point of Attack,,4.42,4,-0.12,0.01,0,-0.05,0.34,,0,,29.14,56.62,30.63,54.19,44.09,66.2,63.4,,0,-2.05,0.26,13.4,33.33,31.04,3.38,0.41,72.3,16.44,74.27,62.75,73.93
3583,2024-25,Jesse Edwards,24,MIN,5,Too Few Games,Low Minute,Point of Attack,,3.8,6.04,-0.74,-0.02,-0.07,-1.12,0.34,,0,,1.17,99.91,0.97,49.57,37.37,14.09,63.4,,0,-2.05,0.08,0,9.09,25.5,3.35,0.41,64.51,0,14.95,36.56,72.86
3584,2025-26,Tristan Enaruna,24,CLE,85,Garbage Time,Low Minute,Point of Attack,-0.5,4.45,4.07,-0.09,-0.16,-0.12,-0.78,0.47,,0,52.84,32.72,68.12,34.56,33.37,33.25,28.8,86.39,,0,-0.04,-0.75,17.1,22.07,24.86,2.09,70.94,22.33,44.33,34.13,33.29,25.12
3585,2024-25,Enrique Freeman,24,IND,181,Garbage Time,Athletic Finisher,Mobile Big,-1.66,4.89,4.4,0.33,0.33,0.32,-1.13,0.28,-0.56,1.9,2,86.96,96.2,88.53,81.11,79.97,13.73,46.45,36.75,81.69,-0.63,0.06,12.3,17.1,15.75,2.87,36.07,63.44,10.24,19.02,1.34,50.98
3586,2025-26,Enrique Freeman,25,MIN,37,Too Few Games,Low Minute,Mobile Big,-0.24,4.16,4.04,-0.38,0.04,0.1,-0.27,0.32,,0,63.12,8.43,63.65,7.93,58.88,67.94,56.84,58,,0,-0.83,0.1,13.4,13.84,17.66,2.91,20.68,65.45,16.44,15.69,3.76,52.87
3587,2024-25,Isaac Jones,24,SAC,304,Garbage Time,Roll + Cut Big,Helper,-1.42,4.64,4.2,0.17,-0.34,-0.65,-1.01,0.52,-0.11,2.61,7.02,59.43,85.37,72.87,20.04,9.28,18.35,90.27,64.57,84.67,0.3,-0.52,16.3,22.09,19.93,3.21,82.31,32.24,37.51,34.19,9.48,67.16
3588,2025-26,Isaac Jones,25,SAC/DET,36,Too Few Games,Low Minute,Mobile Big,-0.73,3.94,4.06,-0.6,0.01,0.08,-0.18,0.32,0.02,0,41.74,2.27,66.53,1.89,54.19,66.35,61.1,58,69.95,0,-0.5,-0.31,11.3,15.59,19.92,2.16,45.43,42.73,6.42,17.04,9.44,26.84
3589,2025-26,Chaz Lanier,24,DET,262,Garbage Time,Off Screen Shooter,Low Activity,-0.91,4.59,4.31,-0.14,-0.16,-0.27,-1.2,0.2,,0,31.93,52.57,93.24,27.86,33.37,24.31,11.55,27.26,,0,-1.08,-0.22,15,20.23,20.65,1.55,8.29,47.63,27.49,26.58,11.95,16.53
3590,2024-25,Jamison Battle,23,TOR,1042,Rotation,Movement Shooter,Low Activity,-1.58,4.71,4.27,0.07,-0.18,-0.63,-1.24,0.11,-1.12,0.38,3.09,69.32,91.12,59.3,31.47,9.85,10.25,15.56,9.15,56.02,-1.47,-0.53,15.3,23.05,21.84,2,3.44,31.86,29.69,38.03,17.18,23.12
3591,2025-26,Jamison Battle,24,TOR,517,Garbage Time,Stationary Shooter,Low Activity,-1.42,4.67,4.09,0.12,-0.11,0.38,-1.63,0.22,-1.28,0,7.02,63.79,71.41,66.7,38.07,82.21,2.84,31.29,5.34,0,-1,0.75,14.1,18.75,18.59,1.27,11.05,86.74,21.14,22.49,5.74,15.04
3592,2024-25,Armel Traore,22,LAL,67,Garbage Time,Low Minute,Helper,-1.39,5.05,4.48,0.51,-0.17,-0.46,-0.51,0.38,,0,8.01,95.28,97.68,96.39,32.35,15.5,43.89,74,,0,-0.6,0.02,16.4,19.62,19.14,4.04,38.1,61.13,38.46,24.6,7.14,89.34
3593,2024-25,Riley Minix,24,SAS,7,Too Few Games,Low Minute,Helper,,5.32,4.87,0.78,-0.04,-0.03,-1.08,0.33,,0,,98.97,99.49,99.14,46.74,40.97,15.53,60.87,,0,-2.05,-0.14,6.1,13.33,25.46,3.31,0.41,52.21,0.71,15.57,36.24,71.21
3594,2024-25,Quincy Olivari,23,LAL,10,Too Few Games,Low Minute,Wing Stopper,,4.67,4.89,0.13,-0.11,-0.13,-0.51,0.33,,0,,63.79,99.5,67.93,38.07,32.48,43.89,60.87,,0,-2.05,-0.04,26.3,36.36,31.1,3.27,0.41,57.54,90.3,81.4,62.9,69.47
3595,2025-26,Jahmir Young,25,MIA,58,Garbage Time,Low Minute,Point of Attack,-0.62,5.33,3.88,0.79,0.02,-0.01,-0.53,0.49,-0.3,0,47.45,99.05,33.94,99.17,55.85,43.14,42.67,88.26,53.84,0,-0.42,-0.17,20.3,37.41,36.63,1.78,51.1,50.49,67.65,83.33,79.76,18.94
3596,2024-25,Jahmir Young,24,CHI,30,Too Few Games,Low Minute,Point of Attack,-0.62,4.99,3.61,0.45,-0.01,0.12,-0.25,0.31,-0.31,0,47.45,92.96,6.06,94.61,51.19,69.24,57.81,54.78,53.31,0,-0.49,-0.39,9.6,30.12,29.73,3.04,45.99,38.56,2.76,65.21,57.14,59.18
3597,2024-25,Tolu Smith,24,DET,22,Too Few Games,Low Minute,Mobile Big,,4,3.82,-0.54,-0.12,-0.05,-0.28,0.43,,6.82,,3.26,24.06,2.8,37.07,39.09,56.41,81.71,,98.93,-0.2,0.01,23.6,32.55,27.16,3.1,63.88,60.57,82.58,72.19,45.21,62.36
3598,2025-26,Tolu Smith,25,DET,137,Garbage Time,Roll + Cut Big,Mobile Big,-0.93,4.61,4.25,0.14,-0.11,-0.27,-0.2,0.34,,0,30.76,55.56,89.87,69.2,38.07,24.31,60.2,63.4,,0,0.32,0.12,17.1,25.72,26.18,2.4,82.75,66.5,44.33,49.78,40.45,33.48
3599,2024-25,Daniss Jenkins,23,DET,23,Too Few Games,Low Minute,Point of Attack,-0.68,4.29,4.08,-0.25,-0.07,-0.01,-0.19,0.32,,0,44.29,16.11,69.77,16.08,42.95,43.14,60.58,58,,0,-0.75,-0.27,21.8,44.95,37.79,3.19,26.79,44.92,75.12,92.84,82.21,66.39
3600,2025-26,Daniss Jenkins,24,DET,1455,Rotation,Primary Ball Handler,Point of Attack,1.13,4.77,4.28,0.1,0.41,0.23,0.75,0.23,-1.3,0,94.24,76.44,91.85,63.82,84.92,76.2,86.41,33.81,5.01,0,-0.59,-1,21.5,35.1,38.64,2.18,38.71,14.52,73.83,78.96,84.26,27.32
3601,2024-25,Spencer Jones,23,DEN,125,Garbage Time,Stationary Shooter,Point of Attack,-1.61,4.81,4.29,0.26,-0.08,-0.13,-0.53,0.33,-0.87,0.57,2.55,80.35,92.33,82.66,41.73,32.48,42.67,60.87,18.89,66,-0.83,0.14,13.7,18.82,18.4,3.91,20.68,67.62,18.36,22.65,5.23,87.48
3602,2025-26,Spencer Jones,24,DEN,1417,Key Rotation,Stationary Shooter,Wing Stopper,-0.92,4.32,4.26,-0.23,0.2,0.58,1.21,0.09,1.79,0,31.33,18.59,90.56,17.92,73.44,88.39,92.59,14.63,97.25,0,-1.05,1.34,9.7,14.07,13.82,2.26,9.16,95.15,2.95,15.84,0.41,29.46
3603,2025-26,RayJ Dennis,24,IND/LAC/ATL,206,Rotation,Secondary Ball Handler,Point of Attack,-0.42,5.36,4.68,0.73,-0.19,-0.41,-0.56,0.21,-0.45,0,56.22,99.21,99.14,99,30.64,17.45,40.92,29.21,44.13,0,-0.53,-0.55,21.4,40.99,37.54,1.84,43.45,30.92,73.32,88.52,81.72,20.09
3604,2024-25,RayJ Dennis,23,IND,70,Garbage Time,Low Minute,Point of Attack,-0.56,4.9,4.32,0.36,0.31,0.29,-0.61,0.28,-0.43,0.5,50.25,87.89,93.69,90.56,80.01,78.89,38.32,46.45,45.55,63.07,-0.91,-0.58,24,44.29,39.31,4.34,15.25,29.63,84.22,92.16,85.41,93.41
3605,2025-26,Malevy Leons,26,GSW,276,Rotation,Athletic Finisher,Helper,0.32,4.85,4.31,0.29,-0.11,-0.29,-0.51,0.26,0.1,0,80.46,83.67,93.24,85.7,38.07,23.05,43.89,41.45,72.75,0,-0.02,0.32,14.4,18.13,22.44,2.73,71.72,74.51,23.1,21.07,20.46,45.26
3606,2024-25,Malevy Leons,25,OKC,21,Too Few Games,Low Minute,Helper,,4.5,4.68,-0.04,-0.13,-0.24,-0.23,0.32,,0,,39.16,99.14,41.59,36.09,25.83,58.93,58,,0,-0.92,-0.01,9.6,13.09,20.7,3.1,14.64,59.41,2.76,15.52,12.19,62.36
3607,2024-25,Alex Ducas,24,OKC,125,Garbage Time,Movement Shooter,Low Activity,-1.61,4.52,4.13,-0.12,-0.36,-0.37,-1.18,0.24,,0.28,2.55,42.04,77.56,30.63,18.91,19.06,12.18,36.28,,49.33,-0.78,0.19,11.8,18.82,19.63,3.03,24.34,69.5,8.16,22.65,8.63,58.7
3608,2024-25,Yuki Kawamura,23,MEM,93,Garbage Time,Low Minute,Point of Attack,-0.52,4.65,4.18,0.11,-0.01,-0.05,-0.78,0.35,,0,51.95,60.81,83.23,65.14,51.19,39.09,28.8,66.52,,0,-0.97,0.07,16.9,33.15,31.74,2.99,12.25,64.07,42.72,73.83,65.3,56.57
3609,2025-26,Yuki Kawamura,24,CHI,209,Rotation,Secondary Ball Handler,Point of Attack,-0.51,5.08,4.3,0.45,0.1,0.18,-1.42,0.21,-1.08,0,52.45,96.09,92.79,94.61,65.48,73.22,5.95,29.21,10.27,0,-0.86,-0.34,14.8,24.64,31.07,2.01,18.23,41.18,25.96,45.1,62.83,23.34
3610,2025-26,Cooper Flagg,19,DAL,2344,Starter,Shot Creator,Helper,1.61,4.8,3.88,0.34,0.39,0.54,-0.46,0.57,-0.44,0,97.71,79.4,33.94,89.19,84.17,87.23,47.12,93.1,44.86,0,1.35,-1.79,26.9,39.1,39.24,2.23,95.23,2.75,91.35,85.99,85.27,28.63
3611,2025-26,Dylan Harper,19,SAS,1558,Key Rotation,Shot Creator,Point of Attack,2.17,4.68,4.12,0.22,0.44,-0.02,-0.02,0.43,-0.71,0,99.34,65.11,75.96,78.48,86.03,42.04,67.26,81.71,27.21,0,2.01,-0.38,21.8,37.16,39.45,1.97,97.82,38.99,75.12,82.76,85.73,22.44
3612,2025-26,VJ Edgecombe,20,PHI,2623,Starter,Primary Ball Handler,Point of Attack,0.77,4.57,3.96,-0.1,0.55,0.74,0.8,0.27,-0.34,0,89.65,49.97,49.13,33.16,89.4,91.95,87.43,44.06,51.54,0,-0.67,-1.11,20.1,30.43,30.59,2.19,33.24,11.82,66.59,66.23,60.75,27.62
3613,2025-26,Ace Bailey,19,UTA,1988,Starter,Movement Shooter,Helper,-0.94,4.33,4.14,-0.31,-0.1,-0.57,-0.47,0.14,-0.34,0,30.2,19.35,78.81,11.84,39.26,11.77,46.53,17.92,51.54,0,-0.59,-1.24,21.4,28.71,28.1,1.98,38.71,8.63,73.32,60.45,49.86,22.66
3614,2025-26,Jeremiah Fears,19,NOP,2112,Key Rotation,Primary Ball Handler,Point of Attack,2.6,4.86,4.19,0.19,1.24,1.01,-0.56,0.46,-0.51,0,99.77,84.61,84.36,75.04,98.27,95.52,40.92,85.42,40.17,0,0.18,-1.2,25.5,37.58,35.84,2.24,78.84,9.64,88.46,83.67,78.06,28.98
3615,2025-26,Tre Johnson,19,WAS,1443,Key Rotation,Secondary Ball Handler,Chaser,0.17,4.85,4,0.22,0.43,0.49,-0.35,0.16,-1.58,0,76.61,83.67,56.62,78.48,85.8,85.71,52.95,20.65,1.74,0,-1.08,-0.51,22.5,31.24,29.62,1.49,8.29,32.63,78.11,68.66,56.79,15.94
3616,2025-26,Nolan Traore,19,BRK,1243,Key Rotation,Primary Ball Handler,Point of Attack,0.33,5.07,4.21,0.4,0.23,-0.02,-0.04,0.24,-2.4,0,80.76,95.84,86.26,92.46,75.52,42.04,66.58,36.28,0.05,0,-0.48,-1.9,22.8,39.14,38.89,2.05,46.78,2.02,79.33,86.1,84.7,24.24
3617,2025-26,Kon Knueppel,20,CHO,2551,Starter,Movement Shooter,Chaser,-0.11,5.06,4.22,0.42,-0.24,-0.43,0.46,0.3,-1.5,0,67.87,95.57,87.41,93.6,26.82,16.8,80.61,51.93,2.25,0,-0.81,-0.44,22.3,34.6,32.98,1.32,22.12,35.95,77.29,77.93,69.62,15.11
3618,2025-26,Derik Queen,21,NOP,2023,Key Rotation,Shot Creator,Mobile Big,0.73,4.23,3.71,-0.23,1.18,0.71,-1.02,0.44,0.75,0,88.94,12.26,12.15,17.92,97.82,91.34,17.98,83.05,88.36,0,1.09,-0.65,21.8,33.74,31.25,2.73,93.55,26.26,75.12,75.4,63.49,45.26
3619,2025-26,Rasheer Fleming,21,PHO,673,Rotation,Stationary Shooter,Helper,-1.1,4.64,4.28,0.09,-0.21,-0.11,-0.42,0.19,-0.63,0,21.33,59.43,91.85,62.17,29.08,34.03,49.35,25.48,31.86,0,-0.66,-0.02,16.3,21.18,20.3,2.47,34.06,58.93,37.51,30.41,10.61,35.44
3620,2025-26,Asa Newell,20,ATL,500,Rotation,Stationary Shooter,Helper,-1.18,5.15,4.4,0.6,-0.32,-0.7,-1.45,0.44,-0.02,0,17.04,97.37,96.2,97.99,21.21,7.92,5.25,83.05,68.36,0,-0.12,1,17.1,23.5,22.33,2.28,67.67,91.06,44.33,40.09,19.7,29.93
3621,2025-26,Noa Essengue,19,CHI,6,Too Few Games,Low Minute,Helper,-1.12,5.26,5.43,0.72,-0.06,-0.1,-0.92,0.35,,0,20.32,98.66,99.75,98.96,44.18,34.77,22.29,66.52,,0,-0.85,-0.21,20.8,21.43,27.43,2.24,18.96,48.27,70.4,31.4,46.8,28.98
3622,2025-26,Egor Demin,19,BRK,1308,Starter,Primary Ball Handler,Chaser,-0.6,5.18,4.07,0.51,0.81,0.6,0,0.09,-1.92,0,48.46,97.71,68.12,96.39,94.8,88.95,68.05,14.63,0.48,0,-0.75,0.27,18.8,35.76,32.13,1.93,26.79,72.6,57.74,80.29,66.77,21.82
3623,2025-26,Kasparas Jakucionis,19,MIA,945,Rotation,Shot Creator,Chaser,-0.97,5.39,4.27,0.93,0.49,0.28,-0.78,0.17,-1.23,0,28.67,99.3,91.12,99.5,87.66,78.5,28.8,22.04,6.44,0,-0.78,0.66,13.7,23.66,24.8,1.78,24.34,84.66,18.36,40.8,32.85,18.94
3624,2025-26,Jase Richardson,20,ORL,587,Rotation,Secondary Ball Handler,Point of Attack,0.21,4.89,4.49,0.26,-0.12,-0.6,-0.73,0.41,-0.72,0,77.78,86.96,97.88,82.66,37.07,10.79,31.59,78.8,26.74,0,0.02,-0.36,16.8,27,25.88,1.75,73.51,40.12,41.93,54.63,38.95,18.52
3625,2025-26,Will Riley,19,WAS,1632,Key Rotation,Secondary Ball Handler,Low Activity,-0.08,4.96,4.16,0.33,-0.5,-0.83,-1.46,0.41,-1.79,0,69.13,91.45,81.26,88.53,11.09,5.39,5.03,78.8,0.68,0,0.16,-2.23,20.2,28.17,29.22,1.7,78.25,0.96,67.1,58.84,54.84,17.98
3626,2025-26,Liam McNeeley,20,CHO,368,Rotation,Movement Shooter,Low Activity,-1.24,4.64,4.23,0,-0.47,-0.12,-1.05,0.22,-0.76,0,14.08,59.43,88.31,48.05,12.68,33.25,16.65,31.29,24.58,0,-0.62,-1.17,14.4,21.42,20.15,1.48,36.78,10.23,23.1,31.37,10.09,15.85
3627,2025-26,Khaman Maluach,19,PHO,411,Garbage Time,Roll + Cut Big,Mobile Big,-1.44,4.33,3.95,-0.14,-0.09,-0.12,-1.16,0.21,0.48,0,6.4,19.35,47.26,27.86,40.36,33.25,12.8,29.21,83.47,0,-0.19,-0.43,14.8,18.58,16.77,3.02,64.35,36.46,25.96,22.13,2.45,58.26
3628,2025-26,Hugo Gonzalez,19,BOS,1084,Rotation,Stationary Shooter,Wing Stopper,-0.71,4.54,4.61,-0.01,-0.68,-0.39,1.22,0.17,0.53,0,42.85,45.7,98.82,46.28,5.64,18.26,92.73,22.04,84.5,0,-0.42,0.82,11.8,18.06,16.87,2.58,51.1,88.21,8.16,20.87,2.52,39.44
3629,2025-26,Joan Beringer,19,MIN,314,Garbage Time,Roll + Cut Big,Mobile Big,-1.32,4.86,4.48,0.39,0.05,-0.13,-1.15,0.46,0.87,0,10.5,84.61,97.68,91.96,60.34,32.48,13.12,85.42,89.9,0,0.28,0.52,16.8,20.73,19.53,2.72,81.72,81.41,41.93,28.52,8.29,44.9
3630,2025-26,Collin Murray-Boyles,20,TOR,1246,Key Rotation,Roll + Cut Big,Mobile Big,-1.06,4.64,4.26,0.17,0.38,0.62,0.59,0.31,0.41,0,23.62,59.43,90.56,72.87,83.7,89.37,83.21,54.78,81.84,0,0.47,0.12,15.5,24.46,23.07,3.06,86,66.5,31.16,44.35,23.83,60.09
3631,2025-26,Carter Bryant,20,SAS,818,Rotation,Stationary Shooter,Helper,-0.02,4.53,4.44,-0.02,0.12,0.53,0.41,0.26,-0.41,0,71.03,43.77,96.88,44.95,67.04,86.9,79.32,41.45,46.89,0,-0.91,0.02,16.3,21.92,22.7,1.82,15.25,61.13,37.51,33.45,21.87,19.65
3632,2025-26,Noah Penda,21,ORL,757,Rotation,Stationary Shooter,Helper,-0.28,4.83,4.33,0.28,-0.39,-0.44,-0.3,0.31,-0.51,0,61.65,82.13,94.22,84.89,16.86,16.28,55.38,54.78,40.17,0,-0.46,-0.48,14.8,23.8,23.62,2.53,48.26,34.12,25.96,41.42,26.81,37.66
3633,2025-26,Amari Williams,24,BOS,146,Garbage Time,Athletic Finisher,Anchor Big,-1.09,4.12,3.97,-0.44,-0.23,-0.63,-0.54,0.41,,0,22,6.67,50.92,5.3,27.61,9.85,41.95,78.8,,0,-0.74,0.6,11.1,17.86,15.98,3.09,27.69,83.36,5.86,20.36,1.52,61.72
3634,2025-26,Danny Wolf,21,BRK,1187,Key Rotation,Movement Shooter,Helper,0.11,4.79,4.01,0.15,0.66,0.96,-1.04,0.23,-0.5,0,75.09,78.5,58.63,70.4,91.87,95.04,17.09,33.81,40.79,0,-0.19,-1.29,20.6,31.77,30.42,2.04,64.35,7.71,69.25,70.31,59.88,24.01
3635,2025-26,Maxime Raynaud,22,SAC,1964,Key Rotation,Roll + Cut Big,Mobile Big,-1.42,4.7,4.27,0.23,-0.01,-0.76,-1.44,0.3,1.38,0,7.02,67.58,91.12,79.67,51.19,6.71,5.47,51.93,94.64,0,0.04,-0.29,18.2,23.31,22.3,1.5,74.39,43.82,53.4,39.2,19.57,16.05
