RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Transition Shot Creation,Avg Speed Offense,Avg Speed Defense,Movement Speed Rating,Offensive Transition Frequency Impact,Transition Frequency Impact,Perimeter Isolation Defense,Stable And 1s Per 75,Post Defense,Screen Assists Per 75 Possessions,Transition Shot Creation_percentile,Avg Speed Offense_percentile,Avg Speed Defense_percentile,Movement Speed Rating_percentile,Offensive Transition Frequency Impact_percentile,Transition Frequency Impact_percentile,Perimeter Isolation Defense_percentile,Stable And 1s Per 75_percentile,Post Defense_percentile,Screen Assists Per 75 Possessions_percentile,Finishing Talent,Screening Talent,Usage Rate,True Usage,Stable True Usage%,Defensive Playmaking,Finishing Talent_percentile,Screening Talent_percentile,Usage Rate_percentile,True Usage_percentile,Stable True Usage%_percentile,Defensive Playmaking_percentile
3636,2025-26,Adou Thiero,21,LAL,149,Garbage Time,Athletic Finisher,Helper,-0.96,4.66,4.33,0.1,-0.04,-0.01,-0.3,0.48,0.2,0,29.17,62.34,94.22,63.82,46.74,43.14,55.38,87.3,76.28,0,-0.29,0.07,14.6,20.63,19.68,2.26,59.14,64.07,24.53,28.04,8.75,29.46
3637,2025-26,Micah Peavy,24,NOP,913,Rotation,Movement Shooter,Point of Attack,-0.05,4.77,4.4,0.13,0.09,-0.18,1.03,0.18,0.7,0,70.09,76.44,96.2,67.93,64.6,29.24,90.37,23.82,87.66,0,-1.09,-1.21,14,21.08,21.02,2.21,7.94,9.48,20.36,30.14,13.64,28.08
3638,2025-26,Tyrese Proctor,21,CLE,545,Rotation,Secondary Ball Handler,Chaser,0,4.89,4.24,0.26,0.02,0.17,-0.76,0.22,-1.05,0,71.68,86.96,89,82.66,55.85,72.51,29.84,31.29,11.26,0,-0.66,0.48,22,37.89,37.45,2.02,34.06,80.01,75.91,84.15,81.53,23.51
3639,2025-26,Ben Saraf,19,BRK,916,Key Rotation,Slasher,Chaser,-0.44,4.62,4.13,-0.18,0.04,-0.28,-1.39,0.3,-0.69,0,55.41,56.78,77.56,23.23,58.88,23.66,6.49,51.93,28.44,0,-0.02,-1.76,21,30.74,33.49,2.08,71.72,2.82,71.56,67.2,71.5,24.92
3640,2025-26,Kam Jones,23,IND,616,Rotation,Primary Ball Handler,Point of Attack,-0.34,4.99,4.24,0.32,-0.47,-0.13,-0.69,0.12,-0.89,0,59.1,92.96,89,87.99,12.68,32.48,33.73,16.25,17.88,0,-0.42,-0.74,14.4,26.44,32.38,1.41,51.1,22.55,23.1,52.74,67.45,15.36
3641,2025-26,Sion James,23,CHO,1843,Key Rotation,Movement Shooter,Point of Attack,-0.76,4.64,4.12,0,-1.2,-0.69,1.48,0.16,-0.32,0,40.02,59.43,75.96,48.05,0.29,8.23,94.63,20.65,52.86,0,-1.17,-0.47,11,19.91,19.62,1.86,6.03,34.53,5.57,25.38,8.6,20.55
3642,2025-26,Vladislav Goldin,24,MIA,24,Garbage Time,Low Minute,Helper,,4.71,4.37,0.17,-0.11,-0.17,-0.48,0.44,,0,,69.32,95.51,72.87,38.07,29.82,46,83.05,,0,-0.68,-0.11,12.6,16.56,19.05,2.23,32.52,53.94,11.75,18.22,6.86,28.63
3643,2025-26,Mohamed Diawara,20,NYK,634,Garbage Time,Stationary Shooter,Helper,-1.09,4.82,4.25,0.27,-0.45,0,-1.39,0.2,-0.43,0,22,81.38,89.87,83.89,13.73,44.09,6.49,27.26,45.55,0,-0.73,-0.69,17.1,25.21,26.23,1.7,28.42,24.69,44.33,47.66,40.64,17.98
3644,2025-26,Koby Brea,23,PHO,84,Garbage Time,Low Minute,Chaser,-1.09,5.02,3.95,0.48,-0.05,-0.1,-0.71,0.29,-0.08,0,22,94.25,47.26,95.73,45.69,34.77,32.81,49.24,66,0,-0.86,0.14,20.7,28.94,33.52,1.7,18.23,67.62,69.8,61.19,71.56,17.98
3645,2025-26,Yang Hansen,20,POR,300,Garbage Time,Post Scorer,Helper,-1.4,4.14,3.96,-0.21,-0.41,-0.97,-1.26,0.42,-0.05,0,7.59,7.59,49.13,19.87,15.9,3.47,9.77,80.3,67.2,0,-0.58,0.95,19.9,27.9,22.58,2.04,39.4,90.3,65.39,57.99,21.16,24.01
3646,2025-26,Cedric Coward,22,MEM,1598,Key Rotation,Movement Shooter,Wing Stopper,1.04,4.87,4.25,0.23,0.47,0.47,0.46,0.41,-0.47,0,93.17,85.32,89.87,79.67,87.07,85.02,80.61,78.8,42.66,0,1.2,0.83,21.5,31.98,30.07,1.77,94.36,88.48,73.83,70.79,58.41,18.8
3647,2025-26,John Tonje,24,BOS,42,Too Few Games,Low Minute,Point of Attack,-0.85,4.36,4.52,-0.18,-0.08,-0.08,-0.37,0.32,,0,35.12,22.51,98.22,23.23,41.73,36.57,52.01,58,,0,-0.83,0.22,16.3,19.26,23.35,2.03,20.68,70.63,37.51,23.75,25.37,23.75
3648,2025-26,Rocco Zikarsky,19,MIN,36,Too Few Games,Low Minute,Anchor Big,-1.21,3.41,4.86,-1.13,-0.1,0.01,-0.17,0.32,-0.12,0,15.53,0.3,99.47,0.31,39.26,59.84,61.5,58,64.11,0,-0.7,-0.19,12.6,14.74,20.47,2.57,30.84,49.5,11.75,16.25,11.34,38.96
3649,2025-26,Javon Small,23,MEM,830,Key Rotation,Primary Ball Handler,Point of Attack,1.04,4.65,4.43,-0.02,0.71,0.28,-0.28,0.41,-0.14,0,93.17,60.81,96.7,44.95,93.01,78.5,56.41,78.8,63.01,0,-0.08,-0.34,19,30.39,33.86,2.14,69.58,41.18,58.82,66.06,72.6,26.36
3650,2025-26,Max Shulga,23,BOS,36,Garbage Time,Low Minute,Point of Attack,-1.21,2.56,3.51,-1.98,-0.02,-0.07,-1,0.32,,0,15.53,0.23,3.07,0.23,49.57,37.37,18.83,58,,0,-0.84,-0.21,14.3,15.84,26.77,1.95,19.89,48.27,22.34,17.34,43.35,22.14
3651,2025-26,Alijah Martin,24,TOR,146,Garbage Time,Movement Shooter,Point of Attack,-0.75,4.66,4.18,0.02,-0.29,-0.01,0.03,0.33,-0.45,0,40.57,62.34,83.23,51.42,23.11,43.14,68.89,60.87,44.13,0,-0.42,0.43,19.5,27.34,26.63,2.57,51.1,78.49,62.58,55.89,42.84,38.96
3652,2025-26,Kobe Sanders,23,LAC,1353,Rotation,Movement Shooter,Chaser,-0.51,4.56,4.12,-0.08,-0.51,-0.55,0.66,0.29,-0.46,0,52.45,48.64,75.96,36.16,10.78,12.55,84.59,49.24,43.43,0,-0.73,0.3,16.3,24.61,22.77,1.88,28.42,73.76,37.51,45.03,22.21,20.93
3653,2025-26,Dylan Cardwell,24,SAC,907,Rotation,Roll + Cut Big,Mobile Big,-1.3,4.29,3.89,-0.18,-0.12,-0.21,-0.29,0.15,0.57,0,11.21,16.11,35.68,23.23,37.07,27.53,55.82,19.23,85.21,0,-0.8,-0.52,11.3,17.48,17.58,3.5,22.8,32.24,6.42,19.57,3.64,77.7
3654,2025-26,Chucky Hepburn,22,TOR,13,Too Few Games,Low Minute,Point of Attack,-1.11,5.36,4.43,0.82,-0.04,-0.1,-0.77,0.35,,0,20.82,99.21,96.7,99.24,46.74,34.77,29.38,66.52,,0,-2.05,0.06,23.1,48,32.69,2.17,0.41,63.44,80.62,95.65,68.62,27.07
3655,2025-26,Curtis Jones,24,DEN,88,Garbage Time,Low Minute,Point of Attack,-0.61,5.08,4.21,0.54,-0.14,-0.05,-0.5,0.28,-0.31,0,47.93,96.09,86.26,97.1,34.99,39.09,44.62,46.45,53.31,0,-0.76,-0.6,14.7,17.91,24.17,1.99,25.96,28.41,25.29,20.46,29.76,22.88
3656,2025-26,Miles Kelly,23,DAL,134,Garbage Time,Movement Shooter,Chaser,-1.6,5.01,4.42,0.37,-0.26,-0.52,-0.79,0.33,-0.86,0,2.75,93.85,96.49,91.04,25.14,13.32,28.55,60.87,19.16,0,-0.89,-0.44,15.8,23.93,23.01,1.89,16.27,35.95,33.55,42.04,23.54,21.11
3657,2025-26,Jahmai Mashack,23,MEM,673,Key Rotation,Athletic Finisher,Helper,-0.2,4.7,4.34,0.14,0.39,0.15,-0.64,0.22,0.31,0,64.72,67.58,94.61,69.2,84.17,71.21,36.92,31.29,79.47,0,-0.13,0.84,16,21.24,27.4,2.58,67.28,88.67,35.31,30.67,46.53,39.44
3658,2025-26,Ryan Nembhard,22,DAL,1171,Rotation,Primary Ball Handler,Point of Attack,0.64,4.68,3.99,0.01,-0.01,-0.13,-0.13,0.15,-0.79,0,87.25,65.11,54.67,49.74,51.19,32.48,63.25,19.23,22.95,0,-0.66,-0.93,17.5,33.64,37.25,1.13,34.06,16.47,47.97,75.17,81.09,14.66
3659,2025-26,Yanic Konan Niederhauser,22,LAC,424,Rotation,Roll + Cut Big,Mobile Big,-0.63,4.51,4.15,0.04,-0.39,-0.26,-0.63,0.31,0.63,0,46.91,40.53,80.06,54.52,16.86,24.74,37.5,54.78,86.48,0,-0.22,-0.6,15.7,20.53,17.72,2.66,62.97,28.41,32.53,27.65,3.83,42.49
3660,2025-26,Lachlan Olbrich,22,CHI,344,Garbage Time,Roll + Cut Big,Mobile Big,-0.88,5.12,4.29,0.65,-0.03,0.47,-1.65,0.17,-1.3,0,33.42,96.93,92.33,98.38,48.26,85.02,2.55,22.04,5.01,0,-0.34,1.3,13.4,19.32,21.45,2.21,56.38,94.74,16.44,23.86,15.37,28.08
3661,2025-26,Will Richard,23,GSW,1377,Key Rotation,Movement Shooter,Point of Attack,-0.47,4.34,4.11,-0.3,-0.36,-0.98,-0.28,0.22,-0.73,0,54.02,20.46,74.49,12.45,18.91,3.31,56.41,31.29,26.15,0,-0.66,-0.45,13,19.95,19.91,2.58,34.06,35.4,14.1,25.57,9.39,39.44
3662,2025-26,Chris Youngblood,23,OKC/POR,185,Garbage Time,Movement Shooter,Low Activity,-1.46,4.72,4.19,0.08,-0.25,-0.2,-1.12,0.3,,0,5.83,70.55,84.36,60.64,25.94,28.08,14.09,51.93,,0,-1.01,-0.49,16.2,22.51,22.02,1.96,10.65,33.64,36.66,35.91,18.11,22.31
3663,2025-26,Drake Powell,20,BRK,1320,Key Rotation,Movement Shooter,Chaser,-0.17,4.65,4.16,0.01,-0.39,-0.58,0.45,0.16,-0.79,0,66.05,60.81,81.26,49.74,16.86,11.45,80.39,20.65,22.95,0,-0.11,-0.26,14.9,23.54,23.28,1.66,68.18,45.65,26.84,40.29,25,17.48
3664,2025-26,Brooks Barnhizer,23,OKC,348,Garbage Time,Stationary Shooter,Helper,-0.37,4.73,4.39,0.18,-0.56,-0.4,-1.24,0.28,-0.47,0,57.85,71.77,96.04,74.06,8.92,17.89,10.25,46.45,42.66,0,-0.72,-0.35,10.6,16.94,18.18,1.96,29.1,40.56,4.5,18.73,4.84,22.31
3665,2025-26,Taelon Peter,23,IND,492,Rotation,Movement Shooter,Chaser,-1.4,5.18,4.35,0.54,0.14,0.03,-1.32,0.18,-1.06,0,7.59,97.71,94.81,97.1,68.88,61.92,8.34,23.82,10.91,0,-1.19,-0.82,16.6,23.36,23.8,2.17,5.75,19.8,40.03,39.45,27.98,27.07
3666,2025-26,LJ Cryer,24,GSW,292,Rotation,Off Screen Shooter,Chaser,-1.43,3.55,5.03,-1.18,-0.33,-0.09,-0.46,0.31,-0.58,0,6.74,0.45,99.58,0.28,20.57,35.75,47.12,54.78,35.43,0,-0.85,-0.44,20.3,24.08,29.65,1.23,18.96,35.95,67.65,42.68,56.86,14.84
3667,2025-26,Chris Manon,24,LAL,46,Garbage Time,Low Minute,Point of Attack,-0.67,4.13,4.18,-0.41,-0.05,-0.06,-0.45,0.32,-0.33,0,44.84,7.12,83.23,6.42,45.69,38.16,47.7,58,52.2,0,-0.83,-0.56,8.3,14.18,19.01,2.72,20.68,30.55,1.4,15.89,6.74,44.9
3668,2018-19,Vince Carter,42,ATL,1330,Rotation,Movement Shooter,Helper,-1.68,4.46,3.62,-0.18,0.22,0.58,-1.22,0.19,-0.54,1.09,1.63,33.83,6.61,23.23,74.64,88.39,10.79,25.48,37.98,76.18,-0.49,-1.29,16.7,24.51,24.55,3.09,45.99,7.71,41.06,44.58,31.7,61.72
3669,2019-20,Vince Carter,43,ATL,876,Rotation,Movement Shooter,Helper,-1.48,4.21,3.64,-0.43,-0.43,-0.25,-0.99,0.15,0,1.16,5.37,11.17,7.85,5.67,14.76,25.22,19.32,19.23,69.31,77.18,-0.86,-1.2,16.6,24.53,24.99,3.19,18.23,9.64,40.03,44.66,34.04,66.39
3670,2015-16,Vince Carter,39,MEM,1005,Rotation,Movement Shooter,Helper,-1.57,4.32,3.75,-0.32,-0.31,0.2,-0.96,0.25,-0.2,0,3.32,18.59,15.88,11.12,21.7,74.4,20.49,38.83,59.83,0,-0.73,0.26,18.5,27.37,27.24,2.35,28.42,72.3,55.59,56.04,45.53,32.16
3671,2016-17,Vince Carter,40,MEM,1800,Starter,Movement Shooter,Helper,-1.08,4.17,3.7,-0.47,-0.75,-0.61,-0.37,0.13,-0.44,0.78,22.77,8.88,11.55,4.27,4.32,10.43,52.01,16.98,44.86,71.64,-1.02,0.85,14.9,24.66,24.91,3.47,10.17,88.89,26.84,45.19,33.55,76.89
3672,2017-18,Vince Carter,41,SAC,1026,Key Rotation,Movement Shooter,Low Activity,-1.29,4.2,3.72,-0.44,-0.37,-0.19,-0.91,0.17,-0.76,1.12,11.72,10.49,12.98,5.3,18.35,28.55,22.67,22.04,24.58,76.69,-0.7,-0.46,14.7,23.56,23.68,3.82,30.84,35.06,25.29,40.4,27.34,85.34
3673,2015-16,Dirk Nowitzki,37,DAL,2364,Starter,Versatile Big,Helper,-1.69,3.91,3.55,-0.4,-1.14,-1.1,-1.53,0.27,-0.33,0.1,1.47,1.9,3.97,6.87,0.51,2.27,3.89,44.06,52.2,38.21,-0.76,-0.92,25.5,35.19,35.05,1.88,25.96,16.81,88.46,79.12,76.2,20.93
3674,2016-17,Dirk Nowitzki,38,DAL,1424,Key Rotation,Versatile Big,Helper,-1.46,3.72,3.49,-0.59,-0.67,-0.82,-1.37,0.26,-0.61,4.46,5.83,0.75,2.66,2.1,5.86,5.52,6.93,41.45,33.38,92.28,-1.28,-1.05,25.8,33.66,33.66,2.9,4.69,13.33,89.07,75.24,72.12,52.32
3675,2017-18,Dirk Nowitzki,39,DAL,1900,Key Rotation,Versatile Big,Helper,-1.77,3.8,3.39,-0.51,-0.99,-0.89,-2.01,0.2,-1.07,3.12,0.83,1.17,1.34,3.37,1.15,4.58,0.44,27.26,10.56,86.7,-0.89,-1.73,20.5,27.74,27.64,2.59,16.27,2.97,68.79,57.41,47.88,39.83
3676,2018-19,Dirk Nowitzki,40,DAL,795,Rotation,Versatile Big,Helper,-1.83,3.81,3.25,-0.5,-0.4,-0.61,-1.79,0.2,-0.53,2.26,0.41,1.25,0.7,3.58,16.34,10.43,1.27,27.26,38.73,83.24,-1.07,-1.4,22.5,30.5,30.45,2.01,8.55,6.12,78.11,66.49,59.97,23.34
3677,2015-16,Paul Pierce,38,LAC,1230,Rotation,Shot Creator,Helper,-1.24,3.93,3.54,-0.53,-0.14,-0.12,-0.51,0.14,0.43,0,14.08,2.15,3.76,3.02,34.99,33.25,43.89,17.92,82.45,0,-1.25,-0.47,17.8,25.75,25.85,1.77,4.94,34.53,50.44,49.96,38.81,18.8
3678,2016-17,Paul Pierce,39,LAC,277,Garbage Time,Stationary Shooter,Helper,-1.17,3.78,3.64,-0.77,-0.43,-0.55,-1.1,0.25,-0.42,2.44,17.5,1.11,7.85,0.84,14.76,12.55,14.87,38.83,46.27,83.88,-1.03,-0.04,14.8,20.2,21.27,2.77,9.87,57.54,25.96,26.52,14.54,47.03
3679,2015-16,Nazr Mohammed,38,OKC,19,Too Few Games,Low Minute,Anchor Big,,4.25,3.68,-0.29,0,-0.09,-0.98,0.31,-0.25,0,,13.52,10.22,13.09,52.72,35.75,19.69,54.78,56.83,0,-0.72,0.01,19.9,28.29,31.84,1.99,29.1,60.57,65.39,59.23,65.71,22.88
3680,2015-16,Elton Brand,36,PHI,225,Garbage Time,Roll + Cut Big,Anchor Big,-1.38,4.31,3.76,-0.16,-0.16,-0.13,-0.85,0.39,0.52,0,8.39,17.54,16.81,25.46,33.37,32.48,25.81,75.56,84.21,0,-0.54,-0.67,16.9,26.63,26.9,2.68,42.76,25.44,42.72,53.45,43.87,43.47
3681,2015-16,Andre Miller,39,MIN/SAS,461,Garbage Time,Shot Creator,Point of Attack,-0.43,4.2,3.63,-0.26,-0.69,-0.55,0.01,0.29,-0.39,0,55.76,10.49,7.18,15.21,5.49,12.55,68.33,49.24,48.19,0,-0.11,-0.82,15.4,40.31,40.69,1.88,68.18,19.8,30.33,87.62,87.64,20.93
3682,2015-16,Jason Terry,38,HOU,1258,Rotation,Movement Shooter,Chaser,-0.92,4.68,4,0.04,0.71,0.92,-0.14,0.16,-0.73,0,31.33,65.11,56.62,54.52,93.01,94.66,62.89,20.65,26.15,0,-0.81,0.5,15,25.99,26.38,1.89,22.12,80.71,27.49,50.99,41.4,21.11
3683,2016-17,Jason Terry,39,MIL,1365,Rotation,Movement Shooter,Chaser,-1.43,4.56,4.07,-0.08,0.55,0.65,-0.31,0.11,-1.16,0.94,6.74,48.64,68.12,36.16,89.4,90.08,54.82,15.56,8.05,74.55,-1.29,2.01,9.8,18.75,18.93,3.25,4.62,98.53,3.08,22.49,6.5,68.81
3684,2017-18,Jason Terry,40,MIL,814,Rotation,Movement Shooter,Chaser,-1.07,4.53,4.17,-0.11,0.57,0.61,-0.36,0.1,-0.62,0.55,23.1,43.77,82.22,31.86,89.81,89.14,52.51,15.2,32.52,65.34,-1.01,0.93,10.1,17.78,18.16,4.06,10.65,90.02,3.45,20.2,4.79,89.75
3685,2015-16,Metta World Peace,36,LAL,590,Rotation,Shot Creator,Wing Stopper,-1.07,4.28,3.9,-0.18,-0.27,0.11,-0.22,0.2,-0.62,0,23.1,15.29,37.29,23.23,24.53,68.58,59.41,27.26,32.52,0,-1.33,0.11,16.2,23.93,24.75,2.29,4.18,65.83,36.66,42.04,32.52,30.28
3686,2016-17,Metta World Peace,37,LAL,160,Garbage Time,Shot Creator,Helper,-1.12,4.25,3.99,-0.21,0.03,0.11,-0.5,0.23,-0.45,0.47,20.32,13.52,54.67,19.87,57.41,68.58,44.62,33.81,44.13,61.61,-0.7,-0.43,21.9,32.5,33.48,4.21,30.84,36.46,75.58,72.03,71.41,91.7
3687,2015-16,Manu Ginobili,38,SAS,1134,Key Rotation,Secondary Ball Handler,Chaser,-0.17,4.52,3.87,-0.11,-0.44,-0.28,-0.69,0.2,-0.19,0,66.05,42.04,32.27,31.86,14.15,23.66,33.73,27.26,60.51,0,-0.06,0.51,23.6,41.19,41.22,3,70.26,81.1,82.58,88.76,88.39,57.02
3688,2016-17,Manu Ginobili,39,SAS,1291,Key Rotation,Secondary Ball Handler,Chaser,-0.23,4.45,3.82,-0.18,0.23,-0.08,-0.41,0.32,-0.86,0.57,63.4,32.72,24.06,23.23,75.52,36.57,49.89,58,19.16,66,-0.79,1.17,20.4,34.6,34.68,5.19,23.51,93.23,68.26,77.93,75.29,98.5
3689,2017-18,Manu Ginobili,40,SAS,1299,Rotation,Secondary Ball Handler,Low Activity,-0.5,4.53,3.86,-0.1,-0.74,-1.12,-0.52,0.35,-0.43,0.4,52.84,43.77,30.57,33.16,4.49,2.13,43.36,66.52,45.55,57.14,0.6,1.4,21.5,37.16,37.43,3.87,88.13,95.69,73.83,82.76,81.5,86.52
3690,2015-16,Andrea Bargnani,30,BRK,634,Rotation,Athletic Finisher,Mobile Big,-1.58,4.29,3.86,-0.27,-1.13,-0.79,-1.28,0.55,-0.07,0,3.09,16.11,30.57,14.4,0.54,6.09,9.26,92,66.49,0,-0.93,-1.49,23.2,30.01,29.86,1.23,14.13,5.26,81.11,64.87,57.6,14.84
3691,2015-16,LaMarcus Aldridge,30,SAS,2261,Star,Post Scorer,Helper,-0.94,4.25,3.9,-0.1,-0.35,0.07,-0.2,0.45,-0.06,0.02,30.2,13.52,37.29,33.16,19.37,65.58,60.2,84.32,66.82,35.92,2.13,-1.49,25.9,34.63,34.79,2.08,98.1,5.26,89.29,78.03,75.58,24.92
3692,2016-17,LaMarcus Aldridge,31,SAS,2335,Star,Post Scorer,Helper,-1.16,4.16,3.93,-0.19,-0.77,-0.56,0.13,0.29,1.35,3.09,18.33,8.43,43.39,21.92,3.93,12.13,71.84,49.24,94.44,86.58,0.48,-1.31,24.5,35.41,35.89,3.03,86.15,7.28,85.77,79.54,78.22,58.7
3693,2017-18,LaMarcus Aldridge,32,SAS,2509,Star,Post Scorer,Anchor Big,-0.99,4.23,3.97,-0.12,-0.81,-0.45,-0.16,0.76,0.85,3.75,27.66,12.26,50.92,30.63,3.18,15.89,61.94,98.06,89.62,89.18,1.41,-0.96,29.1,40.34,40.27,2.94,95.48,15.79,94.74,87.68,87.05,54.42
3694,2018-19,LaMarcus Aldridge,33,SAS,2687,Star,Post Scorer,Anchor Big,-0.77,4.25,3.84,-0.1,-0.71,-0.08,0.84,0.64,1.42,4.64,39.45,13.52,27.1,33.16,4.94,36.57,87.94,95.42,94.99,93.16,0.42,0.41,26.9,36.62,36.58,2.66,85.12,77.87,91.35,81.88,79.65,42.49
3695,2019-20,LaMarcus Aldridge,34,SAS,1754,Star,Post Scorer,Anchor Big,-0.93,4.2,3.68,-0.15,-0.77,-0.08,1.17,0.46,1.55,4.82,30.76,10.49,10.22,26.64,3.93,36.57,92.12,85.42,95.86,94,-0.3,0.87,23.4,32.15,32.14,3.18,58.7,89.15,81.74,71.24,66.79,65.91
3696,2020-21,LaMarcus Aldridge,35,SAS/BRK,674,Key Rotation,Post Scorer,Anchor Big,-1.56,4.13,3.72,-0.22,-0.06,0.19,-0.39,0.18,1.38,3.73,3.48,7.12,12.98,18.93,44.18,73.87,51.01,23.82,94.64,89.11,-1.06,1.48,22.2,30.28,30.51,2.63,8.82,96.28,76.88,65.78,60.34,41.26
3697,2021-22,LaMarcus Aldridge,36,BRK,1050,Rotation,Post Scorer,Mobile Big,-1.02,4.21,3.8,-0.14,-0.45,-0.33,0.02,0.67,0.64,4.04,25.82,11.17,21.56,27.86,13.73,20.98,68.6,96.38,86.68,90.59,-0.35,0.75,22.4,30.14,29.99,2.73,55.75,86.74,77.69,65.25,58.11,45.26
3698,2015-16,Randy Foye,32,DEN/OKC,1641,Rotation,Secondary Ball Handler,Chaser,-0.33,4.42,3.78,-0.21,-0.45,-0.7,0.52,0.17,-1.64,0,59.61,29.14,19.15,19.87,13.73,7.92,81.84,22.04,1.39,0,-0.47,-1.06,15.9,30.09,30.52,1.8,47.55,13.09,34.44,65.15,60.39,19.35
3699,2016-17,Randy Foye,33,BRK,1284,Key Rotation,Secondary Ball Handler,Chaser,-0.43,4.43,3.94,-0.2,-0.21,-0.49,0.47,0.09,-1.54,0.28,55.76,30.37,45.28,20.85,29.08,14.4,80.87,14.63,1.96,49.33,-0.47,-0.3,14.4,27.6,28.33,2.42,47.55,43.29,23.1,56.86,50.93,34.11
3700,2015-16,Rudy Gay,29,SAC,2379,Starter,Shot Creator,Wing Stopper,-0.8,4.49,3.94,0.03,0.82,0.18,0.63,0.29,-0.25,0,37.91,37.96,45.28,53.1,94.99,73.22,84.01,49.24,56.83,0,-0.69,-1.95,22.4,31.69,31.97,2.36,31.72,1.78,77.69,70.01,66.23,32.35
3701,2016-17,Rudy Gay,30,SAC,1013,Star,Shot Creator,Wing Stopper,-0.76,4.42,3.99,-0.04,0.53,0.05,0.6,0.62,0.28,0.75,40.02,29.14,54.67,41.59,88.91,63.82,83.38,94.79,78.73,70.93,0.29,-1.24,25.8,37.83,38.11,4.23,82.01,8.63,89.07,84.05,82.85,91.97
3702,2017-18,Rudy Gay,31,SAS,1231,Key Rotation,Shot Creator,Helper,-0.24,4.63,4.1,0.17,-0.62,-0.75,-0.17,0.42,0.29,0.8,63.12,58.01,72.94,72.87,7.11,6.87,61.5,80.3,78.97,72.09,0.16,-1.34,24.6,35.14,34.94,4.13,78.25,6.97,85.95,79.03,75.91,90.7
3703,2018-19,Rudy Gay,32,SAS,1842,Star,Shot Creator,Wing Stopper,-0.56,4.39,3.96,-0.07,-0.61,-1.12,-0.17,0.36,-0.28,1.1,50.25,25.71,49.13,37.57,7.4,2.13,61.5,69.69,55.01,76.36,0.08,-0.79,22.1,32.99,33.4,3.3,75.81,21.01,76.37,73.45,71.11,70.77
3704,2019-20,Rudy Gay,33,SAS,1461,Key Rotation,Shot Creator,Helper,-1.04,4.44,3.8,-0.02,0.03,-0.66,0.14,0.28,-0.12,1.6,24.82,31.71,21.56,44.95,57.41,8.98,72.15,46.45,64.11,80.04,-0.19,-1.27,22,30.42,30.56,2.89,64.35,8.15,75.91,66.19,60.63,51.96
3705,2020-21,Rudy Gay,34,SAS,1358,Key Rotation,Movement Shooter,Wing Stopper,-0.7,4.37,3.78,-0.27,-0.22,-0.32,-0.26,0.24,-0.19,1.05,43.37,23.42,19.15,14.4,28.39,21.49,57.37,36.28,60.51,75.82,-0.74,-1.15,23.6,33.51,33.37,3.77,27.69,10.7,82.58,74.87,71.01,84.16
3706,2021-22,Rudy Gay,35,UTA,1038,Rotation,Movement Shooter,Helper,-1.2,4.27,3.77,-0.37,-0.28,0.03,-0.55,0.28,1.05,1.11,16.05,14.66,17.78,8.46,23.8,61.92,41.44,46.45,92.08,76.53,-0.31,-0.4,19.3,27.4,27.31,2.94,58.12,38.05,61.14,56.18,46.01,54.42
3707,2022-23,Rudy Gay,36,UTA,816,Rotation,Shot Creator,Helper,-1.29,4.38,3.82,-0.08,0,-0.05,-1.42,0.21,-1.04,1.1,11.72,24.73,24.06,36.16,52.72,39.09,5.95,29.21,11.48,76.36,-1.02,-0.47,17.7,27.43,27.39,2.62,10.17,34.53,49.61,56.28,46.43,40.82
3708,2015-16,JJ Redick,31,LAC,2097,Starter,Off Screen Shooter,Chaser,-0.96,4.88,4.11,0.15,-0.23,0.46,0.45,0.26,-0.52,0,29.17,86.02,74.49,70.4,27.61,84.74,80.39,41.45,39.46,0,-1.15,1.13,22.6,31.23,31.37,1.31,6.45,92.76,78.54,68.63,63.91,15.08
3709,2016-17,JJ Redick,32,LAC,2198,Starter,Off Screen Shooter,Chaser,-0.89,4.92,4.08,0.19,0.45,0.65,-0.09,0.25,-1.13,0.51,32.84,89.11,69.77,75.04,86.39,90.08,64.79,38.83,8.88,63.47,-0.99,1.08,22,30.33,30.21,2.48,11.44,92.16,75.91,65.9,59.04,35.89
3710,2019-20,JJ Redick,35,NOP,1581,Key Rotation,Off Screen Shooter,Low Activity,-1.3,5.05,3.91,0.32,-0.08,-0.19,-1.63,0.24,-1.22,0.91,11.21,95.28,38.92,87.99,41.73,28.55,2.84,36.28,6.66,74.22,-1.25,1.68,20.4,29.94,29.47,1.57,4.94,97.27,68.26,64.58,56.31,16.63
3711,2017-18,JJ Redick,33,PHI,2116,Starter,Off Screen Shooter,Chaser,-0.95,5.16,4.08,0.43,0.07,-0.11,-0.13,0.27,-0.74,0.9,29.61,97.46,69.77,93.89,62.72,34.03,63.25,44.06,25.57,74.1,-1.1,1.34,21.7,33.29,33.5,1.5,7.57,95.15,74.56,74.19,71.51,16.05
3712,2018-19,JJ Redick,34,PHI,2379,Key Rotation,Off Screen Shooter,Low Activity,-1.39,4.98,3.94,0.25,-0.17,-0.83,-1.14,0.24,-0.85,0.99,8.01,92.38,45.28,81.63,32.35,5.39,13.46,36.28,19.62,75.07,-1.4,2.26,21.9,31.63,31.68,1.33,3.74,99.25,75.58,69.91,65.06,15.17
