RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,3PT Shot Making,Midrange Shot Making,3PT Pull Up Talent,Midrange Pull Up Talent,Pull-Up Shooting Talent,Off-Ball Shot Making,Floater Talent,Putback Scoring Impact Per 75 Possessions,Passing Creation Quality,High Value Assists Per 75 Possessions,3PT Shot Making_percentile,Midrange Shot Making_percentile,3PT Pull Up Talent_percentile,Midrange Pull Up Talent_percentile,Pull-Up Shooting Talent_percentile,Off-Ball Shot Making_percentile,Floater Talent_percentile,Putback Scoring Impact Per 75 Possessions_percentile,Passing Creation Quality_percentile,High Value Assists Per 75 Possessions_percentile,Lob Passing Creation Rate,Perimeter Isolation Defense,Pickpocket Rating,Stable Recovered Blocks%,Passing Lane Defense,Off-Ball Chaser Defense,Ball Screen Navigation,Post Defense,Lob Passing Creation Rate_percentile,Perimeter Isolation Defense_percentile,Pickpocket Rating_percentile,Stable Recovered Blocks%_percentile,Passing Lane Defense_percentile,Off-Ball Chaser Defense_percentile,Ball Screen Navigation_percentile,Post Defense_percentile
5523,2019-20,Joel Embiid,25,PHI,1506,Star,Shot Creator,Anchor Big,0.02,0.83,-0.26,0.77,0.55,0.32,-0.27,0.34,-1.19,2.91,65.69,91.91,69.06,90.66,88.47,82.88,65.91,96.92,6.61,66.74,0.17,-0.6,0.22,59.81,2.96,-1.22,-1.02,0.05,69.53,38.84,35.37,96.41,69.26,17.93,10.45,70.83
5524,2020-21,Joel Embiid,26,PHI,1585,Star,Shot Creator,Anchor Big,0.19,1.93,0.09,1.72,1.43,0.09,-0.27,0.52,-0.06,2.38,79.09,97.82,82.08,96.78,95.62,71.75,65.91,98.83,60.94,57.58,0.06,-0.85,0.23,60.1,2.8,-1.36,-1.58,0.23,26.2,25.81,36.54,97.54,65.7,13.61,0.71,77.29
5525,2021-22,Joel Embiid,27,PHI,2297,Star,Shot Creator,Anchor Big,0.82,0.91,0.76,1.07,1.17,0.74,-0.87,0.17,-0.06,3.95,92.87,92.82,92.79,93.48,94.23,92.01,18.94,92.8,60.94,79.38,0.15,-0.3,0.33,57.44,2.8,-2,-0.98,1.81,63.57,55.38,51.54,39.18,65.7,1.98,12.97,97.38
5526,2022-23,Joel Embiid,28,PHI,2284,Star,Shot Creator,Anchor Big,0.28,2.7,-0.42,1.82,1.26,2.05,-0.09,0.19,0.58,3.94,82.63,98.91,57.74,97.07,94.84,99.23,73,93.62,88.32,79.23,0.1,0.2,0.35,58.54,2.35,-0.76,-0.91,0.85,44.41,73.98,54.3,78.41,54.2,33.14,17.21,89.62
5527,2023-24,Joel Embiid,29,PHI,1309,Star,Shot Creator,Anchor Big,0.95,3.28,-0.74,2.77,1.77,1.88,0.01,0.37,0.06,5.38,94.21,99.38,24.02,98.78,96.56,99.01,76.73,97.34,71.38,90.04,0.05,-0.7,0.44,59.33,2.4,-1.56,-1.08,-0.08,20.75,33.24,66.22,92.83,55.62,8.2,7.52,66
5528,2024-25,Joel Embiid,30,PHI,574,Key Rotation,Shot Creator,Anchor Big,-0.08,0.32,-0.61,0.66,0.26,0.1,-0.58,-0.13,-0.4,4.91,42.24,84.04,35.71,89.32,83.55,72.38,41.91,9.82,29.85,87.35,0.05,-0.43,0.26,57.32,2.49,-1.26,-1.06,0.13,20.75,48.65,40.87,35.43,58.16,16.5,8.38,73.65
5529,2025-26,Joel Embiid,31,PHI,1201,Star,Shot Creator,Anchor Big,0.04,1.71,-0.41,1,0.64,0.9,-0.57,0,-0.63,4.38,68.44,97.29,58.7,92.96,89.79,94.12,42.84,21.65,19.86,83.11,0.13,-1.03,0.18,55.82,0.45,-1.58,-1.12,-0.19,56.04,17.49,30.22,16.17,19.42,7.86,6,60.51
5530,2015-16,Bryce Cotton,23,PHO/MEM,39,Too Few Games,Low Minute,Point of Attack,-0.03,0.04,-0.93,-0.39,-0.37,-0.02,-0.55,0,-0.22,1.92,51.8,71.05,16.71,57.46,57.63,54.05,44.63,21.65,42.17,46.25,0.13,0.03,0,57.12,2.92,0.09,0.24,0.04,56.04,68.89,0,29.79,68.39,62.19,66.68,70.46
5531,2015-16,Mitch McGary,23,OKC,72,Garbage Time,Low Minute,Anchor Big,-0.03,-0.01,-0.93,-0.64,-0.62,-0.03,-1.34,0,-0.21,0.47,51.8,63.86,16.71,33.6,33.82,51.34,0.27,21.65,43.05,18.08,0.11,-0.74,0.48,57.5,0,-1.2,-0.79,-0.38,48.31,31.06,70.93,41.23,0,18.43,25.82,48.96
5532,2020-21,Dante Exum,25,CLE,116,Too Few Games,Primary Ball Handler,Point of Attack,-0.18,-0.29,-0.51,-0.62,-0.53,-0.1,-0.43,0,0.03,3.11,30.23,24.85,48.85,36.21,44.16,39.74,55.38,21.65,69.32,69.78,0.36,0.46,0,58.04,3.09,-0.15,1.61,0.06,89.47,80.61,0,56.73,72.29,54.44,93.7,71.19
5533,2016-17,Dante Exum,21,UTA,1228,Rotation,Primary Ball Handler,Point of Attack,-0.74,0.19,-0.74,0.08,-0.2,-0.55,-0.21,-0.2,0.91,3.61,4.21,80.3,24.02,78.67,68.58,8.25,68.6,6.16,92.98,75.79,0.41,1.69,0.32,57.93,2.01,0.69,-0.75,-0.54,91.86,96.19,49.63,53.52,45.87,80.96,28.56,37.98
5534,2017-18,Dante Exum,22,UTA,235,Garbage Time,Slasher,Point of Attack,-0.14,0.21,-0.4,0.22,0.12,-0.2,-0.68,0,0.19,5.38,34.55,80.86,59.58,82.24,80.23,28.47,32.06,21.65,77.62,90.04,0.53,-0.88,0.47,58.51,2.95,-0.16,-0.2,0.21,95.23,24.18,69.63,76.43,69.05,53.88,51.36,76.67
5535,2018-19,Dante Exum,23,UTA,664,Rotation,Slasher,Point of Attack,-0.37,-0.33,-0.43,-0.18,-0.27,-0.31,-0.06,0,2.47,5.56,16.14,21.23,56.89,69.3,64.59,19.69,74.36,21.65,99.5,91.03,1.5,1.51,0.38,57.77,1.59,0.06,2.99,-0.6,99.71,94.83,58.74,49.08,37.4,61.17,99.71,34.04
5536,2019-20,Dante Exum,24,UTA/CLE,486,Rotation,Secondary Ball Handler,Chaser,-0.02,0.12,-0.25,-0.01,-0.1,-0.03,-0.46,0,-0.01,2.65,54.13,77.09,69.53,76.03,73.19,51.34,52.79,21.65,66.24,62.23,0.61,-1.01,0.22,58.15,2.17,0.54,-0.04,-0.69,96.53,18.35,35.37,61.14,49.66,76.71,57.09,28.44
5537,2023-24,Dante Exum,28,DAL,1088,Rotation,Primary Ball Handler,Point of Attack,0.54,-0.22,-0.45,-0.3,-0.3,0.6,-0.72,0.06,0.56,4.59,88.83,32.27,55.15,62.86,62.8,89.64,28.59,86.04,87.85,84.9,0.34,0.73,0.3,58.12,2.04,0.43,-0.44,-0.96,88.27,85.98,46.78,60.26,46.44,73.28,43.07,14.75
5538,2024-25,Dante Exum,29,DAL,372,Rotation,Primary Ball Handler,Point of Attack,0.2,-0.04,-0.37,-0.06,-0.2,0.33,-0.47,0,0.83,4.58,79.47,58.48,62,74.32,68.58,83.24,52.08,21.65,91.98,84.84,0.4,0.56,0.59,58.01,1.96,0.18,0.21,-0.46,91.54,82.6,80.87,55.94,44.48,65.17,65.7,43.43
5539,2019-20,JaKarr Sampson,26,IND,471,Rotation,Roll + Cut Big,Anchor Big,-0.16,-0.04,-0.95,-0.53,-0.57,-0.11,-0.74,-0.11,-0.62,1.06,32.43,58.48,14.88,45.97,39.91,38.18,26.93,11.09,20.32,23.53,0.05,-0.73,0.68,60.11,1.98,-0.76,-0.66,1.02,20.75,31.59,86.45,97.64,45.06,33.14,34.01,91.65
5540,2020-21,JaKarr Sampson,27,IND,316,Rotation,Roll + Cut Big,Helper,-0.15,-0.15,-1,-0.49,-0.5,-0.14,-0.36,0.23,-0.18,0.45,33.57,40.93,9.33,49.64,47.38,34.48,60.17,94.97,45.72,17.96,0.06,-0.36,0.11,57.64,1.24,-1.23,-0.99,0.19,26.2,52.51,25.28,45.32,33.26,17.64,12.3,75.79
5541,2017-18,JaKarr Sampson,24,SAC,344,Rotation,Roll + Cut Big,Helper,0.08,-0.11,-0.97,-0.46,-0.5,-0.06,-1.32,0.34,-0.15,0.56,72.78,46.39,10.85,52.25,47.38,45.88,1.1,96.92,49.24,18.48,0.06,0.73,0.45,58.46,2.7,-0.48,0.35,0.62,26.2,85.98,67.58,75.17,63.33,42.81,70.39,86.2
5542,2018-19,JaKarr Sampson,25,CHI,127,Too Few Games,Athletic Finisher,Helper,0,0.75,-0.96,0.71,0.43,0.03,-0.52,0,-0.31,0.58,61.14,91.13,13.05,90.1,86.81,65.99,48.02,21.65,35.21,18.54,0.11,-1.14,0.58,56.97,2.63,-1.24,-0.63,-0.64,48.31,13.46,80.06,26.45,61.53,17.26,35.55,31.5
5543,2015-16,JaKarr Sampson,22,PHI/DEN,1160,Rotation,Athletic Finisher,Wing Stopper,-0.39,-0.43,-0.52,-0.66,-0.61,-0.49,-0.15,-0.1,-0.77,1.26,14.96,14.63,47.49,31.3,35.32,10.15,70.8,11.89,15.03,27.55,0.05,0.57,0.22,57.95,0.51,0.67,1.21,-0.14,20.75,82.74,35.37,54.23,20.36,80.43,88.77,63.01
5544,2015-16,Eric Moreland,24,SAC,48,Too Few Games,Low Minute,Mobile Big,,-0.08,-0.93,-1.78,-1.68,-0.02,-1.34,0,-0.08,0.73,,51.62,16.71,0.05,0.36,54.05,0.27,21.65,58.42,19.49,0.12,-0.26,0,57.43,0,-0.95,,-0.25,52.13,57.37,0,38.84,0,27.17,,56.83
5545,2018-19,Eric Moreland,27,PHO/TOR,43,Too Few Games,Low Minute,Anchor Big,0.04,-0.03,-0.96,-0.61,-0.6,0.01,-1.22,0,-0.02,2.56,68.44,60.19,13.05,37.39,36.48,62.33,5.53,21.65,65.37,60.69,0.15,-0.46,0.84,57.47,0,-1.43,-0.65,,63.57,47.12,92.45,39.86,0,11.82,34.62,
5546,2017-18,Eric Moreland,26,DET,805,Rotation,Roll + Cut Big,Mobile Big,,-0.23,-0.97,-0.78,-0.74,-0.11,-0.35,-0.2,-0.45,2.57,,31.02,10.85,18.96,20.65,38.18,60.85,6.16,27.24,60.94,0.03,-1.39,0.81,59.56,3.59,-1.25,-0.96,-0.16,8.63,6.49,91.71,94.79,81.72,16.9,14.26,61.99
5547,2015-16,Josh Huestis,24,OKC,55,Too Few Games,Low Minute,Wing Stopper,0.12,-0.15,-0.93,-0.78,-0.75,0.1,-0.8,0,,0,75.61,40.93,16.71,18.96,19.74,72.38,22.49,21.65,,0,0,-0.47,0.69,56.62,0,-0.87,-0.53,-0.3,0,46.53,86.96,21.5,0,29.87,40,53.84
5548,2016-17,Josh Huestis,25,OKC,31,Too Few Games,Low Minute,Helper,0.05,-0.04,-0.9,-0.77,-0.74,0.03,-1.25,0,0.03,3.36,69.6,58.48,19.08,19.89,20.65,65.99,3.4,21.65,69.32,73.04,0.13,-0.45,0,57.59,1.1,-0.56,-0.6,-0.32,56.04,47.7,0,43.92,31.48,40.07,36.82,52.86
5549,2017-18,Josh Huestis,26,OKC,981,Rotation,Stationary Shooter,Wing Stopper,-0.59,-0.26,-0.57,-1.01,-0.93,-0.76,-1.32,-0.3,-0.27,0.67,7.36,27.68,40.81,6.91,8.07,3.52,1.1,3.76,38.01,19.02,0.03,-0.13,0.08,59.1,1.64,1.9,1.82,0.13,8.63,63.25,24.3,90.57,38.22,98.4,95.39,73.65
5550,2015-16,Shayne Whittington,24,IND,41,Too Few Games,Low Minute,Helper,-0.02,-0.04,-0.93,-0.65,-0.62,-0.02,-1.34,0,-0.1,2.71,54.13,58.48,16.71,32.55,33.82,54.05,0.27,21.65,55.56,63.5,0.13,-0.64,0,57.31,0.9,-1.11,-0.57,-0.3,56.04,36.92,0,35.14,28.04,21.46,38.27,53.84
5551,2017-18,Jamil Wilson,27,LAC,274,Garbage Time,Stationary Shooter,Helper,0.37,0.12,-0.97,-0.61,-0.63,0.43,-1.32,0,-0.53,1.25,85.35,77.09,10.85,37.39,32.72,85.83,1.1,21.65,23.78,27.35,0.16,0.01,0.42,59.39,1.94,-1.04,-0.03,0.9,66.74,68.33,64.03,93.38,44.01,23.98,57.42,90.36
5552,2023-24,Dario Saric,29,GSW,1098,Rotation,Versatile Big,Mobile Big,0.04,-0.32,-0.54,-0.84,-0.82,0.03,-0.81,0.03,0.32,3.96,68.44,21.89,44.94,14.56,13.86,65.99,21.95,83.31,81.99,79.54,0.11,-0.29,0.51,59.01,3.27,-0.49,-0.54,0.93,48.31,55.82,74.24,89.08,76.34,42.34,39.57,90.87
5553,2018-19,Dario Saric,24,PHI/MIN,2010,Key Rotation,Stretch Big,Helper,0.18,-1.13,-0.59,-1.41,-1.29,0.26,-1.01,0.13,0.24,1.87,78.65,1,38.3,3.32,2.88,80.43,14.45,90.92,79.57,44.67,0.01,-0.16,0.37,57.22,2.02,-0.31,-0.65,-0.43,1.83,61.94,57.45,32.44,46.04,48.53,34.62,45.55
5554,2022-23,Dario Saric,28,PHO/OKC,806,Rotation,Stretch Big,Anchor Big,0.11,-0.55,-0.68,-0.66,-0.69,0.19,-0.48,-0.09,0.2,2.67,75.03,9.11,28.03,31.3,26.07,77.26,51.29,13.12,78,62.62,0.03,-1.55,0.27,58.74,2.52,-1.49,-0.97,-0.26,8.63,3.67,42.24,83.95,58.83,9.99,13.8,56.15
5555,2016-17,Dario Saric,22,PHI,2129,Starter,Shot Creator,Helper,-0.9,-0.6,-0.88,-0.28,-0.55,-1.08,-0.04,0.18,0.56,2.79,2.3,7.38,21.12,64.05,41.99,0.77,74.95,93.19,87.85,64.89,0.08,-0.38,0.24,57.76,2.31,-0.59,-1.01,-1.72,35.93,51.5,37.9,48.81,53.09,39.12,11.04,0.97
5556,2017-18,Dario Saric,23,PHI,2310,Starter,Stationary Shooter,Helper,0.74,-0.83,-0.72,-0.71,-0.79,0.61,-0.9,-0.13,0.57,2.72,91.89,2.97,24.93,26.05,16.15,89.9,17.82,9.82,88.08,63.59,0.09,0.39,0.19,59.75,2.21,0.24,-0.88,-0.23,40.28,79.07,31.19,96.01,50.64,67.27,19.35,58.14
5557,2019-20,Dario Saric,25,PHO,1632,Key Rotation,Stretch Big,Helper,-0.08,-0.32,-0.36,-0.58,-0.48,-0.31,-0.58,0.16,0.37,2.22,42.24,21.89,62.76,41.05,49.29,19.69,41.91,92.45,83.35,54.17,0.06,-0.74,0.26,57.06,2.26,0.68,-0.82,-0.09,26.2,31.06,40.87,28.4,51.84,80.79,23.77,65.5
5558,2020-21,Dario Saric,26,PHO,871,Rotation,Versatile Big,Anchor Big,-0.15,-0.36,-0.55,-0.73,-0.68,-0.08,-0.27,-0.09,-0.3,2.19,33.57,19.18,43.64,23.66,27.25,42.62,65.91,13.12,35.82,53.48,0.03,-0.8,0.59,57.97,3.06,-1.23,-0.97,0.6,8.63,27.99,80.87,54.82,71.64,17.64,13.8,85.91
5559,2025-26,Dario Saric,31,SAC,41,Too Few Games,Low Minute,Helper,-0.01,-0.03,-1.06,-0.68,-0.67,-0.02,-1.29,0,-0.17,1.83,57.78,60.19,0.46,29.5,28.37,54.05,2.54,21.65,46.72,43.69,0.17,-0.35,0,58.32,0,-0.16,-0.88,,69.53,52.95,0,66.84,0,53.88,19.35,
5560,2024-25,Dario Saric,30,DEN,210,Garbage Time,Versatile Big,Mobile Big,-0.15,-0.25,-0.68,-0.65,-0.68,-0.15,-1.21,0,-0.18,4.06,33.57,28.55,28.03,32.55,27.25,33.4,7.8,21.65,45.72,80.39,0.19,-0.73,0.71,58.08,3,-1.45,-0.93,0.39,74.34,31.59,87.78,58.05,70.21,11.08,15.83,81.39
5561,2019-20,Clint Capela,25,HOU,1279,Star,Roll + Cut Big,Mobile Big,,-1.17,-0.95,-0.92,-0.87,-0.69,-1.07,-0.33,0.81,1.34,,0.83,14.88,10.17,10.58,4.48,13.52,3.28,91.67,29.69,0.12,1.01,0.3,60.42,2.33,-0.75,-0.67,2.28,52.13,90.09,46.78,98.61,53.55,33.56,33.43,98.76
5562,2020-21,Clint Capela,26,ATL,1898,Star,Roll + Cut Big,Anchor Big,,-1.03,-1,-0.95,-0.89,-1.1,-0.98,-0.12,-0.6,0.88,,1.47,9.33,8.84,9.65,0.7,15.1,10.34,21.01,20.94,0.03,-0.29,0.35,61.77,2.25,-1.19,-0.98,1.52,8.63,55.82,54.3,99.91,51.63,18.74,12.97,95.59
5563,2021-22,Clint Capela,27,ATL,2042,Key Rotation,Roll + Cut Big,Anchor Big,,-1.01,-1.02,-1.09,-1.02,-0.48,-1.41,-1.03,-1.99,1.21,,1.54,3.54,5.01,5.15,10.34,0.1,0.22,0.9,26.58,0.07,1.35,0.31,59.77,2.49,-1.65,-1.02,1.36,31.08,93.7,48.32,96.12,58.16,6.48,10.45,94.49
5564,2022-23,Clint Capela,28,ATL,1730,Key Rotation,Roll + Cut Big,Anchor Big,,-0.7,-1.01,-1.01,-0.97,-0.01,-1,-0.43,-0.66,1.06,,4.86,7.74,6.91,6.58,56.95,14.64,1.87,18.48,23.53,0.03,0.41,0.41,59.63,1.94,-1.59,-0.88,1.36,8.63,79.32,62.72,95.27,44.01,7.72,19.35,94.49
5565,2023-24,Clint Capela,29,ATL,1883,Key Rotation,Roll + Cut Big,Mobile Big,,-0.72,-1.02,-1.03,-0.97,-0.59,-0.95,-0.77,-1.72,1.32,,4.5,3.54,6.36,6.58,7.02,15.81,0.46,2.02,29.1,0.05,0.07,0.27,60.01,2.21,-1.22,-1.14,1.71,20.75,70.2,42.24,97.17,50.64,17.93,5.4,96.85
5566,2024-25,Clint Capela,30,ATL,1176,Rotation,Roll + Cut Big,Anchor Big,-0.05,-0.89,-1.03,-1.17,-1.08,-0.58,-1.39,-1.08,-0.37,1.4,47.71,2.37,1.93,4.25,4.11,7.27,0.14,0.19,31.5,31.37,0.05,-0.09,0.3,59.29,2.45,-0.89,-0.99,1.73,20.75,64.79,46.78,92.55,57.19,29.27,12.3,96.96
5567,2015-16,Clint Capela,21,HOU,1471,Rotation,Roll + Cut Big,Helper,,-0.53,-0.93,-1.02,-0.93,-0.22,-0.93,-0.1,0.11,1.14,,9.87,16.71,6.65,8.07,26.5,16.57,11.89,74.15,24.99,0.18,-0.93,0.58,58.52,0.98,-0.6,-0.79,-0.51,72.17,21.8,80.06,77.01,29.63,38.83,25.82,40.17
5568,2016-17,Clint Capela,22,HOU,1551,Key Rotation,Roll + Cut Big,Mobile Big,,-0.45,-0.9,-0.97,-0.94,0.18,-1.04,-0.06,-0.26,1.52,,13.44,19.08,8.12,7.7,76.81,13.9,15.82,38.99,34.48,0.06,-0.4,0.24,57.99,1.96,-0.63,-0.89,0.09,26.2,50.48,37.9,55.36,44.48,37.59,18.7,72.35
5569,2017-18,Clint Capela,23,HOU,2034,Key Rotation,Roll + Cut Big,Mobile Big,-0.02,-0.35,-0.64,-0.94,-0.88,-0.08,-0.69,0,-0.43,1.2,54.13,19.82,32.09,9.31,10.16,42.62,31.03,21.65,28.16,26.31,0.01,0.39,0.35,59.77,2.08,-0.79,-0.72,1.07,1.83,79.07,54.3,96.12,47.48,32.47,30.63,92.24
5570,2018-19,Clint Capela,24,HOU,2249,Star,Roll + Cut Big,Mobile Big,,-0.36,-0.96,-0.98,-0.9,-0.28,-1.16,-0.09,-0.08,1.33,,19.18,13.05,7.84,9.12,21.42,11.98,13.12,58.42,29.4,0.01,0.88,0.13,57.76,1.78,-0.64,-0.52,1.09,1.83,88.45,26.22,48.81,40.77,37.23,40.39,92.42
5571,2025-26,Clint Capela,31,HOU,926,Rotation,Roll + Cut Big,Mobile Big,0.02,-0.39,-1.06,-0.88,-0.81,-0.27,-0.93,0,-0.43,1.43,65.69,17.12,0.46,12.19,14.66,22.18,16.57,21.65,28.16,32.03,0.1,-0.6,0.36,62.2,1.09,-1.66,-0.95,0.09,44.41,38.84,55.88,99.94,31.34,6.25,14.82,72.35
5572,2020-21,Bogdan Bogdanovic,28,ATL,1305,Starter,Off Screen Shooter,Chaser,1.6,0.66,0.44,0.37,0.5,1.61,0.37,0.07,-0.04,4.1,97.99,90.16,89.34,85.34,87.83,98.28,85.61,87.07,63.27,80.75,0.27,-0.14,0.42,58.3,3.58,1.93,1.11,-0.41,83.38,62.89,64.03,66.44,81.56,98.59,87.37,46.89
5573,2021-22,Bogdan Bogdanovic,29,ATL,1848,Star,Secondary Ball Handler,Helper,0.34,0.72,1.13,0.57,0.88,0.5,-0.07,0.03,1.4,3.27,84.42,90.84,95.18,88.29,92.13,87.31,73.9,83.31,96.81,72.08,0.37,0.41,0.4,56.54,3.44,-0.59,0.22,0.64,90.05,79.32,61.33,20.69,79.25,39.12,66.04,86.68
5574,2022-23,Bogdan Bogdanovic,30,ATL,1508,Starter,Off Screen Shooter,Chaser,1.1,0.21,1.37,-0.2,0.46,0.75,-0.3,0,0.35,3.08,95.38,80.86,96.07,68.18,87.2,92.25,64.08,21.65,82.76,69.18,0.23,-0.47,0.34,58.55,3.19,0.47,-0.35,0.7,79.52,46.53,52.94,78.76,74.77,74.68,46.03,87.66
5575,2023-24,Bogdan Bogdanovic,31,ATL,2401,Starter,Off Screen Shooter,Chaser,1.02,0.8,0.78,0.56,0.75,0.84,0.25,-0.11,1.14,3.55,94.74,91.68,92.96,88.2,91.16,93.55,83.07,11.09,94.96,75.1,0.45,-0.92,0.36,57.65,3.88,1.1,0.26,-0.16,93.13,22.29,55.88,45.67,85.84,90.42,67.35,61.99
5576,2024-25,Bogdan Bogdanovic,32,ATL/LAC,1348,Starter,Movement Shooter,Chaser,0.02,0.17,0.25,0.08,0.17,0.01,-0.54,0,0.57,3.41,65.69,79.39,85.95,78.67,81.5,62.33,45.85,21.65,88.08,73.51,0.36,-0.94,0.46,58.16,3.42,1.63,-0.26,0.78,89.47,21.29,68.55,61.75,78.94,96.71,49.48,88.84
5577,2025-26,Bogdan Bogdanovic,33,LAC,452,Rotation,Secondary Ball Handler,Chaser,0,-0.13,0.94,-0.17,0.28,-0.21,-0.52,0,-0.34,4.06,61.14,43.56,94.01,69.7,84.12,27.41,48.02,21.65,33.4,80.39,0.12,0.02,0.25,57.56,0.59,0.43,1.62,-0.68,52.13,68.6,39.36,42.95,21.94,73.28,93.88,29.14
5578,2017-18,Bogdan Bogdanovic,25,SAC,2175,Starter,Secondary Ball Handler,Chaser,0.69,0.66,0.79,0.66,0.87,0.45,0.97,0,0.34,3.68,91.17,90.16,93.08,89.32,92.1,86.33,92.28,21.65,82.44,76.57,0.59,-0.61,0.33,58.26,3.85,0.44,1.08,-0.14,96.24,38.32,51.54,64.58,85.38,73.61,86.89,63.01
5579,2018-19,Bogdan Bogdanovic,26,SAC,1947,Starter,Secondary Ball Handler,Chaser,0.33,0.01,0.28,0.24,0.22,0.15,-0.3,-0.1,0.68,3.94,84.13,67.42,86.66,82.74,82.63,75.04,64.08,11.89,89.96,79.23,0.54,-0.24,0.33,57.86,3.91,0.91,-0.24,-0.05,95.43,58.42,51.54,51.7,86.22,86.51,50.28,67.2
5580,2019-20,Bogdan Bogdanovic,27,SAC,1766,Starter,Secondary Ball Handler,Chaser,0.4,0.95,-0.39,1.01,0.38,0.66,0.11,-0.03,0.98,3.91,85.93,93.17,60.32,93.13,86.04,90.72,79.74,18.71,93.67,78.94,0.3,-0.95,0.57,57.3,3.43,1.63,-0.05,-0.28,85.48,20.87,79.36,34.88,79.1,96.71,56.8,55.01
5581,2023-24,Jusuf Nurkic,29,PHO,2078,Key Rotation,Post Scorer,Mobile Big,-0.63,0.06,-0.7,-0.66,-0.7,-0.8,-0.89,-0.49,1.13,3.74,6.53,72.68,26.52,31.3,25.12,2.9,18.16,1.34,94.81,77.18,0.13,-0.34,0.65,60.54,3.71,-0.94,-0.85,3.55,56.04,53.49,84.61,98.77,83.4,27.46,21.54,99.91
5582,2016-17,Jusuf Nurkic,22,DEN/POR,1391,Rotation,Post Scorer,Anchor Big,0,-0.3,-0.9,-0.3,-0.35,-0.22,-0.51,-0.39,0.31,3.06,61.14,23.69,19.08,62.86,59.11,26.5,48.97,2.34,81.75,68.85,0.16,-0.15,0.51,60.28,4.18,-1.46,-1,2,66.74,62.45,74.24,98.24,89.34,10.77,11.66,98.04
5583,2017-18,Jusuf Nurkic,23,POR,2088,Starter,Post Scorer,Anchor Big,-0.12,-0.47,-0.97,-0.15,-0.24,-0.02,0.25,-0.1,0.41,2.25,36.92,12.48,10.85,70.85,66.2,54.05,83.07,11.89,84.35,54.95,0.05,-0.64,0.43,59.64,3.08,-1.44,-0.98,0.27,20.75,36.92,65.13,95.31,72.08,11.44,12.97,78.29
5584,2018-19,Jusuf Nurkic,24,POR,1974,Star,Post Scorer,Anchor Big,-0.33,-0.35,-0.53,0.26,0.03,-0.47,-1.04,-0.34,1.4,3.5,18.24,19.82,46.34,83.12,77.62,10.94,13.9,3.14,96.81,74.63,0.12,0,0.48,56.37,3.22,-1.55,-0.96,3.5,52.13,68.05,70.93,19.25,75.49,8.48,14.26,99.89
5585,2019-20,Jusuf Nurkic,25,POR,253,Star,Post Scorer,Helper,-0.26,-1.83,-0.95,-1.09,-0.99,-0.66,-0.34,-0.35,-0.11,4.25,22.71,0.09,14.88,5.01,5.94,5.23,61.44,2.88,54.04,82.08,0.08,0.37,0.14,59.12,4.69,-1.02,-0.75,0.83,35.93,78.57,26.98,90.82,93.2,24.79,28.56,89.46
5586,2020-21,Jusuf Nurkic,26,POR,880,Rotation,Post Scorer,Anchor Big,0.02,-0.59,-0.54,-0.84,-0.72,0.1,-0.89,-0.55,0.04,4.49,65.69,7.71,44.94,14.56,22.99,72.38,18.16,1.01,70.12,84.05,0.17,-0.66,0.49,58.24,4.26,-1.3,-0.95,0.1,69.53,35.79,72.03,64.14,90.02,15.16,14.82,72.75
5587,2021-22,Jusuf Nurkic,27,POR,1579,Key Rotation,Post Scorer,Mobile Big,-0.27,-1.08,-0.48,-0.86,-0.76,-0.53,-1.16,-0.15,-1.94,3.07,21.98,1.28,52.27,13.25,18.75,8.89,11.98,8.71,1.16,68.97,0.04,-0.48,0.35,57.19,3.9,-1.12,-1.24,2.31,15.06,46,54.3,31.83,86.12,21,3.28,98.92
5588,2022-23,Jusuf Nurkic,28,POR,1391,Key Rotation,Post Scorer,Anchor Big,-0.08,0.06,-0.75,-0.23,-0.34,-0.08,-0.86,-0.02,-0.63,3.58,42.24,72.68,23.61,66.89,59.87,42.62,19.4,19.52,19.86,75.52,0.26,0.57,0.32,58.1,3.53,-0.69,-0.93,1.22,82.58,82.74,49.63,58.89,80.72,35.54,15.83,93.7
5589,2025-26,Jusuf Nurkic,31,UTA,1083,Key Rotation,Roll + Cut Big,Mobile Big,-0.11,-0.11,-0.71,-0.73,-0.73,-0.15,-0.29,0,0.12,4.61,38.07,46.39,25.58,23.66,21.67,33.4,64.69,21.65,74.84,85.06,0.11,0.55,0.61,58.39,1.06,-0.73,-1.01,1.03,48.31,82.41,82.33,71.35,30.93,34.21,11.04,91.82
5590,2024-25,Jusuf Nurkic,30,PHO/CHO,1063,Rotation,Post Scorer,Anchor Big,-0.25,-0.96,-0.81,-0.98,-1.08,-0.36,-1,-0.18,-0.75,3.34,23.5,1.88,22.24,7.84,4.11,16.72,14.64,7.06,15.6,72.84,0.09,0.16,0.7,60.31,4.04,-1.07,-1.03,1.55,40.28,72.78,87.38,98.26,87.66,22.88,9.88,95.86
5591,2015-16,Jusuf Nurkic,21,DEN,547,Rotation,Post Scorer,Anchor Big,-0.04,-0.75,-0.93,-0.55,-0.51,-0.21,-1.04,-1.5,-0.3,2.84,49.8,3.98,16.71,43.91,46.24,27.41,13.9,0.06,35.82,65.63,0.09,-1.15,0.48,59.29,1.17,-1.36,-0.93,-0.8,40.28,13.12,70.93,92.55,32.42,13.61,15.83,22.25
