RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Playmaking Talent,Touches Per 75,Playmaking Talent_percentile,Touches Per 75_percentile
3541,2025-26,Jaylon Tyson,23,CLE,1727,Key Rotation,Movement Shooter,Chaser,-0.49,50.28,53.47,44.96
3542,2024-25,Cam Spencer,24,MEM,252,Garbage Time,Movement Shooter,Low Activity,-0.15,67.76,69.72,76.6
3543,2025-26,Cam Spencer,25,MEM,1714,Key Rotation,Primary Ball Handler,Low Activity,0.91,67.7,90.39,76.47
3544,2024-25,Oso Ighodaro,22,PHO,1045,Rotation,Roll + Cut Big,Mobile Big,-0.62,52.45,45.05,49.31
3545,2025-26,Oso Ighodaro,23,PHO,1774,Key Rotation,Roll + Cut Big,Mobile Big,-0.57,40.55,48.62,25.23
3546,2024-25,Ryan Dunn,22,PHO,1410,Rotation,Stationary Shooter,Point of Attack,-0.9,47.62,20.93,38.96
3547,2025-26,Ryan Dunn,23,PHO,1302,Rotation,Stationary Shooter,Helper,-0.42,41.83,57.85,27.17
3548,2024-25,Jamal Shead,22,TOR,1467,Rotation,Primary Ball Handler,Point of Attack,0.84,82.21,89.82,91.86
3549,2025-26,Jamal Shead,23,TOR,1805,Key Rotation,Primary Ball Handler,Point of Attack,1.42,61.58,94.57,67.25
3550,2024-25,Justin Edwards,21,PHI,1156,Key Rotation,Movement Shooter,Chaser,-0.88,50.51,22.72,45.37
3551,2025-26,Justin Edwards,22,PHI,938,Rotation,Movement Shooter,Chaser,-0.9,33.95,20.93,18.37
3552,2024-25,Ajay Mitchell,22,OKC,597,Rotation,Secondary Ball Handler,Point of Attack,-0.21,59.24,67.63,62.94
3553,2025-26,Ajay Mitchell,23,OKC,1473,Key Rotation,Shot Creator,Point of Attack,1.35,49.01,94.13,41.81
3554,2024-25,Keshad Johnson,23,MIA,98,Garbage Time,Low Minute,Helper,-0.92,44.86,19.03,33.19
3555,2025-26,Keshad Johnson,24,MIA,225,Garbage Time,Shot Creator,Low Activity,-1.27,43.89,2.29,31.01
3556,2024-25,Cam Christie,19,LAC,59,Garbage Time,Low Minute,Helper,-0.8,54.27,29.99,53.1
3557,2025-26,Cam Christie,20,LAC,478,Garbage Time,Movement Shooter,Point of Attack,-0.88,48.62,22.72,40.97
3558,2024-25,KJ Simpson,22,CHO,842,Key Rotation,Primary Ball Handler,Point of Attack,0,79.65,74.79,89.8
3559,2025-26,KJ Simpson,23,CHO/DEN,251,Rotation,Secondary Ball Handler,Point of Attack,-0.34,79.26,62.04,89.46
3560,2024-25,Bronny James,20,LAL,181,Garbage Time,Secondary Ball Handler,Point of Attack,-0.66,65.26,42.17,73.19
3561,2025-26,Bronny James,21,LAL,344,Garbage Time,Secondary Ball Handler,Point of Attack,-0.63,44.96,44.38,33.38
3562,2024-25,AJ Johnson,20,MIL/WAS,638,Key Rotation,Primary Ball Handler,Low Activity,-0.68,66.72,40.56,75.21
3563,2025-26,AJ Johnson,21,WAS/DAL,409,Garbage Time,Shot Creator,Chaser,-0.92,45.48,19.03,34.3
3564,2024-25,Pacome Dadiet,19,NYK,111,Garbage Time,Movement Shooter,Helper,-0.96,49.67,16.05,43.5
3565,2025-26,Pacome Dadiet,20,NYK,105,Garbage Time,Movement Shooter,Helper,-0.88,40.19,22.72,24.61
3566,2025-26,Nique Clifford,23,SAC,1805,Key Rotation,Movement Shooter,Chaser,-0.12,41.02,71.07,26.09
3567,2025-26,Jamir Watkins,24,WAS,967,Key Rotation,Movement Shooter,Point of Attack,-1.07,26.01,8.71,15.62
3568,2024-25,Quinten Post,24,GSW,686,Rotation,Stretch Big,Mobile Big,-0.72,67.39,37.08,76.12
3569,2025-26,Quinten Post,25,GSW,1159,Rotation,Stretch Big,Mobile Big,-0.56,59.54,49.26,63.3
3570,2024-25,Jonathan Mogbo,23,TOR,1286,Key Rotation,Athletic Finisher,Helper,-0.14,52.63,70.17,49.8
3571,2025-26,Jonathan Mogbo,24,TOR,227,Garbage Time,Athletic Finisher,Helper,-0.78,29.04,32,16.25
3572,2025-26,N'Faly Dante,24,ATL,15,Too Few Games,Low Minute,Helper,,50,,44.31
3573,2024-25,N'Faly Dante,23,HOU,51,Too Few Games,Low Minute,Mobile Big,-0.91,40.23,19.94,24.73
3574,2024-25,Jaylen Wells,21,MEM,2043,Starter,Stationary Shooter,Wing Stopper,-0.35,34.96,61.46,19.2
3575,2025-26,Jaylen Wells,22,MEM,1821,Starter,Movement Shooter,Point of Attack,-0.52,38.13,51.57,22.14
3576,2024-25,Branden Carlson,25,OKC,246,Garbage Time,Stretch Big,Anchor Big,-1.04,54.38,10.66,53.43
3577,2025-26,Branden Carlson,26,OKC,409,Rotation,Stretch Big,Anchor Big,-0.94,46.86,17.63,37.38
3578,2025-26,Walter Clayton Jr.,22,UTA/MEM,1411,Rotation,Primary Ball Handler,Point of Attack,0.16,57.18,79.14,59.02
3579,2025-26,Isaiah Crawford,24,HOU,76,Garbage Time,Low Minute,Helper,-0.82,18.24,27.93,15.14
3580,2024-25,Isaiah Crawford,23,SAC,46,Garbage Time,Low Minute,Helper,-0.86,43.62,24.64,30.37
3581,2024-25,Cui Yongxi,21,BRK,10,Too Few Games,Low Minute,Chaser,,42,,27.53
3582,2024-25,Zyon Pullin,23,MEM,3,Too Few Games,Low Minute,Point of Attack,-0.92,50,19.03,44.31
3583,2024-25,Jesse Edwards,24,MIN,5,Too Few Games,Low Minute,Point of Attack,-0.85,34.09,25.72,18.5
3584,2025-26,Tristan Enaruna,24,CLE,46,Garbage Time,Low Minute,Point of Attack,-0.57,24.42,48.62,15.5
3585,2024-25,Enrique Freeman,24,IND,181,Garbage Time,Athletic Finisher,Mobile Big,-1.07,37.5,8.71,21.24
3586,2025-26,Enrique Freeman,25,MIN,11,Too Few Games,Low Minute,Mobile Big,-0.82,23.08,27.93,15.36
3587,2024-25,Isaac Jones,24,SAC,304,Garbage Time,Roll + Cut Big,Helper,-1.21,40.28,3.52,24.82
3588,2025-26,Isaac Jones,25,SAC/DET,26,Too Few Games,Low Minute,Mobile Big,,14.71,,15
3589,2025-26,Chaz Lanier,24,DET,254,Garbage Time,Off Screen Shooter,Low Activity,-0.66,23.95,42.17,15.47
3590,2024-25,Jamison Battle,23,TOR,1042,Rotation,Movement Shooter,Low Activity,-0.61,41.77,45.89,27.11
3591,2025-26,Jamison Battle,24,TOR,505,Garbage Time,Movement Shooter,Low Activity,-0.93,29.06,18.29,16.27
3592,2024-25,Armel Traore,22,LAL,67,Garbage Time,Low Minute,Helper,-1.01,57.07,12.54,58.79
3593,2024-25,Riley Minix,24,SAS,7,Too Few Games,Low Minute,Helper,-0.62,40,45.05,24.4
3594,2024-25,Quincy Olivari,23,LAL,10,Too Few Games,Low Minute,Wing Stopper,-0.62,75,45.05,84.96
3595,2025-26,Jahmir Young,25,MIA,54,Garbage Time,Low Minute,Point of Attack,-0.76,68.59,33.61,77.41
3596,2024-25,Jahmir Young,24,CHI,30,Too Few Games,Low Minute,Point of Attack,-0.49,61.36,53.47,66.88
3597,2024-25,Tolu Smith,24,DET,22,Too Few Games,Low Minute,Mobile Big,-0.4,52.84,59.04,50.27
3598,2025-26,Tolu Smith,25,DET,132,Garbage Time,Roll + Cut Big,Mobile Big,-0.8,38.37,29.99,22.37
3599,2024-25,Daniss Jenkins,23,DET,23,Too Few Games,Low Minute,Point of Attack,-0.77,94.64,32.73,98.64
3600,2025-26,Daniss Jenkins,24,DET,1418,Rotation,Primary Ball Handler,Point of Attack,1.02,46.8,91.46,37.18
3601,2024-25,Spencer Jones,23,DEN,125,Garbage Time,Stationary Shooter,Point of Attack,-0.99,32.06,13.84,17.37
3602,2025-26,Spencer Jones,24,DEN,1417,Key Rotation,Stationary Shooter,Wing Stopper,-0.91,23.34,19.94,15.37
3603,2025-26,RayJ Dennis,24,IND/LAC/ATL,180,Rotation,Secondary Ball Handler,Point of Attack,-0.12,93.5,71.07,98.24
3604,2024-25,RayJ Dennis,23,IND,70,Garbage Time,Low Minute,Point of Attack,-0.29,80.46,64.3,90.46
3605,2025-26,Malevy Leons,26,GSW,248,Rotation,Athletic Finisher,Helper,-0.6,11.46,46.64,14.85
3606,2024-25,Malevy Leons,25,OKC,21,Too Few Games,Low Minute,Helper,-0.88,44.32,22.72,32.03
3607,2024-25,Alex Ducas,24,OKC,125,Garbage Time,Movement Shooter,Low Activity,-0.99,30.85,13.84,16.75
3608,2024-25,Yuki Kawamura,23,MEM,93,Garbage Time,Low Minute,Point of Attack,-0.42,72.8,57.85,82.85
3609,2025-26,Yuki Kawamura,24,CHI,186,Rotation,Secondary Ball Handler,Point of Attack,0.09,35.26,77.24,19.51
3610,2025-26,Cooper Flagg,19,DAL,2302,Starter,Shot Creator,Helper,1.17,51.52,92.7,47.3
3611,2025-26,Dylan Harper,19,SAS,1514,Key Rotation,Shot Creator,Point of Attack,0.59,56.62,86.58,57.76
3612,2025-26,VJ Edgecombe,20,PHI,2553,Starter,Primary Ball Handler,Point of Attack,-0.02,57.13,74.26,58.96
3613,2025-26,Ace Bailey,19,UTA,1929,Starter,Movement Shooter,Helper,-0.26,30.37,65.55,16.59
3614,2025-26,Jeremiah Fears,19,NOP,2026,Key Rotation,Primary Ball Handler,Point of Attack,0.45,62.62,84.2,69.24
3615,2025-26,Tre Johnson,19,WAS,1443,Key Rotation,Secondary Ball Handler,Chaser,-0.34,37.41,62.04,21.16
3616,2025-26,Nolan Traore,19,BRK,1227,Key Rotation,Primary Ball Handler,Point of Attack,0.11,63.87,77.9,71.29
3617,2025-26,Kon Knueppel,20,CHO,2491,Starter,Off Screen Shooter,Chaser,0.16,49.14,79.14,42.13
3618,2025-26,Derik Queen,21,NOP,1943,Key Rotation,Shot Creator,Mobile Big,0.65,58.86,87.46,62.31
3619,2025-26,Rasheer Fleming,21,PHO,611,Rotation,Stationary Shooter,Helper,-1.25,18.39,2.73,15.16
3620,2025-26,Asa Newell,20,ATL,453,Rotation,Stationary Shooter,Helper,-0.93,44.25,18.29,31.89
3621,2025-26,Noa Essengue,19,CHI,6,Too Few Games,Low Minute,Helper,,48.21,,40.19
3622,2025-26,Egor Demin,19,BRK,1308,Starter,Primary Ball Handler,Chaser,-0.47,79.53,54.76,89.7
3623,2025-26,Kasparas Jakucionis,19,MIA,894,Rotation,Shot Creator,Chaser,-0.19,43.77,68.32,30.67
3624,2025-26,Jase Richardson,20,ORL,581,Rotation,Secondary Ball Handler,Point of Attack,-0.91,49.49,19.94,43.04
3625,2025-26,Will Riley,19,WAS,1570,Key Rotation,Shot Creator,Low Activity,-0.84,33.45,26.48,18.12
3626,2025-26,Liam McNeeley,20,CHO,363,Rotation,Movement Shooter,Low Activity,-1.07,45.15,8.71,33.71
3627,2025-26,Khaman Maluach,19,PHO,374,Garbage Time,Roll + Cut Big,Mobile Big,-1.3,20.22,1.67,15.2
3628,2025-26,Hugo Gonzalez,19,BOS,1059,Rotation,Stationary Shooter,Wing Stopper,-1.27,39.06,2.29,23.18
3629,2025-26,Joan Beringer,19,MIN,257,Garbage Time,Roll + Cut Big,Mobile Big,-1.24,32.38,3,17.57
3630,2025-26,Collin Murray-Boyles,20,TOR,1232,Key Rotation,Roll + Cut Big,Mobile Big,-0.33,47.59,62.56,38.89
3631,2025-26,Carter Bryant,20,SAS,762,Rotation,Stationary Shooter,Helper,-0.88,28.52,22.72,16.07
3632,2025-26,Noah Penda,21,ORL,750,Rotation,Stationary Shooter,Helper,-0.75,46.49,34.52,36.44
3633,2025-26,Amari Williams,24,BOS,136,Garbage Time,Athletic Finisher,Anchor Big,-1.1,38.59,7.35,22.59
3634,2025-26,Danny Wolf,21,BRK,1187,Key Rotation,Movement Shooter,Helper,-0.31,51.58,63.54,47.42
3635,2025-26,Maxime Raynaud,22,SAC,1887,Key Rotation,Roll + Cut Big,Mobile Big,-1.1,42.12,7.35,27.77
3636,2025-26,Adou Thiero,21,LAL,135,Garbage Time,Athletic Finisher,Helper,-1.23,34.42,3.23,18.7
3637,2025-26,Micah Peavy,24,NOP,836,Rotation,Movement Shooter,Point of Attack,-0.38,33.05,59.97,17.85
3638,2025-26,Tyrese Proctor,21,CLE,498,Rotation,Secondary Ball Handler,Chaser,-0.21,58.44,67.63,61.53
3639,2025-26,Ben Saraf,19,BRK,849,Key Rotation,Primary Ball Handler,Chaser,-0.34,43.39,62.04,30.04
3640,2025-26,Kam Jones,23,IND,575,Rotation,Primary Ball Handler,Point of Attack,0.35,43.34,82.56,29.91
3641,2025-26,Sion James,23,CHO,1805,Key Rotation,Movement Shooter,Point of Attack,-0.66,46.54,42.17,36.6
3642,2025-26,Vladislav Goldin,24,MIA,20,Garbage Time,Low Minute,Helper,-0.93,13.04,18.29,14.94
3643,2025-26,Mohamed Diawara,20,NYK,590,Garbage Time,Stationary Shooter,Helper,-0.88,42.62,22.72,28.72
3644,2025-26,Koby Brea,23,PHO,41,Garbage Time,Low Minute,Chaser,-0.59,37.01,47.2,20.81
3645,2025-26,Yang Hansen,20,POR,296,Garbage Time,Stretch Big,Helper,-1.09,42.81,7.85,29.05
3646,2025-26,Cedric Coward,22,MEM,1598,Key Rotation,Movement Shooter,Wing Stopper,0.08,60.14,76.93,64.58
3647,2025-26,John Tonje,24,BOS,12,Too Few Games,Low Minute,Point of Attack,-0.81,48.91,29.05,41.55
3648,2025-26,Rocco Zikarsky,19,MIN,16,Too Few Games,Low Minute,Anchor Big,-0.88,11.72,22.72,14.87
3649,2025-26,Javon Small,23,MEM,804,Key Rotation,Primary Ball Handler,Point of Attack,0.31,41.15,81.85,26.17
3650,2025-26,Max Shulga,23,BOS,13,Garbage Time,Low Minute,Point of Attack,-0.79,18,30.99,15.13
3651,2025-26,Alijah Martin,24,TOR,134,Garbage Time,Movement Shooter,Point of Attack,-1.07,35.19,8.71,19.48
3652,2025-26,Kobe Sanders,23,LAC,1319,Rotation,Movement Shooter,Chaser,-0.44,42.58,56.59,28.65
3653,2025-26,Dylan Cardwell,24,SAC,862,Rotation,Roll + Cut Big,Mobile Big,-1.04,30.15,10.66,16.54
3654,2025-26,Chucky Hepburn,22,TOR,13,Too Few Games,Low Minute,Point of Attack,-0.7,93,38.8,98.06
3655,2025-26,Curtis Jones,24,DEN,36,Garbage Time,Low Minute,Point of Attack,-0.7,49.29,38.8,42.47
3656,2025-26,Miles Kelly,23,DAL,134,Garbage Time,Movement Shooter,Chaser,-0.93,40.65,18.29,25.39
3657,2025-26,Jahmai Mashack,23,MEM,587,Key Rotation,Athletic Finisher,Helper,-0.51,26.94,52.07,15.76
3658,2025-26,Ryan Nembhard,22,DAL,1102,Rotation,Primary Ball Handler,Point of Attack,1.01,56.45,91.3,57.47
3659,2025-26,Yanic Konan Niederhauser,22,LAC,424,Rotation,Roll + Cut Big,Mobile Big,-1.31,42.03,1.48,27.59
3660,2025-26,Lachlan Olbrich,22,CHI,282,Garbage Time,Roll + Cut Big,Mobile Big,-0.84,28.86,26.48,16.21
3661,2025-26,Will Richard,23,GSW,1354,Key Rotation,Movement Shooter,Point of Attack,-0.33,35.15,62.56,19.44
3662,2025-26,Chris Youngblood,23,OKC/POR,183,Garbage Time,Movement Shooter,Chaser,-0.98,34.48,14.53,18.74
3663,2025-26,Drake Powell,20,BRK,1294,Key Rotation,Movement Shooter,Chaser,-0.79,35.25,30.99,19.49
3664,2025-26,Brooks Barnhizer,23,OKC,289,Garbage Time,Stationary Shooter,Helper,-0.88,35.57,22.72,19.71
3665,2025-26,Taelon Peter,23,IND,455,Rotation,Movement Shooter,Chaser,-1.04,38.97,10.66,23.07
3666,2025-26,LJ Cryer,24,GSW,292,Rotation,Off Screen Shooter,Chaser,-0.8,2.68,29.99,14.74
3667,2025-26,Chris Manon,24,LAL,37,Garbage Time,Low Minute,Point of Attack,-0.73,32.75,36.44,17.7
3668,2018-19,Vince Carter,42,ATL,1330,Rotation,Movement Shooter,Helper,-0.79,62.67,30.99,69.31
3669,2019-20,Vince Carter,43,ATL,876,Rotation,Movement Shooter,Helper,-0.59,51.43,47.2,47.11
3670,2015-16,Vince Carter,39,MEM,1005,Rotation,Movement Shooter,Helper,-0.46,59.44,55.28,63.17
3671,2016-17,Vince Carter,40,MEM,1800,Starter,Movement Shooter,Helper,-0.38,54.88,59.97,54.35
3672,2017-18,Vince Carter,41,SAC,1026,Key Rotation,Movement Shooter,Low Activity,-0.32,61.46,63.22,67.1
3673,2015-16,Dirk Nowitzki,37,DAL,2364,Starter,Versatile Big,Helper,0.44,67.75,84.08,76.57
3674,2016-17,Dirk Nowitzki,38,DAL,1424,Key Rotation,Versatile Big,Helper,-0.5,65.92,52.8,74.13
3675,2017-18,Dirk Nowitzki,39,DAL,1900,Key Rotation,Versatile Big,Helper,-0.13,64.76,70.72,72.36
3676,2018-19,Dirk Nowitzki,40,DAL,795,Rotation,Versatile Big,Helper,-0.75,62.45,34.52,68.79
3677,2015-16,Paul Pierce,38,LAC,1230,Rotation,Shot Creator,Helper,-0.46,55.01,55.28,54.61
3678,2016-17,Paul Pierce,39,LAC,277,Garbage Time,Stationary Shooter,Helper,-0.96,56.56,16.05,57.64
3679,2015-16,Nazr Mohammed,38,OKC,19,Too Few Games,Low Minute,Anchor Big,-0.87,46.43,23.79,36.31
3680,2015-16,Elton Brand,36,PHI,225,Garbage Time,Roll + Cut Big,Anchor Big,-0.82,70.91,27.93,80.62
3681,2015-16,Andre Miller,39,MIN/SAS,461,Garbage Time,Shot Creator,Point of Attack,-0.08,93.93,72.24,98.48
3682,2015-16,Jason Terry,38,HOU,1258,Rotation,Movement Shooter,Chaser,-0.29,59.28,64.3,63.02
3683,2016-17,Jason Terry,39,MIL,1365,Rotation,Movement Shooter,Chaser,-0.33,45.87,62.56,35.07
3684,2017-18,Jason Terry,40,MIL,814,Rotation,Movement Shooter,Chaser,-0.68,43.78,40.56,30.7
3685,2015-16,Metta World Peace,36,LAL,590,Rotation,Shot Creator,Wing Stopper,-0.75,46.93,34.52,37.56
3686,2016-17,Metta World Peace,37,LAL,160,Garbage Time,Shot Creator,Helper,-0.72,48.26,37.08,40.26
3687,2015-16,Manu Ginobili,38,SAS,1134,Key Rotation,Secondary Ball Handler,Chaser,0.17,75.36,79.49,85.65
3688,2016-17,Manu Ginobili,39,SAS,1291,Key Rotation,Secondary Ball Handler,Chaser,-0.33,61.9,62.56,67.82
3689,2017-18,Manu Ginobili,40,SAS,1299,Rotation,Secondary Ball Handler,Low Activity,0.18,63,79.81,69.95
3690,2015-16,Andrea Bargnani,30,BRK,634,Rotation,Athletic Finisher,Mobile Big,-1.06,63.6,9.33,70.93
3691,2015-16,LaMarcus Aldridge,30,SAS,2261,Star,Post Scorer,Helper,-0.43,70.73,57.18,80.38
3692,2016-17,LaMarcus Aldridge,31,SAS,2335,Star,Post Scorer,Helper,-0.21,64.51,67.63,72.08
3693,2017-18,LaMarcus Aldridge,32,SAS,2509,Star,Post Scorer,Anchor Big,-0.48,70.62,54.07,80.29
3694,2018-19,LaMarcus Aldridge,33,SAS,2687,Star,Post Scorer,Anchor Big,-0.72,63.06,37.08,70.09
3695,2019-20,LaMarcus Aldridge,34,SAS,1754,Star,Post Scorer,Anchor Big,-0.97,59.73,15.29,63.67
3696,2020-21,LaMarcus Aldridge,35,SAS/BRK,674,Key Rotation,Post Scorer,Anchor Big,-1.03,62.61,11.23,69.18
3697,2021-22,LaMarcus Aldridge,36,BRK,1050,Rotation,Post Scorer,Mobile Big,-1.18,57.09,4.28,58.83
3698,2015-16,Randy Foye,32,DEN/OKC,1641,Rotation,Secondary Ball Handler,Chaser,0.08,58.9,76.93,62.37
3699,2016-17,Randy Foye,33,BRK,1284,Key Rotation,Secondary Ball Handler,Chaser,-0.48,57.21,54.07,59.06
3700,2015-16,Rudy Gay,29,SAC,2379,Starter,Shot Creator,Wing Stopper,0.03,54.51,75.74,53.58
3701,2016-17,Rudy Gay,30,SAC,1013,Star,Shot Creator,Wing Stopper,0,64.43,74.79,71.89
3702,2017-18,Rudy Gay,31,SAS,1231,Key Rotation,Shot Creator,Helper,-0.54,70.73,50.53,80.38
3703,2018-19,Rudy Gay,32,SAS,1842,Star,Shot Creator,Wing Stopper,-0.4,68.1,59.04,76.95
3704,2019-20,Rudy Gay,33,SAS,1461,Key Rotation,Shot Creator,Helper,-0.23,60.08,66.8,64.5
3705,2020-21,Rudy Gay,34,SAS,1358,Key Rotation,Movement Shooter,Wing Stopper,-0.7,60.91,38.8,66.09
3706,2021-22,Rudy Gay,35,UTA,1038,Rotation,Movement Shooter,Helper,-0.84,62.85,26.48,69.67
3707,2022-23,Rudy Gay,36,UTA,816,Rotation,Shot Creator,Helper,-0.48,58.2,54.07,61.04
3708,2015-16,JJ Redick,31,LAC,2097,Starter,Off Screen Shooter,Chaser,-0.34,46.35,62.04,36.1
3709,2016-17,JJ Redick,32,LAC,2198,Starter,Off Screen Shooter,Chaser,-0.03,48.49,73.91,40.74
3710,2019-20,JJ Redick,35,NOP,1581,Key Rotation,Off Screen Shooter,Low Activity,-0.26,45.2,65.55,33.78
3711,2017-18,JJ Redick,33,PHI,2116,Starter,Off Screen Shooter,Chaser,0.24,53.02,80.87,50.73
3712,2018-19,JJ Redick,34,PHI,2379,Key Rotation,Off Screen Shooter,Low Activity,-0.06,45.24,73.08,33.88
3713,2020-21,JJ Redick,36,NOP/DAL,723,Rotation,Off Screen Shooter,Low Activity,-0.8,45.66,29.99,34.66
3714,2015-16,Thabo Sefolosha,31,ATL,1758,Key Rotation,Stationary Shooter,Wing Stopper,-0.08,57.21,72.24,59.06
3715,2016-17,Thabo Sefolosha,32,ATL,1596,Key Rotation,Movement Shooter,Wing Stopper,-0.3,54.73,64.03,54.11
3716,2019-20,Thabo Sefolosha,35,HOU,436,Garbage Time,Stationary Shooter,Helper,-1.16,41.76,4.95,27.1
3717,2017-18,Thabo Sefolosha,33,UTA,806,Rotation,Stationary Shooter,Wing Stopper,-0.3,61.32,64.03,66.81
3718,2018-19,Thabo Sefolosha,34,UTA,609,Rotation,Stationary Shooter,Low Activity,-0.76,54.03,33.61,52.67
3719,2020-21,Rajon Rondo,34,ATL/LAC,769,Rotation,Primary Ball Handler,Chaser,0.48,94.73,84.8,98.67
3720,2018-19,Rajon Rondo,32,LAL,1369,Starter,Primary Ball Handler,Chaser,1.82,84.21,97.03,93.49
3721,2019-20,Rajon Rondo,33,LAL,984,Key Rotation,Primary Ball Handler,Chaser,1.15,89.2,92.53,96.49
3722,2017-18,Rajon Rondo,31,NOP,1705,Key Rotation,Primary Ball Handler,Point of Attack,2.09,93.85,97.98,98.42
3723,2015-16,Rajon Rondo,29,SAC,2537,Starter,Slasher,Point of Attack,2.86,94.34,99.17,98.55
3724,2016-17,Rajon Rondo,30,CHI,1843,Starter,Slasher,Point of Attack,1.31,99.65,93.81,99.36
3725,2021-22,Rajon Rondo,35,LAL/CLE,698,Rotation,Primary Ball Handler,Chaser,0.18,93.81,79.81,98.41
3726,2021-22,Kyle Lowry,35,MIA,2133,Star,Primary Ball Handler,Chaser,1.48,89.86,95.01,96.78
3727,2022-23,Kyle Lowry,36,MIA,1718,Star,Primary Ball Handler,Helper,1.01,83.8,91.3,93.13
3728,2023-24,Kyle Lowry,37,MIA/PHI,1690,Key Rotation,Primary Ball Handler,Chaser,0.45,73.93,84.2,83.92
3729,2024-25,Kyle Lowry,38,PHI,659,Rotation,Movement Shooter,Helper,-0.13,72.17,70.72,82.23
3730,2025-26,Kyle Lowry,39,PHI,113,Garbage Time,Movement Shooter,Chaser,-0.83,37.03,27.1,20.82
3731,2015-16,Kyle Lowry,29,TOR,2851,Star,Shot Creator,Point of Attack,1.79,94.99,96.79,98.76
3732,2016-17,Kyle Lowry,30,TOR,2244,Star,Shot Creator,Point of Attack,2.72,84.93,99,94.06
3733,2017-18,Kyle Lowry,31,TOR,2510,Star,Primary Ball Handler,Point of Attack,1.98,87.18,97.74,95.36
3734,2018-19,Kyle Lowry,32,TOR,2213,Star,Primary Ball Handler,Chaser,1.78,85.18,96.69,94.22
3735,2019-20,Kyle Lowry,33,TOR,2098,Star,Primary Ball Handler,Chaser,1.93,80.83,97.53,90.8
3736,2020-21,Kyle Lowry,34,TOR,1601,Star,Primary Ball Handler,Chaser,2.05,85.56,97.88,94.39
3737,2015-16,Jordan Farmar,29,MEM,291,Garbage Time,Primary Ball Handler,Point of Attack,0.67,93.12,87.68,98.09
3738,2016-17,Jordan Farmar,30,SAC,35,Too Few Games,Low Minute,Point of Attack,0.17,110.29,79.49,99.93
3739,2016-17,Sergio Rodriguez,30,PHI,1517,Key Rotation,Primary Ball Handler,Point of Attack,1.48,107.64,95.01,99.84
3740,2015-16,Steve Novak,32,OKC/MIL,44,Too Few Games,Low Minute,Helper,-1,45.45,13.15,34.24
3741,2016-17,Steve Novak,33,MIL,22,Too Few Games,Low Minute,Chaser,,34.76,,19.05
3742,2017-18,P.J. Tucker,32,HOU,2281,Starter,Stationary Shooter,Wing Stopper,-0.6,43.27,46.64,29.86
3743,2018-19,P.J. Tucker,33,HOU,2802,Starter,Stationary Shooter,Wing Stopper,-0.71,38.95,37.89,22.99
3744,2019-20,P.J. Tucker,34,HOU,2467,Starter,Stationary Shooter,Wing Stopper,-0.42,40.69,57.85,25.45
3745,2023-24,P.J. Tucker,38,PHI/LAC,486,Rotation,Stationary Shooter,Helper,-1.23,32.46,3.23,17.6
3746,2021-22,P.J. Tucker,36,MIA,1981,Starter,Stationary Shooter,Wing Stopper,-0.58,46.39,48,36.17
3747,2020-21,P.J. Tucker,35,HOU/MIL,1356,Key Rotation,Stationary Shooter,Wing Stopper,-1.07,33.42,8.71,18.11
3748,2024-25,P.J. Tucker,39,NYK,58,Too Few Games,Low Minute,Wing Stopper,-0.49,33.78,53.47,18.31
3749,2022-23,P.J. Tucker,37,PHI,1920,Key Rotation,Stationary Shooter,Helper,-0.87,31.31,23.79,16.98
3750,2015-16,P.J. Tucker,30,PHO,2540,Starter,Stationary Shooter,Wing Stopper,-0.08,50.05,72.24,44.54
3751,2016-17,P.J. Tucker,31,PHO/TOR,2236,Starter,Stationary Shooter,Wing Stopper,-0.68,49.96,40.56,44.18
3752,2015-16,Paul Millsap,30,ATL,2647,Star,Shot Creator,Helper,0.38,74.16,82.94,84.16
3753,2016-17,Paul Millsap,31,ATL,2343,Star,Shot Creator,Helper,0.83,70.55,89.68,80.2
3754,2021-22,Paul Millsap,36,BRK/PHI,376,Garbage Time,Stretch Big,Mobile Big,-0.67,58,41.44,60.61
3755,2017-18,Paul Millsap,32,DEN,1144,Key Rotation,Shot Creator,Helper,0.12,61,78.17,66.31
3756,2018-19,Paul Millsap,33,DEN,1895,Star,Shot Creator,Helper,0.07,56.69,76.71,57.96
3757,2019-20,Paul Millsap,34,DEN,1240,Key Rotation,Post Scorer,Helper,-0.16,51.27,69.36,46.85
3758,2020-21,Paul Millsap,35,DEN,1162,Rotation,Versatile Big,Helper,-0.14,54.57,70.17,53.71
3759,2015-16,Ryan Hollins,31,WAS/MEM,460,Rotation,Roll + Cut Big,Helper,-1.03,42.37,11.23,28.29
3760,2015-16,Lou Amundson,33,NYK,204,Garbage Time,Post Scorer,Mobile Big,-0.97,63.49,15.29,70.7
3761,2015-16,J.J. Barea,31,DAL,1667,Key Rotation,Primary Ball Handler,Point of Attack,1.97,94.27,97.67,98.52
3762,2016-17,J.J. Barea,32,DAL,771,Key Rotation,Primary Ball Handler,Point of Attack,2.23,100.45,98.22,99.46
3763,2017-18,J.J. Barea,33,DAL,1603,Key Rotation,Primary Ball Handler,Point of Attack,2.35,103.61,98.43,99.68
3764,2018-19,J.J. Barea,34,DAL,752,Key Rotation,Primary Ball Handler,Point of Attack,2.07,108.74,97.95,99.87
