RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Offensive Rebounding Talent,Offensive Rebounding Chances Per 75 Possessions,Offensive Rebounding Crashing Skill,Offensive Rebounds Per Game,Stable Offensive Rebounds Per 75,Offensive Rebounding Conversion Skill,Adjusted Offensive Rebounding Success Rate,Percentage of Offensive Rebounds Contested,Defensive Rebounding Talent,Defensive Reb Per 75 Possessions,Offensive Rebounding Talent_percentile,Offensive Rebounding Chances Per 75 Possessions_percentile,Offensive Rebounding Crashing Skill_percentile,Offensive Rebounds Per Game_percentile,Stable Offensive Rebounds Per 75_percentile,Offensive Rebounding Conversion Skill_percentile,Adjusted Offensive Rebounding Success Rate_percentile,Percentage of Offensive Rebounds Contested_percentile,Defensive Rebounding Talent_percentile,Defensive Reb Per 75 Possessions_percentile,Defensive Rebounding Conversion Skill,Defensive Rebounding Crashing Skill,Defensive Rebounds Per Game,Stable Defensive Rebounds Per 75,Percentage of Defensive Rebounds Contested,Adjusted Defensive Rebounding Success Rate,Defensive Rebounding Conversion Skill_percentile,Defensive Rebounding Crashing Skill_percentile,Defensive Rebounds Per Game_percentile,Stable Defensive Rebounds Per 75_percentile,Percentage of Defensive Rebounds Contested_percentile,Adjusted Defensive Rebounding Success Rate_percentile
4440,2021-22,Enes Freedom,29,BOS,411,Rotation,Post Scorer,Anchor Big,-0.18,12.96,-0.57,1.74,5.13,-0.76,44.85,80.33,-0.59,9.04,60.47,99.18,22.68,89.92,98.71,15.77,66.67,96.56,44.69,95.42,-0.22,-2.62,2.83,8.59,24.24,72.79,46.49,1.7,67,95.23,69.57,80.75
4441,2017-18,Enes Freedom,25,NYK,1830,Starter,Post Scorer,Anchor Big,1.95,13.05,1.59,3.85,5.48,-0.15,43.68,73.99,2.86,10.36,96.02,99.2,92.51,99.44,99.15,43.16,63.04,92.93,99.47,98.35,0.34,0.19,7.14,10.21,28.01,66.89,76.17,54.66,97.47,98.71,79.91,57.83
4442,2015-16,Enes Freedom,23,OKC,1721,Rotation,Post Scorer,Anchor Big,2.25,12.34,3.92,3.04,5.35,-0.45,45.6,77.91,1.87,9.13,97.36,98.93,99.73,98.05,99,27.87,69.23,95.44,97.1,95.72,0.57,-0.46,5.06,9.01,35.18,65.98,82.48,26.22,91.35,96.39,93.06,53.29
4443,2016-17,Enes Freedom,24,OKC,1533,Starter,Post Scorer,Mobile Big,1.84,11.83,3.27,2.71,4.64,-0.31,41.31,75.38,0.54,7.09,95.44,98.6,99.34,97.01,97.49,34.73,55.46,94.37,82.33,86.2,-0.15,-0.55,3.99,7.02,29.62,63.22,50.36,23.78,83.69,86.24,83.66,41.36
4444,2018-19,Enes Freedom,26,NYK/POR,1640,Key Rotation,Post Scorer,Anchor Big,1.43,13.65,0.54,3.84,5.62,-1.36,43.05,81.32,1.63,9.05,92.81,99.42,72.69,99.42,99.27,3.88,61.39,96.79,95.88,95.46,-0.05,-1.2,6,8.93,28.36,65.15,57.56,12.25,95,96.06,80.84,49.67
4445,2020-21,Enes Freedom,28,POR,1758,Key Rotation,Post Scorer,Anchor Big,0.6,14.45,-1.02,3.94,5.88,-2.41,42.77,80.63,2.35,10.83,82.66,99.55,8.27,99.55,99.64,0.12,60.12,96.59,98.42,98.89,0.03,-0.76,7.1,10.66,29.16,71.67,62.67,19.08,97.38,99.31,82.83,77.37
4446,2020-21,Tristan Thompson,29,BOS,1287,Key Rotation,Post Scorer,Anchor Big,3.08,11.47,2.16,3.13,4.73,-0.24,43.78,76.92,1.33,7.72,99.39,98.24,96.56,98.29,97.75,38.11,63.43,95.13,93.52,90.2,0.76,-0.27,5,7.62,25.93,72.19,86.82,32.45,90.93,90.61,74.91,78.79
4447,2021-22,Tristan Thompson,30,SAC/IND/CHI,896,Rotation,Roll + Cut Big,Mobile Big,2.38,12.43,1.94,2.11,4.81,-0.11,41.81,80,0.74,6.96,97.71,99.03,95.25,93.62,97.95,45.77,57.14,96.12,86.19,84.99,-0.13,-1.4,2.95,6.86,26.19,70.29,51.41,9.7,69.36,84.66,75.42,72.13
4448,2015-16,Tristan Thompson,24,CLE,2269,Starter,Roll + Cut Big,Anchor Big,1.85,11.61,3.65,3.27,4.53,0.26,40.36,70.52,1.59,8,95.52,98.37,99.68,98.68,97.11,69.49,52.6,89.95,95.78,91.76,0.56,-0.98,5.73,7.93,33.62,66.67,82.19,15.38,94.09,92.47,91.14,55.56
4449,2016-17,Tristan Thompson,25,CLE,2337,Star,Roll + Cut Big,Helper,3.44,11.31,4.83,3.67,4.57,2.03,41.87,69.93,0.43,6.91,99.69,98.18,100,99.25,97.22,97.86,57.31,89.21,79.83,84.57,0.07,-0.84,5.5,6.87,27.51,60.08,64.69,17.5,93.45,84.78,78.77,31.03
4450,2017-18,Tristan Thompson,26,CLE,1072,Rotation,Roll + Cut Big,Helper,2.55,10,4.2,2.38,4.23,1.3,44.84,72.22,1.7,7.76,98.24,96.23,99.83,95.42,95.77,92.86,66.65,91.5,96.2,90.47,0.52,0.1,4.26,7.64,14.6,64.94,80.94,49.73,86.23,90.76,37.12,48.71
4451,2018-19,Tristan Thompson,27,CLE,1198,Starter,Post Scorer,Anchor Big,4.03,11.58,4.63,4.02,5.32,1.95,48.32,76.3,1.89,8.38,99.92,98.34,99.93,99.65,98.98,97.44,76.01,94.79,97.17,93.15,0.1,-0.3,6.16,8.24,27.17,65.11,66.2,31.29,95.53,93.7,77.79,49.46
4452,2019-20,Tristan Thompson,28,CLE,1722,Starter,Roll + Cut Big,Anchor Big,3.93,11.01,2.64,3.96,4.77,1.53,45.56,71.24,1.04,7.5,99.85,97.85,98.3,99.57,97.88,94.74,69.07,90.51,90.64,88.79,1.08,-0.48,6.16,7.43,26.21,70.77,91.57,25.61,95.53,89.35,75.47,73.85
4453,2023-24,Tristan Thompson,32,CLE,549,Rotation,Roll + Cut Big,Mobile Big,1.16,12.06,2.52,1.49,4.81,0.13,43.98,65.75,-0.08,6.91,90.32,98.76,97.9,86.25,97.95,63.55,63.99,82.76,64.37,84.57,-0.11,-0.54,2.06,6.74,29.7,63.52,52.93,24.02,50.74,83.45,83.83,42.59
4454,2024-25,Tristan Thompson,33,CLE,328,Garbage Time,Roll + Cut Big,Mobile Big,-0.42,9.56,1.17,0.8,3.31,-0.24,37.65,75,0.47,11.35,50.91,95.26,86.9,65.87,89.32,38.11,44.41,93.39,80.73,99.18,1.09,-1.15,2.55,10.47,25.49,76.69,91.72,12.84,61.55,99.09,73.93,87.94
4455,2018-19,Jonas Valanciunas,26,TOR/MEM,1091,Rotation,Post Scorer,Anchor Big,1.63,9.38,1.45,2.16,3.43,-0.62,38.41,79.25,1.01,10.41,94.02,94.81,90.96,93.97,90.34,20.48,46.41,96.01,90.3,98.44,-0.23,-2.12,6.39,10.17,36.74,67.31,45.91,3.61,96.2,98.63,94.55,59.74
4456,2019-20,Jonas Valanciunas,27,MEM,1845,Star,Post Scorer,Anchor Big,2.12,9.06,1.68,3.04,4.05,-0.06,46.41,76.06,1.28,11.09,96.86,93.88,93.44,98.05,94.89,49.69,71.41,94.62,93.11,99.1,0.36,-2.31,8.21,10.93,32,70.21,76.65,2.71,98.63,99.49,87.77,71.84
4457,2020-21,Jonas Valanciunas,28,MEM,1755,Star,Post Scorer,Anchor Big,2.98,10.62,-0.32,4.08,5.1,0.41,49.9,76.68,1.68,10.79,99.22,97.19,34.24,99.67,98.7,74.94,78.81,95.01,96.17,98.84,0.53,-1.89,8.44,10.63,31.93,73.46,81.33,5.07,98.84,99.24,87.66,82.28
4458,2021-22,Jonas Valanciunas,29,NOP,2240,Star,Post Scorer,Anchor Big,1.8,8.99,0.79,3.05,3.74,-0.34,42.88,80.09,1.81,10.4,95.13,93.56,79.47,98.08,92.86,33.02,60.97,96.51,96.85,98.41,0.16,-1.23,8.34,10.28,27.07,70.27,68.98,11.96,98.76,98.83,77.54,72.03
4459,2022-23,Jonas Valanciunas,30,NOP,1968,Key Rotation,Post Scorer,Mobile Big,2.2,9.32,1.73,2.85,4.14,-0.08,46.11,77.78,2.61,10.83,97.2,94.59,93.81,97.47,95.36,48.03,70.54,95.33,99.19,98.89,0.62,0.25,7.33,10.67,30.4,71.57,83.72,57.92,97.72,99.32,85.12,77.04
4460,2023-24,Jonas Valanciunas,31,NOP,1925,Key Rotation,Post Scorer,Mobile Big,0.91,8.36,0.41,2.27,3.55,0.02,44.29,70.97,1.85,10.35,87.4,91.42,68.38,94.81,91.2,57.57,64.97,90.3,97,98.32,0.22,-0.83,6.52,10.21,26.92,71.33,71.46,17.67,96.37,98.71,77.21,75.82
4461,2024-25,Jonas Valanciunas,32,WAS/SAC,1524,Key Rotation,Post Scorer,Anchor Big,3.08,9.93,1.44,2.35,4.46,0.41,46.57,72.63,2.36,10.49,99.39,96.04,90.78,95.23,96.82,74.94,71.89,91.83,98.49,98.51,0.43,-1.1,5.4,10.31,27.69,74.57,78.29,13.64,93.03,98.88,79.16,84.56
4462,2015-16,Jonas Valanciunas,23,TOR,1557,Starter,Post Scorer,Anchor Big,2.55,10.28,2.54,3.07,4.48,0.63,44.99,82.61,0.55,9.14,98.24,96.75,98.02,98.13,96.9,81.73,67,97.06,82.5,95.75,0.23,-2,6.05,9,34.99,70.62,71.76,4.32,95.18,96.36,92.84,73.36
4463,2016-17,Jonas Valanciunas,24,TOR,2066,Star,Post Scorer,Anchor Big,1.28,9.56,1.58,2.83,4.13,0.44,45.02,76.55,1.4,9.97,91.57,95.26,92.35,97.44,95.26,75.78,67.33,94.97,94.17,97.53,0.46,-1.73,6.66,9.84,38.09,67.21,79.1,6.22,96.69,98.05,95.62,59.28
4464,2017-18,Jonas Valanciunas,25,TOR,1727,Star,Post Scorer,Anchor Big,2.07,10.17,1.44,2.38,3.86,0.46,39.35,71.04,1.08,10.29,96.68,96.54,90.78,95.42,93.62,76.52,49.34,90.37,91.15,98.19,-0.18,-2.25,6.19,10.13,32.29,64.2,48.46,3,95.68,98.56,88.29,45.5
4465,2025-26,Jonas Valanciunas,33,DEN,871,Rotation,Post Scorer,Anchor Big,1.66,7.54,1.55,1.62,4.42,0.16,62.13,56.19,0.1,9.72,94.29,88.33,92.07,88.29,96.67,65.04,93.74,69.4,71.56,97.14,0.43,-2.27,3.45,9.43,22.77,86.15,78.29,2.88,77.37,97.43,65.29,93.67
4466,2023-24,Bismack Biyombo,31,MEM/OKC,792,Key Rotation,Athletic Finisher,Mobile Big,-1.82,7.08,-1.6,1.55,2.81,-0.17,42.47,72.58,0.02,6.81,5.9,86.44,1.83,87.22,83.19,41.97,59.09,91.79,68.49,83.73,-0.8,-2.2,3.68,6.7,23.81,61.76,20.42,3.15,80.23,83.12,68.43,36.23
4467,2016-17,Bismack Biyombo,24,ORL,1793,Rotation,Roll + Cut Big,Anchor Big,0.16,7.84,-0.39,1.94,3.35,0.06,44.1,63.69,1.41,8.76,71.64,89.39,31.01,91.86,89.68,59.89,64.41,80.06,94.25,94.62,0.22,-0.48,5.06,8.65,31.22,65.08,71.46,25.61,91.35,95.38,86.62,49.31
4468,2017-18,Bismack Biyombo,25,ORL,1495,Rotation,Roll + Cut Big,Anchor Big,0.08,9.64,0.28,1.76,3.57,-0.03,38.61,66.67,0.79,8.13,68.81,95.49,63.23,90.17,91.38,52.81,47.2,83.67,87.08,92.18,-0.22,-0.9,3.95,8.03,31.17,59.23,46.49,16.57,83.21,92.81,86.54,28.71
4469,2021-22,Bismack Biyombo,29,PHO,506,Rotation,Athletic Finisher,Anchor Big,0.03,9.44,-0.97,1.75,4.34,0.34,50,68.25,-0.12,7.65,67.35,94.94,9.44,90.01,96.26,72.67,78.83,87.19,62.81,89.83,-0.8,-1.09,2.89,7.41,29.81,72.22,20.42,13.81,68.26,89.23,83.99,78.84
4470,2022-23,Bismack Biyombo,30,PHO,874,Rotation,Post Scorer,Anchor Big,-0.43,8.38,-0.61,1.46,3.67,0.89,47.09,67.42,-0.38,7.28,50.26,91.47,20.58,85.91,92.11,87.1,73.17,86.1,53.02,87.56,-0.71,-1.33,2.8,7.14,26.9,61.07,23.49,10.72,66.38,87.2,77.17,33.84
4471,2024-25,Bismack Biyombo,32,SAS,528,Rotation,Roll + Cut Big,Mobile Big,-0.83,6.82,-0.59,1.54,2.88,-1.74,45.26,58.14,0.76,8.03,32.14,85.51,21.48,87,84.19,1.36,68.01,71.99,86.64,91.86,-0.45,-1.14,4.11,7.75,30.43,58.67,34.19,13.04,84.89,91.45,85.16,27.51
4472,2025-26,Bismack Biyombo,33,SAS,141,Garbage Time,Athletic Finisher,Anchor Big,-2.1,5.36,-2.44,0.2,1.44,-1.19,27.78,40,-1.23,5.3,0.85,78.67,0.17,25.25,54.71,6.14,27,45.41,20.83,68.1,-0.81,-0.57,0.84,5.18,14.29,80.77,20.03,23.22,25.12,61.07,35.49,91.34
4473,2015-16,Bismack Biyombo,23,TOR,1808,Rotation,Roll + Cut Big,Anchor Big,0.84,9.59,1.25,2.22,3.91,0.33,42.52,71.98,1.65,10.2,86.4,95.36,88.18,94.36,93.89,72.33,59.35,91.34,96,97.96,0.04,-1.33,5.77,10.05,36.58,66.62,63.13,10.72,94.29,98.43,94.4,55.53
4474,2018-19,Bismack Biyombo,26,CHO,783,Rotation,Roll + Cut Big,Anchor Big,-0.32,10.02,-1.26,1.5,3.78,-0.56,39.9,71.6,0.23,7.89,55.21,96.33,4.19,86.39,93.16,23.05,50.47,91.05,75.17,91.16,-0.5,-0.82,3.07,7.72,30.12,66.67,32.04,17.84,71.84,91.32,84.79,55.56
4475,2019-20,Bismack Biyombo,27,CHO,1029,Rotation,Roll + Cut Big,Mobile Big,0.48,10.03,-0.64,2.26,4.35,-0.02,45.28,74.17,0.55,6.96,79.96,96.36,19.29,94.74,96.34,53.86,68.08,93.03,82.5,84.99,-1.42,-0.57,3.55,6.87,35.11,63.3,5.94,23.22,78.64,84.78,92.99,41.76
4476,2020-21,Bismack Biyombo,28,CHO,1349,Rotation,Athletic Finisher,Helper,-0.69,9.08,-1.44,2.08,3.72,0.01,42.68,64.96,-0.28,5.73,38.36,93.94,2.7,93.36,92.69,56.96,59.83,81.61,56.72,73.13,-1.22,-1.21,3.18,5.71,32.38,60,9.45,12.16,73.52,70.23,88.47,30.35
4477,2015-16,Brandon Knight,24,PHO,1870,Starter,Primary Ball Handler,Chaser,-0.66,2.44,-0.7,0.69,0.73,-0.34,30.51,30.56,-0.23,3.26,39.94,45.48,17.1,60.16,19.58,33.02,30.48,34.69,58.65,31.74,-0.51,0.76,3.19,3.31,16.27,56.27,31.5,83.29,73.68,14.49,42.53,23.6
4478,2016-17,Brandon Knight,25,PHO,1140,Rotation,Slasher,Chaser,-0.61,2.83,-0.73,0.46,0.83,-0.88,29.41,40,-0.14,2.94,42.26,52.73,16.16,45.51,25,12,29.1,45.41,62.11,26.52,-1.12,1.17,1.72,3.04,17.2,51.96,11.65,93.64,43.25,8.7,46.28,19.62
4479,2018-19,Brandon Knight,27,HOU/CLE,737,Key Rotation,Primary Ball Handler,Chaser,-0.61,1.67,-0.21,0.26,0.57,-0.45,34.48,60,-1.01,2.46,42.26,30.14,39.09,30.11,9.58,27.87,37.32,74.45,28.31,20.69,-0.04,0.06,1.26,2.65,18.37,66.22,58.26,47.85,33.85,3.52,50.28,54.14
4480,2021-22,Brandon Knight,30,DAL,65,Too Few Games,Low Minute,Chaser,-1.76,1.64,-0.16,0,0.67,-0.11,0,0,-1.51,4.38,7.09,29.65,41.5,0,15.54,45.77,0,0,12.53,54.17,0.4,1.39,1.6,4.75,25,72.73,77.58,96.71,40.74,51.07,71.41,80.17
4481,2019-20,Brandon Knight,28,CLE/DET,462,Garbage Time,Primary Ball Handler,Point of Attack,-0.7,1.05,-0.89,0.16,0.44,-0.19,33.33,0,-0.71,2.98,37.92,20.56,11.29,23.24,3.35,40.89,33.9,0,40.23,26.98,-0.75,-0.21,1.48,3.21,13.51,63.79,22.03,34.51,38.32,12.41,33.43,43.85
4482,2019-20,Kemba Walker,29,BOS,1742,Star,Primary Ball Handler,Point of Attack,-0.87,2.05,-1.27,0.64,0.77,-1.38,37.89,58.33,-0.36,3.8,30.55,37.38,4.1,57.47,21.65,3.64,44.96,72.15,53.68,43.15,-0.33,0.43,3.23,3.84,19.34,60.13,40.4,67.84,74.24,27.96,53.41,31.09
4483,2021-22,Kemba Walker,31,NYK,948,Key Rotation,Primary Ball Handler,Point of Attack,-0.79,1.52,-0.9,0.38,0.6,-2.07,37.84,28.57,-0.05,3.79,33.89,27.43,10.97,39.26,11.22,0.39,44.83,32.8,65.62,42.82,-0.3,0.43,2.62,3.87,14.43,65.99,42.18,67.84,62.75,28.99,36.64,53.32
4484,2020-21,Kemba Walker,30,BOS,1369,Star,Primary Ball Handler,Point of Attack,-0.97,1.72,-0.78,0.37,0.47,-1.64,26.23,31.25,-0.24,4.15,26.28,31.22,14.49,38.7,4.69,1.8,25.52,35.23,58.19,50.07,-0.16,0.21,3.58,4.19,17.53,63.64,49.78,55.87,79.06,37.19,47.49,42.91
4485,2015-16,Kemba Walker,25,CHO,2885,Star,Primary Ball Handler,Point of Attack,-0.54,3,-0.7,0.69,0.75,-1.06,25.81,37.5,0.09,3.96,45.26,55.43,17.1,60.16,20.72,8.17,25.03,42.39,71.15,46.49,0.19,0.86,3.72,3.98,9.97,63.1,70.25,87.01,80.77,31.84,25.19,40.77
4486,2016-17,Kemba Walker,26,CHO,2739,Star,Primary Ball Handler,Point of Attack,-1.13,3.36,-1.22,0.57,0.64,-1.36,19.48,42.22,-0.28,3.64,20.88,60.69,4.9,53.46,13.56,3.88,20.71,48.82,56.72,39.42,-0.47,0.74,3.33,3.67,12.17,54.91,33.19,82.53,75.5,23.05,29.57,21.87
4487,2017-18,Kemba Walker,27,CHO,2736,Star,Primary Ball Handler,Point of Attack,-1.06,2.78,-0.82,0.4,0.45,-2.4,16.41,31.25,-0.99,2.91,23.26,51.77,13.46,40.97,3.76,0.14,19.64,35.23,29.21,26.12,-1.65,0.24,2.7,2.95,10.65,53.2,3.53,57.41,64.54,7.55,26.39,20.2
4488,2018-19,Kemba Walker,28,CHO,2863,Star,Primary Ball Handler,Point of Attack,-0.99,3.07,-1.1,0.63,0.68,-2.38,23.01,38.46,-0.33,3.98,25.55,56.54,6.65,56.86,16.22,0.17,22.65,43.8,54.92,46.87,-0.33,0.2,3.77,4,18.45,63.32,40.4,55.22,81.34,32.31,50.56,41.82
4489,2022-23,Kemba Walker,32,DAL,144,Garbage Time,Secondary Ball Handler,Chaser,-0.05,1.83,-0.43,0.33,0.99,-0.43,42.86,33.33,-0.36,3.42,64.99,33.36,29.16,35.16,34.12,28.75,60.16,36.79,53.68,34.74,-0.01,0.53,1.44,3.85,23.08,59.09,60.3,73.3,37.45,28.37,66.16,28.37
4490,2018-19,Jimmer Fredette,29,PHO,65,Too Few Games,Low Minute,Chaser,-1.62,1.63,0.13,0.17,0.97,-0.34,33.33,0,-1.49,3.21,9.8,29.53,56.79,23.77,32.87,33.02,33.9,0,13.01,30.85,-0.46,1.1,1,4.09,0,54.55,33.67,92.47,27.48,34.9,0,21.33
4491,2015-16,Jimmer Fredette,26,NOP/NYK,18,Too Few Games,Low Minute,Chaser,-1.94,0,0.1,0,1.19,-0.05,0,0,-1.93,0,3.97,0,55.47,0,44.31,50.6,0,0,2.41,0,-0.15,-0.02,0,3.88,0,0,50.36,43.25,0,29.2,0,0
4492,2015-16,Klay Thompson,25,GSW,2666,Starter,Off Screen Shooter,Chaser,-1.01,1.98,-1.35,0.44,0.49,-1.15,25,37.14,-0.56,3.66,24.8,36.07,3.22,44.19,5.45,6.75,23.7,42.13,45.78,39.84,-0.84,0.4,3.39,3.69,23.25,56.11,19.11,66.35,76.54,23.48,66.8,23.25
4493,2016-17,Klay Thompson,26,GSW,2649,Star,Off Screen Shooter,Chaser,-0.53,2.52,-0.92,0.63,0.69,-0.87,27.53,40.82,-0.67,3.25,45.89,46.93,10.44,56.86,16.77,12.24,26.8,47.25,41.67,31.6,-0.16,0.64,3.03,3.28,22.88,54.63,49.78,78.31,71.06,13.85,65.67,21.55
4494,2017-18,Klay Thompson,27,GSW,2504,Starter,Off Screen Shooter,Wing Stopper,-0.82,1.58,-0.95,0.42,0.47,-0.95,29.25,58.06,-0.6,3.56,32.58,28.55,9.83,42.79,4.69,10.34,28.91,71.9,44.3,37.66,0.44,0.22,3.37,3.59,24.8,59.42,78.53,56.41,76.3,20.85,71.25,29.17
4495,2018-19,Klay Thompson,28,GSW,2652,Starter,Off Screen Shooter,Wing Stopper,-0.86,1.48,-1.12,0.47,0.52,-0.56,35.58,35.14,-0.7,3.54,30.97,26.81,6.2,46.32,7.02,23.05,39.62,40.16,40.74,37.22,-0.52,0.29,3.36,3.58,17.94,60.23,31,60.23,76.08,20.6,48.94,31.24
4496,2021-22,Klay Thompson,31,GSW,941,Starter,Off Screen Shooter,Helper,-0.5,1.89,-0.61,0.47,0.63,-0.55,32.61,20,-0.47,4.24,47.3,34.55,20.58,46.32,13.03,23.55,33.09,26.57,49.69,51.51,0.07,0.15,3.44,4.29,21.82,67.9,64.69,52.36,77.24,39.59,61.88,62.24
4497,2022-23,Klay Thompson,32,GSW,2279,Starter,Off Screen Shooter,Wing Stopper,-0.89,1.53,-0.65,0.57,0.62,-0.97,40.21,35.9,-0.5,3.84,29.6,27.59,18.92,53.46,12.36,9.93,52.26,40.8,48.44,44.01,-0.26,0.28,3.58,3.86,16.6,66.58,44.23,59.63,79.06,28.74,43.57,55.49
4498,2023-24,Klay Thompson,33,GSW,2284,Starter,Off Screen Shooter,Helper,-0.57,1.61,-0.71,0.45,0.57,-1.18,36.84,37.14,-0.89,3.48,43.99,29.2,16.71,44.77,9.58,6.37,42.05,42.13,33.14,35.95,-0.32,-0.15,2.84,3.52,16.89,66.97,41.04,37.18,67.22,19.03,45.12,58.18
4499,2024-25,Klay Thompson,34,DAL,1965,Key Rotation,Off Screen Shooter,Chaser,-0.18,1.75,-0.27,0.61,0.84,-1,48.89,38.64,-0.57,3.76,60.47,31.76,36.57,55.94,25.78,9.2,77.27,44.25,45.47,42.08,-0.3,-0.04,2.81,3.8,16.34,66.67,42.18,41.99,66.62,26.74,42.78,55.56
4500,2025-26,Klay Thompson,35,DAL,1497,Rotation,Off Screen Shooter,Helper,-0.85,0.72,-0.69,0.26,0.46,-0.85,58.06,22.22,-1.01,2.91,31.41,18.38,17.49,30.11,4.23,12.78,91.53,27.64,28.31,26.12,-1.57,-0.08,1.81,2.97,20.8,70.22,4.34,40.15,45.48,7.74,58.29,71.86
4501,2024-25,Alec Burks,33,MIA,863,Rotation,Movement Shooter,Chaser,-0.26,1.53,-0.11,0.31,0.71,-0.72,44.12,13.33,0.22,4.76,57.62,27.59,43.84,33.75,18.16,17.02,64.44,24.09,74.73,60.54,-0.54,1.3,2.22,4.77,24.77,68.99,30.19,95.68,54.39,51.76,71.19,66.52
4502,2020-21,Alec Burks,29,NYK,1255,Key Rotation,Secondary Ball Handler,Chaser,-0.72,2.08,-0.98,0.43,0.67,-0.59,32.81,42.86,1.32,6.24,36.79,38,9.19,43.5,15.54,21.82,33.49,49.36,93.4,78.45,1.58,0.93,4.2,6.2,18.93,78.33,96.54,88.89,85.78,77.23,52,89.52
4503,2021-22,Alec Burks,30,NYK,2318,Starter,Primary Ball Handler,Point of Attack,-0.51,2.09,-0.58,0.58,0.79,-1.24,37.9,25.53,1.03,5.73,46.84,38.29,22.22,54.24,22.73,5.39,44.99,30.89,90.54,73.13,1.82,1.65,4.32,5.72,19.14,74.47,98.07,98.34,86.71,70.36,52.7,84.31
4504,2023-24,Alec Burks,32,DET/NYK,1211,Key Rotation,Secondary Ball Handler,Chaser,-0.55,1.65,-0.64,0.36,0.77,-0.64,44.44,50,-0.19,3.82,44.82,29.82,19.29,37.92,21.65,19.66,65.44,58.42,60.06,43.62,-0.64,0.67,1.91,3.87,16.67,65.28,26.12,79.72,47.51,28.99,43.62,50.21
4505,2019-20,Alec Burks,28,GSW/PHI,1754,Starter,Primary Ball Handler,Chaser,-0.45,2.58,-0.31,0.73,1,-0.56,41.38,31.25,0.55,4.83,49.52,47.9,34.73,62.44,34.72,23.05,55.55,35.23,82.5,61.58,1.04,0.97,3.55,4.84,19.66,70.91,91.11,89.99,78.64,53.39,54.59,74.3
4506,2018-19,Alec Burks,27,UTA/CLE/SAC,1375,Starter,Secondary Ball Handler,Chaser,-0.72,2.72,-0.71,0.47,0.84,-0.36,30.3,53.33,0.73,5.53,36.79,50.82,16.71,46.32,25.78,32.04,30.27,65.74,85.99,70.86,0.14,1.66,3.2,5.52,20.49,70.93,68.13,98.37,73.72,67.26,57.45,74.43
4507,2015-16,Alec Burks,24,UTA,797,Key Rotation,Slasher,Chaser,-0.39,3.99,-0.18,0.52,0.83,-0.37,20,18.75,0.64,4.49,52.3,68.42,40.46,50.28,25,31.6,20.82,26.13,84.41,56.07,-0.51,0.63,3,4.54,21.51,57.41,31.5,77.75,70.3,46.02,60.88,25.22
4508,2016-17,Alec Burks,25,UTA,653,Rotation,Secondary Ball Handler,Chaser,-0.41,3.14,-0.45,0.4,1.05,-0.25,33.33,47.06,1.4,6.06,51.31,57.48,28.23,40.97,37.39,37.67,33.9,55.13,94.17,76.7,0.67,1.41,2.45,5.99,25.24,67.76,84.84,96.98,59.48,74.56,73.35,61.59
4509,2017-18,Alec Burks,26,UTA,1059,Garbage Time,Secondary Ball Handler,Low Activity,-0.6,3.37,-0.76,0.3,0.72,-0.49,21.35,68.42,1.28,6.2,42.79,60.85,15.16,32.93,18.92,25.87,21.72,87.32,93.11,78.08,1.01,1.95,2.7,6.15,17.92,67.32,90.72,99.51,64.54,76.51,48.84,59.8
4510,2022-23,Alec Burks,31,DET,1122,Key Rotation,Secondary Ball Handler,Chaser,-0.47,1.54,-0.03,0.37,0.65,-0.58,39.58,31.58,0.09,4.46,48.67,27.84,48.35,38.7,14.13,22.27,49.88,35.55,71.15,55.5,0.09,0.66,2.73,4.48,20.86,70.2,65.86,79.19,65.06,44.31,58.6,71.8
4511,2019-20,Markieff Morris,30,DET/LAL,1188,Key Rotation,Versatile Big,Helper,-0.09,2.8,0.2,0.69,1.24,-0.4,45.45,42.5,-0.51,5.47,63.67,52.19,60.09,60.16,46.43,30.14,68.45,49.13,48.07,70.09,-0.26,-0.81,3.07,5.46,21.35,68.73,44.23,17.98,71.84,66.42,60.26,65.29
4512,2020-21,Markieff Morris,31,LAL,1200,Rotation,Versatile Big,Helper,0.42,3.29,0.75,0.79,1.48,-0.75,46.15,58.33,0.58,6.71,78.4,59.54,78.54,65.31,56.5,16.04,70.57,72.15,83.12,82.99,0.82,-0.13,3.57,6.64,18.81,73.9,87.96,37.99,78.96,82.33,51.66,83.24
4513,2024-25,Markieff Morris,35,DAL/LAL,164,Too Few Games,Stationary Shooter,Helper,-1.4,2.43,-0.36,0.2,0.9,-0.34,27.27,100,-1.5,4.46,14.19,45.28,32.43,25.25,29.28,33.02,26.39,97.85,12.75,55.5,-0.49,-0.72,1.33,4.59,30,66.67,32.34,19.98,35.03,47.19,84.3,55.56
4514,2021-22,Markieff Morris,32,MIA,298,Garbage Time,Versatile Big,Helper,0.61,4.66,1.85,1,2.06,0.28,47.22,52.94,-1.15,3.49,82.81,74.22,94.73,73.87,71.77,70.35,73.49,65.29,23.15,36.31,-1.02,-0.41,1.65,3.75,21.43,49.12,14.08,27.49,41.94,25.29,60.43,17.72
