RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Finishing Talent,Rim Shot Creation,Drives Per 75 Possessions,Rim Shot Making,Rim Shot Making Efficiency,Paint Shooting Talent,Rim Makes Consistency,Stable Rim FG%,Contact Finish Rate,Rim Attempt Consistency,Finishing Talent_percentile,Rim Shot Creation_percentile,Drives Per 75 Possessions_percentile,Rim Shot Making_percentile,Rim Shot Making Efficiency_percentile,Paint Shooting Talent_percentile,Rim Makes Consistency_percentile,Stable Rim FG%_percentile,Contact Finish Rate_percentile,Rim Attempt Consistency_percentile,Rim FG%,Drive Foul Drawn Rate,Rim FG%_percentile,Drive Foul Drawn Rate_percentile
3810,2016-17,Corey Brewer,30,HOU/LAL,1281,Rotation,Stationary Shooter,Chaser,-0.28,-0.08,4.84,-0.14,-0.2,-0.43,100.01,61.22,26.32,99.48,59.8,61.56,59.74,39.72,58.43,53.06,57.78,35.55,72.77,53.25,61.25,4.76,51.95,43.02
3811,2017-18,Corey Brewer,31,LAL/OKC,1208,Rotation,Stationary Shooter,Chaser,-0.47,-0.47,3.29,-0.34,-0.74,-0.55,99.85,59.82,15.63,99.55,47.55,42.88,47.98,21.28,29.03,41.99,56.51,28.36,39.36,54.09,58.38,4.5,43.09,41.48
3812,2018-19,Corey Brewer,32,PHI/SAC,492,Rotation,Movement Shooter,Chaser,-0.55,-0.37,3.99,-0.35,-0.87,-0.88,95.34,64.06,11.11,94.36,41.93,47.72,53.33,20.53,23.48,10.16,28.67,56.3,32.99,20.84,65.45,7.27,66.88,62.68
3813,2019-20,Corey Brewer,33,SAC,33,Too Few Games,Low Minute,Chaser,-0.77,-1.05,3.08,0,-0.17,-0.63,85.75,63.77,50,84.18,25.2,15.31,46.26,60.92,59.82,32.72,6.64,53.98,96.28,3.15,66.67,0,70.21,0
3814,2017-18,Brandan Wright,30,MEM/HOU,381,Rotation,Roll + Cut Big,Anchor Big,-0.27,-1.03,1.01,-0.23,-0.67,-0.82,102.95,65.82,33.33,101.46,60.43,16.27,27.06,30.04,32.27,13.86,81.8,70.24,86.9,73.48,68.49,30,77.35,98.61
3815,2015-16,Brandan Wright,28,MEM,212,Garbage Time,Roll + Cut Big,Anchor Big,0.04,-1.11,0.91,0.39,0.21,-0.62,103.1,65.68,28.57,101.14,74.39,12.89,25.84,83.56,74.76,33.82,83.19,69.26,78.6,70.05,79.31,0,95.73,0
3816,2016-17,Brandan Wright,29,MEM,447,Rotation,Roll + Cut Big,Helper,0.23,-1.24,0.88,0.27,0.07,-0.83,102.64,66.62,29.41,100.9,80.53,8.6,25.57,79.71,70.25,13.03,79.29,77.05,81.21,67.26,71.11,0,84.38,0
3817,2019-20,Joakim Noah,34,LAC,50,Too Few Games,Low Minute,Helper,-0.6,-0.77,3.98,-0.06,-0.34,-0.57,85.75,63.09,0,84.18,38.1,27.52,53.25,50.75,50.44,39.91,6.64,48.19,0,3.15,57.14,16.67,38.79,93.65
3818,2018-19,Joakim Noah,33,MEM,693,Rotation,Roll + Cut Big,Anchor Big,-0.07,-0.64,3.56,-0.33,-0.66,-0.69,101.68,61.38,8.89,101.6,69.91,34.2,50.14,22.05,32.79,26.07,71.21,36.59,31.31,75.04,60.63,6.06,50.04,53.54
3819,2016-17,Joakim Noah,31,NYK,1015,Key Rotation,Roll + Cut Big,Anchor Big,-1.02,0.35,1.45,-1.42,-2.37,-0.79,101.37,54.15,18.18,101.52,10.17,77.34,31.27,0.75,0.77,16.15,68.52,15.34,45.29,74.22,51.35,10.26,28.45,80.49
3820,2017-18,Joakim Noah,32,NYK,40,Too Few Games,Low Minute,Helper,-0.52,-0.67,3.57,-0.1,-0.81,-0.53,91.84,60.94,0,97.18,44.13,32.64,50.22,44.9,26.02,44.16,16.85,33.83,0,34.66,33.33,0,19.23,0
3821,2015-16,Joakim Noah,30,CHI,635,Rotation,Roll + Cut Big,Anchor Big,-1.46,0.17,2.59,-1.64,-2.71,-0.95,98.08,49.53,6.25,101.13,3.49,71.73,41.72,0.49,0.17,7.35,43.17,14.14,29.91,69.93,42.06,2.33,21.5,28.78
3822,2016-17,Spencer Hawes,28,CHO/MIL,797,Rotation,Roll + Cut Big,Anchor Big,-0.42,-1.52,1.81,0.07,0.2,-0.85,100.49,66.04,31.82,98.12,51.1,2.94,34.68,68.72,74.36,11.68,61.78,72.05,85.63,41.78,69.7,12.82,80.97,88.37
3823,2015-16,Spencer Hawes,27,CHO,1035,Rotation,Versatile Big,Anchor Big,-1.15,-0.7,1.97,-0.81,-1.84,-0.77,96.89,55.15,9.68,99.33,6.45,31.07,36.2,4.42,2.79,17.92,36.21,16.17,31.89,51.79,51.06,5.56,28.17,49.4
3824,2016-17,Thaddeus Young,28,IND,2237,Starter,Roll + Cut Big,Mobile Big,0.71,-0.77,1.51,0.81,0.4,-0.52,104,63.87,30.77,102.78,89.52,27.52,31.96,91.45,80.27,45.24,90.32,54.84,83.73,86.82,64.45,6.67,63.51,57.98
3825,2017-18,Thaddeus Young,29,IND,2607,Starter,Post Scorer,Mobile Big,0.1,0.07,2.97,-0.04,-0.24,0.06,104.17,62.78,22.73,103.18,76.59,67.87,45.32,54.16,56.53,78.61,91.35,45.84,59.94,90.65,62.7,1.96,57.3,27.38
3826,2018-19,Thaddeus Young,30,IND,2489,Star,Post Scorer,Helper,0.37,0.29,2.25,0.04,-0.15,-0.38,104.77,64.85,28.79,103.23,83.8,75.5,38.6,65.9,60.87,56.92,95.11,62.57,80.1,91.04,65.16,5.37,65.81,48.01
3827,2023-24,Thaddeus Young,35,TOR/PHO,440,Rotation,Roll + Cut Big,Mobile Big,0.07,-0.41,1.44,0.08,-0.05,-0.75,97.51,66.31,50,96.6,75.54,45.61,31.12,69.77,65.59,19.74,39.79,74.1,96.28,31.55,66.18,0,69.1,0
3828,2021-22,Thaddeus Young,33,SAS/TOR,845,Rotation,Roll + Cut Big,Helper,-0.26,0.14,2.29,-0.42,-0.85,-0.11,99.96,61.23,40.91,99.54,60.93,70.93,38.97,16.41,24.4,72.8,57.38,35.68,94.87,54.01,58.99,7.69,44.89,65.32
3829,2022-23,Thaddeus Young,34,TOR,795,Garbage Time,Post Scorer,Helper,0.19,-0.36,2.02,0.33,0.76,-0.51,96.2,71.42,28.57,96.83,79.21,48.22,36.57,81.75,88.52,46.24,32.44,96.01,78.6,32.88,75.61,6.98,92.77,60.3
3830,2015-16,Thaddeus Young,27,BRK,2408,Starter,Shot Creator,Helper,1.83,0.52,3.8,1.45,0.7,1.03,104.67,59.38,12.86,103.67,97.19,81.75,51.93,96.67,87.43,93.4,94.54,26.25,35.13,94.73,59.22,6.25,45.55,54.71
3831,2019-20,Thaddeus Young,31,CHI,1591,Key Rotation,Stationary Shooter,Helper,-1.01,-0.1,5.29,-1.07,-1.54,-0.43,102.4,58.84,21.43,100.78,10.65,60.41,62.69,2.11,6.34,53.06,77.03,24.31,55.79,65.98,57.27,3.42,39.9,34.36
3832,2020-21,Thaddeus Young,32,CHI,1652,Key Rotation,Post Scorer,Anchor Big,0.92,0.62,3.47,0.46,0.36,0.33,104.28,66.31,48.44,102.9,91.86,84.6,49.37,85.25,79.15,85.09,92.24,74.1,96.25,88.1,66.76,3.23,72.35,33.17
3833,2015-16,Rodney Stuckey,29,IND,1275,Key Rotation,Secondary Ball Handler,Chaser,0,0.53,6.7,0.09,0.1,0.04,99.35,57.45,18.84,100.27,72.65,82.08,70.82,70.5,71.16,77.88,52.53,20.19,47.53,61.12,55.88,13.72,36.05,90.07
3834,2016-17,Rodney Stuckey,30,IND,696,Rotation,Shot Creator,Chaser,-0.59,0.46,7.18,-0.45,-1.23,0.22,94.85,56.35,12.24,96.53,38.71,79.95,73.36,14.94,11.96,82.63,26.33,17.72,34.07,31.11,50,15.27,25,92.51
3835,2017-18,Nick Young,32,GSW,1393,Key Rotation,Off Screen Shooter,Low Activity,-0.63,-0.98,1.8,0.11,0.81,-0.07,90.07,64.91,30,90.98,36.07,18.08,34.58,71.77,89.64,74.34,12.47,63.07,82.1,11.04,68.57,7.25,77.53,62.49
3836,2015-16,Nick Young,30,LAL,1033,Rotation,Off Screen Shooter,Chaser,-1.08,-0.7,1.89,-0.3,-0.62,-0.09,79.07,56.27,7.14,90.12,8.29,31.07,35.5,24.54,34.66,73.54,2.74,17.63,30.14,9.16,37.5,11.76,20.17,85.41
3837,2016-17,Nick Young,31,LAL,1556,Key Rotation,Off Screen Shooter,Wing Stopper,-0.71,-0.59,2.5,-0.08,0.12,0.14,95.91,63.07,22.73,97.86,29.94,36.59,40.94,47.68,71.8,80.69,31.26,48.1,59.94,39.44,65.52,8.49,67.09,71.03
3838,2018-19,Nick Young,33,DEN,37,Too Few Games,Low Minute,Chaser,-2.01,,0.99,,,-0.65,,63.02,0,,1.39,,26.88,,,30.55,,47.62,0,,0,0,0,0
3839,2017-18,Marco Belinelli,31,ATL/PHI,1947,Key Rotation,Off Screen Shooter,Low Activity,-0.57,-1.39,3.36,0.09,0.28,0.84,98.84,64,25,99.74,40.1,4.95,48.65,70.5,76.72,91.89,48.08,55.76,66.71,56.05,64.55,6.7,63.88,58.67
3840,2015-16,Marco Belinelli,29,SAC,1672,Key Rotation,Off Screen Shooter,Chaser,-0.97,-1.34,2.79,-0.12,0.08,-0.81,94.33,66.65,33.33,95.92,12.25,6.04,43.79,42.34,70.59,14.66,23.84,77.17,86.9,27.43,76.6,3.1,93.93,32.41
3841,2018-19,Marco Belinelli,32,SAS,1815,Key Rotation,Movement Shooter,Low Activity,-1.04,-1.34,3.09,-0.38,-0.91,0,95.58,59.64,27.27,97.4,9.48,6.04,46.33,18.48,21.87,76.74,29.95,27.56,75.14,36.22,56.63,9.03,37.73,73.98
3842,2019-20,Marco Belinelli,33,SAS,883,Rotation,Movement Shooter,Low Activity,-1.06,-1.7,1.89,-0.2,-0.73,-0.26,91.57,63.2,18.18,91.28,8.82,1.15,35.5,33.35,29.47,65.23,16.07,49.17,45.29,11.69,62.07,6.38,54.82,55.91
3843,2016-17,Marco Belinelli,30,CHO,1777,Key Rotation,Off Screen Shooter,Low Activity,-0.66,-1.4,3.37,0.07,0.58,-0.32,97.21,62.89,20.51,97.77,34.06,4.79,48.71,68.72,84.9,61.43,37.99,46.81,53.19,38.73,64.37,5.63,63.25,50.2
3844,2018-19,Jason Smith,32,WAS/MIL/NOP,191,Garbage Time,Stretch Big,Anchor Big,-0.78,-0.44,1.27,-0.48,-1.75,-1.63,95.46,59.82,0,99.69,24.34,44.37,29.6,13.51,3.59,0.46,29.34,28.36,0,55.52,47.37,14.29,23.75,90.73
3845,2015-16,Jason Smith,29,ORL,1181,Rotation,Athletic Finisher,Helper,-1.03,-0.99,1.79,-0.45,-1.1,-0.54,98.26,57.76,30.43,97.22,9.87,17.68,34.43,14.94,15.6,42.98,44.15,20.97,83.36,34.8,55.26,16.07,34.52,93.23
3846,2016-17,Jason Smith,30,WAS,1068,Rotation,Athletic Finisher,Mobile Big,-0.79,-0.91,1.1,-0.27,-0.49,-0.91,96.18,63.42,25,96.45,23.51,21.25,27.92,26.66,41.78,8.82,32.37,50.99,66.71,30.62,66.13,29.03,68.91,98.57
3847,2017-18,Jason Smith,31,WAS,285,Garbage Time,Athletic Finisher,Mobile Big,-0.55,-0.95,2.02,-0.15,-0.63,-0.81,94.52,62.5,40,96.99,41.93,19.24,36.57,38.63,34.19,14.66,24.66,43.92,93.87,33.67,60.71,6.25,50.34,54.71
3848,2019-20,Jared Dudley,34,LAL,364,Garbage Time,Stationary Shooter,Helper,-0.95,-1.18,1.83,-0.15,-0.86,-0.68,74.69,59.42,0,83.3,13.15,10.62,34.88,38.63,23.89,27.25,1.55,26.45,0,2.71,33.33,0,19.23,0
3849,2020-21,Jared Dudley,35,LAL,81,Garbage Time,Low Minute,Helper,-0.91,-1.2,0.45,-0.04,-0.44,-0.6,,63.33,0,71.26,15.25,10.01,21.32,54.16,44.86,36.48,,50.34,0,0.37,0,0,0,0
3850,2016-17,Jared Dudley,31,PHO,1362,Key Rotation,Off Screen Shooter,Helper,-0.83,-0.95,4.01,-0.16,-0.07,-0.59,96.24,65,7.69,94.42,20.68,19.24,53.48,37.39,64.77,37.61,32.67,63.69,30.47,21.09,70.59,3.95,83.02,37.73
3851,2017-18,Jared Dudley,32,PHO,686,Rotation,Stationary Shooter,Helper,-1.01,-1.04,2.93,-0.33,-1.1,-0.95,90.09,61.99,28.57,94.41,10.65,15.76,44.99,22.05,15.6,7.35,12.51,40.45,78.6,21.02,58.33,1.82,42.65,26.91
3852,2018-19,Jared Dudley,33,BRK,1220,Key Rotation,Stationary Shooter,Helper,-0.96,-0.95,4.5,-0.35,-0.9,-0.6,93.53,61.55,15.79,95.68,12.71,19.24,57.38,20.53,22.19,36.48,21.26,37.58,39.62,26.36,59.65,5.37,46.67,48.01
3853,2015-16,Jared Dudley,30,WAS,2098,Key Rotation,Stationary Shooter,Helper,-1.17,-1.33,2.97,-0.35,-0.58,-0.96,94.83,67.14,24.24,94.41,6.03,6.25,45.32,20.53,36.94,7.02,26.09,80.67,65.1,21.02,75,5.36,91.01,47.9
3854,2018-19,Wilson Chandler,31,PHI/LAC,1176,Key Rotation,Shot Creator,Wing Stopper,-0.91,-0.51,2.58,-0.39,-0.95,-0.5,96.66,61.13,30,97.12,15.25,40.67,41.59,17.94,20.52,47.38,34.88,34.91,82.1,34.31,58.49,5.88,43.37,51.99
3855,2019-20,Wilson Chandler,32,BRK,734,Key Rotation,Movement Shooter,Helper,-0.47,-0.17,4.57,0.01,-0.02,-0.24,94.78,64.69,14.29,94.49,47.55,57.28,57.89,62.52,66.86,66.2,25.91,61.53,36.49,21.37,68.18,5.38,76.54,48.11
3856,2016-17,Wilson Chandler,29,DEN,2197,Starter,Shot Creator,Wing Stopper,1.33,0.36,7.84,1.51,1.59,0.45,103.09,64.04,40,101.6,95.14,77.6,76.46,96.97,97.79,87.07,83.04,56.07,93.87,75.04,64.79,5.54,64.58,49.34
3857,2017-18,Wilson Chandler,30,DEN,2346,Starter,Shot Creator,Wing Stopper,-0.71,-0.05,4.7,-0.58,-0.92,-0.63,101.17,61.9,24.53,100.86,29.94,62.77,58.83,10.03,21.58,32.72,66.81,39.84,65.97,66.87,61.47,7.14,52.75,61.29
3858,2016-17,Aaron Brooks,32,IND,894,Rotation,Primary Ball Handler,Point of Attack,-0.59,0.96,11.47,-0.51,-1.5,0.53,94.93,52.7,8.33,95.67,38.71,91.19,88.27,12.31,6.9,88.24,26.69,14.72,30.87,26.27,43.08,3.37,21.94,34.03
3859,2017-18,Aaron Brooks,33,MIN,189,Garbage Time,Secondary Ball Handler,Point of Attack,-0.36,0.44,10.99,-0.11,-0.65,0.25,85.9,60.4,0,90.94,55.04,79.5,86.88,43.57,33.12,83.41,6.87,31.11,0,10.95,46.67,3.57,23.43,35.08
3860,2015-16,Aaron Brooks,31,CHI,1108,Rotation,Primary Ball Handler,Point of Attack,0.28,1.5,14.68,0.13,0.43,1.04,98.31,51.86,23.81,99.8,81.72,97.39,95.16,72.76,81.23,93.53,44.5,14.45,63.54,56.5,46.72,2.81,23.57,30.77
3861,2015-16,Arron Afflalo,30,NYK,2371,Starter,Shot Creator,Wing Stopper,-0.76,-0.21,3.68,-0.24,-0.36,1.21,98.82,58.14,34.33,99.08,25.96,55.63,51.06,29.03,49.34,94.57,48.01,22.08,90.63,49.91,56.6,5.36,37.67,47.9
3862,2017-18,Arron Afflalo,32,ORL,682,Rotation,Versatile Big,Low Activity,-0.83,-0.93,2.9,-0.17,-0.54,-0.42,80.5,61.44,0,88.05,20.68,20.36,44.71,36.17,39.01,53.91,3.38,37.04,0,6.22,55,3.85,33.68,36.75
3863,2016-17,Arron Afflalo,31,SAC,1580,Key Rotation,Shot Creator,Wing Stopper,-1.06,-0.58,3.18,-0.5,-1.12,-0.01,92.01,56.55,20.69,95.7,8.82,37.11,47.07,12.77,15.01,76.32,17.21,18.08,53.71,26.47,50,5.34,25,47.78
3864,2015-16,Tiago Splitter,31,ATL,580,Rotation,Post Scorer,Anchor Big,-0.57,-0.68,0.97,-0.77,-1.58,-0.7,103.92,58.91,16.67,103.63,40.1,32.04,26.62,5.1,5.68,25.12,89.66,24.6,40.78,94.52,58.06,6.67,42.05,57.98
3865,2016-17,Tiago Splitter,32,PHI,76,Too Few Games,Low Minute,Helper,-0.29,-0.59,0.97,-0.27,-1.54,-0.58,101.48,58.78,0,102.25,59.14,36.59,26.62,26.66,6.34,38.74,69.63,24.08,0,81.99,50,0,25,0
3866,2015-16,Carl Landry,32,PHI,569,Rotation,Post Scorer,Anchor Big,0.74,-0.06,0.97,0.63,0.85,-0.53,100.31,67.25,17.95,98.21,89.98,62.33,26.62,88.91,90.25,44.16,60.18,81.19,44.93,42.53,72.63,20,87.69,96.01
3867,2015-16,Josh McRoberts,28,MIA,595,Rotation,Shot Creator,Anchor Big,-0.8,-0.26,7.78,-0.39,-1.16,-0.62,95.16,58.18,28.57,96.33,22.8,53.03,76.18,17.94,13.76,33.82,27.88,22.23,78.6,29.93,54.55,4.2,32.64,39.57
3868,2016-17,Josh McRoberts,29,MIA,381,Rotation,Athletic Finisher,Anchor Big,-0.27,-0.35,7.02,0.04,-0.31,-0.9,97.14,59.32,20,97.85,60.43,48.94,72.55,65.9,52.21,9.12,37.53,25.96,49.66,39.37,55.56,2.99,35.03,31.67
3869,2017-18,Josh McRoberts,30,DAL,6,Too Few Games,Low Minute,Helper,-2.04,,0,,,-1.69,,63.18,0,,0.74,,0,,,0.02,,48.69,0,,0,0,0,0
3870,2020-21,Marc Gasol,36,LAL,993,Rotation,Stretch Big,Anchor Big,-0.91,-1.7,0.63,-0.01,0.08,-0.63,92.74,66.15,33.33,92.61,15.25,1.15,23.15,59.23,70.59,32.72,18.86,73.07,86.9,14.5,72.73,0,87.77,0
3871,2015-16,Marc Gasol,31,MEM,1791,Starter,Post Scorer,Anchor Big,-0.87,-0.46,0.9,-0.51,-0.91,0.4,101.67,57.11,22.34,100.88,17.7,43.26,25.71,12.31,21.87,86.34,71.16,19.55,59.15,67.03,55.3,12.2,34.66,86.65
3872,2016-17,Marc Gasol,32,MEM,2531,Star,Shot Creator,Anchor Big,-0.12,-0.86,2.87,0.44,0.78,0.76,100.81,64.9,25.19,101.44,67.67,23.28,44.38,84.73,89.03,91.3,64.16,62.98,69.86,73.27,66.48,14.05,69.99,90.54
3873,2017-18,Marc Gasol,33,MEM,2408,Star,Versatile Big,Anchor Big,-0.64,-0.64,3.59,-0.24,-0.45,-1.04,100.3,61.86,23.39,100.25,35.41,34.2,50.44,29.03,44.24,4.81,60.04,39.48,62.17,60.9,61.33,7.14,52.29,61.29
3874,2018-19,Marc Gasol,34,MEM/TOR,2436,Star,Versatile Big,Anchor Big,-0.83,-1.17,1.86,-0.28,-0.53,-0.35,98.32,63.09,27.47,98.96,20.68,10.83,35.23,25.91,39.76,59.11,44.52,48.19,76.33,48.77,63.13,7.5,58.6,64.28
3875,2019-20,Marc Gasol,35,TOR,1161,Key Rotation,Versatile Big,Anchor Big,-0.92,-1.33,0.93,-0.16,-0.41,-0.17,96.14,62.68,38.46,97.88,14.64,6.25,26.15,37.39,46.43,70.13,32.21,45.23,93.33,39.68,61.22,3.33,51.87,33.71
3876,2015-16,Ramon Sessions,29,WAS,1667,Rotation,Slasher,Point of Attack,0.28,0.51,12.03,0.14,0.1,0.64,101.7,57.24,23.24,102.13,81.72,81.45,89.73,73.58,71.16,89.79,71.44,19.77,61.85,80.74,56.43,13.32,37.34,89.2
3877,2017-18,Ramon Sessions,31,NYK/WAS,392,Garbage Time,Slasher,Point of Attack,-0.58,0.11,13.3,-0.38,-1.13,-0.42,97.65,57.42,18.52,96.47,39.4,69.75,92.62,18.48,14.58,53.91,40.66,20.04,46.59,30.77,47.73,9.35,23.95,75.94
3878,2016-17,Ramon Sessions,30,CHO,811,Rotation,Slasher,Point of Attack,-0.48,0.47,12.44,-0.36,-0.95,-0.23,99.97,54.76,15.52,99.48,46.78,80.32,90.69,19.75,20.52,66.84,57.42,15.79,39.25,53.25,49.44,11.76,24.9,85.41
3879,2016-17,Joel Anthony,34,SAS,122,Garbage Time,Athletic Finisher,Helper,-0.7,-1.15,0.3,-0.08,-0.77,-0.81,94.69,63.4,0,92.47,30.84,11.65,19.97,47.68,27.69,14.66,25.53,50.87,0,14.17,80,0,95.88,0
3880,2015-16,Joel Anthony,33,DET,96,Garbage Time,Low Minute,Helper,-0.76,-1.2,0,-0.04,-0.51,-0.76,82.53,61.58,0,85.27,25.96,10.01,0,54.16,40.68,18.75,4.38,37.82,0,3.97,80,0,95.88,0
3881,2015-16,C.J. Watson,31,ORL,656,Key Rotation,Primary Ball Handler,Point of Attack,-1.11,-0.36,4.42,-0.56,-1.44,-0.63,94.65,57.5,28.57,96.41,7.41,48.22,56.85,10.75,7.65,32.72,25.36,20.29,78.6,30.37,50,5.06,25,45.51
3882,2016-17,C.J. Watson,32,ORL,1012,Rotation,Secondary Ball Handler,Chaser,-1.12,-0.9,4.27,-0.56,-1.6,-0.16,92.46,58.27,28,94.43,7.28,21.56,55.73,10.75,5.38,70.45,18.2,22.53,77.53,21.14,54,5.22,31.95,46.65
3883,2019-20,Anthony Tolliver,34,POR/SAC/MEM,872,Rotation,Movement Shooter,Helper,-1.27,-1.11,0.94,-0.51,-1.96,-0.68,62.26,57.84,15.38,84.65,4.71,12.89,26.32,12.31,2.14,27.25,0.32,21.17,38.74,3.53,39.13,13.04,20.58,88.73
3884,2018-19,Anthony Tolliver,33,MIN,1067,Rotation,Movement Shooter,Low Activity,-1.05,-1.06,1.37,-0.31,-1.02,-0.82,84.64,59.23,12.5,86.82,9.16,15.01,30.66,23.63,18.43,13.86,5.71,25.58,34.11,4.9,48,19.51,24.03,95.92
3885,2020-21,Anthony Tolliver,35,PHI,99,Garbage Time,Low Minute,Helper,-0.94,-1.27,0.72,-0.06,-0.47,-0.74,,63.33,0,72.87,13.74,7.8,24.03,50.75,43.1,20.65,,50.34,0,0.51,0,0,0,0
3886,2016-17,Anthony Tolliver,31,SAC,1477,Key Rotation,Stationary Shooter,Helper,-0.87,-1.16,2.09,-0.22,-0.31,-0.72,95.27,64.85,6.67,95.07,17.7,11.25,37.21,31.09,52.21,22.99,28.38,62.57,30.05,23.78,69.49,10.98,80.43,82.81
3887,2015-16,Anthony Tolliver,30,DET,1341,Rotation,Stationary Shooter,Anchor Big,-1.26,-1.15,1.12,-0.43,-1.06,-0.98,92.8,62.87,8.33,93.72,4.86,11.65,28.14,16,17.05,6.16,19,46.64,30.87,18.51,68.75,7.69,78.08,65.32
3888,2017-18,Anthony Tolliver,32,DET,1757,Key Rotation,Movement Shooter,Helper,-0.89,-0.93,2.09,-0.27,-0.65,-0.71,96.14,66.73,21.74,96.56,16.27,20.36,37.21,26.66,33.12,24.17,32.21,77.44,56.88,31.3,70.42,12.37,82.81,87.04
3889,2017-18,Andre Ingram,32,LAL,64,Too Few Games,Low Minute,Chaser,-1.08,-1.23,2.66,-0.29,-0.64,-0.47,,63.18,50,,8.29,9.02,42.47,25.22,33.63,50.1,,48.69,96.28,,0,0,0,0
3890,2018-19,Andre Ingram,33,LAL,15,Too Few Games,Low Minute,Chaser,-0.75,-0.77,2.27,-0.02,-0.44,-0.61,,63.02,0,,26.79,27.52,38.77,57.58,44.86,35.32,,47.62,0,,0,0,0,0
3891,2015-16,Michael Beasley,27,HOU,363,Rotation,Shot Creator,Helper,0.95,0.12,8.77,0.75,0.69,1.31,102.69,61.17,21.74,100.14,92.25,70.29,79.96,90.68,87.25,94.99,79.77,35.29,56.88,59.91,61.9,10.34,54.07,80.75
3892,2018-19,Michael Beasley,30,LAL,277,Garbage Time,Shot Creator,Helper,0.8,0.89,12.48,0.44,0.96,0.68,100.97,66.65,39.13,100.77,90.64,90.14,90.76,84.73,91.95,90.34,65.25,77.17,93.68,65.85,70.42,5.26,82.81,46.94
3893,2016-17,Michael Beasley,28,MIL,935,Rotation,Shot Creator,Helper,0.18,0.42,7.02,0.23,0.47,0.82,98.85,65.98,26.79,98.45,78.84,79.15,72.55,77.99,82.34,91.74,48.17,71.35,74.11,44.43,68.7,6.94,77.99,60.09
3894,2017-18,Michael Beasley,29,NYK,1653,Key Rotation,Post Scorer,Helper,1.6,0.6,7.8,1.41,1.63,1.52,101.43,64.31,36.05,101.2,96.33,83.94,76.25,96.46,97.94,95.9,69.07,58.51,91.97,70.6,64.59,5.76,64.02,51.27
3895,2015-16,O.J. Mayo,28,MIL,1090,Key Rotation,Movement Shooter,Chaser,-1.06,-0.45,4.22,-0.49,-1.08,-0.38,97.28,54.41,23.08,99.13,8.82,43.83,55.31,13.1,16.32,56.92,38.38,15.55,60.94,50.3,46.3,2.48,23.33,29.47
3896,2023-24,Derrick Rose,35,MEM,399,Rotation,Slasher,Point of Attack,0.05,0.88,16.02,0.02,-0.26,0.26,101.41,65.45,20,102.19,74.76,89.86,96.83,63.81,55.29,83.55,68.88,67.36,49.66,81.53,64,4.55,61.76,41.65
3897,2017-18,Derrick Rose,29,CLE/MIN,419,Rotation,Primary Ball Handler,Point of Attack,1.11,0.8,10.78,0.85,1.17,-0.18,101.18,63.94,8.33,100.84,93.69,88.19,86.33,91.99,94.85,69.63,66.92,55.34,30.87,66.59,64.63,7.14,64.12,61.29
3898,2018-19,Derrick Rose,30,MIN,1380,Key Rotation,Shot Creator,Chaser,2.94,1.35,15.57,2.74,2.8,1.9,103.64,62.66,25.97,101.92,99.24,96.15,96.47,99.43,99.91,97.09,87.54,45.1,72.16,78.19,62.55,5.25,56.91,46.9
3899,2016-17,Derrick Rose,28,NYK,2082,Starter,Shot Creator,Point of Attack,2.78,1.88,15.85,2.48,1.68,1.83,105.08,55.76,20.31,103.37,99.12,98.92,96.66,99.15,98.21,96.78,96.51,16.82,52.74,92.21,54.82,7.58,33.3,64.86
3900,2020-21,Derrick Rose,32,DET/NYK,1279,Starter,Slasher,Point of Attack,0.43,1.22,17.35,0.2,0.18,1.65,103.86,54.71,16.67,102.05,85.31,94.86,98.15,76.61,73.84,96.28,89.29,15.7,40.78,79.79,50.59,5.56,27.85,49.4
3901,2021-22,Derrick Rose,33,NYK,636,Key Rotation,Primary Ball Handler,Point of Attack,0.8,0.99,14.76,0.79,1.08,0.63,103.24,61.46,20,102.55,90.64,91.87,95.2,91.19,93.64,89.69,84.27,37.18,49.66,84.83,57.69,4.4,40.98,40.95
3902,2022-23,Derrick Rose,34,NYK,338,Rotation,Secondary Ball Handler,Point of Attack,-0.24,0.71,13.27,-0.06,-0.27,0.28,98.49,61.42,16.67,98.64,62.05,86.56,92.57,50.75,54.67,84.12,45.93,36.82,40.78,46.24,51.28,2.42,28.36,29.21
3903,2015-16,Derrick Rose,27,CHI,2098,Starter,Slasher,Point of Attack,1.27,1.74,15.9,0.82,0.45,1.92,103.29,50.49,25.84,103.22,94.79,98.43,96.72,91.59,81.84,97.19,84.84,14.17,71.64,90.91,48.48,4.26,24.31,39.91
3904,2019-20,Derrick Rose,31,DET,1298,Key Rotation,Slasher,Point of Attack,4.29,2.39,23.97,3.44,3.19,1.22,104.36,63.11,30.99,103.52,99.75,99.76,99.84,99.7,99.97,94.69,92.88,48.34,84.37,93.64,62.96,3.6,58.12,35.37
3905,2019-20,Russell Westbrook,31,HOU,2049,Star,Shot Creator,Point of Attack,2.77,2.53,19.8,1.56,0.68,0.33,105.6,61.12,24.86,104.45,99.09,99.88,99.36,97.27,87.04,85.09,98.29,34.9,66.62,98.35,60.8,6.16,50.69,54.23
