RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Finishing Talent,Rim Shot Creation,Drives Per 75 Possessions,Rim Shot Making,Rim Shot Making Efficiency,Paint Shooting Talent,Rim Makes Consistency,Stable Rim FG%,Contact Finish Rate,Rim Attempt Consistency,Finishing Talent_percentile,Rim Shot Creation_percentile,Drives Per 75 Possessions_percentile,Rim Shot Making_percentile,Rim Shot Making Efficiency_percentile,Paint Shooting Talent_percentile,Rim Makes Consistency_percentile,Stable Rim FG%_percentile,Contact Finish Rate_percentile,Rim Attempt Consistency_percentile,Rim FG%,Drive Foul Drawn Rate,Rim FG%_percentile,Drive Foul Drawn Rate_percentile
3713,2020-21,JJ Redick,36,NOP/DAL,723,Rotation,Off Screen Shooter,Low Activity,-0.85,-0.96,1.95,-0.04,-0.05,-0.21,79.65,64.82,16.67,79.68,18.96,18.79,36.07,54.16,65.59,68.01,3.01,62.4,40.78,1.53,71.43,0,84.83,0
3714,2015-16,Thabo Sefolosha,31,ATL,1758,Key Rotation,Stationary Shooter,Wing Stopper,-0.43,-0.8,3.12,-0.01,0.01,-0.52,99.86,63.25,29.55,100.42,50.34,26,46.55,59.23,68.03,45.24,56.57,49.54,81.68,62.6,64.6,6.94,64.03,60.09
3715,2016-17,Thabo Sefolosha,32,ATL,1596,Key Rotation,Movement Shooter,Wing Stopper,-0.78,-0.44,4.09,-0.51,-1.05,-0.74,101.22,61.72,6.45,100.62,24.34,44.37,54.26,12.31,17.43,20.65,67.19,38.67,30.02,64.31,62,6.32,54.52,55.53
3716,2019-20,Thabo Sefolosha,35,HOU,436,Garbage Time,Stationary Shooter,Helper,-0.45,-0.95,1.67,0.19,0.72,-0.51,90.76,68.47,66.67,91.36,48.97,19.24,33.54,76.19,87.84,46.24,14.09,88.26,98.76,11.83,83.33,0,96.96,0
3717,2017-18,Thabo Sefolosha,33,UTA,806,Rotation,Stationary Shooter,Wing Stopper,-0.24,-0.26,5.38,-0.09,-0.31,-0.51,102.49,65.3,16.67,101.46,62.05,53.03,63.3,46.2,52.21,46.24,77.83,66.12,40.78,73.48,67.03,7.02,73.04,60.55
3718,2018-19,Thabo Sefolosha,34,UTA,609,Rotation,Stationary Shooter,Low Activity,-0.87,-1.11,3.23,-0.32,-1.06,-0.48,95.91,61.56,0,96.25,17.7,12.89,47.48,22.73,17.05,49.29,31.26,37.63,0,29.42,59.09,3.7,45.1,35.89
3719,2020-21,Rajon Rondo,34,ATL/LAC,769,Rotation,Primary Ball Handler,Chaser,0.54,0.97,12.78,0.52,1.24,0,99.11,60.19,16.67,100.8,87.1,91.43,91.42,86.87,95.45,76.74,50.5,30.02,40.78,66.2,56.82,2.28,38.13,28.66
3720,2018-19,Rajon Rondo,32,LAL,1369,Starter,Primary Ball Handler,Chaser,0.24,0.87,11.73,0.3,0.32,-0.14,101.12,53.64,25,101.93,80.72,89.64,89.01,80.76,78.16,71.41,66.46,15.07,66.71,78.3,49.72,1.97,24.96,27.49
3721,2019-20,Rajon Rondo,33,LAL,984,Key Rotation,Primary Ball Handler,Chaser,0.51,1.07,12.4,0.42,0.74,-0.43,99.8,59.33,7.69,100.12,86.59,92.81,90.57,84.26,88.19,53.06,56.01,26.02,30.47,59.61,56.67,2.98,37.79,31.64
3722,2017-18,Rajon Rondo,31,NOP,1705,Key Rotation,Primary Ball Handler,Point of Attack,0.71,1.11,10.75,0.64,0.77,0.2,101.86,59.64,23.53,101.89,89.52,93.4,86.22,89.03,88.77,82.14,72.69,27.56,62.52,77.94,58.45,1.94,43.28,27.32
3723,2015-16,Rajon Rondo,29,SAC,2537,Starter,Slasher,Point of Attack,0.89,1.28,13.01,0.71,0.41,-0.36,103.44,61.23,15,102.99,91.57,95.59,91.96,90.06,80.53,58.36,86.23,35.68,38.19,89.12,61.44,2.71,52.62,30.43
3724,2016-17,Rajon Rondo,30,CHI,1843,Starter,Slasher,Point of Attack,-0.11,0.91,11.86,-0.09,-0.28,-0.61,99.67,52.65,29.41,100.2,68.18,90.44,89.34,46.2,54.02,35.32,54.98,14.71,81.21,60.37,49.77,1.38,24.97,25.97
3725,2021-22,Rajon Rondo,35,LAL/CLE,698,Rotation,Primary Ball Handler,Chaser,-0.25,0.6,10.34,0.01,-0.04,-0.47,94.95,60.82,33.33,96.79,61.53,83.94,85.18,62.52,66,50.1,26.76,33.33,86.9,32.72,54,2.01,31.95,27.66
3726,2021-22,Kyle Lowry,35,MIA,2133,Star,Primary Ball Handler,Chaser,-0.38,0.08,7.92,0.06,0.11,0.86,97.95,67.11,20,97.66,53.93,68.46,76.75,67.78,71.58,91.98,42.38,80.51,49.66,37.86,68.42,5.31,77.05,47.51
3727,2022-23,Kyle Lowry,36,MIA,1718,Star,Primary Ball Handler,Helper,-0.6,0.25,7.68,-0.25,-0.48,-0.04,97.6,61.71,29.17,98.25,38.1,74.24,75.82,28.13,42.39,75.3,40.37,38.57,80.64,42.88,56.96,6.55,38.45,57.14
3728,2023-24,Kyle Lowry,37,MIA/PHI,1690,Key Rotation,Primary Ball Handler,Chaser,-0.88,-0.57,6.38,-0.26,-0.49,-0.19,95.26,63.33,17.39,97.79,16.96,37.76,69.17,27.5,41.78,69.11,28.29,50.34,43.69,38.96,58.82,4.9,44.24,44.19
3729,2024-25,Kyle Lowry,38,PHI,659,Rotation,Movement Shooter,Helper,-1.1,-0.78,4.02,-0.36,-1.09,-0.5,79.86,66.51,0,85.14,7.57,27.05,53.58,19.75,16.02,47.38,3.15,76.31,0,3.9,66.67,7.04,70.21,60.72
3730,2025-26,Kyle Lowry,39,PHI,113,Garbage Time,Movement Shooter,Chaser,-2.05,,1.24,,,-0.79,,67.28,0,,0.41,,29.31,,,16.15,,81.53,0,,0,0,0,0
3731,2015-16,Kyle Lowry,29,TOR,2851,Star,Shot Creator,Point of Attack,0.84,1.44,13.17,0.67,0.48,0.74,100.98,56.83,14.71,101.72,91.08,97.09,92.34,89.45,82.6,91.06,65.39,18.8,37.96,76.31,55.99,6.96,36.25,60.26
3732,2016-17,Kyle Lowry,30,TOR,2244,Star,Shot Creator,Point of Attack,0.97,1.37,13.01,0.92,0.69,2.53,104.04,60.97,24.24,102.86,92.5,96.39,91.96,92.56,87.25,98.48,90.5,34.06,65.1,87.66,60.91,7.46,50.98,64.03
3733,2017-18,Kyle Lowry,31,TOR,2510,Star,Primary Ball Handler,Point of Attack,0.05,0.75,9.39,0.17,0.21,0.74,101.01,61.74,25.93,101.01,74.76,87.41,82.27,75.25,74.76,91.06,65.52,38.77,71.9,68.58,61.17,4.06,51.71,38.61
3734,2018-19,Kyle Lowry,32,TOR,2213,Star,Primary Ball Handler,Chaser,-0.27,0.02,8.23,0.05,0.04,-0.08,100.84,63.39,25.76,100.3,60.43,65.92,77.79,67.1,69.24,73.85,64.41,50.8,71.44,61.41,63.58,3.95,60.17,37.73
3735,2019-20,Kyle Lowry,33,TOR,2098,Star,Primary Ball Handler,Chaser,0.79,0.87,9.36,0.79,0.88,0.57,101.09,60.34,19.05,101.51,90.52,89.64,82.2,91.19,90.86,88.76,66.3,30.77,47.84,74.09,59.07,7.47,45.06,64.18
3736,2020-21,Kyle Lowry,34,TOR,1601,Star,Primary Ball Handler,Chaser,-0.19,0.74,11.15,-0.11,-0.28,0.72,102.62,64.21,20.69,101.31,64.35,87.04,87.36,43.57,54.02,90.86,79.02,57.57,53.71,71.88,64.22,5.47,62.72,48.92
3737,2015-16,Jordan Farmar,29,MEM,291,Garbage Time,Primary Ball Handler,Point of Attack,-0.26,0.21,8.99,0.06,-0.38,0.24,97.59,58.58,0,103.05,60.93,73.06,80.72,67.78,48.26,83.18,40.34,23.28,0,89.68,52.38,1.47,29.37,26.12
3738,2016-17,Jordan Farmar,30,SAC,35,Too Few Games,Low Minute,Point of Attack,-0.96,-1.01,11.03,-0.23,-1.28,-0.53,,59.54,0,108.38,12.71,16.95,87,30.04,10.82,44.16,,27.03,0,99.84,0,0,0,0
3739,2016-17,Sergio Rodriguez,30,PHI,1517,Key Rotation,Primary Ball Handler,Point of Attack,-0.38,0.68,12.96,-0.15,-0.17,-0.24,97.55,60.89,71.43,98.24,53.93,85.82,91.8,38.63,59.82,66.2,40.11,33.67,99.06,42.81,60.67,1.13,50.21,25.5
3740,2015-16,Steve Novak,32,OKC/MIL,44,Too Few Games,Low Minute,Helper,-2.12,,0,,,-0.72,,60.33,0,,0.02,,0,,,22.99,,30.59,0,,0,0,0,0
3741,2016-17,Steve Novak,33,MIL,22,Too Few Games,Low Minute,Chaser,-2.04,,0,,,-0.72,,61.15,0,,0.74,,0,,,22.99,,35.01,0,,0,0,0,0
3742,2017-18,P.J. Tucker,32,HOU,2281,Starter,Stationary Shooter,Wing Stopper,-1,-0.68,1.52,-0.42,-1.02,-1.1,94.02,59.97,23.53,95.67,11.05,32.04,32.1,16.41,18.43,3.88,22.86,28.97,62.52,26.27,56.76,7.53,38,64.51
3743,2018-19,P.J. Tucker,33,HOU,2802,Starter,Stationary Shooter,Wing Stopper,-1.56,-0.76,1.44,-1,-2.44,-0.95,91.39,55.6,8.33,96.28,3.13,28.06,31.12,2.63,0.59,7.35,15.55,16.64,30.87,29.63,49.44,4.63,24.9,42.27
3744,2019-20,P.J. Tucker,34,HOU,2467,Starter,Stationary Shooter,Wing Stopper,-1.12,-0.9,1.23,-0.43,-1.12,-0.89,94.82,61.97,18.18,96.45,7.28,21.56,29.21,16,15.01,9.65,26.03,40.26,45.29,30.62,60.27,0,48.98,0
3745,2023-24,P.J. Tucker,38,PHI/LAC,486,Rotation,Stationary Shooter,Helper,-1.15,-1,0.7,-0.38,-1.3,-0.86,74.09,65.63,50,76.77,6.45,17.35,23.86,18.48,10.31,11.19,1.41,68.69,96.28,0.97,57.14,0,38.79,0
3746,2021-22,P.J. Tucker,36,MIA,1981,Starter,Stationary Shooter,Wing Stopper,-1.3,-1.08,1.56,-0.64,-1.41,-0.68,98.8,61.9,20,99.18,4.45,14.19,32.55,8.27,8.1,27.25,47.92,39.84,49.66,50.76,59.43,6.17,46.09,54.27
3747,2020-21,P.J. Tucker,35,HOU/MIL,1356,Key Rotation,Stationary Shooter,Wing Stopper,-1.42,-1.18,0.85,-0.71,-2,-0.84,93.51,60.97,16.67,93.5,3.62,10.62,25.23,6.46,1.92,12.39,21.16,34.06,40.78,17.4,55,9.38,33.68,76.07
3748,2024-25,P.J. Tucker,39,NYK,58,Too Few Games,Low Minute,Wing Stopper,-0.97,-1.1,0.68,-0.11,-0.65,-0.73,,66.5,0,,12.25,13.38,23.64,43.57,33.12,21.67,,75.98,0,,0,0,0,0
3749,2022-23,P.J. Tucker,37,PHI,1920,Key Rotation,Stationary Shooter,Helper,-1.49,-1.07,0.42,-0.75,-2.21,-1.06,91.25,59.02,40,94.73,3.3,14.66,21.04,5.52,1.11,4.33,15.2,24.93,93.87,22.28,46.81,0,23.62,0
3750,2015-16,P.J. Tucker,30,PHO,2540,Starter,Stationary Shooter,Wing Stopper,-0.63,0.26,2.93,-0.53,-0.89,-1.06,99,53.56,25,99.69,36.07,74.63,44.99,11.76,22.57,4.33,49.41,15.04,66.71,55.52,51.46,3.96,28.53,37.86
3751,2016-17,P.J. Tucker,31,PHO/TOR,2236,Starter,Stationary Shooter,Wing Stopper,-1.62,-0.38,2.07,-1.46,-2.78,-0.74,97.74,51.14,20,99.73,3.08,47.16,37.08,0.68,0.1,20.65,41.37,14.3,49.66,55.87,46.71,4,23.56,38.06
3752,2015-16,Paul Millsap,30,ATL,2647,Star,Shot Creator,Helper,0.39,-0.04,6.3,0.27,-0.09,0.05,104.76,61.45,21.51,103.1,84.41,63.2,68.73,79.71,63.85,78.22,95.07,37.14,56.41,90.16,61.65,10.67,53.39,81.95
3753,2016-17,Paul Millsap,31,ATL,2343,Star,Shot Creator,Helper,-0.7,-0.33,6.59,-0.54,-1,0.63,102.35,58.33,21.67,101.94,30.84,49.9,70.28,11.27,19.02,89.69,76.67,22.59,56.76,78.38,57.56,11.46,40.75,84.76
3754,2021-22,Paul Millsap,36,BRK/PHI,376,Garbage Time,Stretch Big,Mobile Big,-0.34,0.58,4.45,-0.4,-1.2,-0.45,96.14,60.35,20,96.16,56.38,83.32,57.11,17.36,12.7,51.61,32.21,30.86,49.66,28.86,52.17,11.11,29.13,83.11
3755,2017-18,Paul Millsap,32,DEN,1144,Key Rotation,Shot Creator,Helper,-0.25,-0.02,6.93,-0.16,-0.38,0.34,102.18,62.17,22.58,101.79,61.53,64.02,72.03,37.39,48.26,85.31,75.07,41.76,59.57,76.98,61.54,7.58,52.81,64.86
3756,2018-19,Paul Millsap,33,DEN,1895,Star,Shot Creator,Helper,-0.2,-0.15,4.22,-0.16,-0.32,-0.24,102.05,62.47,20.41,101.5,63.88,58.1,55.31,37.39,51.65,66.2,74.09,43.73,52.97,74.06,62.31,10.19,55.69,80.22
3757,2019-20,Paul Millsap,34,DEN,1240,Key Rotation,Post Scorer,Helper,-0.9,-0.26,4.12,-0.93,-1.4,-0.52,102.65,63,25,101.7,15.79,53.03,54.55,3.08,8.24,45.24,79.43,47.46,66.71,76.19,62.72,11.76,57.34,85.41
3758,2020-21,Paul Millsap,35,DEN,1162,Rotation,Versatile Big,Helper,0.01,-0.36,3.66,0.09,0.07,-0.32,101.19,66.58,32.5,101.32,73.14,48.22,50.9,70.5,70.25,61.43,67.05,76.86,86.58,71.99,67.97,5.36,76.01,47.9
3759,2015-16,Ryan Hollins,31,WAS/MEM,460,Rotation,Roll + Cut Big,Helper,-0.32,-1.16,0.34,0.06,0.06,-0.82,97.59,63.85,17.65,96.27,57.6,11.25,20.27,67.78,69.94,13.86,40.34,54.72,44.15,29.53,68.42,0,77.05,0
3760,2015-16,Lou Amundson,33,NYK,204,Garbage Time,Post Scorer,Mobile Big,-0.42,-0.22,1.34,-0.32,-1.58,-0.69,92.12,58.16,35.71,96.29,51.1,55.05,30.34,22.73,5.68,26.07,17.47,22.14,91.57,29.68,53.13,14.29,30.4,90.73
3761,2015-16,J.J. Barea,31,DAL,1667,Key Rotation,Primary Ball Handler,Point of Attack,-0.22,1.31,15.4,-0.45,-0.85,0.7,99.58,55.46,26.32,100.11,62.97,95.82,96.25,14.94,24.4,90.56,54.29,16.51,72.77,59.53,53.29,3.84,30.61,36.72
3762,2016-17,J.J. Barea,32,DAL,771,Key Rotation,Primary Ball Handler,Point of Attack,-0.48,0.64,14.38,-0.37,-0.99,0.49,96.43,58.84,12.5,96.42,46.78,84.99,94.61,19.23,19.31,87.66,33.54,24.31,34.11,30.44,55.93,5.23,36.15,46.71
3763,2017-18,J.J. Barea,33,DAL,1603,Key Rotation,Primary Ball Handler,Point of Attack,0.1,0.91,15.44,0.12,0.19,-0.1,100.6,62.92,22.22,100.59,76.59,90.44,96.34,72.38,74.1,73.19,62.62,46.93,58.08,63.97,62.77,3.82,57.5,36.64
3764,2018-19,J.J. Barea,34,DAL,752,Key Rotation,Primary Ball Handler,Point of Attack,0.17,1.36,18.93,-0.05,-0.2,0.39,99.26,60.5,28,101.02,78.54,96.33,99.13,52.47,58.43,86.15,51.73,31.63,77.53,68.72,58.51,5.06,43.43,45.51
3765,2019-20,J.J. Barea,35,DAL,450,Rotation,Primary Ball Handler,Point of Attack,0.02,1.34,14.53,-0.22,-0.58,0.21,98.64,60.68,18.18,99.26,73.51,96.01,94.91,31.09,36.94,82.45,46.92,32.51,45.29,51.3,56.9,3.37,38.31,34.03
3766,2016-17,Kevin Durant,28,GSW,2070,Star,Shot Creator,Helper,1.65,-0.43,5.91,2.07,1.99,1.83,105.06,74.73,26.79,103.63,96.53,44.67,66.55,98.54,99.11,96.78,96.42,99.09,74.11,94.52,78.2,10.5,95.17,81.33
3767,2017-18,Kevin Durant,29,GSW,2325,Star,Shot Creator,Wing Stopper,-0.01,-0.59,6,0.34,0.32,4.39,104.3,69.73,25.16,102.79,72.17,36.59,67.03,82.03,78.16,99.81,92.35,92.22,69.8,86.89,71.72,11.31,85.96,84.44
3768,2018-19,Kevin Durant,30,GSW,2702,Star,Shot Creator,Wing Stopper,0.39,-0.5,7.7,0.72,0.82,4.27,103.72,70.85,21.89,102.65,84.41,41.27,75.86,90.2,89.81,99.78,88.24,94.9,57.5,85.78,72.89,11.24,88.32,84.16
3769,2025-26,Kevin Durant,37,HOU,2801,Starter,Shot Creator,Helper,-0.43,-0.58,7.16,0.12,0.28,4.17,101.94,73.63,24.49,100.55,50.34,37.11,73.25,72.38,76.72,99.76,73.22,98.34,65.9,63.59,77.42,7.61,94.46,64.97
3770,2015-16,Kevin Durant,27,OKC,2578,Star,Shot Creator,Wing Stopper,0.94,-0.57,8.47,1.31,1.3,4.87,105.13,68.74,19.75,103.51,92.1,37.76,78.79,95.98,95.96,99.92,96.81,89.11,49.47,93.55,70.74,9.12,83.63,75.01
3771,2022-23,Kevin Durant,34,BRK/PHO,1672,Star,Shot Creator,Wing Stopper,-0.1,-0.76,9.12,0.48,0.7,4.84,101.28,73.97,34.13,99.46,68.64,28.06,81.21,85.82,87.43,99.9,67.69,98.64,90.47,53.11,79.05,9.42,95.66,76.33
3772,2023-24,Kevin Durant,35,PHO,2791,Star,Shot Creator,Wing Stopper,-0.24,-0.6,9.41,0.24,0.26,3.16,102.35,74.8,25.43,101.75,62.05,36.12,82.37,78.42,76.28,99.27,76.67,99.13,70.48,76.59,77.67,7.93,94.66,67.26
3773,2024-25,Kevin Durant,36,PHO,2265,Star,Shot Creator,Wing Stopper,-0.21,-0.28,10.5,0.25,0.36,3.49,100.97,74.35,25.34,99.92,63.32,52.19,85.58,78.82,79.15,99.48,65.25,98.94,70.28,57.52,79.03,8.17,95.59,68.79
3774,2020-21,Kevin Durant,32,BRK,1157,Star,Shot Creator,Wing Stopper,0.6,-0.44,9.07,1.04,1.46,3.11,102.29,72.38,26.51,100.97,88.13,44.37,81.01,93.96,97,99.24,76,97.19,73.46,68.19,78.57,12.24,95.27,86.75
3775,2021-22,Kevin Durant,33,BRK,2047,Star,Shot Creator,Wing Stopper,0.04,-0.6,9.47,0.58,0.85,4.81,102.81,69.96,21.14,102.28,74.39,36.12,82.52,88.14,90.25,99.88,80.62,92.89,55.24,82.18,72.52,7.64,87.52,65.09
3776,2015-16,Al Horford,29,ATL,2631,Star,Post Scorer,Anchor Big,0.07,-1.03,2.48,0.44,0.34,-0.96,103.81,70.33,29.31,102.13,75.54,16.27,40.68,84.73,78.63,7.02,88.88,93.71,81.1,80.74,72.54,6.82,87.58,59.25
3777,2025-26,Al Horford,39,GSW,933,Key Rotation,Movement Shooter,Mobile Big,-1.19,-1.11,1.56,-0.57,-1.38,-0.54,93.51,65.07,25,94.92,5.75,12.89,32.55,10.38,8.74,42.98,21.16,64.19,66.71,23.13,61.36,5,52.36,44.86
3778,2016-17,Al Horford,30,BOS,2193,Star,Versatile Big,Anchor Big,0.18,-0.89,3.09,0.76,1.23,-0.27,101.85,66.26,36.51,101.45,78.84,22.15,46.33,90.84,95.3,64.59,72.62,73.83,92.35,73.36,68.25,4.42,76.75,41.07
3779,2017-18,Al Horford,31,BOS,2277,Star,Versatile Big,Anchor Big,-0.15,-0.75,3.37,0.35,0.54,-0.1,101.62,68,17.02,101.26,66.44,28.53,48.71,82.36,84.03,73.19,70.78,86.2,43.07,71.28,69.95,2.96,81.58,31.57
3780,2018-19,Al Horford,32,BOS,1973,Star,Post Scorer,Anchor Big,-0.28,-0.86,2.04,0.07,0.02,-0.01,102.45,69.51,45.65,100.98,59.8,23.28,36.83,68.72,68.5,76.32,77.44,91.54,96.12,68.28,71.84,6.36,86.26,55.73
3781,2020-21,Al Horford,34,OKC,782,Star,Versatile Big,Anchor Big,-0.61,-0.51,2.58,-0.28,-0.59,-0.14,100.82,61.67,66.67,101.23,37.32,40.67,41.59,25.91,36.36,71.41,64.25,38.22,98.76,70.84,59.21,0,45.52,0
3782,2021-22,Al Horford,35,BOS,2005,Key Rotation,Versatile Big,Mobile Big,-0.71,-1,1.56,-0.13,-0.29,-0.44,100.5,69.4,29.55,100.02,29.94,17.35,32.55,41.1,53.36,52.32,61.9,91.24,81.68,58.68,71.77,10.84,86.04,82.42
3783,2022-23,Al Horford,36,BOS,1921,Star,Stationary Shooter,Helper,-1.19,-1.27,1.62,-0.46,-0.97,-0.66,96.78,66.06,50,97.37,5.75,7.8,33.06,14.56,19.89,29.27,35.66,72.26,96.28,35.98,65.38,3.53,66.59,34.88
3784,2023-24,Al Horford,37,BOS,1740,Key Rotation,Stationary Shooter,Helper,-0.84,-1.22,1.22,-0.17,-0.29,-0.93,99.6,71.68,22.22,98.3,19.89,9.39,29.13,36.17,53.36,8.07,54.38,96.33,58.08,43.13,75.49,1.75,92.65,26.61
3785,2024-25,Al Horford,38,BOS,1659,Key Rotation,Stationary Shooter,Helper,-1.39,-1.4,1.43,-0.73,-1.6,-0.98,99.64,68.14,12.5,98.65,3.83,4.79,31.08,5.92,5.38,6.16,54.75,86.8,34.11,46.31,69.74,1.59,81.07,26.26
3786,2019-20,Al Horford,33,PHI,2026,Starter,Versatile Big,Anchor Big,-0.35,-0.69,1.69,0.12,0.16,-0.33,99.95,67.58,27.59,98.74,55.75,31.52,33.68,72.38,73.21,60.58,57.26,84.01,76.59,47.08,69.43,5.32,80.25,47.59
3787,2015-16,Mike Conley,28,MEM,1761,Star,Primary Ball Handler,Point of Attack,-0.16,1.2,13.19,-0.29,-0.61,-0.03,102.58,56.21,18.99,101.69,65.89,94.53,92.36,25.22,35.25,75.66,78.79,17.47,47.79,75.98,54.64,8.25,33,69.33
3788,2016-17,Mike Conley,29,MEM,2292,Star,Primary Ball Handler,Point of Attack,0.3,0.9,13.11,0.36,0.3,1.87,103.64,61.75,25.93,102.37,82.31,90.3,92.25,82.69,77.5,96.99,87.54,38.81,71.9,82.81,61.95,5.73,54.33,51.01
3789,2017-18,Mike Conley,30,MEM,373,Star,Shot Creator,Chaser,-0.18,1.29,16.04,-0.45,-0.77,-0.21,102.94,60.13,29.17,103.36,64.95,95.66,96.85,14.94,27.69,68.01,81.73,29.79,80.64,92.14,55.32,11.69,34.71,85.35
3790,2018-19,Mike Conley,31,MEM,2342,Star,Primary Ball Handler,Point of Attack,-0.23,0.83,14.99,-0.31,-0.5,1.45,102.64,57.03,31.21,102.08,62.64,88.8,95.55,23.63,41.19,95.73,79.29,19.29,84.71,80.16,55.24,7.71,34.48,66.02
3791,2022-23,Mike Conley,35,UTA/MIN,2028,Star,Primary Ball Handler,Point of Attack,-0.84,0.14,10.67,-0.44,-0.9,-0.19,95.13,62.86,25.49,97.31,19.89,70.93,85.87,15.53,22.19,69.11,27.65,46.61,70.6,35.47,58.9,5.08,44.63,45.67
3792,2023-24,Mike Conley,36,MIN,2193,Star,Primary Ball Handler,Chaser,-0.66,0.04,9.74,-0.18,-0.21,0.5,95.89,67.66,24.24,97.48,34.06,66.74,83.38,35.07,57.85,87.83,31.21,84.66,65.1,36.63,68.83,3.17,78.51,32.87
3793,2024-25,Mike Conley,37,MIN,1756,Key Rotation,Primary Ball Handler,Chaser,-1.25,-0.15,7.95,-0.72,-2.11,-0.58,91.81,60.93,4.76,97.89,4.94,58.1,76.86,6.17,1.53,38.74,16.65,33.81,29.59,39.74,53.57,4.29,30.99,40.16
3794,2025-26,Mike Conley,38,MIN,967,Rotation,Primary Ball Handler,Point of Attack,-1.3,-1.31,4.33,-0.41,-1.3,-0.87,80.17,63.1,0,84.98,4.45,6.86,56.27,16.91,10.31,10.58,3.29,48.26,0,3.76,43.75,5.98,22.08,52.93
3795,2019-20,Mike Conley,32,UTA,1363,Starter,Primary Ball Handler,Point of Attack,-0.28,0.61,16.08,-0.17,-0.36,-0.31,99.47,59.82,22,99.58,59.8,84.26,96.89,36.17,49.34,62.15,53.4,28.36,57.67,54.41,56.84,5.51,38.21,49.17
3796,2020-21,Mike Conley,33,UTA,1498,Star,Primary Ball Handler,Point of Attack,-0.41,0.27,15.53,-0.17,-0.38,1.13,100.13,58.28,13.46,101,51.96,74.94,96.44,36.17,48.26,94.08,58.74,22.55,35.91,68.4,53.68,6.43,31.21,56.21
3797,2021-22,Mike Conley,34,UTA,2058,Star,Primary Ball Handler,Point of Attack,-0.09,0.72,15.9,0.11,0.17,1.02,97.73,58.93,23.53,97.84,69.19,86.69,96.72,71.77,73.6,93.31,41.32,24.67,62.52,39.26,53.76,4.82,31.38,43.63
3798,2019-20,Jeff Green,33,UTA/HOU,960,Rotation,Stationary Shooter,Helper,-0.06,-0.96,2.77,0.34,0.6,-0.24,96.28,66.91,11.9,97.42,70.26,18.79,43.62,82.03,85.49,66.2,32.88,79.45,33.8,36.27,69.16,16,79.49,93.17
3799,2023-24,Jeff Green,37,HOU,1307,Rotation,Stretch Big,Helper,-0.57,-1.08,3.02,-0.03,0.13,-0.38,97.95,68.14,22.67,99.33,40.1,14.19,45.74,55.8,72.26,56.92,42.38,86.8,59.88,51.79,69.47,23.36,80.36,97.69
3800,2024-25,Jeff Green,38,HOU,396,Rotation,Stationary Shooter,Helper,-0.45,-0.85,2.12,0.21,0.67,-0.34,89.39,68.36,15.38,91.41,48.97,23.84,37.5,77.06,86.89,59.87,11.25,87.88,38.74,11.9,76.47,13.04,93.65,88.73
3801,2025-26,Jeff Green,39,HOU,151,Garbage Time,Versatile Big,Helper,-0.71,-1.02,0.77,-0.06,-0.37,-0.42,87.98,66.81,100,89.87,29.94,16.75,24.53,50.75,48.89,53.91,9.18,78.58,99.18,8.73,62.5,0,56.04,0
3802,2015-16,Jeff Green,29,MEM/LAC,2253,Starter,Shot Creator,Wing Stopper,0.3,-0.06,5.9,0.46,0.53,0.47,101.5,57.78,22.12,101.85,82.31,62.33,66.42,85.25,83.77,87.37,69.77,21.01,57.99,77.5,57.14,11.37,38.79,84.58
3803,2016-17,Jeff Green,30,ORL,1534,Key Rotation,Shot Creator,Wing Stopper,-0.46,-0.56,4.65,-0.05,-0.03,0.15,100.42,57.91,24.69,100.73,48.26,38.24,58.54,52.47,66.37,80.92,61.14,21.37,66.41,65.38,56.25,13.83,36.72,90.24
3804,2020-21,Jeff Green,34,BRK,1835,Key Rotation,Stationary Shooter,Wing Stopper,0,-1.07,2.65,0.49,0.88,-0.57,101.85,67.71,20.73,100.22,72.65,14.66,42.31,86.1,90.86,39.91,72.62,84.96,53.98,60.62,69.28,21.64,80,97.24
3805,2018-19,Jeff Green,32,WAS,2097,Key Rotation,Movement Shooter,Helper,0.28,-1.05,2.75,0.81,1.42,-0.2,101.11,70.52,25,99.77,81.72,15.31,43.44,91.45,96.74,68.58,66.39,94.13,66.71,56.27,73.51,18.01,89.26,95.08
3806,2017-18,Jeff Green,31,CLE,1828,Key Rotation,Shot Creator,Wing Stopper,0.11,-0.16,3.84,0.17,0.14,0.03,103.28,66.11,16.96,102.64,76.86,57.61,52.19,75.25,72.59,77.62,84.68,72.77,43.02,85.64,66.91,12.63,72.73,87.98
3807,2021-22,Jeff Green,35,DEN,1849,Key Rotation,Versatile Big,Helper,0.11,-1.48,2.23,0.5,0.64,-0.32,102.05,73.68,29.52,101.38,76.86,3.5,38.44,86.36,86.36,61.43,74.09,98.42,81.66,72.74,76.5,21.62,93.81,97.21
3808,2022-23,Jeff Green,36,DEN,1091,Rotation,Versatile Big,Helper,-0.45,-1.25,3.22,-0.11,-0.27,-0.45,101.63,67.2,20.34,101.92,48.97,8.36,47.39,43.57,54.67,51.61,70.89,80.94,52.83,78.19,67.44,19.15,74.19,95.82
3809,2015-16,Corey Brewer,29,HOU,1669,Key Rotation,Stationary Shooter,Chaser,-0.76,-0.63,4.68,-0.48,-0.91,-0.67,99.52,57.63,25,100.04,25.96,34.71,58.66,13.51,21.87,28.37,53.93,20.64,66.71,58.84,56.65,5.58,37.77,49.99
