RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Rim Shot Making,Rim Shot Making Efficiency,Rim Shot Attempts Per 75 Possessions,Stable Rim FG%,Stable Short Midrange FG%,Floater Talent,Paint Shooting Talent,Paint Shot Making,Paint Shot Making Efficiency,Short Mid Range FG%,Rim Shot Making_percentile,Rim Shot Making Efficiency_percentile,Rim Shot Attempts Per 75 Possessions_percentile,Stable Rim FG%_percentile,Stable Short Midrange FG%_percentile,Floater Talent_percentile,Paint Shooting Talent_percentile,Paint Shot Making_percentile,Paint Shot Making Efficiency_percentile,Short Mid Range FG%_percentile,Rim FG%,Rim FG%_percentile
2162,2022-23,Jordan Poole,23,GSW,2458,Starter,Primary Ball Handler,Chaser,0.37,0.26,3.69,67.19,43.54,-0.21,-0.19,-0.2,-0.98,43.36,82.9,76.28,58.38,80.84,75.6,68.6,69.11,32.98,20.31,70.93,67.32,73.97
2163,2025-26,Jordan Poole,26,NOP,905,Key Rotation,Primary Ball Handler,Low Activity,-0.36,-0.78,3.28,58.73,42.5,0.28,-0.29,-0.59,-1.1,38.89,19.75,27.41,51.77,23.83,65.52,83.75,63.41,7.47,15.41,56.3,51.19,28.27
2164,2023-24,Jordan Poole,24,WAS,2346,Starter,Primary Ball Handler,Low Activity,0.67,0.79,3.58,67.57,37.16,0.02,-0.07,0.12,-0.96,34.41,89.45,89.24,56.54,83.93,20.65,77.17,74.34,75.3,21.23,43.79,67.92,75.84
2165,2024-25,Jordan Poole,25,WAS,2001,Starter,Primary Ball Handler,Low Activity,0.92,0.98,3.84,67.65,38.53,-0.54,1.2,-0.56,0.62,34.81,92.56,92.27,60.84,84.58,27.53,45.85,94.48,8.46,90.22,44.6,68.04,76.25
2166,2023-24,Neemias Queta,24,BOS,333,Rotation,Roll + Cut Big,Anchor Big,0.13,-0.02,8.31,70.38,42.46,-0.77,-0.74,-0.27,-0.84,37.93,72.76,66.86,97.05,93.88,65.13,24.36,20.65,25.93,27.35,53.19,74.32,90.41
2167,2024-25,Neemias Queta,25,BOS,863,Garbage Time,Roll + Cut Big,Helper,0.01,-0.1,6.52,69.5,46.85,-0.97,-0.72,-0.02,-0.38,51.85,62.52,63.38,90.37,91.53,94.85,15.4,22.99,59.37,57.33,92.29,71.03,84.22
2168,2025-26,Neemias Queta,26,BOS,1913,Star,Roll + Cut Big,Anchor Big,0.53,0.29,6.66,73.71,47.71,-0.95,-1.01,-0.15,-1.15,50,87.2,77.19,91.24,98.45,96.83,15.81,5.35,38.89,13.93,87.26,75.15,92.29
2169,2021-22,Neemias Queta,22,SAC,120,Garbage Time,Athletic Finisher,Mobile Big,-0.18,-0.8,6.1,63.21,42.26,-1.18,-0.43,0.05,-0.2,40,35.07,26.51,87.25,49.28,63.56,10.12,53.06,69.89,67.39,59.2,55,33.68
2170,2022-23,Neemias Queta,23,SAC,29,Too Few Games,Low Minute,Mobile Big,0,-0.35,9.38,67.57,43.58,-1.19,-1.5,-0.01,,0,60.92,49.95,98.45,83.93,75.92,8.97,1.9,61.32,,0,75,91.01
2171,2019-20,Naz Reid,20,MIN,495,Rotation,Stretch Big,Anchor Big,-0.98,-1.7,6.89,61.11,33.83,-0.49,-0.87,-0.55,-1.69,20.83,2.84,4.04,92.55,34.82,14.68,50.3,10.58,8.79,3.6,26,59.18,45.39
2172,2020-21,Naz Reid,21,MIN,1347,Rotation,Roll + Cut Big,Anchor Big,1.08,1.38,7.25,66.81,43.54,-0.38,-0.4,0.18,-0.66,44.27,94.31,96.5,94.06,78.58,75.6,58.9,55.38,78.32,38.83,73.93,67.52,74.37
2173,2021-22,Naz Reid,22,MIN,1215,Rotation,Stretch Big,Mobile Big,0.05,0,6.61,65.69,38.23,-0.78,-0.62,-0.49,-1.24,32.94,67.1,67.59,90.95,69.33,25.71,23.73,33.82,11.12,11.41,39.29,65.78,67.85
2174,2022-23,Naz Reid,23,MIN,1251,Rotation,Stretch Big,Mobile Big,1.37,1.94,6.75,74.17,43.58,-0.07,-0.16,0.58,0.2,43.22,96.31,99.01,91.86,98.83,75.92,73.9,70.45,88.65,81.51,70.48,76.47,93.65
2175,2023-24,Naz Reid,24,MIN,1964,Key Rotation,Stationary Shooter,Helper,0.49,0.78,4.57,63.98,42.63,0.18,0.04,0.46,0.32,42.05,86.1,89.03,71.55,55.62,67.48,81.53,77.88,86.28,84.57,66.65,63.22,58.94
2176,2024-25,Naz Reid,25,MIN,2200,Star,Movement Shooter,Helper,-0.12,-0.26,3.75,66.06,44.18,0.32,0.67,0.88,1.25,44.16,42.34,55.29,59.22,72.26,81.81,84.72,90.2,92.81,96.63,73.68,65.92,68.34
2177,2025-26,Naz Reid,26,MIN,2007,Key Rotation,Movement Shooter,Helper,0.55,1.15,2.87,68.98,46.94,0.76,0.32,1.46,0.36,48,87.62,94.5,45.51,90.02,95.07,90.28,84.77,96.58,85.44,84.22,69.75,81.14
2178,2022-23,Isaiah Roby,24,SAS,474,Rotation,Movement Shooter,Helper,-0.23,-0.7,3.81,65.93,42.68,-0.29,-0.61,-0.24,-1.08,38.89,30.04,31.02,60.22,71.12,67.95,64.69,35.32,28.81,16.24,56.3,64.71,64.28
2179,2019-20,Isaiah Roby,21,OKC,11,Too Few Games,Low Minute,Helper,,,3,62.8,39.87,-0.54,-0.62,-0.01,-0.3,0,,,47.48,46.04,38.8,45.85,33.82,61.32,62.25,0,0,0
2180,2020-21,Isaiah Roby,22,OKC,1425,Key Rotation,Athletic Finisher,Anchor Big,-0.75,-1.24,5.5,62.63,40.87,-0.62,-0.39,-0.31,-0.7,38.89,5.52,11.76,82.5,44.86,49.76,38,56.14,22.49,35.98,56.3,62.1,55.05
2181,2021-22,Isaiah Roby,23,OKC,948,Key Rotation,Stretch Big,Anchor Big,-0.72,-1.13,5,67.68,37.7,-0.14,-0.36,-0.68,-0.07,31.76,6.17,14.58,76.59,84.82,22.96,71.21,58.36,5.19,73.64,37.43,68.94,78.87
2182,2019-20,Luka Samanic,20,SAS,48,Too Few Games,Low Minute,Helper,-0.05,-0.27,2.27,62.47,38.39,-0.83,-0.43,-0.37,-0.36,0,52.47,54.67,36.15,43.73,26.54,20.9,53.06,17.98,58.41,0,33.33,19.23
2183,2020-21,Luka Samanic,21,SAS,308,Garbage Time,Movement Shooter,Helper,0.17,0.56,4.85,65.65,40.4,-0.25,-0.38,-0.1,-0.93,27.78,75.25,84.38,75.01,68.95,44.69,66.76,56.92,45.39,22.71,31.8,68.29,76.83
2184,2022-23,Luka Samanic,23,UTA,161,Too Few Games,Movement Shooter,Wing Stopper,0.15,-0.12,3.88,70.01,44.33,-0.72,-0.53,0.05,-0.69,50,74.24,62.3,61.53,92.97,83.2,28.59,44.16,69.89,36.67,87.26,83.33,96.96
2185,2023-24,Luka Samanic,24,UTA,404,Garbage Time,Versatile Big,Helper,-0.28,-1.02,4.31,65.99,40.17,-0.71,-0.58,-0.44,-1.3,31.82,25.91,18.43,67.61,71.47,42.36,29.47,38.74,13.63,10.06,37.48,65.31,66.31
2186,2021-22,Admiral Schofield,24,ORL,469,Rotation,Stationary Shooter,Helper,-0.38,-1.25,2.12,62.79,44.24,-0.12,-0.4,0.29,0.52,52.38,18.48,11.53,33.81,45.99,82.46,71.97,55.38,82.39,88.55,92.8,55.56,35.03
2187,2022-23,Admiral Schofield,25,ORL,451,Rotation,Movement Shooter,Helper,0.15,0.46,2.87,68.27,44.62,-0.71,-0.64,0,-0.88,50,74.24,82.15,45.51,87.59,85.8,29.47,31.57,62.96,25.3,87.26,71.43,84.83
2188,2023-24,Admiral Schofield,26,ORL,84,Garbage Time,Low Minute,Low Activity,-0.06,-0.75,2.16,66.03,42.5,-0.6,-0.51,-0.06,-0.72,0,50.75,28.6,34.27,71.93,65.52,40.08,46.24,52.09,34.59,0,60,47.23
2189,2019-20,Admiral Schofield,22,WAS,368,Rotation,Stationary Shooter,Helper,-0.25,-0.97,1.76,60.98,41.29,-1.22,-0.58,-0.08,-0.43,54.55,28.13,19.89,28.81,34.11,53.83,5.53,38.74,48.51,54.13,94.43,50,25
2190,2019-20,Matisse Thybulle,22,PHI,1287,Rotation,Movement Shooter,Point of Attack,-0.42,-1.17,2.32,62.24,38.72,-0.13,-0.95,-0.2,-1.55,31.25,16.41,13.39,36.83,42.42,28.66,71.65,7.35,32.98,5.46,36.6,60.98,51.16
2191,2020-21,Matisse Thybulle,23,PHI,1298,Key Rotation,Stationary Shooter,Point of Attack,-0.15,-0.37,2.11,65.2,42.3,-0.55,-0.78,-0.26,-0.84,40.91,38.63,48.89,33.59,65.32,63.8,44.63,17.15,26.86,27.35,63.09,66.22,69.36
2192,2021-22,Matisse Thybulle,24,PHI,1685,Key Rotation,Stationary Shooter,Point of Attack,-0.37,-0.74,2.94,71.78,39.74,-0.96,-0.87,-0.3,-0.57,28,19.23,29.03,46.59,96.44,37.43,15.5,10.58,23.4,44.98,32.1,75.38,92.57
2193,2022-23,Matisse Thybulle,25,PHI/POR,1200,Rotation,Stationary Shooter,Point of Attack,-0.36,-0.92,2.4,63.01,42.11,-0.65,-0.85,-0.72,-1.05,34.62,19.75,21.58,38.15,47.51,61.87,35.02,11.68,4.4,17.32,44.15,59.49,46.22
2194,2023-24,Matisse Thybulle,26,POR,1487,Key Rotation,Stationary Shooter,Chaser,-0.33,-0.73,1.3,63.62,43.64,-0.61,-0.9,-0.14,-1.07,43.33,22.05,29.47,23.57,52.47,76.43,38.98,9.12,40.11,16.52,70.72,59.62,46.52
2195,2024-25,Matisse Thybulle,27,POR,312,Rotation,Stationary Shooter,Point of Attack,-0.16,-0.59,2.2,66.89,43.19,-0.8,-0.55,-0.18,-0.86,38.1,37.39,36.36,35.08,79.35,72.58,22.49,41.99,35.51,26.32,53.62,68.42,77.05
2196,2025-26,Matisse Thybulle,28,POR,454,Rotation,Movement Shooter,Chaser,0,-0.09,2.05,65.79,42.37,-0.78,-0.48,-0.34,-0.48,25,60.92,63.85,32.8,70.02,64.51,23.73,49.29,20.3,50.92,28.3,61.54,52.81
2197,2020-21,Killian Tillie,22,MEM,182,Garbage Time,Stationary Shooter,Helper,-0.19,-0.87,1.39,62.35,41.91,-0.12,-0.43,-0.13,-0.49,37.5,34.27,23.48,24.5,43.08,60.22,71.97,53.06,41.35,50.16,51.45,42.86,21.66
2198,2021-22,Killian Tillie,23,MEM,461,Rotation,Stationary Shooter,Helper,-0.16,-0.6,1.52,64.97,38.61,-0.12,-0.65,-0.38,-1.06,19.05,37.39,35.89,25.83,63.53,28,71.97,30.55,17.35,16.99,24.87,63.16,58.64
2199,2019-20,Tremont Waters,22,BOS,119,Garbage Time,Shot Creator,Point of Attack,0.06,0.06,3.07,63.22,37.79,-0.28,0.12,-0.19,-0.86,18.18,67.78,69.94,48.59,49.33,23.25,65.44,80.23,34.26,26.32,24.51,60,47.23
2200,2020-21,Tremont Waters,23,BOS,238,Garbage Time,Shot Creator,Point of Attack,-0.04,-0.25,2.1,61.93,42.87,-0.39,0.2,-0.25,-0.33,44,54.16,55.75,33.39,40.06,69.44,58.21,82.14,27.79,60.41,73.09,50,25
2201,2021-22,Tremont Waters,24,TOR/WAS,50,Too Few Games,Low Minute,Point of Attack,0.09,-0.08,0.69,65.89,42.32,-0.67,-0.17,-0.06,-0.68,33.33,70.5,64.39,18.76,70.66,63.96,33.28,70.13,52.09,37.4,39.52,100,97.87
2202,2021-22,Quinndary Weatherspoon,25,GSW,73,Garbage Time,Low Minute,Chaser,0.05,0.02,5.88,66.77,42.86,-1.18,-0.48,0.04,-0.39,50,67.1,68.5,85.51,77.92,69.23,10.12,49.29,68.81,56.67,87.26,75,91.01
2203,2019-20,Quinndary Weatherspoon,23,SAS,78,Garbage Time,Low Minute,Point of Attack,-0.12,-0.58,2.98,61.85,39.69,-0.38,-0.4,0,-0.15,33.33,42.34,36.94,47.06,39.41,36.57,58.9,55.38,62.96,69.89,39.52,42.86,21.66
2204,2020-21,Quinndary Weatherspoon,24,SAS,121,Garbage Time,Slasher,Chaser,-0.02,-0.24,5.27,64.67,42.87,-0.31,-0.32,0.02,-0.5,50,57.58,56.53,79.84,61.26,69.44,63.35,61.43,66.42,49.43,87.26,66.67,70.21
2205,2019-20,Grant Williams,21,BOS,1043,Rotation,Stretch Big,Helper,-0.19,-0.61,2.35,64.86,39.77,-0.83,-0.77,0.12,-1.11,39.47,34.27,35.25,37.43,62.6,37.66,20.9,17.92,75.3,14.94,58.06,66.18,69.1
2206,2020-21,Grant Williams,22,BOS,1138,Rotation,Stationary Shooter,Helper,-0.17,-0.47,2.04,62.41,42.2,-0.87,-0.78,-0.53,-1.14,41.3,36.17,43.1,32.6,43.41,62.89,18.94,17.15,9.54,14.23,64.44,60.32,49.07
2207,2021-22,Grant Williams,23,BOS,1875,Key Rotation,Stationary Shooter,Helper,-0.09,-0.19,2.04,70.13,40.04,-0.57,-0.86,-0.33,-0.78,35.94,46.2,58.9,32.6,93.29,40.72,42.84,11.19,21.05,30.72,47.53,73.53,89.28
2208,2022-23,Grant Williams,24,BOS,2045,Key Rotation,Stationary Shooter,Wing Stopper,-0.18,-0.3,1.59,65.07,46,-0.51,-0.45,-0.08,0.52,48.31,35.07,52.84,26.7,64.19,92.52,48.97,51.61,48.51,88.55,84.9,63.64,60.26
2209,2023-24,Grant Williams,25,DAL/CHO,2130,Starter,Movement Shooter,Mobile Big,0.14,0.37,2.39,71.17,40.77,-0.76,-0.5,-0.33,-0.2,38.05,73.58,79.52,38,95.65,48.42,25.07,47.38,21.05,67.39,53.55,73.72,89.65
2210,2024-25,Grant Williams,26,CHO,479,Starter,Stationary Shooter,Anchor Big,0.25,0.1,1.85,67.56,44.36,-0.62,-0.78,-0.44,-0.8,45,78.82,71.16,30.09,83.83,83.62,38,17.15,13.63,29.53,76.11,70.83,83.8
2211,2025-26,Grant Williams,27,CHO,668,Key Rotation,Movement Shooter,Wing Stopper,-0.19,-0.51,0.78,66.8,44.74,-0.68,-0.78,-0.28,-0.64,46.15,34.27,40.68,19.2,78.5,86.44,32.06,17.15,25.21,40.1,79.15,64.29,62.86
2212,2023-24,Dylan Windler,27,NYK/LAL/ATL,108,Too Few Games,Movement Shooter,Helper,-0.06,-0.62,0.67,67.32,43.31,-0.64,-0.64,-0.08,-0.36,0,50.75,34.66,18.68,82.31,73.55,35.85,31.57,48.51,58.41,0,100,97.87
2213,2020-21,Dylan Windler,24,CLE,513,Rotation,Movement Shooter,Chaser,-0.15,-0.47,2.72,63.84,43.48,-0.47,-0.49,0.11,-0.03,50,38.63,43.1,43.18,54.62,75.17,52.08,48.56,74.61,74.95,87.26,63.16,58.64
2214,2021-22,Dylan Windler,25,CLE,459,Garbage Time,Stationary Shooter,Low Activity,-0.05,-0.19,1.83,63.98,43.39,-0.69,-0.68,-0.12,-0.54,60,52.47,58.9,29.72,55.62,74.37,31.03,27.25,42.61,46.79,96.7,59.09,45.1
2215,2022-23,Dylan Windler,26,CLE,10,Too Few Games,Low Minute,Mobile Big,0.01,-0.3,4.17,67.21,44,-1.19,-1.5,,,0,62.52,52.84,65.52,80.98,80.04,8.97,1.9,,,0,100,97.87
2216,2020-21,Deividas Sirvydis,20,DET,133,Garbage Time,Movement Shooter,Low Activity,-0.07,-0.49,2.19,62.81,41.79,-1.13,-0.36,-0.04,0.11,0,49.3,41.78,34.88,46.17,59.18,12.19,58.36,55.54,79.24,0,50,25
2217,2021-22,Deividas Sirvydis,21,DET,27,Too Few Games,Low Minute,Helper,-0.13,-0.62,2.59,63.71,42.18,-1.18,-0.74,-0.06,-0.46,0,41.1,34.66,40.97,53.46,62.4,10.12,20.65,52.09,52.28,0,0,0
2218,2019-20,Adam Mokoka,21,CHI,112,Garbage Time,Movement Shooter,Helper,-0.04,-0.28,3.96,61.74,39.87,-1.22,-0.59,0.06,0.06,0,54.16,54.02,62.73,38.77,38.8,5.53,37.61,70.98,77.99,0,50,25
2219,2020-21,Adam Mokoka,22,CHI,56,Garbage Time,Low Minute,Point of Attack,0.01,-0.1,5.72,64.46,42.6,-1.13,-0.64,-0.02,-0.72,0,62.52,63.38,84.12,59.74,66.81,12.19,31.57,59.37,34.59,0,66.67,70.21
2220,2020-21,Didi Louzada,21,NOP,56,Too Few Games,Low Minute,Wing Stopper,-0.23,-0.71,1.89,62.99,42.19,-1.13,-0.68,-0.18,-0.7,0,30.04,30.49,30.6,47.4,62.75,12.19,27.25,35.51,35.98,0,33.33,19.23
2221,2021-22,Didi Louzada,22,NOP/POR,129,Too Few Games,Movement Shooter,Helper,-0.07,-0.36,0.85,64.18,40.62,-1.18,-0.58,-0.27,-0.33,0,49.3,49.34,19.55,57.19,46.91,10.12,38.74,25.93,60.41,0,33.33,19.23
2222,2019-20,Justin James,23,SAC,232,Garbage Time,Off Screen Shooter,Chaser,-0.06,-0.34,3.85,62.73,40.06,-0.09,-0.45,-0.05,-0.86,41.18,50.75,50.44,60.97,45.54,41.13,73,51.61,54.04,26.32,63.93,60,47.23
2223,2020-21,Justin James,24,SAC,310,Garbage Time,Movement Shooter,Chaser,-0.04,-0.21,3.2,65.2,42.25,0.33,-0.23,0.07,-0.35,41.18,54.16,57.85,50.48,65.32,63.37,84.92,66.84,71.79,59.24,63.93,67.86,75.6
2224,2019-20,Jarrell Brantley,23,UTA,96,Garbage Time,Low Minute,Helper,0.07,0.05,3.75,64.41,38.03,-0.55,-0.56,-0.24,-0.48,0,68.72,69.54,59.22,59.36,24.48,44.63,41.01,28.81,50.92,0,70,81.62
2225,2020-21,Jarrell Brantley,24,UTA,138,Garbage Time,Stationary Shooter,Helper,-0.06,-0.5,3.83,64.61,42.23,-0.46,-0.44,0,-0.31,37.5,50.75,41.19,60.59,60.85,63.14,52.79,52.32,62.96,61.74,51.45,66.67,70.21
2226,2022-23,Jarrell Brantley,26,UTA,39,Too Few Games,Low Minute,Chaser,0.04,-0.24,1.85,67.64,44.64,-0.49,-0.58,0.08,-0.57,66.67,65.9,56.53,30.09,84.43,85.93,50.3,38.74,72.7,44.98,97.66,100,97.87
2227,2023-24,Marques Bolden,25,MIL/CHO,121,Garbage Time,Athletic Finisher,Anchor Big,-0.04,-0.56,3.9,69.15,44.77,-0.76,-0.6,0.12,-0.56,54.55,54.16,37.98,61.76,90.59,86.68,25.07,36.48,75.3,45.66,94.43,84.62,97.31
2228,2019-20,Marques Bolden,21,CLE,3,Too Few Games,Low Minute,Mobile Big,,,0,63.65,39.87,-1.22,-1.56,,,0,,,0,52.74,38.8,5.53,0.96,,,0,0,0
2229,2020-21,Marques Bolden,22,CLE,29,Too Few Games,Low Minute,Anchor Big,0.01,-0.22,1.29,64.67,42.19,-1.13,-0.66,-0.03,-0.53,0,62.52,57.45,23.43,61.26,62.75,12.19,29.27,57.68,47.71,0,100,97.87
2230,2020-21,Armoni Brooks,22,HOU,520,Key Rotation,Movement Shooter,Low Activity,0.23,0.28,1.78,62.5,41.33,-0.55,-0.47,0.03,-0.52,25,77.99,76.72,29.14,43.92,54.23,44.63,50.1,67.67,48.3,28.3,57.69,40.98
2231,2021-22,Armoni Brooks,23,HOU/TOR,844,Rotation,Movement Shooter,Low Activity,0.13,0.54,1.13,66.42,43.24,-0.61,-0.48,0.1,-0.72,50,72.76,84.03,21.97,75.05,72.86,38.98,49.29,74.14,34.59,87.26,69.23,79.68
2232,2023-24,Armoni Brooks,25,BRK,104,Garbage Time,Off Screen Shooter,Helper,-0.24,-1.29,2.5,61.93,44.08,-0.57,-0.66,-0.08,-1.09,50,29.03,10.55,39.73,40.06,80.98,42.84,29.27,48.51,15.72,87.26,14.29,18.35
2233,2019-20,Charlie Brown Jr.,22,ATL,40,Garbage Time,Low Minute,Chaser,-0.12,-1.08,5.42,61.38,39.69,-0.31,-0.37,0,-0.26,33.33,42.34,16.32,81.65,36.59,36.57,63.35,57.63,62.96,64.44,39.52,33.33,19.23
2234,2023-24,Charlie Brown Jr.,26,NYK,37,Too Few Games,Low Minute,Chaser,-0.03,-0.72,1.03,65.55,42.9,-1.25,-0.64,-0.06,-0.94,0,55.8,29.95,21.03,68.05,69.78,3.4,31.57,52.09,22.08,0,0,0
2235,2020-21,Charlie Brown Jr.,23,OKC,152,Garbage Time,Movement Shooter,Chaser,-0.35,-1,2.56,61.77,40.63,-0.61,-0.43,-0.18,-1,0,20.53,19.02,40.67,38.93,47,38.98,53.06,35.51,19.44,0,45.45,22.72
2236,2021-22,Charlie Brown Jr.,24,DAL/PHI,178,Garbage Time,Stretch Big,Point of Attack,-0.34,-1.51,3.69,61.33,41.16,-0.57,-0.62,-0.1,-0.42,16.67,21.28,6.79,58.38,36.28,52.73,42.84,33.82,45.39,54.73,23.95,44.44,22.23
2237,2025-26,John Konchar,29,MEM/UTA,1051,Rotation,Stationary Shooter,Helper,-0.27,-0.61,2.28,69.57,46.17,-0.54,-0.69,-0.17,-0.3,54.55,26.66,35.25,36.24,91.74,93.12,45.85,26.07,36.61,62.25,94.43,72.06,86.72
2238,2019-20,Vic Law,24,ORL,62,Garbage Time,Low Minute,Low Activity,-0.15,-0.8,1.15,61.97,41.73,-1.22,-0.36,0.06,0.18,80,38.63,26.51,22.23,40.26,58.5,5.53,58.36,70.98,81.03,98.61,0,0
2239,2022-23,Garrison Mathews,26,HOU/ATL,686,Garbage Time,Movement Shooter,Low Activity,-0.18,-0.52,0.63,65.59,42.89,-0.7,-0.97,-0.19,-0.62,20,35.07,40.25,18.48,68.39,69.69,30.18,6.58,34.26,41.42,24.95,58.33,42.65
2240,2023-24,Garrison Mathews,27,ATL,992,Rotation,Movement Shooter,Chaser,-0.22,-0.36,0.44,66.47,42.9,-0.64,-0.73,-0.26,0.33,37.5,31.09,49.34,17.76,75.73,69.78,35.85,21.67,26.86,84.75,51.45,66.67,70.21
2241,2024-25,Garrison Mathews,28,ATL,830,Rotation,Off Screen Shooter,Low Activity,-0.32,-0.92,0.51,64.2,44.36,-0.8,-1.03,-0.12,-0.95,45,22.73,21.58,17.93,57.48,83.62,22.49,4.96,42.61,21.73,76.11,50,25
2242,2021-22,Garrison Mathews,25,HOU,1712,Key Rotation,Off Screen Shooter,Helper,-0.26,-0.65,1.15,68.54,39.72,-0.72,-1.01,-0.18,-0.61,20,27.5,33.12,22.23,88.46,37.12,28.59,5.35,35.51,42.13,24.95,72.73,87.77
2243,2025-26,Garrison Mathews,29,IND,196,Rotation,Off Screen Shooter,Chaser,-0.14,-0.66,0.73,66.39,45.44,-0.66,-0.83,-0.03,-0.74,100,39.72,32.79,18.92,74.78,90.09,34.09,13.03,57.68,33.37,98.68,50,25
2244,2019-20,Garrison Mathews,23,WAS,227,Garbage Time,Movement Shooter,Chaser,-0.05,-0.27,0.16,64.13,39.69,-0.32,-0.32,0.02,0.74,33.33,52.47,54.67,17.21,56.8,36.57,62.63,61.43,66.42,91.92,39.52,100,97.87
2245,2020-21,Garrison Mathews,24,WAS,1038,Rotation,Movement Shooter,Chaser,-0.18,-0.57,0.5,65.73,41.12,-0.75,-0.79,-0.15,0.02,27.27,35.07,37.57,17.87,69.6,52.39,25.91,16.15,38.89,76.65,31.12,73.33,88.88
2246,2019-20,Josh Reaves,22,DAL,28,Too Few Games,Low Minute,Chaser,-0.01,-0.23,6.7,63.42,39.12,-0.59,-0.55,-0.04,-0.52,0,59.23,57.05,91.58,50.99,31.42,40.96,41.99,55.54,48.3,0,60,47.23
2247,2021-22,Rayjon Tucker,24,DEN/MIL,71,Too Few Games,Low Minute,Chaser,0.04,-0.12,0.96,66.34,42.59,-1.18,-0.51,,-0.27,0,65.9,62.3,20.43,74.33,66.2,10.12,46.24,,64.09,0,100,97.87
2248,2020-21,Rayjon Tucker,23,PHI,68,Garbage Time,Low Minute,Chaser,0,-0.16,4.9,64.88,42.6,-1.13,-0.57,0.01,-0.33,0,60.92,60.41,75.57,62.81,66.81,12.19,39.91,64.77,60.41,0,70,81.62
2249,2019-20,Rayjon Tucker,22,UTA,161,Garbage Time,Movement Shooter,Chaser,0.05,0.11,2.21,64.41,42.79,0.01,-0.08,0.22,0.3,64.29,67.1,71.58,35.26,59.36,68.89,76.73,73.85,79.98,84.12,97.58,70,81.62
2250,2019-20,Dean Wade,23,CLE,71,Garbage Time,Low Minute,Helper,0.02,-0.01,4.33,65.18,39.87,-1.22,-0.71,-0.03,-0.3,0,63.81,67.17,68.01,65.15,38.8,5.53,24.17,57.68,62.25,0,77.78,94.71
2251,2020-21,Dean Wade,24,CLE,1212,Rotation,Movement Shooter,Wing Stopper,-0.41,-1.15,2.11,63.29,44.16,-0.73,-0.68,-0.13,-0.58,52.63,16.91,14,33.59,49.91,81.68,27.76,27.25,41.35,44.18,92.97,62.32,55.73
2252,2021-22,Dean Wade,25,CLE,980,Rotation,Stationary Shooter,Wing Stopper,-0.06,-0.15,1.81,68.12,41.83,-0.86,-0.47,0.05,-0.16,38.1,50.75,60.87,29.47,86.68,59.54,19.4,50.1,69.89,69.34,53.62,72.34,87.25
2253,2022-23,Dean Wade,26,CLE,891,Key Rotation,Stationary Shooter,Helper,-0.1,-0.19,1.44,69.82,40.29,-0.75,-0.79,-0.2,-0.76,8.33,44.9,58.9,25,92.44,43.82,25.91,16.15,32.98,32.04,22.65,76.47,93.65
2254,2023-24,Dean Wade,27,CLE,1108,Rotation,Stationary Shooter,Wing Stopper,-0.31,-0.78,0.61,67.57,42.64,-1.25,-0.78,-0.34,-0.12,20,23.63,27.41,18.38,83.93,67.52,3.4,17.15,20.3,71.46,24.95,72.22,87.04
2255,2024-25,Dean Wade,28,CLE,1252,Key Rotation,Movement Shooter,Wing Stopper,-0.15,-0.28,1.05,69.28,44.25,-1.21,-0.97,-0.13,-0.74,44.44,38.63,54.02,21.19,90.89,82.65,7.8,6.58,41.35,33.37,74.23,75,91.01
2256,2025-26,Dean Wade,29,CLE,1300,Key Rotation,Movement Shooter,Wing Stopper,-0.37,-0.86,1.77,66.27,45.44,-0.85,-0.73,-0.22,-0.18,53.85,19.23,23.89,28.89,73.9,90.09,19.92,21.67,30.75,68.42,93.88,65.08,65.52
2257,2019-20,Vincent Poirier,26,BOS,130,Garbage Time,Roll + Cut Big,Anchor Big,-0.18,-1.02,4.72,63.15,38.46,-0.5,-0.51,-0.01,-0.38,22.22,35.07,18.43,73.45,48.47,27.06,49.63,46.24,61.32,57.33,26.44,61.11,51.47
2258,2020-21,Vincent Poirier,27,PHI,39,Garbage Time,Low Minute,Helper,-0.05,-0.59,5.11,61.88,42.34,-0.72,-0.67,-0.03,-0.61,33.33,52.47,36.36,77.95,39.61,64.19,28.59,28.37,57.68,42.13,39.52,33.33,19.23
2259,2019-20,William Howard,26,HOU,13,Too Few Games,Low Minute,Chaser,,,0,63.65,39.87,-1.22,-0.63,,-0.39,0,,,0,52.74,38.8,5.53,32.72,,56.67,0,0,0
2260,2019-20,Nicolo Melli,29,NOP,1042,Rotation,Movement Shooter,Helper,-0.16,-0.49,1.83,66.49,41.02,-0.55,-0.32,0.32,0.33,43.9,37.39,41.78,29.72,75.91,51.37,44.63,61.43,83.25,84.75,72.78,70.37,82.6
2261,2020-21,Nicolo Melli,30,NOP/DAL,566,Rotation,Movement Shooter,Helper,-0.44,-1.71,1.74,57.5,43.34,-0.52,-0.7,-0.3,-0.9,47.37,15.53,3.99,28.59,20.29,73.96,48.02,25.12,23.4,24.2,82.5,38.46,20.4
2262,2019-20,Marko Guduric,24,MEM,484,Rotation,Secondary Ball Handler,Low Activity,0.21,0.74,3.13,62.48,37.88,-0.35,-0.48,-0.02,-1.23,25,77.06,88.19,49.34,43.86,23.77,60.85,49.29,59.37,11.64,28.3,60.47,49.44
