RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Rim Shot Making,Rim Shot Making Efficiency,Rim Shot Attempts Per 75 Possessions,Stable Rim FG%,Stable Short Midrange FG%,Floater Talent,Paint Shooting Talent,Paint Shot Making,Paint Shot Making Efficiency,Short Mid Range FG%,Rim Shot Making_percentile,Rim Shot Making Efficiency_percentile,Rim Shot Attempts Per 75 Possessions_percentile,Stable Rim FG%_percentile,Stable Short Midrange FG%_percentile,Floater Talent_percentile,Paint Shooting Talent_percentile,Paint Shot Making_percentile,Paint Shot Making Efficiency_percentile,Short Mid Range FG%_percentile,Rim FG%,Rim FG%_percentile
4543,2018-19,Nikola Vucevic,28,ORL,2510,Star,Post Scorer,Anchor Big,0.22,0.03,6.3,67.92,47.15,-0.01,0.69,2.06,0.99,48.7,77.57,68.86,88.56,85.87,95.65,76.02,90.47,98.32,94.42,85.65,68.76,78.38
4544,2019-20,Nikola Vucevic,29,ORL,1998,Star,Post Scorer,Anchor Big,-1.22,-1.4,5.45,64.27,45.08,1.02,-0.05,1.74,0.23,46.75,1.39,8.24,82.11,58.05,88.52,92.7,74.97,97.49,82.35,81.17,64.43,63.43
4545,2020-21,Nikola Vucevic,30,ORL/CHI,2348,Star,Versatile Big,Anchor Big,-0.06,-0.19,3.94,66.51,45.95,0.24,0.54,1.4,0.52,46.71,50.75,58.9,62.36,76.31,92.26,82.84,88.34,96.3,88.55,81.1,67.2,73.49
4546,2021-22,Nikola Vucevic,31,CHI,2418,Star,Post Scorer,Anchor Big,0.18,0.1,4.63,67.84,46.84,0.26,-0.27,0.39,-0.13,48.12,75.81,71.16,72.32,85.63,94.81,83.36,64.59,84.79,70.85,84.45,68.42,77.05
4547,2022-23,Nikola Vucevic,32,CHI,2746,Star,Versatile Big,Mobile Big,-0.38,-0.59,4.11,69.66,52.56,0.43,0.09,2.69,1.03,55.03,18.48,36.36,64.82,91.95,99.67,86.46,79.43,99.33,94.91,94.95,70.36,82.57
4548,2023-24,Nikola Vucevic,33,CHI,2610,Star,Post Scorer,Mobile Big,0.5,0.38,4.68,63.7,51.25,0.75,0.51,1.71,1.34,53.1,86.36,79.76,72.9,53.36,99.45,90.18,87.97,97.46,97.15,93.43,63.08,58.45
4549,2024-25,Nikola Vucevic,34,CHI,2278,Star,Versatile Big,Mobile Big,-0.13,-0.34,4.17,66.15,54.07,1.37,0.32,2.16,0.99,56.76,41.1,50.44,65.52,73.07,99.83,94.94,84.77,98.56,94.42,95.78,66.05,68.72
4550,2025-26,Nikola Vucevic,35,CHI/BOS,1799,Starter,Versatile Big,Mobile Big,-0.13,-0.32,3.66,65.68,49.55,1.63,-0.07,1.31,0.43,51.35,41.1,51.65,57.89,69.26,98.73,96.26,74.34,95.77,86.95,91.79,65.03,65.35
4551,2018-19,Iman Shumpert,28,SAC/HOU,1481,Key Rotation,Movement Shooter,Wing Stopper,-0.28,-0.67,1.36,63.08,36.01,-0.61,-1.09,-0.44,-2.08,6.67,25.91,32.27,24.22,48.14,17.09,38.98,4.03,13.63,1.2,22.59,63.16,58.64
4552,2017-18,Iman Shumpert,27,CLE,276,Garbage Time,Shot Creator,Point of Attack,-0.03,-0.28,1.06,64.33,39.87,-0.79,-0.27,-0.06,-0.28,40,55.8,54.02,21.27,58.77,38.8,23.09,64.59,52.09,63.66,59.2,75,91.01
4553,2019-20,Iman Shumpert,29,BRK,241,Garbage Time,Secondary Ball Handler,Chaser,0.03,-0.07,1.72,63.65,39.32,-0.92,-0.56,-0.12,-0.89,25,64.93,64.77,28.26,52.74,32.96,16.94,41.01,42.61,24.76,28.3,63.64,60.26
4554,2020-21,Iman Shumpert,30,BRK,11,Too Few Games,Low Minute,Helper,,,0,64.19,43.15,-1.13,-0.54,0.03,-0.54,100,,,0,57.27,72.22,12.19,42.98,67.67,46.79,98.68,0,0
4555,2015-16,Iman Shumpert,25,CLE,1316,Key Rotation,Stationary Shooter,Wing Stopper,-0.58,-1.29,1.85,58.87,35.06,-0.76,-0.9,-0.21,-1.62,19.35,10.03,10.55,30.09,24.41,15.46,25.07,9.12,31.84,4.36,24.92,57.14,38.79
4556,2016-17,Iman Shumpert,26,CLE,1937,Key Rotation,Secondary Ball Handler,Wing Stopper,-0.47,-0.96,1.51,60.43,36.01,-0.9,-0.24,-0.51,-0.06,20.59,14,20.24,25.7,31.25,17.09,17.82,66.2,10.4,73.96,25.94,59.74,46.83
4557,2017-18,Tobias Harris,25,DET/LAC,2668,Starter,Shot Creator,Helper,0.38,0.33,4.08,61.51,42.39,2.19,1.76,1.61,1.17,43.22,83.23,78.46,64.41,37.43,64.71,97.77,96.55,97.18,96.07,70.48,61.09,51.44
4558,2018-19,Tobias Harris,26,LAC/PHI,2848,Starter,Shot Creator,Wing Stopper,1.22,1.25,4.39,62,45.41,2.46,2.52,2.11,2.14,47.06,95.42,95.51,68.94,40.52,89.95,98.31,98.44,98.47,99.5,81.81,61.78,53.69
4559,2019-20,Tobias Harris,27,PHI,2469,Star,Shot Creator,Helper,0.54,0.46,4.73,63.45,45.72,1.63,0.93,1.84,0.35,47.56,87.41,82.15,73.56,51.25,91.41,96.26,92.62,97.81,85.15,83.11,63.41,59.55
4560,2020-21,Tobias Harris,28,PHI,2014,Star,Shot Creator,Helper,0.55,0.52,4.65,66.11,47.52,2.58,1.8,2.65,1.12,49.08,87.62,83.58,72.58,72.77,96.38,98.51,96.67,99.25,95.59,86.35,66.67,70.21
4561,2021-22,Tobias Harris,29,PHI,2543,Star,Shot Creator,Wing Stopper,0.97,0.94,4.51,66.42,42.46,0.65,0.59,0.59,0.22,42.42,93.14,91.62,70.57,75.05,65.13,89.23,89.05,88.75,82.02,67.94,66.67,70.21
4562,2022-23,Tobias Harris,30,PHI,2436,Starter,Shot Creator,Helper,0.19,0.11,4.01,67.59,45.64,-0.29,0.33,0.64,0.53,46.45,76.19,71.58,63.46,84.03,90.95,64.69,85.09,89.7,88.76,80.22,67.83,75.56
4563,2023-24,Tobias Harris,31,PHI,2368,Starter,Shot Creator,Wing Stopper,0.38,0.13,4.75,65.39,45.07,0.87,0.45,0.86,0.19,45.55,83.23,72.26,73.84,66.62,88.45,91.37,87.07,92.65,81.24,77.92,65.13,65.71
4564,2015-16,Tobias Harris,23,ORL/DET,2513,Starter,Shot Creator,Wing Stopper,0.99,0.65,5.37,62.07,38.48,0.99,0.59,1.3,0.97,37.77,93.47,86.52,81.06,41.03,27.14,92.47,89.05,95.72,94.27,52.77,62.43,56.01
4565,2016-17,Tobias Harris,24,DET,2566,Starter,Shot Creator,Helper,0.53,0.68,3.61,65.8,46.15,1.57,1.75,2.82,2.03,47.8,87.2,87.04,57.06,70.09,93.03,96.06,96.51,99.42,99.36,83.73,67.21,73.54
4566,2024-25,Tobias Harris,32,DET,2306,Starter,Shot Creator,Helper,0.08,0.03,2.74,71.86,47.14,-0.35,-0.08,0.56,-0.46,48.15,69.77,68.86,43.4,96.57,95.6,60.85,73.85,88.28,52.28,84.5,74.14,90.24
4567,2025-26,Tobias Harris,33,DET,1699,Starter,Shot Creator,Wing Stopper,-0.47,-0.87,2.91,61.33,48.86,1.3,0.32,-0.01,0.23,50.87,14,23.48,46.19,36.28,98.13,94.45,84.77,61.32,82.35,91.11,58.09,42.18
4568,2015-16,Donatas Motiejunas,25,HOU,547,Rotation,Post Scorer,Helper,-0.6,-1.68,3.16,57.56,43.7,-0.25,-0.37,-0.25,-0.37,47.92,9.33,4.3,49.86,20.49,76.98,66.76,57.63,27.79,57.89,84.06,53.19,30.47
4569,2016-17,Donatas Motiejunas,26,NOP,479,Rotation,Stretch Big,Helper,-0.15,-0.51,1.98,63.25,42.11,-0.06,-0.52,0.07,-0.14,43.75,38.63,40.68,31.9,49.54,61.87,74.36,45.24,71.79,70.4,72.12,69.23,79.68
4570,2018-19,Donatas Motiejunas,28,SAS,13,Too Few Games,Low Minute,Mobile Big,0.01,-0.24,5.36,62.68,41.02,-1.22,-0.48,0,-0.37,66.67,62.52,56.53,80.78,45.23,51.37,5.53,49.29,62.96,57.89,97.66,50,25
4571,2018-19,Kenneth Faried,29,BRK/HOU,728,Key Rotation,Roll + Cut Big,Mobile Big,-1.03,-1.32,9.8,64.57,40.34,-0.54,-0.64,-0.52,-0.36,40.54,2.32,9.96,98.9,60.54,44.21,45.85,31.57,9.96,58.41,62.15,65.15,65.77
4572,2015-16,Kenneth Faried,26,DEN,1695,Key Rotation,Roll + Cut Big,Anchor Big,0.16,-0.28,10.07,61.46,42.09,-1.01,-0.93,0.17,-1.04,44,74.82,54.02,99.06,37.18,61.66,14.45,8.07,77.96,17.65,73.09,61.64,53.35
4573,2016-17,Kenneth Faried,27,DEN,1296,Key Rotation,Roll + Cut Big,Anchor Big,0.22,-0.14,8.66,61.71,41.31,-0.63,-0.72,-0.15,-0.87,41.57,77.57,61.34,97.61,38.57,54.03,36.95,22.99,38.89,25.75,65.1,61.84,53.91
4574,2017-18,Kenneth Faried,28,DEN,461,Rotation,Post Scorer,Mobile Big,-1.11,-2.23,7.53,60.09,39.37,-0.84,-0.54,-0.63,-0.42,38.3,1.83,1.06,94.92,29.53,33.45,20.36,42.98,6.33,54.73,54.19,57.61,40.85
4575,2018-19,Nikola Mirotic,27,NOP/MIL,1245,Star,Movement Shooter,Helper,-0.24,-0.47,3.25,63.68,43.65,-0.38,-0.49,0.94,-0.43,51.06,29.03,43.1,51.19,53.23,76.5,58.9,48.56,93.28,54.13,91.38,64.1,62.27
4576,2017-18,Nikola Mirotic,26,CHI/NOP,1494,Star,Versatile Big,Helper,-0.19,-0.4,3.56,64.75,41.78,-0.26,0.52,0.26,1.02,43.96,34.27,46.97,56.12,61.97,58.83,66.4,88.12,81.4,94.75,72.94,65.54,67.29
4577,2015-16,Nikola Mirotic,24,CHI,1646,Starter,Movement Shooter,Helper,-0.33,-0.64,3.17,58.71,32.02,-0.96,-1.11,-0.92,-1.98,16,22.05,33.63,50.08,23.72,14.2,15.5,3.74,2.18,1.53,23.86,57.86,41.46
4578,2016-17,Nikola Mirotic,25,CHI,1679,Key Rotation,Movement Shooter,Helper,-0.24,-0.47,3.18,62.15,40.97,0.4,-0.34,-0.4,0.4,40.74,29.03,43.1,50.2,41.55,50.66,85.97,59.87,15.95,86.48,62.65,62.68,57.21
4579,2019-20,Reggie Jackson,29,DET/LAC,743,Key Rotation,Primary Ball Handler,Point of Attack,0.1,0.08,3.64,58.57,37.34,1.58,0.64,0.21,0.13,34.15,71.26,70.59,57.6,23.27,21.39,96.07,89.79,79.56,79.81,43.14,53.42,30.86
4580,2020-21,Reggie Jackson,30,LAC,1544,Key Rotation,Primary Ball Handler,Point of Attack,0.22,0.41,3.07,59.65,40.13,0.19,0.12,0.19,-0.16,37.84,77.57,80.53,48.59,27.64,42.13,81.86,80.23,78.79,69.34,52.86,57.03,38.63
4581,2021-22,Reggie Jackson,31,LAC,2337,Starter,Shot Creator,Chaser,-0.19,-0.34,3.64,58.88,41.7,2.21,0.68,0.99,-0.24,41.35,34.27,50.44,57.6,24.45,58.02,97.83,90.34,93.84,65.46,64.57,56.77,38.09
4582,2024-25,Reggie Jackson,34,PHI,384,Rotation,Secondary Ball Handler,Chaser,-0.04,-0.18,1.87,64.74,43.94,0.11,-0.05,0.14,-0.4,42.86,54.16,59.47,30.3,61.88,79.41,79.74,74.97,76.4,55.94,68.81,57.89,41.5
4583,2022-23,Reggie Jackson,32,LAC/DEN,1657,Key Rotation,Primary Ball Handler,Point of Attack,0.14,0.32,2.61,60.74,44.52,0.76,-0.32,0.18,-1.27,44.87,73.58,78.16,41.4,32.86,85.03,90.28,61.43,78.32,10.86,75.81,56.9,38.31
4584,2023-24,Reggie Jackson,33,DEN,1817,Key Rotation,Primary Ball Handler,Point of Attack,-0.28,-0.59,3.75,59.99,42.68,0.51,0.16,-0.02,-0.41,42.13,25.91,36.36,59.22,29.04,67.95,87.49,81.16,59.37,55.37,67.06,57.38,40.17
4585,2015-16,Reggie Jackson,25,DET,2424,Starter,Slasher,Point of Attack,1.51,1.31,5.73,56.25,39.99,4.19,2.14,1.85,0.66,40.06,96.97,96.01,84.21,17.53,40.55,99.78,97.61,97.84,90.69,61.01,55.43,34.94
4586,2016-17,Reggie Jackson,26,DET,1424,Starter,Slasher,Point of Attack,-0.2,-0.59,4.58,51.73,42.05,3.4,1.37,1.12,0.23,42.61,33.35,36.36,71.66,14.37,61.34,99.24,95.41,94.72,82.35,68.42,47.67,23.93
4587,2017-18,Reggie Jackson,27,DET,1201,Key Rotation,Shot Creator,Point of Attack,0.57,0.73,3.64,58.07,44.81,4.8,1.39,1.61,0.22,47.57,87.88,88,57.6,21.89,86.93,99.9,95.48,97.18,82.02,83.14,54.78,33.22
4588,2018-19,Reggie Jackson,28,DET,2289,Starter,Primary Ball Handler,Point of Attack,-0.63,-1.13,2.99,56.06,41.59,3.76,0.96,0.66,0.42,42.13,8.5,14.58,47.33,17.17,56.91,99.49,92.89,90.02,86.73,67.06,53.26,30.57
4589,2017-18,MarShon Brooks,29,MEM,193,Too Few Games,Shot Creator,Chaser,0.71,0.48,4.88,60.36,42.35,1.38,2.56,0.82,1.69,51.85,90.06,82.6,75.31,30.92,64.27,95.02,98.58,92.28,98.59,92.29,52,29.01
4590,2018-19,MarShon Brooks,30,MEM,387,Rotation,Shot Creator,Chaser,0.68,1.61,4.25,68.06,41.38,0.44,0.23,0.22,-0.7,43.75,89.66,97.88,66.78,86.36,54.78,86.63,82.94,79.98,35.98,72.12,76.74,94.06
4591,2015-16,Jordan Hamilton,25,NOP,304,Key Rotation,Shot Creator,Chaser,0.65,0.3,4.32,61.14,37.99,-0.02,-0.26,-0.46,-0.79,27.78,89.18,77.5,67.85,34.95,24.3,75.69,65.23,12.49,30.07,31.8,62.86,57.76
4592,2015-16,Norris Cole,27,NOP,1198,Key Rotation,Primary Ball Handler,Point of Attack,-0.72,-1.34,3.56,53.25,39.87,1.09,0.26,-0.49,-0.57,40,6.17,9.35,56.12,14.97,38.8,93.14,83.55,11.12,44.98,59.2,48.7,24.47
4593,2016-17,Norris Cole,28,OKC,125,Garbage Time,Secondary Ball Handler,Point of Attack,-0.22,-1.36,2.68,58.14,40.63,0.01,0.12,0.04,-0.98,36.36,31.09,8.95,42.5,22.08,47,76.73,80.23,68.81,20.31,48.5,33.33,19.23
4594,2023-24,Cory Joseph,32,GSW,296,Garbage Time,Movement Shooter,Chaser,-0.31,-1.32,0.62,66.03,43.9,-0.14,-0.63,-0.07,-1.08,45.45,23.63,9.96,18.45,71.93,79.13,71.21,32.72,50.26,16.24,77.24,60,47.23
4595,2017-18,Cory Joseph,26,IND,2210,Key Rotation,Primary Ball Handler,Point of Attack,-0.19,-0.37,1.97,58.6,41.2,0.65,-0.02,0.06,-0.29,42.57,34.27,48.89,31.64,23.36,53.07,89.23,76,70.98,63.03,68.29,55.65,35.7
4596,2018-19,Cory Joseph,27,IND,2063,Key Rotation,Primary Ball Handler,Point of Attack,-0.15,-0.26,1.73,60.96,42.88,-0.25,-0.25,-0.12,-0.81,44.85,38.63,55.29,28.46,34,69.62,66.76,65.74,42.61,29.08,75.73,59.38,45.96
4597,2024-25,Cory Joseph,33,ORL,612,Rotation,Secondary Ball Handler,Point of Attack,-0.17,-0.51,1.16,63.67,44.26,-0.36,-0.35,0,-0.46,44.44,36.17,40.68,22.36,53.04,82.73,60.17,59.11,62.96,52.28,74.23,52.63,29.65
4598,2019-20,Cory Joseph,28,SAC,1759,Key Rotation,Primary Ball Handler,Point of Attack,0.01,0.03,1.64,63.22,39.36,-0.63,-0.71,0.12,-1.75,38.83,62.52,68.86,27.3,49.33,33.35,36.95,24.17,75.3,2.99,56.21,62.82,57.66
4599,2015-16,Cory Joseph,24,TOR,2046,Starter,Slasher,Point of Attack,0.82,1.32,3.83,58.93,40.22,0.79,0.07,0.16,-0.39,40.51,91.59,96.06,60.59,24.67,42.7,90.54,78.91,77.4,56.67,62.1,58.42,43.12
4600,2016-17,Cory Joseph,25,TOR,2003,Key Rotation,Slasher,Point of Attack,0.32,0.45,3.64,58.59,40.35,0.71,0.23,0.37,-0.17,39.88,81.44,81.84,57.6,23.31,44.31,89.81,82.94,84.35,68.87,59.1,57.59,40.81
4601,2020-21,Cory Joseph,29,SAC/DET,1446,Rotation,Primary Ball Handler,Point of Attack,0.68,1.41,2.78,68.21,42.45,0.03,0.14,0.07,0.06,42.34,89.66,96.66,43.98,87.26,65.06,77.52,80.69,71.79,77.99,67.69,70.91,84.05
4602,2021-22,Cory Joseph,30,DET,1600,Key Rotation,Primary Ball Handler,Point of Attack,-0.26,-0.55,2.68,60.01,40.94,-0.2,-0.33,0.15,-0.61,38.67,27.5,38.38,42.5,29.08,50.31,68.97,60.58,76.91,42.13,55.65,56.52,37.44
4603,2022-23,Cory Joseph,31,DET,1227,Rotation,Primary Ball Handler,Point of Attack,-0.11,-0.16,1.57,63.82,43.26,-0.13,-0.12,-0.02,-0.55,42.35,43.57,60.41,26.46,54.45,73.06,71.65,72.46,59.37,46.14,67.74,59.62,46.52
4604,2024-25,Jimmy Butler,35,MIA/GSW,1746,Star,Shot Creator,Wing Stopper,-1.15,-1.34,5.35,69.3,41.99,-0.37,-0.49,-0.46,-1.01,40.82,1.6,9.35,80.72,90.95,60.9,59.58,48.56,12.49,19.01,62.83,70.12,82.15
4605,2025-26,Jimmy Butler,36,GSW,1182,Star,Shot Creator,Wing Stopper,-1.26,-1.39,5.97,69.32,44.82,0,-0.14,0.24,-0.46,45.14,1.31,8.43,86.31,90.98,86.97,76.37,71.41,80.77,52.28,76.54,70.1,82.07
4606,2019-20,Jimmy Butler,30,MIA,1959,Star,Shot Creator,Helper,-0.37,-0.47,5.44,63.74,40.59,0.27,-0.91,-0.65,-1.54,40.89,19.23,43.1,82.01,53.78,46.65,83.56,8.82,5.75,5.59,63.08,63.76,60.93
4607,2020-21,Jimmy Butler,31,MIA,1745,Star,Shot Creator,Helper,0.09,-0.12,6.53,66.62,40.91,0.83,0.31,0.37,-0.33,40.17,70.5,62.3,90.47,77.05,50.04,90.94,84.55,84.35,60.41,61.27,67.21,73.54
4608,2021-22,Jimmy Butler,32,MIA,1931,Star,Shot Creator,Wing Stopper,-0.59,-0.65,6.02,66.51,43.18,0.92,0.14,0.54,-0.47,43.38,9.65,33.12,86.64,76.31,72.51,91.77,80.69,87.93,51.72,71.03,66.78,72.38
4609,2022-23,Jimmy Butler,33,MIA,2138,Star,Shot Creator,Wing Stopper,-0.36,-0.53,6.34,67.53,47.62,1.34,0.6,0.33,0.2,48.7,19.75,39.76,88.97,83.6,96.57,94.75,89.2,83.51,81.51,85.65,67.69,75.01
4610,2023-24,Jimmy Butler,34,MIA,2042,Star,Shot Creator,Wing Stopper,-0.88,-1.18,5.14,64.35,43.9,0.15,-0.19,-0.33,-0.84,43.96,3.59,13.22,78.29,58.92,79.13,80.79,69.11,21.05,27.35,72.94,63.8,61.07
4611,2017-18,Jimmy Butler,28,MIN,2164,Star,Shot Creator,Wing Stopper,-0.28,-0.48,4.55,63.18,47.33,2.42,2.24,1.99,1.33,50.4,25.91,42.39,71.16,48.69,96.11,98.22,97.87,98.14,97.06,90.67,63.18,58.86
4612,2018-19,Jimmy Butler,29,MIN/PHI,2185,Star,Shot Creator,Wing Stopper,-0.66,-0.8,5.3,65.4,39.05,0.65,-0.46,-0.33,-1.01,38.42,7.61,26.51,80.17,66.68,30.8,89.23,50.8,21.05,19.01,54.55,65.94,68.42
4613,2015-16,Jimmy Butler,26,CHI,2474,Star,Shot Creator,Wing Stopper,0.44,0.07,5.35,64.54,36.96,0.83,1,0.74,0.41,35.36,84.73,70.25,80.72,60.2,19.88,90.94,93.21,91.32,86.61,46.03,65.43,66.84
4614,2016-17,Jimmy Butler,27,CHI,2809,Star,Shot Creator,Wing Stopper,0.46,0.05,5.07,60.45,44.5,2.13,1.37,0.79,0.46,45.88,85.25,69.54,77.53,31.38,84.93,97.71,95.41,92.04,87.67,78.58,60.32,49.07
4615,2017-18,Bojan Bogdanovic,28,IND,2464,Starter,Off Screen Shooter,Wing Stopper,0.49,0.68,3.71,61.75,42.35,0.41,0.77,0.98,1.42,44.2,86.1,87.04,58.6,38.81,64.27,86.14,91.35,93.72,97.46,73.77,61.32,52.28
4616,2018-19,Bojan Bogdanovic,29,IND,2573,Starter,Off Screen Shooter,Low Activity,1.47,1.67,5.05,64,40.09,-0.22,0.47,0.78,0.39,40,96.78,98.17,77.22,55.76,41.87,68.26,87.37,91.86,86.29,59.2,64.2,62.65
4617,2023-24,Bojan Bogdanovic,34,DET/NYK,1478,Rotation,Off Screen Shooter,Low Activity,0.62,1.13,2.83,62.12,45.47,0.1,0.78,0.26,0.83,46.58,88.71,94.22,44.82,41.33,90.24,79.4,91.42,81.4,92.84,80.58,59.29,45.76
4618,2019-20,Bojan Bogdanovic,30,UTA,2083,Starter,Shot Creator,Low Activity,0.01,-0.08,4.05,61.88,37.61,0.57,0.85,0.52,0.64,36.45,62.52,64.39,63.96,39.61,22.49,88.34,91.94,87.54,90.46,49.24,61.3,52.22
4619,2020-21,Bojan Bogdanovic,31,UTA,2216,Starter,Movement Shooter,Helper,-0.07,-0.19,3.61,58.39,43.13,-0.26,-0.1,-0.58,-0.46,43.38,49.3,58.9,57.06,22.75,71.86,66.4,73.19,7.79,52.28,71.03,56.42,37.32
4620,2021-22,Bojan Bogdanovic,32,UTA,2131,Starter,Off Screen Shooter,Low Activity,0.74,0.97,3.48,66.58,41.8,-0.04,0.24,0.67,0.11,41.45,90.49,92.06,54.87,76.86,59.36,74.95,83.18,90.21,79.24,64.87,67,72.94
4621,2015-16,Bojan Bogdanovic,26,BRK,2115,Starter,Shot Creator,Wing Stopper,-0.25,-0.48,3.82,59.11,34.62,-0.14,-0.13,-0.31,-0.15,30.47,28.13,42.39,60.35,25.31,15.04,71.21,72,22.49,69.89,35.63,58.69,43.92
4622,2016-17,Bojan Bogdanovic,27,BRK/WAS,2083,Starter,Off Screen Shooter,Helper,0.22,0.13,4.69,59.61,41.37,-0.49,0.09,0.59,0.16,41.67,77.57,72.26,72.99,27.43,54.63,50.3,79.43,88.75,80.63,65.31,59.19,45.47
4623,2022-23,Bojan Bogdanovic,33,DET,1893,Starter,Shot Creator,Helper,0.76,1.04,3.16,66.28,49.66,1.31,1.43,1.01,1.02,51.98,90.84,93.09,49.86,73.94,98.81,94.52,95.62,94,94.75,92.45,66.06,68.75
4624,2016-17,Justin Harper,27,PHI,31,Too Few Games,Low Minute,Helper,-0.11,-1.12,3.52,60.07,41.09,-1.25,-1.58,,,0,43.57,15.01,55.49,29.46,51.9,3.4,0.81,,,0,33.33,19.23
4625,2015-16,Justin Harper,26,DET,35,Too Few Games,Low Minute,Mobile Big,,,0,60.33,39.77,-1.34,-0.77,,-0.51,0,,,0,30.59,37.66,0.27,17.92,,48.96,0,0,0
4626,2015-16,Kyle Singler,27,OKC,977,Rotation,Stationary Shooter,Helper,-0.38,-0.95,2.32,57.52,39.56,-0.58,-0.94,-0.27,-1.47,39.02,18.48,20.52,36.83,20.33,35.55,41.91,7.7,25.93,6.55,56.8,54.1,32.03
4627,2016-17,Kyle Singler,28,OKC,385,Rotation,Stationary Shooter,Wing Stopper,0.09,0.14,3.19,63.79,39.93,-0.7,-0.79,-0.2,-0.88,25,70.5,72.59,50.37,54.24,39.99,30.18,16.15,32.98,25.3,28.3,69.7,80.97
4628,2017-18,Kyle Singler,29,OKC,59,Garbage Time,Low Minute,Helper,-0.01,-0.36,4.41,61.42,39.15,-0.25,-0.24,-0.03,-0.46,28.57,59.23,49.34,69.15,36.82,31.8,66.76,66.2,57.68,52.28,32.48,42.86,21.66
4629,2017-18,Shelvin Mack,27,ORL,1365,Key Rotation,Primary Ball Handler,Point of Attack,0,0,3.37,64.67,35.13,0.24,-0.24,-0.22,-1.05,30.48,60.92,67.59,52.9,61.26,15.6,82.84,66.2,30.75,17.32,35.66,65.57,67.4
4630,2015-16,Shelvin Mack,25,ATL/UTA,1058,Starter,Primary Ball Handler,Point of Attack,-0.16,-0.39,3.92,62.58,42.65,2.5,0.52,0.77,-0.3,44.96,37.39,47.65,62.11,44.51,67.66,98.39,88.12,91.68,62.25,76.05,64.15,62.55
4631,2016-17,Shelvin Mack,26,UTA,1205,Key Rotation,Primary Ball Handler,Point of Attack,0.1,0.19,3.49,59.26,44.43,0.72,0.17,0.48,-0.31,47.66,71.26,74.1,55.04,25.7,84.53,89.88,81.5,86.63,61.74,83.43,57.94,41.85
4632,2018-19,Shelvin Mack,28,MEM/CHO,1247,Key Rotation,Primary Ball Handler,Point of Attack,-0.37,-0.76,3.69,59,37.68,-0.27,0.05,-0.1,-0.54,35,19.23,28.16,58.38,24.9,22.81,65.91,78.22,45.39,46.79,44.86,56.56,37.64
4633,2019-20,Chandler Parsons,31,ATL,54,Too Few Games,Low Minute,Helper,-0.08,-0.4,1.84,62.47,39.87,-1.22,-0.73,-0.1,-0.33,0,47.68,46.97,29.98,43.73,38.8,5.53,21.67,45.39,60.41,0,33.33,19.23
4634,2016-17,Chandler Parsons,28,MEM,675,Rotation,Movement Shooter,Low Activity,-0.48,-1.27,3.83,58.75,36.82,-1.03,-0.89,-0.83,-2.12,22.58,13.51,11.08,60.59,23.92,19.39,14.08,9.65,2.93,0.97,27.06,56.06,36.38
4635,2017-18,Chandler Parsons,29,MEM,691,Rotation,Secondary Ball Handler,Helper,0.14,0.29,2.19,64.7,40.05,-0.3,0.33,0.41,0.67,40.74,73.58,77.19,34.88,61.69,40.97,64.08,85.09,85.25,90.77,62.65,67.5,74.29
4636,2018-19,Chandler Parsons,30,MEM,496,Rotation,Secondary Ball Handler,Low Activity,0.01,-0.11,2.91,59.85,39.6,-0.5,-0.53,-0.06,-0.98,37.04,62.52,62.8,46.19,28.5,35.97,49.63,44.16,52.09,20.31,50.59,53.85,31.44
4637,2015-16,Chandler Parsons,27,DAL,1799,Starter,Movement Shooter,Wing Stopper,0.95,1,4.51,65.72,39.07,-0.4,0.42,0.6,0.75,38.3,92.96,92.62,70.57,69.52,30.89,57.57,86.61,89.04,91.97,54.19,67.62,74.75
4638,2015-16,Jon Leuer,26,PHO,1255,Rotation,Athletic Finisher,Helper,0.11,0.13,4.44,66.51,40.08,-0.31,-0.36,-0.05,-0.03,40.35,71.77,72.26,69.63,76.31,41.71,63.35,58.36,54.04,74.95,61.75,69.48,80.4
4639,2016-17,Jon Leuer,27,DET,1944,Key Rotation,Athletic Finisher,Helper,0.82,1.44,3.44,71.99,43.09,0.17,-0.37,0.06,0.1,44.38,91.59,96.85,54.22,96.7,71.51,81.4,57.63,70.98,79.08,74.17,76.57,93.9
4640,2017-18,Jon Leuer,28,DET,136,Too Few Games,Athletic Finisher,Mobile Big,-0.05,-0.4,3.91,63.77,40.05,-0.22,-0.74,-0.14,-0.38,41.67,52.47,46.97,61.94,53.98,40.97,68.26,20.65,40.11,57.33,65.31,66.67,70.21
4641,2018-19,Jon Leuer,29,DET,402,Garbage Time,Post Scorer,Anchor Big,0.26,0.85,4.82,72.73,39.77,-0.42,-0.61,-0.09,-0.19,38.24,79.14,90.25,74.63,97.58,37.66,56.11,35.32,46.96,67.95,54.04,86.54,97.57
4642,2016-17,Davis Bertans,24,SAS,807,Rotation,Movement Shooter,Helper,-0.32,-0.82,1.61,64.45,39.23,-0.73,-0.79,-0.25,-0.53,20,22.73,25.72,26.9,59.64,32.47,27.76,16.15,27.79,47.71,24.95,71.43,84.83
4643,2017-18,Davis Bertans,25,SAS,1086,Rotation,Movement Shooter,Helper,0.26,1.29,1.9,69.58,41.83,-0.27,-0.85,0.18,-1.14,48.39,79.14,95.89,30.77,91.77,59.54,65.91,11.68,78.32,14.23,85.06,78.18,95.14
