RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Points Over Expectation / 75,Stable eFG%,Overall Shot Making Efficiency,Overall Shot Making,Self-Created Shot Making Efficiency,Overall Shot Creation,Role Adjusted Stable eFG%,Points Over Expectation / 75_percentile,Stable eFG%_percentile,Overall Shot Making Efficiency_percentile,Overall Shot Making_percentile,Self-Created Shot Making Efficiency_percentile,Overall Shot Creation_percentile,Role Adjusted Stable eFG%_percentile
2487,2021-22,Lamar Stevens,24,CLE,1015,Rotation,Athletic Finisher,Wing Stopper,-1.3,52.21,-0.46,-0.15,-0.09,-0.06,0.53,10.74,47.81,49.37,42.8,72.26,66.76,54.54
2488,2022-23,Lamar Stevens,25,CLE,1120,Rotation,Stationary Shooter,Wing Stopper,-1.32,52.01,-1.53,-0.61,-1.75,-0.76,0.52,10.44,45.41,6.82,9.48,3.46,37.33,45.51
2489,2020-21,Jay Scrubb,20,LAC,84,Too Few Games,Low Minute,Helper,0,52.06,-0.6,-0.18,-0.78,-0.13,0.47,36.38,45.89,40.56,39.83,32.67,64.36,9.63
2490,2021-22,Jay Scrubb,21,LAC,121,Garbage Time,Secondary Ball Handler,Chaser,0,51.59,-0.33,-0.04,0.19,-0.26,0.48,36.38,40.17,57.16,57.66,81.22,59.14,14.92
2491,2022-23,Jay Scrubb,22,ORL,30,Too Few Games,Low Minute,Chaser,0,56.07,-0.22,0.09,-0.39,-0.57,0.51,36.38,85.68,62.52,73,56.77,46.55,36.69
2492,2023-24,Nate Hinton,24,HOU,75,Garbage Time,Low Minute,Chaser,0,55.09,-0.42,-0.02,-0.19,0.15,0.47,36.38,78.77,52.09,61.09,67.95,73.14,9.63
2493,2021-22,Nate Hinton,22,IND,2,Too Few Games,Low Minute,Wing Stopper,0,52.73,-0.27,0,-0.48,-0.69,0.48,36.38,53.85,60.33,65.14,51.33,40.93,14.92
2494,2020-21,Nate Hinton,21,DAL,93,Garbage Time,Low Minute,Chaser,0,51.59,-0.87,-0.11,-1.02,0.47,0.47,36.38,40.17,26.3,47.64,20.54,80.91,9.63
2495,2024-25,Nick Richards,27,CHO/PHO,1256,Key Rotation,Roll + Cut Big,Anchor Big,0.66,57.26,-0.54,-0.24,0.4,-0.98,0.6,86.94,91.38,44.11,33.53,85.58,26.17,93.84
2496,2025-26,Nick Richards,28,PHO/CHI,701,Garbage Time,Roll + Cut Big,Mobile Big,0,53.72,-0.99,-0.37,-1.2,-0.94,0.58,36.38,65.03,21.08,22.39,13.59,28.51,88.94
2497,2020-21,Nick Richards,23,CHO,63,Garbage Time,Low Minute,Helper,0,53.58,-0.54,-0.04,-0.66,-1.34,0.49,36.38,63.7,44.11,57.66,39.94,9.24,21.64
2498,2021-22,Nick Richards,24,CHO,367,Garbage Time,Athletic Finisher,Mobile Big,0,57.34,-0.34,-0.06,-0.13,-1.28,0.64,36.38,91.64,56.63,54.53,70.61,11.84,98.09
2499,2022-23,Nick Richards,25,CHO,1218,Rotation,Roll + Cut Big,Anchor Big,0.92,60.01,-0.32,-0.15,-0.8,-0.67,0.63,90.47,97.21,57.76,42.8,31.46,41.88,97.24
2500,2023-24,Nick Richards,26,CHO,1759,Key Rotation,Roll + Cut Big,Mobile Big,1.21,64.34,0.37,0.17,0.44,-0.82,0.67,93.42,99.62,82,76.47,86.47,34.33,99.31
2501,2021-22,Omer Yurtseven,23,MIA,706,Garbage Time,Roll + Cut Big,Anchor Big,-2.13,52.91,-1.56,-0.51,-0.98,-0.95,0.57,3.44,56.08,6.21,13.88,22.07,27.92,84.8
2502,2022-23,Omer Yurtseven,24,MIA,83,Garbage Time,Low Minute,Anchor Big,0,56.2,-0.29,0.01,-0.65,-1.13,0.52,36.38,86.36,59.27,66.93,40.58,18.68,45.51
2503,2023-24,Omer Yurtseven,25,UTA,545,Rotation,Roll + Cut Big,Anchor Big,-1.01,55.08,-0.75,-0.24,-0.15,-1.08,0.58,15.75,78.71,32.56,33.53,69.69,21.11,88.94
2504,2020-21,Markus Howard,21,DEN,205,Garbage Time,Secondary Ball Handler,Point of Attack,0,51.25,-0.8,-0.15,-0.72,0.28,0.47,36.38,36.63,29.79,42.8,36.25,76.86,9.63
2505,2021-22,Markus Howard,22,DEN,176,Garbage Time,Off Screen Shooter,Low Activity,0,52.82,0,0.03,-1.2,0.43,0.48,36.38,55.08,71.81,69.07,13.59,80.27,14.92
2506,2020-21,Karim Mane,20,ORL,88,Garbage Time,Low Minute,Helper,0,52.29,-0.5,-0.06,-0.71,0,0.47,36.38,48.68,47.09,54.53,36.82,68.82,9.63
2507,2020-21,Xavier Tillman,22,MEM,1085,Rotation,Roll + Cut Big,Mobile Big,-0.57,57.36,-0.3,-0.12,-0.18,-1.36,0.58,23.46,91.7,58.74,46.53,68.37,8.69,88.94
2508,2021-22,Xavier Tillman,23,MEM,701,Rotation,Roll + Cut Big,Mobile Big,-2.03,50.2,-1.91,-0.64,-0.81,-0.8,0.53,3.92,26.02,2.18,8.66,30.82,35.22,54.54
2509,2022-23,Xavier Tillman,24,MEM,1180,Key Rotation,Roll + Cut Big,Mobile Big,-0.34,59.35,-0.15,-0.07,-0.91,-0.67,0.63,28.43,96.43,65.8,52.99,25.52,41.88,97.24
2510,2023-24,Xavier Tillman,25,MEM/BOS,974,Rotation,Roll + Cut Big,Mobile Big,-1.97,50.25,-2.06,-0.85,-1.06,-1.04,0.53,4.31,26.62,1.34,3.93,18.92,22.9,54.54
2511,2024-25,Xavier Tillman,26,BOS,231,Garbage Time,Versatile Big,Mobile Big,0,48.67,-1.77,-0.33,-0.76,-1.13,0.46,36.38,12.96,3.47,25.2,33.98,18.68,5.44
2512,2025-26,Xavier Tillman,27,BOS/CHO,180,Garbage Time,Stretch Big,Mobile Big,0,53.41,-0.82,-0.14,-0.14,-0.89,0.57,36.38,61.82,28.75,44.08,70.12,30.76,84.8
2513,2022-23,Jared Butler,22,OKC,77,Too Few Games,Low Minute,Point of Attack,1.79,55.4,-0.13,0.1,-0.63,0.36,0.5,97.01,81.14,66.57,73.58,41.76,78.58,28.87
2514,2024-25,Jared Butler,24,WAS/PHI,1044,Rotation,Primary Ball Handler,Point of Attack,-0.95,52.2,0.22,0.17,-0.05,1.11,0.52,16.6,47.68,78.31,76.47,73.73,92.11,45.51
2515,2021-22,Jared Butler,21,UTA,360,Garbage Time,Shot Creator,Point of Attack,0,51.54,-0.2,-0.02,0.05,0.84,0.52,36.38,39.67,63.46,61.09,76.98,88.04,45.51
2516,2023-24,Jared Butler,23,WAS,566,Rotation,Shot Creator,Point of Attack,-0.4,54.86,-0.13,-0.02,0.08,0.71,0.54,27.14,76.63,66.57,61.09,78.03,85.52,63.82
2517,2020-21,Cassius Winston,22,WAS,98,Garbage Time,Low Minute,Point of Attack,0,54.08,-0.25,-0.02,-0.63,-0.01,0.47,36.38,69.04,61.14,61.09,41.76,68.39,9.63
2518,2021-22,Cassius Winston,23,WAS,39,Too Few Games,Low Minute,Point of Attack,0,52.59,-0.26,-0.01,-0.57,-0.21,0.48,36.38,52.16,60.7,63.22,45.52,61.14,14.92
2519,2020-21,Desmond Bane,22,MEM,1519,Key Rotation,Movement Shooter,Chaser,0.31,57.33,0.76,0.46,0.18,-0.83,0.56,80.49,91.58,89.79,84.99,80.91,33.75,79.24
2520,2021-22,Desmond Bane,23,MEM,2266,Starter,Off Screen Shooter,Wing Stopper,1.29,55.97,1.17,1.33,0.29,0.01,0.55,94.07,85.03,94.76,95.08,83.41,69.09,72.35
2521,2022-23,Desmond Bane,24,MEM,1842,Star,Primary Ball Handler,Chaser,0.49,56.46,1.28,1.64,1.06,0.67,0.55,84.11,87.68,95.61,96.7,95.16,84.93,72.35
2522,2023-24,Desmond Bane,25,MEM,1443,Star,Primary Ball Handler,Helper,-0.17,55.18,0.96,1.57,1.17,1.13,0.55,32.49,79.36,92.57,96.36,96.14,92.38,72.35
2523,2024-25,Desmond Bane,26,MEM,2205,Star,Primary Ball Handler,Chaser,0.5,56.09,0.73,0.97,0.44,0.87,0.55,84.32,85.8,89.27,92.68,86.47,88.64,72.35
2524,2025-26,Desmond Bane,27,ORL,2721,Starter,Primary Ball Handler,Chaser,0,55.27,0.97,1.19,0.7,0.7,0.55,36.38,80.19,92.65,94.28,91.23,85.34,72.35
2525,2020-21,Robert Woodard II,21,SAC,45,Garbage Time,Low Minute,Helper,0,52.92,-0.71,-0.06,-0.59,0.05,0.48,36.38,56.33,34.86,54.53,44.42,70.36,14.92
2526,2021-22,Robert Woodard II,22,SAC,42,Garbage Time,Low Minute,Helper,0,50.14,-0.86,-0.08,-1.02,-0.34,0.46,36.38,25.41,26.79,51.55,20.54,56.24,5.44
2527,2020-21,Skylar Mays,23,ATL,269,Garbage Time,Movement Shooter,Point of Attack,0,53.34,-0.34,-0.07,-0.3,-0.04,0.53,36.38,61.13,56.63,52.99,62.08,67.52,54.54
2528,2021-22,Skylar Mays,24,ATL,220,Garbage Time,Stationary Shooter,Point of Attack,1.01,53.81,-0.33,-0.05,-0.55,-0.35,0.5,91.34,66.22,57.16,56.06,46.81,55.87,28.87
2529,2023-24,Skylar Mays,26,POR/LAL,433,Rotation,Secondary Ball Handler,Low Activity,-0.73,50.33,-0.93,-0.28,-0.89,0.79,0.52,20.33,27.36,23.58,29.72,26.71,87.1,45.51
2530,2022-23,Skylar Mays,25,POR,189,Too Few Games,Primary Ball Handler,Point of Attack,0.84,55.99,0.27,0.64,-0.02,0.53,0.51,89.34,85.19,79.52,88.11,74.78,82.1,36.69
2531,2020-21,Josh Hall,20,OKC,336,Rotation,Stationary Shooter,Low Activity,-5.15,46.66,-1.52,-0.61,-0.77,0.07,0.49,0.04,3.89,6.98,9.48,33.37,70.84,21.64
2532,2021-22,Mason Jones,23,LAL,51,Too Few Games,Low Minute,Helper,0,52.78,-0.36,-0.07,-0.06,-0.21,0.49,36.38,54.55,55.32,52.99,73.31,61.14,21.64
2533,2020-21,Mason Jones,22,HOU/PHI,334,Rotation,Secondary Ball Handler,Chaser,-0.56,53.24,-0.33,-0.07,-0.46,0.02,0.51,23.63,60.12,57.16,52.99,52.53,69.45,36.69
2534,2023-24,Mason Jones,25,SAC,28,Too Few Games,Low Minute,Chaser,0,54.3,-0.77,-0.05,-1.16,-0.61,0.46,36.38,71.06,31.61,56.06,14.92,44.73,5.44
2535,2024-25,Mason Jones,26,SAC,45,Garbage Time,Low Minute,Chaser,0,53.9,-0.59,-0.04,-0.24,-0.27,0.5,36.38,67.27,41.31,57.66,65.32,58.78,28.87
2536,2020-21,Jalen Harris,22,TOR,172,Garbage Time,Secondary Ball Handler,Chaser,2.84,56.12,0.54,0.34,-0.01,-0.05,0.49,99.29,85.93,85.91,82,75.09,67.08,21.64
2537,2021-22,Jalen Green,19,HOU,2138,Starter,Secondary Ball Handler,Chaser,0.17,51.16,-0.64,-0.49,-0.95,0.6,0.51,77.82,35.63,38.31,14.95,23.4,83.62,36.69
2538,2022-23,Jalen Green,20,HOU,2602,Starter,Primary Ball Handler,Chaser,-0.54,49.33,-0.54,-0.34,-0.65,1.4,0.49,24.09,18.18,44.11,24.5,40.58,95.29,21.64
2539,2023-24,Jalen Green,21,HOU,2602,Starter,Primary Ball Handler,Low Activity,-0.78,50.47,-0.7,-0.42,-0.53,1.33,0.51,19.52,28.52,35.47,19.17,47.97,94.52,36.69
2540,2024-25,Jalen Green,22,HOU,2697,Starter,Shot Creator,Chaser,-0.14,50.87,-0.32,-0.08,-0.69,1.56,0.51,32.97,32.51,57.76,51.55,38.13,96.51,36.69
2541,2025-26,Jalen Green,23,PHO,828,Key Rotation,Shot Creator,Chaser,0,50.73,-0.58,-0.33,-0.5,1.86,0.5,36.38,31.22,41.92,25.2,49.91,98.49,28.87
2542,2021-22,Isaiah Todd,20,WAS,74,Garbage Time,Low Minute,Helper,0,50.82,-0.81,-0.13,-0.56,-1.39,0.47,36.38,32.08,29.4,45.25,46.23,7.91,9.63
2543,2022-23,Isaiah Todd,21,WAS,61,Too Few Games,Low Minute,Helper,-5.37,51.73,-1.11,-0.26,-0.99,-1.13,0.48,0.01,41.95,16.89,31.71,21.62,18.68,14.92
2544,2021-22,Daishen Nix,19,HOU,261,Garbage Time,Secondary Ball Handler,Point of Attack,-1.07,51.08,-0.67,-0.17,-0.65,0.14,0.5,14.37,34.72,36.95,40.8,40.58,72.78,28.87
2545,2022-23,Daishen Nix,20,HOU,914,Garbage Time,Primary Ball Handler,Point of Attack,-2.06,48.18,-1.97,-0.74,-1.35,-0.31,0.48,3.73,9.83,1.75,5.99,9.56,57.47,14.92
2546,2023-24,Daishen Nix,21,MIN,50,Garbage Time,Low Minute,Chaser,0,54.45,-0.73,-0.05,-0.78,-0.64,0.46,36.38,72.6,33.67,56.06,32.67,43.52,5.44
2547,2024-25,Daishen Nix,22,MIN,13,Too Few Games,Low Minute,Chaser,0,53.72,-0.51,-0.02,,-1.28,0.49,36.38,65.03,46.16,61.09,,11.84,21.64
2548,2021-22,Jonathan Kuminga,19,GSW,1185,Rotation,Movement Shooter,Wing Stopper,0.49,55.63,-0.63,-0.26,-0.48,-0.28,0.57,84.11,82.91,38.75,31.71,51.33,58.44,84.8
2549,2022-23,Jonathan Kuminga,20,GSW,1394,Key Rotation,Athletic Finisher,Wing Stopper,-0.64,57.12,-0.67,-0.33,-1.41,-0.27,0.56,22.05,90.83,36.95,25.2,8.34,58.78,79.24
2550,2023-24,Jonathan Kuminga,21,GSW,1950,Key Rotation,Shot Creator,Wing Stopper,-0.63,55.8,-0.86,-0.5,-0.64,0.38,0.56,22.2,83.93,26.79,14.44,41.08,79.14,79.24
2551,2024-25,Jonathan Kuminga,22,GSW,1144,Key Rotation,Shot Creator,Wing Stopper,-1.69,50.62,-0.77,-0.46,-0.59,0.55,0.51,6.41,30.05,31.61,16.55,44.42,82.63,36.69
2552,2025-26,Jonathan Kuminga,23,GSW/ATL,807,Key Rotation,Shot Creator,Helper,0,52.76,-0.98,-0.56,-1.08,0.29,0.53,36.38,54.36,21.5,11.55,18.18,77.19,54.54
2553,2020-21,Naji Marshall,23,NOP,700,Key Rotation,Stationary Shooter,Wing Stopper,-0.96,49.93,-1.12,-0.55,-2.09,-0.27,0.5,16.53,23.24,16.42,11.99,1.4,58.78,28.87
2554,2021-22,Naji Marshall,24,NOP,735,Rotation,Stationary Shooter,Helper,-2.86,48.01,-1.91,-0.7,-0.65,-0.25,0.51,1.17,8.78,2.18,7.06,40.58,59.6,36.69
2555,2022-23,Naji Marshall,25,NOP,1792,Key Rotation,Stationary Shooter,Wing Stopper,-0.97,50.55,-1.15,-0.6,-0.86,-0.07,0.51,16.41,29.52,15.43,9.78,28.14,66.54,36.69
2556,2023-24,Naji Marshall,26,NOP,1257,Rotation,Stationary Shooter,Helper,0.28,54.49,-0.1,-0.05,-0.36,-0.23,0.54,79.91,72.96,67.98,56.06,58.67,60.39,63.82
2557,2024-25,Naji Marshall,27,DAL,1919,Key Rotation,Stationary Shooter,Helper,-0.12,54.83,0.29,0.33,1.35,0.5,0.56,33.42,76.25,80.06,81.71,97.19,81.46,79.24
2558,2025-26,Naji Marshall,28,DAL,2184,Starter,Shot Creator,Wing Stopper,0,54.85,0.28,0.35,0.92,0.56,0.56,36.38,76.46,79.82,82.26,93.99,82.85,79.24
2559,2020-21,KJ Martin,20,HOU,1068,Key Rotation,Stretch Big,Low Activity,-0.18,55.52,-0.93,-0.47,-0.91,-0.74,0.56,32.35,82.1,23.58,16.04,25.52,38.4,79.24
2560,2021-22,KJ Martin,21,HOU,1656,Key Rotation,Stationary Shooter,Low Activity,-0.08,57.44,-0.7,-0.31,-0.46,-0.96,0.58,34.48,92.02,35.47,27,52.53,27.32,88.94
2561,2022-23,KJ Martin,22,HOU,2292,Key Rotation,Stationary Shooter,Low Activity,0.22,60.26,-0.73,-0.41,-0.6,-1.14,0.61,78.76,97.5,33.67,19.85,43.71,18.29,95.26
2562,2023-24,KJ Martin,23,LAC/PHI,747,Rotation,Athletic Finisher,Helper,-1.06,55.39,-0.98,-0.33,-0.92,-0.97,0.56,14.65,81.06,21.5,25.2,25.02,26.81,79.24
2563,2024-25,KJ Martin,24,PHI/UTA,912,Rotation,Stationary Shooter,Helper,0.5,56.53,-1.05,-0.45,-0.52,-1.44,0.58,84.32,88.07,18.9,17.13,48.66,6.43,88.94
2564,2020-21,Nathan Knight,23,ATL,279,Garbage Time,Stretch Big,Helper,0,49.23,-1.82,-0.44,-1.6,-0.35,0.52,36.38,17.27,2.84,17.86,5.17,55.87,45.51
2565,2021-22,Nathan Knight,24,MIN,267,Garbage Time,Roll + Cut Big,Mobile Big,0,53.13,-0.79,-0.15,-1.12,-0.43,0.57,36.38,58.71,30.38,42.8,16.26,52.72,84.8
2566,2022-23,Nathan Knight,25,MIN,291,Garbage Time,Athletic Finisher,Helper,0,56.99,-0.17,-0.04,-0.43,-0.32,0.56,36.38,90.14,64.95,57.66,54.26,57.09,79.24
2567,2020-21,Ty-Shon Alexander,22,PHO,47,Garbage Time,Low Minute,Chaser,0,52.79,-0.75,-0.05,-0.52,-0.75,0.46,36.38,54.72,32.56,56.06,48.66,37.94,5.44
2568,2022-23,Trent Forrest,24,ATL,277,Garbage Time,Slasher,Point of Attack,-2.01,51.84,-0.65,-0.16,-0.83,0.75,0.5,4.02,43.37,37.85,41.78,29.65,86.37,28.87
2569,2023-24,Trent Forrest,25,ATL,414,Garbage Time,Slasher,Point of Attack,-1.98,49.88,-1.59,-0.42,-1.53,0.73,0.49,4.22,22.91,5.67,19.17,6.27,86.03,21.64
2570,2020-21,Trent Forrest,22,UTA,302,Garbage Time,Secondary Ball Handler,Point of Attack,0.12,52.55,-0.72,-0.17,0.04,0.22,0.51,76.82,51.74,34.13,40.8,76.81,75.21,36.69
2571,2021-22,Trent Forrest,23,UTA,765,Garbage Time,Slasher,Point of Attack,-0.59,51.95,-0.03,0.01,0.6,0.57,0.52,22.94,44.6,70.65,66.93,89.63,83.07,45.51
2572,2022-23,Anthony Lamb,25,GSW,1195,Rotation,Stationary Shooter,Helper,-0.25,57.33,-0.03,-0.02,-0.35,-1.29,0.55,30.63,91.58,70.65,61.09,59.27,11.42,72.35
2573,2020-21,Anthony Lamb,23,HOU,415,Rotation,Movement Shooter,Helper,-0.44,52,-1.18,-0.48,-1.2,-0.95,0.52,26.42,45.22,14.72,15.52,13.59,27.92,45.51
2574,2021-22,Anthony Lamb,24,SAS,8,Too Few Games,Low Minute,Helper,0,52.46,-0.34,-0.02,,-1.25,0.47,36.38,50.66,56.63,61.09,,13.03,9.63
2575,2020-21,Malik Fitts,23,LAC,11,Too Few Games,Low Minute,Chaser,0,53.94,-0.39,0,,-1.33,0.47,36.38,67.65,53.66,65.14,,9.75,9.63
2576,2021-22,Malik Fitts,24,UTA/BOS,63,Too Few Games,Low Minute,Helper,0,53.2,-0.1,0.01,-0.67,-0.93,0.48,36.38,59.6,67.98,66.93,39.39,29.04,14.92
2577,2022-23,Saben Lee,23,PHI/PHO,374,Rotation,Slasher,Point of Attack,-1.26,51.17,-1.21,-0.44,-1.4,0.58,0.51,11.34,35.72,13.54,17.86,8.6,83.24,36.69
2578,2023-24,Saben Lee,24,PHO,185,Garbage Time,Slasher,Point of Attack,0,51.28,-1.78,-0.36,-1.58,-0.07,0.47,36.38,36.95,3.33,23.1,5.43,66.54,9.63
2579,2020-21,Saben Lee,21,DET,781,Rotation,Slasher,Point of Attack,-0.84,51.42,-0.64,-0.23,-1.2,0.77,0.49,18.34,38.31,38.31,34.42,13.59,86.7,21.64
2580,2021-22,Saben Lee,22,DET,604,Rotation,Primary Ball Handler,Point of Attack,-2.42,48.19,-1.82,-0.73,-1.31,0.14,0.48,2.02,9.91,2.84,6.19,10.58,72.78,14.92
2581,2021-22,Sam Merrill,25,MEM,58,Too Few Games,Low Minute,Chaser,-0.74,52.44,-0.49,-0.1,-0.38,-1.03,0.46,20.17,50.47,47.94,49.29,57.44,23.56,5.44
2582,2020-21,Sam Merrill,24,MIL,233,Garbage Time,Movement Shooter,Chaser,0,55.36,0.08,0.04,0.09,-0.72,0.49,36.38,80.85,74.38,70.06,78.39,39.57,21.64
2583,2022-23,Sam Merrill,26,CLE,59,Too Few Games,Low Minute,Chaser,0,54.72,-0.6,-0.08,-0.48,-1.73,0.48,36.38,75.3,40.56,51.55,51.33,1.21,14.92
2584,2023-24,Sam Merrill,27,CLE,1069,Rotation,Off Screen Shooter,Low Activity,2.05,57.28,0.76,0.38,-1.37,-1.69,0.58,97.9,91.42,89.79,83.21,9.17,1.58,88.94
2585,2024-25,Sam Merrill,28,CLE,1401,Key Rotation,Movement Shooter,Chaser,0.15,55.87,-0.45,-0.2,-0.73,-1.9,0.56,77.32,84.5,50.07,37.41,35.68,0.2,79.24
2586,2025-26,Sam Merrill,29,CLE,1377,Key Rotation,Movement Shooter,Chaser,0,60.29,1.23,0.98,0.17,-1.3,0.6,36.38,97.53,95.2,92.72,80.55,10.91,93.84
2587,2021-22,Trevelin Queen,24,HOU,74,Garbage Time,Low Minute,Chaser,0,53.89,-0.12,0.01,0.11,-0.5,0.48,36.38,67.1,67.06,66.93,79.01,49.66,14.92
2588,2023-24,Trevelin Queen,26,ORL,165,Garbage Time,Movement Shooter,Chaser,0,52.67,-1.34,-0.33,-1.3,-0.38,0.47,36.38,53.13,10.43,25.2,10.84,54.87,9.63
2589,2024-25,Trevelin Queen,27,ORL,430,Rotation,Movement Shooter,Chaser,-1.75,50.36,-1.2,-0.42,-0.94,-0.01,0.5,5.87,27.66,13.85,19.17,24,68.39,28.87
2590,2022-23,Trevelin Queen,25,IND,70,Too Few Games,Low Minute,Chaser,0,51.42,-1.13,-0.26,-1.2,0.08,0.48,36.38,38.31,16.13,31.71,13.59,71.08,14.92
2591,2021-22,Ayo Dosunmu,22,CHI,2110,Key Rotation,Primary Ball Handler,Point of Attack,-0.2,57.04,0.24,0.2,0.55,-0.49,0.57,31.87,90.46,78.9,77.93,88.66,50.12,84.8
2592,2022-23,Ayo Dosunmu,23,CHI,2098,Key Rotation,Primary Ball Handler,Point of Attack,-0.83,54.61,-1.09,-0.58,-0.22,-0.29,0.55,18.51,74.09,17.47,10.6,66.28,57.98,72.35
2593,2023-24,Ayo Dosunmu,24,CHI,2212,Starter,Primary Ball Handler,Point of Attack,0.17,57.64,-0.11,0.03,0.27,-0.13,0.57,77.82,92.49,67.51,69.07,82.98,64.36,84.8
2594,2024-25,Ayo Dosunmu,25,CHI,1394,Starter,Primary Ball Handler,Point of Attack,0.04,55.49,-0.75,-0.44,-0.52,-0.28,0.56,75.1,81.78,32.56,17.86,48.66,58.44,79.24
2595,2025-26,Ayo Dosunmu,26,CHI/MIN,1855,Key Rotation,Primary Ball Handler,Point of Attack,0,58.9,0.25,0.31,-0.32,0.19,0.56,36.38,95.68,79.11,81.25,61.08,74.4,79.24
2596,2022-23,Vit Krejci,22,ATL,165,Garbage Time,Movement Shooter,Helper,0,53.76,-0.87,-0.13,-0.66,-0.69,0.49,36.38,65.63,26.3,45.25,39.94,40.93,21.64
2597,2023-24,Vit Krejci,23,ATL,541,Key Rotation,Movement Shooter,Wing Stopper,1.41,57.62,0.11,0.19,-0.52,-1.04,0.57,94.91,92.45,75.28,77.53,48.66,22.9,84.8
2598,2024-25,Vit Krejci,24,ATL,1153,Rotation,Movement Shooter,Chaser,0.96,60.66,1.05,0.47,0.4,-1.18,0.59,90.9,97.96,93.45,85.18,85.58,16.52,91.91
2599,2025-26,Vit Krejci,25,ATL/POR,1387,Key Rotation,Movement Shooter,Chaser,0,58.22,0.88,0.49,0,-1.35,0.56,36.38,94.22,91.51,85.51,75.4,8.97,79.24
2600,2021-22,Vit Krejci,21,OKC,690,Key Rotation,Movement Shooter,Chaser,-0.53,51.75,-1.04,-0.5,-0.62,-0.88,0.52,24.34,42.3,19.16,14.44,42.3,31.41,45.51
2601,2021-22,Marko Simonovic,22,CHI,35,Garbage Time,Low Minute,Mobile Big,0,51.34,-0.75,-0.07,-0.77,-0.57,0.47,36.38,37.54,32.56,52.99,33.37,46.55,9.63
2602,2022-23,Marko Simonovic,23,CHI,20,Too Few Games,Low Minute,Mobile Big,0,54.33,-0.6,-0.03,,-1.56,0.49,36.38,71.35,40.56,59.2,,3.56,21.64
2603,2020-21,Sean McDermott,24,MEM,158,Garbage Time,Movement Shooter,Chaser,-0.59,52.98,-0.84,-0.17,-0.21,-1.38,0.47,22.94,56.93,27.82,40.8,66.9,8.06,9.63
2604,2020-21,Jae'Sean Tate,25,HOU,2043,Key Rotation,Stationary Shooter,Helper,-0.84,55.04,-0.34,-0.15,0,-0.31,0.56,18.34,78.34,56.63,42.8,75.4,57.47,79.24
2605,2021-22,Jae'Sean Tate,26,HOU,2056,Key Rotation,Athletic Finisher,Wing Stopper,-0.83,53.88,-0.5,-0.26,0.2,-0.06,0.54,18.51,67,47.09,31.71,81.36,66.76,63.82
2606,2022-23,Jae'Sean Tate,27,HOU,678,Key Rotation,Athletic Finisher,Wing Stopper,-1.92,52.76,-0.62,-0.26,0.13,0.44,0.53,4.66,54.36,39.45,31.71,79.63,80.45,54.54
2607,2023-24,Jae'Sean Tate,28,HOU,1031,Rotation,Stationary Shooter,Helper,-0.52,53.47,-0.74,-0.3,0.09,-0.47,0.53,24.51,62.56,33.07,28.02,78.39,50.94,54.54
2608,2024-25,Jae'Sean Tate,29,HOU,588,Rotation,Athletic Finisher,Helper,-0.14,53.44,-0.34,-0.12,-0.42,-0.01,0.54,32.97,62.07,56.63,46.53,55.05,68.39,63.82
2609,2025-26,Jae'Sean Tate,30,HOU,371,Garbage Time,Shot Creator,Helper,0,55.35,-0.08,-0.04,0.14,-0.11,0.55,36.38,80.72,68.87,57.66,79.88,65.09,72.35
2610,2021-22,Jon Teske,24,MEM,8,Too Few Games,Low Minute,Helper,0,52.73,-0.28,-0.01,,-1.2,0.48,36.38,53.85,59.61,63.22,,15.52,14.92
2611,2023-24,Jordan Ford,25,SAC,22,Too Few Games,Low Minute,Point of Attack,0,55.57,-0.46,0,-0.65,-0.18,0.48,36.38,82.56,49.37,65.14,40.58,62.37,14.92
2612,2020-21,Anthony Gill,28,WAS,218,Garbage Time,Stretch Big,Mobile Big,0,54.43,-0.54,-0.1,0.34,-1.2,0.5,36.38,72.39,44.11,49.29,84.53,15.52,28.87
2613,2021-22,Anthony Gill,29,WAS,463,Rotation,Athletic Finisher,Helper,1.48,56.71,0.33,0.11,-0.52,-0.75,0.55,95.42,88.86,81.03,74.14,48.66,37.94,72.35
2614,2022-23,Anthony Gill,30,WAS,625,Rotation,Athletic Finisher,Helper,-0.67,55.12,-0.98,-0.28,-0.39,-0.97,0.57,21.4,78.97,21.5,29.72,56.77,26.81,84.8
2615,2023-24,Anthony Gill,31,WAS,466,Garbage Time,Athletic Finisher,Helper,0,52.74,-1.18,-0.33,-0.73,-0.66,0.53,36.38,54.11,14.72,25.2,35.68,42.45,54.54
2616,2024-25,Anthony Gill,32,WAS,397,Garbage Time,Stationary Shooter,Helper,0,54.17,-0.45,-0.12,-0.44,-0.79,0.51,36.38,69.79,50.07,46.53,53.79,35.66,36.69
2617,2025-26,Anthony Gill,33,WAS,886,Rotation,Athletic Finisher,Anchor Big,0,61.18,0.44,0.15,0.43,-0.79,0.59,36.38,98.26,84.11,75.55,86.27,35.66,91.91
2618,2020-21,Will Magnay,22,NOP,3,Too Few Games,Low Minute,Point of Attack,0,53.72,-0.46,-0.01,,-1.13,0.47,36.38,65.03,49.37,63.22,,18.68,9.63
2619,2022-23,Facundo Campazzo,31,DAL,52,Too Few Games,Low Minute,Point of Attack,0,53.72,-0.77,-0.09,-0.9,-0.67,0.48,36.38,65.03,31.61,50.51,26.15,41.88,14.92
