RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,3PT Shooting Talent,3PT Shot Making,C&S 3PT Shot Making,3PT Pull Up Talent,3PT Pull Up Shot Making,3PT Pull Up Shot Creation,3PT Shot Creation,3PT Shot Making Efficiency,C&S 3PT Shot Making Efficiency,Stable FG3%,3PT Shooting Talent_percentile,3PT Shot Making_percentile,C&S 3PT Shot Making_percentile,3PT Pull Up Talent_percentile,3PT Pull Up Shot Making_percentile,3PT Pull Up Shot Creation_percentile,3PT Shot Creation_percentile,3PT Shot Making Efficiency_percentile,C&S 3PT Shot Making Efficiency_percentile,Stable FG3%_percentile,Stable C&S 3PT%,Stable ATB 3PT%,Stable Pull Up 3PT%,3PT Functional Versatility,Stable 3PTA Per 75,Off-Ball Gravity,Stable Corner 3PT%,3PT Attempt Rate,Stable C&S 3PT%_percentile,Stable ATB 3PT%_percentile,Stable Pull Up 3PT%_percentile,3PT Functional Versatility_percentile,Stable 3PTA Per 75_percentile,Off-Ball Gravity_percentile,Stable Corner 3PT%_percentile,3PT Attempt Rate_percentile
3725,2021-22,Rajon Rondo,35,LAL/CLE,698,Rotation,Primary Ball Handler,Chaser,-0.22,-0.05,0,-0.32,-0.23,-0.12,0.09,-0.29,0.14,35.06,61.1,47.71,73.1,65.35,16.13,74.78,77.09,52.7,75.43,33.91,0,34.62,32.32,-0.17,4.59,0.74,37.38,50,0,46.22,28.01,68.11,46.11,65.91,13.9,71.87
3726,2021-22,Kyle Lowry,35,MIA,2133,Star,Primary Ball Handler,Chaser,1.07,0.74,0.08,1.72,1.05,0.51,0.95,0.74,0.08,36.65,93.06,91.89,78.15,97.39,97.22,89.01,91.06,90.5,73.08,75.97,0,35.5,34.91,1.25,6.69,1.37,39.17,60.93,0,74.69,96.5,97.71,77.06,84.39,73.88,86.93
3727,2022-23,Kyle Lowry,36,MIA,1718,Star,Primary Ball Handler,Helper,-0.05,-0.28,-0.39,0.33,0.03,0.25,0.44,-0.51,-0.63,35.17,69.21,21.09,16.14,87.44,66.13,84.1,84.06,37.89,28.44,36.53,0,33.49,34.15,0.27,6.77,1.01,40.42,63.92,0,24.5,90.48,82.78,77.94,75.12,91.29,89.36
3728,2023-24,Kyle Lowry,37,MIA/PHI,1690,Key Rotation,Primary Ball Handler,Chaser,0.44,0.51,0.21,0.43,0.43,-0.4,0.07,0.61,0.35,38.12,84.26,88.23,83.28,89.2,92.3,66.13,76.57,88.19,81.74,92.29,0,36.75,35.05,0.76,5.57,1.16,40.08,66.31,0,92.18,97.15,92.67,61.27,79.5,88.08,91.15
3729,2024-25,Kyle Lowry,38,PHI,659,Rotation,Movement Shooter,Helper,-0.41,-0.15,-0.28,-0.17,0.04,-0.62,-0.32,-0.53,-0.66,35.19,50.07,33.57,25.93,73.51,68.81,57.57,64.29,36.53,26.83,37.08,0,34.47,32.92,0.08,5,0.53,38.6,75.21,0,42.56,48.16,76.25,52.85,57.11,48.03,96.08
3730,2025-26,Kyle Lowry,39,PHI,113,Garbage Time,Movement Shooter,Chaser,-0.29,-0.21,-0.31,-0.54,-0.02,-1.3,-0.64,-0.98,-1,34.13,57.35,26.79,22.51,44.94,49.41,19.59,47.82,16.59,14.13,13.13,36.88,34.09,32.89,-0.29,7.56,-0.64,38.13,100,88.82,34.68,42.63,63.29,85.93,2.74,35.13,99.32
3731,2015-16,Kyle Lowry,29,TOR,2851,Star,Shot Creator,Point of Attack,2.2,1.49,1.61,1.12,0,1.34,1.78,1.14,1.87,37.6,98.34,97.68,99.16,95.14,57.95,97.07,96.74,94.99,98.57,88.56,0,36.82,31.56,1.39,7.46,2.26,40.33,45.66,0,92.62,15.89,98.55,84.92,95.95,90.44,64.99
3732,2016-17,Kyle Lowry,30,TOR,2244,Star,Shot Creator,Point of Attack,3.34,2.56,0.79,4.81,3.31,1.51,2.19,1.9,0.98,39.45,99.63,99.58,95.1,99.81,99.83,97.76,98.35,98.88,92.61,97.56,0,39.5,37.35,1.64,7.95,2.1,37.31,50.98,0,99.48,99.86,99.47,88.96,94.85,12.89,74.53
3733,2017-18,Kyle Lowry,31,TOR,2510,Star,Primary Ball Handler,Point of Attack,2.63,1.76,0.89,2.83,1.52,1.09,1.51,1.42,1.04,38.8,99.17,98.51,95.96,98.97,98.69,95.34,95.23,97.08,93.34,95.6,0,37.58,36.25,1.35,8.71,2.13,41.45,63.14,0,96.27,99.32,98.38,93.26,95.07,96.3,88.79
3734,2018-19,Kyle Lowry,32,TOR,2213,Star,Primary Ball Handler,Chaser,0.35,-0.04,0.26,-0.09,-0.53,0.55,0.67,-0.16,0.27,35.13,82.36,49.8,84.81,76.3,4.89,89.71,87.78,62.75,79.58,35.75,0,34.26,31.65,0.49,7.35,1.2,38.89,61.3,0,38.28,16.63,88.05,84.02,80.62,56.89,87.38
3735,2019-20,Kyle Lowry,33,TOR,2098,Star,Primary Ball Handler,Chaser,0.76,0.16,-0.32,1.61,0.71,1.04,1.4,-0.04,-0.56,35.47,89.51,77.77,21.32,97.02,95.36,94.81,94.65,69.89,32.48,43.63,0,35.43,33.94,0.61,7.93,1.24,37.31,58.03,0,73.46,83.28,90.27,88.73,81.57,12.89,83.8
3736,2020-21,Kyle Lowry,34,TOR,1601,Star,Primary Ball Handler,Chaser,1.31,0.9,0.37,1.58,0.85,0.54,1.08,0.73,0.47,38.49,94.72,93.82,87.76,96.94,96.08,89.54,92.46,90.32,84.32,94.37,0,37.49,35.35,0.95,7.45,1.82,40.19,55.54,0,95.82,98.03,95.04,84.83,92.15,89.3,81.04
3737,2015-16,Jordan Farmar,29,MEM,291,Garbage Time,Primary Ball Handler,Point of Attack,0.4,-0.14,-0.34,0.77,0.13,0.83,1.6,-0.23,-0.43,35.09,83.43,34.55,19.47,92.89,80.94,93.02,95.79,57.62,39.84,34.65,0,35.38,31.55,0.73,5.84,0.69,37.32,45,0,72.58,15.79,92.05,64.97,63.61,13.12,63.73
3738,2016-17,Jordan Farmar,30,SAC,35,Too Few Games,Low Minute,Point of Attack,0.19,0.15,-0.08,-0.4,0.1,-0.83,-0.4,0.1,0.03,36.3,78.17,77.33,64.54,59.58,78.28,47.72,60.23,76.13,71.09,70.04,0,35.56,33.22,-0.27,8.2,0.29,38.57,75,0,75.63,66.07,64.24,90.57,46.21,46.23,95.85
3739,2016-17,Sergio Rodriguez,30,PHI,1517,Key Rotation,Primary Ball Handler,Point of Attack,0.37,-0.17,-0.19,0.84,-0.1,0.82,1.63,-0.43,-0.43,36.26,82.85,31.27,37.37,93.42,29.23,92.98,95.97,42.91,39.84,69.08,0,34.77,33.84,0.54,6.16,1.39,40.99,47.01,0,51.55,80.2,89.02,69.8,84.88,94.52,67.36
3740,2015-16,Steve Novak,32,OKC/MIL,44,Too Few Games,Low Minute,Helper,0.44,0.06,-0.11,-0.53,0.03,-1.24,-0.84,0.3,0.18,35.68,84.26,70.67,59.47,46.34,66.13,23.07,31.86,81.88,76.98,48.59,0,34.95,31.23,-0.26,9.63,0.64,38.92,83.33,0,57.79,13.28,64.64,96.56,61.71,58.16,98
3741,2016-17,Steve Novak,33,MIL,22,Too Few Games,Low Minute,Chaser,0.02,-0.02,-0.16,-0.9,,,-0.8,-0.36,-0.33,35.53,72.07,54.13,44.26,19.08,,,35.65,47.7,47.03,44.97,0,34.36,33,-0.29,8.15,-0.19,39.34,85.71,0,40.36,49.31,63.29,90.21,14.12,76.88,98.57
3742,2017-18,P.J. Tucker,32,HOU,2281,Starter,Stationary Shooter,Wing Stopper,-0.33,-0.12,-0.13,-0.61,-0.08,-1.19,-0.85,-0.38,-0.33,36.62,54.81,36.92,55.13,35.71,33.07,27.65,30.92,46.17,47.03,75.52,0,33.82,32.59,-0.98,5.06,0.52,39.69,70.29,0,29.2,33.35,26.65,53.95,56.7,83.44,93.67
3743,2018-19,P.J. Tucker,33,HOU,2802,Starter,Stationary Shooter,Wing Stopper,-0.29,-0.07,-0.12,-0.52,-0.01,-1.31,-0.91,-0.24,-0.21,37.06,57.35,43.94,57.22,47.49,53.08,18.94,23.58,56.96,55.68,82.96,0,34.88,32.9,-1.04,5.15,0.26,38.82,74,0,56.49,46.42,23.11,55.22,44.7,55.6,95.55
3744,2019-20,P.J. Tucker,34,HOU,2467,Starter,Stationary Shooter,Wing Stopper,-0.79,-0.4,-0.48,-0.67,-0.02,-1.74,-0.93,-0.81,-0.79,35.88,24.49,14.42,11.24,28.99,49.41,1.92,20.89,22.51,21.26,56.34,0,33.28,32.8,-1.34,4.28,0.28,38.51,70.19,0,22.01,40.72,5.67,41.29,45.75,44.96,93.58
3745,2023-24,P.J. Tucker,38,PHI/LAC,486,Rotation,Stationary Shooter,Helper,-0.73,-0.1,-0.19,-1.02,,,-1.04,-0.49,-0.45,37.02,28.44,39.43,37.37,3.54,,,9.88,38.74,38.55,82.53,0,36,34,-1.18,2.81,0.21,38.7,70,0,83.67,84.24,13.76,23.95,42.01,50.04,93.3
3746,2021-22,P.J. Tucker,36,MIA,1981,Starter,Stationary Shooter,Wing Stopper,-0.1,0.4,0.29,-0.5,0.12,-1.44,-0.99,0.6,0.54,37.86,66.98,85.93,85.64,50,80.05,12.78,14.18,88.03,85.84,90.66,0,34.76,33.44,-0.59,3.73,0.71,39.6,45.09,0,51.28,72.08,49.2,33.96,64.61,82.15,63.98
3747,2020-21,P.J. Tucker,35,HOU/MIL,1356,Key Rotation,Stationary Shooter,Wing Stopper,-0.92,-0.39,-0.46,-1,,,-0.98,-1.01,-1.02,35.89,16.84,14.96,12.13,9.33,,,15.07,15.81,13.56,56.5,0,35.38,34,-1.5,3.18,0.21,37.53,67.23,0,72.58,84.24,2.73,27.19,42.01,16.88,92.05
3748,2024-25,P.J. Tucker,39,NYK,58,Too Few Games,Low Minute,Wing Stopper,-0.5,0.09,-0.05,-0.67,-0.01,-1.31,-1.06,-0.06,0.01,36.34,43.79,73.61,68.49,28.99,53.08,18.94,8.41,68.9,69.99,70.64,0,34.87,32.89,-1.11,4.4,0.34,39.57,85.71,0,54,42.63,18.33,43.24,48.78,81.4,98.57
3749,2022-23,P.J. Tucker,37,PHI,1920,Key Rotation,Stationary Shooter,Helper,-0.59,-0.02,-0.06,-0.69,-0.06,-1.49,-1,-0.21,-0.13,37.2,37.58,54.13,67.32,27.18,36.82,10.48,13.33,58.92,61.26,84.8,0,34.73,33.99,-1,2.8,0.47,39.43,62.22,0,49.04,83.83,25.33,23.77,54.67,79.49,88.03
3750,2015-16,P.J. Tucker,30,PHO,2540,Starter,Stationary Shooter,Wing Stopper,-0.61,-0.35,-0.25,-0.64,-0.3,-0.85,-0.62,-0.72,-0.48,34.09,36.27,17.27,29,32.09,12.04,46.73,49.2,26.5,36.71,12.73,0,34.09,29.74,-0.9,2.99,0.32,36.32,35.4,0,34.68,0.58,31.35,25.39,47.65,4.45,46.1
3751,2016-17,P.J. Tucker,31,PHO/TOR,2236,Starter,Stationary Shooter,Wing Stopper,-0.32,0.06,0.04,-0.55,-0.05,-1.29,-0.85,-0.06,0.02,35.87,55.52,70.67,75.81,43.64,39.84,20.12,30.92,68.9,70.54,56.04,0,33.39,32.69,-0.72,3.26,0.68,39.1,40.66,0,23.5,36.56,42.02,28.24,63.29,71.73,55.42
3752,2015-16,Paul Millsap,30,ATL,2647,Star,Shot Creator,Helper,-0.88,-0.63,-0.67,-0.64,-0.12,-1.49,-0.81,-1.08,-1.06,33.48,19.11,6.53,5.03,32.09,26.11,10.48,34.89,13.64,12.75,7.3,0,34.89,30.2,-1.15,3.25,0.15,34.41,21.76,0,56.59,1.49,15.64,28.17,38.27,0.32,26.62
3753,2016-17,Paul Millsap,31,ATL,2343,Star,Shot Creator,Helper,-1.05,-0.82,-0.97,-0.2,0.09,-0.63,-0.63,-1.29,-1.41,33.57,11.05,3.21,1.13,72.17,77.33,57.09,48.49,9.03,5.97,7.69,0,32.23,32.82,-1,3.8,0.11,39.91,24.79,0,16.2,41.53,25.33,34.82,35.6,86.13,29.46
3754,2021-22,Paul Millsap,36,BRK/PHI,376,Garbage Time,Stretch Big,Mobile Big,-0.77,-0.21,-0.3,-0.62,-0.01,-1.32,-0.94,-0.92,-0.93,33.47,25.76,26.79,23.6,34.7,53.08,18.26,19.35,18.48,16.63,7.2,0,33.84,32.79,-1.25,3.53,-0.45,35.96,30.43,0,29.4,38.29,9.36,31.4,5.67,2.78,37.58
3755,2017-18,Paul Millsap,32,DEN,1144,Key Rotation,Shot Creator,Helper,-0.44,-0.13,-0.08,-0.57,-0.2,-0.81,-0.53,-0.4,-0.21,35.53,48,35.69,64.54,40.81,18.35,48.67,54.35,44.76,55.68,44.97,0,33.84,32.29,-0.45,3.72,0.81,40.4,25.98,0,29.4,27.48,56.13,33.67,68.48,91.06,31.28
3756,2018-19,Paul Millsap,33,DEN,1895,Star,Shot Creator,Helper,-0.46,-0.01,0.07,-0.69,-0.21,-1.36,-0.77,-0.21,0.1,36.19,46.46,57.78,77.57,27.18,17.44,16.09,38.07,58.92,73.87,67.69,0,34.9,32.41,-0.39,3.12,0.58,38.79,23.91,0,56.78,29.41,58.67,26.48,59.34,54.98,28.72
3757,2019-20,Paul Millsap,34,DEN,1240,Key Rotation,Post Scorer,Helper,0.06,0.48,0.55,-0.7,-0.21,-1.21,-0.83,0.83,1.23,38.55,73.6,87.6,91.42,26.52,17.44,25.85,32.99,91.73,95.46,94.59,0,37.01,32.27,0.03,3.77,1.15,39.91,28.31,0,93.8,27,74.67,34.38,79.21,86.13,34.53
3758,2020-21,Paul Millsap,35,DEN,1162,Rotation,Versatile Big,Helper,-0.6,-0.25,-0.36,-0.51,0.03,-1.27,-0.92,-0.76,-0.87,35.99,36.97,23.5,18.04,48.85,66.13,20.9,22.29,24.65,18.7,59,0,34.52,34.31,-0.97,4.68,0.15,40.1,35.66,0,44.01,92.38,27.18,47.99,38.27,88.47,46.54
3759,2015-16,Ryan Hollins,31,WAS/MEM,460,Rotation,Roll + Cut Big,Helper,-1.61,,,-0.93,,,,,,35,6.11,,,16.71,,,,,,30.54,0,35,31,,0.12,-0.33,38,0,0,59.36,7.61,,3.42,8.63,28.01,0
3760,2015-16,Lou Amundson,33,NYK,204,Garbage Time,Post Scorer,Mobile Big,-1.61,,,-0.93,,,,,,35,6.11,,,16.71,,,,,,30.54,0,35,31,,0.26,0.06,38,0,0,59.36,7.61,,6.4,32.11,28.01,0
3761,2015-16,J.J. Barea,31,DAL,1667,Key Rotation,Primary Ball Handler,Point of Attack,0.94,0.3,0.19,1.21,0.1,1.47,2.07,0.32,0.42,36.79,91.6,83.17,82.38,95.46,78.28,97.68,98.02,82.46,83.46,78.12,0,36.89,32.27,0.23,5.9,1.8,37.34,36.57,0,93,27,81.51,65.99,91.86,13.39,47.91
3762,2016-17,J.J. Barea,32,DAL,771,Key Rotation,Primary Ball Handler,Point of Attack,1.07,0.19,0.26,1.09,-0.3,1.87,2.66,0.11,0.64,35.93,93.06,79.09,84.81,94.85,12.04,99.03,99.17,76.5,87.81,57.41,0,35.42,32.99,0.14,7.35,1.31,38.53,43.15,0,73.25,49.26,78.33,84.02,83.12,45.39,60.32
3763,2017-18,J.J. Barea,33,DAL,1603,Key Rotation,Primary Ball Handler,Point of Attack,0.96,0.2,0.82,0.11,-1.03,1.34,2.03,0.09,1.9,36.42,91.94,79.47,95.3,82.58,0.82,97.07,97.88,75.81,98.61,72.13,0,36.39,31.19,0.31,7.36,2.39,37.41,45.36,0,89.13,12.96,83.82,84.12,96.6,14.62,64.41
3764,2018-19,J.J. Barea,34,DAL,752,Key Rotation,Primary Ball Handler,Point of Attack,0.01,-0.41,-0.4,0.54,-0.17,0.85,1.47,-0.86,-0.89,33.82,71.87,13.95,15.39,90.62,20.81,93.27,95.1,20.28,18.12,10.11,0,33.38,32.81,-0.18,6.11,0.97,37.65,33.25,0,23.07,41.32,67.82,69.17,73.87,19.44,42.14
3765,2019-20,J.J. Barea,35,DAL,450,Rotation,Primary Ball Handler,Point of Attack,0.7,0.15,-0.09,1.09,0.19,1.13,1.82,0.17,-0.11,36.43,88.91,77.33,63.11,94.85,84.48,95.74,97.01,78.58,62.62,72.29,0,35.3,33.6,0.21,6.88,0.7,39.47,41.06,0,71.11,75.18,80.84,79.38,64.1,79.9,56.08
3766,2016-17,Kevin Durant,28,GSW,2070,Star,Shot Creator,Helper,1.48,1.35,1.5,-0.01,-0.28,0.4,0.47,1.3,1.9,36.84,95.68,97.04,98.87,79.23,13.18,86.82,84.53,96.26,98.61,79.09,0,35.89,31.57,0.84,5.37,2.13,39.64,30.41,0,82.17,15.97,93.71,58.39,95.07,82.65,37.54
3767,2017-18,Kevin Durant,29,GSW,2325,Star,Shot Creator,Wing Stopper,3.41,2.83,2.4,1.98,0.98,1.18,1.41,2.79,3.46,39.71,99.64,99.75,99.82,97.87,96.96,96.14,94.7,99.82,100,98.05,0,38.18,33.13,1.58,6.36,2.95,41.91,33.8,0,98.09,64.9,99.31,72.49,98.65,97.5,43.5
3768,2018-19,Kevin Durant,30,GSW,2702,Star,Shot Creator,Wing Stopper,1.16,0.93,0.73,1.04,0.46,0.92,1.28,1,1.21,35.58,93.77,94.09,94.42,94.65,92.64,93.99,94,93.71,95.3,46.68,0,35.81,32.23,0.75,5.09,1.93,35.73,28.05,0,80.38,26.29,92.49,54.46,93.38,2.04,34.09
3769,2025-26,Kevin Durant,37,HOU,2801,Starter,Shot Creator,Helper,2.06,1.91,1.17,2.09,1.52,0.65,0.61,2.22,1.71,39.47,98.04,98.97,97.58,98.05,98.69,91.1,86.92,99.49,98.04,97.61,38.71,38.23,34.38,1.26,5.98,2.86,39.63,32.7,98.03,98.16,93.16,97.76,67.26,98.51,82.59,41.2
3770,2015-16,Kevin Durant,27,OKC,2578,Star,Shot Creator,Wing Stopper,3.19,2.62,1.27,3.77,2.62,1.46,1.67,2.14,1.42,37.44,99.58,99.66,98.21,99.51,99.64,97.6,96.16,99.37,96.61,87.17,0,37.33,33.64,1.44,6.87,3.29,38.01,34.83,0,95.21,75.56,98.71,79.24,99.14,32.94,45.26
3771,2022-23,Kevin Durant,34,BRK/PHO,1672,Star,Shot Creator,Wing Stopper,1.59,1.46,0.96,1.32,0.85,0.76,0.92,1.67,1.51,38.16,96.23,97.57,96.4,95.85,96.08,92.45,90.81,98.15,97.04,92.55,0,36.83,34.74,0.94,5.07,2.04,40.51,26.68,0,92.67,95.78,94.91,54.11,94.3,91.71,32.08
3772,2023-24,Kevin Durant,35,PHO,2791,Star,Shot Creator,Wing Stopper,1.69,1.79,1.41,0.99,0.89,0.12,0.21,2.03,1.93,39.68,96.7,98.68,98.66,94.35,96.42,81.23,79.69,99.18,98.74,98,0,38.29,34.2,1.06,5.33,3.05,41.21,28.34,0,98.25,90.9,96.27,57.83,98.82,95.52,34.58
3773,2024-25,Kevin Durant,36,PHO,2265,Star,Shot Creator,Wing Stopper,1.61,1.75,1.74,0.24,0.28,0.01,-0.25,1.88,2.11,40.24,96.31,98.48,99.34,85.77,87.96,78.19,67.19,98.77,98.96,98.81,0,38,32.89,0.63,6.02,2.82,42.61,33.1,0,97.69,42.63,90.58,67.9,98.38,98.7,41.82
3774,2020-21,Kevin Durant,32,BRK,1157,Star,Shot Creator,Wing Stopper,1.82,1.7,0.81,1.82,1.39,0.48,0.66,1.9,1.16,40.49,97.29,98.26,95.22,97.6,98.4,88.46,87.56,98.88,94.66,99.07,0,39.01,36.4,1.04,5.82,1.91,40.62,31.34,0,99.22,99.45,96.05,64.8,93.14,92.42,39.28
3775,2021-22,Kevin Durant,33,BRK,2047,Star,Shot Creator,Wing Stopper,1.83,1.58,0.26,3.01,2.21,0.78,1.08,1.76,0.4,36.84,97.39,97.95,84.81,99.17,99.43,92.64,92.46,98.35,82.98,79.09,0,35.43,35.44,0.99,5.29,2.1,40.1,26.91,0,73.46,98.15,95.45,57.2,94.85,88.47,32.36
3776,2015-16,Al Horford,29,ATL,2631,Star,Post Scorer,Anchor Big,-0.94,-0.7,-0.84,-0.45,0.01,-1.09,-0.93,-1.15,-1.23,34.68,15.83,4.77,2.32,55.15,61.13,33.47,20.89,12.1,9.22,22.62,0,35.71,30.8,-1.41,3.61,-0.55,35.19,24.43,0,78.38,4.54,4.24,32.27,3.91,0.93,29.18
3777,2025-26,Al Horford,39,GSW,933,Key Rotation,Movement Shooter,Mobile Big,-0.08,-0.05,-0.14,-0.72,0.01,-1.78,-0.93,-0.23,-0.23,36.04,67.87,47.71,52.06,24.93,61.13,1.48,20.89,57.62,54.25,64.21,36.71,35.27,33,-0.87,7.97,0.2,37.85,63.27,87.94,70.72,49.31,32.93,89.05,41.35,24.48,88.97
3778,2016-17,Al Horford,30,BOS,2193,Star,Versatile Big,Anchor Big,-0.75,-0.49,-0.52,-0.7,-0.08,-1.65,-0.89,-0.84,-0.77,35.77,27.1,10.61,9.5,26.52,33.07,3.92,25.88,21.13,21.88,51.93,0,35.13,33,-1.23,4.13,0.78,38.62,30.21,0,67.78,49.31,10.69,39.31,67.35,48.73,37.3
3779,2017-18,Al Horford,31,BOS,2277,Star,Versatile Big,Anchor Big,0.2,0.54,0.36,-0.21,0.24,-1,-0.73,0.67,0.47,39.34,78.45,88.83,87.45,71.67,86.61,38.61,41.53,89.12,84.32,97.3,0,37.5,33.97,-0.42,3.76,1.21,41.3,30.01,0,95.85,83.62,57.22,34.3,80.87,95.81,37.02
3780,2018-19,Al Horford,32,BOS,1973,Star,Post Scorer,Anchor Big,-0.71,-0.29,-0.4,-0.96,,,-0.98,-0.68,-0.7,35.98,29.6,20.64,15.39,13.05,,,15.07,28.47,25.09,58.81,0,35.73,33,-1.26,3.76,-0.38,37.01,28.08,0,78.79,49.31,8.85,34.3,7.3,9.28,34.13
3781,2020-21,Al Horford,34,OKC,782,Star,Versatile Big,Anchor Big,-0.11,-0.11,-0.11,-0.54,-0.15,-0.65,-0.56,-0.4,-0.26,36.94,66.66,38.07,59.47,44.94,23.05,56.37,52.59,44.76,52.26,80.69,0,36.93,33.67,-0.74,7.1,1.17,37.47,42.22,0,93.3,76.43,40.75,81.7,79.79,15.59,58.39
3782,2021-22,Al Horford,35,BOS,2005,Key Rotation,Versatile Big,Mobile Big,-1.03,-0.65,-0.9,-0.28,0.24,-1.12,-0.96,-1.24,-1.5,34.26,11.65,5.97,1.63,68.04,86.61,31.51,17.32,9.92,4.78,15,0,32.78,33.87,-1.47,4.97,-0.32,38.53,46.57,0,18.61,80.67,3.05,52.4,8.95,45.39,66.59
3783,2022-23,Al Horford,36,BOS,1921,Star,Stationary Shooter,Helper,1.11,1.27,1.34,-0.51,0.03,-1.21,-0.92,1.51,1.66,40.93,93.31,96.59,98.43,48.85,66.13,25.85,22.29,97.44,97.84,99.42,0,37.71,34.2,0,6.2,0.94,43.2,67.85,0,96.7,90.9,73.8,70.42,72.78,99.29,92.38
3784,2023-24,Al Horford,37,BOS,1740,Key Rotation,Stationary Shooter,Helper,0.17,0.47,0.48,-0.75,-0.06,-1.86,-0.94,0.58,0.7,39.5,77.56,87.32,90.23,23.61,36.82,0.74,19.35,87.7,88.98,97.67,0,37.4,34.09,-0.54,5.52,1.22,41.12,61.58,0,95.44,89.15,51.84,60.49,81.06,95.14,87.68
3785,2024-25,Al Horford,38,BOS,1659,Key Rotation,Stationary Shooter,Helper,-0.32,-0.18,-0.26,-0.61,-0.01,-1.39,-0.99,-0.44,-0.44,36.17,55.52,30.23,28.01,35.71,53.08,14.57,14.18,42.38,39.34,67.3,0,35.25,33.11,-1.1,7.12,0.28,38.53,68.11,0,70.41,62.76,18.95,81.89,45.75,45.39,92.54
3786,2019-20,Al Horford,33,PHI,2026,Starter,Versatile Big,Anchor Big,-0.58,-0.3,-0.4,-0.55,0.01,-1.5,-0.88,-0.67,-0.69,35.45,38.2,20,15.39,43.64,61.13,9.97,27.04,29.02,25.45,43.31,0,35.56,33.01,-1.04,5.1,0.08,36.96,39.92,0,75.63,60.85,23.11,54.61,33.53,8.66,53.72
3787,2015-16,Mike Conley,28,MEM,1761,Star,Primary Ball Handler,Point of Attack,0.08,-0.18,-0.28,0.49,0.03,0.35,0.85,-0.34,-0.47,35.6,74.22,30.23,25.93,90.01,66.13,86.06,90.03,48.91,37.51,47.03,0,35.02,31.7,0.41,4.77,1.57,38.64,30.89,0,64.82,17.06,86.33,49.31,88.3,49.07,38.38
3788,2016-17,Mike Conley,29,MEM,2292,Star,Primary Ball Handler,Point of Attack,2.52,1.88,0.67,3.52,2.26,1.22,1.98,1.74,1.06,39.05,99.05,98.93,93.39,99.46,99.45,96.44,97.62,98.28,93.52,96.62,0,38.11,35.87,1.72,7.14,1.83,40.09,41.53,0,97.99,98.87,99.58,82.09,92.28,88.24,56.91
3789,2017-18,Mike Conley,30,MEM,373,Star,Shot Creator,Chaser,0.26,-0.49,-0.29,0.72,-0.39,1.06,1.83,-0.73,-0.5,34.84,80.42,10.61,24.7,92.55,8.71,95.04,97.06,26.04,35.54,26.38,0,34.66,32.57,0.33,7.88,0.2,37.87,45.83,0,47.64,32.29,84.31,88.3,41.35,25.05,65.29
3790,2018-19,Mike Conley,31,MEM,2342,Star,Primary Ball Handler,Point of Attack,0.86,0.41,0.32,0.85,0.14,0.77,1.26,0.32,0.47,36.25,90.64,86.2,86.44,93.48,81.51,92.58,93.87,82.46,84.32,68.95,0,35.02,33.39,0.97,6.83,1.82,39.74,38.04,0,64.82,71.03,95.2,78.75,92.15,84.19,50.5
3791,2022-23,Mike Conley,35,UTA/MIN,2028,Star,Primary Ball Handler,Point of Attack,0.56,0.23,0.54,0.1,-0.49,0.55,1.14,0.14,1.01,37.46,86.59,80.81,91.18,82.35,5.74,89.71,93.11,77.48,92.92,87.32,0,34.85,33.67,0.74,6.34,1.85,43.36,57.54,0,53.25,76.43,92.24,72.22,92.45,99.44,83.15
3792,2023-24,Mike Conley,36,MIN,2193,Star,Primary Ball Handler,Chaser,1.27,1.02,0.08,2.11,1.58,0.34,0.87,1.18,0.12,41.5,94.45,94.74,78.15,98.1,98.9,85.83,90.24,95.3,74.69,99.7,0,39.55,38.73,1.09,6.95,1.52,42.52,62.89,0,99.51,99.97,96.49,80.21,87.42,98.58,88.56
3793,2024-25,Mike Conley,37,MIN,1756,Key Rotation,Primary Ball Handler,Chaser,0.41,0.3,0.24,0.3,0.03,-0.13,0.44,0.32,0.54,38.79,83.72,83.17,84.12,86.9,66.13,74.42,84.06,82.46,85.84,95.56,0,36.08,34.58,0.51,6.6,1.8,42.61,66.24,0,85.73,94.9,88.47,75.77,91.86,98.7,91.08
3794,2025-26,Mike Conley,38,MIN,967,Rotation,Primary Ball Handler,Point of Attack,-0.41,-0.47,-0.19,-0.46,-0.57,0.06,0.32,-1.16,-0.41,35.08,50.07,11.52,37.37,54.25,4.22,79.61,81.79,11.81,41.56,34.43,36.84,33.72,31.52,-0.52,6.14,0.95,37.63,77.21,88.52,27.64,15.56,52.71,69.54,73.07,19.1,96.75
3795,2019-20,Mike Conley,32,UTA,1363,Starter,Primary Ball Handler,Point of Attack,0.45,0.09,0.13,0.38,-0.19,0.51,1.01,-0.07,0.23,36.77,84.56,73.61,80.13,88.24,19.11,89.01,91.82,68.39,78.48,77.9,0,34.94,33.25,0.38,6.85,1.3,40.84,45.15,0,57.63,68.53,85.53,79.02,82.92,93.93,64.03
3796,2020-21,Mike Conley,33,UTA,1498,Star,Primary Ball Handler,Point of Attack,1.35,0.73,0.02,2.16,1.08,1.04,1.68,0.66,-0.01,39.43,94.91,91.64,74.46,98.19,97.3,94.81,96.19,88.9,69.04,97.5,0,38.4,37,0.88,8.13,2.01,40,52.34,0,98.41,99.75,94.18,90.1,94.11,86.96,76.53
