Season,Player,Team,Pos,PG,SG,SF,PF,C,Primary_Position,Second_Position,SourceURL
2023-24,T.J. McConnell,IND,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,T.J. Warren,MIN,SF,0,3,28,69,0,PF,SF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Taj Gibson,2TM,PF,0,0,0,44,56,C,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Taj Gibson,DET,PF,0,0,0,62,38,PF,C,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Taj Gibson,NYK,PF,0,0,0,39,61,C,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Talen Horton-Tucker,UTA,PG,57,39,4,1,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Tari Eason,HOU,PF,0,1,40,59,0,PF,SF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Taurean Prince,LAL,PF,1,20,70,9,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Taylor Hendricks,UTA,PF,0,0,43,56,1,PF,SF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Taze Moore,POR,SG,36,64,0,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Terance Mann,LAC,SG,2,70,27,2,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Terquavion Smith,PHI,PG,99,2,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Terry Rozier,2TM,SG,82,18,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Terry Rozier,CHO,SG,65,35,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Terry Rozier,MIA,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Terry Taylor,CHI,PF,0,0,0,65,36,PF,C,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Thaddeus Young,2TM,PF,0,0,2,17,81,C,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Thaddeus Young,PHO,PF,0,0,11,67,23,PF,C,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Thaddeus Young,TOR,PF,0,0,0,4,96,C,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Thanasis Antetokounmpo,MIL,PF,0,0,9,34,58,C,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Thomas Bryant,MIA,C,0,0,0,2,98,C,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Théo Maledon,2TM,PG,89,11,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Théo Maledon,CHO,PG,94,6,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Théo Maledon,PHO,PG,19,81,0,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Tim Hardaway Jr.,DAL,SF,0,13,69,18,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Timmy Allen,MEM,SF,0,38,53,9,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Tobias Harris,PHI,PF,0,0,33,63,4,PF,SF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Torrey Craig,CHI,SF,0,0,17,81,2,PF,SF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Tosan Evbuomwan,2TM,SF,0,3,26,71,0,PF,SF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Tosan Evbuomwan,DET,SF,0,0,14,86,0,PF,SF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Tosan Evbuomwan,MEM,SF,0,13,75,11,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Toumani Camara,POR,PF,0,0,0,84,16,PF,C,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Trae Young,ATL,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Trayce Jackson-Davis,GSW,PF,0,0,0,21,79,C,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Tre Jones,SAS,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Tre Mann,2TM,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Tre Mann,CHO,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Tre Mann,OKC,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Trendon Watford,BRK,PF,0,0,4,67,29,PF,C,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Trent Forrest,ATL,SG,40,54,6,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Trevelin Queen,ORL,SG,12,59,30,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Trey Jemison,2TM,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Trey Jemison,MEM,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Trey Jemison,WAS,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Trey Lyles,SAC,PF,0,0,0,82,17,PF,C,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Trey Murphy III,NOP,SF,0,22,52,26,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Tristan Thompson,CLE,C,0,0,0,13,87,C,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Tristan Vukcevic,WAS,C,0,0,0,14,86,C,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Troy Brown Jr.,2TM,SF,0,18,63,19,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Troy Brown Jr.,DET,SF,0,0,70,30,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Troy Brown Jr.,MIN,SF,0,36,55,8,1,SF,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Ty Jerome,CLE,SG,38,62,0,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,TyTy Washington Jr.,MIL,PG,73,27,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Tyler Herro,MIA,SG,51,48,1,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Tyrese Haliburton,IND,PG,90,10,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Tyrese Maxey,PHI,PG,60,39,1,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Tyus Jones,WAS,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Udoka Azubuike,PHO,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Usman Garuba,GSW,PF,0,0,0,10,90,C,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Vasilije Micić,2TM,PG,69,31,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Vasilije Micić,CHO,PG,58,42,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Vasilije Micić,OKC,PG,93,7,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Victor Wembanyama,SAS,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Vince Williams Jr.,MEM,SG,43,55,2,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Vít Krejčí,ATL,PG,96,4,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Walker Kessler,UTA,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Wendell Carter Jr.,ORL,C,0,0,0,5,95,C,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Wendell Moore Jr.,MIN,SG,13,49,33,5,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Wenyen Gabriel,MEM,PF,0,8,75,16,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Wesley Matthews,ATL,SG,0,2,72,26,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Xavier Moon,LAC,SG,68,32,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Xavier Tillman Sr.,2TM,PF,0,0,0,43,57,C,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Xavier Tillman Sr.,BOS,PF,0,0,0,56,44,PF,C,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Xavier Tillman Sr.,MEM,C,0,0,0,39,62,C,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Yuta Watanabe,2TM,SF,2,11,45,43,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Yuta Watanabe,MEM,SF,9,62,26,4,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Yuta Watanabe,PHO,SF,0,0,49,51,0,PF,SF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Zach Collins,SAS,C,0,0,0,27,73,C,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Zach LaVine,CHI,SG,0,41,57,2,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Zavier Simpson,MEM,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Zeke Nnaji,DEN,PF,0,0,0,9,91,C,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Ziaire Williams,MEM,SF,0,23,69,8,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Zion Williamson,NOP,PF,0,0,1,86,14,PF,C,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2024-25,A.J. Green,MIL,SG,28,72,1,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,A.J. Lawson,TOR,SG,22,55,23,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,AJ Johnson,2TM,SG,32,62,6,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,AJ Johnson,MIL,SG,41,54,6,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,AJ Johnson,WAS,SG,31,62,6,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Aaron Gordon,DEN,PF,0,0,0,89,11,PF,C,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Aaron Holiday,HOU,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Aaron Nesmith,IND,SF,0,19,81,1,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Aaron Wiggins,OKC,SG,2,34,52,12,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Adam Flagler,OKC,SG,93,7,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Adama Sanogo,CHI,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Adem Bona,PHI,C,0,0,0,6,94,C,PF,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Ajay Mitchell,OKC,SG,13,50,29,8,1,SG,SF,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Al Horford,BOS,C,0,0,0,60,40,PF,C,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Alec Burks,MIA,SG,7,54,38,2,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Alex Caruso,OKC,SG,26,52,22,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Alex Ducas,OKC,SG,3,55,38,5,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Alex Len,2TM,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Alex Len,LAL,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Alex Len,SAC,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Alex Reese,2TM,PF,0,0,0,47,53,C,PF,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Alex Reese,OKC,PF,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Alex Reese,PHI,PF,0,0,0,47,53,C,PF,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Alex Sarr,WAS,C,0,0,0,3,97,C,PF,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Alondes Williams,DET,SG,0,100,0,0,0,SG,,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Alperen Şengün,HOU,C,0,0,0,7,93,C,PF,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Amen Thompson,HOU,SF,1,17,53,29,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Amir Coffey,LAC,SG,0,15,63,21,1,SF,PF,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Andre Drummond,PHI,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Andre Jackson Jr.,MIL,SG,1,65,28,7,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Andrew Nembhard,IND,SG,15,85,1,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Andrew Wiggins,2TM,SF,0,11,66,23,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Andrew Wiggins,GSW,SF,0,3,66,31,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Andrew Wiggins,MIA,SF,1,29,65,5,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Anfernee Simons,POR,SG,53,42,5,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Anthony Black,ORL,PG,60,38,2,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Anthony Davis,2TM,C,0,0,0,13,87,C,PF,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Anthony Davis,DAL,PF,0,0,0,58,42,PF,C,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Anthony Davis,LAL,C,0,0,0,5,95,C,PF,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Anthony Edwards,MIN,SG,1,63,34,2,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Anthony Gill,WAS,PF,0,0,10,85,5,PF,SF,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Anton Watson,NYK,SF,0,0,0,42,58,C,PF,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Antonio Reeves,NOP,SG,13,50,35,2,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Ariel Hukporti,NYK,C,0,0,0,8,92,C,PF,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Armel Traoré,LAL,SF,0,0,51,49,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Ausar Thompson,DET,SF,0,2,75,23,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Austin Reaves,LAL,SG,35,49,15,1,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Ayo Dosunmu,CHI,SG,10,56,30,4,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Bam Adebayo,MIA,C,0,0,0,20,80,C,PF,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Baylor Scheierman,BOS,SG,2,61,36,2,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Ben Sheppard,IND,SG,2,82,16,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Ben Simmons,2TM,PG,68,29,2,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Ben Simmons,BRK,PG,76,24,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Ben Simmons,LAC,PG,48,43,9,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Bennedict Mathurin,IND,SF,0,13,85,2,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Bilal Coulibaly,WAS,SF,0,9,63,28,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Bismack Biyombo,SAS,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Blake Wesley,SAS,SG,23,57,17,3,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Bobby Portis,MIL,PF,0,0,0,82,18,PF,C,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Bobi Klintman,DET,SF,0,0,0,100,0,PF,,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Bogdan Bogdanović,2TM,SG,7,56,32,5,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Bogdan Bogdanović,ATL,SG,4,76,19,1,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Bogdan Bogdanović,LAC,SG,10,39,43,8,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Bol Bol,PHO,PF,0,0,0,67,33,PF,C,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Bones Hyland,2TM,PG,93,7,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Bones Hyland,LAC,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Bones Hyland,MIN,PG,0,100,0,0,0,SG,,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Bradley Beal,PHO,SG,19,65,16,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Branden Carlson,OKC,C,0,0,0,3,97,C,PF,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Brandin Podziemski,GSW,SG,4,45,46,5,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Brandon Boston Jr.,NOP,SG,1,41,48,9,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Brandon Clarke,MEM,PF,0,2,38,54,7,PF,SF,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Brandon Ingram,NOP,SF,0,7,66,27,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Brandon Miller,CHO,SF,0,0,74,23,3,SF,PF,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Brandon Williams,DAL,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Braxton Key,GSW,SF,0,0,100,0,0,SF,,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Brice Sensabaugh,UTA,SF,0,2,53,44,1,SF,PF,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Bronny James,LAL,SG,55,41,4,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Brook Lopez,MIL,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Bruce Brown,2TM,PG,13,78,9,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Bruce Brown,NOP,PG,15,71,14,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Bruce Brown,TOR,PG,9,89,2,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Bruno Fernando,TOR,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Bryce McGowens,POR,SG,62,27,10,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Bub Carrington,WAS,PG,95,5,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Buddy Hield,GSW,SG,25,52,24,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,CJ McCollum,NOP,PG,80,21,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Cade Cunningham,DET,PG,84,16,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Caleb Houstan,ORL,SF,1,21,70,9,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Caleb Martin,2TM,SF,1,36,55,8,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Caleb Martin,DAL,SF,3,23,55,19,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
2024-25,Caleb Martin,PHI,SF,0,40,55,5,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2025_play-by-play.html
