Season,Player,Team,Pos,PG,SG,SF,PF,C,Primary_Position,Second_Position,SourceURL
2021-22,Harrison Barnes,SAC,PF,0,0,50,50,1,PF,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Hassan Whiteside,UTA,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Hassani Gravett,ORL,PG,87,13,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Haywood Highsmith,MIA,SF,0,0,21,78,1,PF,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Herbert Jones,NOP,PF,0,0,23,75,2,PF,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Ignas Brazdeikis,ORL,SF,2,24,61,13,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Immanuel Quickley,NYK,PG,82,18,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Isaac Bonga,TOR,SF,0,28,57,16,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Isaac Okoro,CLE,SF,1,68,31,1,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Isaiah Hartenstein,LAC,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Isaiah Jackson,IND,C,0,0,0,6,95,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Isaiah Joe,PHI,SG,49,47,4,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Isaiah Livers,DET,SF,0,2,45,53,0,PF,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Isaiah Roby,OKC,PF,0,0,5,48,47,PF,C,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Isaiah Stewart,DET,C,0,0,0,2,98,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Isaiah Thomas,3TM,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Isaiah Thomas,CHO,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Isaiah Thomas,DAL,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Isaiah Thomas,LAL,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Isaiah Todd,WAS,PF,0,0,12,63,25,PF,C,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Ish Smith,2TM,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Ish Smith,CHO,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Ish Smith,WAS,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Ish Wainright,PHO,PF,0,2,30,65,3,PF,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Ivica Zubac,LAC,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,JT Thor,CHO,PF,0,3,30,53,14,PF,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Ja Morant,MEM,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,JaMychal Green,DEN,PF,0,0,27,63,10,PF,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,JaQuori McLaughlin,DAL,PG,75,25,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,JaVale McGee,PHO,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jabari Parker,BOS,PF,0,0,0,28,72,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jaden McDaniels,MIN,PF,0,0,33,67,0,PF,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jaden Springer,PHI,SG,0,37,63,0,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jae Crowder,PHO,PF,0,0,15,84,0,PF,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jae'Sean Tate,HOU,PF,0,0,19,77,5,PF,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jahmi'us Ramsey,SAC,SG,27,66,7,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jaime Echenique,WAS,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jake Layman,MIN,SF,0,2,53,45,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jakob Poeltl,SAS,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jalen Brunson,DAL,SG,35,61,5,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jalen Green,HOU,SG,19,78,3,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jalen Johnson,ATL,PF,0,0,0,87,13,PF,C,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jalen McDaniels,CHO,SF,0,1,32,64,2,PF,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jalen Smith,2TM,PF,0,0,0,33,67,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jalen Smith,IND,PF,0,0,0,36,65,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jalen Smith,PHO,PF,0,0,0,29,71,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jalen Suggs,ORL,PG,46,54,0,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,James Bouknight,CHO,SG,30,58,12,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,James Ennis III,3TM,SF,0,0,32,68,0,PF,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,James Ennis III,BRK,SF,0,0,11,89,0,PF,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,James Ennis III,DEN,SF,0,0,31,69,0,PF,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,James Ennis III,LAC,SF,0,0,42,58,0,PF,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,James Harden,2TM,PG,59,40,1,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,James Harden,BRK,PG,73,26,1,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,James Harden,PHI,PG,30,71,0,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,James Johnson,BRK,PF,0,0,30,66,4,PF,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jamorko Pickett,DET,PF,0,0,7,51,42,PF,C,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jared Butler,UTA,SG,25,67,8,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jared Harper,NOP,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jaren Jackson Jr.,MEM,PF,0,0,3,55,42,PF,C,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jarred Vanderbilt,MIN,PF,0,0,0,96,4,PF,C,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jarrett Allen,CLE,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jarrett Culver,MEM,SG,4,71,26,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jarron Cumberland,POR,SG,33,39,28,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Javin DeLaurier,MIL,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Javonte Green,CHI,SF,0,13,68,19,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Javonte Smart,2TM,PG,47,44,10,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Javonte Smart,MIA,PG,15,64,21,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Javonte Smart,MIL,PG,55,39,7,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jaxson Hayes,NOP,C,0,0,0,48,52,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jay Huff,LAL,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jay Scrubb,LAC,SG,25,60,16,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jaylen Brown,BOS,SF,0,45,47,8,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jaylen Hoard,OKC,SF,0,4,24,40,32,PF,C,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jaylen Morris,SAS,SG,59,41,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jaylen Nowell,MIN,SG,14,56,30,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jaysean Paige,DET,PG,0,100,0,0,0,SG,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jayson Tatum,BOS,SF,0,1,67,32,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jeff Dowtin Jr.,3TM,PG,87,13,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jeff Dowtin Jr.,GSW,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jeff Dowtin Jr.,MIL,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jeff Dowtin Jr.,ORL,PG,82,18,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jeff Green,DEN,PF,0,0,64,29,7,SF,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jemerrio Jones,LAL,SF,0,0,19,81,0,PF,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jerami Grant,DET,PF,0,0,2,95,3,PF,C,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jeremiah Robinson-Earl,OKC,C,0,0,0,21,79,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jeremy Lamb,2TM,SF,8,43,47,2,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jeremy Lamb,IND,SF,0,35,62,2,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jeremy Lamb,SAC,SG,25,58,17,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jericho Sims,NYK,PF,0,0,0,12,88,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jevon Carter,2TM,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jevon Carter,BRK,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jevon Carter,MIL,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jimmy Butler,MIA,SF,0,0,67,32,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jock Landale,SAS,C,0,0,0,7,93,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Joe Harris,BRK,SF,0,7,83,10,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Joe Ingles,UTA,SF,0,0,91,9,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Joe Johnson,BOS,SG,0,0,100,0,0,SF,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Joe Wieskamp,SAS,SG,5,59,35,2,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Joel Ayayi,WAS,SG,20,51,29,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Joel Embiid,PHI,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,John Collins,ATL,PF,0,0,0,94,6,PF,C,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,John Konchar,MEM,SG,24,59,17,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jon Teske,MEM,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jonas Valančiūnas,NOP,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jonathan Kuminga,GSW,SF,0,0,14,63,24,PF,C,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jordan Bell,CHI,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jordan Clarkson,UTA,SG,41,55,4,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jordan Goodwin,WAS,SG,48,52,0,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jordan McLaughlin,MIN,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jordan Nwora,MIL,SF,1,5,46,43,5,SF,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jordan Poole,GSW,SG,33,62,5,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jordan Schakel,WAS,SG,4,85,11,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jose Alvarado,NOP,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Josh Christopher,HOU,SG,11,59,28,1,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Josh Giddey,OKC,SF,0,5,66,29,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Josh Green,DAL,SG,1,43,55,1,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Josh Hart,2TM,SG,7,63,29,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Josh Hart,NOP,SG,10,63,27,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Josh Hart,POR,SG,0,64,35,1,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Josh Jackson,2TM,SF,0,2,51,47,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Josh Jackson,DET,SF,0,0,47,53,0,PF,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Josh Jackson,SAC,SF,0,10,77,13,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Josh Okogie,MIN,SG,3,40,54,4,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Josh Richardson,2TM,SG,3,77,20,1,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Josh Richardson,BOS,SG,1,82,16,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Josh Richardson,SAS,SG,6,66,27,2,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Joshua Primo,SAS,SF,0,7,77,16,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jrue Holiday,MIL,PG,75,25,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Juan Toscano-Anderson,GSW,SF,0,6,60,33,2,SF,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Juancho Hernangómez,3TM,PF,0,0,6,77,17,PF,C,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Juancho Hernangómez,BOS,PF,0,0,12,84,5,PF,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Juancho Hernangómez,SAS,PF,0,0,0,64,37,PF,C,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Juancho Hernangómez,UTA,PF,0,0,6,77,17,PF,C,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Julius Randle,NYK,PF,0,0,1,92,7,PF,C,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Justin Anderson,2TM,SF,0,1,43,55,0,PF,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Justin Anderson,CLE,SF,0,6,75,19,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Justin Anderson,IND,SF,0,0,38,62,0,PF,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Justin Champagnie,TOR,SF,9,54,36,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Justin Holiday,2TM,SF,0,27,66,7,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Justin Holiday,IND,SF,0,10,82,9,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Justin Holiday,SAC,SG,0,64,32,4,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Justin Jackson,2TM,SF,0,44,22,34,0,SG,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Justin Jackson,BOS,SF,0,0,0,100,0,PF,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Justin Jackson,PHO,SF,0,46,24,30,0,SG,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Justin Robinson,3TM,PG,86,14,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Justin Robinson,DET,PG,55,45,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Justin Robinson,MIL,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Justin Robinson,SAC,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Justise Winslow,2TM,PF,0,0,5,74,21,PF,C,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Justise Winslow,LAC,PF,0,0,8,72,20,PF,C,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Justise Winslow,POR,PF,0,0,0,77,23,PF,C,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Jusuf Nurkić,POR,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Juwan Morgan,2TM,PF,0,0,39,51,10,PF,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Juwan Morgan,BOS,PF,0,0,100,0,0,SF,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Juwan Morgan,TOR,PF,0,0,30,58,12,PF,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,KJ Martin,HOU,SF,0,0,21,76,4,PF,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,KZ Okpala,MIA,PF,0,0,1,56,43,PF,C,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Kai Jones,CHO,C,0,0,9,50,41,PF,C,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Karl-Anthony Towns,MIN,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Keifer Sykes,IND,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Keita Bates-Diop,SAS,SF,0,0,18,78,4,PF,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Kelan Martin,2TM,SF,0,4,68,28,1,SF,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Kelan Martin,BOS,SF,0,51,49,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Kelan Martin,IND,SF,0,3,68,28,1,SF,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Keldon Johnson,SAS,SF,0,2,41,56,1,PF,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Keljin Blevins,POR,SF,0,17,40,43,0,PF,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Kelly Olynyk,DET,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Kelly Oubre Jr.,CHO,SF,1,33,61,6,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Kemba Walker,NYK,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Kenrich Williams,OKC,SF,1,24,57,18,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Kent Bazemore,LAL,SF,0,17,65,18,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Kentavious Caldwell-Pope,WAS,SG,1,51,48,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Keon Johnson,2TM,SG,17,65,18,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Keon Johnson,LAC,SG,45,55,1,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Keon Johnson,POR,SG,10,67,22,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Kessler Edwards,BRK,SF,0,3,42,53,2,PF,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Kevin Durant,BRK,PF,0,0,7,89,4,PF,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Kevin Huerter,ATL,SF,0,58,42,1,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Kevin Knox,2TM,SF,0,12,30,57,1,PF,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Kevin Knox,ATL,SF,0,25,33,42,0,PF,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Kevin Knox,NYK,SF,0,0,26,72,1,PF,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Kevin Love,CLE,C,0,0,0,33,67,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Kevin Pangos,CLE,PG,93,7,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Kevin Porter Jr.,HOU,PG,94,6,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Kevon Looney,GSW,C,0,0,0,1,99,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Khem Birch,TOR,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Khris Middleton,MIL,SF,0,10,58,30,2,SF,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Killian Hayes,DET,PG,66,32,2,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Killian Tillie,MEM,C,0,0,0,28,73,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Kira Lewis Jr.,NOP,PG,92,8,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Klay Thompson,GSW,SG,1,49,46,4,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Kris Dunn,POR,PG,72,28,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Kristaps Porziņģis,2TM,PF,0,0,0,27,73,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Kristaps Porziņģis,DAL,PF,0,0,0,39,61,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Kristaps Porziņģis,WAS,PF,0,0,0,3,97,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Kyle Anderson,MEM,PF,0,0,8,62,30,PF,C,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Kyle Guy,MIA,SG,50,50,0,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Kyle Kuzma,WAS,PF,0,0,3,85,12,PF,C,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Kyle Lowry,MIA,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Kyrie Irving,BRK,PG,99,1,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,LaMarcus Aldridge,BRK,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,LaMelo Ball,CHO,PG,94,6,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Lamar Stevens,CLE,PF,0,5,51,38,5,SF,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Lance Stephenson,2TM,SG,21,52,25,2,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
