RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Screener Rim Defense,Rim Protection,Rim Contests Per 75 Possessions,Rim Points Saved Per 75 Possessions,Stable Rim DFGA Per 75 Possessions,Help Defensive Activity,Help Defense Talent,Help Effectiveness Rating,Percentage of Shots at Rim Contested,Post Defense,Screener Rim Defense_percentile,Rim Protection_percentile,Rim Contests Per 75 Possessions_percentile,Rim Points Saved Per 75 Possessions_percentile,Stable Rim DFGA Per 75 Possessions_percentile,Help Defensive Activity_percentile,Help Defense Talent_percentile,Help Effectiveness Rating_percentile,Percentage of Shots at Rim Contested_percentile,Post Defense_percentile,Stable Rim dFG% vs. Expected,Perimeter Isolation Defense,Matchup Difficulty,Guarded Shooting Talent,Passing Lane Defense,Deflections Per 75 Possessions,% of Time Guarding Primary Ball Handlers,Guarded 3PT Shooting Talent,Guarded Midrange Talent,% of Time Guarding Usage Tier 1 Players,Stable Rim dFG% vs. Expected_percentile,Perimeter Isolation Defense_percentile,Matchup Difficulty_percentile,Guarded Shooting Talent_percentile,Passing Lane Defense_percentile,Deflections Per 75 Possessions_percentile,% of Time Guarding Primary Ball Handlers_percentile,Guarded 3PT Shooting Talent_percentile,Guarded Midrange Talent_percentile,% of Time Guarding Usage Tier 1 Players_percentile,Off-Ball Chaser Defense,Ball Screen Navigation,Guarded 3PT Shot Creation,3PT Contests Per 75 Possessions,Steals Per 75 Possessions,Pickpocket Rating,Defensive Miles Per 75 Possessions,Loose Ball Recovery Rate,Stable Steals Per 75,Stable Bad Pass Steals Per 75,Off-Ball Chaser Defense_percentile,Ball Screen Navigation_percentile,Guarded 3PT Shot Creation_percentile,3PT Contests Per 75 Possessions_percentile,Steals Per 75 Possessions_percentile,Pickpocket Rating_percentile,Defensive Miles Per 75 Possessions_percentile,Loose Ball Recovery Rate_percentile,Stable Steals Per 75_percentile,Stable Bad Pass Steals Per 75_percentile,Stable Lost Ball Steals Per 75,Blocks Per 75 Possessions,Stable Blocks Per 75,Stable Recovered Blocks Per 75,Stable Recovered Blocks%,Block Rate on Contests,Defensive Playmaking,Screener Mobile Defense,Rim Deterrence,Rim Deterrence Per 100,Stable Lost Ball Steals Per 75_percentile,Blocks Per 75 Possessions_percentile,Stable Blocks Per 75_percentile,Stable Recovered Blocks Per 75_percentile,Stable Recovered Blocks%_percentile,Block Rate on Contests_percentile,Defensive Playmaking_percentile,Screener Mobile Defense_percentile,Rim Deterrence_percentile,Rim Deterrence Per 100_percentile,DHO Coverage Versatility,Defensive Role Versatility,Overall Coverage Versatility,P&R Coverage Versatility,DHO Coverage Versatility_percentile,Defensive Role Versatility_percentile,Overall Coverage Versatility_percentile,P&R Coverage Versatility_percentile
2025,2024-25,Keldon Johnson,25,SAS,1838,Key Rotation,Stationary Shooter,Helper,0.31,-0.26,5.78,0.31,3.05,-0.25,-0.38,-0.78,43.1,0.62,81.7,36.02,72.19,73.22,57.95,60.83,44.43,17.26,80.79,86.2,0.04,-1.17,-0.8,-0.12,2.56,1.85,9.57,-0.14,-0.08,11.23,20.89,12.57,24.5,46.81,59.84,58.16,65.58,42,50.56,53,-0.27,-0.9,-0.32,2.03,0.96,0.26,1.3,65.57,1,0.72,49.94,18.01,40.24,40.58,47.59,40.87,76.17,76.72,28.71,46.17,0.3,0.43,0.44,0.23,57.6,8.73,2.56,0.09,-0.7,-0.42,27.79,48.94,31.96,36.46,44.44,70.3,38.54,75.47,15.83,16.01,45,53.15,101.95,49.36,85.28,48.69,32.3,73.53
2026,2025-26,Keldon Johnson,26,SAS,1911,Key Rotation,Movement Shooter,Helper,-0.57,-0.02,0,0,2.42,-0.45,-0.91,-2.06,,1.54,48.89,58.85,0,36.89,40.75,46.6,0.92,0.7,,95.79,0.03,-0.23,-0.26,0.01,0.45,0,9.26,-0.11,0.09,15.71,28.38,58.93,54.88,67.64,19.42,0,64.69,45.17,77.56,73.39,-0.99,-0.33,-0.21,0,0.86,0.41,0.97,0,0.92,0.52,25.6,46.79,49.59,0,39.75,62.72,19.15,0,18.96,5.5,0.43,0.21,0.23,0.18,59.41,0,1.41,-0.38,-0.64,-0.09,64.66,30.57,8.26,28.47,93.54,0,15.36,58.09,17.88,37.14,41.87,44.89,106.95,49.22,76.18,21.18,54.63,73.01
2027,2019-20,Romeo Langford,20,BOS,370,Rotation,Stationary Shooter,Low Activity,-1.6,-0.15,4.46,0.64,2.8,-0.54,-0.52,-0.45,40.7,-0.38,15.05,48,49.17,83.17,51.71,34.85,28.91,34.4,71.52,48.96,-0.01,-1.43,-1.23,-0.2,2.52,2.04,4.99,-0.08,-0.2,7.38,69.88,5.78,7.99,32.37,58.83,64.4,43.95,48.5,28.45,34.27,-0.37,0.38,-0.29,3.3,0.78,0.29,1.33,53.85,0.94,0.63,46.56,71.3,42.76,70.04,34.2,45.34,85.48,57.3,20.97,22.04,0.36,0.78,0.77,0.62,59.43,11.11,3.21,-1.34,-0.72,-0.09,41.88,70.98,65.83,82.96,93.78,80.1,67.16,17.68,15.27,37.14,20,57.35,118.13,22.62,0,66.8,97.29,4.51
2028,2020-21,Romeo Langford,21,BOS,283,Garbage Time,Stationary Shooter,Helper,-1.27,-0.03,3.87,1.4,2.25,-0.54,-0.42,0.02,29.4,0.22,23.32,58.07,39.15,93.58,35.95,34.85,40.23,72.98,17.96,76.92,0,-0.39,-0.38,0.03,2.19,1.42,7.64,0.11,0,14.42,59.35,51.01,47.91,70.31,50.09,44.43,58.18,75.69,64.54,67.84,-0.2,0.01,-0.21,2.96,0.77,0,1.33,71.43,0.97,0.75,52.18,59.16,49.59,60.87,33.46,0,85.48,86.58,24.81,55.08,0.26,0.64,0.66,0.58,59.01,8.33,2.96,-0.84,-0.28,-0.16,20.62,63.8,56.42,81.06,89.08,68.3,55.31,37.01,33.23,31.4,28.89,68.22,109.06,24.07,21.98,97.63,66.58,5.39
2029,2021-22,Romeo Langford,22,BOS/SAS,771,Rotation,Stationary Shooter,Helper,-0.96,0.35,3.65,0.91,2.64,-0.54,-0.32,0.26,32.6,0.43,33.48,79.95,36.23,88.1,47.22,34.85,50.3,83.83,27.32,82.45,-0.05,0.45,-0.63,-0.01,2.11,1.54,9.3,0.09,-0.04,10.37,90.89,80.39,33.64,65.12,48.27,47.95,64.77,72.93,57.62,48.45,0.58,-0.02,-0.16,2.55,1.06,0.48,1.36,48.28,1.09,0.65,77.97,57.81,54.59,50.9,54.87,70.93,91.53,49.49,42.33,26.51,0.45,0.77,0.76,0.39,56.9,10.81,2.76,-0.48,-0.19,-0.12,69.39,70.43,64.96,62.96,25.26,79.1,46.54,53.48,38.16,34.77,27,67.96,117.33,33.53,16.3,97.46,96.3,19.05
2030,2022-23,Romeo Langford,23,SAS,844,Rotation,Athletic Finisher,Wing Stopper,-1.06,-0.18,3.74,-0.24,2.49,-0.59,-0.61,-0.47,32.4,-0.77,30.4,44.69,37.38,25.41,42.79,26.96,18.39,33.16,26.42,23.99,0,0.71,0.75,0.16,2.48,1.98,11.68,0.23,0.05,22.86,59.35,85.62,86.66,84.02,57.96,62.63,72.19,89.42,72.2,91.29,0.4,-0.44,0.14,1.64,1.01,0.5,1.27,52.78,1.03,0.58,72.39,43.07,82.19,35.03,51.25,73.12,64.58,55.95,33.26,12.88,0.46,0.55,0.56,0.24,57.27,11.3,3.09,-0.34,-0.8,-0.58,72,57.7,45.06,37.9,33.54,81.13,61.72,59.53,13.12,9.78,25.71,56.63,113.66,40.05,12.42,63.37,88.53,38.35
2031,2023-24,Nassir Little,23,PHO,458,Rotation,Stationary Shooter,Helper,-1.3,-0.24,5.84,-0.32,4.53,-0.74,,,39.4,-0.89,22.53,38.04,72.86,21.71,78.93,4.69,,,64.65,17.88,0.01,-0.03,0.08,-0.03,1.74,1.03,11.54,-0.05,-0.05,19.3,47.26,66.92,71.42,62.2,39.99,36.01,71.95,52.6,55.61,84.67,0.46,0.63,-0.12,2.92,0.79,0.08,1.29,90.91,0.93,0.71,74.4,77.91,58.6,59.96,34.81,24.3,72.6,97.35,19.91,43.09,0.26,0.79,0.79,0.22,56.9,10.99,2.35,-1.32,-0.39,-0.19,20.62,71.44,67.1,34.82,25.26,79.77,32.16,18.37,27.63,29.28,28.89,65.97,108.37,37.13,21.98,94.94,62.82,28.14
2032,2019-20,Nassir Little,19,POR,573,Rotation,Stationary Shooter,Helper,-1.31,0.07,6.45,0.77,4.08,-0.37,-0.13,0.33,42.7,-0.66,22.18,65.5,79.73,85.83,74.78,53.67,61.89,85.84,79,30.14,-0.01,-1.58,-0.92,-0.19,1.78,1.23,5.82,-0.13,-0.07,11.5,69.88,3.35,19.11,34.04,40.77,39.58,49.28,43.16,52.29,54.22,-1.07,-0.41,-0.26,4.92,0.8,0.25,1.28,72.73,0.92,0.64,22.88,44.08,45.41,95.47,35.53,39.36,68.91,88.39,18.96,24.2,0.32,0.86,0.85,0.53,58.78,7.91,2.67,-1.19,0.08,-0.06,31.57,74.07,70.28,77.8,85.05,66.51,43.01,22.71,56.83,40.28,40.8,55.71,105.95,61.11,72.33,59.17,49.27,95.91
2033,2020-21,Nassir Little,20,POR,640,Garbage Time,Movement Shooter,Helper,-1.32,-0.43,5.89,-0.67,4.37,-0.41,-0.6,-1.01,40.7,-1.1,21.9,19.78,73.43,10.77,77.66,50.15,19.76,10.23,71.52,9.64,0.04,-1.42,-0.87,-0.16,1.17,0.93,4.22,-0.07,-0.16,9.38,20.89,5.95,21.6,39.48,32.42,34.82,37.72,49.73,35.47,43.05,-0.62,0.07,-0.28,4.73,0.29,0.06,1.25,77.78,0.57,0.47,38.11,61.09,43.43,94.43,19.67,23.92,55.98,93.77,0.61,2.34,0.22,0.76,0.76,0.41,57.88,7.43,1.99,-0.91,0.08,-0.11,16.51,69.92,64.96,66.32,52.52,64.01,22.88,34.05,56.83,35.6,34.81,59.11,103.89,35.78,46.58,74.3,39.62,24.05
2034,2021-22,Nassir Little,21,POR,1088,Key Rotation,Movement Shooter,Helper,0.3,-0.01,6.05,0.63,3.3,-0.52,-0.53,-0.5,36.5,-0.37,81.26,59.42,75.55,82.95,63.31,38.29,27.71,31.2,48.39,49.82,-0.01,0.41,0.09,0.1,1.96,1.2,9.36,0.1,0.07,17.54,69.88,79.32,71.85,78.56,44.48,38.92,64.97,74.24,75.07,79.81,-0.08,0.5,-0.1,3.99,0.86,0.1,1.3,76.92,0.93,0.76,56.45,74.72,61,85.84,39.75,24.8,76.17,93.19,19.91,58.29,0.2,1.24,1.2,0.6,56.37,13.33,2.78,-0.14,-0.92,-0.65,15.16,84.64,83.72,82.1,19.25,86.96,47.4,67.47,10.56,7.99,44.29,66.55,107.51,45.48,83.63,95.78,58.06,59.22
2035,2022-23,Nassir Little,22,POR,976,Rotation,Movement Shooter,Helper,-0.89,-0.42,5.75,-0.06,3.81,-0.29,-0.43,-0.76,40.4,-0.55,36.06,20.54,71.76,33.75,71.4,58.77,39.49,18.07,70.32,37.3,0.02,-0.8,-0.4,-0.08,1.7,1.06,6.96,0,-0.09,14.98,37.58,27.99,46.59,54.19,39.23,36.38,55.36,59.59,48.6,70.31,-0.63,-0.95,-0.26,3.22,0.76,0.11,1.26,70.83,0.84,0.67,37.59,14.82,45.41,67.92,32.87,25.28,60.56,85.81,10.97,31.11,0.21,0.76,0.75,0.55,59.7,10.53,2.43,-1.05,-1.15,-0.77,15.81,69.92,64.23,79.15,95.68,78.12,34.37,28.41,6.13,5.35,41.82,59.81,111.87,40.21,75.68,77.33,81.32,38.97
2036,2020-21,Chuma Okeke,22,ORL,1133,Key Rotation,Movement Shooter,Helper,-0.72,-0.22,5.92,0.19,4.1,-0.41,-0.41,-0.36,41.9,-0.53,43.11,40.29,73.84,68.75,74.94,50.15,41.31,41.59,76.28,38.73,0.03,-0.62,-1.11,-0.22,4.25,3.19,3.88,-0.11,-0.2,9.07,28.38,37.86,11.63,29,89.93,89.17,35,45.17,28.45,41.56,-0.06,-0.99,-0.43,3.8,1.54,0.48,1.28,63.64,1.46,0.96,57.16,12.3,31.26,82.24,82.73,70.93,68.91,73.23,84.36,89.13,0.46,0.71,0.71,0.45,58.6,9.13,3.93,-0.29,-0.31,-0.05,72,67.62,61.07,71.58,80.33,72.39,87.9,61.59,31.74,41.25,30,57.73,95.21,46.19,25.43,68.39,16.11,62.24
2037,2021-22,Chuma Okeke,23,ORL,1749,Key Rotation,Movement Shooter,Helper,-0.25,-0.03,5.62,-0.03,3.59,-0.37,-0.57,-1.1,40.3,-1.47,62.21,58.07,69.59,35.27,68.13,53.67,23.33,8.29,69.78,2.56,0.03,-0.76,-0.28,0.02,4.56,3.04,4.36,-0.08,0.05,13.28,28.38,29.84,53.72,68.87,92.36,87.03,38.93,48.5,72.2,62.52,0.72,-1.59,-0.3,3.66,2,0.47,1.27,66.2,1.88,1.35,81.62,0.67,41.98,79.58,93.46,69.63,64.58,77.76,96.92,99.31,0.46,0.87,0.86,0.43,56.23,10.55,4.38,-0.28,0.42,0.41,72,74.5,70.92,69.44,18.16,78.35,93.85,62.04,75.11,83.63,38.05,63.29,100.21,43.22,60.31,89.2,27.57,50.68
2038,2022-23,Chuma Okeke,24,ORL,518,Rotation,Movement Shooter,Helper,-0.34,-0.1,6.13,-0.04,4.25,-0.45,-0.71,-1.21,41.6,0.88,58.37,52.48,76.57,34.66,76.53,46.6,8.79,6.62,74.91,90.06,0.03,0.08,0.31,0.07,3.45,2.61,11.85,0.07,0.06,20.51,28.38,70.4,77.74,75.14,79.36,79.42,72.68,69.99,73.56,87.1,-0.02,0.45,-0.06,3.52,1.34,0.49,1.31,53.33,1.25,0.78,58.36,73.13,65.12,75.88,73.84,72.03,79.67,56.63,66.5,63.86,0.44,0.78,0.77,0.48,58.59,11.22,3.49,-0.22,-0.84,-0.45,66.97,70.98,65.83,74.09,79.8,80.87,77.41,64.12,12.22,14.66,28,58.14,109.37,35.45,18.46,70.26,68.27,23.01
2039,2023-24,Chuma Okeke,25,ORL,432,Garbage Time,Movement Shooter,Helper,-1.63,-0.58,3.95,-0.26,4.31,-0.45,-0.42,-0.14,25.7,-0.48,14.38,10.32,40.33,24.4,77.21,46.6,40.23,60.17,11.88,41.78,0.08,-0.08,0.08,0.04,2.11,1.49,5.72,-0.05,0.12,19.75,3.9,65.18,71.42,71.75,48.27,46.52,48.62,52.6,81.71,85.55,-0.4,0.01,-0.1,4.12,0.79,0.18,1.31,78.57,0.94,0.67,45.51,59.16,61,88,34.81,30.22,79.67,94.3,20.97,31.11,0.31,0.61,0.64,0.38,58.48,8.05,2.56,-1.53,0.33,0.15,29.52,62,54.08,61.37,75.78,67.13,38.54,12.85,71.24,66.08,38.82,57.75,105.91,46.3,63.32,68.48,49.06,62.64
2040,2024-25,Chuma Okeke,26,PHI/CLE,197,Too Few Games,Stationary Shooter,Helper,-0.41,-0.37,6.53,-1.02,4.14,-0.25,-0.23,-0.3,40.7,-0.73,55.52,25.22,80.58,6.03,75.43,60.83,56.85,46.53,71.52,26.15,0.03,-0.88,-0.91,-0.41,2.99,2.61,4.4,-0.26,-0.44,1.74,28.38,24.18,19.5,8.15,69.95,79.42,39.28,32.79,4.95,20.4,-0.89,-0.85,-0.52,2.99,0.93,0.56,1.38,62.5,1.12,0.67,29.27,21.54,22.39,61.69,45.13,78.5,94.3,70.93,47.12,31.11,0.49,0.75,0.74,0.4,58.19,11.76,3.32,-0.14,-0.44,-0.26,77.9,69.46,63.63,64.7,62.63,82.43,71.53,67.47,25.33,24.58,37.5,60.43,101.35,40.2,57.86,79.87,30.49,38.82
2041,2019-20,KZ Okpala,20,MIA,26,Too Few Games,Low Minute,Chaser,-2.2,0.12,1.5,1.37,2.8,-0.85,,,11.1,,5.78,68.31,23.96,93.36,51.71,2.3,,,0.26,,-0.01,-0.43,0.11,0.47,3,1.5,14.13,0.55,0.25,50.13,69.88,48.65,72.41,98.16,70.21,46.84,78.51,99.48,92.6,99.97,1.73,-0.43,0.31,6,3,1.5,1.35,0,1.28,0.77,97.57,43.39,91.59,98.58,98.67,98.71,89.8,0,70.13,61.37,0.45,1.5,0.92,0.36,58.18,25,3.34,-2.08,-0.19,-0.11,69.39,88.82,73.93,58.74,62.13,98.38,72.44,3.98,38.16,35.6,33.33,50.43,119.52,16.67,38.86,37.51,98.29,0
2042,2020-21,KZ Okpala,21,MIA,447,Garbage Time,Stationary Shooter,Helper,-1.36,0.32,6.22,-0.25,4.01,-0.16,-0.18,-0.36,34.6,-0.38,20.69,78.46,77.4,24.86,73.94,64.62,59.5,41.59,37.62,48.96,0.01,-0.08,0.33,0.12,3.78,3.28,6.98,-0.03,0.1,17.09,47.26,65.18,78.18,80.51,84.41,90.15,55.49,55.47,79.05,78.6,0.11,0.35,-0.04,5.63,0.84,0.34,1.39,60,0.97,0.64,62.74,70.39,67.14,97.83,38.47,52.94,95.21,66.17,24.81,24.2,0.37,0.92,0.9,0.55,58.37,8.73,3.52,-1.18,0.52,0.27,44.84,76.43,73,79.15,70.47,70.3,78.26,23.22,78.64,75.73,39.2,74.65,109.33,47.97,64.67,99.92,68.08,69.11
2043,2021-22,KZ Okpala,22,MIA,244,Garbage Time,Stretch Big,Helper,-1.14,0.32,5.42,0.46,4.23,-0.11,-0.02,-0.05,36.8,-0.2,27.77,78.46,66.54,78.32,76.34,66.5,66.89,67.84,49.76,59.83,-0.02,0.09,-0.16,-0.04,1.7,1.39,9.82,-0.13,-0.03,12.75,78.12,70.71,60.18,60.4,39.23,43.66,66.29,43.16,59.19,60.27,-0.76,0.47,-0.27,2.94,0.62,0.31,1.33,60,0.93,0.62,33.14,73.78,44.35,60.32,26.13,48.32,85.48,66.17,19.91,19.87,0.38,1.08,1,0.35,56.52,12.96,2.67,-0.85,0.07,0.12,48,80.94,77.37,57.19,20.46,86.07,43.01,36.6,56,63.15,23.33,67.56,111.15,34.65,8.97,97.14,77.83,21.41
2044,2022-23,KZ Okpala,23,SAC,248,Garbage Time,Stationary Shooter,Wing Stopper,-2.04,0.87,6.04,1.31,4.16,-0.49,-0.38,0,34.9,0.82,7.77,92.79,75.44,92.7,75.73,42.18,44.43,71.52,39.16,89.37,-0.06,0.78,1.22,0.45,1.79,1.37,6.93,0.33,0.33,31.69,93.46,86.93,92.52,97.74,41,43.09,55.18,95.58,96.19,98.45,0.81,0.99,0.27,2.06,0.96,0.55,1.37,16.67,1.04,0.61,84.25,85.44,90.04,41.2,47.59,77.74,93.06,40.68,34.72,17.84,0.44,0.96,0.91,0.6,58.74,10.61,3.27,-1.91,-0.02,0.03,66.97,77.74,73.51,82.1,83.95,78.48,69.47,6.05,49.2,51.98,25,49.52,110.28,38.89,11.19,34.52,73.28,33.58
2045,2020-21,Kevin Porter Jr.,20,HOU,835,Starter,Shot Creator,Point of Attack,0.12,-0.36,5.63,0.1,3.21,-0.63,-0.83,-1.09,41.1,-1.08,76.38,26.18,69.82,65.23,61.49,20.43,2.67,8.47,73.08,10.27,0.04,1.03,0.65,0.19,2.17,1.62,16.73,0.24,0.13,17.78,20.89,90.37,85.07,86.48,49.66,50.54,84.18,90.14,82.66,80.68,-0.68,1.56,0.16,2.26,0.81,0.26,1.21,79.41,0.9,0.63,35.95,93.19,83.93,44.96,36.3,40.87,40.67,94.66,16.86,22.04,0.31,0.34,0.37,0.17,57.41,6.67,2.28,-0.11,-0.08,0.07,29.52,41.62,23.54,26.84,38.52,59.44,29.93,68.61,44.69,57.62,26.25,64.73,109.48,51.15,13.99,92.59,68.85,79.61
2046,2021-22,Kevin Porter Jr.,21,HOU,1907,Starter,Shot Creator,Point of Attack,-0.25,-0.25,5.95,-0.86,3.06,-0.6,-0.53,-0.27,42.6,-0.57,62.21,36.87,74.27,7.69,58.13,25.32,27.71,49.06,78.64,36.2,0.06,0.85,1.64,0.26,3.1,2.42,19.6,0.06,0.24,26.79,10.1,88.05,95.94,91.27,72.54,74.97,89.28,68.54,91.92,95.65,-0.21,-1.55,0.25,2.65,1.3,0.62,1.21,57.43,1.28,0.69,51.9,0.81,88.97,53.41,71.71,83.07,40.67,62.92,70.13,36.65,0.57,0.41,0.42,0.24,57.13,7.31,3.32,-0.13,0.08,-0.35,88.53,47.29,29.67,37.9,30.35,63.17,71.53,67.98,56.83,19.25,30.75,60.45,111.96,45.87,30.08,79.97,81.72,60.85
2047,2022-23,Kevin Porter Jr.,22,HOU,2024,Starter,Shot Creator,Point of Attack,0.59,-0.23,5.38,-0.84,2.4,-0.6,-0.69,-0.68,33.9,0,87.65,39.13,65.93,8.1,40.23,25.32,10.5,21.62,33.81,69.31,0.09,1.02,1.06,0.32,3.57,2.61,23.9,0.33,0.23,20.84,1.98,90.25,90.91,93.92,81.3,79.42,95.05,95.58,91.34,87.72,1.27,-1.51,0.24,3.37,1.49,0.53,1.23,54.22,1.44,0.91,92.94,0.97,88.46,71.77,80.88,76.1,48.19,57.9,83.14,84.99,0.5,0.31,0.32,0.09,55.93,5.82,3.3,0.65,0.33,0.24,79.78,39.03,17.81,16.79,16.64,54.95,70.77,87.34,71.24,73.54,31.06,56.68,109.68,46.79,31.2,63.65,70.02,64.39
2048,2024-25,Kevin Porter Jr.,24,LAC/MIL,1482,Rotation,Shot Creator,Point of Attack,-0.67,0.1,5.45,-0.46,2.86,-0.47,-0.48,-0.46,34.1,-1.27,44.93,67.32,67.06,16.67,53.16,44.47,34.18,33.81,34.69,5.56,0.02,-0.29,-0.22,-0.05,4.59,3.35,13.89,-0.04,-0.04,14.51,37.58,55.82,57.15,58.71,92.51,90.96,78.06,54.19,57.62,68.26,0.61,1.82,-0.08,2.37,2,0.76,1.34,50.68,1.87,1.11,78.79,95.39,63.34,46.87,93.46,89.7,87.92,53.69,96.72,95.94,0.69,0.32,0.34,0.24,58.93,6.44,4.34,-1.21,2.05,1.13,95.24,39.91,20.18,37.9,87.94,58.21,93.41,22.16,98.85,98.71,30.22,53.19,113.81,40.6,27.95,48.76,89.18,40.33
2049,2025-26,Kevin Porter Jr.,25,MIL,1261,Starter,Shot Creator,Point of Attack,0.2,-0.21,0,0,2.28,-0.51,-0.53,-0.62,,-0.89,78.67,41.56,0,36.89,36.85,39.71,27.71,24.69,,17.88,0.05,1.19,0.85,0.18,1.44,0,25.03,0.19,0.13,19.24,14.68,92.44,88.17,85.65,35.46,0,96.07,85.77,82.66,84.56,1.37,1.13,0.13,0,2.43,1,1.23,0,2.2,1.23,93.94,87.69,81.38,0,97.21,95.59,48.19,0,99.32,98.32,0.84,0.56,0.57,0.33,58.29,0,3.14,0.26,0.91,0.56,98.66,58.48,46.24,53.75,65.97,0,64.14,79.65,88.69,89.93,37.14,41.91,109.1,54.89,56.17,14.27,66.83,88.71
2050,2019-20,Kevin Porter Jr.,19,CLE,1162,Key Rotation,Shot Creator,Chaser,-0.36,-0.71,6.24,-0.54,3.81,-0.49,-0.42,-0.29,40.5,-1.16,57.39,4.83,77.56,14.09,71.4,42.18,40.23,47.66,70.72,8.05,0.08,-1.06,-0.34,0.02,3.66,2.59,12.76,0.14,-0.06,11.13,3.9,16.36,50.28,68.87,82.49,78.92,75.53,79.99,53.96,52.34,-0.03,-0.34,-0.06,4.35,1.45,0.38,1.3,65.85,1.39,0.97,58.09,46.43,65.12,90.9,79.15,58.74,76.17,77.25,79.91,89.86,0.39,0.44,0.46,0.21,57.54,4.91,3.43,-0.56,-0.46,-0.29,51.54,49.8,34.24,32.99,42.49,49.95,75.72,49.77,24.28,22.65,35.71,67.29,108.43,47.4,50.18,96.78,63.3,66.82
2051,2021-22,Charles Bassey,21,PHI,168,Garbage Time,Athletic Finisher,Anchor Big,-1.33,0.45,6.25,0.81,4.98,2.05,1.84,-0.27,36.8,0.43,21.61,83.31,77.69,86.48,82.43,92.91,91.3,49.06,49.76,82.45,-0.02,-0.2,-0.53,-0.28,2.46,1.79,1.91,-0.54,-0.19,11.49,78.12,60.2,39.19,19.69,57.45,56.46,23.41,14.59,29.97,54.17,-2.03,-0.77,-0.68,1.79,1.12,0.45,1.29,57.14,1.15,0.74,1.72,27.32,9.56,36.85,59.28,67.58,72.6,61.89,52.06,52.06,0.42,3.79,2.84,1.32,57.07,36.17,4.42,-1.12,0.24,0.14,61.59,99.54,98.9,97.48,28.75,99.65,94.26,25.76,66.73,64.9,34.19,42.4,89.56,34.98,44.4,15.13,5.39,22.14
2052,2025-26,Charles Bassey,25,MEM/PHI/BOS/GSW,153,Too Few Games,Post Scorer,Mobile Big,-0.61,0.98,0,0,5.32,1.34,1.38,0.33,,1.12,47.23,94.11,0,36.89,85.02,85.44,86.24,85.84,,92.9,-0.05,-0.79,-0.98,-0.32,0.47,0,6.1,-0.92,-0.37,13.79,90.89,28.55,16.52,15.03,19.73,0,50.92,1.11,8.59,64.7,-1.9,-1.33,-0.66,0,0.95,0.47,0.28,0,1.15,0.7,2.86,2.14,10.41,0,46.77,69.63,15.07,0,52.06,39.84,0.49,2.6,2,0.97,58.15,0,2.87,-0.44,0.39,0.24,77.9,97.57,95.72,93.42,61.14,0,50.98,55.39,74.03,73.54,33.33,36.01,92,41.11,38.86,7.84,9.35,42.32
2053,2022-23,Charles Bassey,22,SAS,508,Rotation,Roll + Cut Big,Anchor Big,0.12,0.37,8.26,1.27,7,1.85,1.47,-0.93,45.9,0.18,76.38,80.79,91.45,92.26,94.17,90.62,87.31,12.27,88.57,75.51,-0.01,-0.63,-0.76,-0.32,3.08,2.45,3.47,-0.54,-0.31,6.94,69.88,37.5,26.38,15.03,72.08,75.78,31.89,14.59,13.23,32.35,-1.63,-1.27,-0.68,1.68,1.12,0.49,1.25,52.38,1.11,0.67,6.94,2.76,9.56,35.4,59.28,72.03,55.98,55.33,45.51,31.11,0.44,2.31,2.11,1.1,57.87,25.78,4.16,1.05,0.05,0.04,66.97,96.28,96.31,95.55,52.21,98.68,91.12,91.68,54.39,53.47,38.86,44.21,92.59,42.22,63.71,19.45,10.52,46.81
2054,2023-24,Charles Bassey,23,SAS,205,Garbage Time,Athletic Finisher,Mobile Big,-1,0.74,6.99,0.85,6.21,-0.74,,,42.7,1.05,32.47,90.81,84.14,87.01,90.61,4.69,,,79,92.08,-0.02,-0.19,-0.53,-0.13,4.26,3.24,3.2,-0.51,-0.07,11.41,78.12,60.58,39.19,45.1,90.02,89.72,30.07,16.71,52.29,53.75,-1.26,-0.9,-0.59,1.53,1.36,0.34,1.3,37.5,1.23,0.8,16.5,18.01,15.25,34.09,74.81,52.94,76.17,43.4,64.27,68.13,0.4,2.9,2.36,1.57,59.77,32.69,4.97,-0.42,0.41,0.3,55.17,98.45,97.53,98.74,96.12,99.29,97.58,56.3,74.83,77.4,27.37,43.05,93.42,43.33,17.29,16.51,12.38,50.97
2055,2024-25,Charles Bassey,24,SAS,376,Rotation,Roll + Cut Big,Mobile Big,-1.35,0.4,9.09,1.07,7.38,1.99,1.81,-0.23,39.9,-0.21,21,81.88,95.26,90.25,95.79,92.26,90.94,52.72,67.27,59.33,-0.03,-0.22,-0.39,-0.07,3.75,2.72,5.28,-0.41,-0.08,10.81,84.18,59.41,47.28,55.65,83.88,81.49,45.87,24,50.56,50.6,-1.69,-1.32,-0.52,2.91,1.31,0.28,1.28,41.18,1.28,0.88,5.68,2.29,22.39,59.65,72.21,43.79,68.91,44.89,70.13,81.8,0.39,2.81,2.48,1.53,59.31,24.19,4.94,-1.27,-0.95,-0.6,51.54,98.18,97.99,98.66,92.74,98.25,97.48,19.92,9.92,9.41,36.47,53.08,92.24,44,53.67,48.42,9.78,53.81
