RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Screener Rim Defense,Rim Protection,Rim Contests Per 75 Possessions,Rim Points Saved Per 75 Possessions,Stable Rim DFGA Per 75 Possessions,Help Defensive Activity,Help Defense Talent,Help Effectiveness Rating,Percentage of Shots at Rim Contested,Post Defense,Screener Rim Defense_percentile,Rim Protection_percentile,Rim Contests Per 75 Possessions_percentile,Rim Points Saved Per 75 Possessions_percentile,Stable Rim DFGA Per 75 Possessions_percentile,Help Defensive Activity_percentile,Help Defense Talent_percentile,Help Effectiveness Rating_percentile,Percentage of Shots at Rim Contested_percentile,Post Defense_percentile,Stable Rim dFG% vs. Expected,Perimeter Isolation Defense,Matchup Difficulty,Guarded Shooting Talent,Passing Lane Defense,Deflections Per 75 Possessions,% of Time Guarding Primary Ball Handlers,Guarded 3PT Shooting Talent,Guarded Midrange Talent,% of Time Guarding Usage Tier 1 Players,Stable Rim dFG% vs. Expected_percentile,Perimeter Isolation Defense_percentile,Matchup Difficulty_percentile,Guarded Shooting Talent_percentile,Passing Lane Defense_percentile,Deflections Per 75 Possessions_percentile,% of Time Guarding Primary Ball Handlers_percentile,Guarded 3PT Shooting Talent_percentile,Guarded Midrange Talent_percentile,% of Time Guarding Usage Tier 1 Players_percentile,Off-Ball Chaser Defense,Ball Screen Navigation,Guarded 3PT Shot Creation,3PT Contests Per 75 Possessions,Steals Per 75 Possessions,Pickpocket Rating,Defensive Miles Per 75 Possessions,Loose Ball Recovery Rate,Stable Steals Per 75,Stable Bad Pass Steals Per 75,Off-Ball Chaser Defense_percentile,Ball Screen Navigation_percentile,Guarded 3PT Shot Creation_percentile,3PT Contests Per 75 Possessions_percentile,Steals Per 75 Possessions_percentile,Pickpocket Rating_percentile,Defensive Miles Per 75 Possessions_percentile,Loose Ball Recovery Rate_percentile,Stable Steals Per 75_percentile,Stable Bad Pass Steals Per 75_percentile,Stable Lost Ball Steals Per 75,Blocks Per 75 Possessions,Stable Blocks Per 75,Stable Recovered Blocks Per 75,Stable Recovered Blocks%,Block Rate on Contests,Defensive Playmaking,Screener Mobile Defense,Rim Deterrence,Rim Deterrence Per 100,Stable Lost Ball Steals Per 75_percentile,Blocks Per 75 Possessions_percentile,Stable Blocks Per 75_percentile,Stable Recovered Blocks Per 75_percentile,Stable Recovered Blocks%_percentile,Block Rate on Contests_percentile,Defensive Playmaking_percentile,Screener Mobile Defense_percentile,Rim Deterrence_percentile,Rim Deterrence Per 100_percentile,DHO Coverage Versatility,Defensive Role Versatility,Overall Coverage Versatility,P&R Coverage Versatility,DHO Coverage Versatility_percentile,Defensive Role Versatility_percentile,Overall Coverage Versatility_percentile,P&R Coverage Versatility_percentile
4801,2019-20,Evan Fournier,27,ORL,2076,Starter,Off Screen Shooter,Chaser,-0.32,-0.03,5.2,-0.33,2,-0.59,-0.52,-0.34,39.1,0.2,59.22,58.07,63.01,21.32,29.49,26.96,28.91,43.03,63,76.28,0.06,0.44,1.13,0.32,3.25,2.37,12.22,0.33,0.24,22.45,10.1,80.2,91.48,93.92,75.99,73.88,73.91,95.58,91.92,90.85,-0.35,-0.35,0.16,3.4,1.26,0.37,1.27,72.53,1.24,0.85,47.06,46.03,83.93,72.74,69.01,57.45,64.58,88.33,65.25,77.32,0.38,0.27,0.28,0.12,57.3,4.37,3.02,-0.26,0.51,0.31,48,35.4,13.32,19.81,34.88,47.39,58.26,62.67,78.25,78.15,39.13,60.21,111.9,60.83,64.51,78.97,81.43,95.7
4802,2023-24,Evan Fournier,31,NYK/DET,580,Rotation,Movement Shooter,Chaser,-0.65,-0.45,5.01,-0.45,2.44,0.44,0.37,-0.3,37.6,-0.65,45.78,18.17,59.73,17.04,41.29,76.91,74.9,46.53,54.68,30.64,0.04,-0.13,-0.64,-0.16,5.58,4.31,6.71,0.05,-0.21,7.9,20.89,63.25,32.98,39.48,96.95,97.14,54.01,67.11,26.64,36.54,0.74,0.09,-0.26,1.9,1.84,0.57,1.32,54.17,1.59,1,82.36,61.68,45.41,38.5,90.79,79.36,82.76,57.79,90.45,91.77,0.5,0.44,0.48,0.34,58.91,14.89,4.33,-0.89,0,0.02,79.78,49.8,36.56,55.37,87.49,90.11,93.28,34.85,50.87,50.32,34.12,56.49,111.02,37.22,44.04,62.52,77.19,28.45
4803,2015-16,Jared Sullinger,23,BOS,1915,Key Rotation,Post Scorer,Anchor Big,2.03,0.42,6.74,0.38,5.4,1.37,1.32,-0.01,42.9,1.53,97.49,82.45,82.43,75.7,85.51,85.65,85.47,70.99,79.73,95.68,0,-1.01,-0.71,-0.1,1.1,0,0.58,-0.76,-0.13,15.34,59.35,18.35,29.3,50.67,31.48,0,18.22,4.26,41.31,71.9,-0.86,-0.93,-0.83,0,1.45,0.35,1.17,0,1.42,1.03,30.2,15.83,2.39,0,79.15,54.3,30.77,0,82.02,93.09,0.37,0.91,0.9,0.5,56.81,0,2.48,0.37,0.38,0.08,44.84,76.04,73,75.52,23.96,0,35.89,82.3,73.52,59.07,34.16,25.8,93.86,36.46,44.29,2.52,13.33,25.97
4804,2016-17,Jared Sullinger,24,TOR,118,Garbage Time,Stretch Big,Helper,-0.66,0.79,4.31,1.61,3.38,0.45,0.34,-0.46,25,0.59,45.22,91.65,46.15,95.13,64.66,77,74.66,33.81,10.47,85.76,-0.05,-0.39,-0.06,-0.08,3.65,2.99,2.63,-0.53,-0.01,31.14,90.89,51.01,66.02,54.19,82.43,86.1,26.33,15.4,62.88,98.21,-1.14,-0.71,-0.65,3.65,1.33,0.66,1.19,0,1.23,0.76,20.34,31.32,10.9,79.31,73.35,85.29,35.46,0,64.27,58.29,0.46,0.33,0.49,0.22,57.22,2.17,3.27,-0.5,0.32,0.19,72,40.91,37.44,34.82,32.44,38.77,69.47,52.26,70.59,69.62,27.06,39.77,103.83,62.57,16.41,11.33,39.28,96.88
4805,2018-19,John Jenkins,27,WAS/NYK,333,Rotation,Off Screen Shooter,Low Activity,-1.73,-0.45,3.77,-0.27,2.8,-0.5,-0.46,-0.37,37.8,-0.61,12.58,18.17,37.85,23.98,51.71,40.93,36.3,40.73,55.84,33.38,0.01,-1.42,-1.63,-0.14,0.89,0.89,5.45,0.06,-0.15,6.5,47.26,5.95,1.69,43.25,27.81,34.35,46.87,68.54,37.44,30.28,0.45,-0.43,-0.27,2.88,0,0,1.25,100,0.55,0.47,74.04,43.39,44.35,59,0,0,55.98,97.38,0.41,2.34,0.24,0.22,0.32,0.2,57.22,4.17,1.72,-1.29,-0.64,-0.46,18.09,31.24,17.81,31.64,32.44,46.12,18.18,19.39,17.88,14.25,50,62.31,114.97,30.95,94.4,86.12,92.51,13
4806,2015-16,John Jenkins,24,DAL/PHO,480,Garbage Time,Off Screen Shooter,Low Activity,-1.6,-0.72,2.82,-0.74,2.29,-0.68,-0.61,-0.14,27,-0.7,15.05,4.41,29.54,9.37,36.99,12.85,18.39,60.17,13.63,27.96,0.05,-0.87,-0.97,-0.16,0.52,0,4.73,0.03,-0.1,4.43,14.68,24.66,16.91,39.48,20.56,0,42,64.07,46.82,24.93,-0.29,0.62,-0.03,0,0.59,0.07,1.23,0,0.84,0.66,49.22,77.63,68.23,0,25.02,24.14,48.19,0,10.97,28.84,0.26,0.07,0.16,0.15,57.31,0,1.23,-1.45,-1.09,-0.64,20.62,23.4,2.91,23.53,35.14,0,14.84,14.93,7.04,8.21,24.44,57.04,109.51,53.03,10.23,65.33,69.03,84.43
4807,2016-17,John Jenkins,25,PHO,13,Too Few Games,Low Minute,Point of Attack,-2.85,-0.33,5.17,-4.44,3.33,-0.91,,,50,,0.59,28.89,62.53,0.4,63.76,1.2,,,94.14,,0.01,-0.37,-0.33,-0.7,0,0,10.34,-0.5,-0.61,0,47.26,52.01,50.99,0.64,0,0,68.08,17.55,0.87,0,-0.63,-0.6,-0.39,2.59,0,0,1.29,0,1.14,0.76,37.59,36.82,34.61,51.81,0,0,72.6,0,50.66,58.29,0.4,0,0.62,0.38,57.47,0,3.13,-2.1,-0.06,0,55.17,0,52.01,61.37,39.86,0,63.75,3.66,46.22,47.46,,35.92,84.2,,,7.77,0.96,
4808,2015-16,Jared Cunningham,24,CLE/MIL,410,Garbage Time,Movement Shooter,Chaser,-1.74,-0.31,2.9,-0.57,2.28,-0.63,-0.59,-0.23,26.3,-0.88,12.39,30.71,29.99,13.35,36.85,20.43,20.99,52.72,12.52,18.27,0.01,-0.05,-0.26,-0.04,0.65,0,9.65,0.1,-0.02,12.41,47.26,66.2,54.88,60.4,23.12,0,65.86,74.24,61.18,58.67,0.77,1.59,0.18,0,1.31,0.65,1.34,0,1.27,0.74,83.2,93.53,85.13,0,72.21,84.61,87.92,0,69.01,52.06,0.52,0.19,0.28,0.25,57.5,0,2.1,-1.55,-0.41,-0.05,82.85,29.28,13.32,39.48,41.23,0,25.42,12.34,26.65,41.25,30,55.91,100.38,37.88,25.43,60.12,28.15,30.51
4809,2015-16,Tony Wroten,22,PHI,144,Too Few Games,Shot Creator,Point of Attack,-0.97,-0.36,0.75,-0.63,1.17,-0.62,-0.61,-0.31,10,-0.34,33.25,26.18,23.6,11.77,17.44,22.11,18.39,45.4,0.19,51.54,0.01,-0.01,-0.06,-0.09,0.5,0,38.49,0,0.05,10.31,47.26,67.68,66.02,52.48,20.2,0,99.77,59.59,72.2,48.14,0.13,0.39,0.22,0,0.75,0.25,1.2,0,1.07,0.73,63.51,71.54,87.2,0,32.39,39.36,37.74,0,39.1,48.92,0.39,0,0.26,0.2,57.12,0,1.61,-1.04,-0.18,-0.02,51.54,0,11.22,31.64,29.79,0,16.96,28.94,38.72,44.53,,43.27,96.48,,,17.06,18.61,
4810,2017-18,Miles Plumlee,29,ATL,918,Rotation,Roll + Cut Big,Anchor Big,0.48,0.73,8.05,1.21,6.82,2.43,2.66,1.24,38.3,0.47,85.42,90.52,90.31,91.74,93.51,96.61,97.86,97.16,58.56,83.25,-0.03,-1.86,-1.04,-0.34,1.95,1.59,3.48,-0.7,-0.32,11.68,84.18,0.87,14.05,13.07,44.31,49.63,31.92,6.18,12.22,55.07,-1.52,-1.03,-0.62,2.47,0.68,0.32,1.2,59.57,0.81,0.51,9.23,9.88,12.84,49.18,28.43,49.63,37.74,65.8,8.9,4.6,0.36,1.19,1.16,0.75,59.37,7.58,2.85,0.3,1.84,0.74,41.88,83.62,82.4,87.84,93.2,64.82,50.2,80.78,98.22,93.96,27.14,44.13,86.33,20.63,16.73,19.25,1.88,3.52
4811,2018-19,Miles Plumlee,30,ATL,173,Garbage Time,Athletic Finisher,Anchor Big,-1.13,0.3,10.23,-1.37,6.6,1.26,1.12,-0.38,52,0.07,28.08,77.77,98.25,3.86,92.44,84.53,83.13,39.71,96.53,71.49,0.03,-0.27,-0.03,-0.16,2.21,1.6,4.28,-0.65,-0.16,13.01,28.38,56.84,67.67,39.48,50.64,49.93,38.28,8.11,35.47,61.32,-1.66,-1.07,-0.62,1.8,1.2,0.6,1.34,69.23,1.17,0.71,6.25,7.9,12.84,36.96,64.95,81.62,87.92,83.37,55.55,43.09,0.44,0.8,0.78,0.65,58.02,6.35,3.22,-0.39,0.38,0.31,66.97,71.93,66.44,84.3,56.25,57.69,67.62,57.7,73.52,78.15,44,41.1,96.06,43.55,82.26,13.2,17.77,52.22
4812,2015-16,Miles Plumlee,27,MIL,870,Rotation,Roll + Cut Big,Mobile Big,0.48,0.38,9.5,1.2,8.18,1.67,1.33,-0.91,55.1,-0.26,85.42,81.14,96.72,91.61,98.18,88.63,85.59,12.9,97.78,56.15,-0.04,-1.44,-1.25,-0.27,0.66,0,0.82,-0.83,-0.3,7.68,87.96,5.47,7.4,20.73,23.37,0,18.81,2.69,14.22,35.53,-1.13,-0.93,-0.88,0,0.92,0.26,1.35,0,1,0.71,20.65,15.83,0.8,0,44.25,40.87,89.8,0,28.71,43.09,0.33,2.19,2.07,1.09,56.56,0,2.77,0.74,-0.53,-0.43,33.91,95.75,96.11,95.49,20.88,0,47.03,88.42,21.82,15.54,33.7,28.61,101.27,51.01,42.44,3.76,30.25,79.2
4813,2016-17,Miles Plumlee,28,MIL/CHO,485,Garbage Time,Roll + Cut Big,Mobile Big,-0.28,0.74,7.87,0.98,7.38,2.27,1.64,-1.65,45.4,0.68,60.93,90.81,89.47,89.14,95.79,95.09,89.04,2.01,87.33,87.26,-0.03,-0.42,-0.18,-0.14,4.06,2.94,1.28,-0.71,-0.17,11.81,84.18,49.35,59.2,43.25,87.95,85.29,20.54,5.91,33.53,55.72,-0.72,-0.75,-0.8,1.67,1.43,0.32,1.34,0,1.34,0.93,34.54,28.56,3.63,35.29,78.24,49.63,87.92,0,75.78,86.85,0.37,1.03,0.99,0.53,57.27,7.93,3.91,-0.35,0.09,-0.24,44.84,79.74,76.91,77.8,33.54,66.59,87.48,59.17,57.58,25.98,45.64,35,100.81,50.09,87.09,7.11,29.09,76.94
4814,2017-18,Marquis Teague,24,MEM,74,Too Few Games,Low Minute,Point of Attack,-0.65,-0.3,7.14,-0.13,3.89,-0.48,-0.39,-0.1,46.7,-0.47,45.78,31.71,85.22,30.25,72.44,43.3,43.33,63.81,90.01,42.66,0.02,0.16,0.15,0.06,5.1,3.57,14.55,0,0.21,16.47,37.58,72.78,73.71,74.04,95.39,93.03,79.48,59.59,89.74,76.24,0.37,0.99,0.25,6.12,2.04,0.51,1.12,66.67,1.35,0.86,71.08,85.44,88.97,98.68,94.03,74.24,24.47,77.98,76.66,79.25,0.43,0,0.38,0.28,58.4,0,3.4,-0.45,0.04,-0.01,64.66,0,24.7,44.97,71.6,0,74.77,54.93,53.87,46.02,20,53.91,103.02,16.67,0,51.99,35.92,0
4815,2015-16,Festus Ezeli,26,GSW,770,Rotation,Post Scorer,Anchor Big,0.42,1.02,9.99,1.52,8.49,2.42,2.65,1.13,50.5,0.91,84.29,94.58,97.95,94.53,98.64,96.51,97.81,96.55,95.56,90.46,-0.06,-0.24,-0.47,-0.17,0.66,0.09,0.89,-0.71,-0.23,14.23,93.46,58.42,42.73,37.74,23.37,31.29,18.92,5.91,23.14,66.94,-0.96,-0.86,-0.79,0,0.85,0.28,1.27,0,0.95,0.66,26.84,20.75,4.18,0,39.13,43.79,64.58,0,22.27,28.84,0.34,2.36,2.22,1.32,58,0,3.01,0.73,1.46,0.6,36.37,96.5,96.83,97.48,55.68,0,57.67,88.28,96.09,91.18,26.34,28.33,89.36,24.5,14.12,3.67,5.22,5.69
4816,2016-17,Tomas Satoransky,25,WAS,719,Rotation,Secondary Ball Handler,Chaser,-1.63,-0.22,4.49,0.39,3.68,-0.56,-0.5,-0.17,34.1,-0.92,14.38,40.29,49.66,76.02,69.47,31.84,31.69,57.81,34.69,16.54,-0.02,-0.86,-1.03,-0.26,3.85,3.04,13.64,-0.13,-0.17,8.45,78.12,25.17,14.39,22.31,85.38,87.03,77.41,43.16,33.53,38.71,0.63,2.94,-0.05,3.47,1.39,0.59,1.38,0,1.33,0.79,79.29,99.62,66.19,74.85,76.21,80.87,94.3,0,75.15,66.05,0.51,0.32,0.36,0.25,57.71,3.73,3.55,-1.63,-0.58,-0.4,81.34,39.91,22.51,39.48,47.32,44.08,79.12,10.81,20.01,17.11,36,58.18,114.32,42.71,50.73,70.61,90.65,48.77
4817,2017-18,Tomas Satoransky,26,WAS,1643,Key Rotation,Primary Ball Handler,Point of Attack,-0.45,-0.47,4.88,-0.17,2.76,-0.61,-0.45,0.1,36.8,-1.12,53.72,16.92,57.17,28.43,50.59,23.66,37.43,77.88,49.76,9.15,0.04,0.37,0.31,0.08,3.22,2.37,26.23,0.1,0.08,14.34,20.89,78.57,77.74,76.42,75.49,73.88,97.12,74.24,76.37,67.46,1.09,1.84,0.22,3.54,1.2,0.35,1.34,79.07,1.2,0.83,90.18,95.71,87.2,76.37,64.95,54.3,87.92,94.53,59.85,73.82,0.36,0.35,0.36,0.24,58.92,4.29,3.06,-0.7,-0.26,-0.06,41.88,42.46,22.51,37.9,87.77,46.72,60.09,43.53,34.35,40.28,41.18,57.72,112.71,40.42,73.64,68.29,84.96,39.75
4818,2018-19,Tomas Satoransky,27,WAS,2164,Key Rotation,Primary Ball Handler,Point of Attack,0.01,-0.49,5.42,-0.43,2.86,-0.61,-0.63,-0.61,41.5,-0.25,72.87,15.32,66.54,17.77,53.16,23.66,16.58,25.25,74.65,56.83,0.05,-0.21,0.06,0.06,3.16,2.21,18.42,0.04,0.07,16.61,14.68,59.88,70.92,74.04,74,69.5,87.25,65.57,75.07,76.89,0.75,-0.01,0.11,3.49,1.36,0.42,1.32,75,1.34,0.91,82.58,58.23,80.03,75.33,74.81,64.03,82.76,90.44,75.78,84.99,0.41,0.22,0.23,0.15,57.51,2.74,3.03,-1.28,-0.63,-0.43,58.48,31.24,8.26,23.53,41.79,40.55,58.7,19.67,18.23,15.54,30.22,64.11,115.78,41.3,27.95,91.3,93.99,42.96
4819,2021-22,Tomas Satoransky,30,NOP/SAS/WAS,906,Rotation,Primary Ball Handler,Point of Attack,-0.87,-0.5,4.77,-0.23,2.58,-0.61,-0.58,-0.41,34.9,-0.91,37.01,14.8,54.75,25.84,45.45,23.66,22.03,37.39,39.16,17.08,0.05,0.1,-0.03,0,3.53,2.71,19.77,0.04,0.01,13.9,14.68,71.06,67.67,66.48,80.72,81.32,89.6,65.57,66.11,65.39,0.72,1.29,0.1,3.16,1.19,0.37,1.37,57.89,1.18,0.8,81.62,90.03,79.26,66.36,64.22,57.45,93.06,63.2,57.19,68.13,0.38,0.21,0.24,0.12,57.01,3.38,3.18,-0.96,-0.36,-0.24,48,30.57,9.04,19.81,27.2,42.82,65.91,31.93,29.15,25.98,32.86,60.83,112.9,43.24,37.94,81.23,85.61,50.75
4820,2019-20,Tomas Satoransky,28,CHI,1878,Starter,Primary Ball Handler,Chaser,-0.44,-0.73,5.07,-0.59,2.24,-0.55,-0.65,-0.9,43.1,-1.67,54.27,4.18,60.77,12.75,35.68,33.51,14.21,13.13,80.79,1.23,0.06,-0.02,-0.1,0.11,3.62,2.56,13.28,0.15,0.01,12.36,10.1,67.26,64.16,79.6,82.05,78.28,76.63,81.28,66.11,58.44,0.51,2.23,0.02,2.69,1.55,0.48,1.37,71.56,1.49,0.99,75.81,97.84,72.76,54.46,83.05,70.93,93.06,87.26,86.27,91.15,0.47,0.14,0.16,0.14,59.26,2.41,3.42,-0.28,-1.53,-0.78,74.36,26.09,2.91,22.24,92.21,39.54,75.44,62.04,2.18,5.18,48.8,66.85,112.02,70.29,93.19,96.26,82.04,99.24
4821,2020-21,Tomas Satoransky,29,CHI,1307,Key Rotation,Primary Ball Handler,Point of Attack,-0.24,-0.74,4.72,0.06,2.39,-0.68,-0.59,-0.15,38.6,-0.85,62.6,3.97,53.87,63.2,39.83,12.85,20.99,59.5,59.99,19.62,0.02,-0.84,-0.62,-0.04,2.84,2.19,13.56,0.07,-0.03,8.44,37.58,26.25,34.11,60.4,66.62,68.98,77.3,69.99,59.19,38.67,1.24,1.23,0,2.3,1.14,0.48,1.34,59.18,1.14,0.68,92.45,89,70.97,45.7,60.59,70.93,87.92,65.23,50.66,33.62,0.46,0.4,0.42,0.17,56.81,7.22,2.97,-0.68,-1.98,-1.21,72,46.57,29.67,26.84,23.96,62.76,55.69,44.28,0.69,0.91,40,59.3,109.6,57.1,66.23,75.15,69.55,91.97
4822,2019-20,Jae Crowder,29,MEM/MIA,1875,Starter,Movement Shooter,Wing Stopper,0.41,-0.01,4.62,-0.3,2.57,-0.47,-0.75,-1.47,36.3,-0.25,84.03,59.42,52.06,22.75,45.09,44.47,6.3,3.25,47.04,56.83,0.06,1.3,1.16,0.25,3.28,2.4,10.07,0.11,0.26,21.42,10.1,93.42,91.89,90.71,76.54,74.46,67.3,75.69,93.15,88.95,1.33,-0.36,0,4.19,1.36,0.47,1.19,62.2,1.33,0.85,93.45,45.71,70.97,88.95,74.81,69.63,35.46,70.61,75.15,77.32,0.46,0.45,0.46,0.26,58.03,5.59,3.32,-0.18,-0.17,0.11,72,50.4,34.24,41.34,56.54,53.78,71.53,65.9,39.38,62.19,47.69,58.79,106.3,53.9,91.33,72.91,50.8,86.55
4823,2022-23,Jae Crowder,32,MIL,340,Rotation,Movement Shooter,Helper,-0.61,0,6.7,0.97,4.02,-0.56,-0.56,-0.38,43.2,-0.33,47.23,60.38,82.05,89.02,74,31.84,24.4,39.71,81.1,52.2,0.01,-0.12,-0.29,-0.07,3.46,2.41,7.28,-0.02,-0.04,15.1,47.26,63.74,53.24,55.65,79.61,74.77,56.76,56.94,57.62,70.7,0.44,0.42,-0.2,2.41,1.26,0.21,1.23,55.56,1.18,0.84,73.61,72.42,50.61,47.74,69.01,33.83,48.19,59.62,57.19,75.63,0.32,0.63,0.64,0.34,58.14,12.77,3.23,-0.26,0.27,0.03,31.57,63.22,54.08,55.37,60.88,85.54,68.03,62.67,68.43,51.98,25.33,60.42,109.72,40,11.88,79.79,70.26,37.93
4824,2023-24,Jae Crowder,33,MIL,1156,Key Rotation,Stationary Shooter,Wing Stopper,0.15,0.14,3.99,0.45,2.3,-0.17,-0.56,-1.45,30.7,-0.59,77.21,69.34,40.93,78,37.38,64.12,24.4,3.37,21.24,34.66,0.03,0.69,0.47,0.2,3.17,2.36,7.26,0.12,0.22,21.05,28.38,85.27,81.65,87.35,74.19,73.58,56.64,77.05,90.57,88.27,1.43,-0.28,-0.08,2.04,1.19,0.38,1.29,63.64,1.18,0.78,94.9,48.67,63.34,40.81,64.22,58.74,72.6,73.23,57.19,63.86,0.39,0.28,0.31,0.13,57.56,7.14,2.94,-0.84,1.09,0.72,51.54,36.41,16.79,20.97,42.95,62.17,54.42,37.01,91.67,93.5,27.74,58.56,109.58,33.11,18.11,72,69.41,16.54
4825,2015-16,Jae Crowder,25,BOS,2308,Star,Movement Shooter,Wing Stopper,-0.21,-0.18,2.95,-0.5,2.37,-0.64,-0.71,-0.59,24,-0.3,63.82,44.69,30.3,15.36,39.13,18.91,8.79,26.2,9.38,53.84,0.07,0.66,0.71,0.23,1.34,0,2.75,0.06,0.33,23.34,6.89,84.59,86.02,89.59,34.45,0,26.96,68.54,96.19,91.81,1.04,0.54,-0.12,0,1.99,0.65,1.22,0,1.9,1.24,89.08,75.85,58.6,0,93.32,84.61,44.45,0,97.24,98.41,0.61,0.55,0.56,0.29,56.36,0,2.73,-0.23,0.08,0.22,91.5,57.7,45.06,46.74,19.06,0,45.26,63.75,56.83,71.94,43,45,110.01,61.59,79.3,21.6,71.82,96.19
4826,2016-17,Jae Crowder,26,BOS,2335,Star,Movement Shooter,Wing Stopper,0,0.27,2.5,-0.17,2,-0.6,-0.5,-0.04,21.5,-0.04,72.4,76.44,27.42,28.43,29.49,25.32,31.69,68.72,6.14,67.66,0.02,0.32,0.49,0.18,3.61,2.83,3.2,0.04,0.26,21.77,37.58,77.25,81.95,85.65,81.92,83.46,30.07,65.57,93.15,89.73,0.03,1,-0.12,4.12,1.16,0.38,1.22,0,1.17,0.78,60.16,85.62,58.6,88,62.08,58.74,44.45,0,55.55,63.86,0.39,0.37,0.38,0.25,58.18,4.49,3.22,0.03,0.27,0.21,51.54,43.99,24.7,39.48,62.13,47.79,67.62,73.6,68.43,71.17,44.91,51.34,108.75,50.23,85.19,41.32,64.94,77.08
4827,2020-21,Jae Crowder,30,PHO,1648,Starter,Stationary Shooter,Wing Stopper,-0.03,0.16,5.11,0.41,3.34,-0.3,-0.22,-0.07,39.1,-0.19,71.31,70.45,61.5,76.76,63.93,58.36,57.38,66.34,63,60.51,0.01,0.62,0.21,-0.03,2.61,1.99,5.64,-0.06,-0.06,14.96,47.26,83.89,75.47,62.2,60.97,62.96,48.13,51.17,53.96,70.25,1.06,0.46,-0.19,3.24,1.07,0.45,1.21,57.63,1.08,0.65,89.41,73.39,51.4,68.33,55.66,67.58,40.67,62.96,40.78,26.51,0.44,0.6,0.61,0.32,57.45,7.87,2.93,0.21,-0.01,0.11,66.97,61.29,50.9,51.96,39.39,66.28,53.83,78.44,50.04,62.19,34.09,66.28,110.07,39.21,44.02,95.41,72.17,35.25
4828,2021-22,Jae Crowder,31,PHO,1886,Starter,Movement Shooter,Wing Stopper,-0.09,0.23,5.17,-0.23,3.05,-0.41,-0.44,-0.53,34.4,0.11,69.03,74.49,62.53,25.84,57.95,50.15,38.44,29.48,36.43,73.1,0.04,0.72,0.65,0.11,3.95,2.89,8.45,0.01,0.07,20.37,20.89,85.83,85.07,79.6,86.67,84.48,61.49,61.27,75.07,86.8,0.61,0.42,-0.13,3.78,1.83,0.77,1.2,45.98,1.74,0.99,78.79,72.42,57.82,81.95,90.6,90.18,37.74,47.88,94.72,91.15,0.69,0.58,0.58,0.24,55.36,7.37,3.95,1.63,0.83,0.63,95.24,59.93,47.49,37.9,15.03,63.57,88.14,95.59,87.15,91.77,31.54,67.29,110.46,40.66,33.19,96.78,74.33,40.59
4829,2024-25,Jae Crowder,34,SAC,103,Garbage Time,Stationary Shooter,Helper,-1.34,0.29,3.55,0.23,2.75,-0.25,-0.24,-0.3,29.4,0.22,21.38,77.44,35.07,70.22,50.24,60.83,56.45,46.53,17.96,76.92,0.01,-0.23,-0.16,-0.08,2.49,1.78,5.23,-0.25,-0.02,4.61,47.26,58.93,60.18,54.19,58.16,56.08,45.54,33.43,61.18,25.34,-0.21,-0.7,-0.34,3.55,1.07,0.36,1.17,66.67,1.2,0.76,51.9,31.96,38.42,76.62,55.66,55.88,30.77,77.98,59.85,58.29,0.45,0,0.31,0.24,58.34,0,2.95,-1.23,0.14,0.11,69.39,0,16.79,37.9,68.5,0,54.82,21.37,61.11,62.19,40,39.48,105.79,50,66.23,10.97,48.67,74.86
4830,2017-18,Jae Crowder,27,CLE/UTA,2090,Key Rotation,Movement Shooter,Wing Stopper,0.5,-0.06,4.99,0.13,3.2,-0.35,-0.38,-0.43,36.6,0.25,85.81,55.7,59.16,66.52,61.33,55.23,44.43,35.87,48.79,77.71,0.04,-0.39,-0.48,-0.02,2.9,2.1,4.08,-0.08,0,15.69,20.89,51.01,42.14,63.65,67.94,66.33,36.33,48.5,64.54,73.3,-0.41,0.67,-0.28,4.25,1.15,0.35,1.23,65,1.15,0.79,45.05,78.65,43.43,89.54,61.2,54.3,48.19,75.81,52.06,66.05,0.37,0.37,0.38,0.24,58.7,3.85,2.83,0.52,-0.23,0.01,44.84,43.99,24.7,37.9,82.62,44.67,49.43,85.12,36.08,48.66,44.42,68.45,111.48,53.34,84.13,97.75,79.28,85.32
4831,2018-19,Jae Crowder,28,UTA,2166,Starter,Movement Shooter,Helper,1.66,0.08,4.17,0.73,2.16,-0.44,-0.36,-0.22,36.2,-0.58,96.44,66.14,43.56,84.95,33.58,47.68,46.47,53.47,46.45,35.43,0,-0.68,-0.79,-0.09,2.17,1.54,3.04,-0.05,-0.13,12.1,59.35,34.32,25,52.48,49.66,47.95,28.95,52.6,41.31,57.06,-0.6,-0.75,-0.36,3.15,1.06,0.43,1.19,67.52,1.07,0.65,38.83,28.56,36.88,66.1,54.87,65.13,35.46,81.13,39.1,26.51,0.42,0.51,0.52,0.27,56.6,6.87,2.62,0.73,-0.42,-0.02,61.59,54.71,40.71,43.17,21.27,60.61,40.82,88.28,26.16,44.53,54.12,66.16,105.29,69.85,98.21,95.23,46.31,99.13
