provider,provider_event_id,provider_market_id,provider_league,provider_market_name,book,book_display_name,book_category,sport,market_type,stat,player_name,line,home_team,away_team,over_odds,under_odds,updated_at,period,event_date,question
kalshi,KXMLBHRR-26APR201110DETBOS,KXMLBHRR-26APR201110DETBOS-DETHLEE50-2,mlb,Hao-Yu Lee: 2+ hits + runs + RBIs?,kalshi,Kalshi,prediction_market,mlb,player_over_under,hitsrunsrbis,Hao-Yu Lee,1.5,BOS,DET,102,-102,2026-04-20T12:59:00.790854Z,,2026-04-20T18:10:00Z,"If Hao-Yu Lee records 2+ total hits + runs + rbis in the Detroit vs Boston professional baseball game originally scheduled for Apr 20, 2026 at 11:10 AM EDT, then the market resolves to Yes."
kalshi,KXMLBTB-26APR201110DETBOS,KXMLBTB-26APR201110DETBOS-BOSWCONTRERAS40-2,mlb,Willson Contreras: 2+ total bases?,kalshi,Kalshi,prediction_market,mlb,player_over_under,totalbases,Willson Contreras,1.5,BOS,DET,111,-111,2026-04-20T12:55:20.791395Z,,2026-04-20T18:10:00Z,"If Willson Contreras records 2+ total bases in the Detroit vs Boston professional baseball game originally scheduled for Apr 20, 2026 at 11:10 AM EDT, then the market resolves to Yes."
kalshi,KXMLBHRR-26APR201110DETBOS,KXMLBHRR-26APR201110DETBOS-DETHLEE50-1,mlb,Hao-Yu Lee: 1+ hits + runs + RBIs?,kalshi,Kalshi,prediction_market,mlb,player_over_under,hitsrunsrbis,Hao-Yu Lee,0.5,BOS,DET,270,-270,2026-04-20T12:59:00.790854Z,,2026-04-20T18:10:00Z,"If Hao-Yu Lee records 1+ total hits + runs + rbis in the Detroit vs Boston professional baseball game originally scheduled for Apr 20, 2026 at 11:10 AM EDT, then the market resolves to Yes."
kalshi,KXMLBTB-26APR201110DETBOS,KXMLBTB-26APR201110DETBOS-DETRGREENE31-5,mlb,Riley Greene: 5+ total bases?,kalshi,Kalshi,prediction_market,mlb,player_over_under,totalbases,Riley Greene,4.5,BOS,DET,102,-102,2026-04-20T12:55:14.792676Z,,2026-04-20T18:10:00Z,"If Riley Greene records 5+ total bases in the Detroit vs Boston professional baseball game originally scheduled for Apr 20, 2026 at 11:10 AM EDT, then the market resolves to Yes."
kalshi,KXMLBHRR-26APR201110DETBOS,KXMLBHRR-26APR201110DETBOS-DETGTORRES25-2,mlb,Gleyber Torres: 2+ hits + runs + RBIs?,kalshi,Kalshi,prediction_market,mlb,player_over_under,hitsrunsrbis,Gleyber Torres,1.5,BOS,DET,104,-104,2026-04-20T12:59:00.790854Z,,2026-04-20T18:10:00Z,"If Gleyber Torres records 2+ total hits + runs + rbis in the Detroit vs Boston professional baseball game originally scheduled for Apr 20, 2026 at 11:10 AM EDT, then the market resolves to Yes."
kalshi,KXMLBTB-26APR201110DETBOS,KXMLBTB-26APR201110DETBOS-DETRGREENE31-4,mlb,Riley Greene: 4+ total bases?,kalshi,Kalshi,prediction_market,mlb,player_over_under,totalbases,Riley Greene,3.5,BOS,DET,1900,-1900,2026-04-20T12:55:09.791946Z,,2026-04-20T18:10:00Z,"If Riley Greene records 4+ total bases in the Detroit vs Boston professional baseball game originally scheduled for Apr 20, 2026 at 11:10 AM EDT, then the market resolves to Yes."
kalshi,KXMLBHRR-26APR201110DETBOS,KXMLBHRR-26APR201110DETBOS-DETGTORRES25-1,mlb,Gleyber Torres: 1+ hits + runs + RBIs?,kalshi,Kalshi,prediction_market,mlb,player_over_under,hitsrunsrbis,Gleyber Torres,0.5,BOS,DET,233,-233,2026-04-20T12:59:00.790854Z,,2026-04-20T18:10:00Z,"If Gleyber Torres records 1+ total hits + runs + rbis in the Detroit vs Boston professional baseball game originally scheduled for Apr 20, 2026 at 11:10 AM EDT, then the market resolves to Yes."
kalshi,KXMLBTB-26APR201110DETBOS,KXMLBTB-26APR201110DETBOS-DETRGREENE31-3,mlb,Riley Greene: 3+ total bases?,kalshi,Kalshi,prediction_market,mlb,player_over_under,totalbases,Riley Greene,2.5,BOS,DET,1438,-1438,2026-04-20T12:55:04.791609Z,,2026-04-20T18:10:00Z,"If Riley Greene records 3+ total bases in the Detroit vs Boston professional baseball game originally scheduled for Apr 20, 2026 at 11:10 AM EDT, then the market resolves to Yes."
kalshi,KXMLBHRR-26APR201110DETBOS,KXMLBHRR-26APR201110DETBOS-DETDDINGLER13-2,mlb,Dillon Dingler: 2+ hits + runs + RBIs?,kalshi,Kalshi,prediction_market,mlb,player_over_under,hitsrunsrbis,Dillon Dingler,1.5,BOS,DET,-178,178,2026-04-20T12:59:00.790854Z,,2026-04-20T18:10:00Z,"If Dillon Dingler records 2+ total hits + runs + rbis in the Detroit vs Boston professional baseball game originally scheduled for Apr 20, 2026 at 11:10 AM EDT, then the market resolves to Yes."
kalshi,KXMLBTB-26APR201110DETBOS,KXMLBTB-26APR201110DETBOS-DETRGREENE31-2,mlb,Riley Greene: 2+ total bases?,kalshi,Kalshi,prediction_market,mlb,player_over_under,totalbases,Riley Greene,1.5,BOS,DET,733,-733,2026-04-20T12:55:00.790898Z,,2026-04-20T18:10:00Z,"If Riley Greene records 2+ total bases in the Detroit vs Boston professional baseball game originally scheduled for Apr 20, 2026 at 11:10 AM EDT, then the market resolves to Yes."
kalshi,KXMLBHRR-26APR201110DETBOS,KXMLBHRR-26APR201110DETBOS-DETDDINGLER13-1,mlb,Dillon Dingler: 1+ hits + runs + RBIs?,kalshi,Kalshi,prediction_market,mlb,player_over_under,hitsrunsrbis,Dillon Dingler,0.5,BOS,DET,102,-102,2026-04-20T12:59:00.790854Z,,2026-04-20T18:10:00Z,"If Dillon Dingler records 1+ total hits + runs + rbis in the Detroit vs Boston professional baseball game originally scheduled for Apr 20, 2026 at 11:10 AM EDT, then the market resolves to Yes."
kalshi,KXMLBTB-26APR201110DETBOS,KXMLBTB-26APR201110DETBOS-DETMVIERLING8-4,mlb,Matt Vierling: 4+ total bases?,kalshi,Kalshi,prediction_market,mlb,player_over_under,totalbases,Matt Vierling,3.5,BOS,DET,102,-102,2026-04-20T12:55:00.790898Z,,2026-04-20T18:10:00Z,"If Matt Vierling records 4+ total bases in the Detroit vs Boston professional baseball game originally scheduled for Apr 20, 2026 at 11:10 AM EDT, then the market resolves to Yes."
kalshi,KXMLBHRR-26APR201110DETBOS,KXMLBHRR-26APR201110DETBOS-DETCKEITH33-2,mlb,Colt Keith: 2+ hits + runs + RBIs?,kalshi,Kalshi,prediction_market,mlb,player_over_under,hitsrunsrbis,Colt Keith,1.5,BOS,DET,102,-102,2026-04-20T12:59:00.790854Z,,2026-04-20T18:10:00Z,"If Colt Keith records 2+ total hits + runs + rbis in the Detroit vs Boston professional baseball game originally scheduled for Apr 20, 2026 at 11:10 AM EDT, then the market resolves to Yes."
kalshi,KXMLBTB-26APR201110DETBOS,KXMLBTB-26APR201110DETBOS-DETMVIERLING8-3,mlb,Matt Vierling: 3+ total bases?,kalshi,Kalshi,prediction_market,mlb,player_over_under,totalbases,Matt Vierling,2.5,BOS,DET,102,-102,2026-04-20T12:55:00.790898Z,,2026-04-20T18:10:00Z,"If Matt Vierling records 3+ total bases in the Detroit vs Boston professional baseball game originally scheduled for Apr 20, 2026 at 11:10 AM EDT, then the market resolves to Yes."
kalshi,KXMLBHRR-26APR201110DETBOS,KXMLBHRR-26APR201110DETBOS-DETCKEITH33-1,mlb,Colt Keith: 1+ hits + runs + RBIs?,kalshi,Kalshi,prediction_market,mlb,player_over_under,hitsrunsrbis,Colt Keith,0.5,BOS,DET,344,-344,2026-04-20T12:59:00.790854Z,,2026-04-20T18:10:00Z,"If Colt Keith records 1+ total hits + runs + rbis in the Detroit vs Boston professional baseball game originally scheduled for Apr 20, 2026 at 11:10 AM EDT, then the market resolves to Yes."
kalshi,KXMLBTB-26APR201110DETBOS,KXMLBTB-26APR201110DETBOS-DETMVIERLING8-2,mlb,Matt Vierling: 2+ total bases?,kalshi,Kalshi,prediction_market,mlb,player_over_under,totalbases,Matt Vierling,1.5,BOS,DET,-19900,19900,2026-04-20T12:55:00.790898Z,,2026-04-20T18:10:00Z,"If Matt Vierling records 2+ total bases in the Detroit vs Boston professional baseball game originally scheduled for Apr 20, 2026 at 11:10 AM EDT, then the market resolves to Yes."
kalshi,KXMLBHRR-26APR201110DETBOS,KXMLBHRR-26APR201110DETBOS-BOSCNARVEZ75-2,mlb,Carlos Narváez: 2+ hits + runs + RBIs?,kalshi,Kalshi,prediction_market,mlb,player_over_under,hitsrunsrbis,Carlos Narváez,1.5,BOS,DET,212,-213,2026-04-20T12:59:00.790854Z,,2026-04-20T18:10:00Z,"If Carlos Narváez records 2+ total hits + runs + rbis in the Detroit vs Boston professional baseball game originally scheduled for Apr 20, 2026 at 11:10 AM EDT, then the market resolves to Yes."
kalshi,KXMLBTB-26APR201110DETBOS,KXMLBTB-26APR201110DETBOS-BOSMYOSHIDA7-5,mlb,Masataka Yoshida: 5+ total bases?,kalshi,Kalshi,prediction_market,mlb,player_over_under,totalbases,Masataka Yoshida,4.5,BOS,DET,1233,-1233,2026-04-20T12:55:00.790898Z,,2026-04-20T18:10:00Z,"If Masataka Yoshida records 5+ total bases in the Detroit vs Boston professional baseball game originally scheduled for Apr 20, 2026 at 11:10 AM EDT, then the market resolves to Yes."
kalshi,KXMLBHRR-26APR201110DETBOS,KXMLBHRR-26APR201110DETBOS-BOSCNARVEZ75-1,mlb,Carlos Narváez: 1+ hits + runs + RBIs?,kalshi,Kalshi,prediction_market,mlb,player_over_under,hitsrunsrbis,Carlos Narváez,0.5,BOS,DET,-100,-100,2026-04-20T12:59:00.790854Z,,2026-04-20T18:10:00Z,"If Carlos Narváez records 1+ total hits + runs + rbis in the Detroit vs Boston professional baseball game originally scheduled for Apr 20, 2026 at 11:10 AM EDT, then the market resolves to Yes."
kalshi,KXMLBTB-26APR201110DETBOS,KXMLBTB-26APR201110DETBOS-BOSMYOSHIDA7-4,mlb,Masataka Yoshida: 4+ total bases?,kalshi,Kalshi,prediction_market,mlb,player_over_under,totalbases,Masataka Yoshida,3.5,BOS,DET,2122,-2122,2026-04-20T12:55:00.790898Z,,2026-04-20T18:10:00Z,"If Masataka Yoshida records 4+ total bases in the Detroit vs Boston professional baseball game originally scheduled for Apr 20, 2026 at 11:10 AM EDT, then the market resolves to Yes."
kalshi,KXMLBHRR-26APR201110DETBOS,KXMLBHRR-26APR201110DETBOS-BOSCDURBIN17-2,mlb,Caleb Durbin: 2+ hits + runs + RBIs?,kalshi,Kalshi,prediction_market,mlb,player_over_under,hitsrunsrbis,Caleb Durbin,1.5,BOS,DET,-19900,19900,2026-04-20T12:59:00.790854Z,,2026-04-20T18:10:00Z,"If Caleb Durbin records 2+ total hits + runs + rbis in the Detroit vs Boston professional baseball game originally scheduled for Apr 20, 2026 at 11:10 AM EDT, then the market resolves to Yes."
kalshi,KXMLBTB-26APR201110DETBOS,KXMLBTB-26APR201110DETBOS-BOSMYOSHIDA7-3,mlb,Masataka Yoshida: 3+ total bases?,kalshi,Kalshi,prediction_market,mlb,player_over_under,totalbases,Masataka Yoshida,2.5,BOS,DET,1438,-1438,2026-04-20T12:55:00.790898Z,,2026-04-20T18:10:00Z,"If Masataka Yoshida records 3+ total bases in the Detroit vs Boston professional baseball game originally scheduled for Apr 20, 2026 at 11:10 AM EDT, then the market resolves to Yes."
