player_firstName,player_lastName,player_name,player_id,team_fullName,team_conference_name,team_conference_abbr,team_conference_id,team_division_name,team_division_abbr,team_division_id,team_name,team_abbr,team_id,stats_gp,stats_timePercent,stats_possessions,stats_points,stats_ppp,stats_pppRank,stats_fgMade,stats_fgMiss,stats_fgAttempt,stats_fgPercent,stats_fgPercentEffective,stats_shot2Made,stats_shot2Miss,stats_shot2Attempt,stats_shot2Percent,stats_shot3Made,stats_shot3Miss,stats_shot3Attempt,stats_ftMade,stats_ftMiss,stats_ftAttempt,stats_ftPercent,stats_plusOne,stats_shotFoul,stats_score,stats_turnover,SeasonID,SeasonLabel,QueryPlayType
Day'Ron,Sharpe,Day'Ron Sharpe,615a2ab8e771e94fc0ad82db,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,35,0.18095238095238095,38,46,1.2105263157894737,260,21,10,31,0.6774193548387096,0.6774193548387096,21,10,31,0.6774193548387096,0,0,0,4,3,7,0.5714285714285714,1,4,24,4,6120261cea4488c9fd5c57c5,,Cut
Marko,Simonovic,Marko Simonovic,615d0923e771e94fc00a6be1,Chicago Bulls,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Chicago,CHI,54457dd3300969b132fcfe4b,10,,4,4,1.0,,1,1,2,0.5,0.5,1,1,2,0.5,0,0,0,2,0,2,1.0,0,1,2,1,6120261cea4488c9fd5c57c5,,Cut
Serge,Ibaka,Serge Ibaka,620b205907c7bd5c299c0b10,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,25,0.13138686131386862,18,18,1.0,357,9,9,18,0.5,0.5,9,9,18,0.5,0,0,0,0,0,0,,0,0,9,0,6120261cea4488c9fd5c57c5,,Cut
Rajon,Rondo,Rajon Rondo,61d91f6ddf8a6a3c11deb39f,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,23,,1,2,2.0,,1,0,1,1.0,1.0,1,0,1,1.0,0,0,0,0,0,0,,0,0,1,0,6120261cea4488c9fd5c57c5,,Cut
Kai,Jones,Kai Jones,615dd267e771e94fc030260f,Charlotte Hornets,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Charlotte,CHA,54457dd3300969b132fcfe58,25,,5,8,1.6,,4,1,5,0.8,0.8,4,1,5,0.8,0,0,0,0,0,0,,0,0,4,0,6120261cea4488c9fd5c57c5,,Cut
Solomon,Hill,Solomon Hill,5fd42b555fe05a0e9f820886,Atlanta Hawks,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Atlanta,ATL,54457dd3300969b132fcfe49,16,,4,4,1.0,,1,2,3,0.3333333333333333,0.3333333333333333,1,2,3,0.3333333333333333,0,0,0,2,0,2,1.0,0,1,2,0,6120261cea4488c9fd5c57c5,,Cut
Wesley,Matthews,Wesley Matthews,61ac3648d7ea140d4ab2ba60,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,61,0.05521472392638037,18,20,1.1111111111111112,315,10,7,17,0.5882352941176471,0.5882352941176471,10,7,17,0.5882352941176471,0,0,0,0,0,0,,0,0,10,1,6120261cea4488c9fd5c57c5,,Cut
Tomas,Satoransky,Tomas Satoransky,544580d2300969b132fd4898,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,22,,9,7,0.7777777777777778,,2,5,7,0.2857142857142857,0.2857142857142857,2,5,7,0.2857142857142857,0,0,0,3,1,4,0.75,0,2,4,0,6120261cea4488c9fd5c57c5,,Cut
Luke,Kornet,Luke Kornet,61c3f077df8a6a3c11db6a18,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,2,,2,0,0.0,,0,2,2,0.0,0.0,0,2,2,0.0,0,0,0,0,0,0,,0,0,0,0,6120261cea4488c9fd5c57c5,,Cut
Jamorko,Pickett,Jamorko Pickett,615e4bcfe771e94fc0e9eb14,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,17,,6,6,1.0,,3,2,5,0.6,0.6,3,2,5,0.6,0,0,0,0,0,0,,0,0,3,1,6120261cea4488c9fd5c57c5,,Cut
Evan,Fournier,Evan Fournier,615d00e0e771e94fc0d2925b,New York Knicks,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,NewYork,NYK,54457dd3300969b132fcfe3e,84,0.01737619461337967,20,14,0.7,399,7,10,17,0.4117647058823529,0.4117647058823529,7,10,17,0.4117647058823529,0,0,0,0,4,4,0.0,0,2,7,1,6120261cea4488c9fd5c57c5,,Cut
Josh,Jackson,Josh Jackson,5fd42b7d5fe05a0e9f828cb6,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,43,0.07397260273972603,27,37,1.3703703703703705,127,17,6,23,0.7391304347826086,0.7391304347826086,17,6,23,0.7391304347826086,0,0,0,3,4,7,0.42857142857142855,1,4,19,1,6120261cea4488c9fd5c57c5,,Cut
Brad,Wanamaker,Brad Wanamaker,61ce6858df8a6a3c11958b13,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,1,,1,2,2.0,,0,0,0,,,0,0,0,,0,0,0,2,0,2,1.0,0,1,1,0,6120261cea4488c9fd5c57c5,,Cut
Zach,Lavine,Zach Lavine,59af0afe17120e9c9a994dc6,Chicago Bulls,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Chicago,CHI,54457dd3300969b132fcfe4b,75,0.025119617224880382,42,66,1.5714285714285714,21,27,7,34,0.7941176470588235,0.7941176470588235,27,7,34,0.7941176470588235,0,0,0,12,1,13,0.9230769230769231,1,6,33,2,6120261cea4488c9fd5c57c5,,Cut
D.J.,Wilson,D.J. Wilson,61c9129edf8a6a3c11ab093b,Toronto Raptors,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Toronto,TOR,54457dd3300969b132fcfe50,4,,5,9,1.8,,3,0,3,1.0,1.0,3,0,3,1.0,0,0,0,3,1,4,0.75,0,1,5,0,6120261cea4488c9fd5c57c5,,Cut
Caleb,Martin,Caleb Martin,615baa5fe771e94fc0c75d43,Miami Heat,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Miami,MIA,54457dd3300969b132fcfe3c,81,0.08990536277602523,57,56,0.9824561403508771,374,26,27,53,0.49056603773584906,0.49056603773584906,26,27,53,0.49056603773584906,0,0,0,4,1,5,0.8,3,4,27,3,6120261cea4488c9fd5c57c5,,Cut
DeMar,DeRozan,DeMar DeRozan,615d0923e771e94fc00a6bcb,Chicago Bulls,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Chicago,CHI,54457dd3300969b132fcfe4b,85,0.018561484918793503,40,56,1.4,96,21,9,30,0.7,0.7,21,9,30,0.7,0,0,0,14,3,17,0.8235294117647058,1,9,29,2,6120261cea4488c9fd5c57c5,,Cut
Deividas,Sirvydis,Deividas Sirvydis,5fd42b7d5fe05a0e9f828cca,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,3,,2,0,0.0,,0,2,2,0.0,0.0,0,2,2,0.0,0,0,0,0,0,0,,0,0,0,0,6120261cea4488c9fd5c57c5,,Cut
Isaac,Okoro,Isaac Okoro,5fd57d3a5fe05a0e9f5ac60b,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,74,0.11960132890365449,72,97,1.3472222222222223,149,36,17,53,0.6792452830188679,0.6792452830188679,36,17,53,0.6792452830188679,0,0,0,25,9,34,0.7352941176470589,4,19,51,4,6120261cea4488c9fd5c57c5,,Cut
Jalen,McDaniels,Jalen McDaniels,5da130fa7455336e87c212c3,Charlotte Hornets,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Charlotte,CHA,54457dd3300969b132fcfe58,60,0.09893048128342247,37,41,1.1081081081081081,317,19,13,32,0.59375,0.59375,19,13,32,0.59375,0,0,0,3,3,6,0.5,0,3,21,2,6120261cea4488c9fd5c57c5,,Cut
Isaiah,Todd,Isaiah Todd,615d0e4fe771e94fc0255aab,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,15,,3,0,0.0,,0,2,2,0.0,0.0,0,2,2,0.0,0,0,0,0,0,0,,0,0,0,1,6120261cea4488c9fd5c57c5,,Cut
Jrue,Holiday,Jrue Holiday,5fd589be5fe05a0e9f893f97,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,82,0.043052837573385516,66,86,1.303030303030303,186,39,22,61,0.639344262295082,0.639344262295082,39,22,61,0.639344262295082,0,0,0,8,4,12,0.6666666666666666,2,7,44,0,6120261cea4488c9fd5c57c5,,Cut
Bogdan,Bogdanovic,Bogdan Bogdanovic,5fd42b555fe05a0e9f82087b,Atlanta Hawks,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Atlanta,ATL,54457dd3300969b132fcfe49,72,,9,10,1.1111111111111112,,4,3,7,0.5714285714285714,0.5714285714285714,4,3,7,0.5714285714285714,0,0,0,2,0,2,1.0,0,1,5,1,6120261cea4488c9fd5c57c5,,Cut
Dennis,Schroder,Dennis Schroder,615baa6de771e94fc0c84824,Boston Celtics,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Boston,BOS,54457dd3300969b132fcfe3b,51,0.01288659793814433,10,14,1.4,96,6,2,8,0.75,0.75,6,2,8,0.75,0,0,0,2,0,2,1.0,0,1,7,1,6120261cea4488c9fd5c57c5,,Cut
Justin,Anderson,Justin Anderson,61d251a5df8a6a3c11fbefc8,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,13,,6,7,1.1666666666666667,,3,2,5,0.6,0.6,3,2,5,0.6,0,0,0,1,1,2,0.5,0,1,4,0,6120261cea4488c9fd5c57c5,,Cut
Obi,Toppin,Obi Toppin,5fd42b7d5fe05a0e9f828c9f,New York Knicks,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,NewYork,NYK,54457dd3300969b132fcfe3e,76,0.1232,77,110,1.4285714285714286,80,50,12,62,0.8064516129032258,0.8064516129032258,50,12,62,0.8064516129032258,0,0,0,10,11,21,0.47619047619047616,1,11,57,5,6120261cea4488c9fd5c57c5,,Cut
Thanasis,Antetokounmpo,Thanasis Antetokounmpo,5d9bf9d27455336e876fcf16,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,61,0.2857142857142857,60,67,1.1166666666666667,312,31,17,48,0.6458333333333334,0.6458333333333334,31,17,48,0.6458333333333334,0,0,0,5,6,11,0.45454545454545453,1,6,35,7,6120261cea4488c9fd5c57c5,,Cut
Blake,Griffin,Blake Griffin,604d73a85fe05a0e9f308004,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,60,0.10579345088161209,42,43,1.0238095238095237,355,17,14,31,0.5483870967741935,0.5483870967741935,17,14,31,0.5483870967741935,0,0,0,9,8,17,0.5294117647058824,1,9,23,3,6120261cea4488c9fd5c57c5,,Cut
Caris,LeVert,Caris LeVert,620476f4df8a6a3c1134ecaf,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,21,0.040880503144654086,13,14,1.0769230769230769,331,6,5,11,0.5454545454545454,0.5454545454545454,6,5,11,0.5454545454545454,0,0,0,2,1,3,0.6666666666666666,1,2,7,1,6120261cea4488c9fd5c57c5,,Cut
Tony,Bradley,Tony Bradley,615d0923e771e94fc00a6bba,Chicago Bulls,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Chicago,CHI,54457dd3300969b132fcfe4b,58,0.2596685082872928,47,62,1.3191489361702127,174,28,13,41,0.6829268292682927,0.6829268292682927,28,13,41,0.6829268292682927,0,0,0,6,2,8,0.75,2,5,31,3,6120261cea4488c9fd5c57c5,,Cut
Georges,Niang,Georges Niang,615ba9bde771e94fc0bc4736,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,92,0.02459016393442623,18,28,1.5555555555555556,24,14,3,17,0.8235294117647058,0.8235294117647058,14,3,17,0.8235294117647058,0,0,0,0,0,0,,0,0,14,1,6120261cea4488c9fd5c57c5,,Cut
Kevin,Knox II,Kevin Knox II,61e8d2bcdf8a6a3c11f7b6c0,Atlanta Hawks,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Atlanta,ATL,54457dd3300969b132fcfe49,20,,6,7,1.1666666666666667,,3,1,4,0.75,0.75,3,1,4,0.75,0,0,0,1,1,2,0.5,0,1,4,1,6120261cea4488c9fd5c57c5,,Cut
Micah,Potter,Micah Potter,61cd191ddf8a6a3c11f91df4,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,3,,2,3,1.5,,1,1,2,0.5,0.5,1,1,2,0.5,0,0,0,1,0,1,1.0,1,1,1,0,6120261cea4488c9fd5c57c5,,Cut
Jordan,Schakel,Jordan Schakel,615d0e4fe771e94fc0255ab1,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,6,,1,0,0.0,,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,0,0,0,,0,0,0,0,6120261cea4488c9fd5c57c5,,Cut
Troy,Brown Jr.,Troy Brown Jr.,605fef725fe05a0e9f446954,Chicago Bulls,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Chicago,CHI,54457dd3300969b132fcfe4b,73,0.09037900874635568,31,39,1.2580645161290323,228,18,10,28,0.6428571428571429,0.6428571428571429,18,10,28,0.6428571428571429,0,0,0,3,1,4,0.75,2,3,19,2,6120261cea4488c9fd5c57c5,,Cut
Cam,Thomas,Cam Thomas,615a2ab8e771e94fc0ad82e6,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,72,,7,8,1.1428571428571428,,4,2,6,0.6666666666666666,0.6666666666666666,4,2,6,0.6666666666666666,0,0,0,0,0,0,,0,0,4,1,6120261cea4488c9fd5c57c5,,Cut
Lance,Stephenson,Lance Stephenson,61d251a5df8a6a3c11fbeff5,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,40,,3,6,2.0,,3,0,3,1.0,1.0,3,0,3,1.0,0,0,0,0,0,0,,0,0,3,0,6120261cea4488c9fd5c57c5,,Cut
Chris,Duarte,Chris Duarte,615d00e0e771e94fc0d29274,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,59,0.05507955936352509,45,52,1.1555555555555554,290,22,14,36,0.6111111111111112,0.6111111111111112,22,14,36,0.6111111111111112,0,0,0,8,0,8,1.0,2,5,25,6,6120261cea4488c9fd5c57c5,,Cut
RJ,Nembhard Jr.,RJ Nembhard Jr.,615d0923e771e94fc00a6ba8,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,15,,1,2,2.0,,1,0,1,1.0,1.0,1,0,1,1.0,0,0,0,0,0,0,,0,0,1,0,6120261cea4488c9fd5c57c5,,Cut
Dewayne,Dedmon,Dewayne Dedmon,606fbb485fe05a0e9f79fb20,Miami Heat,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Miami,MIA,54457dd3300969b132fcfe3c,85,0.26229508196721313,128,147,1.1484375,297,56,43,99,0.5656565656565656,0.5656565656565656,56,43,99,0.5656565656565656,0,0,0,35,6,41,0.8536585365853658,5,22,73,11,6120261cea4488c9fd5c57c5,,Cut
Alfonzo,McKinnie,Alfonzo McKinnie,61b559bfd7ea140d4aaca477,Chicago Bulls,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Chicago,CHI,54457dd3300969b132fcfe4b,17,,5,4,0.8,,2,2,4,0.5,0.5,2,2,4,0.5,0,0,0,0,2,2,0.0,0,1,2,0,6120261cea4488c9fd5c57c5,,Cut
Killian,Hayes,Killian Hayes,5fd42b7d5fe05a0e9f828cb3,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,67,0.04234527687296417,26,32,1.2307692307692308,240,13,9,22,0.5909090909090909,0.5909090909090909,13,9,22,0.5909090909090909,0,0,0,6,2,8,0.75,0,4,17,0,6120261cea4488c9fd5c57c5,,Cut
Trey,Lyles,Trey Lyles,615e4bcfe771e94fc0e9eaf7,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,55,0.07024029574861368,38,38,1.0,357,14,16,30,0.4666666666666667,0.4666666666666667,14,16,30,0.4666666666666667,0,0,0,10,4,14,0.7142857142857143,4,9,19,3,6120261cea4488c9fd5c57c5,,Cut
Joe,Harris,Joe Harris,57ab81d7576202139867c67a,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,17,,5,6,1.2,,3,2,5,0.6,0.6,3,2,5,0.6,0,0,0,0,0,0,,0,0,3,0,6120261cea4488c9fd5c57c5,,Cut
Dean,Wade,Dean Wade,5da12eb17455336e87bfe4a6,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,55,0.09056603773584905,24,26,1.0833333333333333,327,11,9,20,0.55,0.55,11,9,20,0.55,0,0,0,4,3,7,0.5714285714285714,1,4,13,1,6120261cea4488c9fd5c57c5,,Cut
Nerlens,Noel,Nerlens Noel,5fd42b7d5fe05a0e9f828c88,New York Knicks,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,NewYork,NYK,54457dd3300969b132fcfe3e,25,0.31521739130434784,29,32,1.103448275862069,319,13,10,23,0.5652173913043478,0.5652173913043478,13,10,23,0.5652173913043478,0,0,0,6,1,7,0.8571428571428571,3,4,15,4,6120261cea4488c9fd5c57c5,,Cut
Tristan,Thompson,Tristan Thompson,62071b7a07c7bd5c29bff54e,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,4,,5,6,1.2,,3,2,5,0.6,0.6,3,2,5,0.6,0,0,0,0,0,0,,0,0,3,0,6120261cea4488c9fd5c57c5,,Cut
George,Hill,George Hill,616f7fc1e771e94fc0768410,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,62,0.0431266846361186,16,23,1.4375,72,10,2,12,0.8333333333333334,0.8333333333333334,10,2,12,0.8333333333333334,0,0,0,3,1,4,0.75,0,2,12,2,6120261cea4488c9fd5c57c5,,Cut
Collin,Sexton,Collin Sexton,5bb3fa2aaeda719939fe9b75,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,15,0.04633204633204633,12,13,1.0833333333333333,327,5,4,9,0.5555555555555556,0.5555555555555556,5,4,9,0.5555555555555556,0,0,0,3,2,5,0.6,1,3,7,1,6120261cea4488c9fd5c57c5,,Cut
Deni,Avdija,Deni Avdija,5fd6bffd5fe05a0e9f57ebc7,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,85,0.09421265141318977,70,88,1.2571428571428571,229,35,19,54,0.6481481481481481,0.6481481481481481,35,19,54,0.6481481481481481,0,0,0,18,8,26,0.6923076923076923,4,14,44,5,6120261cea4488c9fd5c57c5,,Cut
Shaquille,Harrison,Shaquille Harrison,615ba9bde771e94fc0bc4723,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,4,,2,4,2.0,,2,0,2,1.0,1.0,2,0,2,1.0,0,0,0,0,1,1,0.0,1,1,2,0,6120261cea4488c9fd5c57c5,,Cut
Vernon,Carey Jr.,Vernon Carey Jr.,5fd582355fe05a0e9f6d193f,Charlotte Hornets,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Charlotte,CHA,54457dd3300969b132fcfe58,7,,2,1,0.5,,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,1,1,2,0.5,0,1,1,0,6120261cea4488c9fd5c57c5,,Cut
RJ,Barrett,RJ Barrett,5d9be6e17455336e875c33c8,New York Knicks,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,NewYork,NYK,54457dd3300969b132fcfe3e,74,0.02819548872180451,45,50,1.1111111111111112,315,17,17,34,0.5,0.5,17,17,34,0.5,0,0,0,16,3,19,0.8421052631578947,3,11,25,3,6120261cea4488c9fd5c57c5,,Cut
Nick,Richards,Nick Richards,5fd582355fe05a0e9f6d194f,Charlotte Hornets,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Charlotte,CHA,54457dd3300969b132fcfe58,54,0.21568627450980393,33,36,1.0909090909090908,324,16,11,27,0.5925925925925926,0.5925925925925926,16,11,27,0.5925925925925926,0,0,0,4,3,7,0.5714285714285714,1,4,18,3,6120261cea4488c9fd5c57c5,,Cut
Danny,Green,Danny Green,5fd979f65fe05a0e9f63ab7a,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,77,0.036585365853658534,18,15,0.8333333333333334,390,7,7,14,0.5,0.5,7,7,14,0.5,0,0,0,1,1,2,0.5,0,0,8,3,6120261cea4488c9fd5c57c5,,Cut
Tyler,Herro,Tyler Herro,5d9d3cc97455336e87fb9d4a,Miami Heat,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Miami,MIA,54457dd3300969b132fcfe3c,86,0.028119507908611598,48,65,1.3541666666666667,142,31,14,45,0.6888888888888889,0.6888888888888889,31,14,45,0.6888888888888889,0,0,0,3,1,4,0.75,0,2,33,1,6120261cea4488c9fd5c57c5,,Cut
Aaron,Nesmith,Aaron Nesmith,5fd979f65fe05a0e9f63ab68,Boston Celtics,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Boston,BOS,54457dd3300969b132fcfe3b,71,0.03597122302158273,10,14,1.4,96,7,3,10,0.7,0.7,7,3,10,0.7,0,0,0,0,0,0,,0,0,7,0,6120261cea4488c9fd5c57c5,,Cut
Jarrett,Allen,Jarrett Allen,6008ed775fe05a0e9f9bec08,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,62,0.29419191919191917,233,308,1.3218884120171674,171,132,62,194,0.6804123711340206,0.6804123711340206,132,62,194,0.6804123711340206,0,0,0,44,24,68,0.6470588235294118,8,37,158,9,6120261cea4488c9fd5c57c5,,Cut
R.J.,Hampton,R.J. Hampton,605e96a05fe05a0e9fb90855,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,68,0.025157232704402517,16,17,1.0625,339,5,6,11,0.45454545454545453,0.45454545454545453,5,6,11,0.45454545454545453,0,0,0,7,1,8,0.875,0,4,9,1,6120261cea4488c9fd5c57c5,,Cut
Keifer,Sykes,Keifer Sykes,615d00e0e771e94fc0d29283,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,34,,8,12,1.5,,6,2,8,0.75,0.75,6,2,8,0.75,0,0,0,0,0,0,,0,0,6,0,6120261cea4488c9fd5c57c5,,Cut
Khris,Middleton,Khris Middleton,544580de300969b132fd50b6,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,70,0.023930384336475707,33,38,1.1515151515151516,295,18,8,26,0.6923076923076923,0.6923076923076923,18,8,26,0.6923076923076923,0,0,0,2,0,2,1.0,0,1,19,6,6120261cea4488c9fd5c57c5,,Cut
BJ,Johnson,BJ Johnson,61bd45669bc6b8713afdaa2f,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,4,,3,4,1.3333333333333333,,2,1,3,0.6666666666666666,0.6666666666666666,2,1,3,0.6666666666666666,0,0,0,0,0,0,,0,0,2,0,6120261cea4488c9fd5c57c5,,Cut
