player_firstName,player_lastName,player_name,player_id,team_fullName,team_conference_name,team_conference_abbr,team_conference_id,team_division_name,team_division_abbr,team_division_id,team_name,team_abbr,team_id,stats_gp,stats_timePercent,stats_possessions,stats_points,stats_ppp,stats_pppRank,stats_fgMade,stats_fgMiss,stats_fgAttempt,stats_fgPercent,stats_fgPercentEffective,stats_shot2Made,stats_shot2Miss,stats_shot2Attempt,stats_shot2Percent,stats_shot3Made,stats_shot3Miss,stats_shot3Attempt,stats_shot3Percent,stats_ftMade,stats_ftMiss,stats_ftAttempt,stats_plusOne,stats_shotFoul,stats_score,stats_turnover,SeasonID,SeasonLabel,QueryPlayType,stats_ftPercent
Buddy,Hield,Buddy Hield,62071b7a07c7bd5c29bff52f,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,26,0.2510460251046025,120,143,1.1916666666666667,49,54,60,114,0.47368421052631576,0.6271929824561403,19,11,30,0.6333333333333333,35,49,84,0.4166666666666667,0,0,0,0,0,54,6,6120261cea4488c9fd5c57c5,,SpotUp,
Luka,Garza,Luka Garza,615e4bcfe771e94fc0e9eae5,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,36,0.12254901960784313,25,13,0.52,521,4,20,24,0.16666666666666666,0.22916666666666666,1,7,8,0.125,3,13,16,0.1875,2,0,2,0,1,5,0,6120261cea4488c9fd5c57c5,,SpotUp,1.0
Vernon,Carey Jr.,Vernon Carey Jr.,620f0a7507c7bd5c294eefcd,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,3,,2,2,1.0,,1,1,2,0.5,0.5,1,1,2,0.5,0,0,0,,0,0,0,0,0,1,0,6120261cea4488c9fd5c57c5,,SpotUp,
Coby,White,Coby White,5d9bf9d27455336e876fcf10,Chicago Bulls,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Chicago,CHI,54457dd3300969b132fcfe4b,67,0.4399008674101611,355,382,1.076056338028169,151,134,193,327,0.40978593272171254,0.5581039755351682,37,40,77,0.4805194805194805,97,153,250,0.388,17,4,21,3,11,142,20,6120261cea4488c9fd5c57c5,,SpotUp,0.8095238095238095
Nate,Hinton,Nate Hinton,615d00e0e771e94fc0d29277,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,5,,3,0,0.0,,0,2,2,0.0,0.0,0,1,1,0.0,0,1,1,0.0,0,0,0,0,0,0,1,6120261cea4488c9fd5c57c5,,SpotUp,
Grayson,Allen,Grayson Allen,615d0caee771e94fc01cac1e,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,82,0.36139896373056996,279,358,1.2831541218637992,19,122,140,262,0.46564885496183206,0.6507633587786259,25,23,48,0.5208333333333334,97,117,214,0.4532710280373832,17,3,20,1,10,131,8,6120261cea4488c9fd5c57c5,,SpotUp,0.85
Serge,Ibaka,Serge Ibaka,620b205907c7bd5c299c0b10,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,25,0.23357664233576642,32,33,1.03125,196,12,17,29,0.41379310344827586,0.5344827586206896,5,2,7,0.7142857142857143,7,15,22,0.3181818181818182,2,1,3,0,1,13,2,6120261cea4488c9fd5c57c5,,SpotUp,0.6666666666666666
Langston,Galloway,Langston Galloway,61bbfbc46bae4cab0f4a1b89,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,4,,5,0,0.0,,0,4,4,0.0,0.0,0,0,0,,0,4,4,0.0,0,0,0,0,0,0,1,6120261cea4488c9fd5c57c5,,SpotUp,
Cory,Joseph,Cory Joseph,605e8fd05fe05a0e9f707462,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,69,0.2841918294849023,160,184,1.15,84,65,81,146,0.4452054794520548,0.5993150684931506,20,21,41,0.4878048780487805,45,60,105,0.42857142857142855,9,2,11,3,7,69,10,6120261cea4488c9fd5c57c5,,SpotUp,0.8181818181818182
Admiral,Schofield,Admiral Schofield,615baa58e771e94fc0c6c473,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,40,0.48427672955974843,77,69,0.8961038961038961,373,25,47,72,0.3472222222222222,0.4652777777777778,8,8,16,0.5,17,39,56,0.30357142857142855,2,0,2,0,1,26,4,6120261cea4488c9fd5c57c5,,SpotUp,1.0
Robert,Williams III,Robert Williams III,5baed881aeda719939cdf96a,Boston Celtics,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Boston,BOS,54457dd3300969b132fcfe3b,81,,7,7,1.0,,3,3,6,0.5,0.5,3,3,6,0.5,0,0,0,,1,1,2,0,1,4,0,6120261cea4488c9fd5c57c5,,SpotUp,0.5
Sandro,Mamukelashvili,Sandro Mamukelashvili,615d0caee771e94fc01cac29,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,46,0.2894736842105263,55,58,1.0545454545454545,169,20,26,46,0.43478260869565216,0.5760869565217391,7,5,12,0.5833333333333334,13,21,34,0.38235294117647056,5,2,7,1,4,23,6,6120261cea4488c9fd5c57c5,,SpotUp,0.7142857142857143
Furkan,Korkmaz,Furkan Korkmaz,5776bc725762021398fe3f26,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,80,0.35377358490566035,225,193,0.8577777777777778,399,65,141,206,0.3155339805825243,0.42961165048543687,18,22,40,0.45,47,119,166,0.28313253012048195,16,4,20,0,8,74,9,6120261cea4488c9fd5c57c5,,SpotUp,0.8
Tristan,Thompson,Tristan Thompson,62071b7a07c7bd5c29bff54e,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,4,,1,2,2.0,,1,0,1,1.0,1.0,1,0,1,1.0,0,0,0,,0,0,0,0,0,1,0,6120261cea4488c9fd5c57c5,,SpotUp,
Nick,Richards,Nick Richards,5fd582355fe05a0e9f6d194f,Charlotte Hornets,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Charlotte,CHA,54457dd3300969b132fcfe58,54,,4,4,1.0,,2,1,3,0.6666666666666666,0.6666666666666666,2,0,2,1.0,0,1,1,0.0,0,0,0,0,0,2,1,6120261cea4488c9fd5c57c5,,SpotUp,
Collin,Sexton,Collin Sexton,5bb3fa2aaeda719939fe9b75,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,15,0.1891891891891892,49,36,0.7346938775510204,462,13,30,43,0.3023255813953488,0.3953488372093023,5,8,13,0.38461538461538464,8,22,30,0.26666666666666666,2,1,3,1,1,14,5,6120261cea4488c9fd5c57c5,,SpotUp,0.6666666666666666
R.J.,Hampton,R.J. Hampton,605e96a05fe05a0e9fb90855,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,68,0.27044025157232704,172,176,1.0232558139534884,210,65,92,157,0.4140127388535032,0.554140127388535,21,27,48,0.4375,44,65,109,0.4036697247706422,2,7,9,1,5,66,11,6120261cea4488c9fd5c57c5,,SpotUp,0.2222222222222222
Saben,Lee,Saben Lee,5fd42b7d5fe05a0e9f828cbb,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,41,0.17921146953405018,50,41,0.82,419,15,31,46,0.32608695652173914,0.42391304347826086,6,7,13,0.46153846153846156,9,24,33,0.2727272727272727,2,0,2,0,0,16,3,6120261cea4488c9fd5c57c5,,SpotUp,1.0
Yuta,Watanabe,Yuta Watanabe,5fd582355fe05a0e9f6d1937,Toronto Raptors,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Toronto,TOR,54457dd3300969b132fcfe50,43,0.4148936170212766,78,77,0.9871794871794872,261,27,47,74,0.36486486486486486,0.5,7,11,18,0.3888888888888889,20,36,56,0.35714285714285715,3,2,5,1,3,29,2,6120261cea4488c9fd5c57c5,,SpotUp,0.6
Justin,Anderson,Justin Anderson,61c3f077df8a6a3c11db6a15,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,3,,6,6,1.0,,2,3,5,0.4,0.5,1,0,1,1.0,1,3,4,0.25,1,1,2,0,1,3,0,6120261cea4488c9fd5c57c5,,SpotUp,0.5
Ryan,Arcidiacono,Ryan Arcidiacono,61d7ab9fdf8a6a3c11da3a70,New York Knicks,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,NewYork,NYK,54457dd3300969b132fcfe3e,10,,8,14,1.75,,5,2,7,0.7142857142857143,1.0,1,1,2,0.5,4,1,5,0.8,0,0,0,0,0,5,1,6120261cea4488c9fd5c57c5,,SpotUp,
Chuma,Okeke,Chuma Okeke,5fd42b555fe05a0e9f820874,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,70,0.4501510574018127,298,250,0.8389261744966443,411,85,200,285,0.2982456140350877,0.4263157894736842,12,25,37,0.32432432432432434,73,175,248,0.29435483870967744,7,1,8,0,4,89,9,6120261cea4488c9fd5c57c5,,SpotUp,0.875
Lonzo,Ball,Lonzo Ball,615d0923e771e94fc00a6bb6,Chicago Bulls,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Chicago,CHI,54457dd3300969b132fcfe4b,39,0.3969171483622351,206,242,1.174757281553398,61,82,112,194,0.422680412371134,0.6237113402061856,4,7,11,0.36363636363636365,78,105,183,0.4262295081967213,0,0,0,0,0,82,12,6120261cea4488c9fd5c57c5,,SpotUp,
Thaddeus,Young,Thaddeus Young,6205d85ddf8a6a3c1168225a,Toronto Raptors,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Toronto,TOR,54457dd3300969b132fcfe50,32,0.2376237623762376,48,61,1.2708333333333333,23,21,23,44,0.4772727272727273,0.6477272727272727,6,5,11,0.5454545454545454,15,18,33,0.45454545454545453,4,1,5,1,2,23,2,6120261cea4488c9fd5c57c5,,SpotUp,0.8
Braxton,Key,Braxton Key,61d8fff6df8a6a3c11779d0d,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,2,,2,0,0.0,,0,1,1,0.0,0.0,0,0,0,,0,1,1,0.0,0,0,0,0,0,0,1,6120261cea4488c9fd5c57c5,,SpotUp,
Jarrett,Allen,Jarrett Allen,6008ed775fe05a0e9f9bec08,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,62,0.03787878787878788,30,27,0.9,366,11,14,25,0.44,0.46,10,8,18,0.5555555555555556,1,6,7,0.14285714285714285,4,1,5,3,4,12,4,6120261cea4488c9fd5c57c5,,SpotUp,0.8
Patrick,Williams,Patrick Williams,5fd438995fe05a0e9facb1bf,Chicago Bulls,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Chicago,CHI,54457dd3300969b132fcfe4b,23,0.39303482587064675,79,100,1.2658227848101267,24,37,36,73,0.5068493150684932,0.636986301369863,18,12,30,0.6,19,24,43,0.4418604651162791,7,1,8,2,4,40,3,6120261cea4488c9fd5c57c5,,SpotUp,0.875
Moritz,Wagner,Moritz Wagner,608a09b1e6c2413bc44b3c59,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,67,0.34750462107208874,188,177,0.9414893617021277,326,60,108,168,0.35714285714285715,0.47619047619047616,20,10,30,0.6666666666666666,40,98,138,0.2898550724637681,17,4,21,1,10,69,10,6120261cea4488c9fd5c57c5,,SpotUp,0.8095238095238095
Daniel,Gafford,Daniel Gafford,605fe6b25fe05a0e9fe5d388,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,76,0.01916376306620209,11,10,0.9090909090909091,358,4,4,8,0.5,0.5,4,4,8,0.5,0,0,0,,2,3,5,1,3,5,1,6120261cea4488c9fd5c57c5,,SpotUp,0.4
Jeff,Dowtin,Jeff Dowtin,61d8fe2cdf8a6a3c1170a329,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,1,,1,0,0.0,,0,1,1,0.0,0.0,0,0,0,,0,1,1,0.0,0,0,0,0,0,0,0,6120261cea4488c9fd5c57c5,,SpotUp,
Johnny,Hamilton,Johnny Hamilton,615baae0e771e94fc0d0013b,Atlanta Hawks,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Atlanta,ATL,54457dd3300969b132fcfe49,4,,1,0,0.0,,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,,0,0,0,0,0,0,0,6120261cea4488c9fd5c57c5,,SpotUp,
Kyrie,Irving,Kyrie Irving,5d97fb317455336e872883e1,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,34,0.1466030989272944,123,142,1.1544715447154472,81,51,62,113,0.45132743362831856,0.584070796460177,21,14,35,0.6,30,48,78,0.38461538461538464,10,1,11,1,5,56,5,6120261cea4488c9fd5c57c5,,SpotUp,0.9090909090909091
Semi,Ojeleye,Semi Ojeleye,615d0caee771e94fc01cac2d,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,20,0.35802469135802467,29,22,0.7586206896551724,448,8,19,27,0.2962962962962963,0.4074074074074074,2,2,4,0.5,6,17,23,0.2608695652173913,0,0,0,0,0,8,2,6120261cea4488c9fd5c57c5,,SpotUp,
