Season,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,NICKNAME,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT
2025-26,1630578,Alperen Sengun,1610612745,HOU,23.0,Alperen,4.7,6.9,0.684,1.4,3.9,0.371,1.0,2.3,0.426,0.6,1.5,0.412,0.3,0.7,0.353,0.6,2.1,0.292,0.1,0.2,0.333,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1642873,Amari Williams,1610612738,BOS,23.0,Amari,0.0,0.3,0.0,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2025-26,1641708,Amen Thompson,1610612745,HOU,22.0,Amen,5.2,7.7,0.674,0.8,2.2,0.352,0.3,1.1,0.25,0.3,0.6,0.438,0.3,1.8,0.156,0.1,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1629599,Amir Coffey,1610612749,MIL,28.0,Amir,0.2,0.3,0.8,0.1,0.2,0.333,0.1,0.1,0.5,0.1,0.2,0.333,0.1,0.4,0.125,0.1,0.2,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,203083,Andre Drummond,1610612755,PHI,32.0,Andre,2.1,3.5,0.593,0.2,0.6,0.375,0.0,0.0,1.0,0.0,0.0,0.0,0.5,1.1,0.464,0.1,0.3,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1641748,Andre Jackson Jr.,1610612749,MIL,24.0,Andre,0.3,0.3,0.75,0.1,0.1,1.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.5,0.0,0.2,0.8,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1629614,Andrew Nembhard,1610612754,IND,25.0,Andrew,1.9,2.9,0.638,0.7,1.8,0.389,0.7,1.8,0.371,0.8,2.2,0.341,0.2,0.7,0.231,1.6,4.0,0.4,0.2,0.5,0.375,0.0,0.0,0.0,0.0,0.1,0.0
2025-26,203952,Andrew Wiggins,1610612748,MIA,30.0,Andrew,2.8,4.5,0.626,0.8,1.8,0.429,0.6,1.4,0.455,0.3,0.9,0.381,0.6,2.0,0.313,1.3,3.0,0.423,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1629014,Anfernee Simons,1610612738,BOS,26.0,Anfernee,0.8,1.2,0.676,0.6,1.1,0.5,0.5,1.0,0.519,0.4,1.1,0.375,0.6,1.4,0.447,1.7,4.8,0.356,0.0,0.1,0.25,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1641710,Anthony Black,1610612753,ORL,21.0,Anthony,3.0,4.8,0.634,0.5,1.4,0.385,0.1,0.5,0.267,0.0,0.4,0.083,0.6,1.6,0.37,0.5,2.2,0.226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-26,203076,Anthony Davis,1610612742,DAL,32.0,Anthony,5.2,7.9,0.65,0.8,1.8,0.458,0.8,2.0,0.385,0.5,1.8,0.261,0.9,1.4,0.667,0.2,1.3,0.118,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1630162,Anthony Edwards,1610612750,MIN,24.0,Anthony,3.7,5.5,0.678,0.9,1.9,0.474,0.9,1.9,0.45,0.6,1.5,0.419,1.0,3.0,0.344,2.5,5.6,0.444,0.1,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1630264,Anthony Gill,1610612764,WAS,33.0,Anthony,0.4,0.5,0.8,0.1,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1641810,Antonio Reeves,1610612766,CHA,25.0,Antonio,0.3,0.7,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.2,1.0,0.7,0.8,0.8,0.2,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1630574,Ariel Hukporti,1610612752,NYK,23.0,Ariel,0.5,0.8,0.667,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1642854,Asa Newell,1610612737,ATL,20.0,Asa,1.1,1.7,0.613,0.2,0.4,0.571,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.3,0.5,0.2,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1641709,Ausar Thompson,1610612765,DET,22.0,Ausar,3.5,5.6,0.622,0.7,1.6,0.41,0.3,0.8,0.4,0.0,0.3,0.143,0.1,0.5,0.273,0.0,0.3,0.167,0.1,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1630559,Austin Reaves,1610612747,LAL,27.0,Austin,3.2,4.4,0.739,1.3,2.3,0.563,0.8,1.8,0.459,0.3,0.7,0.429,0.5,1.3,0.407,2.1,5.9,0.363,0.2,0.6,0.333,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1630245,Ayo Dosunmu,1610612741,CHI,25.0,Ayo,2.9,5.1,0.561,0.4,0.8,0.471,0.1,0.2,0.6,0.0,0.1,0.333,1.0,2.2,0.478,0.9,1.9,0.462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1628389,Bam Adebayo,1610612748,MIA,28.0,Bam,2.2,3.2,0.686,1.2,2.7,0.441,1.3,2.7,0.492,0.5,1.0,0.524,0.9,2.7,0.322,0.7,2.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1631248,Baylor Scheierman,1610612738,BOS,25.0,Baylor,0.2,0.3,0.833,0.1,0.1,0.667,0.1,0.1,1.0,0.0,0.0,0.0,0.5,0.9,0.524,0.3,0.7,0.375,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1642879,Ben Saraf,1610612751,BKN,19.0,Ben,0.8,1.8,0.476,0.2,0.4,0.5,0.1,0.2,0.5,0.0,0.1,0.0,0.3,1.3,0.2,0.5,1.6,0.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1641767,Ben Sheppard,1610612754,IND,24.0,Ben,1.0,2.0,0.535,0.0,0.2,0.0,0.2,0.4,0.5,0.0,0.1,0.333,0.4,1.8,0.225,0.7,2.2,0.313,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1631097,Bennedict Mathurin,1610612754,IND,23.0,Bennedict,2.0,3.9,0.507,0.4,1.2,0.286,0.5,0.6,0.818,0.4,0.9,0.375,1.0,2.2,0.459,1.6,4.5,0.364,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1641731,Bilal Coulibaly,1610612764,WAS,21.0,Bilal,1.8,3.1,0.575,0.0,0.7,0.0,0.0,0.2,0.0,0.1,0.1,1.0,0.5,1.5,0.3,0.4,2.0,0.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,202687,Bismack Biyombo,1610612759,SAS,33.0,Bismack,0.3,0.4,0.75,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1631104,Blake Wesley,1610612757,POR,22.0,Blake,1.7,2.5,0.667,0.0,0.0,0.0,0.0,0.5,0.0,0.3,0.8,0.4,0.2,1.0,0.167,0.2,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1626171,Bobby Portis,1610612749,MIL,30.0,Bobby,1.1,1.8,0.6,0.8,1.4,0.525,0.5,1.3,0.371,0.6,1.2,0.529,0.8,1.6,0.478,1.2,2.7,0.453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1641752,Bobi Klintman,1610612765,DET,22.0,Bobi,0.5,0.8,0.6,0.2,0.7,0.25,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.7,0.0,0.5,1.2,0.429,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,203992,Bogdan Bogdanović,1610612746,LAC,33.0,Bogdan,0.6,1.3,0.444,0.2,0.5,0.429,0.4,0.6,0.556,0.2,0.4,0.5,0.6,1.3,0.444,1.1,3.6,0.294,0.1,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1630538,Bones Hyland,1610612750,MIN,25.0,Bones,0.8,1.2,0.714,0.0,0.1,0.0,0.2,0.2,1.0,0.0,0.0,0.0,0.4,0.9,0.389,0.7,1.8,0.375,0.1,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,203078,Bradley Beal,1610612746,LAC,32.0,Bradley,1.2,1.7,0.7,0.0,0.5,0.0,0.3,1.5,0.222,0.2,0.7,0.25,0.7,1.5,0.444,0.7,2.2,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1642382,Branden Carlson,1610612760,OKC,26.0,Branden,1.4,1.9,0.735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.4,0.429,0.5,1.4,0.391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1641764,Brandin Podziemski,1610612744,GSW,22.0,Brandin,1.2,1.9,0.643,0.4,0.8,0.478,0.4,1.2,0.382,0.3,0.8,0.417,0.6,1.3,0.432,1.4,3.6,0.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1629634,Brandon Clarke,1610612763,MEM,29.0,Brandon,1.0,3.0,0.333,0.5,1.5,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2025-26,1627742,Brandon Ingram,1610612761,TOR,28.0,Brandon,2.0,3.1,0.64,0.7,1.5,0.432,1.8,3.7,0.491,1.8,3.4,0.51,0.9,2.2,0.397,1.0,3.1,0.337,0.1,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1641706,Brandon Miller,1610612766,CHA,23.0,Brandon,2.2,3.2,0.684,0.6,2.3,0.259,0.6,2.3,0.259,0.3,0.8,0.3,0.3,1.5,0.222,2.1,6.2,0.338,0.1,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1630314,Brandon Williams,1610612742,DAL,26.0,Brandon,2.3,4.3,0.54,0.3,0.8,0.318,0.4,0.9,0.478,0.2,0.4,0.4,0.2,1.3,0.121,0.4,1.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1641729,Brice Sensabaugh,1610612762,UTA,22.0,Brice,0.7,1.2,0.6,0.4,0.6,0.625,0.2,0.8,0.316,0.2,0.3,0.714,0.6,1.7,0.372,0.9,2.8,0.319,0.1,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1642355,Bronny James,1610612747,LAL,21.0,Bronny,0.2,0.4,0.5,0.0,0.2,0.0,0.3,0.5,0.6,0.0,0.3,0.0,0.0,0.4,0.0,0.3,0.7,0.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,201572,Brook Lopez,1610612746,LAC,37.0,Brook,0.3,0.4,0.667,0.2,0.6,0.333,0.4,0.6,0.636,0.0,0.1,0.0,0.0,0.4,0.125,1.2,3.0,0.413,0.1,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1642964,Brooks Barnhizer,1610612760,OKC,23.0,Brooks,0.6,0.8,0.714,0.1,0.2,0.333,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1628971,Bruce Brown,1610612743,DEN,29.0,Bruce,1.8,3.0,0.6,0.2,0.9,0.261,0.1,0.5,0.231,0.0,0.1,0.0,0.4,1.1,0.345,0.1,0.6,0.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1631121,Bryce McGowens,1610612740,NOP,23.0,Bryce,1.6,3.0,0.537,0.1,0.2,0.25,0.1,0.3,0.5,0.1,0.1,1.0,0.4,0.9,0.5,0.4,0.7,0.538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1642267,Bub Carrington,1610612764,WAS,20.0,Bub,0.2,1.0,0.24,0.2,0.8,0.25,0.4,0.8,0.476,0.3,0.7,0.368,0.5,1.7,0.289,1.3,2.7,0.471,0.1,0.1,0.667,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1627741,Buddy Hield,1610612744,GSW,33.0,Buddy,1.1,1.7,0.638,0.2,0.3,0.714,0.1,0.3,0.5,0.0,0.1,0.25,0.5,1.4,0.35,1.0,3.1,0.307,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,203468,CJ McCollum,1610612764,WAS,34.0,CJ,1.4,2.6,0.552,0.7,1.7,0.422,1.0,1.9,0.54,0.6,1.4,0.444,1.0,2.0,0.49,1.9,5.3,0.36,0.1,0.3,0.375,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1630595,Cade Cunningham,1610612765,DET,24.0,Cade,4.0,6.6,0.596,1.4,3.6,0.4,1.2,2.4,0.492,0.7,1.6,0.439,0.6,1.2,0.552,1.4,5.2,0.275,0.1,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1631216,Caleb Houstan,1610612737,ATL,22.0,Caleb,0.1,0.3,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.8,0.4,0.5,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1631126,Caleb Love,1610612757,POR,24.0,Caleb,1.1,2.0,0.525,0.4,0.9,0.412,0.1,0.5,0.222,0.1,0.2,0.333,0.2,1.3,0.167,1.1,3.7,0.284,0.1,0.4,0.25,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1628997,Caleb Martin,1610612742,DAL,30.0,Caleb,0.3,0.6,0.429,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.1,0.5,0.1,0.7,0.154,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1642353,Cam Christie,1610612746,LAC,20.0,Cam,0.6,1.1,0.579,0.1,0.5,0.111,0.1,0.3,0.2,0.0,0.0,0.0,0.3,0.7,0.455,0.2,1.0,0.235,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
2025-26,1642285,Cam Spencer,1610612763,MEM,25.0,Cam,0.3,0.6,0.529,0.2,0.7,0.278,0.7,1.0,0.692,0.2,0.5,0.5,0.7,1.4,0.474,2.0,3.9,0.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1630560,Cam Thomas,1610612751,BKN,24.0,Cam,1.1,2.6,0.429,1.0,2.5,0.4,1.9,3.3,0.577,0.6,2.3,0.278,0.6,1.9,0.308,1.5,4.1,0.364,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
2025-26,1641715,Cam Whitmore,1610612764,WAS,21.0,Cam,2.6,3.7,0.692,0.1,0.9,0.158,0.1,0.4,0.375,0.0,0.4,0.0,0.1,0.4,0.25,0.7,2.2,0.304,0.1,0.2,0.333,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1629661,Cameron Johnson,1610612743,DEN,29.0,Cameron,1.7,2.5,0.652,0.1,0.5,0.154,0.2,0.5,0.417,0.3,0.7,0.471,0.8,2.1,0.37,1.0,2.5,0.394,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1627747,Caris LeVert,1610612765,DET,31.0,Caris,1.3,1.7,0.763,0.2,0.9,0.263,0.2,0.7,0.267,0.1,0.2,0.4,0.5,1.0,0.5,0.8,2.3,0.36,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1642868,Carter Bryant,1610612759,SAS,20.0,Carter,0.5,0.9,0.529,0.0,0.1,0.0,0.1,0.2,0.333,0.0,0.1,0.0,0.3,0.8,0.313,0.2,0.7,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1641717,Cason Wallace,1610612760,OKC,22.0,Cason,1.3,2.3,0.59,0.2,0.6,0.313,0.0,0.2,0.2,0.0,0.1,0.5,0.8,2.1,0.393,0.6,2.0,0.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1642907,Cedric Coward,1610612763,MEM,22.0,Cedric,2.3,3.3,0.692,0.6,1.4,0.447,0.5,1.1,0.452,0.1,0.3,0.286,0.5,2.3,0.238,0.9,2.3,0.391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1629646,Charles Bassey,1610612763,MEM,25.0,Charles,1.5,2.0,0.75,0.0,1.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1642404,Chaz Lanier,1610612765,DET,24.0,Chaz,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.2,1.0,0.0,0.2,0.0,0.3,1.0,0.273,0.8,2.2,0.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1631096,Chet Holmgren,1610612760,OKC,23.0,Chet,3.5,4.8,0.737,1.0,1.8,0.571,0.5,1.0,0.52,0.1,0.4,0.333,0.7,1.5,0.457,1.1,2.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1628449,Chris Boucher,1610612738,BOS,32.0,Chris,0.8,1.1,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.8,0.0,0.1,0.8,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1641753,Chris Livingston,1610612739,CLE,22.0,Chris,1.5,1.5,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1643024,Chris Mañon,1610612747,LAL,24.0,Chris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2025-26,101108,Chris Paul,1610612746,LAC,40.0,Chris,0.3,0.3,0.8,0.0,0.2,0.0,0.1,0.6,0.2,0.1,0.5,0.25,0.2,0.6,0.333,0.4,1.3,0.35,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1642959,Chris Youngblood,1610612760,OKC,23.0,Chris,0.1,0.1,1.0,0.1,0.2,0.333,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.4,0.333,0.3,1.1,0.278,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1631128,Christian Braun,1610612743,DEN,24.0,Christian,3.4,5.1,0.661,0.2,0.5,0.4,0.1,0.2,0.5,0.2,0.5,0.4,0.3,0.7,0.375,0.3,1.9,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1631132,Christian Koloko,1610612747,LAL,25.0,Christian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2025-26,1642935,Chucky Hepburn,1610612761,TOR,22.0,Chucky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2025-26,203991,Clint Capela,1610612745,HOU,31.0,Clint,1.5,2.4,0.636,0.0,0.4,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1629632,Coby White,1610612741,CHI,25.0,Coby,3.9,5.9,0.662,0.2,0.8,0.222,0.4,0.5,0.667,0.0,0.5,0.0,0.7,1.5,0.471,1.5,5.5,0.267,0.1,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1628998,Cody Martin,1610612754,IND,30.0,Cody,0.5,0.8,0.667,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1642262,Cody Williams,1610612762,UTA,21.0,Cody,0.6,1.0,0.6,0.4,0.8,0.5,0.0,0.0,0.0,0.0,0.2,0.0,0.2,1.4,0.158,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1641732,Colby Jones,1610612765,DET,23.0,Colby,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,
2025-26,1630175,Cole Anthony,1610612749,MIL,25.0,Cole,0.8,1.5,0.541,0.6,1.3,0.469,0.7,1.4,0.485,0.3,0.8,0.389,0.2,0.7,0.25,0.5,1.4,0.324,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1631221,Collin Gillespie,1610612756,PHX,26.0,Collin,0.8,1.3,0.611,0.2,0.7,0.316,0.5,1.4,0.35,0.3,0.4,0.636,1.1,1.7,0.638,1.8,5.0,0.35,0.0,0.2,0.167,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1642867,Collin Murray-Boyles,1610612761,TOR,20.0,Collin,2.0,3.1,0.662,0.0,0.2,0.2,0.0,0.1,0.5,0.0,0.2,0.25,0.2,0.5,0.308,0.4,0.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1629012,Collin Sexton,1610612766,CHA,26.0,Collin,2.6,3.8,0.675,0.6,1.7,0.361,0.3,0.7,0.467,0.4,1.0,0.45,0.5,1.0,0.5,0.8,2.6,0.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1642843,Cooper Flagg,1610612742,DAL,19.0,Cooper,3.5,5.5,0.636,1.3,2.4,0.529,1.0,1.9,0.528,0.4,1.2,0.294,0.4,1.6,0.261,0.5,2.1,0.254,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
