Season,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,G,MIN,CONTESTED_SHOTS,CONTESTED_SHOTS_2PT,CONTESTED_SHOTS_3PT,DEFLECTIONS,CHARGES_DRAWN,SCREEN_ASSISTS,SCREEN_AST_PTS,OFF_LOOSE_BALLS_RECOVERED,DEF_LOOSE_BALLS_RECOVERED,LOOSE_BALLS_RECOVERED,PCT_LOOSE_BALLS_RECOVERED_OFF,PCT_LOOSE_BALLS_RECOVERED_DEF,OFF_BOXOUTS,DEF_BOXOUTS,BOX_OUTS,BOX_OUT_PLAYER_TEAM_REBS,BOX_OUT_PLAYER_REBS,PCT_BOX_OUTS_OFF,PCT_BOX_OUTS_DEF,PCT_BOX_OUTS_TEAM_REB,PCT_BOX_OUTS_REB
2025-26,1642879,Ben Saraf,1610612751,BKN,19.0,10,19.7,2.6,1.6,1.0,1.6,0.0,0.2,0.6,0.2,0.1,0.3,0.667,0.333,0.1,0.0,0.1,0.1,0.1,1.0,0.0,1.0,1.0
2025-26,1641767,Ben Sheppard,1610612754,IND,24.0,22,24.9,3.05,1.64,1.41,1.5,0.0,0.09,0.23,0.41,0.27,0.68,0.6,0.4,0.0,0.32,0.32,0.32,0.09,0.0,1.0,1.0,0.286
2025-26,1631097,Bennedict Mathurin,1610612754,IND,23.0,17,32.6,3.0,2.0,1.0,0.82,0.0,0.18,0.35,0.29,0.12,0.41,0.714,0.286,0.0,0.41,0.41,0.41,0.12,0.0,1.0,1.0,0.286
2025-26,1641731,Bilal Coulibaly,1610612764,WAS,21.0,13,26.8,3.69,2.46,1.23,2.46,0.0,0.38,0.92,0.23,0.08,0.31,0.75,0.25,0.08,0.31,0.38,0.38,0.31,0.2,0.8,1.0,0.8
2025-26,202687,Bismack Biyombo,1610612759,SAS,33.0,7,8.0,2.29,2.0,0.29,0.14,0.0,1.14,3.0,0.0,0.0,0.0,0.0,0.0,0.29,0.29,0.57,0.57,0.57,0.5,0.5,1.0,1.0
2025-26,1631104,Blake Wesley,1610612757,POR,22.0,5,16.4,0.4,0.2,0.2,3.2,0.0,0.0,0.0,0.0,0.4,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1626171,Bobby Portis,1610612749,MIL,30.0,28,22.3,5.04,2.82,2.21,1.64,0.0,1.14,2.39,0.29,0.25,0.54,0.533,0.467,0.21,1.14,1.36,1.29,0.75,0.158,0.842,0.947,0.553
2025-26,1641752,Bobi Klintman,1610612765,DET,22.0,6,8.8,1.5,0.5,1.0,1.0,0.17,0.33,0.67,0.17,0.0,0.17,1.0,0.0,0.0,0.17,0.17,0.17,0.17,0.0,1.0,1.0,1.0
2025-26,203992,Bogdan Bogdanović,1610612746,LAC,33.0,14,24.2,4.36,2.43,1.93,1.14,0.0,0.36,1.0,0.21,0.21,0.43,0.5,0.5,0.0,0.21,0.21,0.21,0.21,0.0,1.0,1.0,1.0
2025-26,1630538,Bones Hyland,1610612750,MIN,25.0,14,14.8,2.07,1.14,0.93,1.21,0.0,0.21,0.5,0.21,0.36,0.57,0.375,0.625,0.0,0.07,0.07,0.07,0.0,0.0,1.0,1.0,0.0
2025-26,203078,Bradley Beal,1610612746,LAC,32.0,6,20.2,2.33,0.33,2.0,2.17,0.0,0.17,0.33,0.33,0.17,0.5,0.667,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1642382,Branden Carlson,1610612760,OKC,26.0,15,12.0,4.73,2.93,1.8,0.33,0.0,0.47,1.0,0.07,0.07,0.13,0.5,0.5,0.0,0.47,0.47,0.47,0.33,0.0,1.0,1.0,0.714
2025-26,1641764,Brandin Podziemski,1610612744,GSW,22.0,29,27.8,2.69,1.1,1.59,1.83,0.31,0.83,2.17,0.1,0.31,0.41,0.25,0.75,0.03,0.38,0.41,0.41,0.14,0.083,0.917,1.0,0.333
2025-26,1629634,Brandon Clarke,1610612763,MEM,29.0,2,10.2,2.0,2.0,0.0,3.0,0.5,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,1.0,0.0
2025-26,1627742,Brandon Ingram,1610612761,TOR,28.0,29,34.3,5.31,2.93,2.38,1.97,0.0,0.34,0.79,0.21,0.34,0.55,0.375,0.625,0.0,0.28,0.28,0.28,0.17,0.0,1.0,1.0,0.625
2025-26,1641706,Brandon Miller,1610612766,CHA,23.0,12,29.0,4.75,3.33,1.42,2.25,0.0,0.42,1.0,0.17,0.17,0.33,0.5,0.5,0.0,0.25,0.25,0.25,0.17,0.0,1.0,1.0,0.667
2025-26,1630314,Brandon Williams,1610612742,DAL,26.0,25,22.5,2.6,1.36,1.24,2.24,0.0,0.2,0.48,0.24,0.36,0.6,0.4,0.6,0.0,0.2,0.2,0.2,0.08,0.0,1.0,1.0,0.4
2025-26,1641729,Brice Sensabaugh,1610612762,UTA,22.0,22,18.3,1.86,1.0,0.86,1.77,0.05,0.32,0.77,0.14,0.05,0.18,0.75,0.25,0.14,0.27,0.41,0.41,0.23,0.333,0.667,1.0,0.556
2025-26,1642355,Bronny James,1610612747,LAL,21.0,11,10.9,1.36,0.64,0.73,1.55,0.0,0.09,0.27,0.09,0.09,0.18,0.5,0.5,0.0,0.18,0.18,0.18,0.0,0.0,1.0,1.0,0.0
2025-26,201572,Brook Lopez,1610612746,LAC,37.0,21,14.7,4.67,4.14,0.52,1.05,0.0,0.81,1.86,0.0,0.1,0.1,0.0,1.0,0.05,0.76,0.81,0.76,0.33,0.059,0.941,0.941,0.412
2025-26,1642964,Brooks Barnhizer,1610612760,OKC,23.0,14,8.9,1.29,0.79,0.5,0.64,0.0,0.07,0.21,0.07,0.0,0.07,1.0,0.0,0.07,0.07,0.14,0.14,0.14,0.5,0.5,1.0,1.0
2025-26,1628971,Bruce Brown,1610612743,DEN,29.0,27,24.3,2.26,1.11,1.15,2.67,0.0,0.41,0.96,0.15,0.22,0.37,0.4,0.6,0.19,0.07,0.26,0.26,0.22,0.714,0.286,1.0,0.857
2025-26,1631121,Bryce McGowens,1610612740,NOP,23.0,16,18.8,2.38,1.25,1.13,1.13,0.13,0.19,0.38,0.0,0.25,0.25,0.0,1.0,0.13,0.38,0.5,0.44,0.06,0.25,0.75,0.875,0.125
2025-26,1642267,Bub Carrington,1610612764,WAS,20.0,26,27.4,2.73,1.35,1.38,1.54,0.0,0.23,0.54,0.35,0.23,0.58,0.6,0.4,0.0,0.35,0.35,0.31,0.08,0.0,1.0,0.889,0.222
2025-26,1627741,Buddy Hield,1610612744,GSW,33.0,27,18.6,2.96,1.85,1.11,1.96,0.0,0.15,0.3,0.19,0.33,0.52,0.357,0.643,0.0,0.15,0.15,0.15,0.0,0.0,1.0,1.0,0.0
2025-26,203468,CJ McCollum,1610612764,WAS,34.0,26,30.7,3.81,1.54,2.27,1.42,0.0,0.31,0.73,0.27,0.15,0.42,0.636,0.364,0.0,0.27,0.27,0.27,0.15,0.0,1.0,1.0,0.571
2025-26,1630595,Cade Cunningham,1610612765,DET,24.0,25,36.2,5.04,2.88,2.16,2.44,0.0,0.4,0.88,0.32,0.6,0.92,0.348,0.652,0.08,0.48,0.56,0.56,0.28,0.143,0.857,1.0,0.5
2025-26,1631216,Caleb Houstan,1610612737,ATL,22.0,2,10.9,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1631126,Caleb Love,1610612757,POR,24.0,18,18.0,1.5,0.72,0.78,0.83,0.0,0.06,0.11,0.17,0.11,0.28,0.6,0.4,0.0,0.17,0.17,0.17,0.11,0.0,1.0,1.0,0.667
2025-26,1628997,Caleb Martin,1610612742,DAL,30.0,16,11.3,1.31,0.81,0.5,1.19,0.0,0.44,1.06,0.19,0.06,0.25,0.75,0.25,0.0,0.25,0.25,0.25,0.06,0.0,1.0,1.0,0.25
2025-26,1642353,Cam Christie,1610612746,LAC,20.0,15,12.0,1.8,1.07,0.73,0.73,0.0,0.2,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.0,1.0,1.0,1.0
2025-26,1642285,Cam Spencer,1610612763,MEM,25.0,26,22.3,1.62,0.69,0.92,1.58,0.04,0.19,0.42,0.23,0.19,0.42,0.545,0.455,0.0,0.38,0.38,0.38,0.15,0.0,1.0,1.0,0.4
2025-26,1630560,Cam Thomas,1610612751,BKN,24.0,6,31.4,2.33,1.5,0.83,1.5,0.0,0.17,0.33,0.0,0.17,0.17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1641715,Cam Whitmore,1610612764,WAS,21.0,21,16.9,1.81,1.24,0.57,1.14,0.0,0.05,0.1,0.48,0.14,0.62,0.769,0.231,0.14,0.19,0.33,0.33,0.24,0.429,0.571,1.0,0.714
2025-26,1629661,Cameron Johnson,1610612743,DEN,29.0,26,30.9,3.73,1.88,1.85,1.77,0.12,0.62,1.42,0.27,0.15,0.42,0.636,0.364,0.04,0.58,0.62,0.62,0.23,0.063,0.938,1.0,0.375
2025-26,1627747,Caris LeVert,1610612765,DET,31.0,22,20.6,2.91,1.55,1.36,1.64,0.0,0.18,0.45,0.14,0.41,0.55,0.25,0.75,0.0,0.36,0.36,0.36,0.23,0.0,1.0,1.0,0.625
2025-26,1642868,Carter Bryant,1610612759,SAS,20.0,18,8.1,1.89,1.06,0.83,0.56,0.06,0.22,0.56,0.06,0.11,0.17,0.333,0.667,0.0,0.28,0.28,0.28,0.0,0.0,1.0,1.0,0.0
2025-26,1641717,Cason Wallace,1610612760,OKC,22.0,27,27.7,4.63,1.63,3.0,5.04,0.0,0.89,1.93,0.3,0.22,0.52,0.571,0.429,0.07,0.33,0.41,0.41,0.19,0.182,0.818,1.0,0.455
2025-26,1642907,Cedric Coward,1610612763,MEM,22.0,28,27.2,5.43,2.64,2.79,1.64,0.04,0.14,0.39,0.46,0.43,0.89,0.52,0.48,0.18,0.39,0.57,0.57,0.32,0.313,0.688,1.0,0.563
2025-26,1629646,Charles Bassey,1610612763,MEM,25.0,2,15.3,1.0,1.0,0.0,1.0,0.0,0.5,1.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0
2025-26,1642404,Chaz Lanier,1610612765,DET,24.0,9,13.6,1.22,0.89,0.33,0.89,0.0,0.0,0.0,0.33,0.0,0.33,1.0,0.0,0.0,0.22,0.22,0.22,0.0,0.0,1.0,1.0,0.0
2025-26,1631096,Chet Holmgren,1610612760,OKC,23.0,24,28.7,8.13,5.96,2.17,1.29,0.0,0.83,1.88,0.21,0.17,0.38,0.556,0.444,0.29,1.13,1.42,1.42,1.04,0.206,0.794,1.0,0.735
2025-26,1628449,Chris Boucher,1610612738,BOS,32.0,6,13.4,4.5,3.5,1.0,1.17,0.0,1.33,3.17,0.17,0.33,0.5,0.333,0.667,0.17,0.5,0.67,0.67,0.5,0.25,0.75,1.0,0.75
2025-26,1641753,Chris Livingston,1610612739,CLE,22.0,3,5.8,0.67,0.0,0.67,0.33,0.0,0.0,0.0,0.67,0.0,0.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1643024,Chris Mañon,1610612747,LAL,24.0,1,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,101108,Chris Paul,1610612746,LAC,40.0,14,14.8,0.79,0.29,0.5,1.93,0.0,0.07,0.14,0.0,0.07,0.07,0.0,1.0,0.0,0.36,0.36,0.36,0.14,0.0,1.0,1.0,0.4
2025-26,1642959,Chris Youngblood,1610612760,OKC,23.0,11,6.9,1.45,1.0,0.45,0.27,0.0,0.0,0.0,0.0,0.09,0.09,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1631128,Christian Braun,1610612743,DEN,24.0,11,29.6,2.91,1.73,1.18,2.64,0.0,0.73,1.73,0.45,0.09,0.55,0.833,0.167,0.18,0.18,0.36,0.36,0.27,0.5,0.5,1.0,0.75
2025-26,1631132,Christian Koloko,1610612747,LAL,25.0,2,3.2,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1642935,Chucky Hepburn,1610612761,TOR,22.0,2,6.6,1.5,1.0,0.5,1.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,203991,Clint Capela,1610612745,HOU,31.0,23,11.2,4.17,3.39,0.78,0.52,0.0,0.48,1.0,0.3,0.09,0.39,0.778,0.222,0.57,0.3,0.87,0.87,0.83,0.65,0.35,1.0,0.95
2025-26,1629632,Coby White,1610612741,CHI,25.0,11,29.3,3.36,1.82,1.55,1.0,0.18,0.55,1.36,0.45,0.36,0.82,0.556,0.444,0.0,0.36,0.36,0.36,0.18,0.0,1.0,1.0,0.5
2025-26,1628998,Cody Martin,1610612754,IND,30.0,4,13.8,1.75,1.0,0.75,2.25,0.0,0.25,0.5,0.0,0.25,0.25,0.0,1.0,0.0,0.25,0.25,0.25,0.0,0.0,1.0,1.0,0.0
2025-26,1642262,Cody Williams,1610612762,UTA,21.0,14,13.2,1.93,1.57,0.36,0.79,0.0,0.43,1.07,0.14,0.14,0.29,0.5,0.5,0.0,0.14,0.14,0.14,0.0,0.0,1.0,1.0,0.0
2025-26,1641732,Colby Jones,1610612765,DET,23.0,1,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
2025-26,1630175,Cole Anthony,1610612749,MIL,25.0,24,16.6,2.08,0.79,1.29,1.13,0.04,0.08,0.17,0.25,0.29,0.54,0.462,0.538,0.0,0.08,0.08,0.08,0.08,0.0,1.0,1.0,1.0
2025-26,1631221,Collin Gillespie,1610612756,PHX,26.0,28,27.9,2.86,1.39,1.46,2.79,0.21,0.32,0.68,0.43,0.54,0.96,0.444,0.556,0.04,0.29,0.32,0.32,0.21,0.111,0.889,1.0,0.667
2025-26,1642867,Collin Murray-Boyles,1610612761,TOR,20.0,24,17.7,3.71,2.38,1.33,2.33,0.04,1.17,2.54,0.13,0.13,0.25,0.5,0.5,0.42,0.5,0.92,0.92,0.67,0.455,0.545,1.0,0.727
2025-26,1629012,Collin Sexton,1610612766,CHA,26.0,21,25.2,2.38,1.57,0.81,1.76,0.0,0.43,0.9,0.29,0.38,0.67,0.429,0.571,0.0,0.19,0.19,0.19,0.05,0.0,1.0,1.0,0.25
2025-26,1642843,Cooper Flagg,1610612742,DAL,19.0,28,34.3,6.57,3.89,2.68,2.18,0.0,0.68,1.5,0.46,0.54,1.0,0.464,0.536,0.07,0.5,0.57,0.54,0.43,0.125,0.875,0.938,0.75
2025-26,1630557,Corey Kispert,1610612764,WAS,26.0,16,20.3,3.38,2.63,0.75,0.81,0.0,0.25,0.69,0.31,0.19,0.5,0.625,0.375,0.0,0.13,0.13,0.13,0.0,0.0,1.0,1.0,0.0
2025-26,1641854,Craig Porter Jr.,1610612739,CLE,25.0,25,16.4,2.48,1.68,0.8,2.52,0.0,0.2,0.44,0.36,0.2,0.56,0.643,0.357,0.04,0.24,0.28,0.24,0.08,0.143,0.857,0.857,0.286
2025-26,1642938,Curtis Jones,1610612743,DEN,24.0,1,1.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1626156,D'Angelo Russell,1610612742,DAL,29.0,21,19.5,1.95,1.0,0.95,1.19,0.05,0.19,0.48,0.1,0.29,0.38,0.25,0.75,0.0,0.14,0.14,0.14,0.1,0.0,1.0,1.0,0.667
2025-26,1641747,DaRon Holmes II,1610612743,DEN,23.0,1,3.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1631342,Daeqwon Plowden,1610612758,SAC,27.0,1,14.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1631207,Dalen Terry,1610612741,CHI,23.0,10,15.5,3.9,2.5,1.4,0.6,0.0,0.1,0.3,0.2,0.5,0.7,0.286,0.714,0.1,0.1,0.2,0.1,0.1,0.5,0.5,0.5,0.5
2025-26,1642261,Dalton Knecht,1610612747,LAL,24.0,18,16.9,2.56,1.5,1.06,0.72,0.0,0.33,0.83,0.11,0.11,0.22,0.5,0.5,0.0,0.22,0.22,0.22,0.22,0.0,1.0,1.0,1.0
2025-26,1629655,Daniel Gafford,1610612742,DAL,27.0,18,21.4,7.06,6.11,0.94,2.39,0.11,2.61,6.11,0.28,0.44,0.72,0.385,0.615,0.44,1.11,1.56,1.56,0.94,0.286,0.714,1.0,0.607
2025-26,1642450,Daniss Jenkins,1610612765,DET,24.0,20,18.4,2.5,1.6,0.9,1.55,0.0,0.2,0.45,0.4,0.3,0.7,0.571,0.429,0.05,0.15,0.2,0.15,0.05,0.25,0.75,0.75,0.25
2025-26,1642874,Danny Wolf,1610612751,BKN,21.0,11,19.0,4.36,3.0,1.36,1.0,0.0,0.18,0.45,0.0,0.18,0.18,0.0,1.0,0.0,0.36,0.36,0.36,0.09,0.0,1.0,1.0,0.25
2025-26,203967,Dario Šarić,1610612758,SAC,31.0,5,8.3,2.4,1.6,0.8,1.2,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.2,0.0,1.0,1.0,0.5
2025-26,1629636,Darius Garland,1610612739,CLE,25.0,13,30.2,3.62,1.77,1.85,1.54,0.08,0.38,0.85,0.38,0.31,0.69,0.556,0.444,0.0,0.15,0.15,0.15,0.15,0.0,1.0,1.0,1.0
