Season,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,DEF_RATING,DREB,DREB_PCT,PCT_DREB,STL,PCT_STL,BLK,PCT_BLK,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,DEF_WS,DEF_WS_RAW,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,DEF_RATING_RANK,DREB_RANK,DREB_PCT_RANK,PCT_DREB_RANK,STL_RANK,PCT_STL_RANK,BLK_RANK,PCT_BLK_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,DEF_WS_RANK
2025-26,1630551,Justin Champagnie,Justin,1610612764,WAS,24.0,20,2,18,0.1,13.1,130.7,2.2,0.173,0.317,0.7,0.359,0.4,0.333,6.1,5.7,4.3,15.6,-0.025,-0.024797512320570255,191,412,474,469,343,485,247,100,48,227,29,167,91,187,233,159,186,487
2025-26,1642348,Justin Edwards,Justin,1610612755,PHI,21.0,20,13,7,0.65,17.2,118.9,1.3,0.074,0.116,0.7,0.236,0.3,0.116,7.6,4.8,7.4,19.0,0.026,0.02625943137983533,191,100,216,128,279,411,364,420,415,249,150,248,284,250,185,315,237,393
2025-26,203994,Jusuf Nurkić,Jusuf,1610612762,UTA,31.0,22,7,15,0.318,24.1,115.8,6.9,0.273,0.383,1.5,0.355,0.4,0.267,10.6,7.0,9.0,25.0,0.058,0.05798807112633917,127,244,433,358,189,338,17,5,14,28,30,182,130,377,292,377,322,234
2025-26,1642354,KJ Simpson,KJ,1610612766,CHA,23.0,11,3,8,0.273,15.1,115.0,1.8,0.127,0.18,1.0,0.423,0.0,0.0,7.4,4.0,5.1,16.5,0.039,0.03915315428932235,357,377,251,388,312,313,292,209,255,102,15,416,416,236,144,201,206,319
2025-26,1626157,Karl-Anthony Towns,Karl-Anthony,1610612752,NYK,30.0,23,16,7,0.696,33.0,111.2,8.9,0.265,0.398,0.8,0.14,0.8,0.265,9.7,9.5,10.6,30.4,0.121,0.12144445346309303,99,26,216,104,45,198,5,7,10,164,359,71,132,334,416,453,392,55
2025-26,1631255,Karlo Matković,Karlo,1610612740,NOP,24.0,16,3,13,0.188,10.9,112.8,2.1,0.189,0.298,0.1,0.069,0.6,0.556,4.3,2.9,4.4,11.8,0.036,0.03550633854423026,275,377,393,431,375,237,255,72,69,435,439,100,24,119,102,169,137,337
2025-26,1642857,Kasparas Jakučionis,Kasparas,1610612748,MIA,19.0,1,1,0,1.0,0.9,66.7,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.022,0.022217146025772162,492,444,1,1,498,4,483,483,483,102,1,416,416,1,1,1,9,411
2025-26,202695,Kawhi Leonard,Kawhi,1610612746,LAC,34.0,15,4,11,0.267,32.4,117.4,5.0,0.163,0.239,2.1,0.313,0.4,0.158,13.2,8.9,10.1,33.7,0.062,0.06209409330187028,296,339,349,392,58,392,50,114,137,4,52,167,224,465,386,430,430,219
2025-26,1630811,Keaton Wallace,Keaton,1610612737,ATL,26.0,23,13,10,0.565,14.6,109.1,1.5,0.098,0.156,0.7,0.213,0.1,0.067,5.9,4.5,4.1,13.2,0.062,0.06172233589940859,99,100,312,204,320,146,338,323,312,229,184,345,368,182,168,154,158,219
2025-26,1631099,Keegan Murray,Keegan,1610612758,SAC,25.0,10,3,7,0.3,36.8,116.0,5.6,0.149,0.242,1.8,0.247,1.4,0.333,9.9,13.9,9.6,42.4,0.083,0.08254448670238018,372,377,216,370,4,344,34,146,131,10,135,20,91,343,497,411,498,138
2025-26,1642276,Kel'el Ware,Kel'el,1610612748,MIA,21.0,25,14,11,0.56,24.1,113.9,6.9,0.238,0.395,1.0,0.235,1.3,0.452,9.0,9.1,7.2,26.1,0.071,0.07054478245299962,11,73,349,212,188,275,16,21,11,123,151,26,59,311,401,300,336,179
2025-26,1629640,Keldon Johnson,Keldon,1610612759,SAS,26.0,24,17,7,0.708,24.0,112.1,4.5,0.183,0.277,0.8,0.175,0.1,0.063,7.3,6.8,5.4,21.9,0.082,0.0820152585039295,45,16,216,92,191,224,70,85,93,202,285,348,375,233,286,215,284,143
2025-26,203482,Kelly Olynyk,Kelly,1610612759,SAS,34.0,14,10,4,0.714,11.2,112.0,1.7,0.149,0.211,0.4,0.25,0.0,0.0,3.0,3.5,2.9,11.0,0.038,0.037917652480771544,314,176,109,87,372,222,305,148,187,340,117,416,416,76,121,96,119,325
2025-26,1626162,Kelly Oubre Jr.,Kelly,1610612755,PHI,30.0,12,7,5,0.583,34.8,114.6,3.9,0.1,0.167,1.1,0.232,0.8,0.167,13.7,13.6,17.3,35.8,0.094,0.09420881676254368,344,244,144,184,14,303,108,315,283,89,159,63,210,472,496,498,466,101
2025-26,1629026,Kenrich Williams,Kenrich,1610612760,OKC,31.0,7,7,0,1.0,16.0,108.9,2.4,0.15,0.205,0.0,0.0,0.0,0.0,5.9,2.7,4.0,15.4,0.069,0.06893280459052739,414,244,1,1,303,137,220,143,201,452,452,416,416,180,86,145,183,193
2025-26,203484,Kentavious Caldwell-Pope,Kentavious,1610612763,MEM,32.0,24,11,13,0.458,21.9,114.3,1.9,0.089,0.132,0.7,0.179,0.2,0.091,9.2,7.0,6.9,24.8,0.062,0.06163947810732559,45,145,393,288,212,292,278,357,376,222,271,287,321,320,298,287,320,219
2025-26,1631165,Keon Ellis,Keon,1610612758,SAC,25.0,24,5,19,0.208,16.9,116.6,1.0,0.062,0.1,1.2,0.372,0.4,0.357,6.7,5.9,4.8,19.5,0.037,0.0366157078390287,45,313,482,425,286,361,391,450,447,70,24,160,82,212,239,187,244,331
2025-26,1642352,Keshad Johnson,Keshad,1610612748,MIA,24.0,9,6,3,0.667,11.7,109.7,2.1,0.165,0.244,0.3,0.158,0.4,0.444,3.8,3.2,3.2,13.8,0.049,0.048905453833541564,381,270,82,112,363,165,257,113,128,368,320,156,60,103,113,112,167,278
2025-26,201142,Kevin Durant,Kevin,1610612745,HOU,37.0,20,14,6,0.7,35.4,110.1,4.3,0.117,0.177,1.0,0.138,0.6,0.154,15.0,12.0,10.9,34.3,0.142,0.14203798614935453,191,73,173,101,10,176,84,243,262,129,363,103,234,493,487,464,443,22
2025-26,1628989,Kevin Huerter,Kevin,1610612741,CHI,27.0,19,9,10,0.474,24.1,117.2,2.8,0.107,0.155,0.8,0.227,0.7,0.259,7.9,8.9,7.2,28.1,0.048,0.04772893539151132,217,188,312,283,190,386,189,281,315,183,165,81,135,265,387,303,367,284
2025-26,201567,Kevin Love,Kevin,1610612762,UTA,37.0,14,4,10,0.286,14.6,139.2,3.0,0.216,0.356,0.3,0.222,0.4,0.278,7.6,4.9,5.5,17.1,-0.061,-0.06139337617021672,314,339,312,380,321,491,171,39,24,390,172,187,123,254,189,220,215,495
2025-26,1641755,Kevin McCullar Jr.,Kevin,1610612752,NYK,24.0,1,1,0,1.0,1.2,100.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.006618912915129489,492,444,1,1,497,33,391,1,1,452,452,416,416,1,1,1,1,454
2025-26,1629645,Kevin Porter Jr.,Kevin,1610612749,MIL,25.0,7,4,3,0.571,29.3,119.2,3.7,0.118,0.198,2.0,0.412,0.3,0.1,9.6,10.3,5.3,24.3,0.04,0.040331232984931506,414,339,82,198,100,418,116,239,217,5,17,233,301,329,448,210,315,315
2025-26,1626172,Kevon Looney,Kevon,1610612740,NOP,29.0,12,2,10,0.167,12.9,116.9,2.3,0.174,0.25,0.3,0.148,0.4,0.625,4.7,5.1,3.8,12.3,0.026,0.026341287144744967,344,412,312,438,346,372,240,98,115,368,341,160,14,135,202,140,148,393
2025-26,1641718,Keyonte George,Keyonte,1610612762,UTA,22.0,23,8,15,0.348,33.4,123.6,3.4,0.101,0.157,0.8,0.178,0.3,0.119,14.6,11.4,11.4,36.2,0.005,0.004645950463585696,99,222,433,342,38,469,132,309,311,164,276,224,280,488,476,475,470,459
2025-26,1642863,Khaman Maluach,Khaman,1610612756,PHX,19.0,12,6,6,0.5,4.9,114.6,0.8,0.217,0.286,0.0,0.0,0.3,0.8,1.8,1.4,2.3,5.8,0.013,0.013192137359812901,344,270,173,248,453,305,423,37,82,452,452,193,5,36,38,70,50,439
2025-26,203114,Khris Middleton,Khris,1610612764,WAS,34.0,16,3,13,0.188,25.8,121.8,3.0,0.113,0.176,0.7,0.157,0.4,0.13,11.3,8.1,9.3,27.9,0.017,0.016595137303197297,275,377,393,431,163,453,171,260,265,232,325,174,265,410,346,393,362,423
2025-26,202691,Klay Thompson,Klay,1610612742,DAL,35.0,23,7,16,0.304,21.8,104.5,2.3,0.091,0.139,0.3,0.091,0.3,0.118,8.0,6.3,7.7,23.7,0.125,0.12489550291020712,99,244,451,367,215,72,232,344,357,386,425,190,282,275,256,327,307,50
2025-26,1641738,Kobe Brown,Kobe,1610612746,LAC,25.0,16,3,13,0.188,12.0,113.5,1.6,0.121,0.207,0.4,0.2,0.1,0.133,5.1,4.1,4.8,10.5,0.037,0.03654367274677045,275,377,393,431,359,260,320,234,198,339,210,348,259,158,155,187,109,331
2025-26,1642920,Kobe Sanders,Kobe,1610612746,LAC,23.0,17,4,13,0.235,19.3,113.8,1.4,0.067,0.104,0.6,0.167,0.1,0.077,7.5,5.0,8.1,18.8,0.058,0.05824801631937221,254,339,393,418,248,269,344,437,442,278,300,361,352,246,192,347,234,234
2025-26,1642886,Koby Brea,Koby,1610612756,PHX,23.0,2,1,1,0.5,3.9,150.0,0.5,0.1,0.2,0.0,0.0,0.0,0.0,4.5,4.0,5.0,9.0,-0.032,-0.03164809066649514,470,444,20,248,469,494,448,312,212,452,452,416,416,126,144,196,92,491
2025-26,1642851,Kon Knueppel,Kon,1610612766,CHA,20.0,24,7,17,0.292,33.5,116.0,4.5,0.134,0.191,0.8,0.158,0.2,0.06,13.8,9.8,13.3,38.9,0.078,0.07818221483026942,45,244,462,377,37,340,73,188,227,202,320,287,378,477,424,490,490,155
2025-26,1627739,Kris Dunn,Kris,1610612746,LAC,31.0,25,6,19,0.24,26.3,118.6,1.9,0.075,0.114,1.7,0.323,0.2,0.075,11.3,8.5,9.4,26.2,0.042,0.04155873301679727,11,270,482,410,148,409,282,413,417,15,43,327,361,412,363,400,338,307
2025-26,1631200,Kris Murray,Kris,1610612757,POR,25.0,23,7,16,0.304,24.9,116.3,2.1,0.086,0.136,1.2,0.267,0.3,0.127,10.7,7.1,8.3,29.2,0.055,0.055460843831964535,99,244,451,367,178,354,254,367,367,78,99,190,268,387,305,361,379,242
2025-26,204001,Kristaps Porziņģis,Kristaps,1610612737,ATL,30.0,13,6,7,0.462,25.9,117.1,4.2,0.156,0.239,0.5,0.109,1.6,0.488,9.2,7.8,9.5,28.8,0.052,0.05249980670218937,328,270,216,285,160,382,90,129,136,327,408,11,52,321,328,402,374,259
2025-26,203937,Kyle Anderson,Kyle,1610612762,UTA,32.0,8,1,7,0.125,18.3,115.2,1.9,0.103,0.19,1.5,0.414,0.4,0.25,5.4,7.9,4.0,22.5,0.045,0.04539455526236619,398,444,216,459,265,319,283,293,231,28,16,174,138,166,333,145,292,296
2025-26,1642271,Kyle Filipowski,Kyle,1610612762,UTA,22.0,22,8,14,0.364,22.6,118.7,4.6,0.198,0.306,0.6,0.171,0.5,0.289,8.3,7.8,7.3,21.9,0.035,0.034946041228182456,127,222,413,329,205,410,69,58,60,276,295,127,117,288,329,305,282,342
2025-26,1628398,Kyle Kuzma,Kyle,1610612749,MIL,30.0,25,11,14,0.44,26.1,113.3,3.7,0.133,0.212,0.8,0.198,0.5,0.26,8.6,7.5,7.6,25.9,0.082,0.08174673264010833,11,145,413,300,154,257,117,194,184,156,230,126,134,297,323,324,334,143
2025-26,200768,Kyle Lowry,Kyle,1610612755,PHI,39.0,3,3,0,1.0,8.1,109.6,0.3,0.04,0.059,0.3,0.167,0.0,0.0,2.3,2.3,1.7,4.7,0.034,0.03395428552245635,458,377,1,1,418,160,467,475,476,368,300,416,416,58,68,46,41,347
2025-26,1642273,Kyshawn George,Kyshawn,1610612764,WAS,22.0,20,2,18,0.1,31.5,120.9,5.1,0.152,0.242,1.1,0.239,0.9,0.221,14.7,10.8,10.5,35.0,0.029,0.028815265020077096,191,412,474,469,65,445,48,141,132,88,144,60,165,489,460,446,454,375
2025-26,1630163,LaMelo Ball,LaMelo,1610612766,CHA,24.0,16,5,11,0.313,28.9,118.1,4.9,0.168,0.24,1.1,0.321,0.2,0.064,10.7,8.9,10.6,32.0,0.051,0.05095070892162234,275,313,349,362,109,402,56,106,135,87,45,306,371,386,390,452,409,263
2025-26,1642950,Lachlan Olbrich,Lachlan,1610612741,CHI,21.0,5,0,5,0.0,7.2,108.3,1.6,0.242,0.32,0.0,0.0,0.0,0.0,2.4,2.0,1.6,7.2,0.03,0.029726610254845208,435,475,144,475,429,127,315,20,45,452,452,416,416,61,52,42,69,366
2025-26,1629013,Landry Shamet,Landry,1610612752,NYK,28.0,15,9,6,0.6,20.9,110.2,1.5,0.07,0.106,0.4,0.107,0.2,0.094,6.8,6.6,7.0,19.9,0.087,0.08707489700950824,296,188,173,156,229,178,326,430,437,350,410,292,313,214,273,291,252,123
2025-26,1626204,Larry Nance Jr.,Larry,1610612739,CLE,32.0,16,10,6,0.625,15.0,114.2,2.0,0.135,0.213,0.6,0.22,0.3,0.148,5.3,3.3,4.6,15.0,0.042,0.04207237358539341,275,176,173,138,314,284,265,184,181,286,177,248,242,163,115,181,179,307
2025-26,1628374,Lauri Markkanen,Lauri,1610612762,UTA,28.0,22,8,14,0.364,35.1,117.3,4.4,0.117,0.184,0.8,0.15,0.4,0.136,14.8,12.3,10.3,36.0,0.068,0.0683779246772878,127,222,413,329,12,390,82,246,251,168,335,182,258,490,492,439,467,197
2025-26,2544,LeBron James,LeBron,1610612747,LAL,40.0,8,6,2,0.75,33.5,121.4,5.3,0.156,0.241,0.6,0.152,0.6,0.208,13.0,11.1,14.3,34.3,0.026,0.02626008171062197,398,270,57,58,35,448,42,130,133,257,333,100,177,461,465,496,442,393
2025-26,1631159,Leonard Miller,Leonard,1610612750,MIN,22.0,9,6,3,0.667,4.3,103.3,1.1,0.227,0.313,0.2,0.286,0.0,0.0,2.0,0.9,1.2,4.7,0.029,0.028803089629364603,381,270,82,112,463,60,383,29,54,406,75,416,416,40,19,32,41,375
2025-26,1642862,Liam McNeeley,Liam,1610612766,CHA,20.0,18,6,12,0.333,14.1,109.3,2.0,0.137,0.203,0.2,0.111,0.1,0.133,5.9,4.6,4.3,13.2,0.06,0.060420863422028584,232,270,377,346,331,148,265,176,205,406,404,364,259,181,175,163,159,227
2025-26,1630322,Lindy Waters III,Lindy,1610612759,SAS,28.0,12,8,4,0.667,6.9,112.4,1.0,0.135,0.218,0.2,0.2,0.0,0.0,2.1,3.1,1.5,8.0,0.023,0.023238064020874707,344,222,109,112,431,233,391,185,172,424,210,416,416,49,109,39,80,408
2025-26,1628366,Lonzo Ball,Lonzo,1610612739,CLE,28.0,18,10,8,0.556,23.5,108.1,3.7,0.149,0.235,1.2,0.25,0.3,0.1,7.9,6.3,7.6,22.9,0.109,0.10894558965726807,232,176,251,220,197,125,118,150,150,80,117,237,301,264,258,320,299,69
2025-26,1629652,Luguentz Dort,Luguentz,1610612760,OKC,26.0,16,16,0,1.0,28.7,103.2,2.7,0.086,0.134,0.9,0.155,0.4,0.109,8.2,8.5,6.3,23.0,0.17,0.17001697632677457,275,26,1,1,117,59,199,368,372,132,329,174,292,281,365,260,301,10
2025-26,1629029,Luka Dončić,Luka,1610612747,LAL,26.0,18,13,5,0.722,37.2,116.2,8.2,0.214,0.314,1.5,0.278,0.6,0.212,16.2,10.3,13.3,36.9,0.084,0.08448791080501904,232,100,144,86,2,349,7,43,51,28,86,102,173,498,451,492,476,131
2025-26,1630568,Luka Garza,Luka,1610612738,BOS,26.0,19,11,8,0.579,13.1,117.4,1.5,0.111,0.177,0.3,0.143,0.4,0.421,4.3,3.9,5.5,12.1,0.026,0.026066098908607855,217,145,251,192,342,393,340,269,260,382,351,159,66,117,142,219,144,393
2025-26,1628379,Luke Kennard,Luke,1610612737,ATL,29.0,22,12,10,0.545,20.7,112.2,1.5,0.066,0.109,0.9,0.224,0.0,0.024,8.5,6.5,6.2,20.0,0.069,0.0686588648407111,127,125,312,225,231,226,342,446,431,149,169,411,411,296,272,255,255,193
2025-26,1628436,Luke Kornet,Luke,1610612759,SAS,30.0,16,12,4,0.75,25.5,111.4,3.6,0.126,0.186,0.3,0.068,1.5,0.558,7.3,6.5,7.7,25.8,0.093,0.09336695055164118,275,125,109,58,167,205,123,214,241,400,440,17,23,231,269,329,333,107
2025-26,1631247,Luke Travers,Luke,1610612739,CLE,24.0,11,6,5,0.545,8.9,110.3,1.2,0.123,0.213,0.5,0.24,0.4,0.235,2.5,2.6,3.0,10.2,0.036,0.03558664270041614,357,270,144,225,404,180,375,227,183,291,141,182,154,64,83,99,104,337
2025-26,1630644,Mac McClung,Mac,1610612754,IND,26.0,3,0,3,0.0,11.3,115.8,1.3,0.138,0.167,1.7,0.833,0.3,0.25,5.0,1.3,7.3,16.0,0.028,0.028178570723740234,458,475,82,475,371,335,353,174,285,16,5,193,138,147,37,312,193,380
2025-26,1631103,Malaki Branham,Malaki,1610612764,WAS,22.0,11,1,10,0.091,8.0,113.2,1.2,0.146,0.255,0.2,0.167,0.1,0.1,3.7,3.0,2.6,9.3,0.024,0.02387822203191288,357,444,312,472,419,253,375,158,111,421,300,380,301,99,104,84,96,404
2025-26,1628370,Malik Monk,Malik,1610612758,SAC,27.0,22,5,17,0.227,23.8,114.1,1.7,0.068,0.111,0.9,0.178,0.5,0.196,8.0,9.9,7.2,27.3,0.068,0.06823725188822408,127,313,462,420,192,282,308,435,422,149,276,152,187,271,435,301,351,197
2025-26,1631204,Marcus Sasser,Marcus,1610612765,DET,25.0,1,1,0,1.0,4.2,190.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,8.0,6.0,-0.098,-0.09847127122762883,492,444,1,1,464,498,483,483,483,452,452,416,416,147,192,342,51,497
2025-26,203935,Marcus Smart,Marcus,1610612747,LAL,31.0,15,11,4,0.733,26.9,107.8,1.7,0.062,0.092,1.7,0.321,0.3,0.156,10.4,8.3,9.0,26.9,0.128,0.12766687887717845,296,145,109,76,145,116,302,452,457,16,46,193,231,363,352,379,347,48
2025-26,1641813,Mark Sears,Mark,1610612749,MIL,23.0,7,1,6,0.143,3.7,101.8,0.1,0.045,0.083,0.0,0.0,0.0,0.0,2.1,1.3,1.7,2.3,0.024,0.024305827281091645,414,444,173,451,473,47,481,468,461,452,452,416,416,52,36,48,12,404
2025-26,1631109,Mark Williams,Mark,1610612756,PHX,23.0,21,13,8,0.619,24.8,111.0,5.3,0.211,0.329,1.4,0.248,0.8,0.457,11.8,7.9,6.9,25.1,0.094,0.09405120418526315,164,100,251,151,181,193,40,46,38,48,133,74,57,427,331,286,324,101
2025-26,1628963,Marvin Bagley III,Marvin,1610612764,WAS,26.0,18,2,16,0.111,17.8,120.7,2.6,0.135,0.216,0.6,0.2,0.8,0.389,7.4,6.7,7.0,18.8,0.018,0.017952173242413865,232,412,451,466,272,440,204,186,174,287,210,72,73,238,282,291,233,421
2025-26,203486,Mason Plumlee,Mason,1610612766,CHA,35.0,10,4,6,0.4,9.4,113.1,2.2,0.244,0.324,0.4,0.25,0.0,0.0,4.7,2.6,2.0,10.6,0.03,0.029897244591747963,372,339,173,315,397,248,247,14,41,350,117,416,416,138,82,52,112,366
2025-26,1641824,Matas Buzelis,Matas,1610612741,CHI,21.0,23,9,14,0.391,28.6,113.0,4.5,0.145,0.208,0.9,0.188,1.4,0.492,10.7,8.8,9.7,31.1,0.091,0.09110923820678288,99,188,413,320,119,246,72,159,195,140,255,22,50,387,383,415,402,114
2025-26,1629680,Matisse Thybulle,Matisse,1610612757,POR,28.0,4,2,2,0.5,12.2,88.7,1.0,0.089,0.154,2.5,0.5,0.0,0.0,6.5,4.5,2.3,10.5,0.134,0.13361104328738319,446,412,57,248,355,14,391,356,317,1,7,416,416,207,169,66,109,35
2025-26,1631108,Max Christie,Max,1610612742,DAL,22.0,25,9,16,0.36,28.9,113.4,3.1,0.099,0.152,0.4,0.096,0.4,0.12,10.1,8.5,8.5,33.0,0.088,0.08763691344375052,11,188,451,334,110,259,169,320,323,338,422,167,277,348,363,365,423,121
2025-26,1628467,Maxi Kleber,Maxi,1610612747,LAL,33.0,10,6,4,0.6,12.1,102.1,1.2,0.104,0.146,0.2,0.091,0.3,0.231,5.3,3.0,2.9,10.8,0.072,0.07198483773603416,372,270,109,156,358,48,372,289,344,414,425,228,159,162,104,98,115,174
2025-26,1642875,Maxime Raynaud,Maxime,1610612758,SAC,22.0,17,5,12,0.294,18.0,119.2,3.4,0.195,0.296,0.4,0.12,0.5,0.286,4.8,6.0,5.7,21.1,0.025,0.02539299032515943,254,313,377,375,270,417,135,63,72,365,393,146,118,140,241,233,267,398
2025-26,1642877,Micah Peavy,Micah,1610612740,NOP,24.0,22,3,19,0.136,16.1,116.6,1.4,0.085,0.138,0.6,0.203,0.1,0.069,5.6,5.5,4.5,17.1,0.035,0.03484805903778472,127,377,482,455,301,362,346,372,359,276,207,380,365,172,219,171,214,342
2025-26,1629008,Michael Porter Jr.,Michael,1610612751,BKN,27.0,19,6,13,0.316,32.8,121.2,6.4,0.199,0.323,0.9,0.198,0.3,0.082,12.4,11.4,11.7,37.2,0.027,0.026837975922136968,217,270,393,361,51,447,24,57,43,130,231,246,342,443,473,481,479,389
2025-26,1628969,Mikal Bridges,Mikal,1610612752,NYK,29.0,24,17,7,0.708,34.4,112.9,3.4,0.096,0.147,2.0,0.322,1.1,0.351,12.4,10.9,10.3,31.6,0.11,0.10995226400994006,45,16,216,92,21,242,134,330,341,5,44,32,84,445,462,442,406,67
2025-26,201144,Mike Conley,Mike,1610612750,MIN,38.0,24,15,9,0.625,19.1,114.3,1.5,0.078,0.114,0.6,0.173,0.1,0.086,7.0,4.2,5.7,19.6,0.054,0.05394373814301279,45,43,275,138,254,290,341,399,418,280,291,348,334,222,158,229,247,247
2025-26,1628970,Miles Bridges,Miles,1610612766,CHA,27.0,24,7,17,0.292,34.7,119.1,5.3,0.153,0.228,0.6,0.134,0.5,0.146,13.9,11.3,12.9,40.2,0.05,0.05034031596968727,45,244,462,377,15,414,38,138,157,257,369,122,244,481,471,488,494,270
2025-26,1642939,Miles Kelly,Miles,1610612742,DAL,22.0,2,1,1,0.5,5.6,109.7,1.5,0.231,0.375,0.0,0.0,0.0,0.0,7.0,1.5,2.0,7.0,0.03,0.02978819674636934,470,444,20,248,446,163,331,25,16,452,452,416,416,223,41,52,64,366
2025-26,1630540,Miles McBride,Miles,1610612752,NYK,25.0,20,16,4,0.8,26.9,110.7,1.9,0.067,0.104,0.7,0.138,0.3,0.125,8.0,7.9,7.1,24.0,0.102,0.10249864330889388,191,26,109,40,143,187,288,438,441,249,362,248,269,270,335,299,310,86
2025-26,1629011,Mitchell Robinson,Mitchell,1610612752,NYK,27.0,16,11,5,0.688,17.5,114.2,3.6,0.201,0.314,0.8,0.317,0.9,0.5,7.6,4.4,5.5,16.3,0.05,0.04997214050100806,275,145,144,108,277,287,120,54,52,174,48,56,39,252,166,220,201,270
2025-26,1642885,Mohamed Diawara,Mohamed,1610612752,NYK,20.0,17,12,5,0.706,3.3,110.0,0.5,0.127,0.195,0.2,0.429,0.1,0.333,1.9,1.5,1.5,3.9,0.015,0.01481088145048675,254,125,144,99,480,172,457,211,221,422,13,402,91,38,40,38,27,430
2025-26,1628420,Monte Morris,Monte,1610612754,IND,30.0,6,0,6,0.0,10.8,104.2,1.0,0.08,0.133,0.2,0.091,0.2,0.077,4.8,4.3,2.5,12.7,0.063,0.06344879594464935,423,475,173,475,378,68,391,393,373,424,425,320,352,141,162,79,152,214
2025-26,1630541,Moses Moody,Moses,1610612744,GSW,23.0,23,11,12,0.478,24.9,104.8,2.4,0.087,0.136,0.9,0.186,0.7,0.281,11.0,8.7,7.9,25.4,0.139,0.13882492292339108,99,145,377,282,180,75,226,365,363,140,258,88,122,395,376,337,327,26
2025-26,1631243,Mouhamed Gueye,Mouhamed,1610612737,ATL,23.0,25,14,11,0.56,17.2,108.6,2.6,0.135,0.223,0.6,0.17,0.6,0.327,6.8,6.2,4.4,15.9,0.076,0.07564410922790119,11,73,349,212,282,131,206,181,165,270,297,96,106,214,254,165,192,161
2025-26,1630619,Moussa Cisse,Moussa,1610612742,DAL,23.0,18,5,13,0.278,10.1,110.8,2.1,0.18,0.306,0.2,0.105,1.1,0.655,4.2,4.6,3.1,11.0,0.039,0.039354887013662,232,313,393,386,385,189,261,90,61,406,413,38,11,113,171,109,119,319
2025-26,1631217,Moussa Diabaté,Moussa,1610612766,CHA,23.0,23,7,16,0.304,22.4,115.6,4.1,0.191,0.291,0.7,0.197,1.0,0.522,9.0,6.6,8.0,22.6,0.054,0.053948378689967366,99,244,451,367,208,330,95,67,79,247,232,40,36,312,274,340,293,247
2025-26,1626167,Myles Turner,Myles,1610612749,MIL,29.0,26,11,15,0.423,28.7,114.5,4.5,0.155,0.237,0.9,0.184,1.7,0.573,10.6,8.0,7.9,27.8,0.079,0.07855855362741254,1,145,433,305,115,297,71,131,142,144,262,10,21,380,338,336,361,151
2025-26,1642066,Myron Gardner,Myron,1610612748,MIA,24.0,4,4,0,1.0,2.4,133.3,0.5,0.2,0.286,0.0,0.0,0.0,0.0,0.0,0.5,0.5,3.5,-0.008,-0.008026367833224112,446,339,1,1,492,488,448,55,82,452,452,416,416,1,11,8,22,479
2025-26,1642368,N'Faly Dante,N'Faly,1610612737,ATL,24.0,4,3,1,0.75,3.9,86.7,1.0,0.25,0.364,0.5,0.5,0.0,0.0,2.0,1.5,2.0,2.0,0.037,0.03737587326424508,446,377,20,58,471,12,391,12,21,299,7,416,416,40,41,52,9,331
2025-26,1641772,Nae'Qwan Tomlin,Nae'Qwan,1610612739,CLE,24.0,16,9,7,0.563,17.0,104.1,1.7,0.093,0.145,0.9,0.283,0.8,0.333,4.9,4.8,4.3,14.4,0.094,0.09436629329339492,275,188,216,209,285,66,307,340,349,132,78,65,91,146,179,159,172,101
2025-26,1630230,Naji Marshall,Naji,1610612742,DAL,27.0,25,9,16,0.36,27.5,112.8,4.0,0.132,0.21,1.2,0.248,0.1,0.043,11.0,8.7,8.2,32.3,0.091,0.09100337049595328,11,188,451,334,137,236,98,196,189,83,133,359,396,398,378,351,413,114
2025-26,1629675,Naz Reid,Naz,1610612750,MIN,26.0,24,15,9,0.625,25.9,114.2,4.8,0.189,0.296,1.0,0.209,0.9,0.339,10.1,7.3,6.3,26.3,0.072,0.07236053233923516,45,43,275,138,161,283,61,70,74,102,192,56,90,349,317,259,342,174
2025-26,1629674,Neemias Queta,Neemias,1610612738,BOS,26.0,23,13,10,0.565,24.3,105.0,5.0,0.196,0.301,0.7,0.144,1.3,0.443,7.5,7.9,6.2,19.0,0.132,0.132038002615842,99,100,312,204,186,77,53,61,68,247,349,24,62,242,332,253,236,40
2025-26,1629651,Nic Claxton,Nic,1610612751,BKN,26.0,23,6,17,0.261,30.2,122.2,4.9,0.166,0.273,0.7,0.167,1.4,0.457,11.4,10.4,11.3,34.5,0.016,0.0162473187963007,99,270,462,395,86,454,57,111,100,229,300,22,57,415,452,474,447,427
