Season,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,DRIVES,DRIVE_FGM,DRIVE_FGA,DRIVE_FG_PCT,DRIVE_FTM,DRIVE_FTA,DRIVE_FT_PCT,DRIVE_PTS,DRIVE_PTS_PCT,DRIVE_PASSES,DRIVE_PASSES_PCT,DRIVE_AST,DRIVE_AST_PCT,DRIVE_TOV,DRIVE_TOV_PCT,DRIVE_PF,DRIVE_PF_PCT
2025-26,1642349,Ajay Mitchell,1610612760,OKC,28,25,3,26.2,11.4,2.8,5.4,0.52,1.2,1.4,0.85,7.1,0.625,4.3,0.378,0.9,0.075,0.7,0.059,0.8,0.066
2025-26,201143,Al Horford,1610612744,GSW,13,7,6,21.5,1.0,0.2,0.4,0.6,0.2,0.2,1.0,0.6,0.615,0.5,0.462,0.1,0.077,0.1,0.077,0.1,0.077
2025-26,1627936,Alex Caruso,1610612760,OKC,19,17,2,18.8,1.3,0.2,0.6,0.25,0.1,0.1,1.0,0.4,0.333,0.5,0.417,0.2,0.125,0.1,0.042,0.1,0.042
2025-26,1642259,Alex Sarr,1610612764,WAS,18,3,15,29.2,6.0,1.8,4.1,0.438,0.4,0.7,0.667,4.2,0.694,1.3,0.213,0.4,0.074,0.3,0.046,0.4,0.065
2025-26,1642918,Alijah Martin,1610612761,TOR,2,0,2,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1630578,Alperen Sengun,1610612745,HOU,23,16,7,35.9,9.5,2.7,5.2,0.513,1.4,1.6,0.865,6.8,0.717,2.3,0.247,0.7,0.068,1.0,0.105,0.9,0.091
2025-26,1642873,Amari Williams,1610612738,BOS,6,4,2,5.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1641708,Amen Thompson,1610612745,HOU,25,17,8,36.7,11.6,2.1,4.9,0.434,1.2,1.3,0.906,5.5,0.474,5.0,0.433,1.0,0.086,0.8,0.072,0.6,0.055
2025-26,1629599,Amir Coffey,1610612749,MIL,20,9,11,7.9,0.5,0.2,0.3,0.5,0.0,0.0,0.0,0.3,0.6,0.2,0.3,0.1,0.1,0.0,0.0,0.0,0.0
2025-26,203083,Andre Drummond,1610612755,PHI,26,16,10,21.9,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1641748,Andre Jackson Jr.,1610612749,MIL,13,4,9,7.1,1.0,0.1,0.2,0.333,0.0,0.0,0.0,0.2,0.154,0.7,0.692,0.3,0.308,0.1,0.077,0.0,0.0
2025-26,1629614,Andrew Nembhard,1610612754,IND,20,4,16,31.3,14.0,2.8,5.5,0.505,2.3,2.7,0.849,8.0,0.573,6.0,0.427,1.7,0.118,0.7,0.05,1.4,0.097
2025-26,203952,Andrew Wiggins,1610612748,MIA,22,11,11,32.8,7.6,1.5,3.6,0.43,0.5,0.8,0.667,3.7,0.485,2.9,0.377,0.5,0.072,0.5,0.072,0.4,0.054
2025-26,1629014,Anfernee Simons,1610612738,BOS,28,17,11,24.0,4.7,1.6,2.9,0.537,0.4,0.4,1.0,3.7,0.788,1.4,0.288,0.3,0.061,0.1,0.03,0.2,0.038
2025-26,1641710,Anthony Black,1610612753,ORL,28,16,12,29.2,6.3,1.7,3.4,0.511,0.8,1.3,0.657,4.4,0.699,1.5,0.244,0.4,0.057,0.5,0.074,0.6,0.102
2025-26,203076,Anthony Davis,1610612742,DAL,13,7,6,30.5,4.2,1.3,3.1,0.425,0.4,0.5,0.833,3.0,0.709,0.5,0.109,0.2,0.036,0.5,0.109,0.2,0.055
2025-26,1630162,Anthony Edwards,1610612750,MIN,21,14,7,34.7,11.7,3.5,5.9,0.597,2.7,3.1,0.848,10.3,0.886,3.1,0.265,0.7,0.057,0.6,0.053,1.6,0.139
2025-26,1630264,Anthony Gill,1610612764,WAS,10,0,10,3.2,0.4,0.2,0.3,0.667,0.2,0.2,1.0,0.6,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.25
2025-26,1641810,Antonio Reeves,1610612766,CHA,6,1,5,8.8,1.8,0.5,0.8,0.6,0.0,0.0,0.0,1.0,0.545,1.0,0.545,0.2,0.091,0.0,0.0,0.0,0.0
2025-26,1630574,Ariel Hukporti,1610612752,NYK,17,13,4,9.0,0.1,0.1,0.1,1.0,0.0,0.0,0.0,0.1,1.0,0.1,0.5,0.1,0.5,0.0,0.0,0.0,0.0
2025-26,1642854,Asa Newell,1610612737,ATL,19,12,7,9.9,1.1,0.2,0.4,0.5,0.0,0.0,0.0,0.5,0.429,0.5,0.476,0.2,0.19,0.1,0.095,0.0,0.0
2025-26,1641709,Ausar Thompson,1610612765,DET,23,17,6,26.4,6.3,1.4,2.8,0.492,0.7,1.0,0.667,3.5,0.555,2.6,0.404,0.5,0.082,0.3,0.041,0.5,0.082
2025-26,1630559,Austin Reaves,1610612747,LAL,21,15,6,36.9,13.2,3.8,6.1,0.625,2.5,3.0,0.825,10.8,0.819,4.5,0.339,1.2,0.09,0.8,0.061,1.6,0.119
2025-26,1630245,Ayo Dosunmu,1610612741,CHI,21,9,12,27.2,8.0,1.8,3.7,0.481,0.8,0.9,0.842,4.6,0.571,3.3,0.417,0.5,0.06,0.4,0.048,0.5,0.065
2025-26,1628389,Bam Adebayo,1610612748,MIA,20,10,10,31.2,6.5,1.8,3.8,0.48,1.5,2.1,0.714,5.2,0.806,1.3,0.194,0.2,0.031,0.3,0.039,1.1,0.163
2025-26,1631248,Baylor Scheierman,1610612738,BOS,24,16,8,11.6,0.7,0.2,0.2,1.0,0.0,0.0,0.0,0.3,0.5,0.4,0.625,0.0,0.063,0.0,0.063,0.0,0.0
2025-26,1642879,Ben Saraf,1610612751,BKN,12,3,9,16.9,4.8,0.8,1.6,0.526,0.7,0.8,0.8,2.4,0.509,2.2,0.456,0.6,0.123,0.6,0.123,0.4,0.088
2025-26,1641767,Ben Sheppard,1610612754,IND,22,4,18,24.9,2.7,0.5,1.2,0.385,0.2,0.3,0.833,1.1,0.417,1.3,0.483,0.2,0.067,0.1,0.033,0.1,0.05
2025-26,1631097,Bennedict Mathurin,1610612754,IND,17,5,12,32.6,7.2,1.4,3.0,0.471,1.5,1.7,0.897,4.5,0.626,2.3,0.317,0.4,0.049,0.9,0.122,0.9,0.122
2025-26,1641731,Bilal Coulibaly,1610612764,WAS,13,2,11,26.8,4.5,0.6,1.4,0.444,0.8,1.1,0.714,2.1,0.458,1.9,0.424,0.3,0.068,0.5,0.102,0.5,0.119
2025-26,202687,Bismack Biyombo,1610612759,SAS,9,6,3,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1631104,Blake Wesley,1610612757,POR,6,4,2,16.3,6.7,1.2,2.0,0.583,0.2,0.3,0.5,2.7,0.4,4.0,0.6,1.3,0.2,0.2,0.025,0.2,0.025
2025-26,1626171,Bobby Portis,1610612749,MIL,27,11,16,22.4,1.4,0.4,1.0,0.462,0.0,0.1,0.5,0.9,0.641,0.4,0.256,0.0,0.026,0.0,0.026,0.0,0.026
2025-26,1641752,Bobi Klintman,1610612765,DET,6,5,1,8.8,1.3,0.2,0.5,0.333,0.0,0.0,0.0,0.3,0.25,0.2,0.125,0.0,0.0,0.7,0.5,0.0,0.0
2025-26,203992,Bogdan Bogdanović,1610612746,LAC,14,3,11,24.2,5.0,0.8,1.6,0.478,0.9,1.0,0.857,2.5,0.5,2.9,0.571,0.7,0.143,0.0,0.0,0.5,0.1
2025-26,1630538,Bones Hyland,1610612750,MIN,19,13,6,11.9,2.2,0.4,0.7,0.615,0.1,0.2,0.5,0.9,0.429,1.2,0.524,0.4,0.19,0.2,0.071,0.1,0.048
2025-26,203078,Bradley Beal,1610612746,LAC,6,2,4,20.2,3.2,0.2,1.7,0.1,0.3,0.3,1.0,0.7,0.211,0.8,0.263,0.5,0.158,0.3,0.105,0.2,0.053
2025-26,1642382,Branden Carlson,1610612760,OKC,18,17,1,10.3,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1641764,Brandin Podziemski,1610612744,GSW,29,14,15,27.8,6.2,1.1,2.2,0.477,0.9,1.1,0.844,3.1,0.497,2.8,0.453,0.8,0.123,0.4,0.061,0.6,0.089
2025-26,1629634,Brandon Clarke,1610612763,MEM,2,1,1,10.2,2.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1627742,Brandon Ingram,1610612761,TOR,29,17,12,34.3,9.9,2.4,4.6,0.526,1.3,1.8,0.75,6.3,0.64,3.2,0.325,0.6,0.059,1.0,0.101,0.9,0.091
2025-26,1641706,Brandon Miller,1610612766,CHA,12,6,6,29.0,9.4,1.8,4.8,0.379,1.3,1.5,0.889,5.2,0.549,3.0,0.319,0.6,0.062,0.8,0.08,0.8,0.08
2025-26,1630314,Brandon Williams,1610612742,DAL,26,10,16,22.2,12.2,2.1,4.7,0.447,1.6,2.0,0.788,5.9,0.484,5.1,0.418,1.1,0.091,0.7,0.057,1.0,0.082
2025-26,1641729,Brice Sensabaugh,1610612762,UTA,26,9,17,16.4,2.9,0.7,1.3,0.576,0.7,0.7,0.944,2.2,0.76,0.9,0.32,0.3,0.107,0.2,0.067,0.4,0.133
2025-26,1642355,Bronny James,1610612747,LAL,14,8,6,8.9,1.6,0.2,0.6,0.333,0.0,0.0,0.0,0.4,0.273,0.7,0.455,0.4,0.273,0.2,0.136,0.0,0.0
2025-26,201572,Brook Lopez,1610612746,LAC,21,6,15,14.7,0.7,0.1,0.3,0.429,0.0,0.0,0.0,0.3,0.467,0.2,0.267,0.0,0.0,0.2,0.267,0.0,0.0
2025-26,1642964,Brooks Barnhizer,1610612760,OKC,17,16,1,7.7,0.9,0.2,0.3,0.6,0.0,0.0,0.0,0.4,0.467,0.5,0.6,0.2,0.2,0.1,0.067,0.0,0.0
2025-26,1628971,Bruce Brown,1610612743,DEN,27,20,7,24.3,3.0,0.4,1.4,0.289,0.3,0.3,1.0,1.1,0.378,1.3,0.415,0.4,0.146,0.1,0.049,0.1,0.049
2025-26,1631121,Bryce McGowens,1610612740,NOP,18,4,14,17.2,3.4,0.9,2.3,0.405,0.6,0.8,0.786,2.7,0.774,0.6,0.177,0.2,0.065,0.1,0.016,0.4,0.113
2025-26,1642267,Bub Carrington,1610612764,WAS,26,5,21,27.4,3.8,0.6,2.0,0.294,0.2,0.4,0.6,1.4,0.36,1.4,0.37,0.5,0.14,0.2,0.06,0.2,0.05
2025-26,1627741,Buddy Hield,1610612744,GSW,28,13,15,18.4,1.9,0.4,0.7,0.579,0.1,0.1,1.0,1.0,0.509,1.0,0.528,0.3,0.17,0.1,0.057,0.1,0.038
2025-26,203468,CJ McCollum,1610612764,WAS,26,5,21,30.7,8.4,2.3,4.7,0.5,0.5,0.6,0.813,5.3,0.638,2.9,0.344,0.7,0.083,0.3,0.041,0.3,0.037
2025-26,1630595,Cade Cunningham,1610612765,DET,24,18,6,36.1,17.3,4.3,8.8,0.49,2.5,3.0,0.836,11.4,0.662,6.2,0.357,1.5,0.085,0.6,0.034,1.5,0.089
2025-26,1631216,Caleb Houstan,1610612737,ATL,8,5,3,5.4,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.333,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1631126,Caleb Love,1610612757,POR,20,8,12,17.0,4.9,1.0,2.3,0.435,0.3,0.4,0.625,2.3,0.464,2.1,0.433,0.5,0.093,0.3,0.052,0.2,0.041
2025-26,1628997,Caleb Martin,1610612742,DAL,22,8,14,9.1,1.5,0.1,0.6,0.154,0.1,0.1,1.0,0.3,0.212,0.6,0.394,0.1,0.091,0.1,0.091,0.0,0.03
2025-26,1642353,Cam Christie,1610612746,LAC,17,3,14,11.0,2.0,0.2,1.0,0.235,0.6,0.7,0.833,1.1,0.529,0.5,0.265,0.1,0.029,0.1,0.029,0.4,0.176
2025-26,1642285,Cam Spencer,1610612763,MEM,27,12,15,22.3,5.0,0.7,1.4,0.462,0.6,0.7,0.889,2.0,0.39,2.9,0.566,0.6,0.125,0.3,0.059,0.3,0.066
2025-26,1630560,Cam Thomas,1610612751,BKN,8,1,7,28.3,12.8,3.1,7.3,0.431,2.5,2.8,0.909,9.3,0.725,2.9,0.225,0.6,0.049,0.9,0.069,1.4,0.108
2025-26,1641715,Cam Whitmore,1610612764,WAS,21,3,18,16.9,2.2,0.6,1.5,0.375,0.1,0.4,0.375,1.3,0.574,0.3,0.149,0.1,0.064,0.1,0.064,0.2,0.085
2025-26,1629661,Cameron Johnson,1610612743,DEN,26,19,7,30.9,2.8,0.4,1.0,0.37,0.3,0.5,0.667,1.2,0.431,1.2,0.431,0.4,0.139,0.3,0.111,0.2,0.083
2025-26,1627747,Caris LeVert,1610612765,DET,22,17,5,20.6,5.3,1.0,2.3,0.42,0.3,0.4,0.875,2.3,0.431,2.3,0.431,0.8,0.147,0.4,0.078,0.2,0.034
2025-26,1642868,Carter Bryant,1610612759,SAS,20,16,4,7.9,0.7,0.1,0.3,0.2,0.1,0.1,0.5,0.2,0.214,0.3,0.357,0.1,0.071,0.1,0.143,0.1,0.071
2025-26,1641717,Cason Wallace,1610612760,OKC,27,24,3,27.7,4.3,0.5,1.7,0.298,0.0,0.0,0.0,1.1,0.248,2.1,0.487,0.4,0.085,0.3,0.068,0.0,0.0
2025-26,1642907,Cedric Coward,1610612763,MEM,28,13,15,27.2,5.7,1.3,2.9,0.45,0.7,0.9,0.833,3.3,0.575,1.9,0.331,0.5,0.088,0.4,0.075,0.4,0.075
2025-26,1629646,Charles Bassey,1610612763,MEM,2,0,2,15.3,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1642404,Chaz Lanier,1610612765,DET,13,12,1,10.3,0.4,0.1,0.2,0.5,0.0,0.0,0.0,0.2,0.4,0.2,0.6,0.1,0.2,0.0,0.0,0.0,0.0
2025-26,1631096,Chet Holmgren,1610612760,OKC,24,22,2,28.7,4.8,1.3,2.2,0.604,1.0,1.1,0.962,3.8,0.798,1.5,0.325,0.4,0.088,0.3,0.053,0.5,0.114
2025-26,1628449,Chris Boucher,1610612738,BOS,8,3,5,11.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1641753,Chris Livingston,1610612739,CLE,3,2,1,5.8,0.7,0.7,0.7,1.0,0.0,0.0,0.0,1.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1643024,Chris Mañon,1610612747,LAL,2,1,1,3.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,101108,Chris Paul,1610612746,LAC,16,4,12,14.2,1.9,0.4,1.0,0.375,0.0,0.0,0.0,0.8,0.387,0.7,0.355,0.2,0.097,0.2,0.097,0.0,0.0
2025-26,1642959,Chris Youngblood,1610612760,OKC,19,19,0,5.6,0.3,0.0,0.2,0.0,0.1,0.1,1.0,0.1,0.333,0.1,0.333,0.1,0.167,0.0,0.0,0.1,0.167
2025-26,1631128,Christian Braun,1610612743,DEN,11,9,2,29.6,2.7,0.5,1.1,0.5,0.1,0.2,0.5,1.2,0.433,1.3,0.467,0.5,0.167,0.3,0.1,0.1,0.033
2025-26,1631132,Christian Koloko,1610612747,LAL,2,1,1,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1642935,Chucky Hepburn,1610612761,TOR,2,0,2,6.6,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.25,0.0,0.0
2025-26,203991,Clint Capela,1610612745,HOU,23,15,8,11.2,0.3,0.0,0.2,0.25,0.0,0.0,0.0,0.1,0.25,0.1,0.375,0.0,0.0,0.0,0.125,0.0,0.0
2025-26,1629632,Coby White,1610612741,CHI,11,5,6,29.3,15.5,3.2,5.7,0.556,3.2,3.9,0.814,9.7,0.629,6.6,0.429,2.4,0.153,0.6,0.041,2.0,0.129
2025-26,1628998,Cody Martin,1610612754,IND,4,0,4,13.8,1.8,0.0,0.3,0.0,0.5,1.0,0.5,0.5,0.286,0.8,0.429,0.0,0.0,0.3,0.143,0.5,0.286
2025-26,1642262,Cody Williams,1610612762,UTA,15,5,10,12.8,1.5,0.5,0.9,0.5,0.0,0.0,0.0,0.9,0.636,0.4,0.273,0.1,0.091,0.1,0.045,0.0,0.0
2025-26,1641732,Colby Jones,1610612765,DET,1,0,1,6.8,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1630175,Cole Anthony,1610612749,MIL,24,10,14,16.2,7.6,1.8,3.4,0.524,0.1,0.1,1.0,3.8,0.495,3.6,0.473,0.9,0.121,0.3,0.038,0.0,0.005
2025-26,1631221,Collin Gillespie,1610612756,PHX,28,15,13,27.9,7.2,1.1,2.4,0.455,0.5,0.6,0.938,2.9,0.401,3.9,0.545,1.1,0.149,0.5,0.064,0.3,0.04
2025-26,1642867,Collin Murray-Boyles,1610612761,TOR,24,13,11,17.7,1.5,0.3,0.5,0.583,0.1,0.2,0.75,0.7,0.486,0.6,0.429,0.0,0.029,0.2,0.143,0.1,0.057
2025-26,1629012,Collin Sexton,1610612766,CHA,21,6,15,25.2,11.1,2.3,4.3,0.527,1.5,1.7,0.889,6.4,0.579,4.2,0.378,1.0,0.094,1.1,0.099,0.9,0.082
2025-26,1642843,Cooper Flagg,1610612742,DAL,28,11,17,34.3,12.0,3.7,6.7,0.556,1.6,1.9,0.846,9.2,0.767,3.4,0.281,0.7,0.057,0.7,0.057,1.0,0.081
2025-26,1630557,Corey Kispert,1610612764,WAS,17,2,15,19.9,2.5,0.6,1.0,0.647,0.4,0.5,0.875,1.8,0.738,1.1,0.429,0.4,0.143,0.1,0.048,0.2,0.095
2025-26,1641854,Craig Porter Jr.,1610612739,CLE,25,14,11,16.4,3.7,0.9,1.6,0.575,0.0,0.1,0.0,1.9,0.522,1.5,0.413,0.4,0.098,0.3,0.087,0.0,0.011
2025-26,1642938,Curtis Jones,1610612743,DEN,2,2,0,1.6,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1626156,D'Angelo Russell,1610612742,DAL,23,8,15,19.5,5.8,1.5,3.0,0.515,1.0,1.2,0.786,4.0,0.687,1.8,0.313,0.7,0.112,0.3,0.045,0.6,0.104
2025-26,1641747,DaRon Holmes II,1610612743,DEN,2,2,0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1631342,Daeqwon Plowden,1610612758,SAC,1,0,1,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1631207,Dalen Terry,1610612741,CHI,16,7,9,10.8,2.4,0.3,0.7,0.455,0.0,0.1,0.0,0.6,0.256,1.5,0.615,0.4,0.154,0.1,0.051,0.1,0.026
2025-26,1642261,Dalton Knecht,1610612747,LAL,22,15,7,14.5,1.8,0.5,1.0,0.524,0.2,0.3,0.667,1.2,0.667,0.5,0.308,0.0,0.0,0.1,0.051,0.1,0.077
2025-26,1629655,Daniel Gafford,1610612742,DAL,18,5,13,21.4,0.7,0.3,0.6,0.5,0.1,0.1,1.0,0.7,1.0,0.0,0.0,0.0,0.0,0.1,0.077,0.1,0.077
2025-26,1642450,Daniss Jenkins,1610612765,DET,22,17,5,16.6,5.6,1.1,2.4,0.472,0.5,0.5,0.833,2.8,0.5,2.5,0.452,0.6,0.105,0.3,0.056,0.3,0.056
2025-26,1642874,Danny Wolf,1610612751,BKN,12,4,8,17.6,5.2,1.3,2.6,0.484,0.7,0.8,0.8,3.3,0.645,1.9,0.371,0.3,0.048,0.2,0.032,0.4,0.081
2025-26,203967,Dario Šarić,1610612758,SAC,5,1,4,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1629636,Darius Garland,1610612739,CLE,13,5,8,30.2,15.2,2.4,5.8,0.413,1.4,1.7,0.818,6.2,0.409,7.5,0.495,2.4,0.157,0.8,0.051,0.8,0.056
2025-26,1642357,David Jones Garcia,1610612759,SAS,10,6,4,6.7,2.8,0.8,1.5,0.533,0.1,0.4,0.25,1.9,0.679,0.9,0.321,0.3,0.107,0.1,0.036,0.2,0.071
2025-26,1630558,Davion Mitchell,1610612748,MIA,24,14,10,30.4,11.6,2.5,4.2,0.6,0.5,0.9,0.591,5.6,0.482,6.0,0.522,1.6,0.137,0.6,0.05,0.5,0.04
2025-26,1630549,Day'Ron Sharpe,1610612751,BKN,25,7,18,16.0,0.7,0.2,0.4,0.556,0.0,0.2,0.25,0.5,0.706,0.2,0.294,0.0,0.059,0.0,0.059,0.1,0.118
2025-26,1628368,De'Aaron Fox,1610612759,SAS,19,14,5,31.9,13.8,3.2,6.5,0.496,1.6,2.0,0.816,8.3,0.599,5.1,0.366,1.1,0.076,0.9,0.065,1.0,0.073
2025-26,1629631,De'Andre Hunter,1610612739,CLE,25,13,12,28.5,6.1,1.3,2.8,0.478,0.8,1.0,0.875,3.6,0.595,2.1,0.346,0.4,0.072,0.4,0.065,0.5,0.078
2025-26,1629001,De'Anthony Melton,1610612744,GSW,6,2,4,18.0,5.8,0.5,1.8,0.273,1.2,1.3,0.875,2.2,0.371,2.5,0.429,0.7,0.114,0.7,0.114,0.7,0.114
2025-26,201599,DeAndre Jordan,1610612740,NOP,2,0,2,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,201942,DeMar DeRozan,1610612758,SAC,28,6,22,33.0,7.5,1.7,3.4,0.5,1.0,1.1,0.903,4.6,0.619,3.0,0.405,0.8,0.1,0.4,0.052,0.6,0.081
2025-26,1629731,Dean Wade,1610612739,CLE,27,14,13,22.7,1.5,0.1,0.3,0.286,0.1,0.1,1.0,0.3,0.195,1.1,0.732,0.2,0.122,0.1,0.049,0.1,0.049
2025-26,1629028,Deandre Ayton,1610612747,LAL,23,16,7,29.4,0.8,0.3,0.6,0.5,0.1,0.1,1.0,0.7,0.889,0.1,0.167,0.0,0.0,0.0,0.0,0.0,0.056
2025-26,1630166,Deni Avdija,1610612757,POR,28,12,16,34.7,19.8,2.9,5.8,0.503,3.6,4.1,0.878,9.9,0.498,10.1,0.513,2.7,0.135,1.4,0.069,2.1,0.105
2025-26,203471,Dennis Schröder,1610612758,SAC,21,5,16,28.8,10.3,1.7,4.5,0.368,1.1,1.3,0.821,4.6,0.444,4.4,0.426,1.1,0.106,0.4,0.042,0.7,0.065
2025-26,1641726,Dereck Lively II,1610612742,DAL,7,3,4,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1642852,Derik Queen,1610612740,NOP,29,7,22,25.7,6.3,2.0,4.0,0.509,1.1,1.4,0.762,5.3,0.836,1.0,0.153,0.2,0.038,0.4,0.06,0.7,0.115
2025-26,1627884,Derrick Jones Jr.,1610612746,LAC,13,4,9,24.9,1.6,0.5,0.8,0.636,0.1,0.3,0.25,1.5,0.905,0.4,0.238,0.1,0.048,0.1,0.048,0.2,0.143
2025-26,1628401,Derrick White,1610612738,BOS,27,16,11,33.4,6.8,1.6,3.7,0.426,0.5,0.6,0.875,3.9,0.574,2.3,0.339,0.6,0.082,0.4,0.06,0.3,0.044
2025-26,1630217,Desmond Bane,1610612753,ORL,28,16,12,33.7,11.4,3.1,5.9,0.524,1.0,1.1,0.967,7.5,0.664,4.0,0.349,0.9,0.082,0.6,0.053,0.5,0.047
2025-26,1626164,Devin Booker,1610612756,PHX,25,14,11,34.4,15.2,3.5,6.6,0.524,2.0,2.2,0.875,9.4,0.617,6.2,0.404,1.2,0.081,0.8,0.052,1.1,0.073
2025-26,1642269,Devin Carter,1610612758,SAC,9,1,8,9.5,3.0,0.1,1.0,0.111,0.4,0.4,1.0,0.7,0.222,1.4,0.481,0.6,0.185,0.2,0.074,0.2,0.074
2025-26,1630170,Devin Vassell,1610612759,SAS,27,20,7,32.0,4.3,0.7,2.0,0.377,0.3,0.4,0.9,1.8,0.422,1.7,0.405,0.3,0.069,0.2,0.043,0.2,0.043
