NBA ID,Season,Player,Post Control Rating,,Post Control,POST_TOUCHES,Post Up Frequency%,Post Up Impact Per 75 Possessions,Post Up Shot Making,Stable Post Up PPP,PTS_PER_POST_TOUCH,Post Up Shot Quality,Post Up Draw Foul Rate
2207,2013-14,Joe Johnson,89.27196824946822,2.920991189932584,2.2613693965465123,2.6121264006835094,2.3614747596589822,,,,0.21383947403596884,,0.2511380138118498
2207,2014-15,Joe Johnson,88.74190340291216,2.4578134382651613,1.8554521081506299,2.3518893683315167,1.7389825254454887,,,,0.3057319341481268,,-0.014536815128574005
2207,2015-16,Joe Johnson,85.28550515965908,1.534451540078422,1.0462410513355331,1.5711782712755393,1.2116107801073215,0.5474747735890585,1.9400202584686186,0.5830381375564385,0.1920754703251947,-0.522184745836386,0.10940082219350954
2207,2016-17,Joe Johnson,65.13752240427205,0.14774370221302383,-0.16903468960249837,0.6603486580435659,0.8259689554557428,-1.180439131636375,0.4024423587604747,-1.3692132385844413,-0.07876546474221828,-1.088747229465865,-0.3347090448772899
2207,2017-18,Joe Johnson,88.71774306776268,2.4367018143067596,1.8369504138875143,1.1808227227475507,1.5643488958261622,2.5953727353377203,2.3069422572626075,2.2912580916797056,0.5330448617939912,0.6902589691306993,0.21598719029050142
2207,2021-22,Joe Johnson,28.998875182449908,-0.8934209761104819,-1.081485128936442,-1.445658729452402,-1.5197880326387314,7.100056630378611e-05,,-1.1490561284963914,-1.780050028756055,,-1.33470904487729
2210,2013-14,Richard Jefferson,70.28399463891984,0.3612607767483302,0.018086284169629464,0.00975607716358485,0.0035619071757861886,,,,0.5765728692155399,,-0.3347090448772899
2210,2014-15,Richard Jefferson,55.983947983918775,0.009883705891938302,-0.2898517100303325,-0.31554021327640563,-0.2718854295686968,,,,-0.1754943701234371,,-0.3347090448772899
2210,2015-16,Richard Jefferson,63.82846895114761,0.1228956281571317,-0.19081091440241077,-0.38059947136440375,-0.3748603569977882,0.035500283151893054,,-0.1490561284963914,0.4290612885091809,,-0.3347090448772899
2210,2016-17,Richard Jefferson,56.62570899738998,0.016330161612899692,-0.28420219898064014,-0.31554021327640563,-0.26745859737101757,0.035500283151893054,-0.4362364956257855,-0.1490561284963914,-0.4076437430383624,-1.6666409627679337,-0.3347090448772899
2210,2017-18,Richard Jefferson,36.764279933574144,-0.7004918690741004,-0.9124069301263265,-1.445658729452402,-1.5197880326387314,0.005822046436910461,0.02015276946360229,-1.1490561284963914,-1.780050028756055,-2.1793972268465818,-1.33470904487729
2215,2013-14,Jason Collins,41.518584632729926,-0.33316963372543945,-0.5904949963093865,-1.2504809551884075,0.08609003199547972,,,,0.0043274274259088065,,-1.33470904487729
2216,2013-14,Zach Randolph,97.5474328659463,10.152202842558571,8.598620733174334,10.80959291977127,8.19524786352388,,,,0.4677528506616685,,0.4610947631686514
2216,2014-15,Zach Randolph,94.60945020408647,7.584954301932755,6.348748923706741,7.816867047723357,6.188873438852788,,,,0.49918974491056467,,0.42412435003895804
2216,2015-16,Zach Randolph,89.54152698536801,3.1565352182671838,2.4677942365463306,7.686748531547361,6.645753739669575,-1.0524455090270834,1.0139790234171226,-0.6371189725316113,0.40004261689481524,-0.3295535014023631,0.21598719029050142
2216,2016-17,Zach Randolph,88.18882211398308,1.974523611445091,1.4319091048308612,5.344615240379429,5.008167595380109,-3.740311583822202,2.4117771140608895,-1.1251818165668312,0.4798439638343209,-0.30689100205718395,0.12936081621916343
2216,2017-18,Zach Randolph,84.8045530778323,1.4857136498929016,1.0035283947905616,5.084378208027437,4.162816692017481,-1.6924136220735406,-1.746672205604317,-0.3930875505140014,0.49918974491056467,0.21434648288193683,0.15119939791782008
2217,2014-15,Brendan Haywood,73.08684249005594,0.5415342362126702,0.17607339294607335,0.024346141549596412,0.5072991027221957,,,,0.07136970535262831,,-1.33470904487729
2222,2013-14,Gerald Wallace,82.85717487919668,1.2883736062979498,0.8305845625369238,0.790467174219562,0.9197750725883335,,,,0.10501945548209762,,1.114491573985319
2222,2014-15,Gerald Wallace,42.782345826202224,-0.2355302067413922,-0.5049262674591494,-1.0553031809244133,0.2793291503077865,,,,-1.780050028756055,,-1.33470904487729
2223,2013-14,Samuel Dalembert,66.95025001750328,0.20784469667878858,-0.11636369533385242,-0.18542169710040943,-0.02614791473508149,,,,-0.08843835528034018,,-0.3347090448772899
2223,2014-15,Samuel Dalembert,89.01566156431755,2.697026980766979,2.065092817727787,1.8964745617155299,2.7834336654113416,,,,-0.48260864470880704,,-0.3347090448772899
2224,2013-14,Jamaal Tinsley,28.284677738658512,-1.289258340245882,-1.4283870017426872,-1.3805994713644036,-1.4475095243267522,,,,-1.780050028756055,,-1.33470904487729
2225,2013-14,Tony Parker,47.77431526836821,-0.04467907497649971,-0.33766915371739037,-0.31554021327640563,-0.4453192664991164,,,,0.4290612885091809,,-0.3347090448772899
2225,2014-15,Tony Parker,46.56618524933241,-0.08871823962367426,-0.37626396582234795,-0.31554021327640563,-0.4416112781436169,,,,-0.37620684878946625,,-0.3347090448772899
2225,2015-16,Tony Parker,62.55350771693571,0.09869468274082749,-0.21202001199969048,-0.38059947136440375,-0.47804372429311265,0.035500283151893054,-0.22656678202922045,-0.1490561284963914,1.638172605774417,-1.1907284765191712,-0.3347090448772899
2225,2016-17,Tony Parker,49.0,0.0,-0.29851354035468436,-0.4456587294524018,-0.5197880326387315,0.035500283151893054,,-0.1490561284963914,-0.7800500287560551,,-0.3347090448772899
2225,2017-18,Tony Parker,49.0,0.0,-0.29851354035468436,-0.4456587294524018,-0.5197880326387315,0.035500283151893054,,-0.1490561284963914,-0.7800500287560551,,-0.3347090448772899
2225,2018-19,Tony Parker,49.0,0.0,-0.29851354035468436,-0.4456587294524018,-0.5197880326387315,0.035500283151893054,,-0.1490561284963914,-0.7800500287560551,,-0.3347090448772899
2229,2013-14,Mike James,28.15744052772206,-1.3597783940977342,-1.4901889966226773,-1.445658729452402,-1.5197880326387314,,,,-1.780050028756055,,-1.33470904487729
2248,2013-14,Earl Watson,28.15744052772206,-1.3597783940977342,-1.4901889966226773,-1.445658729452402,-1.5197880326387314,,,,-1.780050028756055,,-1.33470904487729
2365,2013-14,Chris Andersen,47.326230209608354,-0.06101282330469127,-0.3519836383981679,-0.38059947136440375,-0.37848354888881175,,,,0.1267834591928719,,-0.3347090448772899
2365,2014-15,Chris Andersen,48.24998654504122,-0.02733974448949382,-0.3224734022190774,-0.31554021327640563,-0.2772052279178392,,,,-0.7800500287560551,,-0.3347090448772899
2365,2015-16,Chris Andersen,66.19459487605405,0.17307009248721894,-0.14683928054420922,-0.2504809551884075,-0.07589960201071125,0.035500283151893054,-0.20909430589617337,-0.1490561284963914,-0.7800500287560551,0.21434648288193683,-0.3347090448772899
2365,2016-17,Chris Andersen,32.8077881249743,-0.8203099604902633,-1.0174124805728453,-1.3805994713644036,-1.304055996379312,0.004047032279315808,,-1.1490561284963914,-1.780050028756055,,-1.33470904487729
2399,2013-14,Mike Dunleavy,44.8315984021076,-0.1519479868827672,-0.43167692005206026,-0.38059947136440375,-0.45482045390313625,,,,-0.7800500287560551,,-0.3347090448772899
2399,2014-15,Mike Dunleavy,48.0470886353498,-0.03473584781502768,-0.32895516045506484,-0.38059947136440375,-0.4415030000902995,,,,1.1545280788683225,,-0.3347090448772899
2399,2015-16,Mike Dunleavy,69.58494708969022,0.3290912056011983,-0.010106315846008532,-0.12036243901241132,-0.0518923910827057,0.035500283151893054,-0.3139291626944559,-0.1490561284963914,-0.43424419201819764,0.9508777116002597,2.418772130961667
2399,2016-17,Mike Dunleavy,59.72678140068123,0.04748027125758506,-0.2569030292889055,-0.38059947136440375,-0.3733585157994364,0.035500283151893054,-0.29645668656140883,-0.1490561284963914,-0.7800500287560551,-0.30689100205718395,-0.3347090448772899
2400,2013-14,Drew Gooden,77.78640446567343,0.8733062516959782,0.4668300115569776,0.40011162569157355,0.631909954037731,,,,0.3831150584531019,,-0.3347090448772899
2400,2014-15,Drew Gooden,66.94946962156787,0.20780878352439067,-0.11639516871572034,-0.12036243901241132,-0.025716411135515486,,,,-0.6784846781057753,,-0.3347090448772899
2400,2015-16,Drew Gooden,68.37516660575584,0.2734181410246499,-0.05889678414515939,-0.12036243901241132,0.2566102297234652,0.035500283151893054,-0.19162182976312628,-0.1490561284963914,-0.08843835528034018,-0.43153474845566936,-0.3347090448772899
2403,2013-14,Nene,92.82693277081164,6.027366730494186,4.9837184982137455,5.930148563171413,5.064018180059713,,,,0.21867591930502978,,0.5081933558897375
2403,2014-15,Nene,91.54316063558508,4.905589470389406,4.000621227313631,4.238607852883462,4.592736002534247,,,,0.10018301021303667,,0.4301468373001982
2403,2015-16,Nene,88.59414217748076,2.328697703419514,1.7422983377263994,3.3277782396514883,4.586542221252451,0.8034620188076412,0.19277264516390963,0.09497529352121854,0.3516781642042059,2.4352714187094944,0.8521362895360537
2403,2016-17,Nene,40.487200662823085,-0.41285536892794544,-0.6603295629326532,0.1398745933395811,0.3482941200911512,-1.8844040559874773,-0.13920440136398504,-2.3453389266548785,0.05423678015695767,1.426790197849022,-0.3347090448772899
2403,2017-18,Nene,84.57980279697685,1.4629382946727056,0.9835686484513786,-0.05530318092441324,0.18673438611086748,2.083398244900555,0.15782769289781545,2.0472266696620958,1.1085818488122436,2.57124641478057,1.9598586016551742
2403,2018-19,Nene,60.36279882303929,0.057111280091749185,-0.2484626562865171,-0.18542169710040943,0.10133057725102589,-0.8604550751131465,-0.4012915433596913,-0.3930875505140014,0.8329044684757698,1.4381214475216118,-0.3347090448772899
2405,2013-14,Amare Stoudemire,90.75204391121707,4.214301096749796,3.3947935485937033,2.9374226911235,4.411643615009476,,,,0.7651942347089166,,0.9890799819683623
