NBA_ID,Season,Player,Ball Handle Rating,Speed with Ball Rating,Pass Accuracy Rating,Pass IQ Rating,Pass Vision Rating
1891,2017-18,Jason Terry,72.22999677295658,71.46096275265751,71.55363105661395,68.23412253612426,66.99172619684344
1897,2013-14,Metta World Peace,73.69547124990775,48.61732135771288,53.120358390929745,62.85590540186418,60.97719220494461
1897,2015-16,Metta World Peace,69.74974929385402,58.47778078646563,58.552135272060255,60.69532065590721,62.59508348528614
1897,2016-17,Metta World Peace,48.16403790292932,34.444450904393534,47.15286256163692,48.31700727963133,49.57325766891396
1905,2013-14,Andrei Kirilenko,67.40485482151747,66.104015798006,69.37234863579965,69.56574839325484,68.83194015957581
1905,2014-15,Andrei Kirilenko,49.05375927145212,47.7580882869295,32.156358804523045,31.501995650553177,32.33742010139911
1938,2013-14,Manu Ginobili,77.90281282337868,78.5624702407124,87.82654221410195,90.9275708594966,85.58134542998661
1938,2014-15,Manu Ginobili,78.54936829919706,78.67037703737948,85.39222317830821,88.17273722715906,84.7815173020873
1938,2015-16,Manu Ginobili,79.09406185701822,69.4336126285864,78.26903782431053,83.2852293022137,81.99168275923668
1938,2016-17,Manu Ginobili,76.89283586736029,70.7311236274814,76.22734619292932,79.13350617226911,79.33189536481925
1938,2017-18,Manu Ginobili,80.26009695439986,66.49107491062492,76.13690578994297,81.3341699406761,79.12636121673503
2030,2013-14,Kenyon Martin,62.68205255474061,30.924855413053844,72.84200069821922,70.71136985192136,71.06887466738274
2030,2014-15,Kenyon Martin,47.76837080759739,27.81964981075969,38.47674341809744,43.553191333728236,43.2283252246625
2034,2013-14,Mike Miller,70.2390406129447,68.91833485240909,69.79598713595942,70.7537048251025,71.49544706218708
2034,2014-15,Mike Miller,68.55018342396048,58.64523453747789,66.11369617901431,61.40509818405005,62.02194278918515
2034,2015-16,Mike Miller,35.27616114010661,30.247112799801148,55.35334892625164,56.43067598643603,55.06175597535583
2034,2016-17,Mike Miller,35.35520366003519,35.993020458728374,54.73264614154972,59.6162955433095,55.618667327959535
2037,2013-14,Jamal Crawford,79.71046224430202,74.02806166956678,77.10820239539379,83.1472338923748,80.83360277279883
2037,2014-15,Jamal Crawford,80.91826726635911,68.18228266031244,74.21009519790698,78.05322184916561,76.12984796218478
2037,2015-16,Jamal Crawford,86.9214579384496,71.41874620319794,78.37598269710789,80.19515131797702,75.83480796158815
2037,2016-17,Jamal Crawford,88.49956541567222,68.69010072377124,78.09339112283494,80.85168250231737,77.04503709457799
2037,2017-18,Jamal Crawford,86.72654400071698,66.50265562591113,78.44635230596725,81.19025682079095,76.48746776667457
2037,2018-19,Jamal Crawford,86.93552743312334,65.7409250828981,84.59150835563469,89.39559778971625,81.79183016932922
2037,2019-20,Jamal Crawford,56.6524155166009,49.33638905773603,66.64088748343349,66.48941473319111,66.36309429453628
2045,2013-14,Hedo Turkoglu,63.75912132796126,61.12639302299997,67.96278418588764,67.98919350363313,65.6520505110706
2045,2014-15,Hedo Turkoglu,64.12046108122463,48.673503607233165,55.17179885927644,60.911064482897835,60.62149863148437
2199,2013-14,Tyson Chandler,46.24980715699401,30.15801701905436,52.7242131230025,59.990970857611075,66.98446893365909
2199,2014-15,Tyson Chandler,45.272911924464424,30.313124074466707,53.08773518696515,62.92830073670539,68.38267368037215
2199,2015-16,Tyson Chandler,49.36256919157411,30.273660738996615,52.254771409395424,58.255927420572824,64.2395132032491
2199,2016-17,Tyson Chandler,47.65724940114324,47.146524415717444,48.64349612382368,53.976637052753176,60.748924962247344
2199,2017-18,Tyson Chandler,48.24188736075858,33.41008675572117,52.348519171469974,57.33482400401369,64.30170765433004
