Season,Player,FT_PCT
2019-20,Aron Baynes,0.747
2019-20,Austin Rivers,0.703
2019-20,Avery Bradley,0.833
2019-20,BJ Johnson,0.9
2019-20,Bam Adebayo,0.691
2019-20,Ben McLemore,0.746
2019-20,Ben Simmons,0.621
2019-20,Bismack Biyombo,0.603
2019-20,Blake Griffin,0.776
2019-20,Boban Marjanović,0.754
2019-20,Bobby Portis,0.763
2019-20,Bogdan Bogdanović,0.741
2019-20,Bojan Bogdanović,0.903
2019-20,Bol Bol,0.8
2019-20,Brad Wanamaker,0.926
2019-20,Bradley Beal,0.842
2019-20,Brandon Clarke,0.759
2019-20,Brandon Goodwin,0.933
2019-20,Brandon Ingram,0.851
2019-20,Brandon Knight,0.588
2019-20,Brian Bowen II,0.0
2019-20,Brook Lopez,0.836
2019-20,Bruce Brown,0.739
2019-20,Bruno Caboclo,0.889
2019-20,Bruno Fernando,0.569
2019-20,Bryn Forbes,0.833
2019-20,Buddy Hield,0.846
2019-20,CJ McCollum,0.757
2019-20,CJ Miles,0.75
2019-20,Caleb Martin,0.81
2019-20,Caleb Swanigan,0.529
2019-20,Cam Reddish,0.802
2019-20,Cameron Johnson,0.807
2019-20,Cameron Payne,0.857
2019-20,Caris LeVert,0.711
2019-20,Carmelo Anthony,0.845
2019-20,Carsen Edwards,0.684
2019-20,Cedi Osman,0.67
2019-20,Chandler Hutchison,0.59
2019-20,Chandler Parsons,0.0
2019-20,Charlie Brown Jr.,1.0
2019-20,Chasson Randle,0.833
2019-20,Cheick Diallo,0.872
2019-20,Chimezie Metu,0.769
2019-20,Chris Boucher,0.784
2019-20,Chris Chiozza,1.0
2019-20,Chris Clemons,0.909
2019-20,Chris Paul,0.907
2019-20,Chris Silva,0.673
2019-20,Christian Wood,0.744
2019-20,Clint Capela,0.529
2019-20,Coby White,0.791
2019-20,Cody Martin,0.646
2019-20,Cody Zeller,0.682
2019-20,Collin Sexton,0.846
2019-20,Corey Brewer,0.333
2019-20,Cory Joseph,0.857
2019-20,Courtney Lee,0.857
2019-20,Cristiano Felicio,0.783
2019-20,D'Angelo Russell,0.809
2019-20,D.J. Augustin,0.89
2019-20,D.J. Wilson,0.611
2019-20,DaQuan Jeffries,0.833
2019-20,Damian Jones,0.738
2019-20,Damian Lillard,0.888
2019-20,Damion Lee,0.873
2019-20,Damyean Dotson,0.667
2019-20,Daniel Gafford,0.533
2019-20,Daniel Theis,0.763
2019-20,Danilo Gallinari,0.893
2019-20,Danny Green,0.688
2019-20,Danté Exum,0.744
2019-20,Danuel House Jr.,0.811
2019-20,Dario Šarić,0.844
2019-20,Darius Bazley,0.694
2019-20,Darius Garland,0.875
2019-20,Daryl Macon,0.0
2019-20,David Nwaba,0.667
2019-20,Davis Bertans,0.852
2019-20,De'Aaron Fox,0.705
2019-20,De'Andre Hunter,0.764
2019-20,De'Anthony Melton,0.769
2019-20,DeAndre Jordan,0.68
2019-20,DeAndre' Bembry,0.542
2019-20,DeMar DeRozan,0.845
2019-20,DeMarre Carroll,0.69
2019-20,Dean Wade,0.0
2019-20,Deandre Ayton,0.753
2019-20,Dejounte Murray,0.798
2019-20,Delon Wright,0.77
2019-20,Dennis Schröder,0.839
2019-20,Dennis Smith Jr.,0.509
2019-20,Denzel Valentine,0.75
2019-20,Deonte Burton,0.571
2019-20,Derrick Favors,0.563
2019-20,Derrick Jones Jr.,0.772
2019-20,Derrick Rose,0.871
2019-20,Derrick Walton Jr.,0.778
2019-20,Derrick White,0.853
2019-20,Devin Booker,0.919
2019-20,Devon Hall,0.5
2019-20,Devontae Cacok,0.0
2019-20,Devonte' Graham,0.82
2019-20,Dewan Hernandez,0.6
2019-20,Dewayne Dedmon,0.833
2019-20,Dillon Brooks,0.808
2019-20,Dion Waiters,0.824
2019-20,Domantas Sabonis,0.723
2019-20,Donovan Mitchell,0.863
2019-20,Donta Hall,0.5
2019-20,Donte DiVincenzo,0.733
2019-20,Dorian Finney-Smith,0.722
2019-20,Doug McDermott,0.828
2019-20,Dragan Bender,0.714
2019-20,Draymond Green,0.759
2019-20,Drew Eubanks,0.769
2019-20,Duncan Robinson,0.931
2019-20,Dusty Hannahs,1.0
2019-20,Dwayne Bacon,0.66
2019-20,Dwight Howard,0.514
2019-20,Dwight Powell,0.667
2019-20,Dzanan Musa,0.75
2019-20,E'Twaun Moore,0.689
2019-20,Ed Davis,0.5
2019-20,Edmond Sumner,0.552
2019-20,Elfrid Payton,0.57
2019-20,Elie Okobo,0.704
2019-20,Emmanuel Mudiay,0.759
2019-20,Enes Freedom,0.707
2019-20,Eric Bledsoe,0.79
2019-20,Eric Gordon,0.766
2019-20,Eric Mika,1.0
2019-20,Eric Paschall,0.774
2019-20,Ersan Ilyasova,0.828
2019-20,Evan Fournier,0.818
2019-20,Evan Turner,0.857
2019-20,Frank Jackson,0.747
2019-20,Frank Kaminsky,0.678
2019-20,Frank Mason III,0.588
2019-20,Frank Ntilikina,0.864
2019-20,Fred VanVleet,0.848
2019-20,Furkan Korkmaz,0.755
2019-20,Gabe Vincent,0.0
2019-20,Garrett Temple,0.805
2019-20,Garrison Mathews,0.912
2019-20,Gary Clark,0.9
2019-20,Gary Harris,0.815
2019-20,Gary Payton II,0.5
2019-20,Gary Trent Jr.,0.822
2019-20,George Hill,0.842
2019-20,Georges Niang,0.833
2019-20,Giannis Antetokounmpo,0.633
2019-20,Glenn Robinson III,0.86
2019-20,Goga Bitadze,0.727
2019-20,Goran Dragic,0.776
2019-20,Gordon Hayward,0.855
2019-20,Gorgui Dieng,0.772
2019-20,Grant Williams,0.722
2019-20,Grayson Allen,0.867
2019-20,Hamidou Diallo,0.603
2019-20,Harrison Barnes,0.801
2019-20,Harry Giles III,0.776
2019-20,Hassan Whiteside,0.686
2019-20,Henry Ellenson,0.0
2019-20,Ian Mahinmi,0.619
2019-20,Ignas Brazdeikis,0.8
2019-20,Iman Shumpert,0.571
2019-20,Isaac Bonga,0.812
2019-20,Isaiah Hartenstein,0.679
2019-20,Isaiah Roby,0.0
2019-20,Isaiah Thomas,0.816
2019-20,Ish Smith,0.721
2019-20,Ivica Zubac,0.747
2019-20,J.J. Barea,0.909
2019-20,J.P. Macura,0.0
2019-20,JJ Redick,0.892
2019-20,JR Smith,1.0
2019-20,Ja Morant,0.776
2019-20,JaKarr Sampson,0.667
2019-20,JaMychal Green,0.75
2019-20,JaVale McGee,0.646
2019-20,Jabari Parker,0.753
2019-20,Jacob Evans,0.862
2019-20,Jae Crowder,0.776
2019-20,Jahlil Okafor,0.645
2019-20,Jake Layman,0.75
2019-20,Jakob Poeltl,0.465
2019-20,Jalen Brunson,0.813
2019-20,Jalen Lecque,1.0
2019-20,Jalen McDaniels,0.824
2019-20,Jamal Crawford,0.0
2019-20,Jamal Murray,0.881
2019-20,James Ennis III,0.806
2019-20,James Harden,0.865
2019-20,James Johnson,0.646
2019-20,Jared Dudley,1.0
2019-20,Jared Harper,0.0
2019-20,Jaren Jackson Jr.,0.747
2019-20,Jarred Vanderbilt,1.0
2019-20,Jarrell Brantley,0.5
2019-20,Jarrett Allen,0.633
2019-20,Jarrett Culver,0.462
2019-20,Jarrod Uthoff,1.0
2019-20,Javonte Green,0.667
2019-20,Jaxson Hayes,0.647
2019-20,Jaylen Brown,0.724
2019-20,Jaylen Hoard,0.615
2019-20,Jaylen Nowell,0.941
2019-20,Jayson Tatum,0.812
2019-20,Jeff Green,0.802
2019-20,Jeff Teague,0.873
2019-20,Jerami Grant,0.75
2019-20,Jeremiah Martin,0.786
2019-20,Jeremy Lamb,0.836
2019-20,Jeremy Pargo,0.0
2019-20,Jerian Grant,0.714
2019-20,Jerome Robinson,0.702
2019-20,Jevon Carter,0.852
2019-20,Jimmy Butler,0.834
2019-20,Joakim Noah,0.75
2019-20,Joe Chealey,1.0
2019-20,Joe Harris,0.719
2019-20,Joe Ingles,0.787
2019-20,Joel Embiid,0.807
2019-20,John Collins,0.8
2019-20,John Henson,0.5
2019-20,John Konchar,0.5
2019-20,Johnathan Motley,0.714
2019-20,Johnathan Williams,0.538
2019-20,Jonah Bolden,0.5
2019-20,Jonas Valančiūnas,0.74
2019-20,Jonathan Isaac,0.779
2019-20,Jordan Bell,0.613
2019-20,Jordan Bone,0.0
2019-20,Jordan Clarkson,0.836
2019-20,Jordan McLaughlin,0.667
2019-20,Jordan McRae,0.761
2019-20,Jordan Poole,0.798
2019-20,Josh Gray,0.0
2019-20,Josh Hart,0.739
2019-20,Josh Jackson,0.7
2019-20,Josh Magette,0.5
2019-20,Josh Okogie,0.796
2019-20,Josh Reaves,1.0
2019-20,Josh Richardson,0.809
2019-20,Jrue Holiday,0.709
2019-20,Juan Toscano-Anderson,0.6
2019-20,Juancho Hernangomez,0.62
2019-20,Julius Randle,0.733
2019-20,Justin Anderson,0.5
2019-20,Justin Holiday,0.791
2019-20,Justin Jackson,0.84
2019-20,Justin James,0.476
2019-20,Justin Patton,0.0
2019-20,Justin Robinson,0.0
2019-20,Justin Wright-Foreman,0.75
2019-20,Justise Winslow,0.667
2019-20,Jusuf Nurkić,0.886
2019-20,Juwan Morgan,0.75
2019-20,KZ Okpala,0.5
2019-20,Kadeem Allen,0.636
2019-20,Karl-Anthony Towns,0.796
2019-20,Kawhi Leonard,0.886
2019-20,Keita Bates-Diop,0.72
2019-20,Kelan Martin,0.968
2019-20,Keldon Johnson,0.795
2019-20,Kelly Olynyk,0.86
2019-20,Kelly Oubre Jr.,0.78
2019-20,Kemba Walker,0.864
2019-20,Kendrick Nunn,0.85
2019-20,Kenrich Williams,0.346
2019-20,Kent Bazemore,0.769
2019-20,Kentavious Caldwell-Pope,0.775
2019-20,Kevin Hervey,0.0
2019-20,Kevin Huerter,0.828
2019-20,Kevin Knox II,0.653
2019-20,Kevin Love,0.854
2019-20,Kevin Porter Jr.,0.723
2019-20,Kevon Looney,0.75
2019-20,Khem Birch,0.653
2019-20,Khris Middleton,0.916
2019-20,Khyri Thomas,0.5
2019-20,Kostas Antetokounmpo,0.5
2019-20,Kris Dunn,0.741
2019-20,Kristaps Porziņģis,0.799
2019-20,Ky Bowman,0.829
2019-20,Kyle Alexander,0.0
2019-20,Kyle Anderson,0.667
2019-20,Kyle Guy,0.0
2019-20,Kyle Korver,0.854
2019-20,Kyle Kuzma,0.735
2019-20,Kyle Lowry,0.857
2019-20,Kyle O'Quinn,0.55
2019-20,Kyrie Irving,0.922
2019-20,LaMarcus Aldridge,0.827
2019-20,Lance Thomas,1.0
2019-20,Landry Shamet,0.855
2019-20,Langston Galloway,0.859
2019-20,Larry Nance Jr.,0.676
2019-20,Lauri Markkanen,0.824
2019-20,LeBron James,0.693
2019-20,Lonnie Walker IV,0.721
2019-20,Lonzo Ball,0.566
2019-20,Lou Williams,0.861
2019-20,Louis King,0.0
2019-20,Luc Mbah a Moute,0.5
2019-20,Luguentz Dort,0.792
2019-20,Luka Dončić,0.758
2019-20,Luka Samanic,0.75
2019-20,Luke Kennard,0.893
2019-20,Luke Kornet,0.714
2019-20,Malcolm Brogdon,0.892
2019-20,Malcolm Miller,0.375
2019-20,Malik Beasley,0.818
2019-20,Malik Monk,0.82
2019-20,Malik Newman,1.0
2019-20,Marc Gasol,0.735
2019-20,Marco Belinelli,0.828
2019-20,Marcus Morris Sr.,0.823
2019-20,Marcus Smart,0.836
2019-20,Marial Shayok,0.75
2019-20,Mario Hezonja,0.814
2019-20,Markelle Fultz,0.73
2019-20,Markieff Morris,0.776
2019-20,Marko Guduric,0.923
2019-20,Marques Bolden,0.0
2019-20,Marquese Chriss,0.769
2019-20,Marvin Bagley III,0.806
2019-20,Marvin Williams,0.86
2019-20,Mason Plumlee,0.535
2019-20,Matisse Thybulle,0.61
2019-20,Matt Mooney,0.0
2019-20,Matt Thomas,0.75
2019-20,Matthew Dellavedova,0.865
2019-20,Maurice Harkless,0.591
2019-20,Max Strus,1.0
2019-20,Maxi Kleber,0.849
2019-20,Melvin Frazier Jr.,0.5
2019-20,Meyers Leonard,0.643
2019-20,Mfiondu Kabengele,1.0
2019-20,Michael Carter-Williams,0.832
2019-20,Michael Frazier II,0.643
2019-20,Michael Kidd-Gilchrist,0.786
2019-20,Michael Porter Jr.,0.833
2019-20,Mikal Bridges,0.844
2019-20,Mike Conley,0.827
2019-20,Mike Muscala,0.818
2019-20,Mike Scott,0.811
2019-20,Miles Bridges,0.809
2019-20,Mitchell Robinson,0.568
2019-20,Miye Oni,0.8
2019-20,Mo Bamba,0.674
2019-20,Montrezl Harrell,0.658
2019-20,Monté Morris,0.843
2019-20,Moritz Wagner,0.821
2019-20,Moses Brown,0.375
2019-20,Mychal Mulder,0.75
2019-20,Myles Turner,0.751
2019-20,Nassir Little,0.636
2019-20,Naz Mitrou-Long,0.0
2019-20,Naz Reid,0.698
2019-20,Nemanja Bjelica,0.821
2019-20,Nerlens Noel,0.755
2019-20,Nic Claxton,0.524
2019-20,Nickeil Alexander-Walker,0.676
2019-20,Nicolas Batum,0.9
2019-20,Nicolo Melli,0.74
2019-20,Nigel Williams-Goss,1.0
2019-20,Nikola Jokić,0.817
2019-20,Nikola Vučević,0.784
2019-20,Noah Vonleh,0.781
2019-20,Norman Powell,0.843
2019-20,Norvel Pelle,0.5
2019-20,OG Anunoby,0.706
2019-20,Omari Spellman,0.793
2019-20,Oshae Brissett,0.8
2019-20,Otto Porter Jr.,0.704
2019-20,P.J. Tucker,0.813
2019-20,P.J. Washington,0.647
2019-20,PJ Dozier,0.724
2019-20,Pascal Siakam,0.792
2019-20,Pat Connaughton,0.775
2019-20,Patrick Beverley,0.66
2019-20,Patrick McCaw,0.722
2019-20,Patrick Patterson,0.814
2019-20,Patty Mills,0.866
2019-20,Paul George,0.876
2019-20,Paul Millsap,0.816
2019-20,Paul Watson,0.778
2019-20,Quinn Cook,0.786
2019-20,Quinndary Weatherspoon,0.5
2019-20,RJ Barrett,0.614
2019-20,Rajon Rondo,0.659
2019-20,Raul Neto,0.83
2019-20,Rayjon Tucker,0.826
2019-20,Reggie Bullock Jr.,0.81
2019-20,Reggie Jackson,0.833
2019-20,Richaun Holmes,0.788
2019-20,Ricky Rubio,0.863
2019-20,Robert Covington,0.798
2019-20,Robert Williams III,0.647
2019-20,Robin Lopez,0.528
2019-20,Rodions Kurucs,0.632
2019-20,Rodney Hood,0.778
2019-20,Rodney McGruder,0.559
2019-20,Romeo Langford,0.72
2019-20,Rondae Hollis-Jefferson,0.734
2019-20,Royce O'Neale,0.764
2019-20,Rudy Gay,0.882
2019-20,Rudy Gobert,0.63
2019-20,Rui Hachimura,0.829
2019-20,Russell Westbrook,0.763
2019-20,Ryan Anderson,0.0
2019-20,Ryan Arcidiacono,0.711
2019-20,Ryan Broekhoff,0.875
2019-20,Sekou Doumbouya,0.674
2019-20,Semi Ojeleye,0.875
2019-20,Serge Ibaka,0.718
2019-20,Seth Curry,0.825
2019-20,Shabazz Napier,0.824
2019-20,Shai Gilgeous-Alexander,0.807
2019-20,Shake Milton,0.785
2019-20,Shamorie Ponds,1.0
2019-20,Shaquille Harrison,0.78
2019-20,Sindarius Thornwell,0.5
2019-20,Skal Labissiere,0.758
2019-20,Solomon Hill,0.741
2019-20,Spencer Dinwiddie,0.778
2019-20,Stanley Johnson,0.563
2019-20,Stanton Kidd,0.0
2019-20,Stephen Curry,1.0
2019-20,Sterling Brown,0.8
2019-20,Steven Adams,0.582
2019-20,Svi Mykhailiuk,0.814
2019-20,T.J. Leaf,0.438
2019-20,T.J. McConnell,0.833
2019-20,T.J. Warren,0.819
2019-20,Tacko Fall,0.333
2019-20,Taj Gibson,0.732
2019-20,Talen Horton-Tucker,0.5
2019-20,Tariq Owens,1.0
2019-20,Taurean Prince,0.798
2019-20,Terance Mann,0.667
2019-20,Terence Davis,0.864
2019-20,Terrance Ferguson,0.75
2019-20,Terrence Ross,0.853
2019-20,Terry Rozier,0.874
2019-20,Thabo Sefolosha,0.375
2019-20,Thaddeus Young,0.583
2019-20,Thanasis Antetokounmpo,0.412
2019-20,Theo Pinson,0.938
2019-20,Thomas Bryant,0.741
2019-20,Thon Maker,0.664
2019-20,Tim Frazier,0.792
2019-20,Tim Hardaway Jr.,0.819
2019-20,Timothe Luwawu-Cabarrot,0.852
2019-20,Tobias Harris,0.806
2019-20,Tomas Satoransky,0.876
2019-20,Tony Bradley,0.652
2019-20,Tony Snell,1.0
2019-20,Torrey Craig,0.611
2019-20,Trae Young,0.86
2019-20,Tremont Waters,1.0
2019-20,Treveon Graham,0.643
2019-20,Trevor Ariza,0.838
2019-20,Trey Burke,0.793
2019-20,Trey Lyles,0.733
2019-20,Tristan Thompson,0.615
2019-20,Troy Brown Jr.,0.784
2019-20,Troy Daniels,0.625
2019-20,Ty Jerome,0.75
2019-20,Tyler Cook,0.875
2019-20,Tyler Herro,0.87
2019-20,Tyler Johnson,0.84
2019-20,Tyler Zeller,0.0
2019-20,Tyrone Wallace,0.647
2019-20,Tyson Chandler,0.462
2019-20,Tyus Jones,0.741
2019-20,Udonis Haslem,0.75
2019-20,Vic Law,0.333
2019-20,Victor Oladipo,0.814
2019-20,Vince Carter,0.793
2019-20,Vincent Poirier,0.857
2019-20,Vlatko Čančar,1.0
2019-20,Wayne Ellington,0.846
2019-20,Wendell Carter Jr.,0.737
2019-20,Wenyen Gabriel,0.682
2019-20,Wes Iwundu,0.804
2019-20,Wesley Matthews,0.765
2019-20,Will Barton,0.767
2019-20,William Howard,0.0
2019-20,Willie Cauley-Stein,0.606
2019-20,Willy Hernangomez,0.627
2019-20,Wilson Chandler,0.87
2019-20,Yogi Ferrell,0.857
2019-20,Yuta Watanabe,0.375
2019-20,Zach Collins,0.75
2019-20,Zach LaVine,0.802
2019-20,Zach Norvell Jr.,1.0
2019-20,Zhaire Smith,0.5
2019-20,Zion Williamson,0.64
2019-20,Zylan Cheatham,0.0
2018-19,Aaron Gordon,0.731
2018-19,Aaron Holiday,0.82
2018-19,Abdel Nader,0.75
2018-19,Al Horford,0.821
2018-19,Al-Farouq Aminu,0.867
2018-19,Alan Williams,0.5
2018-19,Alec Burks,0.823
2018-19,Alex Abrines,0.923
2018-19,Alex Caruso,0.797
2018-19,Alex Len,0.648
2018-19,Alex Poythress,0.621
2018-19,Alfonzo McKinnie,0.563
2018-19,Alize Johnson,0.5
2018-19,Allen Crabbe,0.732
2018-19,Allonzo Trier,0.803
2018-19,Amile Jefferson,0.875
2018-19,Amir Johnson,0.756
2018-19,Andre Drummond,0.59
2018-19,Andre Iguodala,0.582
2018-19,Andre Ingram,0.0
2018-19,Andrew Bogut,1.0
2018-19,Andrew Harrison,0.944
2018-19,Andrew Wiggins,0.699
2018-19,Anfernee Simons,0.563
2018-19,Angel Delgado,0.5
2018-19,Ante Zizic,0.705
2018-19,Anthony Davis,0.794
2018-19,Anthony Tolliver,0.783
2018-19,Antonio Blakeney,0.658
2018-19,Aron Baynes,0.855
2018-19,Austin Rivers,0.526
2018-19,Avery Bradley,0.86
2018-19,BJ Johnson,1.0
2018-19,Bam Adebayo,0.735
2018-19,Ben McLemore,0.667
2018-19,Ben Simmons,0.6
2018-19,Billy Garrett,1.0
2018-19,Bismack Biyombo,0.637
2018-19,Blake Griffin,0.753
2018-19,Boban Marjanović,0.748
2018-19,Bobby Portis,0.794
2018-19,Bogdan Bogdanović,0.827
2018-19,Bojan Bogdanović,0.807
2018-19,Bonzie Colson,0.889
2018-19,Brad Wanamaker,0.857
2018-19,Bradley Beal,0.808
2018-19,Brandon Goodwin,0.818
2018-19,Brandon Ingram,0.675
2018-19,Brandon Knight,0.794
2018-19,Brandon Sampson,0.667
2018-19,Brook Lopez,0.842
2018-19,Bruce Brown,0.75
2018-19,Bruno Caboclo,0.84
2018-19,Bryn Forbes,0.885
2018-19,Buddy Hield,0.886
2018-19,C.J. Williams,0.0
2018-19,CJ McCollum,0.828
2018-19,CJ Miles,0.828
2018-19,Caleb Swanigan,0.667
2018-19,Cam Reynolds,0.889
2018-19,Cameron Payne,0.805
2018-19,Caris LeVert,0.691
2018-19,Carmelo Anthony,0.682
2018-19,Cedi Osman,0.779
2018-19,Chandler Hutchison,0.605
2018-19,Chandler Parsons,0.88
2018-19,Channing Frye,0.786
2018-19,Chasson Randle,0.694
2018-19,Cheick Diallo,0.746
2018-19,Chimezie Metu,0.765
2018-19,Chris Boucher,0.867
2018-19,Chris Chiozza,0.0
2018-19,Chris Paul,0.862
2018-19,Christian Wood,0.732
2018-19,Clint Capela,0.636
2018-19,Cody Zeller,0.787
2018-19,Collin Sexton,0.839
2018-19,Corey Brewer,0.721
2018-19,Cory Joseph,0.698
2018-19,Courtney Lee,0.667
2018-19,Cristiano Felicio,0.685
2018-19,D'Angelo Russell,0.78
2018-19,D.J. Augustin,0.866
2018-19,D.J. Wilson,0.553
2018-19,DJ Stephens,0.0
2018-19,Dairis Bertans,0.0
2018-19,Damian Jones,0.649
2018-19,Damian Lillard,0.912
2018-19,Damion Lee,0.864
2018-19,Damyean Dotson,0.745
2018-19,Daniel Hamilton,0.5
2018-19,Daniel Theis,0.737
2018-19,Danilo Gallinari,0.904
2018-19,Danny Green,0.841
2018-19,Dante Cunningham,0.778
2018-19,Danté Exum,0.791
2018-19,Danuel House Jr.,0.789
2018-19,Dario Šarić,0.88
2018-19,Darius Miller,0.789
2018-19,Darren Collison,0.832
2018-19,Daryl Macon,0.571
2018-19,David Nwaba,0.682
2018-19,Davis Bertans,0.883
2018-19,Davon Reed,0.0
2018-19,De'Aaron Fox,0.727
2018-19,De'Anthony Melton,0.75
2018-19,DeAndre Jordan,0.705
2018-19,DeAndre' Bembry,0.64
2018-19,DeMar DeRozan,0.83
2018-19,DeMarcus Cousins,0.736
2018-19,DeMarre Carroll,0.76
2018-19,DeVaughn Akoon-Purcell,0.5
2018-19,Deandre Ayton,0.746
2018-19,Delon Wright,0.793
2018-19,Demetrius Jackson,1.0
2018-19,Deng Adel,1.0
2018-19,Dennis Schröder,0.819
2018-19,Dennis Smith Jr.,0.635
2018-19,Deonte Burton,0.667
2018-19,Derrick Favors,0.675
2018-19,Derrick Jones Jr.,0.607
2018-19,Derrick Rose,0.856
2018-19,Derrick White,0.772
2018-19,Devin Booker,0.866
2018-19,Devin Harris,0.761
2018-19,Devin Robinson,0.643
2018-19,Devonte' Graham,0.761
2018-19,Dewayne Dedmon,0.814
2018-19,Deyonta Davis,0.6
2018-19,Dillon Brooks,0.733
2018-19,Dion Waiters,0.5
2018-19,Dirk Nowitzki,0.78
2018-19,Domantas Sabonis,0.715
2018-19,Donatas Motiejunas,0.0
2018-19,Donovan Mitchell,0.806
2018-19,Donte DiVincenzo,0.75
2018-19,Donte Grantham,0.0
2018-19,Dorian Finney-Smith,0.709
2018-19,Doug McDermott,0.835
2018-19,Dragan Bender,0.593
2018-19,Draymond Green,0.692
2018-19,Drew Eubanks,0.846
2018-19,Duncan Robinson,0.667
2018-19,Dusty Hannahs,1.0
2018-19,Dwayne Bacon,0.739
2018-19,Dwight Howard,0.604
2018-19,Dwight Powell,0.772
2018-19,Dwyane Wade,0.708
2018-19,Dzanan Musa,0.0
2018-19,E'Twaun Moore,0.763
2018-19,Ed Davis,0.617
2018-19,Edmond Sumner,0.625
2018-19,Ekpe Udoh,0.633
2018-19,Elfrid Payton,0.743
2018-19,Elie Okobo,0.787
2018-19,Emanuel Terry,0.5
2018-19,Emmanuel Mudiay,0.774
2018-19,Enes Freedom,0.787
2018-19,Eric Bledsoe,0.75
2018-19,Eric Gordon,0.783
2018-19,Eric Moreland,0.0
2018-19,Ersan Ilyasova,0.824
2018-19,Evan Fournier,0.806
2018-19,Evan Turner,0.708
2018-19,Frank Jackson,0.74
2018-19,Frank Kaminsky,0.738
2018-19,Frank Mason III,0.684
2018-19,Frank Ntilikina,0.767
2018-19,Fred VanVleet,0.843
2018-19,Furkan Korkmaz,0.818
2018-19,Garrett Temple,0.748
2018-19,Gary Clark,1.0
2018-19,Gary Harris,0.799
2018-19,Gary Payton II,0.0
2018-19,Gary Trent Jr.,0.429
2018-19,George Hill,0.824
2018-19,George King,0.0
2018-19,Georges Niang,0.833
2018-19,Gerald Green,0.838
2018-19,Giannis Antetokounmpo,0.729
2018-19,Glenn Robinson III,0.8
2018-19,Goran Dragic,0.782
2018-19,Gordon Hayward,0.834
2018-19,Gorgui Dieng,0.83
2018-19,Grayson Allen,0.75
2018-19,Greg Monroe,0.625
2018-19,Guerschon Yabusele,0.682
2018-19,Hamidou Diallo,0.61
2018-19,Harrison Barnes,0.824
2018-19,Harry Giles III,0.637
2018-19,Hassan Whiteside,0.449
2018-19,Haywood Highsmith,0.0
2018-19,Henry Ellenson,0.76
2018-19,Ian Clark,0.892
2018-19,Ian Mahinmi,0.689
2018-19,Ike Anigbogu,0.0
2018-19,Iman Shumpert,0.8
2018-19,Isaac Bonga,0.6
2018-19,Isaac Humphries,0.0
2018-19,Isaiah Briscoe,0.577
2018-19,Isaiah Canaan,0.792
2018-19,Isaiah Hartenstein,0.786
2018-19,Isaiah Hicks,0.8
2018-19,Isaiah Thomas,0.63
2018-19,Ish Smith,0.758
2018-19,Ivan Rabb,0.71
2018-19,Ivica Zubac,0.802
2018-19,J.J. Barea,0.705
2018-19,J.P. Macura,0.0
2018-19,JJ Redick,0.894
2018-19,JR Smith,0.8
2018-19,JaKarr Sampson,0.81
2018-19,JaMychal Green,0.792
2018-19,JaVale McGee,0.632
2018-19,Jabari Parker,0.712
2018-19,Jacob Evans,0.0
2018-19,Jae Crowder,0.721
2018-19,Jahlil Okafor,0.663
2018-19,Jake Layman,0.704
2018-19,Jakob Poeltl,0.533
2018-19,Jalen Brunson,0.725
2018-19,Jalen Jones,0.704
2018-19,Jamal Crawford,0.845
2018-19,Jamal Murray,0.848
2018-19,James Ennis III,0.716
2018-19,James Harden,0.879
2018-19,James Johnson,0.714
2018-19,James Nunnally,1.0
2018-19,Jared Dudley,0.696
2018-19,Jared Terrell,0.5
2018-19,Jarell Martin,0.818
2018-19,Jaren Jackson Jr.,0.766
2018-19,Jaron Blossomgame,0.769
2018-19,Jarred Vanderbilt,0.6
2018-19,Jarrett Allen,0.709
2018-19,Jason Smith,0.875
2018-19,Jawun Evans,0.0
2018-19,Jaylen Adams,0.778
2018-19,Jaylen Brown,0.658
2018-19,Jaylen Morris,0.5
2018-19,Jayson Tatum,0.855
2018-19,Jeff Green,0.888
2018-19,Jeff Teague,0.804
2018-19,Jemerrio Jones,0.5
2018-19,Jerami Grant,0.71
2018-19,Jeremy Lamb,0.888
2018-19,Jeremy Lin,0.838
2018-19,Jerian Grant,0.65
2018-19,Jerome Robinson,0.667
2018-19,Jerryd Bayless,0.571
2018-19,Jevon Carter,0.813
2018-19,Jimmer Fredette,1.0
2018-19,Jimmy Butler,0.855
2018-19,Joakim Noah,0.716
2018-19,Jodie Meeks,1.0
2018-19,Joe Chealey,0.0
2018-19,Joe Harris,0.827
2018-19,Joe Ingles,0.707
2018-19,Joel Embiid,0.804
2018-19,John Collins,0.763
2018-19,John Henson,0.6
2018-19,John Holland,0.0
2018-19,John Jenkins,0.833
2018-19,John Wall,0.697
2018-19,Johnathan Motley,0.6
2018-19,Johnathan Williams,0.563
2018-19,Jon Leuer,0.742
2018-19,Jonah Bolden,0.481
2018-19,Jonas Jerebko,0.8
2018-19,Jonas Valančiūnas,0.795
2018-19,Jonathan Isaac,0.815
2018-19,Jonathon Simmons,0.742
2018-19,Jordan Bell,0.61
2018-19,Jordan Clarkson,0.844
2018-19,Jordan Loyd,0.818
2018-19,Jordan McRae,0.8
2018-19,Jordan Sibert,0.0
2018-19,Jose Calderon,0.818
2018-19,Josh Hart,0.688
2018-19,Josh Jackson,0.671
2018-19,Josh Okogie,0.728
2018-19,Josh Richardson,0.861
2018-19,Jrue Holiday,0.768
