Season,Player,FT_PCT
2018-19,Juancho Hernangomez,0.767
2018-19,Julian Washburn,0.75
2018-19,Julius Randle,0.731
2018-19,Justin Anderson,0.743
2018-19,Justin Holiday,0.896
2018-19,Justin Jackson,0.785
2018-19,Justin Patton,0.5
2018-19,Justise Winslow,0.628
2018-19,Jusuf Nurkić,0.773
2018-19,Kadeem Allen,0.778
2018-19,Kalin Lucas,1.0
2018-19,Karl-Anthony Towns,0.836
2018-19,Kawhi Leonard,0.854
2018-19,Keita Bates-Diop,0.643
2018-19,Kelly Olynyk,0.822
2018-19,Kelly Oubre Jr.,0.775
2018-19,Kemba Walker,0.844
2018-19,Kenneth Faried,0.646
2018-19,Kenrich Williams,0.684
2018-19,Kent Bazemore,0.726
2018-19,Kentavious Caldwell-Pope,0.867
2018-19,Kevin Durant,0.885
2018-19,Kevin Huerter,0.732
2018-19,Kevin Knox II,0.717
2018-19,Kevin Love,0.904
2018-19,Kevon Looney,0.619
2018-19,Khem Birch,0.699
2018-19,Khris Middleton,0.837
2018-19,Khyri Thomas,0.636
2018-19,Klay Thompson,0.816
2018-19,Kobi Simmons,0.0
2018-19,Kosta Koufos,0.417
2018-19,Kostas Antetokounmpo,0.5
2018-19,Kris Dunn,0.797
2018-19,Kyle Anderson,0.578
2018-19,Kyle Korver,0.822
2018-19,Kyle Kuzma,0.752
2018-19,Kyle Lowry,0.83
2018-19,Kyle O'Quinn,0.81
2018-19,Kyrie Irving,0.873
2018-19,LaMarcus Aldridge,0.847
2018-19,Lance Stephenson,0.685
2018-19,Lance Thomas,0.75
2018-19,Landry Shamet,0.806
2018-19,Langston Galloway,0.844
2018-19,Larry Nance Jr.,0.716
2018-19,Lauri Markkanen,0.872
2018-19,LeBron James,0.665
2018-19,Lonnie Walker IV,0.8
2018-19,Lonzo Ball,0.417
2018-19,Lorenzo Brown,1.0
2018-19,Lou Williams,0.876
2018-19,Luc Mbah a Moute,0.4
2018-19,Luka Dončić,0.713
2018-19,Luke Kennard,0.836
2018-19,Luke Kornet,0.826
2018-19,Luol Deng,0.714
2018-19,Malachi Richardson,0.8
2018-19,Malcolm Brogdon,0.928
2018-19,Malcolm Miller,0.75
2018-19,Malik Beasley,0.848
2018-19,Malik Monk,0.882
2018-19,MarShon Brooks,0.697
2018-19,Marc Gasol,0.759
2018-19,Marcin Gortat,0.729
2018-19,Marco Belinelli,0.903
2018-19,Marcus Derrickson,0.8
2018-19,Marcus Morris Sr.,0.844
2018-19,Marcus Smart,0.806
2018-19,Mario Hezonja,0.763
2018-19,Markelle Fultz,0.568
2018-19,Markieff Morris,0.772
2018-19,Marquese Chriss,0.711
2018-19,Marvin Bagley III,0.691
2018-19,Marvin Williams,0.767
2018-19,Mason Plumlee,0.561
2018-19,Matthew Dellavedova,0.808
2018-19,Maurice Harkless,0.671
2018-19,Maxi Kleber,0.784
2018-19,Melvin Frazier Jr.,0.25
2018-19,Meyers Leonard,0.843
2018-19,Michael Beasley,0.718
2018-19,Michael Carter-Williams,0.604
2018-19,Michael Kidd-Gilchrist,0.772
2018-19,Mikal Bridges,0.805
2018-19,Mike Conley,0.845
2018-19,Mike Muscala,0.824
2018-19,Mike Scott,0.667
2018-19,Miles Bridges,0.753
2018-19,Miles Plumlee,0.533
2018-19,Milos Teodosic,0.571
2018-19,Mitchell Creek,0.714
2018-19,Mitchell Robinson,0.6
2018-19,Mo Bamba,0.587
2018-19,Montrezl Harrell,0.643
2018-19,Monté Morris,0.802
2018-19,Moritz Wagner,0.811
2018-19,Myles Turner,0.736
2018-19,Naz Mitrou-Long,1.0
2018-19,Nemanja Bjelica,0.761
2018-19,Nene,0.66
2018-19,Nerlens Noel,0.684
2018-19,Nick Young,0.0
2018-19,Nicolas Batum,0.865
2018-19,Nik Stauskas,0.891
2018-19,Nikola Jokić,0.821
2018-19,Nikola Mirotic,0.847
2018-19,Nikola Vučević,0.789
2018-19,Noah Vonleh,0.712
2018-19,Norman Powell,0.827
2018-19,OG Anunoby,0.581
2018-19,Okaro White,0.0
2018-19,Omari Spellman,0.711
2018-19,Omri Casspi,0.672
2018-19,Otto Porter Jr.,0.813
2018-19,P.J. Tucker,0.695
2018-19,PJ Dozier,0.5
2018-19,Pascal Siakam,0.785
2018-19,Pat Connaughton,0.725
2018-19,Patrick Beverley,0.78
2018-19,Patrick McCaw,0.867
2018-19,Patrick Patterson,0.633
2018-19,Patty Mills,0.854
2018-19,Pau Gasol,0.7
2018-19,Paul George,0.839
2018-19,Paul Millsap,0.727
2018-19,Quincy Acy,0.7
2018-19,Quincy Pondexter,0.81
2018-19,Quinn Cook,0.769
2018-19,RJ Hunter,0.5
2018-19,Rajon Rondo,0.639
2018-19,Raul Neto,0.848
2018-19,Rawle Alkins,0.667
2018-19,Ray Spalding,0.333
2018-19,Raymond Felton,0.923
2018-19,Reggie Bullock Jr.,0.859
2018-19,Reggie Jackson,0.864
2018-19,Richaun Holmes,0.731
2018-19,Ricky Rubio,0.855
2018-19,Robert Covington,0.764
2018-19,Robert Williams III,0.6
2018-19,Robin Lopez,0.724
2018-19,Rodions Kurucs,0.783
2018-19,Rodney Hood,0.884
2018-19,Rodney McGruder,0.722
2018-19,Ron Baker,0.833
2018-19,Rondae Hollis-Jefferson,0.645
2018-19,Royce O'Neale,0.762
2018-19,Rudy Gay,0.816
2018-19,Rudy Gobert,0.636
2018-19,Russell Westbrook,0.656
2018-19,Ryan Anderson,0.75
2018-19,Ryan Arcidiacono,0.873
2018-19,Ryan Broekhoff,0.789
2018-19,Salah Mejri,0.625
2018-19,Sam Dekker,0.609
2018-19,Scott Machado,1.0
2018-19,Semi Ojeleye,0.615
2018-19,Serge Ibaka,0.763
2018-19,Seth Curry,0.846
2018-19,Shabazz Napier,0.833
2018-19,Shai Gilgeous-Alexander,0.8
2018-19,Shake Milton,0.714
2018-19,Shaquille Harrison,0.667
2018-19,Shaun Livingston,0.784
2018-19,Shelvin Mack,0.69
2018-19,Sindarius Thornwell,0.735
2018-19,Skal Labissiere,0.529
2018-19,Solomon Hill,0.719
2018-19,Spencer Dinwiddie,0.806
2018-19,Stanley Johnson,0.781
2018-19,Stephen Curry,0.916
2018-19,Sterling Brown,0.69
2018-19,Steven Adams,0.5
2018-19,Svi Mykhailiuk,0.6
2018-19,T.J. Leaf,0.613
2018-19,T.J. McConnell,0.784
2018-19,T.J. Warren,0.815
2018-19,Tahjere McCall,0.0
2018-19,Taj Gibson,0.757
2018-19,Taurean Prince,0.819
2018-19,Terrance Ferguson,0.725
2018-19,Terrence Jones,0.0
2018-19,Terrence Ross,0.875
2018-19,Terry Rozier,0.785
2018-19,Thabo Sefolosha,0.636
2018-19,Thaddeus Young,0.644
2018-19,Theo Pinson,0.864
2018-19,Thomas Bryant,0.781
2018-19,Thomas Welsh,0.5
2018-19,Thon Maker,0.667
2018-19,Tim Frazier,0.759
2018-19,Tim Hardaway Jr.,0.841
2018-19,Timothe Luwawu-Cabarrot,0.756
2018-19,Tobias Harris,0.866
2018-19,Tomas Satoransky,0.819
2018-19,Tony Bradley,0.5
2018-19,Tony Parker,0.734
2018-19,Tony Snell,0.881
2018-19,Torrey Craig,0.7
2018-19,Trae Young,0.829
2018-19,Treveon Graham,0.818
2018-19,Trevon Duval,0.0
2018-19,Trevor Ariza,0.793
2018-19,Trey Burke,0.831
2018-19,Trey Lyles,0.698
2018-19,Tristan Thompson,0.642
2018-19,Troy Brown Jr.,0.681
2018-19,Troy Caupain,0.0
2018-19,Troy Daniels,0.783
2018-19,Troy Williams,0.6
2018-19,Tyler Cavanaugh,1.0
2018-19,Tyler Davis,0.0
2018-19,Tyler Dorsey,0.623
2018-19,Tyler Johnson,0.748
2018-19,Tyler Lydon,0.333
2018-19,Tyler Ulis,0.0
2018-19,Tyler Zeller,0.778
2018-19,Tyreke Evans,0.719
2018-19,Tyrone Wallace,0.526
2018-19,Tyson Chandler,0.586
2018-19,Tyus Jones,0.841
2018-19,Udonis Haslem,0.75
2018-19,Victor Oladipo,0.73
2018-19,Vince Carter,0.712
2018-19,Vincent Edwards,0.0
2018-19,Wade Baldwin IV,0.727
2018-19,Walt Lemon Jr.,0.727
2018-19,Wayne Ellington,0.796
2018-19,Wayne Selden,0.728
2018-19,Wendell Carter Jr.,0.795
2018-19,Wes Iwundu,0.816
2018-19,Wesley Johnson,0.684
2018-19,Wesley Matthews,0.81
2018-19,Will Barton,0.77
2018-19,Willie Cauley-Stein,0.551
2018-19,Willy Hernangomez,0.694
2018-19,Wilson Chandler,0.72
2018-19,Yante Maten,0.0
2018-19,Yogi Ferrell,0.896
2018-19,Yuta Watanabe,0.7
2018-19,Zach Collins,0.746
2018-19,Zach LaVine,0.832
2018-19,Zach Lofton,0.0
2018-19,Zaza Pachulia,0.782
2018-19,Zhaire Smith,0.75
2018-19,Zhou Qi,0.0
2017-18,Aaron Brooks,0.727
2017-18,Aaron Gordon,0.698
2017-18,Aaron Harrison,0.765
2017-18,Aaron Jackson,0.5
2017-18,Abdel Nader,0.59
2017-18,Adreian Payne,0.833
2017-18,Al Horford,0.783
2017-18,Al Jefferson,0.833
2017-18,Al-Farouq Aminu,0.738
2017-18,Alan Williams,0.667
2017-18,Alec Burks,0.863
2017-18,Alec Peters,0.8
2017-18,Alex Abrines,0.848
2017-18,Alex Caruso,0.7
2017-18,Alex Len,0.684
2017-18,Alex Poythress,0.0
2017-18,Alfonzo McKinnie,0.667
2017-18,Allen Crabbe,0.852
2017-18,Amir Johnson,0.612
2017-18,Andre Drummond,0.605
2017-18,Andre Iguodala,0.632
2017-18,Andre Ingram,1.0
2017-18,Andre Roberson,0.316
2017-18,Andrew Bogut,1.0
2017-18,Andrew Harrison,0.78
2017-18,Andrew White III,0.25
2017-18,Andrew Wiggins,0.643
2017-18,Ante Zizic,0.724
2017-18,Anthony Brown,0.0
2017-18,Anthony Davis,0.828
2017-18,Anthony Tolliver,0.797
2017-18,Antonio Blakeney,0.769
2017-18,Antonius Cleveland,0.667
2017-18,Aron Baynes,0.756
2017-18,Arron Afflalo,0.846
2017-18,Austin Rivers,0.642
2017-18,Avery Bradley,0.768
2017-18,Bam Adebayo,0.721
2017-18,Ben McLemore,0.828
2017-18,Ben Moore,0.0
2017-18,Ben Simmons,0.56
2017-18,Bismack Biyombo,0.65
2017-18,Blake Griffin,0.785
2017-18,Boban Marjanović,0.794
2017-18,Bobby Brown,0.5
2017-18,Bobby Portis,0.769
2017-18,Bogdan Bogdanović,0.84
2017-18,Bojan Bogdanović,0.868
2017-18,Bradley Beal,0.791
2017-18,Brandan Wright,0.636
2017-18,Brandon Ingram,0.681
2017-18,Brandon Jennings,1.0
2017-18,Brandon Paul,0.512
2017-18,Briante Weber,0.8
2017-18,Brice Johnson,0.6
2017-18,Brook Lopez,0.703
2017-18,Bruno Caboclo,0.833
2017-18,Bryn Forbes,0.667
2017-18,Buddy Hield,0.877
2017-18,C.J. Williams,0.813
2017-18,CJ McCollum,0.836
2017-18,CJ Miles,0.835
2017-18,Caleb Swanigan,0.667
2017-18,Cameron Payne,0.75
2017-18,Caris LeVert,0.711
2017-18,Carmelo Anthony,0.767
2017-18,Cedi Osman,0.565
2017-18,Chandler Parsons,0.63
2017-18,Channing Frye,0.895
2017-18,Charles Cooke,0.5
2017-18,Cheick Diallo,0.758
2017-18,Chinanu Onuaku,0.0
2017-18,Chris Boucher,0.0
2017-18,Chris McCullough,0.643
2017-18,Chris Paul,0.919
2017-18,Clint Capela,0.56
2017-18,Cody Zeller,0.718
2017-18,Cole Aldrich,0.333
2017-18,Corey Brewer,0.722
2017-18,Cory Joseph,0.745
2017-18,Courtney Lee,0.919
2017-18,Cristiano Felicio,0.667
2017-18,D'Angelo Russell,0.74
2017-18,D.J. Augustin,0.868
2017-18,D.J. Wilson,0.5
2017-18,Dakari Johnson,0.55
2017-18,Damian Jones,0.6
2017-18,Damian Lillard,0.916
2017-18,Damien Wilkins,0.75
2017-18,Damion Lee,0.759
2017-18,Damyean Dotson,0.696
2017-18,Daniel Hamilton,0.0
2017-18,Daniel Theis,0.753
2017-18,Danilo Gallinari,0.931
2017-18,Danny Green,0.769
2017-18,Dante Cunningham,0.596
2017-18,Danté Exum,0.806
2017-18,Danuel House Jr.,0.806
2017-18,Dario Šarić,0.86
2017-18,Darius Miller,0.866
2017-18,Darrell Arthur,0.667
2017-18,Darren Collison,0.882
2017-18,Darrun Hilliard,0.857
2017-18,David Nwaba,0.655
2017-18,David Stockton,1.0
2017-18,David West,0.759
2017-18,Davis Bertans,0.816
2017-18,Davon Reed,0.667
2017-18,De'Aaron Fox,0.723
2017-18,DeAndre Jordan,0.58
2017-18,DeAndre Liggins,0.4
2017-18,DeAndre' Bembry,0.576
2017-18,DeMar DeRozan,0.825
2017-18,DeMarcus Cousins,0.746
2017-18,DeMarre Carroll,0.764
2017-18,Dejounte Murray,0.709
2017-18,Delon Wright,0.829
2017-18,Demetrius Jackson,0.5
2017-18,Dennis Schröder,0.849
2017-18,Dennis Smith Jr.,0.694
2017-18,Denzel Valentine,0.745
2017-18,Derrick Favors,0.651
2017-18,Derrick Jones Jr.,0.667
2017-18,Derrick Rose,0.87
2017-18,Derrick Walton Jr.,1.0
2017-18,Derrick White,0.7
2017-18,Derrick Williams,0.0
2017-18,Devin Booker,0.878
2017-18,Devin Harris,0.835
2017-18,Devin Robinson,0.0
2017-18,Dewayne Dedmon,0.779
2017-18,Deyonta Davis,0.667
2017-18,Dillon Brooks,0.747
2017-18,Dion Waiters,0.739
2017-18,Dirk Nowitzki,0.898
2017-18,Domantas Sabonis,0.75
2017-18,Donovan Mitchell,0.805
2017-18,Dorian Finney-Smith,0.733
2017-18,Doug McDermott,0.79
2017-18,Dragan Bender,0.765
2017-18,Draymond Green,0.775
2017-18,Dwayne Bacon,0.8
2017-18,Dwight Buycks,0.878
2017-18,Dwight Howard,0.574
2017-18,Dwight Powell,0.719
2017-18,Dwyane Wade,0.714
2017-18,E'Twaun Moore,0.706
2017-18,Ed Davis,0.667
2017-18,Edmond Sumner,0.0
2017-18,Ekpe Udoh,0.75
2017-18,Elfrid Payton,0.649
2017-18,Emeka Okafor,0.818
2017-18,Emmanuel Mudiay,0.76
2017-18,Enes Freedom,0.848
2017-18,Eric Bledsoe,0.795
2017-18,Eric Gordon,0.809
2017-18,Eric Moreland,0.379
2017-18,Erik McCree,0.0
2017-18,Ersan Ilyasova,0.778
2017-18,Evan Fournier,0.867
2017-18,Evan Turner,0.85
2017-18,Frank Kaminsky,0.799
2017-18,Frank Mason III,0.817
2017-18,Frank Ntilikina,0.721
2017-18,Fred VanVleet,0.832
2017-18,Furkan Korkmaz,0.5
2017-18,Garrett Temple,0.769
2017-18,Gary Harris,0.827
2017-18,Gary Payton II,0.333
2017-18,George Hill,0.786
2017-18,Georges Niang,0.5
2017-18,Georgios Papagiannis,0.0
2017-18,Gerald Green,0.85
2017-18,Gian Clavell,1.0
2017-18,Giannis Antetokounmpo,0.76
2017-18,Glenn Robinson III,0.818
2017-18,Goran Dragic,0.801
2017-18,Gordon Hayward,0.0
2017-18,Gorgui Dieng,0.775
2017-18,Greg Monroe,0.739
2017-18,Guerschon Yabusele,0.682
2017-18,Harrison Barnes,0.827
2017-18,Hassan Whiteside,0.703
2017-18,Henry Ellenson,0.862
2017-18,Ian Clark,0.763
2017-18,Ian Mahinmi,0.703
2017-18,Ike Anigbogu,0.833
2017-18,Iman Shumpert,0.733
2017-18,Isaiah Canaan,0.902
2017-18,Isaiah Hicks,0.667
2017-18,Isaiah Taylor,0.702
2017-18,Isaiah Thomas,0.893
2017-18,Isaiah Whitehead,0.684
2017-18,Ish Smith,0.698
2017-18,Ivan Rabb,0.806
2017-18,Ivica Zubac,0.765
2017-18,J.J. Barea,0.784
2017-18,JJ Redick,0.904
2017-18,JR Smith,0.696
2017-18,JaKarr Sampson,0.625
2017-18,JaMychal Green,0.721
2017-18,JaVale McGee,0.731
2017-18,Jabari Bird,0.462
2017-18,Jabari Parker,0.741
2017-18,Jack Cooley,0.737
2017-18,Jacob Pullen,0.0
2017-18,Jacob Wiley,0.5
2017-18,Jae Crowder,0.818
2017-18,Jahlil Okafor,0.724
2017-18,Jake Layman,0.667
2017-18,Jakob Poeltl,0.594
2017-18,Jalen Jones,0.632
2017-18,Jamal Crawford,0.903
2017-18,Jamal Murray,0.905
2017-18,Jameel Warney,0.6
2017-18,Jameer Nelson,0.8
2017-18,Jamel Artis,0.583
2017-18,James Ennis III,0.836
2017-18,James Harden,0.858
2017-18,James Johnson,0.698
2017-18,James Michael McAdoo,1.0
2017-18,James Webb III,0.0
2017-18,James Young,0.667
2017-18,Jamil Wilson,0.5
2017-18,Jared Dudley,0.771
2017-18,Jarell Eddie,0.0
2017-18,Jarell Martin,0.767
2017-18,Jarrett Allen,0.776
2017-18,Jarrett Jack,0.84
2017-18,Jason Smith,0.905
2017-18,Jason Terry,0.889
2017-18,Jawun Evans,0.776
2017-18,Jaylen Brown,0.644
2017-18,Jaylen Morris,0.0
2017-18,Jayson Tatum,0.826
2017-18,Jeff Green,0.868
2017-18,Jeff Teague,0.845
2017-18,Jeff Withey,0.5
2017-18,Jerami Grant,0.675
2017-18,Jeremy Evans,0.0
2017-18,Jeremy Lamb,0.861
2017-18,Jeremy Lin,1.0
2017-18,Jerian Grant,0.745
2017-18,Jerryd Bayless,0.795
2017-18,Jimmy Butler,0.854
2017-18,Joakim Noah,0.5
2017-18,Jodie Meeks,0.863
2017-18,Joe Harris,0.827
2017-18,Joe Ingles,0.795
2017-18,Joe Johnson,0.889
2017-18,Joe Young,0.759
2017-18,Joel Bolomboy,0.5
2017-18,Joel Embiid,0.769
2017-18,Joffrey Lauvergne,0.638
2017-18,John Collins,0.715
2017-18,John Henson,0.57
2017-18,John Holland,0.692
2017-18,John Wall,0.726
2017-18,Johnathan Motley,0.536
2017-18,Johnny O'Bryant III,0.84
2017-18,Jon Leuer,0.867
2017-18,Jonas Jerebko,0.807
2017-18,Jonas Valančiūnas,0.806
2017-18,Jonathan Gibson,0.0
2017-18,Jonathan Isaac,0.76
2017-18,Jonathon Simmons,0.768
2017-18,Jordan Bell,0.682
2017-18,Jordan Clarkson,0.8
2017-18,Jordan Crawford,1.0
2017-18,Jordan Mickey,0.684
2017-18,Jose Calderon,0.8
2017-18,Josh Gray,0.636
2017-18,Josh Hart,0.702
2017-18,Josh Huestis,0.3
2017-18,Josh Jackson,0.634
2017-18,Josh Magette,1.0
2017-18,Josh McRoberts,0.0
2017-18,Josh Richardson,0.845
2017-18,Josh Smith,0.0
2017-18,Jrue Holiday,0.786
2017-18,Juancho Hernangomez,0.833
2017-18,Julius Randle,0.718
2017-18,Julyan Stone,0.5
2017-18,Justin Anderson,0.737
2017-18,Justin Holiday,0.823
2017-18,Justin Jackson,0.722
2017-18,Justin Patton,0.0
2017-18,Justise Winslow,0.635
2017-18,Jusuf Nurkić,0.63
2017-18,Kadeem Allen,0.778
2017-18,Karl-Anthony Towns,0.858
2017-18,Kawhi Leonard,0.816
2017-18,Kay Felder,0.917
2017-18,Kelly Olynyk,0.77
2017-18,Kelly Oubre Jr.,0.82
2017-18,Kemba Walker,0.864
2017-18,Kendrick Perkins,0.5
2017-18,Kenneth Faried,0.706
2017-18,Kent Bazemore,0.796
2017-18,Kentavious Caldwell-Pope,0.789
2017-18,Kevin Durant,0.889
2017-18,Kevin Love,0.88
2017-18,Kevon Looney,0.545
2017-18,Khem Birch,0.689
2017-18,Khris Middleton,0.884
2017-18,Klay Thompson,0.837
2017-18,Kobi Simmons,1.0
2017-18,Kosta Koufos,0.446
2017-18,Kris Dunn,0.737
2017-18,Kristaps Porziņģis,0.793
2017-18,Kyle Anderson,0.712
2017-18,Kyle Collinsworth,0.525
2017-18,Kyle Korver,0.889
2017-18,Kyle Kuzma,0.707
2017-18,Kyle Lowry,0.854
2017-18,Kyle O'Quinn,0.772
2017-18,Kyle Singler,0.538
2017-18,Kyrie Irving,0.889
2017-18,LaMarcus Aldridge,0.837
2017-18,Lance Stephenson,0.661
2017-18,Lance Thomas,0.83
2017-18,Langston Galloway,0.805
2017-18,Larry Drew II,0.0
2017-18,Larry Nance Jr.,0.664
2017-18,Lauri Markkanen,0.843
2017-18,LeBron James,0.731
2017-18,London Perrantes,0.6
2017-18,Lonzo Ball,0.451
2017-18,Lorenzo Brown,1.0
2017-18,Lou Williams,0.88
2017-18,Luc Mbah a Moute,0.684
2017-18,Lucas Nogueira,0.679
2017-18,Luis Montero,0.0
2017-18,Luke Babbitt,0.773
2017-18,Luke Kennard,0.855
2017-18,Luke Kornet,0.727
2017-18,Luol Deng,0.0
2017-18,Malachi Richardson,0.773
2017-18,Malcolm Brogdon,0.882
2017-18,Malcolm Delaney,0.804
2017-18,Malcolm Miller,1.0
2017-18,Malik Beasley,0.667
2017-18,Malik Monk,0.842
2017-18,Mangok Mathiang,0.0
2017-18,Manu Ginobili,0.84
2017-18,MarShon Brooks,0.87
2017-18,Marc Gasol,0.834
2017-18,Marcin Gortat,0.675
2017-18,Marco Belinelli,0.908
2017-18,Marcus Georges-Hunt,0.619
2017-18,Marcus Morris Sr.,0.805
2017-18,Marcus Paige,1.0
2017-18,Marcus Smart,0.729
2017-18,Mario Chalmers,0.855
2017-18,Mario Hezonja,0.819
2017-18,Markel Brown,0.0
2017-18,Markelle Fultz,0.476
2017-18,Markieff Morris,0.82
2017-18,Marquese Chriss,0.608
2017-18,Marquis Teague,0.4
2017-18,Marreese Speights,0.727
2017-18,Marshall Plumlee,0.75
2017-18,Marvin Williams,0.829
2017-18,Mason Plumlee,0.458
2017-18,Matt Costello,0.0
2017-18,Matt Williams Jr.,0.0
2017-18,Matthew Dellavedova,0.926
2017-18,Maurice Harkless,0.712
2017-18,Maxi Kleber,0.746
2017-18,Meyers Leonard,0.818
2017-18,Michael Beasley,0.78
2017-18,Michael Carter-Williams,0.82
2017-18,Michael Kidd-Gilchrist,0.684
2017-18,Mike Conley,0.803
2017-18,Mike James,0.762
2017-18,Mike Muscala,0.919
2017-18,Mike Scott,0.658
2017-18,Miles Plumlee,0.45
2017-18,Milos Teodosic,0.848
2017-18,Milton Doyle,0.5
2017-18,Mindaugas Kuzminskas,0.0
2017-18,Mirza Teletovic,0.0
2017-18,Montrezl Harrell,0.626
2017-18,Monté Morris,1.0
2017-18,Myke Henry,0.6
2017-18,Myles Turner,0.777
2017-18,Nate Wolters,0.0
2017-18,Naz Mitrou-Long,0.0
2017-18,Nemanja Bjelica,0.8
2017-18,Nene,0.636
2017-18,Nerlens Noel,0.75
2017-18,Nick Collison,0.385
2017-18,Nick Young,0.862
2017-18,Nicolas Batum,0.831
2017-18,Nicolas Brussino,0.0
2017-18,Nigel Hayes,0.333
2017-18,Nik Stauskas,0.724
2017-18,Nikola Jokić,0.85
2017-18,Nikola Mirotic,0.818
2017-18,Nikola Vučević,0.819
2017-18,Noah Vonleh,0.621
2017-18,Norman Powell,0.821
2017-18,OG Anunoby,0.629
2017-18,Okaro White,0.667
2017-18,Omari Johnson,0.0
2017-18,Omer Asik,0.308
2017-18,Omri Casspi,0.725
2017-18,Otto Porter Jr.,0.828
2017-18,P.J. Tucker,0.717
2017-18,PJ Dozier,0.0
2017-18,Pascal Siakam,0.621
2017-18,Pat Connaughton,0.841
2017-18,Patrick Beverley,0.824
2017-18,Patrick McCaw,0.765
2017-18,Patrick Patterson,0.87
2017-18,Patty Mills,0.89
2017-18,Pau Gasol,0.756
2017-18,Paul George,0.822
2017-18,Paul Millsap,0.696
2017-18,Paul Zipser,0.76
2017-18,Quincy Acy,0.817
2017-18,Quincy Pondexter,0.824
2017-18,Quinn Cook,0.88
2017-18,RJ Hunter,1.0
2017-18,Rajon Rondo,0.543
2017-18,Ramon Sessions,0.772
2017-18,Rashad Vaughn,0.667
2017-18,Raul Neto,0.743
2017-18,Raymond Felton,0.818
2017-18,Reggie Bullock Jr.,0.796
2017-18,Reggie Hearn,0.0
2017-18,Reggie Jackson,0.836
2017-18,Richard Jefferson,0.571
2017-18,Richaun Holmes,0.661
2017-18,Ricky Rubio,0.866
2017-18,Robert Covington,0.853
2017-18,Robin Lopez,0.756
2017-18,Rodney Hood,0.86
2017-18,Rodney McGruder,0.5
2017-18,Rodney Purvis,0.867
2017-18,Ron Baker,0.769
2017-18,Rondae Hollis-Jefferson,0.788
2017-18,Royce O'Neale,0.803
2017-18,Rudy Gay,0.772
2017-18,Rudy Gobert,0.682
2017-18,Russell Westbrook,0.737
2017-18,Ryan Anderson,0.774
2017-18,Ryan Arcidiacono,0.833
2017-18,Salah Mejri,0.576
2017-18,Sam Dekker,0.661
2017-18,Scotty Hopson,0.5
2017-18,Sean Kilpatrick,0.889
2017-18,Semi Ojeleye,0.61
2017-18,Serge Ibaka,0.797
2017-18,Shabazz Muhammad,0.78
2017-18,Shabazz Napier,0.841
2017-18,Shane Larkin,0.865
2017-18,Shaquille Harrison,0.737
2017-18,Shaun Livingston,0.82
2017-18,Shelvin Mack,0.711
2017-18,Sindarius Thornwell,0.67
2017-18,Skal Labissiere,0.805
2017-18,Solomon Hill,0.5
2017-18,Spencer Dinwiddie,0.813
2017-18,Stanley Johnson,0.772
2017-18,Stephen Curry,0.921
2017-18,Sterling Brown,0.875
2017-18,Steven Adams,0.559
2017-18,T.J. Leaf,0.625
2017-18,T.J. McConnell,0.795
2017-18,T.J. Warren,0.757
2017-18,Taj Gibson,0.768
2017-18,Tarik Black,0.46
2017-18,Taurean Prince,0.844
2017-18,Terrance Ferguson,0.9
2017-18,Terrence Ross,0.75
2017-18,Terry Rozier,0.772
2017-18,Thabo Sefolosha,0.815
2017-18,Thaddeus Young,0.598
2017-18,Thomas Bryant,0.556
2017-18,Thon Maker,0.699
2017-18,Tim Frazier,0.767
2017-18,Tim Hardaway Jr.,0.816
2017-18,Tim Quarterman,1.0
2017-18,Timofey Mozgov,0.767
2017-18,Timothe Luwawu-Cabarrot,0.793
2017-18,Tobias Harris,0.829
2017-18,Tomas Satoransky,0.781
2017-18,Tony Allen,0.524
2017-18,Tony Bradley,1.0
2017-18,Tony Parker,0.705
2017-18,Tony Snell,0.792
2017-18,Torrey Craig,0.629
2017-18,Travis Wear,1.0
2017-18,Treveon Graham,0.695
2017-18,Trevor Ariza,0.854
2017-18,Trevor Booker,0.71
2017-18,Trey Burke,0.649
2017-18,Trey Lyles,0.706
2017-18,Trey McKinney-Jones,0.0
2017-18,Tristan Thompson,0.544
2017-18,Troy Daniels,0.875
2017-18,Troy Williams,0.667
2017-18,Tyler Cavanaugh,0.81
2017-18,Tyler Dorsey,0.714
2017-18,Tyler Ennis,0.759
2017-18,Tyler Johnson,0.822
2017-18,Tyler Lydon,0.0
2017-18,Tyler Ulis,0.832
2017-18,Tyler Zeller,0.722
2017-18,Tyreke Evans,0.785
2017-18,Tyrone Wallace,0.782
2017-18,Tyson Chandler,0.624
2017-18,Tyus Jones,0.877
2017-18,Udonis Haslem,0.5
2017-18,Vander Blue,0.5
2017-18,Victor Oladipo,0.799
2017-18,Vince Carter,0.757
2017-18,Vincent Hunter,0.0
2017-18,Wade Baldwin IV,0.6
2017-18,Walt Lemon Jr.,0.667
2017-18,Wayne Ellington,0.859
2017-18,Wayne Selden,0.746
2017-18,Wes Iwundu,0.723
2017-18,Wesley Johnson,0.741
2017-18,Wesley Matthews,0.822
2017-18,Will Barton,0.805
2017-18,Willie Cauley-Stein,0.619
2017-18,Willie Reed,0.582
2017-18,Willy Hernangomez,0.656
2017-18,Wilson Chandler,0.772
2017-18,Xavier Munford,0.5
2017-18,Xavier Rathan-Mayes,0.444
2017-18,Xavier Silas,0.0
2017-18,Yogi Ferrell,0.796
2017-18,Zach Collins,0.643
2017-18,Zach LaVine,0.813
2017-18,Zach Randolph,0.785
