NBA ID,Season,Player,Driving Dunk Rating,,Driving Dunk,Drving Dunk_PG,Drving Dunk_FGM,Rim Shot Creation,dunkScore_max,dunkScore_total,dunkScore_average,jumpSubscore_average,powerSubscore_average,styleSubscore_average,hangTime_average,takeoffDistance_average,DRIVES,DRIVE_FGM
2216,2014-15,Zach Randolph,56.08266109623813,-0.3630338592519981,-0.6135978148716263,-0.6872193949257696,-0.5973002709937776,,,,,,,,,,-0.5800624721979899,-0.3522699938569243
2216,2015-16,Zach Randolph,68.51463104011074,0.15001698015430096,-0.14091353086251282,-0.7436963679506009,-0.6592610286514028,1.574095225134903,,,,,,,,,-0.4230721360539045,-0.23389690249356204
2216,2016-17,Zach Randolph,69.58461638300334,0.19568776838732557,-0.09883609490891318,-0.5789073918644493,-0.47337875567852705,1.339166666717553,,,,,,,,,-0.475402248101933,-0.3522699938569243
2216,2017-18,Zach Randolph,67.32728739893591,0.09933692144496734,-0.18760611067055413,-0.7436963679506009,-0.6592610286514028,1.178426074116208,,,,,,,,,-0.21375168786179058,0.12122237159652484
2217,2014-15,Brendan Haywood,33.88031850039212,-1.5651900718738092,-1.7211690436563107,-1.743696367950601,-1.659261028651403,,,,,,,,,,-1.8678780884621466,-1.8257623593103736
2222,2013-14,Gerald Wallace,65.09454086516378,0.004035341101579384,-0.275409415547085,-0.25974713358265,-0.22553572504802602,,,,,,,,,,-0.34457696798186177,-0.5890161765836489
2222,2014-15,Gerald Wallace,33.998153401554234,-1.5609301447690695,-1.7172442852527088,-1.743696367950601,-1.659261028651403,,,,,,,,,,-1.815547976414118,-1.8257623593103736
2223,2013-14,Samuel Dalembert,59.65656211554196,-0.2175367447400468,-0.4795483326057772,-0.49307980015291203,-0.3494572403632765,,,,,,,,,,-0.8417130324381323,-0.8257623593103735
2223,2014-15,Samuel Dalembert,55.34673071175841,-0.3929943273357858,-0.6412010099490404,-0.6183880840517565,-0.5973002709937776,,,,,,,,,,-0.8417130324381323,-0.8257623593103735
2224,2013-14,Jamaal Tinsley,35.207380511766296,-1.5172145792466634,-1.6769682361716394,-1.743696367950601,-1.659261028651403,,,,,,,,,,-1.3969070800298904,-1.7073892679470113
2225,2013-14,Tony Parker,67.00574971663903,0.08561254709286706,-0.20025065886309318,-0.7436963679506009,-0.6592610286514028,,,,,,,,,,3.0,2.251938016137046
2225,2014-15,Tony Parker,66.23975607315471,0.05291720812229651,-0.23037354670326005,-0.7436963679506009,-0.6592610286514028,,,,,,,,,,2.7167345868278048,2.133564924773683
2225,2015-16,Tony Parker,75.9865541659408,0.5236673930456065,0.20333827484863073,-0.7436963679506009,-0.6592610286514028,1.6359185299815742,,,,,,,,,2.3242587464675912,1.4233263765935096
2225,2016-17,Tony Parker,76.06417065099329,0.5312855657760069,0.2103570539752649,-0.7436963679506009,-0.6592610286514028,1.846117766460256,,,,,,,,,1.9056178500833625,1.3049532852301478
2225,2017-18,Tony Parker,75.28393903372961,0.4547046793056238,0.13980150916429623,-0.7436963679506009,-0.6592610286514028,1.685377173858911,,,,,,,,,1.5654721217711778,1.1865801938667855
2225,2018-19,Tony Parker,76.98267474541052,0.6214381002552339,0.2934164370594692,-0.7436963679506009,-0.6592610286514028,2.17996361263228,,,,,,,,,1.7747925699632914,1.541699467956872
2229,2013-14,Mike James,35.62264141243445,-1.5022022089824305,-1.6631370308707374,-1.743696367950601,-1.659261028651403,,,,,,,,,,-1.4492371920779188,-1.4706430852202867
2248,2013-14,Earl Watson,34.17490575329741,-1.5545402541119595,-1.7113571476473055,-1.743696367950601,-1.659261028651403,,,,,,,,,,-1.7370528083420753,-1.8257623593103736
2365,2013-14,Chris Andersen,55.88930202928252,-0.370905701856146,-0.620850305267081,-0.6323112267071835,-0.5353395133361523,,,,,,,,,,-0.8678780884621465,-0.8257623593103735
2365,2014-15,Chris Andersen,54.82478201772753,-0.41838275434842753,-0.6645918896101581,-0.6768652832045505,-0.5973002709937776,,,,,,,,,,-0.8417130324381323,-0.8257623593103735
2365,2015-16,Chris Andersen,59.83968087415303,-0.2100817954152017,-0.47267993455770774,-0.2981558029769319,-0.47337875567852705,-0.5897204444985854,,,,,,,,,-0.8155479764141181,-0.7073892679470112
2365,2016-17,Chris Andersen,39.667194062142165,-1.355984922854838,-1.528424039692405,-1.4095409442203493,-1.5973002709937776,-1.5155324786825801,,,,,,,,,-1.815547976414118,-1.7073892679470113
2399,2013-14,Mike Dunleavy,57.68528982672758,-0.2977892275006718,-0.5534865945479212,-0.6458947805173565,-0.5353395133361523,,,,,,,,,,-0.370742024005876,-0.3522699938569243
2399,2014-15,Mike Dunleavy,54.849326956037984,-0.41680365277317144,-0.663137030870737,-0.7436963679506009,-0.6592610286514028,,,,,,,,,,-0.44923719207791873,-0.47064308522028664
2399,2015-16,Mike Dunleavy,53.81325513776076,-0.48345945852936956,-0.7245483948115485,-0.6143458813453422,-0.5973002709937776,-1.1584948490879594,,,,,,,,,-0.5277323601499615,-0.5890161765836489
2399,2016-17,Mike Dunleavy,51.459731775953536,-0.634873668702704,-0.8640494189350251,-0.6680385361626193,-0.5973002709937776,-1.5912579830146574,,,,,,,,,-0.6847226962940469,-0.7073892679470112
2400,2013-14,Drew Gooden,54.716897668864426,-0.42532350698265126,-0.6709865476779413,-0.7436963679506009,-0.6592610286514028,,,,,,,,,,-0.5538974161739757,-0.47064308522028664
2400,2014-15,Drew Gooden,55.347170260228125,-0.3929764328743316,-0.6411845234138853,-0.6650715623670123,-0.5973002709937776,,,,,,,,,,-0.7108877523180611,-0.7073892679470112
2400,2015-16,Drew Gooden,61.829892358447545,-0.12905827890779575,-0.3980313033762,-0.7436963679506009,-0.6592610286514028,0.733298279220176,,,,,,,,,-0.7370528083420753,-0.8257623593103735
2403,2013-14,Nene,80.67544136112919,0.9758985638930926,0.6199881480775928,0.9207759313849929,0.7038756398163529,,,,,,,,,,-0.3969070800298903,-0.47064308522028664
2403,2014-15,Nene,81.3598418868667,1.0349774680594273,0.6744187568418675,0.812370679867885,0.9517186704468539,,,,,,,,,,-0.5800624721979899,-0.47064308522028664
2403,2015-16,Nene,80.16040301970888,0.9314393624891055,0.5790269719735263,1.155713409042409,1.0136794281044792,-0.1445926496025535,,,,,,,,,-0.5800624721979899,-0.47064308522028664
2403,2016-17,Nene,89.55201677134482,1.742143369769392,1.3259452377501644,2.5479839255115806,2.748580642517987,-0.9606602735786121,,,,,,,,,-0.6847226962940469,-0.5890161765836489
2403,2017-18,Nene,83.0091928618087,1.1773529404923961,0.8055922060955807,1.8010257050720855,1.3854439740502307,-0.6391790883759224,,,,,,,,,-0.6323925842460184,-0.47064308522028664
2403,2018-19,Nene,62.00722009368179,-0.12183908798444226,-0.39138011438939463,0.020087457718545965,-0.16357496739040076,-1.1214008661799568,,,,,,,,,-0.7632178643660896,-0.7073892679470112
2405,2013-14,Amare Stoudemire,74.07825026617172,0.3874920793885528,0.07787715931827265,,0.3940718515282266,,,,,,,,,,-0.7370528083420753,-0.5890161765836489
2405,2014-15,Amare Stoudemire,67.37152008487105,0.10122493014129248,-0.18586664945096398,,-0.16357496739040076,,,,,,,,,,-0.7893829203901039,-0.7073892679470112
