NBA_ID,Season,Player,RotationRole,MIN,MissingCount,MissingMetrics
1641790,2025-26,PJ Hall,Rotation,212.79999999999998,1,Points Over Expectation / 75
1641794,2025-26,Dillon Jones,Too Few Games,39.199999999999996,1,Points Over Expectation / 75
1641796,2025-26,Pelle Larsson,Key Rotation,1848.0,1,Points Over Expectation / 75
1641798,2023-24,Jaylen Martin,,,10,Points Over Expectation / 75 | Stable eFG% | Overall Shot Making Efficiency | Overall Shot Making | Self-Created Shot Making Efficiency | Overall Shot Creation | EFG_PCT | TS_PCT | Role Adjusted Stable eFG% | Points Per Possession
1641801,2025-26,Emanuel Miller,Too Few Games,33.0,1,Points Over Expectation / 75
1641803,2025-26,Tristen Newton,,12.0,7,Points Over Expectation / 75 | Stable eFG% | Overall Shot Making Efficiency | Overall Shot Making | Self-Created Shot Making Efficiency | Overall Shot Creation | Role Adjusted Stable eFG%
1641807,2025-26,Norchad Omier,,23.4,7,Points Over Expectation / 75 | Stable eFG% | Overall Shot Making Efficiency | Overall Shot Making | Self-Created Shot Making Efficiency | Overall Shot Creation | Role Adjusted Stable eFG%
1641809,2023-24,Drew Peterson,Too Few Games,22.799999999999997,1,Self-Created Shot Making Efficiency
1641809,2025-26,Drew Peterson,Rotation,64.19999999999999,7,Points Over Expectation / 75 | Stable eFG% | Overall Shot Making Efficiency | Overall Shot Making | Self-Created Shot Making Efficiency | Overall Shot Creation | Role Adjusted Stable eFG%
1641810,2025-26,Antonio Reeves,Garbage Time,68.0,1,Points Over Expectation / 75
1641813,2025-26,Mark Sears,Garbage Time,25.900000000000002,7,Points Over Expectation / 75 | Stable eFG% | Overall Shot Making Efficiency | Overall Shot Making | Self-Created Shot Making Efficiency | Overall Shot Creation | Role Adjusted Stable eFG%
1641815,2025-26,Isaiah Stevens,Too Few Games,42.900000000000006,1,Points Over Expectation / 75
1641816,2025-26,Hunter Tyson,Garbage Time,161.70000000000002,1,Points Over Expectation / 75
1641824,2025-26,Matas Buzelis,Starter,2248.4,1,Points Over Expectation / 75
1641842,2025-26,Ronald Holland II,Key Rotation,1552.1999999999998,1,Points Over Expectation / 75
1641854,2025-26,Craig Porter Jr,Rotation,1145.6,1,Points Over Expectation / 75
1641869,2025-26,Malachi Smith,,358.5,7,Points Over Expectation / 75 | Stable eFG% | Overall Shot Making Efficiency | Overall Shot Making | Self-Created Shot Making Efficiency | Overall Shot Creation | Role Adjusted Stable eFG%
1641871,2025-26,Duop Reath,Garbage Time,259.2,1,Points Over Expectation / 75
1641890,2025-26,Tyler Smith,,165.60000000000002,7,Points Over Expectation / 75 | Stable eFG% | Overall Shot Making Efficiency | Overall Shot Making | Self-Created Shot Making Efficiency | Overall Shot Creation | Role Adjusted Stable eFG%
1641989,2025-26,Elijah Harkless,Garbage Time,546.0,1,Points Over Expectation / 75
1641998,2025-26,Trey Jemison,Garbage Time,81.89999999999999,1,Points Over Expectation / 75
1642050,2025-26,Jackson Rowe,,,10,Points Over Expectation / 75 | Stable eFG% | Overall Shot Making Efficiency | Overall Shot Making | Self-Created Shot Making Efficiency | Overall Shot Creation | EFG_PCT | TS_PCT | Role Adjusted Stable eFG% | Points Per Possession
1642066,2025-26,Myron Gardner,Garbage Time,409.5,1,Points Over Expectation / 75
1642258,2025-26,Zaccharie Risacher,Key Rotation,1500.8,1,Points Over Expectation / 75
1642259,2025-26,Alex Sarr,Starter,1305.6,1,Points Over Expectation / 75
1642260,2025-26,Nikola Topic,Too Few Games,160.0,1,Points Over Expectation / 75
1642261,2025-26,Dalton Knecht,Garbage Time,550.8,1,Points Over Expectation / 75
1642262,2025-26,Cody Williams,Rotation,1628.1000000000001,1,Points Over Expectation / 75
1642263,2025-26,Reed Sheppard,Key Rotation,2148.4,1,Points Over Expectation / 75
1642264,2025-26,Stephon Castle,Starter,2040.0,1,Points Over Expectation / 75
1642265,2025-26,Rob Dillingham,Garbage Time,968.5,1,Points Over Expectation / 75
1642266,2025-26,JaKobe Walter,Rotation,1476.0,1,Points Over Expectation / 75
